Date,EM (EMERGING MARKETS) IMI IMI (Large+Mid+Small Cap)
2007-05-31,1000.0
2007-06-29,1047.183
2007-07-31,1106.892
2007-08-31,1079.064
2007-09-28,1193.874
2007-10-31,1321.786
2007-11-30,1228.709
2007-12-31,1233.321
2008-01-31,1076.138
2008-02-29,1155.701
2008-03-31,1093.395
2008-04-30,1179.298
2008-05-30,1198.325
2008-06-30,1076.117
2008-07-31,1037.509
2008-08-29,955.503
2008-09-30,785.138
2008-10-31,567.851
2008-11-28,526.103
2008-12-31,570.023
2009-01-30,533.363
2009-02-27,504.385
2009-03-31,576.747
2009-04-30,676.44
2009-05-29,796.798
2009-06-30,787.104
2009-07-31,876.921
2009-08-31,875.35
2009-09-30,953.787
2009-10-30,955.564
2009-11-30,997.085
2009-12-31,1039.513
2010-01-29,983.901
2010-02-26,987.214
2010-03-31,1067.818
2010-04-30,1082.398
2010-05-31,985.028
2010-06-30,980.473
2010-07-30,1060.695
2010-08-31,1043.038
2010-09-30,1160.277
2010-10-29,1195.921
2010-11-30,1165.034
2010-12-31,1246.379
2011-01-31,1211.788
2011-02-28,1196.17
2011-03-31,1264.743
2011-04-29,1305.974
2011-05-31,1270.925
2011-06-30,1250.392
2011-07-29,1248.363
2011-08-31,1133.451
2011-09-30,966.373
2011-10-31,1090.463
2011-11-30,1015.815
2011-12-30,1003.445
2012-01-31,1116.604
2012-02-29,1187.084
2012-03-30,1147.581
2012-04-30,1132.948
2012-05-31,1008.812
2012-06-29,1046.727
2012-07-31,1064.576
2012-08-31,1064.159
2012-09-28,1128.563
2012-10-31,1120.619
2012-11-30,1135.462
2012-12-31,1190.884
2013-01-31,1209.132
2013-02-28,1197.293
2013-03-29,1179.534
2013-04-30,1190.231
2013-05-31,1162.522
2013-06-28,1085.007
2013-07-31,1095.695
2013-08-30,1074.683
2013-09-30,1144.529
2013-10-31,1198.443
2013-11-29,1180.508
2013-12-31,1164.737
2014-01-31,1094.53
2014-02-28,1132.002
2014-03-31,1165.402
2014-04-30,1169.376
2014-05-30,1209.449
2014-06-30,1240.249
2014-07-31,1262.255
2014-08-29,1290.916
2014-09-30,1200.277
2014-10-31,1209.801
2014-11-28,1196.266
2014-12-31,1143.883
2015-01-30,1152.01
2015-02-27,1186.399
2015-03-31,1171.54
2015-04-30,1263.786
2015-05-29,1220.663
2015-06-30,1185.517
2015-07-31,1101.947
2015-08-31,1001.347
2015-09-30,975.314
2015-10-30,1043.225
2015-11-30,1004.433
2015-12-31,985.313
2016-01-29,919.421
2016-02-29,917.664
2016-03-31,1034.924
2016-04-29,1041.891
2016-05-31,1003.322
2016-06-30,1041.35
2016-07-29,1092.655
2016-08-31,1118.83
2016-09-30,1133.26
2016-10-31,1133.288
2016-11-30,1081.025
2016-12-30,1082.861
2017-01-31,1140.983
2017-02-28,1179.125
2017-03-31,1209.055
2017-04-28,1233.807
2017-05-31,1266.581
2017-06-30,1278.957
2017-07-31,1351.15
2017-08-31,1380.797
2017-09-29,1376.093
2017-10-31,1424.343
2017-11-30,1430.096
2017-12-29,1481.642
2018-01-31,1600.209
2018-02-28,1527.458
2018-03-30,1500.214
2018-04-30,1494.214
2018-05-31,1444.1
2018-06-29,1379.962
2018-07-31,1408.701
2018-08-31,1371.58
2018-09-28,1359.92
2018-10-31,1238.704
2018-11-30,1291.575
2018-12-31,1258.865
2019-01-31,1364.301
2019-02-28,1368.971
2019-03-29,1380.62
2019-04-30,1406.82
2019-05-31,1308.258
2019-06-28,1386.501
2019-07-31,1369.138
2019-08-30,1302.192
2019-09-30,1327.138
2019-10-31,1382.527
2019-11-29,1379.934
2019-12-31,1480.913
2020-01-31,1412.912
2020-02-28,1335.76
2020-03-31,1119.513
2020-04-30,1227.052
2020-05-29,1238.381
2020-06-30,1331.441
2020-07-31,1450.82
2020-08-31,1485.643
2020-09-30,1461.757
2020-10-30,1488.116
2020-11-30,1632.664
2020-12-31,1753.315
2021-01-29,1801.527
2021-02-26,1825.053
2021-03-31,1803.376
2021-04-30,1855.244
2021-05-31,1898.65
2021-06-30,1906.707
2021-07-30,1790.636
2021-08-31,1834.257
2021-09-30,1765.81
2021-10-29,1781.448
2021-11-30,1711.357
2021-12-31,1748.42
2022-01-31,1709.719
2022-02-28,1659.649
2022-03-31,1632.218
2022-04-29,1542.572
2022-05-31,1545.203
2022-06-30,1434.765
2022-07-29,1436.617
2022-08-31,1446.396
2022-09-30,1280.02
2022-10-31,1245.408
2022-11-30,1420.94
2022-12-30,1401.667
2023-01-31,1508.726
2023-02-28,1417.962
2023-03-31,1456.935
2023-04-28,1443.87
2023-05-31,1424.993
2023-06-30,1480.51
2023-07-31,1573.294
2023-08-31,1486.775
2023-09-29,1449.07
2023-10-31,1390.816
2023-11-30,1505.327
2023-12-29,1565.265
2024-01-31,1499.071
2024-02-29,1565.989
2024-03-29,1599.196
2024-04-30,1609.927
2024-05-31,1619.242
2024-06-28,1681.293
2024-07-31,1685.435
2024-08-30,1713.05
2024-09-30,1819.842
2024-10-31,1739.807
2024-11-29,1680.761
2024-12-31,1676.271
2025-01-31,1695.045
2025-02-28,1695.832
2025-03-31,1704.713
2025-04-30,1730.441
2025-05-30,1813.147
2025-06-30,1921.374
2025-07-31,1955.173
2025-08-29,1984.063
2025-09-30,2111.234
