Date,IRELAND SMALL GROWTH Small Cap
2001-09-05,112.201
2001-09-06,112.478
2001-09-07,111.46
2001-09-10,109.483
2001-09-11,107.84
2001-09-12,105.435
2001-09-13,107.448
2001-09-14,108.343
2001-09-17,104.703
2001-09-18,104.215
2001-09-19,103.393
2001-09-20,97.989
2001-09-21,92.98
2001-09-24,97.048
2001-09-25,99.349
2001-09-26,99.145
2001-09-27,98.631
2001-09-28,97.885
2001-10-01,97.327
2001-10-02,96.057
2001-10-03,96.551
2001-10-04,96.426
2001-10-05,96.226
2001-10-08,96.392
2001-10-09,96.071
2001-10-10,96.234
2001-10-11,96.944
2001-10-12,96.848
2001-10-15,95.555
2001-10-16,98.169
2001-10-17,100.06
2001-10-18,100.352
2001-10-19,98.723
2001-10-22,98.27
2001-10-23,98.929
2001-10-24,98.956
2001-10-25,98.909
2001-10-26,99.952
2001-10-29,100.826
2001-10-30,100.172
2001-10-31,99.877
2001-11-01,99.627
2001-11-02,99.733
2001-11-05,99.994
2001-11-06,101.097
2001-11-07,100.412
2001-11-08,100.225
2001-11-09,102.033
2001-11-12,101.876
2001-11-13,101.17
2001-11-14,102.078
2001-11-15,102.341
2001-11-16,103.74
2001-11-19,104.862
2001-11-20,106.916
2001-11-21,105.31
2001-11-22,106.797
2001-11-23,106.268
2001-11-26,107.965
2001-11-27,106.996
2001-11-28,109.576
2001-11-29,109.214
2001-11-30,110.869
2001-12-03,109.841
2001-12-04,109.844
2001-12-05,110.823
2001-12-06,112.829
2001-12-07,114.489
2001-12-10,113.949
2001-12-11,114.967
2001-12-12,115.55
2001-12-13,115.56
2001-12-14,113.66
2001-12-17,115.362
2001-12-18,115.128
2001-12-19,113.279
2001-12-20,113.815
2001-12-21,112.768
2001-12-24,111.643
2001-12-25,111.643
2001-12-26,111.738
2001-12-27,113.323
2001-12-28,113.401
2001-12-31,115.093
2002-01-01,115.093
2002-01-02,115.863
2002-01-03,117.491
2002-01-04,118.007
2002-01-07,119.453
2002-01-08,119.793
2002-01-09,118.922
2002-01-10,119.602
2002-01-11,119.762
2002-01-14,119.088
2002-01-15,118.688
2002-01-16,117.667
2002-01-17,117.006
2002-01-18,116.244
2002-01-21,115.276
2002-01-22,116.549
2002-01-23,116.26
2002-01-24,115.781
2002-01-25,114.11
2002-01-28,112.909
2002-01-29,114.106
2002-01-30,112.799
2002-01-31,114.116
2002-02-01,114.094
2002-02-04,115.384
2002-02-05,113.975
2002-02-06,111.693
2002-02-07,110.024
2002-02-08,109.297
2002-02-11,110.605
2002-02-12,110.823
2002-02-13,109.972
2002-02-14,111.01
2002-02-15,110.909
2002-02-18,110.044
2002-02-19,108.558
2002-02-20,108.616
2002-02-21,110.834
2002-02-22,111.352
2002-02-25,110.21
2002-02-26,112.025
2002-02-27,110.92
2002-02-28,111.23
2002-03-01,111.15
2002-03-04,112.861
2002-03-05,112.968
2002-03-06,113.408
2002-03-07,114.561
2002-03-08,115.212
2002-03-11,116.358
2002-03-12,115.97
2002-03-13,117.105
2002-03-14,117.682
2002-03-15,119.531
2002-03-18,119.902
2002-03-19,120.508
2002-03-20,121.089
2002-03-21,119.892
2002-03-22,121.265
2002-03-25,119.704
2002-03-26,119.361
2002-03-27,119.527
2002-03-28,118.72
2002-03-29,118.72
2002-04-01,119.693
2002-04-02,121.63
2002-04-03,121.273
2002-04-04,120.937
2002-04-05,121.398
2002-04-08,119.315
2002-04-09,118.422
2002-04-10,119.378
2002-04-11,120.03
2002-04-12,120.034
2002-04-15,120.995
2002-04-16,121.842
2002-04-17,120.585
2002-04-18,119.715
2002-04-19,119.995
2002-04-22,121.544
2002-04-23,122.379
2002-04-24,122.251
2002-04-25,123.53
2002-04-26,124.521
2002-04-29,125.13
2002-04-30,124.923
2002-05-01,125.874
2002-05-02,124.612
2002-05-03,126.502
2002-05-06,126.925
2002-05-07,126.453
2002-05-08,127.27
2002-05-09,129.234
2002-05-10,129.578
2002-05-13,129.454
2002-05-14,128.855
2002-05-15,131.975
2002-05-16,133.735
2002-05-17,135.696
2002-05-20,135.331
2002-05-21,133.98
2002-05-22,134.557
2002-05-23,133.2
2002-05-24,133.427
2002-05-27,132.899
2002-05-28,133.988
2002-05-29,133.739
2002-05-30,133.202
2002-05-31,133.732
2002-06-03,134.268
2002-06-04,134.813
2002-06-05,134.556
2002-06-06,135.275
2002-06-07,134.013
2002-06-10,133.411
2002-06-11,133.771
2002-06-12,134.594
2002-06-13,134.067
2002-06-14,130.0
2002-06-17,130.055
2002-06-18,130.43
2002-06-19,131.998
2002-06-20,132.452
2002-06-21,132.397
2002-06-24,133.303
2002-06-25,132.057
2002-06-26,132.245
2002-06-27,131.952
2002-06-28,132.392
2002-07-01,131.517
2002-07-02,130.332
2002-07-03,127.727
2002-07-04,128.177
2002-07-05,126.421
2002-07-08,128.715
2002-07-09,129.043
2002-07-10,127.875
2002-07-11,126.556
2002-07-12,125.869
2002-07-15,127.041
2002-07-16,125.783
2002-07-17,126.438
2002-07-18,127.45
2002-07-19,127.272
2002-07-22,125.073
2002-07-23,122.042
2002-07-24,120.119
2002-07-25,122.791
2002-07-26,121.768
2002-07-29,120.521
2002-07-30,122.14
2002-07-31,121.507
2002-08-01,121.709
2002-08-02,121.71
2002-08-05,121.84
2002-08-06,117.904
2002-08-07,119.778
2002-08-08,120.174
2002-08-09,120.517
2002-08-12,121.8
2002-08-13,123.996
2002-08-14,125.426
2002-08-15,126.253
2002-08-16,129.84
2002-08-19,128.557
2002-08-20,128.712
2002-08-21,128.874
2002-08-22,128.726
2002-08-23,129.154
2002-08-26,128.619
2002-08-27,129.01
2002-08-28,128.555
2002-08-29,126.898
2002-08-30,126.969
2002-09-02,128.324
2002-09-03,127.265
2002-09-04,127.18
2002-09-05,126.135
2002-09-06,124.275
2002-09-09,124.254
2002-09-10,121.272
2002-09-11,121.554
2002-09-12,121.855
2002-09-13,121.383
2002-09-16,119.083
2002-09-17,119.328
2002-09-18,119.261
2002-09-19,119.072
2002-09-20,118.637
2002-09-23,118.33
2002-09-24,115.894
2002-09-25,112.8
2002-09-26,112.866
2002-09-27,112.95
2002-09-30,112.035
2002-10-01,112.071
2002-10-02,111.786
2002-10-03,110.947
2002-10-04,110.333
2002-10-07,109.471
2002-10-08,109.156
2002-10-09,107.066
2002-10-10,106.286
2002-10-11,106.569
2002-10-14,107.585
2002-10-15,109.719
2002-10-16,110.445
2002-10-17,109.563
2002-10-18,110.454
2002-10-21,110.009
2002-10-22,110.944
2002-10-23,110.676
2002-10-24,110.577
2002-10-25,110.432
2002-10-28,111.497
2002-10-29,111.088
2002-10-30,111.481
2002-10-31,113.834
2002-11-01,117.599
2002-11-04,120.413
2002-11-05,120.154
2002-11-06,117.882
2002-11-07,116.971
2002-11-08,115.709
2002-11-11,116.645
2002-11-12,116.439
2002-11-13,117.961
2002-11-14,118.355
2002-11-15,119.593
2002-11-18,121.546
2002-11-19,122.273
2002-11-20,121.255
2002-11-21,122.195
2002-11-22,121.983
2002-11-25,121.1
2002-11-26,120.691
2002-11-27,119.565
2002-11-28,120.079
2002-11-29,120.917
2002-12-02,119.352
2002-12-03,119.813
2002-12-04,123.19
2002-12-05,121.203
2002-12-06,122.067
2002-12-09,123.389
2002-12-10,122.111
2002-12-11,124.307
2002-12-12,123.745
2002-12-13,121.378
2002-12-16,121.974
2002-12-17,121.681
2002-12-18,119.412
2002-12-19,120.731
2002-12-20,121.121
2002-12-23,120.754
2002-12-24,121.102
2002-12-25,121.102
2002-12-26,121.407
2002-12-27,121.195
2002-12-30,120.551
2002-12-31,120.095
2003-01-01,120.095
2003-01-02,124.44
2003-01-03,126.604
2003-01-06,127.891
2003-01-07,128.917
2003-01-08,128.063
2003-01-09,128.071
2003-01-10,131.023
2003-01-13,134.262
2003-01-14,137.339
2003-01-15,137.749
2003-01-16,135.582
2003-01-17,133.92
2003-01-20,134.009
2003-01-21,137.765
2003-01-22,137.963
2003-01-23,139.177
2003-01-24,138.004
2003-01-27,136.536
2003-01-28,136.033
2003-01-29,137.797
2003-01-30,144.122
2003-01-31,141.68
2003-02-03,143.485
2003-02-04,139.884
2003-02-05,136.777
2003-02-06,134.437
2003-02-07,133.112
2003-02-10,134.492
2003-02-11,134.732
2003-02-12,131.277
2003-02-13,130.969
2003-02-14,131.131
2003-02-17,131.984
2003-02-18,131.968
2003-02-19,132.824
2003-02-20,134.007
2003-02-21,132.47
2003-02-24,132.559
2003-02-25,129.103
2003-02-26,129.517
2003-02-27,122.805
2003-02-28,127.163
2003-03-03,128.851
2003-03-04,130.798
2003-03-05,128.98
2003-03-06,130.104
2003-03-07,128.955
2003-03-10,130.239
2003-03-11,130.175
2003-03-12,127.777
2003-03-13,128.234
2003-03-14,122.628
2003-03-17,122.883
2003-03-18,122.516
2003-03-19,123.575
2003-03-20,125.841
2003-03-21,126.894
2003-03-24,128.661
2003-03-25,128.099
2003-03-26,126.977
2003-03-27,126.913
2003-03-28,127.448
2003-03-31,129.095
2003-04-01,129.483
2003-04-02,128.417
2003-04-03,127.868
2003-04-04,129.837
2003-04-07,129.861
2003-04-08,129.055
2003-04-09,130.41
2003-04-10,130.759
2003-04-11,129.855
2003-04-14,130.024
2003-04-15,130.314
2003-04-16,132.243
2003-04-17,133.775
2003-04-18,133.798
2003-04-21,133.221
2003-04-22,135.399
2003-04-23,137.57
2003-04-24,140.022
2003-04-25,139.447
2003-04-28,140.481
2003-04-29,139.008
2003-04-30,141.567
2003-05-01,143.236
2003-05-02,146.349
2003-05-05,147.106
2003-05-06,151.248
2003-05-07,151.917
2003-05-08,153.133
2003-05-09,153.836
2003-05-12,155.724
2003-05-13,155.795
2003-05-14,154.987
2003-05-15,156.119
2003-05-16,156.61
2003-05-19,157.838
2003-05-20,160.499
2003-05-21,159.671
2003-05-22,162.927
2003-05-23,170.982
2003-05-26,174.636
2003-05-27,174.806
2003-05-28,175.719
2003-05-29,174.975
2003-05-30,174.248
2003-06-02,173.596
2003-06-03,177.754
2003-06-04,177.713
2003-06-05,184.156
2003-06-06,181.329
2003-06-09,179.792
2003-06-10,178.836
2003-06-11,181.419
2003-06-12,182.848
2003-06-13,184.227
2003-06-16,185.179
2003-06-17,185.374
2003-06-18,182.334
2003-06-19,181.289
2003-06-20,181.178
2003-06-23,178.546
2003-06-24,178.237
2003-06-25,178.356
2003-06-26,169.842
2003-06-27,169.147
2003-06-30,171.249
2003-07-01,174.116
2003-07-02,174.117
2003-07-03,175.567
2003-07-04,175.766
2003-07-07,175.023
2003-07-08,172.165
2003-07-09,173.523
2003-07-10,174.482
2003-07-11,173.993
2003-07-14,175.137
2003-07-15,176.172
2003-07-16,176.158
2003-07-17,175.993
2003-07-18,175.791
2003-07-21,176.463
2003-07-22,176.607
2003-07-23,177.58
2003-07-24,174.684
2003-07-25,174.113
2003-07-28,173.841
2003-07-29,173.047
2003-07-30,173.261
2003-07-31,171.721
2003-08-01,173.034
2003-08-04,175.765
2003-08-05,175.181
2003-08-06,175.59
2003-08-07,177.703
2003-08-08,174.958
2003-08-11,175.964
2003-08-12,176.169
2003-08-13,178.131
2003-08-14,176.661
2003-08-15,177.172
2003-08-18,176.36
2003-08-19,175.771
2003-08-20,175.883
2003-08-21,173.818
2003-08-22,171.942
2003-08-25,174.632
2003-08-26,171.648
2003-08-27,173.601
2003-08-28,174.115
2003-08-29,178.591
2003-09-01,180.282
2003-09-02,177.847
2003-09-03,179.042
2003-09-04,182.473
2003-09-05,186.07
2003-09-08,187.157
2003-09-09,188.944
2003-09-10,188.637
2003-09-11,186.682
2003-09-12,188.976
2003-09-15,190.286
2003-09-16,190.127
2003-09-17,192.068
2003-09-18,192.837
2003-09-19,192.749
2003-09-22,194.296
2003-09-23,193.796
2003-09-24,193.754
2003-09-25,192.478
2003-09-26,192.886
2003-09-29,193.275
2003-09-30,193.472
2003-10-01,194.542
2003-10-02,195.525
2003-10-03,195.783
2003-10-06,199.228
2003-10-07,201.603
2003-10-08,203.874
2003-10-09,204.753
2003-10-10,204.655
2003-10-13,204.091
2003-10-14,204.385
2003-10-15,204.931
2003-10-16,205.496
2003-10-17,204.968
2003-10-20,204.183
2003-10-21,206.756
2003-10-22,209.65
2003-10-23,206.49
2003-10-24,208.162
2003-10-27,207.785
2003-10-28,206.779
2003-10-29,208.445
2003-10-30,208.272
2003-10-31,207.646
2003-11-03,205.262
2003-11-04,204.77
2003-11-05,204.615
2003-11-06,203.522
2003-11-07,206.175
2003-11-10,206.748
2003-11-11,206.858
2003-11-12,209.132
2003-11-13,211.111
2003-11-14,213.014
2003-11-17,211.394
2003-11-18,212.472
2003-11-19,211.359
2003-11-20,211.052
2003-11-21,211.532
2003-11-24,208.597
2003-11-25,211.632
2003-11-26,217.212
2003-11-27,221.584
2003-11-28,222.222
2003-12-01,220.589
2003-12-02,223.443
2003-12-03,224.592
2003-12-04,224.123
2003-12-05,223.335
2003-12-08,225.5
2003-12-09,226.81
2003-12-10,227.291
2003-12-11,224.853
2003-12-12,229.273
2003-12-15,231.109
2003-12-16,229.874
2003-12-17,231.818
2003-12-18,234.881
2003-12-19,235.639
2003-12-22,237.716
2003-12-23,237.181
2003-12-24,237.85
2003-12-25,237.85
2003-12-26,237.754
2003-12-29,240.037
2003-12-30,243.02
2003-12-31,243.952
2004-01-01,243.952
2004-01-02,245.808
2004-01-05,248.827
2004-01-06,249.021
2004-01-07,253.359
2004-01-08,257.502
2004-01-09,260.571
2004-01-12,259.275
2004-01-13,256.831
2004-01-14,255.777
2004-01-15,254.72
2004-01-16,250.931
2004-01-19,254.089
2004-01-20,258.221
2004-01-21,260.23
2004-01-22,264.851
2004-01-23,261.748
2004-01-26,260.012
2004-01-27,259.332
2004-01-28,257.956
2004-01-29,255.667
2004-01-30,254.375
2004-02-02,254.163
2004-02-03,254.54
2004-02-04,253.087
2004-02-05,254.201
2004-02-06,258.124
2004-02-09,262.865
2004-02-10,260.513
2004-02-11,259.972
2004-02-12,262.804
2004-02-13,263.61
2004-02-16,262.931
2004-02-17,264.73
2004-02-18,277.915
2004-02-19,288.774
2004-02-20,282.424
2004-02-23,287.495
2004-02-24,288.481
2004-02-25,287.355
2004-02-26,284.783
2004-02-27,290.407
2004-03-01,296.928
2004-03-02,301.813
2004-03-03,300.6
2004-03-04,301.098
2004-03-05,307.283
2004-03-08,309.999
2004-03-09,309.149
2004-03-10,301.247
2004-03-11,294.652
2004-03-12,295.432
2004-03-15,297.101
2004-03-16,300.164
2004-03-17,302.076
2004-03-18,311.607
2004-03-19,319.751
2004-03-22,312.831
2004-03-23,314.679
2004-03-24,309.963
2004-03-25,314.616
2004-03-26,316.287
2004-03-29,316.494
2004-03-30,316.848
2004-03-31,322.166
2004-04-01,327.185
2004-04-02,328.703
2004-04-05,330.0
2004-04-06,328.846
2004-04-07,327.513
2004-04-08,324.578
2004-04-09,324.578
2004-04-12,323.696
2004-04-13,322.203
2004-04-14,321.772
2004-04-15,322.39
2004-04-16,324.373
2004-04-19,333.281
2004-04-20,335.376
2004-04-21,334.213
2004-04-22,336.603
2004-04-23,340.83
2004-04-26,343.147
2004-04-27,347.018
2004-04-28,339.486
2004-04-29,344.353
2004-04-30,338.544
2004-05-03,337.612
2004-05-04,336.53
2004-05-05,334.182
2004-05-06,331.61
2004-05-07,329.543
2004-05-10,313.147
2004-05-11,320.016
2004-05-12,315.314
2004-05-13,319.79
2004-05-14,319.983
2004-05-17,329.235
2004-05-18,330.105
2004-05-19,339.116
2004-05-20,329.143
2004-05-21,331.382
2004-05-24,329.03
2004-05-25,332.452
2004-05-26,338.787
2004-05-27,342.193
2004-05-28,346.669
2004-05-31,344.405
2004-06-01,344.768
2004-06-02,348.118
2004-06-03,347.328
2004-06-04,348.912
2004-06-07,351.909
2004-06-08,353.405
2004-06-09,351.363
2004-06-10,351.555
2004-06-11,349.205
2004-06-14,349.946
2004-06-15,354.32
2004-06-16,356.005
2004-06-17,358.074
2004-06-18,362.391
2004-06-21,361.926
2004-06-22,362.141
2004-06-23,359.302
2004-06-24,362.657
2004-06-25,362.108
2004-06-28,367.654
2004-06-29,366.996
2004-06-30,371.516
2004-07-01,370.985
2004-07-02,373.433
2004-07-05,372.716
2004-07-06,372.745
2004-07-07,374.609
2004-07-08,377.698
2004-07-09,377.604
2004-07-12,377.882
2004-07-13,375.046
2004-07-14,377.321
2004-07-15,376.535
2004-07-16,379.151
2004-07-19,376.94
2004-07-20,377.808
2004-07-21,372.095
2004-07-22,374.402
2004-07-23,368.672
2004-07-26,368.942
2004-07-27,365.979
2004-07-28,365.699
2004-07-29,368.139
2004-07-30,366.271
2004-08-02,366.3
2004-08-03,368.111
2004-08-04,366.904
2004-08-05,367.793
2004-08-06,374.602
2004-08-09,373.433
2004-08-10,371.05
2004-08-11,369.466
2004-08-12,369.983
2004-08-13,373.191
2004-08-16,375.616
2004-08-17,375.422
2004-08-18,374.306
2004-08-19,376.851
2004-08-20,378.773
2004-08-23,376.47
2004-08-24,374.234
2004-08-25,374.158
2004-08-26,373.968
2004-08-27,372.867
2004-08-30,373.81
2004-08-31,375.957
2004-09-01,378.915
2004-09-02,377.894
2004-09-03,375.566
2004-09-06,378.29
2004-09-07,380.824
2004-09-08,381.441
2004-09-09,382.249
2004-09-10,386.496
2004-09-13,384.796
2004-09-14,388.101
2004-09-15,385.575
2004-09-16,387.049
2004-09-17,388.762
2004-09-20,390.162
2004-09-21,394.56
2004-09-22,394.247
2004-09-23,396.904
2004-09-24,394.813
2004-09-27,395.243
2004-09-28,395.286
2004-09-29,395.837
2004-09-30,398.26
2004-10-01,401.763
2004-10-04,401.343
2004-10-05,401.764
2004-10-06,399.961
2004-10-07,400.02
2004-10-08,406.054
2004-10-11,404.647
2004-10-12,401.351
2004-10-13,402.172
2004-10-14,405.261
2004-10-15,408.716
2004-10-18,409.069
2004-10-19,412.63
2004-10-20,411.053
2004-10-21,411.413
2004-10-22,414.177
2004-10-25,417.731
2004-10-26,417.807
2004-10-27,418.904
2004-10-28,417.555
2004-10-29,414.133
2004-11-01,417.348
2004-11-02,417.828
2004-11-03,424.001
2004-11-04,425.39
2004-11-05,428.749
2004-11-08,432.897
2004-11-09,433.604
2004-11-10,436.836
2004-11-11,437.047
2004-11-12,440.384
2004-11-15,443.656
2004-11-16,448.166
2004-11-17,450.895
2004-11-18,447.909
2004-11-19,451.038
2004-11-22,450.963
2004-11-23,456.75
2004-11-24,456.561
2004-11-25,453.928
2004-11-26,456.317
2004-11-29,458.188
2004-11-30,459.095
2004-12-01,462.052
2004-12-02,462.596
2004-12-03,465.451
2004-12-06,466.034
2004-12-07,466.894
2004-12-08,457.966
2004-12-09,458.631
2004-12-10,458.749
2004-12-13,462.01
2004-12-14,464.18
2004-12-15,471.252
2004-12-16,471.769
2004-12-17,470.935
2004-12-20,481.708
2004-12-21,481.343
2004-12-22,482.758
2004-12-23,486.527
2004-12-24,487.787
2004-12-27,490.833
2004-12-28,490.13
2004-12-29,490.449
2004-12-30,490.658
2004-12-31,490.934
2005-01-03,486.184
2005-01-04,486.011
2005-01-05,485.758
2005-01-06,483.704
2005-01-07,487.612
2005-01-10,491.365
2005-01-11,497.152
2005-01-12,511.09
2005-01-13,510.002
2005-01-14,504.375
2005-01-17,507.787
2005-01-18,509.416
2005-01-19,514.472
2005-01-20,511.051
2005-01-21,510.581
2005-01-24,506.117
2005-01-25,501.589
2005-01-26,509.987
2005-01-27,509.628
2005-01-28,506.198
2005-01-31,504.547
2005-02-01,502.422
2005-02-02,505.923
2005-02-03,507.291
2005-02-04,509.375
2005-02-07,507.832
2005-02-08,505.665
2005-02-09,511.028
2005-02-10,518.601
2005-02-11,527.734
2005-02-14,532.139
2005-02-15,531.042
2005-02-16,531.348
2005-02-17,538.041
2005-02-18,533.525
2005-02-21,530.068
2005-02-22,529.865
2005-02-23,525.785
2005-02-24,525.074
2005-02-25,526.746
2005-02-28,535.168
2005-03-01,533.324
2005-03-02,527.95
2005-03-03,528.223
2005-03-04,531.813
2005-03-07,529.817
2005-03-08,536.194
2005-03-09,533.302
2005-03-10,529.659
2005-03-11,535.362
2005-03-14,533.578
2005-03-15,533.365
2005-03-16,536.34
2005-03-17,536.452
2005-03-18,532.086
2005-03-21,527.515
2005-03-22,532.228
2005-03-23,523.309
2005-03-24,517.535
2005-03-25,517.535
2005-03-28,513.903
2005-03-29,513.94
2005-03-30,513.353
2005-03-31,513.674
2005-04-01,514.881
2005-04-04,511.298
2005-04-05,509.68
2005-04-06,513.333
2005-04-07,518.663
2005-04-08,519.541
2005-04-11,523.788
2005-04-12,518.848
2005-04-13,523.851
2005-04-14,520.353
2005-04-15,521.177
2005-04-18,516.251
2005-04-19,518.198
2005-04-20,519.264
2005-04-21,521.247
2005-04-22,521.074
2005-04-25,512.529
2005-04-26,508.877
2005-04-27,495.538
2005-04-28,494.958
2005-04-29,496.796
2005-05-02,494.064
2005-05-03,495.458
2005-05-04,500.008
2005-05-05,503.742
2005-05-06,499.035
2005-05-09,497.539
2005-05-10,497.521
2005-05-11,492.592
2005-05-12,490.641
2005-05-13,489.571
2005-05-16,489.967
2005-05-17,487.673
2005-05-18,491.151
2005-05-19,492.293
2005-05-20,486.479
2005-05-23,492.73
2005-05-24,493.256
2005-05-25,495.776
2005-05-26,493.678
2005-05-27,494.828
2005-05-30,492.844
2005-05-31,490.883
2005-06-01,486.407
2005-06-02,484.873
2005-06-03,487.145
2005-06-06,487.502
2005-06-07,485.711
2005-06-08,486.385
2005-06-09,478.657
2005-06-10,475.656
2005-06-13,473.344
2005-06-14,475.645
2005-06-15,481.876
2005-06-16,480.088
2005-06-17,489.708
2005-06-20,487.546
2005-06-21,489.815
2005-06-22,488.275
2005-06-23,487.185
2005-06-24,490.319
2005-06-27,492.736
2005-06-28,487.233
2005-06-29,489.288
2005-06-30,491.916
2005-07-01,485.359
2005-07-04,482.109
2005-07-05,481.727
2005-07-06,485.677
2005-07-07,484.41
2005-07-08,483.831
2005-07-11,493.051
2005-07-12,498.572
2005-07-13,494.172
2005-07-14,494.269
2005-07-15,489.807
2005-07-18,493.403
2005-07-19,493.422
2005-07-20,493.372
2005-07-21,502.624
2005-07-22,503.42
2005-07-25,499.516
2005-07-26,499.563
2005-07-27,504.704
2005-07-28,507.401
2005-07-29,514.793
2005-08-01,518.739
2005-08-02,520.369
2005-08-03,523.492
2005-08-04,522.812
2005-08-05,522.167
2005-08-08,523.703
2005-08-09,525.214
2005-08-10,527.139
2005-08-11,529.927
2005-08-12,529.838
2005-08-15,521.908
2005-08-16,519.93
2005-08-17,514.988
2005-08-18,510.293
2005-08-19,508.168
2005-08-22,513.912
2005-08-23,510.34
2005-08-24,511.207
2005-08-25,508.85
2005-08-26,513.564
2005-08-29,509.618
2005-08-30,509.649
2005-08-31,510.642
2005-09-01,521.503
2005-09-02,528.599
2005-09-05,525.088
2005-09-06,526.064
2005-09-07,526.276
2005-09-08,526.935
2005-09-09,528.926
2005-09-12,515.442
2005-09-13,507.467
2005-09-14,508.219
2005-09-15,501.358
2005-09-16,500.791
2005-09-19,497.648
2005-09-20,501.577
2005-09-21,503.22
2005-09-22,495.118
2005-09-23,496.494
2005-09-26,494.127
2005-09-27,496.047
2005-09-28,494.629
2005-09-29,498.572
2005-09-30,501.919
2005-10-03,499.722
2005-10-04,500.574
2005-10-05,500.562
2005-10-06,509.818
2005-10-07,510.022
2005-10-10,502.771
2005-10-11,497.687
2005-10-12,497.524
2005-10-13,489.492
2005-10-14,492.326
2005-10-17,488.741
2005-10-18,484.54
2005-10-19,480.758
2005-10-20,477.967
2005-10-21,470.344
2005-10-24,471.623
2005-10-25,479.384
2005-10-26,480.992
2005-10-27,477.655
2005-10-28,475.206
2005-10-31,475.712
2005-11-01,480.748
2005-11-02,491.448
2005-11-03,493.498
2005-11-04,483.451
2005-11-07,486.247
2005-11-08,484.912
2005-11-09,485.966
