Date,KOKUSAI INDEX (WORLD ex JP) MID VALUE Mid Cap
2001-09-18,327.009
2001-09-19,323.013
2001-09-20,312.078
2001-09-21,303.718
2001-09-24,312.279
2001-09-25,316.132
2001-09-26,315.574
2001-09-27,318.088
2001-09-28,324.664
2001-10-01,323.143
2001-10-02,325.836
2001-10-03,330.651
2001-10-04,332.383
2001-10-05,332.465
2001-10-08,329.169
2001-10-09,329.268
2001-10-10,332.129
2001-10-11,336.858
2001-10-12,335.74
2001-10-15,335.272
2001-10-16,338.396
2001-10-17,335.682
2001-10-18,331.623
2001-10-19,331.004
2001-10-22,332.2
2001-10-23,332.3
2001-10-24,332.335
2001-10-25,333.836
2001-10-26,335.955
2001-10-29,333.8
2001-10-30,329.733
2001-10-31,330.391
2001-11-01,333.98
2001-11-02,334.908
2001-11-05,338.923
2001-11-06,341.595
2001-11-07,342.414
2001-11-08,342.871
2001-11-09,342.575
2001-11-12,341.097
2001-11-13,344.53
2001-11-14,346.421
2001-11-15,346.861
2001-11-16,347.692
2001-11-19,350.232
2001-11-20,349.867
2001-11-21,347.477
2001-11-22,348.131
2001-11-23,350.0
2001-11-26,351.524
2001-11-27,350.881
2001-11-28,348.421
2001-11-29,350.166
2001-11-30,351.279
2001-12-03,349.475
2001-12-04,353.365
2001-12-05,359.329
2001-12-06,360.872
2001-12-07,360.664
2001-12-10,356.655
2001-12-11,355.9
2001-12-12,355.648
2001-12-13,352.638
2001-12-14,353.779
2001-12-17,356.016
2001-12-18,358.979
2001-12-19,358.928
2001-12-20,357.728
2001-12-21,357.977
2001-12-24,358.477
2001-12-25,358.477
2001-12-26,360.099
2001-12-27,363.428
2001-12-28,365.105
2001-12-31,365.239
2002-01-01,365.239
2002-01-02,365.779
2002-01-03,368.38
2002-01-04,371.411
2002-01-07,371.195
2002-01-08,369.052
2002-01-09,368.487
2002-01-10,367.852
2002-01-11,366.189
2002-01-14,364.064
2002-01-15,364.773
2002-01-16,360.862
2002-01-17,362.415
2002-01-18,361.798
2002-01-21,361.787
2002-01-22,361.295
2002-01-23,363.46
2002-01-24,365.238
2002-01-25,364.474
2002-01-28,364.948
2002-01-29,361.058
2002-01-30,361.752
2002-01-31,365.722
2002-02-01,365.401
2002-02-04,362.0
2002-02-05,360.298
2002-02-06,358.325
2002-02-07,357.614
2002-02-08,360.461
2002-02-11,364.662
2002-02-12,364.647
2002-02-13,367.264
2002-02-14,367.718
2002-02-15,367.544
2002-02-18,366.862
2002-02-19,362.93
2002-02-20,364.033
2002-02-21,364.146
2002-02-22,365.46
2002-02-25,367.751
2002-02-26,369.727
2002-02-27,371.104
2002-02-28,370.813
2002-03-01,374.429
2002-03-04,381.653
2002-03-05,381.096
2002-03-06,385.804
2002-03-07,387.321
2002-03-08,387.544
2002-03-11,388.29
2002-03-12,386.581
2002-03-13,385.932
2002-03-14,387.769
2002-03-15,390.227
2002-03-18,391.578
2002-03-19,393.583
2002-03-20,391.508
2002-03-21,391.091
2002-03-22,390.825
2002-03-25,387.215
2002-03-26,388.599
2002-03-27,391.182
2002-03-28,392.496
2002-03-29,392.496
2002-04-01,392.772
2002-04-02,392.098
2002-04-03,389.333
2002-04-04,389.605
2002-04-05,390.855
2002-04-08,390.764
2002-04-09,392.185
2002-04-10,397.167
2002-04-11,394.596
2002-04-12,395.533
2002-04-15,394.556
2002-04-16,397.751
2002-04-17,399.163
2002-04-18,398.908
2002-04-19,399.67
2002-04-22,397.374
2002-04-23,397.869
2002-04-24,397.621
2002-04-25,397.345
2002-04-26,396.016
2002-04-29,394.278
2002-04-30,397.415
2002-05-01,399.234
2002-05-02,400.695
2002-05-03,401.574
2002-05-06,398.394
2002-05-07,396.712
2002-05-08,400.35
2002-05-09,398.124
2002-05-10,395.919
2002-05-13,397.897
2002-05-14,400.377
2002-05-15,400.846
2002-05-16,400.752
2002-05-17,402.935
2002-05-20,401.427
2002-05-21,399.389
2002-05-22,400.145
2002-05-23,401.722
2002-05-24,400.955
2002-05-27,400.546
2002-05-28,399.92
2002-05-29,398.974
2002-05-30,398.099
2002-05-31,399.759
2002-06-03,394.577
2002-06-04,392.241
2002-06-05,392.344
2002-06-06,388.974
2002-06-07,389.169
2002-06-10,389.651
2002-06-11,386.787
2002-06-12,386.117
2002-06-13,382.859
2002-06-14,378.796
2002-06-17,386.874
2002-06-18,387.596
2002-06-19,385.425
2002-06-20,382.091
2002-06-21,379.921
2002-06-24,376.923
2002-06-25,374.931
2002-06-26,371.711
2002-06-27,374.735
2002-06-28,379.727
2002-07-01,375.206
2002-07-02,367.442
2002-07-03,362.188
2002-07-04,362.994
2002-07-05,371.835
2002-07-08,371.303
2002-07-09,366.369
2002-07-10,356.855
2002-07-11,353.203
2002-07-12,350.996
2002-07-15,346.835
2002-07-16,342.931
2002-07-17,344.138
2002-07-18,341.282
2002-07-19,331.556
2002-07-22,320.754
2002-07-23,310.866
2002-07-24,318.4
2002-07-25,324.08
2002-07-26,323.952
2002-07-29,337.884
2002-07-30,340.498
2002-07-31,342.919
2002-08-01,335.233
2002-08-02,329.596
2002-08-05,320.857
2002-08-06,326.408
2002-08-07,328.818
2002-08-08,336.375
2002-08-09,338.934
2002-08-12,338.777
2002-08-13,335.484
2002-08-14,340.889
2002-08-15,344.835
2002-08-16,343.728
2002-08-19,348.204
2002-08-20,345.568
2002-08-21,349.637
2002-08-22,354.81
2002-08-23,350.335
2002-08-26,352.78
2002-08-27,352.827
2002-08-28,346.938
2002-08-29,345.132
2002-08-30,346.04
2002-09-02,345.374
2002-09-03,336.776
2002-09-04,339.02
2002-09-05,335.409
2002-09-06,338.928
2002-09-09,339.273
2002-09-10,340.383
2002-09-11,341.531
2002-09-12,334.77
2002-09-13,334.56
2002-09-16,332.676
2002-09-17,327.25
2002-09-18,323.961
2002-09-19,317.884
2002-09-20,318.677
2002-09-23,313.535
2002-09-24,306.253
2002-09-25,311.367
2002-09-26,318.982
2002-09-27,313.254
2002-09-30,309.759
2002-10-01,315.408
2002-10-02,310.045
2002-10-03,306.585
2002-10-04,300.621
2002-10-07,294.41
2002-10-08,295.258
2002-10-09,286.547
2002-10-10,296.247
2002-10-11,306.911
2002-10-14,306.512
2002-10-15,318.588
2002-10-16,312.466
2002-10-17,319.701
2002-10-18,319.965
2002-10-21,326.058
2002-10-22,321.826
2002-10-23,321.686
2002-10-24,321.316
2002-10-25,322.803
2002-10-28,322.917
2002-10-29,318.309
2002-10-30,321.237
2002-10-31,323.18
2002-11-01,326.283
2002-11-04,330.565
2002-11-05,331.409
2002-11-06,333.849
2002-11-07,328.496
2002-11-08,325.059
2002-11-11,320.463
2002-11-12,322.832
2002-11-13,320.784
2002-11-14,326.235
2002-11-15,328.825
2002-11-18,328.074
2002-11-19,327.002
2002-11-20,329.925
2002-11-21,337.427
2002-11-22,338.39
2002-11-25,337.461
2002-11-26,332.631
2002-11-27,338.447
2002-11-28,340.278
2002-11-29,341.299
2002-12-02,340.707
2002-12-03,336.994
2002-12-04,335.195
2002-12-05,333.061
2002-12-06,333.705
2002-12-09,329.063
2002-12-10,331.959
2002-12-11,333.826
2002-12-12,333.604
2002-12-13,331.616
2002-12-16,336.913
2002-12-17,335.628
2002-12-18,332.091
2002-12-19,330.563
2002-12-20,334.224
2002-12-23,333.816
2002-12-24,333.214
2002-12-25,333.214
2002-12-26,333.769
2002-12-27,329.339
2002-12-30,332.261
2002-12-31,334.011
2003-01-01,334.011
2003-01-02,341.837
2003-01-03,341.854
2003-01-06,347.78
2003-01-07,343.892
2003-01-08,339.873
2003-01-09,344.471
2003-01-10,345.237
2003-01-13,344.991
2003-01-14,345.971
2003-01-15,342.624
2003-01-16,342.597
2003-01-17,340.158
2003-01-20,339.78
2003-01-21,335.015
2003-01-22,331.896
2003-01-23,333.598
2003-01-24,328.946
2003-01-27,321.706
2003-01-28,323.884
2003-01-29,324.009
2003-01-30,322.182
2003-01-31,325.121
2003-02-03,327.358
2003-02-04,323.659
2003-02-05,323.434
2003-02-06,320.378
2003-02-07,317.71
2003-02-10,318.043
2003-02-11,317.028
2003-02-12,313.008
2003-02-13,313.174
2003-02-14,316.326
2003-02-17,317.799
2003-02-18,321.391
2003-02-19,319.419
2003-02-20,318.319
2003-02-21,321.508
2003-02-24,317.458
2003-02-25,315.274
2003-02-26,313.087
2003-02-27,315.264
2003-02-28,317.626
2003-03-03,317.728
2003-03-04,313.159
2003-03-05,314.111
2003-03-06,312.417
2003-03-07,311.999
2003-03-10,306.456
2003-03-11,304.033
2003-03-12,301.003
2003-03-13,308.943
2003-03-14,310.521
2003-03-17,317.974
2003-03-18,319.667
2003-03-19,321.028
2003-03-20,322.213
2003-03-21,328.915
2003-03-24,319.935
2003-03-25,322.983
2003-03-26,322.324
2003-03-27,321.472
2003-03-28,320.513
2003-03-31,317.117
2003-04-01,319.474
2003-04-02,324.567
2003-04-03,323.434
2003-04-04,324.706
2003-04-07,327.502
2003-04-08,325.352
2003-04-09,323.614
2003-04-10,325.363
2003-04-11,324.908
2003-04-14,329.273
2003-04-15,332.746
2003-04-16,331.073
2003-04-17,334.819
2003-04-18,334.819
2003-04-21,334.654
2003-04-22,340.591
2003-04-23,343.544
2003-04-24,341.476
2003-04-25,337.453
2003-04-28,342.63
2003-04-29,343.612
2003-04-30,345.821
2003-05-01,345.762
2003-05-02,348.965
2003-05-05,350.749
2003-05-06,355.25
2003-05-07,353.47
2003-05-08,351.03
2003-05-09,354.94
2003-05-12,357.905
2003-05-13,358.223
2003-05-14,358.643
2003-05-15,360.7
2003-05-16,363.004
2003-05-19,357.003
2003-05-20,357.145
2003-05-21,358.447
2003-05-22,361.415
2003-05-23,364.216
2003-05-26,364.681
2003-05-27,368.398
2003-05-28,369.161
2003-05-29,368.73
2003-05-30,374.213
2003-06-02,377.5
2003-06-03,376.266
2003-06-04,380.713
2003-06-05,383.349
2003-06-06,384.192
2003-06-09,379.532
2003-06-10,380.473
2003-06-11,386.037
2003-06-12,387.035
2003-06-13,383.312
2003-06-16,389.739
2003-06-17,390.352
2003-06-18,387.912
2003-06-19,383.475
2003-06-20,383.527
2003-06-23,377.924
2003-06-24,376.854
2003-06-25,377.226
2003-06-26,377.814
2003-06-27,376.98
2003-06-30,376.128
2003-07-01,376.856
2003-07-02,380.608
2003-07-03,380.62
2003-07-04,380.229
2003-07-07,385.072
2003-07-08,385.558
2003-07-09,383.47
2003-07-10,379.299
2003-07-11,381.953
2003-07-14,385.052
2003-07-15,382.515
2003-07-16,380.547
2003-07-17,377.976
2003-07-18,381.379
2003-07-21,379.552
2003-07-22,382.321
2003-07-23,382.725
2003-07-24,384.641
2003-07-25,388.408
2003-07-28,388.163
2003-07-29,386.873
2003-07-30,386.147
2003-07-31,386.915
2003-08-01,384.738
2003-08-04,384.424
2003-08-05,381.724
2003-08-06,381.27
2003-08-07,383.066
2003-08-08,384.352
2003-08-11,384.883
2003-08-12,387.558
2003-08-13,387.669
2003-08-14,390.415
2003-08-15,390.441
2003-08-18,392.225
2003-08-19,393.137
2003-08-20,394.643
2003-08-21,396.125
2003-08-22,392.388
2003-08-25,392.027
2003-08-26,390.646
2003-08-27,391.261
2003-08-28,393.92
2003-08-29,396.367
2003-09-01,397.739
2003-09-02,400.278
2003-09-03,402.731
2003-09-04,402.786
2003-09-05,402.399
2003-09-08,405.494
2003-09-09,402.705
2003-09-10,398.358
2003-09-11,399.52
2003-09-12,401.26
2003-09-15,401.421
2003-09-16,403.838
2003-09-17,403.61
2003-09-18,408.42
2003-09-19,408.968
2003-09-22,405.638
2003-09-23,406.845
2003-09-24,403.491
2003-09-25,400.397
2003-09-26,397.916
2003-09-29,400.341
2003-09-30,398.054
2003-10-01,405.235
2003-10-02,407.135
2003-10-03,411.83
2003-10-06,413.904
2003-10-07,414.698
2003-10-08,414.859
2003-10-09,416.626
2003-10-10,416.99
2003-10-13,420.254
2003-10-14,421.671
2003-10-15,421.935
2003-10-16,422.939
2003-10-17,419.444
2003-10-20,419.829
2003-10-21,419.434
2003-10-22,416.327
2003-10-23,416.858
2003-10-24,416.42
2003-10-27,418.949
2003-10-28,421.489
2003-10-29,423.568
2003-10-30,425.994
2003-10-31,426.38
2003-11-03,428.744
2003-11-04,427.602
2003-11-05,427.168
2003-11-06,428.795
2003-11-07,430.027
2003-11-10,427.778
2003-11-11,426.629
2003-11-12,430.87
2003-11-13,432.523
2003-11-14,432.167
2003-11-17,427.684
2003-11-18,426.237
2003-11-19,427.353
2003-11-20,425.055
2003-11-21,426.346
2003-11-24,430.405
2003-11-25,433.384
2003-11-26,436.322
2003-11-27,436.719
2003-11-28,437.104
2003-12-01,442.638
2003-12-02,443.589
2003-12-03,444.191
2003-12-04,444.401
2003-12-05,443.363
2003-12-08,446.527
2003-12-09,445.573
2003-12-10,442.906
2003-12-11,444.824
2003-12-12,447.508
2003-12-15,445.738
2003-12-16,446.668
2003-12-17,447.614
2003-12-18,451.831
2003-12-19,451.683
2003-12-22,453.651
2003-12-23,455.137
2003-12-24,455.862
2003-12-25,455.862
2003-12-26,456.473
2003-12-29,460.433
2003-12-30,462.263
2003-12-31,463.323
2004-01-01,463.323
2004-01-02,463.199
2004-01-05,467.391
2004-01-06,468.469
2004-01-07,467.876
2004-01-08,469.943
2004-01-09,470.425
2004-01-12,470.876
2004-01-13,470.246
2004-01-14,473.019
2004-01-15,472.023
2004-01-16,473.054
2004-01-19,472.975
2004-01-20,475.697
2004-01-21,479.757
2004-01-22,480.117
2004-01-23,479.346
2004-01-26,479.136
2004-01-27,478.261
2004-01-28,474.488
2004-01-29,470.855
2004-01-30,471.732
2004-02-02,473.142
2004-02-03,474.44
2004-02-04,470.597
2004-02-05,471.998
2004-02-06,478.416
2004-02-09,480.969
2004-02-10,483.316
2004-02-11,487.105
2004-02-12,489.07
2004-02-13,487.253
2004-02-16,487.978
2004-02-17,492.724
2004-02-18,492.065
2004-02-19,491.102
2004-02-20,487.42
2004-02-23,487.206
2004-02-24,486.508
2004-02-25,487.633
2004-02-26,487.414
2004-02-27,489.909
2004-03-01,495.939
2004-03-02,493.729
2004-03-03,492.353
2004-03-04,494.373
2004-03-05,499.332
2004-03-08,497.438
2004-03-09,493.755
2004-03-10,484.732
2004-03-11,475.998
2004-03-12,480.127
2004-03-15,474.394
2004-03-16,477.99
2004-03-17,483.249
2004-03-18,483.944
2004-03-19,481.589
2004-03-22,475.595
2004-03-23,475.468
2004-03-24,472.055
2004-03-25,477.466
2004-03-26,476.955
2004-03-29,483.054
2004-03-30,485.337
2004-03-31,488.47
2004-04-01,492.711
2004-04-02,493.175
2004-04-05,492.919
2004-04-06,492.324
2004-04-07,491.702
2004-04-08,490.76
2004-04-09,490.76
2004-04-12,490.204
2004-04-13,483.896
2004-04-14,479.449
2004-04-15,480.051
2004-04-16,485.616
2004-04-19,486.024
2004-04-20,481.374
2004-04-21,480.418
2004-04-22,487.568
2004-04-23,486.758
2004-04-26,486.991
2004-04-27,488.773
2004-04-28,482.832
2004-04-29,477.92
2004-04-30,476.622
2004-05-03,479.701
2004-05-04,482.727
2004-05-05,484.852
2004-05-06,479.704
2004-05-07,470.542
2004-05-10,460.206
2004-05-11,463.8
2004-05-12,464.5
2004-05-13,465.863
2004-05-14,466.461
2004-05-17,462.48
2004-05-18,465.647
2004-05-19,468.194
2004-05-20,466.671
2004-05-21,470.221
2004-05-24,472.902
2004-05-25,479.369
2004-05-26,481.993
2004-05-27,486.833
2004-05-28,488.044
2004-05-31,488.121
2004-06-01,486.965
2004-06-02,489.71
2004-06-03,487.188
2004-06-04,490.246
2004-06-07,496.81
2004-06-08,496.265
2004-06-09,490.812
2004-06-10,492.239
2004-06-11,490.956
2004-06-14,486.032
2004-06-15,489.669
2004-06-16,490.895
2004-06-17,492.767
2004-06-18,495.346
2004-06-21,495.688
2004-06-22,496.336
2004-06-23,500.665
2004-06-24,501.492
2004-06-25,501.315
2004-06-28,502.646
2004-06-29,501.013
2004-06-30,504.628
2004-07-01,501.532
2004-07-02,502.195
2004-07-05,501.861
2004-07-06,499.665
2004-07-07,501.579
2004-07-08,498.381
2004-07-09,499.614
2004-07-12,500.201
2004-07-13,500.049
2004-07-14,500.962
2004-07-15,499.86
2004-07-16,501.582
2004-07-19,501.841
2004-07-20,503.082
2004-07-21,498.308
2004-07-22,495.445
2004-07-23,491.841
2004-07-26,490.048
2004-07-27,492.578
2004-07-28,493.515
2004-07-29,497.217
2004-07-30,497.724
2004-08-02,499.176
2004-08-03,498.573
2004-08-04,496.91
2004-08-05,492.271
2004-08-06,487.705
2004-08-09,487.018
2004-08-10,492.215
2004-08-11,489.462
2004-08-12,486.455
2004-08-13,487.507
2004-08-16,493.794
2004-08-17,494.317
2004-08-18,497.959
2004-08-19,497.758
2004-08-20,499.735
2004-08-23,499.107
2004-08-24,498.646
2004-08-25,500.801
2004-08-26,502.337
2004-08-27,503.03
2004-08-30,501.43
2004-08-31,503.985
2004-09-01,506.115
2004-09-02,509.724
2004-09-03,509.311
2004-09-06,510.224
2004-09-07,513.454
2004-09-08,511.204
2004-09-09,510.456
2004-09-10,512.879
2004-09-13,514.536
2004-09-14,514.604
2004-09-15,510.906
2004-09-16,514.465
2004-09-17,516.007
2004-09-20,513.748
2004-09-21,518.242
2004-09-22,514.597
2004-09-23,513.034
2004-09-24,514.691
2004-09-27,512.31
2004-09-28,515.815
2004-09-29,518.165
2004-09-30,522.431
2004-10-01,528.438
2004-10-04,528.865
2004-10-05,529.374
2004-10-06,531.584
2004-10-07,527.916
2004-10-08,528.494
2004-10-11,528.514
2004-10-12,525.721
2004-10-13,522.029
2004-10-14,521.225
2004-10-15,524.056
2004-10-18,524.388
2004-10-19,522.613
2004-10-20,523.631
2004-10-21,526.041
2004-10-22,525.192
2004-10-25,525.987
2004-10-26,531.429
2004-10-27,535.637
2004-10-28,535.53
2004-10-29,537.246
2004-11-01,538.981
2004-11-02,539.12
2004-11-03,545.08
2004-11-04,552.198
2004-11-05,553.578
2004-11-08,554.258
2004-11-09,554.778
2004-11-10,557.454
2004-11-11,561.679
2004-11-12,566.433
2004-11-15,565.947
2004-11-16,563.836
2004-11-17,567.662
2004-11-18,567.517
2004-11-19,565.061
2004-11-22,568.252
2004-11-23,570.499
2004-11-24,574.696
2004-11-25,577.573
2004-11-26,579.353
2004-11-29,577.816
2004-11-30,576.009
2004-12-01,581.703
2004-12-02,580.041
2004-12-03,582.291
2004-12-06,582.22
2004-12-07,577.396
2004-12-08,575.144
2004-12-09,575.764
2004-12-10,576.061
2004-12-13,581.48
2004-12-14,583.548
2004-12-15,589.398
2004-12-16,586.539
2004-12-17,585.752
2004-12-20,589.028
2004-12-21,592.489
2004-12-22,594.031
2004-12-23,595.375
2004-12-24,596.379
2004-12-27,595.412
2004-12-28,598.761
2004-12-29,599.701
2004-12-30,601.081
2004-12-31,600.826
2005-01-03,594.52
2005-01-04,587.781
2005-01-05,581.653
2005-01-06,583.054
2005-01-07,582.113
2005-01-10,584.313
2005-01-11,582.155
2005-01-12,585.009
2005-01-13,584.123
2005-01-14,586.165
2005-01-17,586.706
2005-01-18,590.042
2005-01-19,588.528
2005-01-20,583.993
2005-01-21,582.984
2005-01-24,580.563
2005-01-25,580.392
2005-01-26,584.075
2005-01-27,584.408
2005-01-28,582.559
2005-01-31,589.458
2005-02-01,593.189
2005-02-02,597.234
2005-02-03,596.545
2005-02-04,602.492
2005-02-07,600.785
2005-02-08,600.749
2005-02-09,598.333
2005-02-10,601.375
2005-02-11,605.474
2005-02-14,607.921
2005-02-15,609.902
2005-02-16,610.354
2005-02-17,610.071
2005-02-18,610.701
2005-02-21,609.363
2005-02-22,603.574
2005-02-23,604.005
2005-02-24,608.256
2005-02-25,615.765
2005-02-28,614.173
2005-03-01,616.16
2005-03-02,614.466
2005-03-03,616.268
2005-03-04,625.44
2005-03-07,626.348
2005-03-08,626.398
2005-03-09,619.781
2005-03-10,618.922
2005-03-11,619.059
2005-03-14,621.513
2005-03-15,619.194
2005-03-16,615.012
2005-03-17,616.269
2005-03-18,613.426
2005-03-21,610.618
2005-03-22,607.295
2005-03-23,602.107
2005-03-24,603.61
2005-03-25,603.61
2005-03-28,602.069
2005-03-29,597.735
2005-03-30,604.064
2005-03-31,607.541
2005-04-01,608.336
2005-04-04,604.954
2005-04-05,607.166
2005-04-06,609.517
2005-04-07,611.893
2005-04-08,608.197
2005-04-11,610.689
2005-04-12,611.602
2005-04-13,606.592
2005-04-14,597.208
2005-04-15,587.526
2005-04-18,588.649
2005-04-19,594.869
2005-04-20,589.672
2005-04-21,596.335
2005-04-22,596.319
2005-04-25,599.816
2005-04-26,593.852
2005-04-27,590.153
2005-04-28,584.626
2005-04-29,589.977
2005-05-02,592.223
2005-05-03,592.06
2005-05-04,598.95
2005-05-05,599.456
2005-05-06,599.313
2005-05-09,602.018
2005-05-10,598.006
2005-05-11,598.697
2005-05-12,591.47
2005-05-13,586.905
2005-05-16,589.729
2005-05-17,594.126
2005-05-18,601.072
2005-05-19,603.367
2005-05-20,602.716
2005-05-23,606.297
2005-05-24,605.677
2005-05-25,603.486
2005-05-26,606.59
2005-05-27,608.946
2005-05-30,609.16
2005-05-31,606.638
2005-06-01,610.986
2005-06-02,610.924
2005-06-03,609.346
2005-06-06,610.186
2005-06-07,612.118
2005-06-08,612.646
2005-06-09,612.004
2005-06-10,612.782
2005-06-13,614.337
2005-06-14,617.619
2005-06-15,619.394
2005-06-16,622.757
2005-06-17,627.855
2005-06-20,625.182
2005-06-21,624.842
2005-06-22,625.719
2005-06-23,622.322
2005-06-24,618.265
2005-06-27,617.474
2005-06-28,622.098
2005-06-29,623.022
2005-06-30,622.106
2005-07-01,623.569
2005-07-04,622.345
2005-07-05,624.968
2005-07-06,624.501
2005-07-07,623.378
2005-07-08,629.834
2005-07-11,636.427
2005-07-12,638.643
2005-07-13,637.875
2005-07-14,637.625
2005-07-15,636.772
2005-07-18,637.253
2005-07-19,640.58
2005-07-20,644.129
2005-07-21,642.971
2005-07-22,646.506
2005-07-25,644.108
2005-07-26,644.539
2005-07-27,646.714
2005-07-28,651.922
2005-07-29,650.725
2005-08-01,652.465
2005-08-02,657.663
2005-08-03,659.804
2005-08-04,656.092
2005-08-05,648.751
2005-08-08,647.47
2005-08-09,649.218
2005-08-10,652.847
2005-08-11,656.646
2005-08-12,655.47
2005-08-15,655.405
2005-08-16,649.513
2005-08-17,648.406
2005-08-18,644.146
2005-08-19,645.941
2005-08-22,649.763
2005-08-23,647.229
2005-08-24,645.21
2005-08-25,646.675
2005-08-26,644.483
2005-08-29,645.801
2005-08-30,643.177
2005-08-31,652.239
2005-09-01,658.974
2005-09-02,659.444
2005-09-05,659.952
2005-09-06,665.279
2005-09-07,667.284
2005-09-08,664.749
2005-09-09,670.15
2005-09-12,668.695
2005-09-13,664.724
2005-09-14,665.89
2005-09-15,665.073
2005-09-16,668.251
2005-09-19,665.16
2005-09-20,662.33
2005-09-21,656.652
2005-09-22,654.69
2005-09-23,655.173
2005-09-26,657.184
2005-09-27,656.166
2005-09-28,658.467
2005-09-29,663.335
2005-09-30,667.656
2005-10-03,667.464
2005-10-04,662.269
2005-10-05,651.447
2005-10-06,646.388
2005-10-07,648.092
2005-10-10,643.329
2005-10-11,640.972
2005-10-12,635.617
2005-10-13,629.839
2005-10-14,635.572
2005-10-17,638.118
2005-10-18,630.819
2005-10-19,632.311
2005-10-20,627.411
2005-10-21,628.563
2005-10-24,638.936
2005-10-25,639.79
2005-10-26,638.385
2005-10-27,631.249
2005-10-28,637.467
2005-10-31,645.366
2005-11-01,645.657
2005-11-02,652.933
2005-11-03,655.355
2005-11-04,652.112
2005-11-07,652.693
