Date,KOKUSAI INDEX (WORLD ex JP) MID VALUE Mid Cap
2019-04-30,1615.442
2019-05-31,1510.501
2019-06-28,1599.692
2019-07-31,1604.482
2019-08-30,1548.605
2019-09-30,1622.577
2019-10-31,1650.643
2019-11-29,1679.515
2019-12-31,1730.818
2020-01-31,1683.018
2020-02-28,1513.856
2020-03-31,1143.271
2020-04-30,1281.478
2020-05-29,1323.972
2020-06-30,1355.709
2020-07-31,1417.141
2020-08-31,1480.789
2020-09-30,1433.168
2020-10-30,1420.501
2020-11-30,1655.964
2020-12-31,1731.652
2021-01-29,1730.98
2021-02-26,1834.433
2021-03-31,1920.954
2021-04-30,2013.626
2021-05-31,2064.535
2021-06-30,2026.353
2021-07-30,2043.927
2021-08-31,2090.572
2021-09-30,2009.417
2021-10-29,2102.651
2021-11-30,2030.058
2021-12-31,2153.837
2022-01-31,2071.857
2022-02-28,2058.182
2022-03-31,2089.379
2022-04-29,1977.344
2022-05-31,1992.958
2022-06-30,1765.063
2022-07-29,1891.882
2022-08-31,1834.041
2022-09-30,1641.568
2022-10-31,1786.676
2022-11-30,1909.681
2022-12-30,1845.321
2023-01-31,2001.367
2023-02-28,1942.813
2023-03-31,1869.721
2023-04-28,1892.741
2023-05-31,1791.846
2023-06-30,1916.583
2023-07-31,2004.925
2023-08-31,1928.811
2023-09-29,1840.647
2023-10-31,1755.647
2023-11-30,1921.217
2023-12-29,2064.163
2024-01-31,2026.551
2024-02-29,2084.13
2024-03-29,2187.057
2024-04-30,2107.465
2024-05-31,2183.447
2024-06-28,2131.315
2024-07-31,2251.279
2024-08-30,2315.061
2024-09-30,2368.233
2024-10-31,2312.841
2024-11-29,2438.294
2024-12-31,2281.503
2025-01-31,2366.005
2025-02-28,2342.166
2025-03-31,2286.302
2025-04-30,2272.523
2025-05-30,2371.055
2025-06-30,2446.928
2025-07-31,2472.312
2025-08-29,2553.083
2025-09-30,2570.891
2025-10-31,2556.615
2025-11-28,2610.494
