Date,CANADA VALUE Standard (Large+Mid Cap)
2001-05-10,2054.061
2001-05-11,2028.178
2001-05-14,2034.502
2001-05-15,2057.898
2001-05-16,2096.117
2001-05-17,2117.944
2001-05-18,2137.918
2001-05-21,2140.709
2001-05-22,2115.866
2001-05-23,2109.64
2001-05-24,2106.034
2001-05-25,2100.975
2001-05-28,2102.658
2001-05-29,2108.962
2001-05-30,2093.854
2001-05-31,2108.802
2001-06-01,2153.752
2001-06-04,2161.739
2001-06-05,2157.19
2001-06-06,2158.48
2001-06-07,2152.257
2001-06-08,2155.421
2001-06-11,2161.169
2001-06-12,2154.506
2001-06-13,2162.32
2001-06-14,2138.143
2001-06-15,2106.821
2001-06-18,2091.964
2001-06-19,2094.806
2001-06-20,2089.031
2001-06-21,2094.876
2001-06-22,2095.491
2001-06-25,2093.645
2001-06-26,2082.607
2001-06-27,2059.225
2001-06-28,2063.912
2001-06-29,2095.863
2001-07-02,2099.044
2001-07-03,2115.478
2001-07-04,2112.762
2001-07-05,2108.241
2001-07-06,2087.961
2001-07-09,2094.658
2001-07-10,2076.357
2001-07-11,2073.231
2001-07-12,2093.457
2001-07-13,2109.161
2001-07-16,2077.712
2001-07-17,2089.139
2001-07-18,2086.313
2001-07-19,2081.58
2001-07-20,2079.024
2001-07-23,2069.295
2001-07-24,2080.258
2001-07-25,2088.427
2001-07-26,2071.041
2001-07-27,2090.519
2001-07-30,2089.989
2001-07-31,2100.067
2001-08-01,2099.96
2001-08-02,2105.766
2001-08-03,2108.698
2001-08-06,2120.158
2001-08-07,2127.09
2001-08-08,2106.153
2001-08-09,2120.3
2001-08-10,2106.879
2001-08-13,2117.018
2001-08-14,2118.344
2001-08-15,2118.203
2001-08-16,2134.015
2001-08-17,2106.324
2001-08-20,2116.327
2001-08-21,2099.696
2001-08-22,2117.659
2001-08-23,2117.085
2001-08-24,2140.051
2001-08-27,2144.018
2001-08-28,2128.587
2001-08-29,2097.947
2001-08-30,2080.166
2001-08-31,2073.403
2001-09-03,2071.399
2001-09-04,2100.626
2001-09-05,2088.893
2001-09-06,2088.436
2001-09-07,2056.211
2001-09-10,2061.096
2001-09-11,1987.498
2001-09-12,2004.074
2001-09-13,2020.77
2001-09-14,1965.4
2001-09-17,1962.914
2001-09-18,1941.716
2001-09-19,1897.226
2001-09-20,1845.916
2001-09-21,1842.714
2001-09-24,1888.543
2001-09-25,1898.416
2001-09-26,1883.477
2001-09-27,1883.674
2001-09-28,1920.238
2001-10-01,1920.215
2001-10-02,1941.767
2001-10-03,1948.678
2001-10-04,1934.507
2001-10-05,1937.056
2001-10-08,1939.723
2001-10-09,1931.815
2001-10-10,1947.154
2001-10-11,1971.793
2001-10-12,1957.726
2001-10-15,1949.135
2001-10-16,1960.956
2001-10-17,1944.651
2001-10-18,1915.112
2001-10-19,1917.251
2001-10-22,1903.985
2001-10-23,1909.572
2001-10-24,1893.345
2001-10-25,1891.203
2001-10-26,1910.378
2001-10-29,1880.439
2001-10-30,1865.257
2001-10-31,1873.843
2001-11-01,1891.052
2001-11-02,1903.38
2001-11-05,1911.061
2001-11-06,1925.852
2001-11-07,1919.882
2001-11-08,1913.23
2001-11-09,1934.336
2001-11-12,1934.037
2001-11-13,1967.509
2001-11-14,1970.903
2001-11-15,1955.551
2001-11-16,1961.09
2001-11-19,1979.385
2001-11-20,1966.927
2001-11-21,1945.272
2001-11-22,1960.376
2001-11-23,1974.374
2001-11-26,1979.522
2001-11-27,1990.894
2001-11-28,1971.267
2001-11-29,1989.865
2001-11-30,1998.033
2001-12-03,1969.862
2001-12-04,2002.429
2001-12-05,2066.31
2001-12-06,2064.898
2001-12-07,2071.513
2001-12-10,2030.75
2001-12-11,2031.95
2001-12-12,2050.716
2001-12-13,1997.899
2001-12-14,1988.724
2001-12-17,2017.12
2001-12-18,2026.942
2001-12-19,1985.037
2001-12-20,1951.952
2001-12-21,1967.724
2001-12-24,1963.628
2001-12-25,1963.628
2001-12-26,1963.137
2001-12-27,1988.48
2001-12-28,1996.918
2001-12-31,1997.634
2002-01-01,1997.634
2002-01-02,1996.677
2002-01-03,2046.601
2002-01-04,2069.997
2002-01-07,2084.6
2002-01-08,2041.513
2002-01-09,2034.502
2002-01-10,2013.419
2002-01-11,2010.747
2002-01-14,1981.864
2002-01-15,1996.215
2002-01-16,1969.293
2002-01-17,1970.815
2002-01-18,1950.087
2002-01-21,1944.136
2002-01-22,1947.631
2002-01-23,1977.553
2002-01-24,1998.777
2002-01-25,1991.307
2002-01-28,1981.139
2002-01-29,1979.87
2002-01-30,1978.636
2002-01-31,2014.111
2002-02-01,2011.093
2002-02-04,1968.686
2002-02-05,1937.143
2002-02-06,1931.405
2002-02-07,1921.153
2002-02-08,1948.742
2002-02-11,1992.902
2002-02-12,1961.67
2002-02-13,1958.348
2002-02-14,1947.67
2002-02-15,1938.839
2002-02-18,1957.661
2002-02-19,1930.762
2002-02-20,1928.45
2002-02-21,1912.925
2002-02-22,1922.383
2002-02-25,1934.932
2002-02-26,1932.254
2002-02-27,1954.22
2002-02-28,1951.336
2002-03-01,1982.304
2002-03-04,2046.445
2002-03-05,2034.099
2002-03-06,2072.082
2002-03-07,2089.364
2002-03-08,2063.236
2002-03-11,2054.592
2002-03-12,2035.108
2002-03-13,2024.043
2002-03-14,2010.666
2002-03-15,2028.649
2002-03-18,2022.661
2002-03-19,2033.115
2002-03-20,2024.831
2002-03-21,2010.48
2002-03-22,2009.585
2002-03-25,1964.75
2002-03-26,1967.834
2002-03-27,1977.414
2002-03-28,1981.812
2002-03-29,1981.812
2002-04-01,1987.906
2002-04-02,1986.834
2002-04-03,1975.082
2002-04-04,1951.286
2002-04-05,1951.336
2002-04-08,1918.214
2002-04-09,1925.282
2002-04-10,1941.188
2002-04-11,1915.87
2002-04-12,1934.146
2002-04-15,1943.143
2002-04-16,1987.538
2002-04-17,1997.694
2002-04-18,1975.653
2002-04-19,2001.196
2002-04-22,1968.904
2002-04-23,1931.723
2002-04-24,1938.858
2002-04-25,1940.033
2002-04-26,1921.923
2002-04-29,1913.858
2002-04-30,1936.368
2002-05-01,1948.969
2002-05-02,1943.913
2002-05-03,1928.66
2002-05-06,1898.533
2002-05-07,1895.25
2002-05-08,1937.271
2002-05-09,1912.523
2002-05-10,1909.566
2002-05-13,1922.544
2002-05-14,1951.296
2002-05-15,1951.491
2002-05-16,1962.935
2002-05-17,1974.138
2002-05-20,1976.379
2002-05-21,1956.442
2002-05-22,1939.682
2002-05-23,1963.397
2002-05-24,1950.272
2002-05-27,1955.349
2002-05-28,1958.782
2002-05-29,1937.44
2002-05-30,1928.989
2002-05-31,1959.627
2002-06-03,1934.353
2002-06-04,1928.924
2002-06-05,1923.114
2002-06-06,1920.704
2002-06-07,1917.401
2002-06-10,1918.032
2002-06-11,1889.685
2002-06-12,1894.305
2002-06-13,1879.43
2002-06-14,1849.36
2002-06-17,1888.703
2002-06-18,1882.43
2002-06-19,1874.077
2002-06-20,1876.329
2002-06-21,1854.321
2002-06-24,1870.004
2002-06-25,1868.423
2002-06-26,1846.501
2002-06-27,1873.036
2002-06-28,1890.169
2002-07-01,1893.281
2002-07-02,1848.226
2002-07-03,1840.83
2002-07-04,1844.314
2002-07-05,1881.631
2002-07-08,1875.501
2002-07-09,1857.956
2002-07-10,1810.514
2002-07-11,1790.76
2002-07-12,1765.702
2002-07-15,1730.096
2002-07-16,1741.995
2002-07-17,1735.835
2002-07-18,1731.186
2002-07-19,1692.254
2002-07-22,1626.168
2002-07-23,1548.985
2002-07-24,1618.576
2002-07-25,1608.863
2002-07-26,1617.155
2002-07-29,1669.678
2002-07-30,1667.245
2002-07-31,1670.661
2002-08-01,1654.348
2002-08-02,1635.69
2002-08-05,1629.796
2002-08-06,1628.41
2002-08-07,1632.68
2002-08-08,1670.471
2002-08-09,1688.726
2002-08-12,1670.909
2002-08-13,1673.63
2002-08-14,1695.09
2002-08-15,1700.001
2002-08-16,1699.354
2002-08-19,1726.232
2002-08-20,1713.82
2002-08-21,1724.54
2002-08-22,1750.66
2002-08-23,1721.384
2002-08-26,1741.372
2002-08-27,1729.111
2002-08-28,1708.713
2002-08-29,1696.16
2002-08-30,1704.863
2002-09-02,1709.85
2002-09-03,1668.365
2002-09-04,1671.844
2002-09-05,1646.905
2002-09-06,1651.137
2002-09-09,1670.866
2002-09-10,1682.012
2002-09-11,1698.07
2002-09-12,1655.927
2002-09-13,1650.715
2002-09-16,1654.451
2002-09-17,1624.383
2002-09-18,1595.368
2002-09-19,1580.832
2002-09-20,1591.609
2002-09-23,1554.105
2002-09-24,1541.495
2002-09-25,1573.529
2002-09-26,1596.116
2002-09-27,1572.197
2002-09-30,1577.923
2002-10-01,1594.031
2002-10-02,1563.93
2002-10-03,1540.024
2002-10-04,1513.969
2002-10-07,1491.548
2002-10-08,1503.547
2002-10-09,1460.851
2002-10-10,1492.801
2002-10-11,1538.184
2002-10-14,1541.193
2002-10-15,1614.6
2002-10-16,1596.941
2002-10-17,1645.75
2002-10-18,1657.214
2002-10-21,1674.859
2002-10-22,1642.658
2002-10-23,1650.976
2002-10-24,1652.275
2002-10-25,1659.348
2002-10-28,1667.74
2002-10-29,1632.168
2002-10-30,1635.33
2002-10-31,1616.063
2002-11-01,1638.353
2002-11-04,1663.757
2002-11-05,1659.18
2002-11-06,1663.495
2002-11-07,1656.604
2002-11-08,1644.41
2002-11-11,1614.641
2002-11-12,1619.892
2002-11-13,1604.138
2002-11-14,1626.525
2002-11-15,1643.867
2002-11-18,1646.601
2002-11-19,1637.662
2002-11-20,1663.452
2002-11-21,1693.636
2002-11-22,1684.357
2002-11-25,1698.923
2002-11-26,1666.756
2002-11-27,1698.0
2002-11-28,1703.876
2002-11-29,1693.53
2002-12-02,1732.034
2002-12-03,1721.708
2002-12-04,1707.666
2002-12-05,1685.341
2002-12-06,1690.122
2002-12-09,1672.787
2002-12-10,1705.805
2002-12-11,1708.531
2002-12-12,1715.456
2002-12-13,1715.531
2002-12-16,1736.746
2002-12-17,1724.073
2002-12-18,1698.367
2002-12-19,1695.144
2002-12-20,1696.563
2002-12-23,1720.269
2002-12-24,1716.744
2002-12-25,1716.744
2002-12-26,1712.818
2002-12-27,1684.661
2002-12-30,1681.51
2002-12-31,1677.139
2003-01-01,1677.139
2003-01-02,1728.219
2003-01-03,1742.197
2003-01-06,1778.965
2003-01-07,1769.269
2003-01-08,1737.923
2003-01-09,1770.65
2003-01-10,1798.805
2003-01-13,1813.094
2003-01-14,1819.61
2003-01-15,1815.853
2003-01-16,1814.29
2003-01-17,1794.327
2003-01-20,1790.605
2003-01-21,1770.417
2003-01-22,1775.36
2003-01-23,1788.973
2003-01-24,1771.337
2003-01-27,1733.411
2003-01-28,1727.368
2003-01-29,1742.911
2003-01-30,1722.348
2003-01-31,1730.523
2003-02-03,1750.878
2003-02-04,1728.685
2003-02-05,1721.062
2003-02-06,1708.46
2003-02-07,1703.671
2003-02-10,1686.964
2003-02-11,1690.044
2003-02-12,1687.742
2003-02-13,1691.005
2003-02-14,1703.721
2003-02-17,1728.901
2003-02-18,1741.102
2003-02-19,1732.58
2003-02-20,1741.587
2003-02-21,1746.128
2003-02-24,1734.218
2003-02-25,1738.265
2003-02-26,1741.727
2003-02-27,1772.192
2003-02-28,1769.052
2003-03-03,1756.631
2003-03-04,1751.531
2003-03-05,1751.842
2003-03-06,1731.998
2003-03-07,1751.699
2003-03-10,1732.116
2003-03-11,1735.874
2003-03-12,1710.569
2003-03-13,1732.767
2003-03-14,1724.518
2003-03-17,1768.684
2003-03-18,1777.143
2003-03-19,1779.076
2003-03-20,1791.949
2003-03-21,1801.436
2003-03-24,1755.266
2003-03-25,1765.401
2003-03-26,1761.191
2003-03-27,1763.561
2003-03-28,1768.798
2003-03-31,1748.831
2003-04-01,1747.551
2003-04-02,1763.93
2003-04-03,1766.861
2003-04-04,1768.556
2003-04-07,1777.755
2003-04-08,1789.188
2003-04-09,1777.419
2003-04-10,1788.935
2003-04-11,1794.084
2003-04-14,1809.353
2003-04-15,1818.679
2003-04-16,1818.359
2003-04-17,1833.048
2003-04-18,1833.048
2003-04-21,1845.3
2003-04-22,1857.782
2003-04-23,1857.466
2003-04-24,1841.612
2003-04-25,1831.883
2003-04-28,1849.813
2003-04-29,1855.146
2003-04-30,1880.12
2003-05-01,1884.583
2003-05-02,1892.506
2003-05-05,1918.693
2003-05-06,1936.654
2003-05-07,1927.173
2003-05-08,1921.223
2003-05-09,1935.236
2003-05-12,1963.995
2003-05-13,1959.841
2003-05-14,1984.324
2003-05-15,1990.947
2003-05-16,1996.259
2003-05-19,2006.827
2003-05-20,1998.089
2003-05-21,1993.02
2003-05-22,1994.27
2003-05-23,1977.952
2003-05-26,1984.785
2003-05-27,2007.679
2003-05-28,1992.626
2003-05-29,2005.475
2003-05-30,2021.186
2003-06-02,2052.727
2003-06-03,2039.92
2003-06-04,2089.871
2003-06-05,2121.407
2003-06-06,2102.461
2003-06-09,2079.05
2003-06-10,2088.759
2003-06-11,2119.972
2003-06-12,2132.227
2003-06-13,2121.969
2003-06-16,2154.472
2003-06-17,2154.457
2003-06-18,2159.948
2003-06-19,2125.879
2003-06-20,2119.361
2003-06-23,2090.48
2003-06-24,2076.619
2003-06-25,2095.463
2003-06-26,2092.482
2003-06-27,2089.072
2003-06-30,2086.592
2003-07-01,2101.44
2003-07-02,2114.486
2003-07-03,2126.361
2003-07-04,2121.664
2003-07-07,2133.747
2003-07-08,2127.234
2003-07-09,2106.049
2003-07-10,2082.78
2003-07-11,2090.233
2003-07-14,2114.927
2003-07-15,2091.214
2003-07-16,2095.975
2003-07-17,2087.355
2003-07-18,2076.57
2003-07-21,2083.963
2003-07-22,2096.122
2003-07-23,2117.732
2003-07-24,2147.736
2003-07-25,2172.65
2003-07-28,2174.666
2003-07-29,2156.446
2003-07-30,2131.121
2003-07-31,2126.036
2003-08-01,2130.019
2003-08-04,2117.041
2003-08-05,2104.493
2003-08-06,2082.287
2003-08-07,2109.518
2003-08-08,2130.824
2003-08-11,2164.031
2003-08-12,2181.058
2003-08-13,2187.22
2003-08-14,2183.301
2003-08-15,2181.791
2003-08-18,2186.666
2003-08-19,2181.856
2003-08-20,2186.49
2003-08-21,2183.782
2003-08-22,2166.621
2003-08-25,2176.515
2003-08-26,2193.513
2003-08-27,2192.863
2003-08-28,2205.949
2003-08-29,2219.638
2003-09-01,2228.716
2003-09-02,2239.887
2003-09-03,2242.18
2003-09-04,2263.818
2003-09-05,2264.555
2003-09-08,2256.801
2003-09-09,2261.203
2003-09-10,2263.39
2003-09-11,2261.572
2003-09-12,2276.953
2003-09-15,2263.115
2003-09-16,2273.518
2003-09-17,2267.591
2003-09-18,2281.532
2003-09-19,2308.253
2003-09-22,2302.081
2003-09-23,2310.538
2003-09-24,2300.219
2003-09-25,2294.904
2003-09-26,2264.63
2003-09-29,2266.802
2003-09-30,2274.833
2003-10-01,2313.597
2003-10-02,2329.466
2003-10-03,2323.895
2003-10-06,2334.982
2003-10-07,2359.848
2003-10-08,2365.61
2003-10-09,2376.51
2003-10-10,2402.62
2003-10-13,2405.802
2003-10-14,2448.894
2003-10-15,2458.714
2003-10-16,2480.327
2003-10-17,2457.373
2003-10-20,2452.141
2003-10-21,2472.796
2003-10-22,2479.788
2003-10-23,2455.052
2003-10-24,2443.289
2003-10-27,2451.272
2003-10-28,2470.101
2003-10-29,2477.957
2003-10-30,2484.609
2003-10-31,2476.581
2003-11-03,2476.148
2003-11-04,2480.489
2003-11-05,2488.864
2003-11-06,2480.834
2003-11-07,2495.072
2003-11-10,2495.127
2003-11-11,2477.831
2003-11-12,2504.296
2003-11-13,2499.106
2003-11-14,2492.351
2003-11-17,2490.704
2003-11-18,2485.688
2003-11-19,2509.5
2003-11-20,2513.195
2003-11-21,2504.954
2003-11-24,2498.217
2003-11-25,2496.36
2003-11-26,2522.743
2003-11-27,2525.514
2003-11-28,2529.852
2003-12-01,2536.251
2003-12-02,2549.119
2003-12-03,2561.347
2003-12-04,2543.773
2003-12-05,2557.744
2003-12-08,2571.968
2003-12-09,2548.724
2003-12-10,2536.77
2003-12-11,2510.746
2003-12-12,2529.159
2003-12-15,2518.358
2003-12-16,2539.409
2003-12-17,2543.422
2003-12-18,2555.975
2003-12-19,2556.538
2003-12-22,2574.747
2003-12-23,2582.183
2003-12-24,2598.62
2003-12-25,2598.62
2003-12-26,2615.742
2003-12-29,2634.011
2003-12-30,2623.013
2003-12-31,2658.859
2004-01-01,2658.859
2004-01-02,2686.474
2004-01-05,2718.894
2004-01-06,2714.368
2004-01-07,2689.982
2004-01-08,2693.676
2004-01-09,2697.408
2004-01-12,2691.689
2004-01-13,2701.005
2004-01-14,2678.374
2004-01-15,2683.363
2004-01-16,2700.921
2004-01-19,2716.381
2004-01-20,2753.067
2004-01-21,2733.677
2004-01-22,2755.783
2004-01-23,2729.67
2004-01-26,2721.235
2004-01-27,2731.571
2004-01-28,2679.724
2004-01-29,2637.591
2004-01-30,2657.999
2004-02-02,2671.861
2004-02-03,2680.031
2004-02-04,2653.083
2004-02-05,2658.778
2004-02-06,2689.114
2004-02-09,2708.227
2004-02-10,2708.846
2004-02-11,2714.826
2004-02-12,2728.26
2004-02-13,2733.096
2004-02-16,2747.273
2004-02-17,2760.865
2004-02-18,2750.032
2004-02-19,2717.648
2004-02-20,2670.178
2004-02-23,2672.993
2004-02-24,2688.089
2004-02-25,2669.258
2004-02-26,2686.283
2004-02-27,2704.532
2004-03-01,2730.199
2004-03-02,2700.233
2004-03-03,2700.861
2004-03-04,2718.23
2004-03-05,2771.532
2004-03-08,2744.963
2004-03-09,2736.876
2004-03-10,2674.249
2004-03-11,2674.791
2004-03-12,2671.772
2004-03-15,2654.621
2004-03-16,2692.611
2004-03-17,2688.899
2004-03-18,2690.825
2004-03-19,2701.558
2004-03-22,2683.232
2004-03-23,2675.158
2004-03-24,2641.761
2004-03-25,2693.171
2004-03-26,2713.848
2004-03-29,2745.43
2004-03-30,2760.747
2004-03-31,2735.079
2004-04-01,2752.253
2004-04-02,2808.227
2004-04-05,2847.731
2004-04-06,2855.143
2004-04-07,2822.924
2004-04-08,2811.771
2004-04-09,2811.771
2004-04-12,2822.46
2004-04-13,2774.203
2004-04-14,2706.316
2004-04-15,2699.051
2004-04-16,2737.509
2004-04-19,2723.569
2004-04-20,2695.953
2004-04-21,2675.738
2004-04-22,2699.515
2004-04-23,2694.661
2004-04-26,2688.193
2004-04-27,2662.196
2004-04-28,2584.518
2004-04-29,2561.893
2004-04-30,2566.139
2004-05-03,2579.603
2004-05-04,2627.413
2004-05-05,2622.511
2004-05-06,2609.124
2004-05-07,2545.226
2004-05-10,2491.038
2004-05-11,2508.754
2004-05-12,2509.208
2004-05-13,2485.788
2004-05-14,2494.758
2004-05-17,2487.355
2004-05-18,2492.021
2004-05-19,2524.417
2004-05-20,2518.472
2004-05-21,2537.295
2004-05-24,2545.267
2004-05-25,2576.625
2004-05-26,2565.938
2004-05-27,2596.68
2004-05-28,2585.919
2004-05-31,2603.326
2004-06-01,2588.533
2004-06-02,2607.279
2004-06-03,2602.537
2004-06-04,2622.326
2004-06-07,2653.802
2004-06-08,2664.513
2004-06-09,2620.954
2004-06-10,2618.455
2004-06-11,2619.127
2004-06-14,2588.512
2004-06-15,2601.385
2004-06-16,2605.25
2004-06-17,2623.428
2004-06-18,2629.807
2004-06-21,2632.881
2004-06-22,2666.065
2004-06-23,2671.464
2004-06-24,2693.489
2004-06-25,2664.108
2004-06-28,2680.546
2004-06-29,2679.449
2004-06-30,2691.771
2004-07-01,2708.945
2004-07-02,2709.561
2004-07-05,2714.236
2004-07-06,2714.388
2004-07-07,2719.682
2004-07-08,2718.243
2004-07-09,2728.024
2004-07-12,2718.786
2004-07-13,2709.035
2004-07-14,2732.893
2004-07-15,2705.466
2004-07-16,2719.259
2004-07-19,2756.687
2004-07-20,2752.864
2004-07-21,2751.655
2004-07-22,2761.785
2004-07-23,2748.882
2004-07-26,2709.001
2004-07-27,2696.768
2004-07-28,2721.212
2004-07-29,2758.778
2004-07-30,2756.675
2004-08-02,2749.435
2004-08-03,2782.043
2004-08-04,2773.811
2004-08-05,2728.8
2004-08-06,2724.537
2004-08-09,2705.65
2004-08-10,2730.149
2004-08-11,2696.963
2004-08-12,2671.852
2004-08-13,2720.055
2004-08-16,2752.391
2004-08-17,2751.713
2004-08-18,2730.705
2004-08-19,2775.829
2004-08-20,2783.674
2004-08-23,2758.05
2004-08-24,2779.79
2004-08-25,2806.683
2004-08-26,2777.537
2004-08-27,2760.097
2004-08-30,2735.439
2004-08-31,2751.865
2004-09-01,2784.257
2004-09-02,2795.761
2004-09-03,2776.238
2004-09-06,2783.721
2004-09-07,2825.066
2004-09-08,2812.937
2004-09-09,2820.181
2004-09-10,2805.349
2004-09-13,2820.59
2004-09-14,2830.118
2004-09-15,2805.684
2004-09-16,2848.483
2004-09-17,2822.742
2004-09-20,2831.048
2004-09-21,2883.764
2004-09-22,2888.652
2004-09-23,2908.951
2004-09-24,2912.122
2004-09-27,2875.291
2004-09-28,2902.334
2004-09-29,2912.285
2004-09-30,2940.899
2004-10-01,2975.903
2004-10-04,2966.043
2004-10-05,2987.765
2004-10-06,3014.718
2004-10-07,3008.25
2004-10-08,3023.382
2004-10-11,3013.62
2004-10-12,3010.417
2004-10-13,2990.801
2004-10-14,3036.616
2004-10-15,3047.047
2004-10-18,3042.32
2004-10-19,3010.545
2004-10-20,3050.776
2004-10-21,3053.674
2004-10-22,3040.502
2004-10-25,3063.901
2004-10-26,3090.741
2004-10-27,3102.479
2004-10-28,3113.978
2004-10-29,3152.349
2004-11-01,3146.928
2004-11-02,3140.554
2004-11-03,3169.617
2004-11-04,3201.539
2004-11-05,3233.67
2004-11-08,3250.721
2004-11-09,3232.887
2004-11-10,3220.043
2004-11-11,3247.885
2004-11-12,3263.043
2004-11-15,3259.94
2004-11-16,3295.606
2004-11-17,3299.534
2004-11-18,3241.389
2004-11-19,3267.679
2004-11-22,3324.407
2004-11-23,3306.397
2004-11-24,3298.986
2004-11-25,3328.336
2004-11-26,3337.653
2004-11-29,3320.401
2004-11-30,3298.885
2004-12-01,3330.549
2004-12-02,3322.084
2004-12-03,3282.247
2004-12-06,3286.63
2004-12-07,3245.223
2004-12-08,3202.933
2004-12-09,3194.311
2004-12-10,3181.017
2004-12-13,3195.705
2004-12-14,3192.061
2004-12-15,3240.254
2004-12-16,3217.216
2004-12-17,3226.469
2004-12-20,3267.601
2004-12-21,3285.161
2004-12-22,3275.959
2004-12-23,3271.945
2004-12-24,3311.51
2004-12-27,3331.318
2004-12-28,3330.363
2004-12-29,3327.511
2004-12-30,3375.726
2004-12-31,3391.325
2005-01-03,3354.231
2005-01-04,3305.158
2005-01-05,3261.825
2005-01-06,3242.806
2005-01-07,3227.83
2005-01-10,3254.44
2005-01-11,3269.559
2005-01-12,3315.354
2005-01-13,3293.919
2005-01-14,3267.061
2005-01-17,3264.75
2005-01-18,3262.945
2005-01-19,3244.542
2005-01-20,3208.255
2005-01-21,3226.451
2005-01-24,3237.757
2005-01-25,3214.483
2005-01-26,3253.581
2005-01-27,3233.573
2005-01-28,3205.734
2005-01-31,3226.129
2005-02-01,3233.901
2005-02-02,3248.21
2005-02-03,3242.823
2005-02-04,3241.406
2005-02-07,3246.12
2005-02-08,3253.45
2005-02-09,3253.865
2005-02-10,3300.798
2005-02-11,3310.029
2005-02-14,3332.337
2005-02-15,3319.985
2005-02-16,3330.798
2005-02-17,3362.286
2005-02-18,3376.98
2005-02-21,3379.202
2005-02-22,3356.186
2005-02-23,3337.178
2005-02-24,3322.506
2005-02-25,3390.364
2005-02-28,3397.597
2005-03-01,3385.641
2005-03-02,3414.708
2005-03-03,3419.446
2005-03-04,3492.829
2005-03-07,3478.385
2005-03-08,3542.927
2005-03-09,3524.591
2005-03-10,3505.281
2005-03-11,3502.656
2005-03-14,3500.699
2005-03-15,3513.952
2005-03-16,3504.291
2005-03-17,3519.387
2005-03-18,3480.37
2005-03-21,3451.158
2005-03-22,3477.647
2005-03-23,3420.048
2005-03-24,3410.3
2005-03-25,3410.3
2005-03-28,3386.981
2005-03-29,3388.976
2005-03-30,3412.886
2005-03-31,3475.518
2005-04-01,3464.26
2005-04-04,3441.165
2005-04-05,3449.307
2005-04-06,3465.786
2005-04-07,3452.537
2005-04-08,3422.857
2005-04-11,3421.489
2005-04-12,3410.936
2005-04-13,3384.231
2005-04-14,3350.446
2005-04-15,3308.508
2005-04-18,3315.125
2005-04-19,3344.63
2005-04-20,3341.353
2005-04-21,3361.444
2005-04-22,3353.188
2005-04-25,3342.307
2005-04-26,3324.078
2005-04-27,3302.215
2005-04-28,3289.841
2005-04-29,3317.271
2005-05-02,3339.73
2005-05-03,3319.457
2005-05-04,3378.092
2005-05-05,3377.797
2005-05-06,3403.941
2005-05-09,3426.966
2005-05-10,3411.68
2005-05-11,3359.995
2005-05-12,3321.112
2005-05-13,3266.068
2005-05-16,3268.491
2005-05-17,3285.259
2005-05-18,3328.016
2005-05-19,3343.029
2005-05-20,3338.798
2005-05-23,3357.263
2005-05-24,3360.249
2005-05-25,3327.303
2005-05-26,3336.946
2005-05-27,3359.699
2005-05-30,3388.065
2005-05-31,3363.584
2005-06-01,3392.637
2005-06-02,3376.107
2005-06-03,3395.786
2005-06-06,3405.638
2005-06-07,3399.49
2005-06-08,3425.751
2005-06-09,3409.458
2005-06-10,3437.534
2005-06-13,3427.195
2005-06-14,3430.64
