Date,EUROPE IMI IMI (Large+Mid+Small Cap)
2011-06-30,840.511
2011-07-29,811.461
2011-08-31,729.867
2011-09-30,647.886
2011-10-31,725.516
2011-11-30,691.418
2011-12-30,679.453
2012-01-31,714.88
2012-02-29,761.602
2012-03-30,757.293
2012-04-30,741.483
2012-05-31,649.849
2012-06-29,699.319
2012-07-31,706.771
2012-08-31,738.174
2012-09-28,761.73
2012-10-31,773.115
2012-11-30,791.882
2012-12-31,815.991
2013-01-31,863.802
2013-02-28,842.416
2013-03-29,840.359
2013-04-30,875.923
2013-05-31,879.131
2013-06-28,837.344
2013-07-31,900.272
2013-08-30,890.403
2013-09-30,955.337
2013-10-31,997.063
2013-11-29,1009.741
2013-12-31,1033.691
2014-01-31,996.586
2014-02-28,1071.406
2014-03-31,1060.033
2014-04-30,1082.658
2014-05-30,1092.2
2014-06-30,1090.342
2014-07-31,1047.957
2014-08-29,1051.761
2014-09-30,1010.071
2014-10-31,983.862
2014-11-28,1009.088
2014-12-31,969.454
2015-01-30,968.413
2015-02-27,1031.436
2015-03-31,1004.299
2015-04-30,1049.504
2015-05-29,1043.972
2015-06-30,1013.904
2015-07-31,1044.887
2015-08-31,974.407
2015-09-30,930.278
2015-10-30,994.741
2015-11-30,978.109
2015-12-31,956.618
2016-01-29,891.261
2016-02-29,877.057
2016-03-31,934.264
2016-04-29,955.75
2016-05-31,952.279
2016-06-30,904.352
2016-07-29,944.45
2016-08-31,948.182
2016-09-30,957.646
2016-10-31,924.425
2016-11-30,904.393
2016-12-30,950.702
2017-01-31,971.99
2017-02-28,983.999
2017-03-31,1022.667
2017-04-28,1062.887
2017-05-31,1113.69
2017-06-30,1101.567
2017-07-31,1136.622
2017-08-31,1137.539
2017-09-29,1176.037
2017-10-31,1181.753
2017-11-30,1184.733
2017-12-29,1205.153
2018-01-31,1270.865
2018-02-28,1197.809
2018-03-30,1183.922
2018-04-30,1215.934
2018-05-31,1178.473
2018-06-29,1169.904
2018-07-31,1206.04
2018-08-31,1175.084
2018-09-28,1175.439
2018-10-31,1082.266
2018-11-30,1068.591
2018-12-31,1018.0
2019-01-31,1088.757
2019-02-28,1124.222
2019-03-29,1130.096
2019-04-30,1171.751
2019-05-31,1106.126
2019-06-28,1178.222
2019-07-31,1154.733
2019-08-30,1125.322
2019-09-30,1155.632
2019-10-31,1195.15
2019-11-29,1215.848
2019-12-31,1266.839
2020-01-31,1234.218
2020-02-28,1120.388
2020-03-31,948.492
2020-04-30,1010.76
2020-05-29,1059.648
2020-06-30,1100.422
2020-07-31,1146.22
2020-08-31,1197.369
2020-09-30,1158.664
2020-10-30,1094.237
2020-11-30,1282.1
2020-12-31,1348.647
2021-01-29,1331.207
2021-02-26,1366.166
2021-03-31,1405.97
2021-04-30,1473.083
2021-05-31,1533.501
2021-06-30,1507.976
2021-07-30,1539.633
2021-08-31,1566.07
2021-09-30,1488.162
2021-10-29,1552.9
2021-11-30,1471.356
2021-12-31,1566.194
2022-01-31,1487.118
2022-02-28,1443.318
2022-03-31,1441.574
2022-04-29,1356.349
2022-05-31,1364.885
2022-06-30,1222.178
2022-07-29,1285.926
2022-08-31,1202.654
2022-09-30,1091.5
2022-10-31,1170.723
2022-11-30,1302.817
2022-12-30,1304.518
2023-01-31,1418.684
2023-02-28,1411.455
2023-03-31,1438.11
2023-04-28,1496.37
2023-05-31,1408.523
2023-06-30,1473.473
2023-07-31,1520.899
2023-08-31,1459.764
2023-09-29,1399.351
2023-10-31,1343.615
2023-11-30,1479.916
2023-12-29,1559.098
2024-01-31,1553.188
2024-02-29,1574.222
2024-03-29,1633.708
2024-04-30,1602.922
2024-05-31,1685.014
2024-06-28,1642.937
2024-07-31,1683.591
2024-08-30,1746.368
2024-09-30,1754.781
2024-10-31,1649.098
2024-11-29,1621.601
2024-12-31,1582.342
2025-01-31,1687.279
2025-02-28,1744.177
2025-03-31,1740.434
2025-04-30,1821.428
2025-05-30,1908.983
2025-06-30,1952.754
2025-07-31,1918.817
2025-08-29,1981.007
2025-09-30,2017.898
2025-10-31,2029.858
2025-11-28,2057.669
2025-12-31,2137.359
2026-01-30,2233.379
