Date,EUROPE IMI IMI (Large+Mid+Small Cap)
2009-09-30,720.508
2009-10-30,711.741
2009-11-30,731.257
2009-12-31,742.117
2010-01-29,701.948
2010-02-26,686.994
2010-03-31,733.315
2010-04-30,717.188
2010-05-31,629.746
2010-06-30,625.246
2010-07-30,698.378
2010-08-31,672.557
2010-09-30,748.49
2010-10-29,782.008
2010-11-30,723.877
2010-12-31,788.062
2011-01-31,817.402
2011-02-28,843.344
2011-03-31,838.895
2011-04-29,906.959
2011-05-31,879.321
2011-06-30,861.429
2011-07-29,831.862
2011-08-31,748.318
2011-09-30,664.438
2011-10-31,744.098
2011-11-30,709.381
2011-12-30,697.195
2012-01-31,733.731
2012-02-29,781.952
2012-03-30,778.039
2012-04-30,763.105
2012-05-31,670.24
2012-06-29,721.619
2012-07-31,729.445
2012-08-31,761.925
2012-09-28,786.435
2012-10-31,798.276
2012-11-30,817.76
2012-12-31,842.764
2013-01-31,892.349
2013-02-28,870.517
2013-03-29,868.921
2013-04-30,907.226
2013-05-31,912.071
2013-06-28,869.0
2013-07-31,934.408
2013-08-30,924.255
2013-09-30,991.799
2013-10-31,1035.136
2013-11-29,1048.529
2013-12-31,1073.536
2014-01-31,1035.135
2014-02-28,1113.158
2014-03-31,1102.019
2014-04-30,1126.82
2014-05-30,1138.796
2014-06-30,1137.243
2014-07-31,1093.113
2014-08-29,1097.179
2014-09-30,1053.837
2014-10-31,1026.541
2014-11-28,1053.021
2014-12-31,1011.938
2015-01-30,1010.972
2015-02-27,1076.862
2015-03-31,1049.508
2015-04-30,1097.971
2015-05-29,1094.002
2015-06-30,1062.861
2015-07-31,1095.417
2015-08-31,1021.636
2015-09-30,975.508
2015-10-30,1043.178
2015-11-30,1025.889
2015-12-31,1003.496
2016-01-29,935.063
2016-02-29,920.554
2016-03-31,981.264
2016-04-29,1005.395
2016-05-31,1003.629
2016-06-30,953.596
2016-07-29,995.991
2016-08-31,1000.057
2016-09-30,1010.198
2016-10-31,975.261
2016-11-30,954.303
2016-12-30,1003.29
2017-01-31,1025.834
2017-02-28,1038.688
2017-03-31,1080.728
2017-04-28,1124.472
2017-05-31,1180.506
2017-06-30,1168.032
2017-07-31,1205.309
2017-08-31,1206.461
2017-09-29,1247.476
2017-10-31,1253.677
2017-11-30,1257.06
2017-12-29,1278.926
2018-01-31,1348.756
2018-02-28,1271.453
2018-03-30,1257.888
2018-04-30,1293.947
2018-05-31,1256.622
2018-06-29,1247.937
2018-07-31,1286.626
2018-08-31,1253.783
2018-09-28,1254.372
2018-10-31,1155.064
2018-11-30,1140.682
2018-12-31,1086.864
2019-01-31,1162.64
2019-02-28,1200.664
2019-03-29,1208.127
2019-04-30,1254.464
2019-05-31,1186.89
2019-06-28,1264.698
2019-07-31,1239.693
2019-08-30,1208.299
2019-09-30,1241.051
2019-10-31,1283.674
2019-11-29,1306.179
2019-12-31,1361.084
2020-01-31,1326.206
2020-02-28,1204.099
2020-03-31,1020.358
2020-04-30,1088.641
2020-05-29,1142.378
2020-06-30,1186.873
2020-07-31,1236.662
2020-08-31,1292.077
2020-09-30,1250.519
2020-10-30,1181.18
2020-11-30,1384.175
2020-12-31,1456.217
2021-01-29,1437.561
2021-02-26,1475.535
2021-03-31,1519.901
2021-04-30,1594.395
2021-05-31,1661.99
2021-06-30,1634.829
2021-07-30,1669.397
2021-08-31,1698.193
2021-09-30,1614.746
2021-10-29,1685.566
2021-11-30,1597.348
2021-12-31,1700.401
2022-01-31,1614.719
2022-02-28,1567.334
2022-03-31,1567.181
2022-04-29,1476.576
2022-05-31,1489.004
2022-06-30,1333.687
2022-07-29,1403.464
2022-08-31,1312.727
2022-09-30,1191.651
2022-10-31,1278.306
2022-11-30,1422.796
2022-12-30,1425.048
2023-01-31,1550.005
2023-02-28,1542.31
2023-03-31,1573.358
2023-04-28,1639.547
2023-05-31,1546.396
2023-06-30,1618.206
2023-07-31,1670.583
2023-08-31,1603.641
2023-09-29,1537.572
2023-10-31,1476.562
2023-11-30,1626.694
2023-12-29,1713.941
2024-01-31,1707.677
2024-02-29,1731.074
2024-03-29,1798.542
2024-04-30,1767.502
2024-05-31,1861.409
2024-06-28,1815.42
2024-07-31,1860.672
2024-08-30,1930.287
2024-09-30,1939.861
2024-10-31,1823.408
2024-11-29,1793.42
2024-12-31,1750.388
2025-01-31,1866.714
2025-02-28,1929.947
2025-03-31,1927.888
2025-04-30,2020.712
2025-05-30,2122.21
2025-06-30,2171.393
2025-07-31,2133.999
