Date,ITALY IMI VALUE IMI (Large+Mid+Small Cap)
2002-03-27,329.775
2002-03-28,335.06
2002-03-29,335.062
2002-04-01,337.792
2002-04-02,337.926
2002-04-03,338.655
2002-04-04,335.158
2002-04-05,333.798
2002-04-08,326.851
2002-04-09,329.539
2002-04-10,333.295
2002-04-11,331.835
2002-04-12,331.855
2002-04-15,333.231
2002-04-16,340.806
2002-04-17,341.391
2002-04-18,342.713
2002-04-19,344.975
2002-04-22,343.392
2002-04-23,343.411
2002-04-24,345.071
2002-04-25,343.289
2002-04-26,341.531
2002-04-29,342.224
2002-04-30,341.091
2002-05-01,343.005
2002-05-02,336.154
2002-05-03,338.428
2002-05-06,338.647
2002-05-07,335.759
2002-05-08,339.103
2002-05-09,334.616
2002-05-10,332.107
2002-05-13,336.866
2002-05-14,337.834
2002-05-15,339.737
2002-05-16,340.499
2002-05-17,343.733
2002-05-20,341.446
2002-05-21,341.461
2002-05-22,343.54
2002-05-23,340.943
2002-05-24,339.712
2002-05-27,337.774
2002-05-28,342.135
2002-05-29,342.716
2002-05-30,340.923
2002-05-31,339.034
2002-06-03,336.438
2002-06-04,331.678
2002-06-05,329.512
2002-06-06,329.326
2002-06-07,327.84
2002-06-10,330.187
2002-06-11,338.336
2002-06-12,333.525
2002-06-13,327.795
2002-06-14,321.995
2002-06-17,329.834
2002-06-18,330.987
2002-06-19,329.129
2002-06-20,324.359
2002-06-21,326.034
2002-06-24,324.186
2002-06-25,325.931
2002-06-26,331.363
2002-06-27,327.449
2002-06-28,338.58
2002-07-01,340.48
2002-07-02,330.515
2002-07-03,322.503
2002-07-04,324.934
2002-07-05,335.413
2002-07-08,338.763
2002-07-09,339.473
2002-07-10,332.991
2002-07-11,325.954
2002-07-12,324.764
2002-07-15,315.999
2002-07-16,321.881
2002-07-17,327.117
2002-07-18,332.899
2002-07-19,325.162
2002-07-22,313.947
2002-07-23,305.257
2002-07-24,303.8
2002-07-25,311.282
2002-07-26,309.706
2002-07-29,317.305
2002-07-30,319.681
2002-07-31,318.381
2002-08-01,312.57
2002-08-02,312.358
2002-08-05,308.246
2002-08-06,309.91
2002-08-07,309.373
2002-08-08,316.503
2002-08-09,321.307
2002-08-12,317.771
2002-08-13,321.912
2002-08-14,317.175
2002-08-15,314.812
2002-08-16,325.196
2002-08-19,331.454
2002-08-20,329.399
2002-08-21,333.106
2002-08-22,332.834
2002-08-23,330.293
2002-08-26,329.653
2002-08-27,339.575
2002-08-28,329.371
2002-08-29,324.233
2002-08-30,325.688
2002-09-02,322.64
2002-09-03,316.166
2002-09-04,317.759
2002-09-05,314.146
2002-09-06,318.798
2002-09-09,312.678
2002-09-10,318.087
2002-09-11,321.676
2002-09-12,315.291
2002-09-13,311.233
2002-09-16,310.083
2002-09-17,308.097
2002-09-18,302.848
2002-09-19,300.328
2002-09-20,297.039
2002-09-23,285.132
2002-09-24,282.435
2002-09-25,284.977
2002-09-26,290.731
2002-09-27,289.878
2002-09-30,281.135
2002-10-01,282.223
2002-10-02,288.224
2002-10-03,289.678
2002-10-04,282.903
2002-10-07,282.408
2002-10-08,277.677
2002-10-09,275.916
2002-10-10,283.199
2002-10-11,291.598
2002-10-14,288.371
2002-10-15,299.665
2002-10-16,295.494
2002-10-17,297.487
2002-10-18,295.075
2002-10-21,297.818
2002-10-22,296.905
2002-10-23,292.743
2002-10-24,297.397
2002-10-25,298.16
2002-10-28,301.882
2002-10-29,293.384
2002-10-30,300.896
2002-10-31,303.463
2002-11-01,301.671
2002-11-04,312.205
2002-11-05,314.998
2002-11-06,310.837
2002-11-07,308.311
2002-11-08,307.429
2002-11-11,303.035
2002-11-12,308.879
2002-11-13,307.406
2002-11-14,313.534
2002-11-15,313.282
2002-11-18,318.444
2002-11-19,319.521
2002-11-20,317.833
2002-11-21,324.028
2002-11-22,322.557
2002-11-25,320.234
2002-11-26,315.54
2002-11-27,323.069
2002-11-28,327.633
2002-11-29,327.216
2002-12-02,327.364
2002-12-03,320.956
2002-12-04,323.516
2002-12-05,317.05
2002-12-06,318.022
2002-12-09,310.08
2002-12-10,314.872
2002-12-11,316.924
2002-12-12,315.285
2002-12-13,313.58
2002-12-16,322.222
2002-12-17,323.443
2002-12-18,316.092
2002-12-19,312.268
2002-12-20,318.47
2002-12-23,321.031
2002-12-24,322.36
2002-12-25,322.36
2002-12-26,323.173
2002-12-27,317.944
2002-12-30,321.351
2002-12-31,322.611
2003-01-01,322.611
2003-01-02,330.57
2003-01-03,331.926
2003-01-06,336.905
2003-01-07,329.91
2003-01-08,325.93
2003-01-09,331.909
2003-01-10,332.409
2003-01-13,334.689
2003-01-14,335.703
2003-01-15,334.911
2003-01-16,336.665
2003-01-17,329.105
2003-01-20,324.84
2003-01-21,320.889
2003-01-22,318.746
2003-01-23,316.967
2003-01-24,314.507
2003-01-27,310.521
2003-01-28,311.796
2003-01-29,315.52
2003-01-30,317.96
2003-01-31,319.271
2003-02-03,320.301
2003-02-04,316.14
2003-02-05,318.576
2003-02-06,314.071
2003-02-07,313.633
2003-02-10,311.494
2003-02-11,316.413
2003-02-12,314.202
2003-02-13,315.824
2003-02-14,317.027
2003-02-17,316.83
2003-02-18,319.862
2003-02-19,315.606
2003-02-20,317.097
2003-02-21,321.448
2003-02-24,317.943
2003-02-25,311.977
2003-02-26,314.006
2003-02-27,317.6
2003-02-28,318.22
2003-03-03,315.226
2003-03-04,314.424
2003-03-05,314.385
2003-03-06,307.595
2003-03-07,305.074
2003-03-10,300.189
2003-03-11,299.561
2003-03-12,284.144
2003-03-13,291.595
2003-03-14,296.15
2003-03-17,301.17
2003-03-18,295.706
2003-03-19,300.347
2003-03-20,298.096
2003-03-21,302.128
2003-03-24,297.09
2003-03-25,303.279
2003-03-26,303.817
2003-03-27,300.641
2003-03-28,303.774
2003-03-31,301.062
2003-04-01,304.5
2003-04-02,310.184
2003-04-03,312.17
2003-04-04,313.18
2003-04-07,317.222
2003-04-08,318.254
2003-04-09,318.033
2003-04-10,320.27
2003-04-11,320.754
2003-04-14,323.62
2003-04-15,324.366
2003-04-16,323.25
2003-04-17,327.48
2003-04-18,327.48
2003-04-21,326.068
2003-04-22,331.565
2003-04-23,333.726
2003-04-24,334.752
2003-04-25,328.784
2003-04-28,335.28
2003-04-29,334.756
2003-04-30,340.093
2003-05-01,343.217
2003-05-02,342.497
2003-05-05,346.261
2003-05-06,352.8
2003-05-07,352.539
2003-05-08,351.799
2003-05-09,353.735
2003-05-12,354.853
2003-05-13,353.026
2003-05-14,353.745
2003-05-15,355.956
2003-05-16,358.879
2003-05-19,357.263
2003-05-20,357.038
2003-05-21,356.945
2003-05-22,362.127
2003-05-23,367.46
2003-05-26,370.985
2003-05-27,377.087
2003-05-28,376.643
2003-05-29,381.627
2003-05-30,382.235
2003-06-02,382.812
2003-06-03,380.034
2003-06-04,378.731
2003-06-05,383.601
2003-06-06,381.64
2003-06-09,379.517
2003-06-10,377.925
2003-06-11,384.327
2003-06-12,387.435
2003-06-13,388.926
2003-06-16,394.803
2003-06-17,394.693
2003-06-18,392.302
2003-06-19,388.813
2003-06-20,389.855
2003-06-23,383.661
2003-06-24,384.596
2003-06-25,388.673
2003-06-26,383.385
2003-06-27,381.347
2003-06-30,378.717
2003-07-01,375.789
2003-07-02,374.972
2003-07-03,374.127
2003-07-04,375.147
2003-07-07,377.098
2003-07-08,375.793
2003-07-09,375.408
2003-07-10,374.499
2003-07-11,376.587
2003-07-14,378.246
2003-07-15,374.98
2003-07-16,372.956
2003-07-17,372.339
2003-07-18,375.401
2003-07-21,376.712
2003-07-22,378.688
2003-07-23,379.851
2003-07-24,383.994
2003-07-25,383.28
2003-07-28,383.559
2003-07-29,379.222
2003-07-30,375.2
2003-07-31,373.437
2003-08-01,370.615
2003-08-04,371.953
2003-08-05,373.911
2003-08-06,372.513
2003-08-07,375.008
2003-08-08,376.022
2003-08-11,380.812
2003-08-12,380.926
2003-08-13,380.869
2003-08-14,384.332
2003-08-15,384.059
2003-08-18,384.018
2003-08-19,381.185
2003-08-20,379.703
2003-08-21,373.179
2003-08-22,371.419
2003-08-25,369.377
2003-08-26,365.779
2003-08-27,367.587
2003-08-28,369.867
2003-08-29,368.686
2003-09-01,372.085
2003-09-02,367.858
2003-09-03,369.452
2003-09-04,371.859
2003-09-05,375.134
2003-09-08,379.721
2003-09-09,380.434
2003-09-10,379.346
2003-09-11,380.095
2003-09-12,383.322
2003-09-15,382.933
2003-09-16,382.439
2003-09-17,385.26
2003-09-18,390.19
2003-09-19,392.342
2003-09-22,388.336
2003-09-23,388.614
2003-09-24,389.499
2003-09-25,388.39
2003-09-26,384.452
2003-09-29,385.751
2003-09-30,383.845
2003-10-01,391.895
2003-10-02,389.559
2003-10-03,393.294
2003-10-06,392.359
2003-10-07,394.809
2003-10-08,397.082
2003-10-09,398.464
2003-10-10,399.273
2003-10-13,398.08
2003-10-14,399.661
2003-10-15,403.275
2003-10-16,405.458
2003-10-17,401.3
2003-10-20,402.81
2003-10-21,403.345
2003-10-22,401.339
2003-10-23,398.528
2003-10-24,401.052
2003-10-27,402.097
2003-10-28,401.591
2003-10-29,401.685
2003-10-30,402.494
2003-10-31,400.657
2003-11-03,401.341
2003-11-04,402.898
2003-11-05,401.014
2003-11-06,401.616
2003-11-07,407.114
2003-11-10,407.182
2003-11-11,403.248
2003-11-12,407.261
2003-11-13,412.104
2003-11-14,416.985
2003-11-17,411.166
2003-11-18,416.551
2003-11-19,416.841
2003-11-20,416.137
2003-11-21,417.073
2003-11-24,418.807
2003-11-25,420.709
2003-11-26,424.405
2003-11-27,427.572
2003-11-28,432.478
2003-12-01,435.933
2003-12-02,439.874
2003-12-03,442.537
2003-12-04,441.576
2003-12-05,443.19
2003-12-08,444.021
2003-12-09,446.39
2003-12-10,445.577
2003-12-11,443.736
2003-12-12,446.603
2003-12-15,449.283
2003-12-16,451.306
2003-12-17,453.56
2003-12-18,454.83
2003-12-19,452.466
2003-12-22,449.459
2003-12-23,448.327
2003-12-24,449.59
2003-12-25,449.59
2003-12-26,449.41
2003-12-29,453.382
2003-12-30,452.529
2003-12-31,455.527
2004-01-01,455.527
2004-01-02,463.829
2004-01-05,470.815
2004-01-06,476.646
2004-01-07,468.297
2004-01-08,472.871
2004-01-09,473.673
2004-01-12,473.874
2004-01-13,475.191
2004-01-14,473.182
2004-01-15,471.54
2004-01-16,464.357
2004-01-19,466.88
2004-01-20,473.536
2004-01-21,476.625
2004-01-22,478.703
2004-01-23,477.659
2004-01-26,472.263
2004-01-27,475.107
2004-01-28,476.971
2004-01-29,465.06
2004-01-30,464.105
2004-02-02,466.852
2004-02-03,469.988
2004-02-04,468.362
2004-02-05,469.753
2004-02-06,475.645
2004-02-09,479.543
2004-02-10,480.687
2004-02-11,481.398
2004-02-12,486.632
2004-02-13,481.384
2004-02-16,481.893
2004-02-17,487.205
2004-02-18,488.712
2004-02-19,487.015
2004-02-20,481.758
2004-02-23,483.63
2004-02-24,484.899
2004-02-25,480.488
2004-02-26,477.69
2004-02-27,478.282
2004-03-01,485.274
2004-03-02,481.26
2004-03-03,474.348
2004-03-04,477.249
2004-03-05,485.936
2004-03-08,485.732
2004-03-09,488.619
2004-03-10,482.329
2004-03-11,473.232
2004-03-12,467.55
2004-03-15,460.185
2004-03-16,465.298
2004-03-17,462.675
2004-03-18,465.713
2004-03-19,466.119
2004-03-22,460.958
2004-03-23,457.412
2004-03-24,456.234
2004-03-25,459.553
2004-03-26,459.297
2004-03-29,467.321
2004-03-30,468.392
2004-03-31,473.159
2004-04-01,479.556
2004-04-02,478.051
2004-04-05,474.85
2004-04-06,476.072
2004-04-07,476.423
2004-04-08,477.343
2004-04-09,477.343
2004-04-12,476.002
2004-04-13,477.696
2004-04-14,475.173
2004-04-15,476.879
2004-04-16,484.487
2004-04-19,484.691
2004-04-20,482.691
2004-04-21,477.907
2004-04-22,479.285
2004-04-23,478.582
2004-04-26,480.494
2004-04-27,482.636
2004-04-28,476.602
2004-04-29,477.784
2004-04-30,478.79
2004-05-03,481.132
2004-05-04,485.57
2004-05-05,490.189
2004-05-06,479.556
2004-05-07,470.278
2004-05-10,457.951
2004-05-11,460.512
2004-05-12,458.48
2004-05-13,460.247
2004-05-14,460.293
2004-05-17,460.868
2004-05-18,460.556
2004-05-19,469.828
2004-05-20,464.302
2004-05-21,466.2
2004-05-24,468.157
2004-05-25,472.938
2004-05-26,477.298
2004-05-27,485.833
2004-05-28,483.583
2004-05-31,483.545
2004-06-01,483.165
2004-06-02,488.635
2004-06-03,487.481
2004-06-04,490.551
2004-06-07,497.03
2004-06-08,497.145
2004-06-09,488.457
2004-06-10,491.105
2004-06-11,487.994
2004-06-14,487.819
2004-06-15,493.544
2004-06-16,492.963
2004-06-17,495.829
2004-06-18,499.773
2004-06-21,500.23
2004-06-22,497.62
2004-06-23,499.066
2004-06-24,503.633
2004-06-25,502.463
2004-06-28,506.141
2004-06-29,501.226
2004-06-30,499.97
2004-07-01,497.685
2004-07-02,503.953
2004-07-05,503.901
2004-07-06,503.198
2004-07-07,506.232
2004-07-08,510.04
2004-07-09,511.042
2004-07-12,507.923
2004-07-13,504.94
2004-07-14,506.093
2004-07-15,501.955
2004-07-16,506.091
2004-07-19,503.361
2004-07-20,502.361
2004-07-21,496.832
2004-07-22,493.527
2004-07-23,487.855
2004-07-26,485.661
2004-07-27,485.272
2004-07-28,483.678
2004-07-29,490.629
2004-07-30,493.099
2004-08-02,491.723
2004-08-03,494.746
2004-08-04,490.545
2004-08-05,487.484
2004-08-06,488.856
2004-08-09,484.552
2004-08-10,490.093
2004-08-11,481.371
2004-08-12,483.025
2004-08-13,486.845
2004-08-16,490.283
2004-08-17,488.985
2004-08-18,488.456
2004-08-19,491.569
2004-08-20,489.24
2004-08-23,488.982
2004-08-24,485.636
2004-08-25,486.34
2004-08-26,487.363
2004-08-27,488.45
2004-08-30,487.68
2004-08-31,491.409
2004-09-01,496.706
2004-09-02,500.419
2004-09-03,501.16
2004-09-06,501.617
2004-09-07,501.87
2004-09-08,502.785
2004-09-09,501.703
2004-09-10,508.478
2004-09-13,510.331
2004-09-14,511.249
2004-09-15,505.456
2004-09-16,505.685
2004-09-17,510.814
2004-09-20,509.818
2004-09-21,517.927
2004-09-22,515.59
2004-09-23,517.344
2004-09-24,518.477
2004-09-27,518.567
2004-09-28,523.005
2004-09-29,523.611
2004-09-30,523.628
2004-10-01,532.819
2004-10-04,528.382
2004-10-05,532.469
2004-10-06,531.726
2004-10-07,532.428
2004-10-08,535.801
2004-10-11,534.395
2004-10-12,527.183
2004-10-13,524.936
2004-10-14,529.557
2004-10-15,533.76
2004-10-18,534.255
2004-10-19,536.989
2004-10-20,537.745
2004-10-21,540.875
2004-10-22,543.11
2004-10-25,543.823
2004-10-26,544.065
2004-10-27,549.84
2004-10-28,551.809
2004-10-29,549.852
2004-11-01,556.299
2004-11-02,556.249
2004-11-03,561.757
2004-11-04,567.991
2004-11-05,571.277
2004-11-08,572.947
2004-11-09,570.02
2004-11-10,571.034
2004-11-11,575.981
2004-11-12,577.455
2004-11-15,575.399
2004-11-16,572.77
2004-11-17,582.217
2004-11-18,582.606
2004-11-19,582.44
2004-11-22,581.24
2004-11-23,582.818
2004-11-24,587.588
2004-11-25,593.791
2004-11-26,593.74
2004-11-29,593.711
2004-11-30,592.636
2004-12-01,599.404
2004-12-02,597.554
2004-12-03,599.997
2004-12-06,605.126
2004-12-07,608.733
2004-12-08,602.902
2004-12-09,598.583
2004-12-10,601.205
2004-12-13,606.77
2004-12-14,609.288
2004-12-15,615.102
2004-12-16,610.263
2004-12-17,606.809
2004-12-20,617.264
2004-12-21,616.781
2004-12-22,622.99
2004-12-23,630.052
2004-12-24,631.685
2004-12-27,635.158
2004-12-28,636.055
2004-12-29,635.021
2004-12-30,636.936
2004-12-31,635.183
2005-01-03,631.103
2005-01-04,623.764
2005-01-05,620.098
2005-01-06,616.984
2005-01-07,613.002
2005-01-10,615.074
2005-01-11,611.903
2005-01-12,618.198
2005-01-13,620.556
2005-01-14,620.0
2005-01-17,619.863
2005-01-18,616.58
2005-01-19,618.223
2005-01-20,614.887
2005-01-21,619.396
2005-01-24,619.091
2005-01-25,618.837
2005-01-26,622.363
2005-01-27,619.389
2005-01-28,615.135
2005-01-31,623.21
2005-02-01,625.443
2005-02-02,629.692
2005-02-03,626.075
2005-02-04,631.416
2005-02-07,628.478
2005-02-08,627.082
2005-02-09,625.925
2005-02-10,631.764
2005-02-11,634.673
2005-02-14,639.136
2005-02-15,640.65
2005-02-16,637.499
2005-02-17,642.719
2005-02-18,639.146
2005-02-21,630.433
2005-02-22,632.496
2005-02-23,628.92
2005-02-24,631.941
2005-02-25,637.473
2005-02-28,644.121
2005-03-01,641.453
2005-03-02,637.646
2005-03-03,638.288
2005-03-04,648.413
2005-03-07,646.983
2005-03-08,651.059
2005-03-09,651.241
2005-03-10,647.148
2005-03-11,649.653
2005-03-14,645.601
2005-03-15,650.035
2005-03-16,648.526
2005-03-17,647.136
2005-03-18,645.323
2005-03-21,641.976
2005-03-22,643.57
2005-03-23,632.991
2005-03-24,635.28
2005-03-25,635.28
2005-03-28,630.821
2005-03-29,634.836
2005-03-30,636.636
2005-03-31,640.477
2005-04-01,643.418
2005-04-04,635.413
2005-04-05,640.573
2005-04-06,640.987
2005-04-07,650.659
2005-04-08,645.697
2005-04-11,651.318
2005-04-12,644.065
2005-04-13,645.012
2005-04-14,638.409
2005-04-15,630.045
2005-04-18,623.362
2005-04-19,624.847
2005-04-20,626.396
2005-04-21,629.998
2005-04-22,631.727
2005-04-25,627.79
2005-04-26,626.025
2005-04-27,619.906
2005-04-28,616.492
2005-04-29,619.61
2005-05-02,619.875
2005-05-03,623.224
2005-05-04,627.493
2005-05-05,629.765
2005-05-06,626.12
2005-05-09,623.946
2005-05-10,622.524
2005-05-11,620.804
2005-05-12,619.993
2005-05-13,614.908
2005-05-16,611.594
2005-05-17,607.576
2005-05-18,618.208
2005-05-19,619.323
2005-05-20,617.336
2005-05-23,626.431
2005-05-24,625.663
2005-05-25,625.802
2005-05-26,624.777
2005-05-27,624.337
2005-05-30,623.212
2005-05-31,613.706
2005-06-01,616.331
2005-06-02,617.251
2005-06-03,613.71
2005-06-06,612.209
2005-06-07,617.383
2005-06-08,620.392
2005-06-09,612.762
2005-06-10,610.387
2005-06-13,611.529
2005-06-14,614.65
2005-06-15,618.068
2005-06-16,618.427
2005-06-17,624.746
2005-06-20,619.962
2005-06-21,621.711
2005-06-22,619.946
2005-06-23,617.116
2005-06-24,614.073
2005-06-27,611.48
2005-06-28,613.781
2005-06-29,615.859
2005-06-30,620.342
2005-07-01,616.456
2005-07-04,618.033
2005-07-05,616.197
2005-07-06,621.865
2005-07-07,615.852
2005-07-08,626.349
2005-07-11,635.391
2005-07-12,638.63
2005-07-13,637.643
2005-07-14,639.874
2005-07-15,633.602
2005-07-18,635.295
2005-07-19,636.564
2005-07-20,633.664
2005-07-21,639.437
2005-07-22,639.806
2005-07-25,640.482
2005-07-26,639.24
2005-07-27,641.653
2005-07-28,646.526
2005-07-29,649.422
2005-08-01,649.787
2005-08-02,655.826
2005-08-03,662.689
2005-08-04,659.174
2005-08-05,653.975
2005-08-08,660.47
2005-08-09,662.585
2005-08-10,670.484
2005-08-11,673.478
2005-08-12,671.855
2005-08-15,668.261
2005-08-16,662.549
2005-08-17,658.269
2005-08-18,646.24
2005-08-19,654.935
2005-08-22,661.319
2005-08-23,653.19
2005-08-24,661.226
2005-08-25,659.045
2005-08-26,655.72
2005-08-29,655.054
2005-08-30,650.896
2005-08-31,666.199
2005-09-01,680.028
2005-09-02,683.286
2005-09-05,683.114
2005-09-06,684.083
2005-09-07,683.904
2005-09-08,683.055
2005-09-09,685.799
2005-09-12,678.217
2005-09-13,674.436
2005-09-14,681.992
2005-09-15,677.589
2005-09-16,682.618
2005-09-19,678.692
2005-09-20,681.099
2005-09-21,682.202
2005-09-22,673.81
2005-09-23,670.457
2005-09-26,675.431
2005-09-27,673.052
2005-09-28,676.193
2005-09-29,675.005
2005-09-30,676.733
2005-10-03,669.003
2005-10-04,663.054
2005-10-05,654.413
2005-10-06,657.203
2005-10-07,652.933
2005-10-10,649.472
2005-10-11,647.741
2005-10-12,646.945
2005-10-13,632.192
2005-10-14,640.531
2005-10-17,640.592
2005-10-18,627.185
2005-10-19,615.011
2005-10-20,617.57
2005-10-21,619.655
2005-10-24,626.221
2005-10-25,630.705
2005-10-26,633.022
2005-10-27,622.828
2005-10-28,622.801
2005-10-31,627.81
2005-11-01,628.081
2005-11-02,636.113
2005-11-03,642.092
2005-11-04,633.525
2005-11-07,631.394
