Date,FINLAND IMI IMI (Large+Mid+Small Cap)
2004-06-30,441.905
2004-07-30,391.364
2004-08-31,394.655
2004-09-30,436.076
2004-10-29,473.568
2004-11-30,515.491
2004-12-31,510.713
2005-01-31,495.346
2005-02-28,532.701
2005-03-31,517.661
2005-04-29,522.473
2005-05-31,543.968
2005-06-30,549.426
2005-07-29,549.701
2005-08-31,549.511
2005-09-30,578.93
2005-10-31,553.474
2005-11-30,560.261
2005-12-30,593.283
2006-01-31,623.701
2006-02-28,644.526
2006-03-31,713.561
2006-04-28,756.785
2006-05-31,712.06
2006-06-30,693.695
2006-07-31,685.803
2006-08-31,718.28
2006-09-29,701.942
2006-10-31,729.801
2006-11-30,757.249
2006-12-29,782.472
2007-01-31,811.565
2007-02-28,818.968
2007-03-30,867.237
2007-04-30,943.545
2007-05-31,1000.0
2007-06-29,999.684
2007-07-31,1006.547
2007-08-31,1057.661
2007-09-28,1175.346
2007-10-31,1215.92
2007-11-30,1182.154
2007-12-31,1142.341
2008-01-31,1051.328
2008-02-29,1088.345
2008-03-31,1035.327
2008-04-30,1023.477
2008-05-30,1026.936
2008-06-30,900.297
2008-07-31,904.175
2008-08-29,853.201
2008-09-30,650.971
2008-10-31,529.206
2008-11-28,483.9
2008-12-31,513.091
2009-01-30,436.862
2009-02-27,365.047
2009-03-31,410.53
2009-04-30,526.422
2009-05-29,573.561
2009-06-30,549.422
2009-07-31,556.252
2009-08-31,607.335
2009-09-30,636.909
2009-10-30,592.401
2009-11-30,618.312
2009-12-31,622.681
2010-01-29,636.776
2010-02-26,619.664
2010-03-31,694.008
2010-04-30,642.519
2010-05-31,557.169
2010-06-30,523.501
2010-07-30,591.927
2010-08-31,565.801
2010-09-30,665.137
2010-10-29,690.196
2010-11-30,630.777
2010-12-31,707.605
2011-01-31,733.248
2011-02-28,697.158
2011-03-31,728.785
2011-04-29,782.914
2011-05-31,715.214
2011-06-30,682.567
2011-07-29,612.608
2011-08-31,577.961
2011-09-30,489.812
2011-10-31,561.724
2011-11-30,527.457
2011-12-30,485.181
2012-01-31,527.729
2012-02-29,573.929
2012-03-30,575.464
2012-04-30,540.889
2012-05-31,443.673
2012-06-29,459.237
2012-07-31,462.658
2012-08-31,484.059
2012-09-28,505.378
2012-10-31,518.165
2012-11-30,542.857
2012-12-31,566.182
2013-01-31,605.907
2013-02-28,599.556
2013-03-29,585.778
2013-04-30,617.267
2013-05-31,615.879
2013-06-28,585.736
2013-07-31,621.543
2013-08-30,634.0
2013-09-30,730.116
2013-10-31,767.533
2013-11-29,795.178
2013-12-31,806.03
2014-01-31,749.752
2014-02-28,828.396
2014-03-31,814.33
2014-04-30,837.942
2014-05-30,858.58
2014-06-30,858.559
2014-07-31,842.297
2014-08-29,840.947
2014-09-30,810.619
2014-10-31,803.018
2014-11-28,826.726
2014-12-31,792.729
2015-01-30,804.143
2015-02-27,845.733
2015-03-31,828.616
2015-04-30,824.986
2015-05-29,824.513
2015-06-30,804.376
2015-07-31,838.207
2015-08-31,775.861
2015-09-30,753.265
2015-10-30,822.625
2015-11-30,825.867
2015-12-31,825.621
2016-01-29,794.03
2016-02-29,750.851
2016-03-31,798.683
2016-04-29,801.647
2016-05-31,803.612
2016-06-30,796.899
2016-07-29,844.517
2016-08-31,837.499
2016-09-30,871.735
2016-10-31,814.823
2016-11-30,794.044
2016-12-30,836.416
2017-01-31,835.502
2017-02-28,852.057
2017-03-31,887.636
2017-04-28,951.223
2017-05-31,1012.841
2017-06-30,1012.539
2017-07-31,1032.514
2017-08-31,1038.971
2017-09-29,1050.746
2017-10-31,1026.884
2017-11-30,1026.564
2017-12-29,1031.848
2018-01-31,1096.286
2018-02-28,1115.699
2018-03-30,1103.424
2018-04-30,1147.642
2018-05-31,1130.908
2018-06-29,1116.865
2018-07-31,1123.255
2018-08-31,1146.699
2018-09-28,1139.091
2018-10-31,1032.527
2018-11-30,985.141
2018-12-31,972.657
2019-01-31,1053.915
2019-02-28,1071.407
2019-03-29,1064.574
2019-04-30,1071.723
2019-05-31,1013.511
2019-06-28,1080.264
2019-07-31,1058.221
2019-08-30,1026.036
2019-09-30,1054.24
2019-10-31,1069.153
2019-11-29,1053.117
2019-12-31,1104.188
2020-01-31,1112.341
2020-02-28,1031.578
2020-03-31,876.707
2020-04-30,973.584
2020-05-29,1061.402
2020-06-30,1075.737
2020-07-31,1168.276
2020-08-31,1260.581
2020-09-30,1228.42
2020-10-30,1153.589
2020-11-30,1328.726
2020-12-31,1376.869
2021-01-29,1404.689
2021-02-26,1394.783
2021-03-31,1386.374
2021-04-30,1489.595
2021-05-31,1538.337
2021-06-30,1531.845
2021-07-30,1620.027
2021-08-31,1622.067
2021-09-30,1467.324
2021-10-29,1493.568
2021-11-30,1424.151
2021-12-31,1516.219
2022-01-31,1415.452
2022-02-28,1304.877
2022-03-31,1315.357
2022-04-29,1251.694
2022-05-31,1271.739
2022-06-30,1156.481
2022-07-29,1206.534
2022-08-31,1167.802
2022-09-30,1056.589
2022-10-31,1114.258
2022-11-30,1239.925
2022-12-30,1253.201
2023-01-31,1295.933
2023-02-28,1274.251
2023-03-31,1278.541
2023-04-28,1295.334
2023-05-31,1187.468
2023-06-30,1193.837
2023-07-31,1192.879
2023-08-31,1175.112
2023-09-29,1117.752
2023-10-31,1081.118
2023-11-30,1183.699
2023-12-29,1241.78
2024-01-31,1233.426
2024-02-29,1197.363
2024-03-29,1208.13
2024-04-30,1231.378
2024-05-31,1302.355
2024-06-28,1250.399
2024-07-31,1266.039
2024-08-30,1331.824
2024-09-30,1359.024
2024-10-31,1272.898
2024-11-29,1202.69
2024-12-31,1175.747
2025-01-31,1254.217
2025-02-28,1304.533
2025-03-31,1329.622
2025-04-30,1413.051
2025-05-30,1481.623
2025-06-30,1537.05
2025-07-31,1509.359
2025-08-29,1565.74
