Date,FINLAND IMI IMI (Large+Mid+Small Cap)
2003-05-27,405.791
2003-05-28,423.051
2003-05-29,426.185
2003-05-30,427.877
2003-06-02,433.82
2003-06-03,430.134
2003-06-04,430.041
2003-06-05,426.219
2003-06-06,436.468
2003-06-09,431.43
2003-06-10,424.413
2003-06-11,431.689
2003-06-12,424.264
2003-06-13,419.753
2003-06-16,425.588
2003-06-17,430.951
2003-06-18,426.86
2003-06-19,433.651
2003-06-20,431.332
2003-06-23,418.39
2003-06-24,409.053
2003-06-25,412.797
2003-06-26,409.983
2003-06-27,413.429
2003-06-30,406.042
2003-07-01,401.717
2003-07-02,406.802
2003-07-03,410.236
2003-07-04,405.375
2003-07-07,419.105
2003-07-08,424.125
2003-07-09,435.695
2003-07-10,437.736
2003-07-11,433.476
2003-07-14,439.143
2003-07-15,434.917
2003-07-16,433.779
2003-07-17,387.513
2003-07-18,386.035
2003-07-21,382.881
2003-07-22,384.724
2003-07-23,388.904
2003-07-24,397.8
2003-07-25,395.338
2003-07-28,403.205
2003-07-29,401.52
2003-07-30,398.636
2003-07-31,396.78
2003-08-01,388.846
2003-08-04,386.858
2003-08-05,388.079
2003-08-06,377.46
2003-08-07,376.545
2003-08-08,378.682
2003-08-11,381.573
2003-08-12,383.49
2003-08-13,386.286
2003-08-14,390.087
2003-08-15,388.33
2003-08-18,390.224
2003-08-19,401.695
2003-08-20,403.953
2003-08-21,406.431
2003-08-22,406.711
2003-08-25,402.025
2003-08-26,396.829
2003-08-27,411.016
2003-08-28,414.371
2003-08-29,420.482
2003-09-01,423.197
2003-09-02,417.11
2003-09-03,429.125
2003-09-04,427.528
2003-09-05,427.094
2003-09-08,433.332
2003-09-09,421.798
2003-09-10,406.933
2003-09-11,408.098
2003-09-12,412.017
2003-09-15,413.538
2003-09-16,411.708
2003-09-17,411.752
2003-09-18,413.929
2003-09-19,415.406
2003-09-22,410.908
2003-09-23,408.787
2003-09-24,408.676
2003-09-25,402.886
2003-09-26,404.59
2003-09-29,411.909
2003-09-30,407.083
2003-10-01,413.343
2003-10-02,420.171
2003-10-03,434.98
2003-10-06,431.629
2003-10-07,431.949
2003-10-08,434.96
2003-10-09,443.529
2003-10-10,442.186
2003-10-13,446.246
2003-10-14,441.431
2003-10-15,444.416
2003-10-16,435.053
2003-10-17,442.161
2003-10-20,440.138
2003-10-21,445.34
2003-10-22,442.869
2003-10-23,441.307
2003-10-24,443.795
2003-10-27,440.219
2003-10-28,444.693
2003-10-29,451.36
2003-10-30,450.904
2003-10-31,449.523
2003-11-03,453.755
2003-11-04,452.094
2003-11-05,445.65
2003-11-06,453.569
2003-11-07,460.208
2003-11-10,457.03
2003-11-11,452.119
2003-11-12,462.209
2003-11-13,469.883
2003-11-14,472.025
2003-11-17,462.025
2003-11-18,466.975
2003-11-19,461.6
2003-11-20,465.613
2003-11-21,466.241
2003-11-24,474.734
2003-11-25,468.491
2003-11-26,473.01
2003-11-27,475.468
2003-11-28,475.438
2003-12-01,473.525
2003-12-02,479.806
2003-12-03,481.331
2003-12-04,484.048
2003-12-05,481.012
2003-12-08,478.431
2003-12-09,475.993
2003-12-10,472.731
2003-12-11,469.941
2003-12-12,473.532
2003-12-15,476.145
2003-12-16,466.737
2003-12-17,462.289
2003-12-18,462.196
2003-12-19,461.924
2003-12-22,459.408
2003-12-23,462.708
2003-12-24,464.012
2003-12-25,464.012
2003-12-26,463.825
2003-12-29,460.849
2003-12-30,465.576
2003-12-31,468.66
2004-01-01,468.66
2004-01-02,473.125
2004-01-05,479.626
2004-01-06,482.503
2004-01-07,486.106
2004-01-08,524.128
2004-01-09,531.914
2004-01-12,535.222
2004-01-13,531.47
2004-01-14,534.117
2004-01-15,528.634
2004-01-16,529.202
2004-01-19,532.382
2004-01-20,534.224
2004-01-21,523.583
2004-01-22,541.607
2004-01-23,541.655
2004-01-26,535.61
2004-01-27,540.337
2004-01-28,536.5
2004-01-29,521.646
2004-01-30,524.182
2004-02-02,526.041
2004-02-03,530.994
2004-02-04,524.217
2004-02-05,524.015
2004-02-06,536.876
2004-02-09,543.879
2004-02-10,555.187
2004-02-11,559.071
2004-02-12,570.039
2004-02-13,560.041
2004-02-16,561.957
2004-02-17,567.773
2004-02-18,571.487
2004-02-19,572.776
2004-02-20,562.522
2004-02-23,570.293
2004-02-24,565.88
2004-02-25,557.095
2004-02-26,554.347
2004-02-27,555.655
2004-03-01,559.456
2004-03-02,563.131
2004-03-03,556.088
2004-03-04,568.05
2004-03-05,582.935
2004-03-08,582.331
2004-03-09,571.515
2004-03-10,557.365
2004-03-11,544.663
2004-03-12,539.571
2004-03-15,530.449
2004-03-16,536.422
2004-03-17,539.071
2004-03-18,530.918
2004-03-19,526.246
2004-03-22,513.747
2004-03-23,514.329
2004-03-24,510.911
2004-03-25,520.911
2004-03-26,517.418
2004-03-29,527.055
2004-03-30,527.523
2004-03-31,537.55
2004-04-01,543.665
2004-04-02,552.162
2004-04-05,544.744
2004-04-06,487.122
2004-04-07,480.734
2004-04-08,481.57
2004-04-09,481.57
2004-04-12,480.217
2004-04-13,476.098
2004-04-14,468.224
2004-04-15,462.705
2004-04-16,442.915
2004-04-19,447.085
2004-04-20,449.35
2004-04-21,441.117
2004-04-22,448.686
2004-04-23,448.898
2004-04-26,451.149
2004-04-27,449.993
2004-04-28,440.627
2004-04-29,435.858
2004-04-30,428.959
2004-05-03,430.105
2004-05-04,429.895
2004-05-05,437.197
2004-05-06,428.327
2004-05-07,425.651
2004-05-10,413.374
2004-05-11,415.857
2004-05-12,412.519
2004-05-13,410.656
2004-05-14,404.298
2004-05-17,402.06
2004-05-18,407.216
2004-05-19,416.246
2004-05-20,412.544
2004-05-21,404.869
2004-05-24,408.119
2004-05-25,407.4
2004-05-26,410.413
2004-05-27,422.597
2004-05-28,419.741
2004-05-31,424.472
2004-06-01,420.171
2004-06-02,421.283
2004-06-03,420.378
2004-06-04,427.46
2004-06-07,437.526
2004-06-08,436.403
2004-06-09,433.574
2004-06-10,432.014
2004-06-11,433.249
2004-06-14,428.92
2004-06-15,430.619
2004-06-16,426.186
2004-06-17,424.912
2004-06-18,431.721
2004-06-21,432.032
2004-06-22,428.264
2004-06-23,431.158
2004-06-24,437.007
2004-06-25,435.571
2004-06-28,439.44
2004-06-29,435.357
2004-06-30,441.905
2004-07-01,444.441
2004-07-02,443.128
2004-07-05,441.269
2004-07-06,437.43
2004-07-07,437.942
2004-07-08,442.216
2004-07-09,443.395
2004-07-12,441.201
2004-07-13,437.115
2004-07-14,434.457
2004-07-15,403.822
2004-07-16,403.135
2004-07-19,398.337
2004-07-20,400.111
2004-07-21,400.217
2004-07-22,393.454
2004-07-23,388.601
2004-07-26,390.097
2004-07-27,389.201
2004-07-28,384.533
2004-07-29,391.731
2004-07-30,391.364
2004-08-02,389.733
2004-08-03,394.371
2004-08-04,390.592
2004-08-05,390.62
2004-08-06,385.684
2004-08-09,382.743
2004-08-10,388.945
2004-08-11,383.325
2004-08-12,379.924
2004-08-13,385.826
2004-08-16,389.319
2004-08-17,394.799
2004-08-18,394.376
2004-08-19,399.193
2004-08-20,395.555
2004-08-23,397.583
2004-08-24,394.044
2004-08-25,392.528
2004-08-26,397.073
2004-08-27,395.134
2004-08-30,394.906
2004-08-31,394.655
2004-09-01,396.656
2004-09-02,402.545
2004-09-03,403.693
2004-09-06,407.371
2004-09-07,407.788
2004-09-08,411.729
2004-09-09,426.808
2004-09-10,432.376
2004-09-13,433.699
2004-09-14,433.174
2004-09-15,426.462
2004-09-16,429.867
2004-09-17,433.385
2004-09-20,434.931
2004-09-21,437.707
2004-09-22,434.074
2004-09-23,431.077
2004-09-24,431.462
2004-09-27,429.547
2004-09-28,427.603
2004-09-29,431.958
2004-09-30,436.076
2004-10-01,447.474
2004-10-04,448.167
2004-10-05,448.357
2004-10-06,446.664
2004-10-07,447.837
2004-10-08,447.583
2004-10-11,445.483
2004-10-12,437.928
2004-10-13,443.749
2004-10-14,449.793
2004-10-15,458.7
2004-10-18,456.984
2004-10-19,468.59
2004-10-20,462.09
2004-10-21,464.727
2004-10-22,467.98
2004-10-25,465.076
2004-10-26,463.609
2004-10-27,471.43
2004-10-28,472.505
2004-10-29,473.568
2004-11-01,479.979
2004-11-02,480.848
2004-11-03,485.3
2004-11-04,486.527
2004-11-05,492.556
2004-11-08,491.158
2004-11-09,493.396
2004-11-10,499.892
2004-11-11,505.74
2004-11-12,506.589
2004-11-15,505.701
2004-11-16,502.453
2004-11-17,512.052
2004-11-18,511.903
2004-11-19,509.101
2004-11-22,505.721
2004-11-23,504.75
2004-11-24,509.175
2004-11-25,515.633
2004-11-26,518.12
2004-11-29,518.357
2004-11-30,515.491
2004-12-01,518.348
2004-12-02,523.133
2004-12-03,519.08
2004-12-06,521.254
2004-12-07,521.824
2004-12-08,509.324
2004-12-09,502.326
2004-12-10,500.733
2004-12-13,499.183
2004-12-14,498.394
2004-12-15,502.518
2004-12-16,493.358
2004-12-17,485.03
2004-12-20,496.655
2004-12-21,501.067
2004-12-22,506.963
2004-12-23,512.444
2004-12-24,513.773
2004-12-27,513.913
2004-12-28,512.623
2004-12-29,510.997
2004-12-30,512.122
2004-12-31,510.713
2005-01-03,508.136
2005-01-04,504.33
2005-01-05,500.395
2005-01-06,496.456
2005-01-07,495.092
2005-01-10,501.254
2005-01-11,496.612
2005-01-12,496.324
2005-01-13,493.607
2005-01-14,491.709
2005-01-17,495.659
2005-01-18,491.387
2005-01-19,488.973
2005-01-20,474.468
2005-01-21,473.477
2005-01-24,472.832
2005-01-25,470.939
2005-01-26,478.345
2005-01-27,492.43
2005-01-28,488.677
2005-01-31,495.346
2005-02-01,499.507
2005-02-02,505.572
2005-02-03,505.224
2005-02-04,507.921
2005-02-07,506.296
2005-02-08,507.575
2005-02-09,508.686
2005-02-10,509.823
2005-02-11,514.858
2005-02-14,517.962
2005-02-15,520.024
2005-02-16,518.32
2005-02-17,519.034
2005-02-18,521.468
2005-02-21,519.719
2005-02-22,529.53
2005-02-23,520.595
2005-02-24,523.188
2005-02-25,530.588
2005-02-28,532.701
2005-03-01,530.86
2005-03-02,528.165
2005-03-03,529.16
2005-03-04,537.882
2005-03-07,537.146
2005-03-08,540.85
2005-03-09,540.803
2005-03-10,539.344
2005-03-11,542.365
2005-03-14,538.739
2005-03-15,541.651
2005-03-16,538.388
2005-03-17,539.117
2005-03-18,534.847
2005-03-21,527.378
2005-03-22,526.889
2005-03-23,514.685
2005-03-24,514.202
2005-03-25,514.202
2005-03-28,510.593
2005-03-29,513.102
2005-03-30,513.544
2005-03-31,517.661
2005-04-01,518.759
2005-04-04,505.714
2005-04-05,510.962
2005-04-06,513.891
2005-04-07,522.851
2005-04-08,526.373
2005-04-11,527.654
2005-04-12,521.299
2005-04-13,524.676
2005-04-14,518.477
2005-04-15,510.194
2005-04-18,506.371
2005-04-19,514.562
2005-04-20,521.426
2005-04-21,532.8
2005-04-22,538.563
2005-04-25,535.537
2005-04-26,531.818
2005-04-27,525.377
2005-04-28,524.394
2005-04-29,522.473
2005-05-02,524.086
2005-05-03,525.858
2005-05-04,535.412
2005-05-05,534.771
2005-05-06,543.247
2005-05-09,545.842
2005-05-10,544.187
2005-05-11,539.722
2005-05-12,540.248
2005-05-13,542.538
2005-05-16,544.25
2005-05-17,544.33
2005-05-18,555.667
2005-05-19,556.984
2005-05-20,551.967
2005-05-23,556.574
2005-05-24,556.904
2005-05-25,549.859
2005-05-26,550.301
2005-05-27,553.207
2005-05-30,550.619
2005-05-31,543.968
2005-06-01,550.66
2005-06-02,552.914
2005-06-03,551.534
2005-06-06,547.02
2005-06-07,553.03
2005-06-08,553.874
2005-06-09,544.411
2005-06-10,546.373
2005-06-13,545.4
2005-06-14,550.25
2005-06-15,549.353
2005-06-16,552.522
2005-06-17,557.69
2005-06-20,553.408
2005-06-21,557.191
2005-06-22,561.192
2005-06-23,558.262
2005-06-24,559.953
2005-06-27,550.335
2005-06-28,548.671
2005-06-29,553.082
2005-06-30,549.426
2005-07-01,544.843
2005-07-04,542.798
2005-07-05,544.015
2005-07-06,548.959
2005-07-07,542.194
2005-07-08,550.567
2005-07-11,564.412
2005-07-12,567.68
2005-07-13,568.795
2005-07-14,570.546
2005-07-15,568.496
2005-07-18,568.498
2005-07-19,574.57
2005-07-20,569.157
2005-07-21,543.881
2005-07-22,537.263
2005-07-25,532.671
2005-07-26,532.862
2005-07-27,541.627
2005-07-28,549.12
2005-07-29,549.701
2005-08-01,549.73
2005-08-02,554.429
2005-08-03,559.442
2005-08-04,557.69
2005-08-05,553.248
2005-08-08,558.673
2005-08-09,562.377
2005-08-10,570.783
2005-08-11,564.62
2005-08-12,563.833
2005-08-15,558.682
2005-08-16,554.406
2005-08-17,548.991
2005-08-18,542.29
2005-08-19,546.468
2005-08-22,551.499
2005-08-23,548.277
2005-08-24,547.899
2005-08-25,545.182
2005-08-26,542.928
2005-08-29,542.031
2005-08-30,540.824
2005-08-31,549.511
2005-09-01,560.781
2005-09-02,563.458
2005-09-05,565.552
2005-09-06,567.241
2005-09-07,568.062
2005-09-08,564.206
2005-09-09,570.709
2005-09-12,565.641
2005-09-13,577.482
2005-09-14,579.942
2005-09-15,575.592
2005-09-16,574.189
2005-09-19,573.511
2005-09-20,578.291
2005-09-21,575.009
2005-09-22,571.794
2005-09-23,568.826
2005-09-26,572.242
2005-09-27,567.587
2005-09-28,568.267
2005-09-29,567.856
2005-09-30,578.93
2005-10-03,578.027
2005-10-04,579.352
2005-10-05,573.672
2005-10-06,573.579
2005-10-07,568.338
2005-10-10,568.798
2005-10-11,569.354
2005-10-12,568.459
2005-10-13,555.118
2005-10-14,561.207
2005-10-17,561.329
2005-10-18,557.945
2005-10-19,550.656
2005-10-20,537.184
2005-10-21,534.724
2005-10-24,539.765
2005-10-25,546.3
2005-10-26,547.893
2005-10-27,543.056
2005-10-28,541.792
2005-10-31,553.474
2005-11-01,558.934
2005-11-02,562.899
2005-11-03,566.868
2005-11-04,560.586
2005-11-07,558.328
2005-11-08,555.775
