Date,IRELAND SMALL CAP Small Cap
2001-05-30,103.476
2001-05-31,102.107
2001-06-01,102.132
2001-06-04,102.271
2001-06-05,103.973
2001-06-06,104.78
2001-06-07,106.338
2001-06-08,107.634
2001-06-11,106.457
2001-06-12,106.396
2001-06-13,107.197
2001-06-14,108.081
2001-06-15,107.81
2001-06-18,108.171
2001-06-19,107.031
2001-06-20,106.166
2001-06-21,106.808
2001-06-22,106.88
2001-06-25,108.029
2001-06-26,107.825
2001-06-27,107.559
2001-06-28,105.889
2001-06-29,106.516
2001-07-02,106.046
2001-07-03,106.467
2001-07-04,106.04
2001-07-05,105.588
2001-07-06,106.127
2001-07-09,107.176
2001-07-10,107.785
2001-07-11,107.812
2001-07-12,107.908
2001-07-13,108.111
2001-07-16,109.495
2001-07-17,108.79
2001-07-18,111.286
2001-07-19,111.261
2001-07-20,111.278
2001-07-23,109.865
2001-07-24,111.704
2001-07-25,110.821
2001-07-26,107.988
2001-07-27,107.294
2001-07-30,107.568
2001-07-31,107.008
2001-08-01,108.111
2001-08-02,108.961
2001-08-03,107.654
2001-08-06,106.845
2001-08-07,105.213
2001-08-08,105.318
2001-08-09,103.362
2001-08-10,103.722
2001-08-13,105.038
2001-08-14,105.641
2001-08-15,107.886
2001-08-16,107.541
2001-08-17,107.995
2001-08-20,107.561
2001-08-21,107.903
2001-08-22,109.169
2001-08-23,108.828
2001-08-24,108.413
2001-08-27,108.595
2001-08-28,109.081
2001-08-29,109.641
2001-08-30,109.506
2001-08-31,109.103
2001-09-03,109.126
2001-09-04,107.304
2001-09-05,107.1
2001-09-06,107.396
2001-09-07,108.197
2001-09-10,105.165
2001-09-11,101.024
2001-09-12,99.517
2001-09-13,101.694
2001-09-14,102.372
2001-09-17,100.684
2001-09-18,99.836
2001-09-19,98.988
2001-09-20,95.07
2001-09-21,86.316
2001-09-24,90.676
2001-09-25,92.843
2001-09-26,93.944
2001-09-27,93.612
2001-09-28,92.756
2001-10-01,91.285
2001-10-02,91.323
2001-10-03,91.83
2001-10-04,92.716
2001-10-05,92.053
2001-10-08,91.343
2001-10-09,92.094
2001-10-10,91.972
2001-10-11,92.011
2001-10-12,94.107
2001-10-15,93.876
2001-10-16,96.098
2001-10-17,97.775
2001-10-18,97.835
2001-10-19,96.771
2001-10-22,97.402
2001-10-23,97.758
2001-10-24,98.2
2001-10-25,98.588
2001-10-26,99.112
2001-10-29,99.59
2001-10-30,99.001
2001-10-31,99.159
2001-11-01,98.841
2001-11-02,98.606
2001-11-05,97.678
2001-11-06,99.469
2001-11-07,98.319
2001-11-08,97.331
2001-11-09,98.705
2001-11-12,98.417
2001-11-13,98.307
2001-11-14,99.118
2001-11-15,99.574
2001-11-16,102.412
2001-11-19,103.118
2001-11-20,105.556
2001-11-21,104.93
2001-11-22,105.431
2001-11-23,105.298
2001-11-26,107.516
2001-11-27,107.23
2001-11-28,110.278
2001-11-29,108.886
2001-11-30,110.451
2001-12-03,109.554
2001-12-04,110.313
2001-12-05,111.295
2001-12-06,112.175
2001-12-07,113.742
2001-12-10,113.375
2001-12-11,114.524
2001-12-12,114.44
2001-12-13,114.391
2001-12-14,114.037
2001-12-17,115.87
2001-12-18,116.412
2001-12-19,115.515
2001-12-20,117.161
2001-12-21,115.521
2001-12-24,114.369
2001-12-25,114.369
2001-12-26,114.466
2001-12-27,115.533
2001-12-28,116.006
2001-12-31,116.962
2002-01-01,116.962
2002-01-02,118.931
2002-01-03,118.931
2002-01-04,119.943
2002-01-07,121.662
2002-01-08,121.778
2002-01-09,120.758
2002-01-10,120.694
2002-01-11,120.92
2002-01-14,121.625
2002-01-15,120.545
2002-01-16,118.669
2002-01-17,119.319
2002-01-18,119.145
2002-01-21,118.651
2002-01-22,119.149
2002-01-23,119.275
2002-01-24,118.679
2002-01-25,116.403
2002-01-28,115.249
2002-01-29,114.916
2002-01-30,113.301
2002-01-31,114.618
2002-02-01,115.643
2002-02-04,116.797
2002-02-05,114.59
2002-02-06,112.603
2002-02-07,110.476
2002-02-08,112.398
2002-02-11,113.177
2002-02-12,114.422
2002-02-13,114.81
2002-02-14,115.552
2002-02-15,115.38
2002-02-18,114.329
2002-02-19,113.788
2002-02-20,113.608
2002-02-21,114.45
2002-02-22,114.145
2002-02-25,113.737
2002-02-26,114.409
2002-02-27,113.95
2002-02-28,114.492
2002-03-01,115.664
2002-03-04,117.731
2002-03-05,118.593
2002-03-06,118.125
2002-03-07,118.775
2002-03-08,120.317
2002-03-11,121.321
2002-03-12,120.72
2002-03-13,121.92
2002-03-14,122.463
2002-03-15,124.578
2002-03-18,124.955
2002-03-19,125.839
2002-03-20,125.497
2002-03-21,124.075
2002-03-22,125.168
2002-03-25,124.512
2002-03-26,124.431
2002-03-27,123.767
2002-03-28,124.013
2002-03-29,124.013
2002-04-01,125.03
2002-04-02,126.258
2002-04-03,125.649
2002-04-04,124.945
2002-04-05,124.652
2002-04-08,123.504
2002-04-09,122.83
2002-04-10,124.322
2002-04-11,125.475
2002-04-12,124.868
2002-04-15,125.984
2002-04-16,127.381
2002-04-17,126.811
2002-04-18,126.556
2002-04-19,127.81
2002-04-22,129.4
2002-04-23,130.251
2002-04-24,131.259
2002-04-25,132.166
2002-04-26,131.564
2002-04-29,132.482
2002-04-30,133.316
2002-05-01,134.236
2002-05-02,133.7
2002-05-03,135.453
2002-05-06,135.905
2002-05-07,134.645
2002-05-08,136.073
2002-05-09,138.796
2002-05-10,138.885
2002-05-13,139.609
2002-05-14,139.199
2002-05-15,141.448
2002-05-16,142.645
2002-05-17,142.915
2002-05-20,143.172
2002-05-21,142.459
2002-05-22,143.237
2002-05-23,141.915
2002-05-24,142.342
2002-05-27,141.913
2002-05-28,143.831
2002-05-29,142.923
2002-05-30,142.105
2002-05-31,141.665
2002-06-03,142.233
2002-06-04,142.139
2002-06-05,141.598
2002-06-06,143.364
2002-06-07,142.725
2002-06-10,143.077
2002-06-11,144.07
2002-06-12,144.546
2002-06-13,144.235
2002-06-14,140.335
2002-06-17,139.375
2002-06-18,140.17
2002-06-19,140.392
2002-06-20,140.285
2002-06-21,141.498
2002-06-24,141.4
2002-06-25,140.414
2002-06-26,139.118
2002-06-27,139.743
2002-06-28,141.324
2002-07-01,141.488
2002-07-02,140.303
2002-07-03,138.214
2002-07-04,139.492
2002-07-05,139.199
2002-07-08,140.462
2002-07-09,140.731
2002-07-10,138.334
2002-07-11,135.722
2002-07-12,135.53
2002-07-15,135.739
2002-07-16,133.957
2002-07-17,136.425
2002-07-18,137.42
2002-07-19,137.852
2002-07-22,135.054
2002-07-23,130.858
2002-07-24,126.426
2002-07-25,129.797
2002-07-26,127.73
2002-07-29,128.17
2002-07-30,129.833
2002-07-31,129.88
2002-08-01,131.172
2002-08-02,129.15
2002-08-05,129.14
2002-08-06,124.916
2002-08-07,129.0
2002-08-08,128.286
2002-08-09,128.775
2002-08-12,128.309
2002-08-13,128.723
2002-08-14,130.521
2002-08-15,131.897
2002-08-16,132.494
2002-08-19,131.964
2002-08-20,133.237
2002-08-21,133.544
2002-08-22,133.695
2002-08-23,133.774
2002-08-26,133.419
2002-08-27,135.827
2002-08-28,135.908
2002-08-29,135.711
2002-08-30,134.995
2002-09-02,135.375
2002-09-03,133.934
2002-09-04,132.116
2002-09-05,129.191
2002-09-06,128.108
2002-09-09,129.12
2002-09-10,127.68
2002-09-11,128.352
2002-09-12,129.078
2002-09-13,127.39
2002-09-16,127.744
2002-09-17,127.774
2002-09-18,126.394
2002-09-19,125.171
2002-09-20,124.572
2002-09-23,123.755
2002-09-24,122.114
2002-09-25,121.485
2002-09-26,122.493
2002-09-27,123.511
2002-09-30,120.624
2002-10-01,121.594
2002-10-02,123.004
2002-10-03,121.424
2002-10-04,120.01
2002-10-07,118.661
2002-10-08,119.005
2002-10-09,115.031
2002-10-10,114.539
2002-10-11,117.447
2002-10-14,116.749
2002-10-15,118.767
2002-10-16,117.666
2002-10-17,117.741
2002-10-18,118.593
2002-10-21,119.293
2002-10-22,119.541
2002-10-23,119.102
2002-10-24,120.293
2002-10-25,120.483
2002-10-28,122.075
2002-10-29,123.521
2002-10-30,124.106
2002-10-31,128.115
2002-11-01,129.123
2002-11-04,130.972
2002-11-05,129.214
2002-11-06,126.945
2002-11-07,128.008
2002-11-08,128.209
2002-11-11,128.9
2002-11-12,128.089
2002-11-13,128.47
2002-11-14,127.917
2002-11-15,129.873
2002-11-18,132.055
2002-11-19,132.696
2002-11-20,131.912
2002-11-21,133.092
2002-11-22,132.364
2002-11-25,131.572
2002-11-26,130.256
2002-11-27,132.075
2002-11-28,134.185
2002-11-29,135.148
2002-12-02,133.951
2002-12-03,133.182
2002-12-04,135.398
2002-12-05,133.413
2002-12-06,136.256
2002-12-09,136.946
2002-12-10,136.48
2002-12-11,138.723
2002-12-12,139.194
2002-12-13,135.479
2002-12-16,135.706
2002-12-17,135.421
2002-12-18,132.98
2002-12-19,134.485
2002-12-20,136.973
2002-12-23,136.032
2002-12-24,136.328
2002-12-25,136.328
2002-12-26,136.672
2002-12-27,135.973
2002-12-30,136.822
2002-12-31,136.507
2003-01-01,136.507
2003-01-02,142.109
2003-01-03,143.582
2003-01-06,144.119
2003-01-07,143.85
2003-01-08,143.182
2003-01-09,142.806
2003-01-10,145.658
2003-01-13,147.846
2003-01-14,151.263
2003-01-15,150.39
2003-01-16,149.441
2003-01-17,148.148
2003-01-20,148.276
2003-01-21,151.105
2003-01-22,152.176
2003-01-23,153.367
2003-01-24,152.38
2003-01-27,149.876
2003-01-28,148.652
2003-01-29,148.581
2003-01-30,154.606
2003-01-31,154.328
2003-02-03,156.241
2003-02-04,153.752
2003-02-05,149.535
2003-02-06,146.969
2003-02-07,145.693
2003-02-10,145.533
2003-02-11,145.983
2003-02-12,142.078
2003-02-13,141.493
2003-02-14,141.099
2003-02-17,141.226
2003-02-18,142.374
2003-02-19,144.72
2003-02-20,145.59
2003-02-21,143.381
2003-02-24,142.32
2003-02-25,139.185
2003-02-26,139.914
2003-02-27,134.12
2003-02-28,138.296
2003-03-03,139.23
2003-03-04,141.704
2003-03-05,140.101
2003-03-06,142.027
2003-03-07,142.569
2003-03-10,140.539
2003-03-11,140.363
2003-03-12,137.192
2003-03-13,138.643
2003-03-14,132.712
2003-03-17,132.483
2003-03-18,131.738
2003-03-19,132.462
2003-03-20,134.177
2003-03-21,135.735
2003-03-24,136.61
2003-03-25,135.181
2003-03-26,136.102
2003-03-27,136.179
2003-03-28,137.101
2003-03-31,138.374
2003-04-01,137.241
2003-04-02,136.106
2003-04-03,135.481
2003-04-04,138.102
2003-04-07,139.017
2003-04-08,137.582
2003-04-09,139.335
2003-04-10,139.812
2003-04-11,138.76
2003-04-14,139.301
2003-04-15,140.29
2003-04-16,142.994
2003-04-17,144.298
2003-04-18,144.298
2003-04-21,143.676
2003-04-22,145.772
2003-04-23,147.975
2003-04-24,149.959
2003-04-25,149.56
2003-04-28,150.579
2003-04-29,149.231
2003-04-30,152.206
2003-05-01,153.604
2003-05-02,157.027
2003-05-05,157.838
2003-05-06,162.176
2003-05-07,165.977
2003-05-08,169.243
2003-05-09,169.574
2003-05-12,171.488
2003-05-13,170.961
2003-05-14,170.034
2003-05-15,172.16
2003-05-16,173.129
2003-05-19,172.8
2003-05-20,175.256
2003-05-21,174.16
2003-05-22,176.644
2003-05-23,183.303
2003-05-26,186.292
2003-05-27,187.711
2003-05-28,188.249
2003-05-29,188.185
2003-05-30,186.859
2003-06-02,186.16
2003-06-03,197.191
2003-06-04,198.232
2003-06-05,215.289
2003-06-06,208.841
2003-06-09,200.639
2003-06-10,202.26
2003-06-11,205.347
2003-06-12,210.99
2003-06-13,214.21
2003-06-16,213.411
2003-06-17,209.984
2003-06-18,209.96
2003-06-19,209.806
2003-06-20,208.393
2003-06-23,205.343
2003-06-24,204.407
2003-06-25,203.061
2003-06-26,178.804
2003-06-27,175.98
2003-06-30,182.138
2003-07-01,189.293
2003-07-02,189.482
2003-07-03,191.401
2003-07-04,194.827
2003-07-07,194.786
2003-07-08,190.061
2003-07-09,194.071
2003-07-10,195.126
2003-07-11,191.997
2003-07-14,190.758
2003-07-15,193.445
2003-07-16,192.615
2003-07-17,193.332
2003-07-18,195.035
2003-07-21,195.448
2003-07-22,195.491
2003-07-23,195.385
2003-07-24,182.089
2003-07-25,180.411
2003-07-28,179.878
2003-07-29,179.836
2003-07-30,180.144
2003-07-31,178.114
2003-08-01,181.12
2003-08-04,184.236
2003-08-05,182.081
2003-08-06,181.271
2003-08-07,181.991
2003-08-08,178.33
2003-08-11,180.793
2003-08-12,179.329
2003-08-13,182.656
2003-08-14,179.007
2003-08-15,178.764
2003-08-18,178.018
2003-08-19,177.136
2003-08-20,178.318
2003-08-21,173.084
2003-08-22,172.668
2003-08-25,181.778
2003-08-26,174.816
2003-08-27,173.849
2003-08-28,172.703
2003-08-29,174.817
2003-09-01,176.577
2003-09-02,176.167
2003-09-03,175.65
2003-09-04,186.893
2003-09-05,191.071
2003-09-08,190.004
2003-09-09,191.287
2003-09-10,190.714
2003-09-11,189.202
2003-09-12,188.877
2003-09-15,193.872
2003-09-16,193.88
2003-09-17,194.863
2003-09-18,194.096
2003-09-19,194.9
2003-09-22,194.946
2003-09-23,194.031
2003-09-24,193.751
2003-09-25,192.514
2003-09-26,192.922
2003-09-29,193.379
2003-09-30,191.376
2003-10-01,192.443
2003-10-02,194.255
2003-10-03,194.67
2003-10-06,204.173
2003-10-07,207.214
2003-10-08,207.477
2003-10-09,208.728
2003-10-10,206.184
2003-10-13,207.588
2003-10-14,208.585
2003-10-15,209.44
2003-10-16,207.908
2003-10-17,207.287
2003-10-20,204.793
2003-10-21,206.044
2003-10-22,207.612
2003-10-23,204.882
2003-10-24,207.243
2003-10-27,206.558
2003-10-28,207.351
2003-10-29,210.837
2003-10-30,209.646
2003-10-31,204.941
2003-11-03,205.821
2003-11-04,206.875
2003-11-05,204.406
2003-11-06,201.799
2003-11-07,205.492
2003-11-10,206.301
2003-11-11,205.844
2003-11-12,208.163
2003-11-13,209.174
2003-11-14,212.632
2003-11-17,210.445
2003-11-18,211.429
2003-11-19,210.883
2003-11-20,208.63
2003-11-21,208.852
2003-11-24,205.549
2003-11-25,209.322
2003-11-26,211.519
2003-11-27,211.355
2003-11-28,214.985
2003-12-01,215.275
2003-12-02,217.995
2003-12-03,217.218
2003-12-04,216.111
2003-12-05,216.74
2003-12-08,218.64
2003-12-09,219.16
2003-12-10,219.552
2003-12-11,217.501
2003-12-12,221.884
2003-12-15,221.532
2003-12-16,219.846
2003-12-17,221.934
2003-12-18,219.37
2003-12-19,218.992
2003-12-22,220.245
2003-12-23,218.977
2003-12-24,219.594
2003-12-25,219.594
2003-12-26,219.506
2003-12-29,223.873
2003-12-30,226.153
2003-12-31,227.184
2004-01-01,227.184
2004-01-02,229.923
2004-01-05,233.307
2004-01-06,235.666
2004-01-07,235.601
2004-01-08,235.918
2004-01-09,239.972
2004-01-12,238.768
2004-01-13,239.593
2004-01-14,238.171
2004-01-15,236.953
2004-01-16,233.923
2004-01-19,236.978
2004-01-20,239.352
2004-01-21,239.472
2004-01-22,244.922
2004-01-23,242.654
2004-01-26,241.342
2004-01-27,242.761
2004-01-28,241.017
2004-01-29,240.051
2004-01-30,240.204
2004-02-02,241.745
2004-02-03,244.41
2004-02-04,243.643
2004-02-05,243.536
2004-02-06,246.652
2004-02-09,248.869
2004-02-10,247.965
2004-02-11,245.834
2004-02-12,248.941
2004-02-13,249.0
2004-02-16,250.201
2004-02-17,251.209
2004-02-18,250.82
2004-02-19,248.615
2004-02-20,246.047
2004-02-23,246.017
2004-02-24,246.153
2004-02-25,244.271
2004-02-26,240.17
2004-02-27,239.197
2004-03-01,241.846
2004-03-02,240.406
2004-03-03,237.195
2004-03-04,238.462
2004-03-05,243.121
2004-03-08,240.819
2004-03-09,242.421
2004-03-10,236.826
2004-03-11,233.865
2004-03-12,230.227
2004-03-15,230.654
2004-03-16,231.879
2004-03-17,230.041
2004-03-18,235.328
2004-03-19,235.444
2004-03-22,234.327
2004-03-23,231.91
2004-03-24,227.572
2004-03-25,230.479
2004-03-26,228.289
2004-03-29,228.181
2004-03-30,229.503
2004-03-31,230.429
2004-04-01,233.607
2004-04-02,231.229
2004-04-05,231.544
2004-04-06,233.858
2004-04-07,237.672
2004-04-08,234.994
2004-04-09,234.994
2004-04-12,234.334
2004-04-13,231.62
2004-04-14,229.738
2004-04-15,229.945
2004-04-16,232.259
2004-04-19,233.795
2004-04-20,232.666
2004-04-21,230.269
2004-04-22,229.781
2004-04-23,231.35
2004-04-26,231.881
2004-04-27,232.746
2004-04-28,230.788
2004-04-29,230.156
2004-04-30,227.258
2004-05-03,226.633
2004-05-04,228.201
2004-05-05,232.6
2004-05-06,226.905
2004-05-07,224.917
2004-05-10,220.884
2004-05-11,219.964
2004-05-12,221.764
2004-05-13,220.932
2004-05-14,220.967
2004-05-17,221.59
2004-05-18,222.344
2004-05-19,226.405
2004-05-20,224.596
2004-05-21,226.283
2004-05-24,225.708
2004-05-25,225.672
2004-05-26,228.102
2004-05-27,233.6
2004-05-28,234.12
2004-05-31,234.222
2004-06-01,233.146
2004-06-02,236.82
2004-06-03,234.179
2004-06-04,235.748
2004-06-07,237.077
2004-06-08,236.628
2004-06-09,233.709
2004-06-10,234.477
2004-06-11,233.194
2004-06-14,232.786
2004-06-15,234.182
2004-06-16,233.564
2004-06-17,234.832
2004-06-18,236.552
2004-06-21,236.583
2004-06-22,237.776
2004-06-23,239.562
2004-06-24,242.074
2004-06-25,241.143
2004-06-28,244.951
2004-06-29,243.69
2004-06-30,246.601
2004-07-01,243.945
2004-07-02,249.053
2004-07-05,248.131
2004-07-06,247.899
2004-07-07,249.037
2004-07-08,251.106
2004-07-09,250.301
2004-07-12,250.486
2004-07-13,247.558
2004-07-14,247.291
2004-07-15,245.721
2004-07-16,244.763
2004-07-19,244.18
2004-07-20,244.458
2004-07-21,241.665
2004-07-22,241.801
2004-07-23,238.317
2004-07-26,239.18
2004-07-27,236.791
2004-07-28,237.99
2004-07-29,239.53
2004-07-30,238.201
2004-08-02,239.958
2004-08-03,240.727
2004-08-04,240.667
2004-08-05,240.154
2004-08-06,244.122
2004-08-09,242.553
2004-08-10,242.212
2004-08-11,241.62
2004-08-12,241.163
2004-08-13,242.688
2004-08-16,245.021
2004-08-17,244.379
2004-08-18,244.195
2004-08-19,244.859
2004-08-20,244.702
2004-08-23,242.824
2004-08-24,240.972
2004-08-25,239.626
2004-08-26,240.604
2004-08-27,240.421
2004-08-30,241.176
2004-08-31,242.204
2004-09-01,245.85
2004-09-02,247.491
2004-09-03,243.897
2004-09-06,245.409
2004-09-07,244.203
2004-09-08,244.436
2004-09-09,245.291
2004-09-10,247.999
2004-09-13,246.743
2004-09-14,247.282
2004-09-15,245.066
2004-09-16,245.959
2004-09-17,246.784
2004-09-20,246.82
2004-09-21,248.822
2004-09-22,249.107
2004-09-23,250.842
2004-09-24,250.328
2004-09-27,250.754
2004-09-28,251.918
2004-09-29,250.944
2004-09-30,253.876
2004-10-01,255.547
2004-10-04,255.032
2004-10-05,257.318
2004-10-06,256.822
2004-10-07,256.559
2004-10-08,259.485
2004-10-11,257.981
2004-10-12,255.709
2004-10-13,255.916
2004-10-14,258.93
2004-10-15,262.724
2004-10-18,262.998
2004-10-19,265.234
2004-10-20,265.038
2004-10-21,264.871
2004-10-22,265.962
2004-10-25,268.373
2004-10-26,268.133
2004-10-27,270.038
2004-10-28,269.897
2004-10-29,270.002
2004-11-01,270.485
2004-11-02,267.788
2004-11-03,271.967
2004-11-04,273.784
2004-11-05,275.308
2004-11-08,275.377
2004-11-09,274.79
2004-11-10,277.049
2004-11-11,277.716
2004-11-12,278.789
2004-11-15,282.209
2004-11-16,283.81
2004-11-17,285.466
2004-11-18,286.116
2004-11-19,289.408
2004-11-22,289.069
2004-11-23,292.13
2004-11-24,293.049
2004-11-25,291.432
2004-11-26,292.324
2004-11-29,291.85
2004-11-30,294.16
2004-12-01,294.393
2004-12-02,292.1
2004-12-03,295.353
2004-12-06,296.051
2004-12-07,295.413
2004-12-08,290.748
2004-12-09,291.943
2004-12-10,292.715
2004-12-13,293.855
2004-12-14,295.132
2004-12-15,299.952
2004-12-16,297.4
2004-12-17,297.69
2004-12-20,301.004
2004-12-21,299.844
2004-12-22,302.396
2004-12-23,304.712
2004-12-24,305.502
2004-12-27,307.409
2004-12-28,306.969
2004-12-29,307.244
2004-12-30,308.84
2004-12-31,308.851
2005-01-03,305.863
2005-01-04,305.005
2005-01-05,305.418
2005-01-06,303.516
2005-01-07,307.141
2005-01-10,309.579
2005-01-11,311.456
2005-01-12,315.457
2005-01-13,315.075
2005-01-14,313.407
2005-01-17,315.785
2005-01-18,314.362
2005-01-19,316.96
2005-01-20,313.864
2005-01-21,315.433
2005-01-24,315.026
2005-01-25,313.767
2005-01-26,316.093
2005-01-27,315.668
2005-01-28,312.747
2005-01-31,313.552
2005-02-01,314.68
2005-02-02,316.894
2005-02-03,315.015
2005-02-04,315.729
2005-02-07,315.156
2005-02-08,312.2
2005-02-09,314.337
2005-02-10,317.838
2005-02-11,318.851
2005-02-14,320.535
2005-02-15,318.423
2005-02-16,320.497
2005-02-17,325.822
2005-02-18,321.492
2005-02-21,321.638
2005-02-22,322.702
2005-02-23,322.404
2005-02-24,323.177
2005-02-25,322.292
2005-02-28,323.649
2005-03-01,323.121
2005-03-02,321.084
2005-03-03,318.588
2005-03-04,319.28
2005-03-07,316.252
2005-03-08,318.002
2005-03-09,317.472
2005-03-10,315.522
2005-03-11,316.739
2005-03-14,311.732
2005-03-15,311.636
2005-03-16,313.158
2005-03-17,313.311
2005-03-18,307.373
2005-03-21,308.238
2005-03-22,312.18
2005-03-23,306.431
2005-03-24,305.739
2005-03-25,305.739
2005-03-28,303.593
2005-03-29,302.686
2005-03-30,303.861
2005-03-31,306.009
2005-04-01,302.301
2005-04-04,303.895
2005-04-05,303.667
2005-04-06,305.364
2005-04-07,308.375
2005-04-08,308.711
2005-04-11,311.992
2005-04-12,308.532
2005-04-13,311.499
2005-04-14,308.37
2005-04-15,311.119
2005-04-18,309.056
2005-04-19,309.014
2005-04-20,308.423
2005-04-21,307.484
2005-04-22,304.783
2005-04-25,299.656
2005-04-26,298.432
2005-04-27,296.254
2005-04-28,296.867
2005-04-29,300.275
2005-05-02,298.623
2005-05-03,298.552
2005-05-04,301.494
2005-05-05,305.463
2005-05-06,306.084
2005-05-09,309.421
2005-05-10,312.547
2005-05-11,310.655
2005-05-12,309.929
2005-05-13,307.014
2005-05-16,302.618
2005-05-17,302.191
2005-05-18,303.478
2005-05-19,304.051
2005-05-20,302.751
2005-05-23,302.894
2005-05-24,304.411
2005-05-25,305.889
2005-05-26,302.613
2005-05-27,302.995
2005-05-30,302.321
2005-05-31,297.261
2005-06-01,300.647
2005-06-02,300.111
2005-06-03,299.095
2005-06-06,299.315
2005-06-07,299.083
2005-06-08,302.133
2005-06-09,298.977
2005-06-10,295.978
2005-06-13,296.042
2005-06-14,295.135
2005-06-15,298.322
2005-06-16,297.446
2005-06-17,303.11
2005-06-20,300.67
2005-06-21,302.919
2005-06-22,303.541
2005-06-23,299.992
2005-06-24,302.024
2005-06-27,303.338
2005-06-28,302.747
2005-06-29,304.817
2005-06-30,306.382
2005-07-01,300.832
2005-07-04,299.517
2005-07-05,303.735
2005-07-06,306.09
2005-07-07,304.53
2005-07-08,305.697
2005-07-11,312.259
2005-07-12,315.267
2005-07-13,313.824
2005-07-14,314.371
2005-07-15,312.088
2005-07-18,311.265
2005-07-19,311.064
2005-07-20,310.656
2005-07-21,315.989
2005-07-22,316.298
2005-07-25,314.601
2005-07-26,311.522
2005-07-27,314.494
2005-07-28,313.745
2005-07-29,319.953
2005-08-01,325.542
2005-08-02,325.593
2005-08-03,326.751
2005-08-04,329.265
2005-08-05,328.014
2005-08-08,327.02
2005-08-09,329.403
2005-08-10,329.942
2005-08-11,331.457
2005-08-12,332.497
2005-08-15,328.294
2005-08-16,328.59
2005-08-17,325.268
2005-08-18,323.188
2005-08-19,321.744
2005-08-22,324.346
2005-08-23,324.119
2005-08-24,324.499
2005-08-25,321.496
2005-08-26,324.838
2005-08-29,323.511
2005-08-30,322.221
2005-08-31,325.153
2005-09-01,329.805
2005-09-02,333.536
2005-09-05,331.482
2005-09-06,333.368
2005-09-07,332.37
2005-09-08,331.069
2005-09-09,334.136
2005-09-12,323.376
2005-09-13,321.765
2005-09-14,324.681
2005-09-15,322.086
2005-09-16,318.349
2005-09-19,316.947
2005-09-20,317.017
2005-09-21,316.809
2005-09-22,312.572
2005-09-23,310.325
2005-09-26,308.88
2005-09-27,308.023
2005-09-28,308.025
2005-09-29,310.221
2005-09-30,312.385
2005-10-03,307.487
2005-10-04,309.024
2005-10-05,309.197
2005-10-06,313.264
2005-10-07,313.805
2005-10-10,310.853
2005-10-11,307.527
2005-10-12,308.429
2005-10-13,303.244
2005-10-14,306.542
2005-10-17,304.337
2005-10-18,298.856
2005-10-19,298.783
2005-10-20,294.982
2005-10-21,290.687
2005-10-24,293.637
2005-10-25,299.764
2005-10-26,299.713
2005-10-27,297.45
2005-10-28,297.297
2005-10-31,298.507
2005-11-01,297.281
2005-11-02,298.229
2005-11-03,297.06
2005-11-04,290.548
2005-11-07,292.708
2005-11-08,296.232
2005-11-09,295.88
