Date,IRELAND SMID CAP SMID (Small+Mid Cap)
2003-04-30,269.626
2003-05-30,296.321
2003-06-30,290.972
2003-07-31,310.096
2003-08-29,317.368
2003-09-30,329.139
2003-10-31,350.375
2003-11-28,365.89
2003-12-31,407.318
2004-01-30,421.785
2004-02-27,444.266
2004-03-31,462.838
2004-04-30,479.044
2004-05-31,481.032
2004-06-30,498.772
2004-07-30,468.672
2004-08-31,488.933
2004-09-30,520.943
2004-10-29,550.273
2004-11-30,594.313
2004-12-31,628.473
2005-01-31,625.223
2005-02-28,563.461
2005-03-31,507.154
2005-04-29,502.1
2005-05-31,516.47
2005-06-30,525.467
2005-07-29,551.024
2005-08-31,563.637
2005-09-30,563.417
2005-10-31,539.391
2005-11-30,554.529
2005-12-30,616.207
2006-01-31,653.357
2006-02-28,660.233
2006-03-31,686.668
2006-04-28,714.574
2006-05-31,726.593
2006-06-30,701.399
2006-07-31,685.691
2006-08-31,754.081
2006-09-29,754.919
2006-10-31,805.888
2006-11-30,829.571
2006-12-29,900.547
2007-01-31,856.986
2007-02-28,892.803
2007-03-30,904.232
2007-04-30,946.355
2007-05-31,1000.0
2007-06-29,961.553
2007-07-31,865.534
2007-08-31,855.523
2007-09-28,860.113
2007-10-31,918.487
2007-11-30,829.16
2007-12-31,806.611
2008-01-31,795.636
2008-02-29,800.29
2008-03-31,801.129
2008-04-30,830.951
2008-05-30,820.642
2008-06-30,771.143
2008-07-31,624.142
2008-08-29,588.271
2008-09-30,457.776
2008-10-31,320.906
2008-11-28,262.493
2008-12-31,238.316
2009-01-30,212.253
2009-02-27,177.341
2009-03-31,198.629
2009-04-30,231.569
2009-05-29,306.763
2009-06-30,301.273
2009-07-31,322.229
2009-08-31,379.554
2009-09-30,429.228
2009-10-30,349.723
2009-11-30,346.313
2009-12-31,332.935
2010-01-29,334.246
2010-02-26,310.104
2010-03-31,345.315
2010-04-30,356.023
2010-05-31,284.891
2010-06-30,267.447
2010-07-30,305.689
2010-08-31,288.264
2010-09-30,310.136
2010-10-29,314.487
2010-11-30,268.894
2010-12-31,296.793
2011-01-31,298.617
2011-02-28,315.496
2011-03-31,307.746
2011-04-29,341.21
2011-05-31,341.257
2011-06-30,344.403
2011-07-29,328.559
2011-08-31,305.993
2011-09-30,284.906
2011-10-31,316.959
2011-11-30,300.568
2011-12-30,305.553
2012-01-31,325.77
2012-02-29,359.896
2012-03-30,372.534
2012-04-30,364.106
2012-05-31,334.464
2012-06-29,343.385
2012-07-31,332.482
2012-08-31,344.835
2012-09-28,365.822
2012-10-31,369.868
2012-11-30,384.615
2012-12-31,401.181
2013-01-31,427.545
2013-02-28,438.369
2013-03-29,464.91
2013-04-30,470.967
2013-05-31,485.119
2013-06-28,483.523
2013-07-31,524.262
2013-08-30,546.625
2013-09-30,555.314
2013-10-31,600.823
2013-11-29,617.245
2013-12-31,624.952
2014-01-31,629.335
2014-02-28,741.552
2014-03-31,681.892
2014-04-30,660.464
2014-05-30,654.04
2014-06-30,620.311
2014-07-31,619.04
2014-08-29,641.233
2014-09-30,620.568
2014-10-31,604.529
2014-11-28,650.974
2014-12-31,631.891
2015-01-30,609.922
2015-02-27,667.961
2015-03-31,659.387
2015-04-30,694.534
2015-05-29,702.602
2015-06-30,705.616
2015-07-31,740.334
2015-08-31,731.295
2015-09-30,716.811
2015-10-30,742.873
2015-11-30,742.876
2015-12-31,751.055
2016-01-29,716.679
2016-02-29,720.932
2016-03-31,744.226
2016-04-29,732.574
2016-05-31,741.832
2016-06-30,628.652
2016-07-29,649.129
2016-08-31,670.735
2016-09-30,647.351
2016-10-31,596.604
2016-11-30,600.072
2016-12-30,622.079
2017-01-31,642.414
2017-02-28,662.52
2017-03-31,671.121
2017-04-28,699.882
2017-05-31,725.017
2017-06-30,722.851
2017-07-31,728.415
2017-08-31,733.072
2017-09-29,769.101
2017-10-31,770.33
2017-11-30,797.451
2017-12-29,840.737
2018-01-31,857.135
2018-02-28,820.773
2018-03-30,814.346
2018-04-30,833.789
2018-05-31,846.02
2018-06-29,835.974
2018-07-31,839.208
2018-08-31,836.828
2018-09-28,801.583
2018-10-31,744.53
2018-11-30,715.338
2018-12-31,680.485
2019-01-31,711.374
2019-02-28,733.318
2019-03-29,736.51
2019-04-30,769.315
2019-05-31,734.84
2019-06-28,760.408
2019-07-31,726.952
2019-08-30,698.842
2019-09-30,724.321
2019-10-31,771.296
2019-11-29,812.93
2019-12-31,844.07
2020-01-31,816.232
2020-02-28,771.489
2020-03-31,644.775
2020-04-30,693.873
2020-05-29,750.263
2020-06-30,779.513
2020-07-31,830.644
2020-08-31,918.79
2020-09-30,934.213
2020-10-30,918.455
2020-11-30,1031.34
2020-12-31,1021.169
2021-01-29,1001.233
2021-02-26,1050.167
2021-03-31,1151.549
2021-04-30,1246.559
2021-05-31,1325.249
2021-06-30,1273.414
2021-07-30,1351.631
2021-08-31,1429.151
2021-09-30,1307.669
2021-10-29,1379.291
2021-11-30,1311.262
2021-12-31,1393.888
2022-01-31,1293.993
2022-02-28,1281.585
2022-03-31,1237.742
2022-04-29,1192.822
2022-05-31,1146.868
2022-06-30,949.122
2022-07-29,978.552
2022-08-31,945.093
2022-09-30,847.051
2022-10-31,948.427
2022-11-30,1024.412
2022-12-30,1100.434
2023-01-31,1233.413
2023-02-28,1227.187
2023-03-31,1210.403
2023-04-28,1252.696
2023-05-31,1188.389
2023-06-30,1191.207
2023-07-31,1349.687
2023-08-31,1367.843
2023-09-29,1249.065
2023-10-31,1165.018
2023-11-30,1304.358
2023-12-29,1348.112
2024-01-31,1348.976
2024-02-29,1388.755
2024-03-29,1473.182
2024-04-30,1481.663
2024-05-31,1581.857
2024-06-28,1462.418
2024-07-31,1606.852
2024-08-30,1621.757
2024-09-30,1647.929
2024-10-31,1528.79
2024-11-29,1447.866
2024-12-31,1448.059
2025-01-31,1516.95
2025-02-28,1667.379
2025-03-31,1642.782
2025-04-30,1723.545
2025-05-30,1888.402
2025-06-30,1928.049
2025-07-31,1812.087
2025-08-29,1850.194
2025-09-30,1964.43
2025-10-31,1948.695
