Date,IRELAND SMID CAP SMID (Small+Mid Cap)
2001-11-23,241.031
2001-11-26,243.011
2001-11-27,242.513
2001-11-28,244.034
2001-11-29,242.051
2001-11-30,246.101
2001-12-03,244.206
2001-12-04,244.654
2001-12-05,247.993
2001-12-06,251.761
2001-12-07,252.27
2001-12-10,250.929
2001-12-11,251.741
2001-12-12,253.676
2001-12-13,254.153
2001-12-14,249.987
2001-12-17,250.597
2001-12-18,251.148
2001-12-19,248.236
2001-12-20,249.808
2001-12-21,247.963
2001-12-24,245.489
2001-12-25,245.489
2001-12-26,245.699
2001-12-27,247.07
2001-12-28,249.148
2001-12-31,252.987
2002-01-01,252.987
2002-01-02,255.433
2002-01-03,257.635
2002-01-04,257.318
2002-01-07,260.128
2002-01-08,259.471
2002-01-09,256.521
2002-01-10,254.803
2002-01-11,255.052
2002-01-14,255.101
2002-01-15,254.601
2002-01-16,252.081
2002-01-17,252.133
2002-01-18,251.701
2002-01-21,249.922
2002-01-22,250.807
2002-01-23,250.532
2002-01-24,249.814
2002-01-25,247.191
2002-01-28,249.235
2002-01-29,249.253
2002-01-30,245.621
2002-01-31,249.553
2002-02-01,250.806
2002-02-04,253.254
2002-02-05,247.414
2002-02-06,245.0
2002-02-07,243.715
2002-02-08,246.804
2002-02-11,245.34
2002-02-12,248.442
2002-02-13,248.173
2002-02-14,248.493
2002-02-15,250.414
2002-02-18,250.16
2002-02-19,250.447
2002-02-20,250.052
2002-02-21,252.091
2002-02-22,253.931
2002-02-25,252.802
2002-02-26,254.276
2002-02-27,253.209
2002-02-28,252.879
2002-03-01,253.797
2002-03-04,258.522
2002-03-05,260.033
2002-03-06,260.101
2002-03-07,262.288
2002-03-08,263.748
2002-03-11,264.328
2002-03-12,263.383
2002-03-13,264.14
2002-03-14,264.753
2002-03-15,264.733
2002-03-18,265.447
2002-03-19,266.826
2002-03-20,267.326
2002-03-21,266.607
2002-03-22,267.397
2002-03-25,266.066
2002-03-26,265.792
2002-03-27,265.841
2002-03-28,265.29
2002-03-29,265.29
2002-04-01,267.464
2002-04-02,270.032
2002-04-03,269.284
2002-04-04,270.723
2002-04-05,271.071
2002-04-08,266.74
2002-04-09,264.959
2002-04-10,268.269
2002-04-11,270.764
2002-04-12,269.459
2002-04-15,270.511
2002-04-16,271.806
2002-04-17,272.211
2002-04-18,272.959
2002-04-19,271.687
2002-04-22,273.004
2002-04-23,273.826
2002-04-24,275.094
2002-04-25,276.531
2002-04-26,275.834
2002-04-29,276.343
2002-04-30,277.689
2002-05-01,280.084
2002-05-02,284.982
2002-05-03,289.916
2002-05-06,290.885
2002-05-07,288.034
2002-05-08,288.588
2002-05-09,289.937
2002-05-10,289.545
2002-05-13,289.898
2002-05-14,287.222
2002-05-15,291.333
2002-05-16,292.996
2002-05-17,296.609
2002-05-20,295.162
2002-05-21,294.029
2002-05-22,296.704
2002-05-23,295.009
2002-05-24,294.404
2002-05-27,294.198
2002-05-28,297.015
2002-05-29,298.569
2002-05-30,299.529
2002-05-31,299.2
2002-06-03,300.401
2002-06-04,299.779
2002-06-05,297.414
2002-06-06,299.874
2002-06-07,292.57
2002-06-10,296.342
2002-06-11,294.677
2002-06-12,290.724
2002-06-13,291.968
2002-06-14,286.79
2002-06-17,285.281
2002-06-18,288.176
2002-06-19,287.817
2002-06-20,287.613
2002-06-21,288.165
2002-06-24,286.729
2002-06-25,287.465
2002-06-26,281.649
2002-06-27,278.12
2002-06-28,281.763
2002-07-01,275.705
2002-07-02,264.987
2002-07-03,252.697
2002-07-04,256.465
2002-07-05,259.109
2002-07-08,264.182
2002-07-09,267.306
2002-07-10,263.133
2002-07-11,257.905
2002-07-12,260.184
2002-07-15,259.777
2002-07-16,258.281
2002-07-17,262.106
2002-07-18,263.424
2002-07-19,262.071
2002-07-22,254.641
2002-07-23,247.132
2002-07-24,239.345
2002-07-25,246.765
2002-07-26,241.295
2002-07-29,242.325
2002-07-30,246.697
2002-07-31,244.941
2002-08-01,244.554
2002-08-02,240.922
2002-08-05,237.275
2002-08-06,232.461
2002-08-07,235.487
2002-08-08,234.902
2002-08-09,238.363
2002-08-12,240.108
2002-08-13,244.197
2002-08-14,244.605
2002-08-15,246.605
2002-08-16,251.495
2002-08-19,248.574
2002-08-20,249.283
2002-08-21,252.632
2002-08-22,253.869
2002-08-23,254.841
2002-08-26,256.586
2002-08-27,256.789
2002-08-28,253.564
2002-08-29,252.091
2002-08-30,250.643
2002-09-02,250.54
2002-09-03,249.338
2002-09-04,246.695
2002-09-05,243.592
2002-09-06,241.777
2002-09-09,242.508
2002-09-10,243.19
2002-09-11,245.734
2002-09-12,244.26
2002-09-13,242.479
2002-09-16,242.19
2002-09-17,243.848
2002-09-18,238.965
2002-09-19,236.217
2002-09-20,235.033
2002-09-23,229.958
2002-09-24,226.503
2002-09-25,225.507
2002-09-26,226.755
2002-09-27,227.06
2002-09-30,214.774
2002-10-01,213.847
2002-10-02,217.075
2002-10-03,213.212
2002-10-04,209.547
2002-10-07,206.822
2002-10-08,207.164
2002-10-09,202.198
2002-10-10,203.312
2002-10-11,214.568
2002-10-14,213.481
2002-10-15,222.33
2002-10-16,220.963
2002-10-17,219.744
2002-10-18,222.072
2002-10-21,224.935
2002-10-22,224.651
2002-10-23,223.205
2002-10-24,227.624
2002-10-25,222.02
2002-10-28,223.375
2002-10-29,219.093
2002-10-30,219.891
2002-10-31,230.413
2002-11-01,232.575
2002-11-04,241.582
2002-11-05,239.913
2002-11-06,237.761
2002-11-07,240.285
2002-11-08,240.361
2002-11-11,240.416
2002-11-12,240.802
2002-11-13,240.144
2002-11-14,238.883
2002-11-15,242.072
2002-11-18,245.262
2002-11-19,246.391
2002-11-20,242.46
2002-11-21,245.676
2002-11-22,244.376
2002-11-25,245.035
2002-11-26,243.75
2002-11-27,242.447
2002-11-28,245.994
2002-11-29,250.966
2002-12-02,251.77
2002-12-03,250.62
2002-12-04,250.489
2002-12-05,248.256
2002-12-06,246.717
2002-12-09,245.578
2002-12-10,242.963
2002-12-11,244.601
2002-12-12,242.602
2002-12-13,236.282
2002-12-16,234.967
2002-12-17,238.345
2002-12-18,234.113
2002-12-19,235.707
2002-12-20,236.785
2002-12-23,235.392
2002-12-24,236.151
2002-12-25,236.151
2002-12-26,236.747
2002-12-27,237.408
2002-12-30,237.104
2002-12-31,237.512
2003-01-01,237.512
2003-01-02,240.626
2003-01-03,245.53
2003-01-06,246.752
2003-01-07,247.405
2003-01-08,246.101
2003-01-09,246.962
2003-01-10,251.39
2003-01-13,251.357
2003-01-14,250.831
2003-01-15,247.043
2003-01-16,246.103
2003-01-17,245.652
2003-01-20,246.33
2003-01-21,248.416
2003-01-22,247.475
2003-01-23,248.896
2003-01-24,247.934
2003-01-27,242.907
2003-01-28,243.028
2003-01-29,240.988
2003-01-30,247.237
2003-01-31,249.06
2003-02-03,254.004
2003-02-04,249.579
2003-02-05,245.588
2003-02-06,241.952
2003-02-07,239.883
2003-02-10,240.454
2003-02-11,242.36
2003-02-12,238.742
2003-02-13,238.319
2003-02-14,237.117
2003-02-17,238.16
2003-02-18,239.767
2003-02-19,240.471
2003-02-20,243.583
2003-02-21,241.895
2003-02-24,240.23
2003-02-25,233.898
2003-02-26,232.986
2003-02-27,227.301
2003-02-28,230.494
2003-03-03,231.378
2003-03-04,236.865
2003-03-05,236.57
2003-03-06,237.727
2003-03-07,239.074
2003-03-10,242.135
2003-03-11,238.709
2003-03-12,237.667
2003-03-13,241.362
2003-03-14,242.221
2003-03-17,241.38
2003-03-18,242.532
2003-03-19,242.509
2003-03-20,242.635
2003-03-21,247.508
2003-03-24,248.49
2003-03-25,248.712
2003-03-26,249.314
2003-03-27,249.865
2003-03-28,249.454
2003-03-31,249.583
2003-04-01,250.098
2003-04-02,246.417
2003-04-03,247.082
2003-04-04,247.526
2003-04-07,248.699
2003-04-08,249.616
2003-04-09,251.085
2003-04-10,250.736
2003-04-11,250.401
2003-04-14,252.496
2003-04-15,255.015
2003-04-16,258.675
2003-04-17,260.745
2003-04-18,260.774
2003-04-21,259.65
2003-04-22,261.716
2003-04-23,266.173
2003-04-24,266.437
2003-04-25,262.939
2003-04-28,263.057
2003-04-29,265.212
2003-04-30,269.626
2003-05-01,272.201
2003-05-02,275.423
2003-05-05,276.847
2003-05-06,283.072
2003-05-07,282.322
2003-05-08,282.559
2003-05-09,281.333
2003-05-12,284.532
2003-05-13,283.895
2003-05-14,281.456
2003-05-15,281.408
2003-05-16,286.411
2003-05-19,285.289
2003-05-20,285.369
2003-05-21,285.233
2003-05-22,285.866
2003-05-23,290.217
2003-05-26,293.808
2003-05-27,292.523
2003-05-28,294.032
2003-05-29,295.087
2003-05-30,296.321
2003-06-02,295.213
2003-06-03,300.268
2003-06-04,301.211
2003-06-05,310.639
2003-06-06,307.483
2003-06-09,304.78
2003-06-10,302.204
2003-06-11,304.695
2003-06-12,309.025
2003-06-13,311.304
2003-06-16,313.689
2003-06-17,317.149
2003-06-18,311.981
2003-06-19,308.218
2003-06-20,307.119
2003-06-23,301.275
2003-06-24,299.369
2003-06-25,302.683
2003-06-26,287.596
2003-06-27,285.131
2003-06-30,290.972
2003-07-01,297.453
2003-07-02,297.92
2003-07-03,300.375
2003-07-04,300.711
2003-07-07,302.29
2003-07-08,300.486
2003-07-09,303.88
2003-07-10,306.342
2003-07-11,304.987
2003-07-14,306.405
2003-07-15,307.989
2003-07-16,307.714
2003-07-17,305.934
2003-07-18,308.557
2003-07-21,311.753
2003-07-22,310.067
2003-07-23,310.078
2003-07-24,306.913
2003-07-25,307.214
2003-07-28,307.787
2003-07-29,309.147
2003-07-30,310.784
2003-07-31,310.096
2003-08-01,310.805
2003-08-04,312.885
2003-08-05,310.524
2003-08-06,308.454
2003-08-07,311.27
2003-08-08,304.71
2003-08-11,306.794
2003-08-12,304.919
2003-08-13,308.033
2003-08-14,307.487
2003-08-15,307.771
2003-08-18,306.379
2003-08-19,307.522
2003-08-20,310.015
2003-08-21,307.123
2003-08-22,305.132
2003-08-25,308.36
2003-08-26,304.335
2003-08-27,307.55
2003-08-28,308.463
2003-08-29,317.368
2003-09-01,317.082
2003-09-02,309.619
2003-09-03,312.088
2003-09-04,316.244
2003-09-05,324.049
2003-09-08,327.804
2003-09-09,329.397
2003-09-10,326.282
2003-09-11,324.182
2003-09-12,327.102
2003-09-15,329.894
2003-09-16,328.067
2003-09-17,333.233
2003-09-18,335.028
2003-09-19,335.05
2003-09-22,335.133
2003-09-23,333.685
2003-09-24,334.461
2003-09-25,331.275
2003-09-26,330.235
2003-09-29,329.874
2003-09-30,329.139
2003-10-01,331.546
2003-10-02,331.781
2003-10-03,332.98
2003-10-06,339.485
2003-10-07,342.881
2003-10-08,345.499
2003-10-09,348.178
2003-10-10,349.816
2003-10-13,350.729
2003-10-14,352.782
2003-10-15,353.973
2003-10-16,352.606
2003-10-17,351.313
2003-10-20,351.795
2003-10-21,354.36
2003-10-22,356.125
2003-10-23,350.594
2003-10-24,352.38
2003-10-27,350.083
2003-10-28,350.321
2003-10-29,354.869
2003-10-30,354.934
2003-10-31,350.375
2003-11-03,347.624
2003-11-04,348.023
2003-11-05,345.179
2003-11-06,344.023
2003-11-07,348.687
2003-11-10,349.37
2003-11-11,349.119
2003-11-12,351.241
2003-11-13,354.133
2003-11-14,358.562
2003-11-17,355.413
2003-11-18,357.393
2003-11-19,355.234
2003-11-20,351.09
2003-11-21,352.218
2003-11-24,349.057
2003-11-25,355.178
2003-11-26,362.518
2003-11-27,364.335
2003-11-28,365.89
2003-12-01,370.513
2003-12-02,375.58
2003-12-03,378.299
2003-12-04,380.092
2003-12-05,381.169
2003-12-08,383.529
2003-12-09,385.837
2003-12-10,381.535
2003-12-11,378.699
2003-12-12,383.563
2003-12-15,387.909
2003-12-16,386.106
2003-12-17,388.3
2003-12-18,392.278
2003-12-19,394.325
2003-12-22,396.817
2003-12-23,397.361
2003-12-24,398.481
2003-12-25,398.481
2003-12-26,398.321
2003-12-29,402.186
2003-12-30,405.039
2003-12-31,407.318
2004-01-01,407.318
2004-01-02,410.932
2004-01-05,419.035
2004-01-06,420.541
2004-01-07,422.187
2004-01-08,425.588
2004-01-09,429.658
2004-01-12,431.539
2004-01-13,431.656
2004-01-14,433.753
2004-01-15,433.865
2004-01-16,427.649
2004-01-19,429.711
2004-01-20,435.954
2004-01-21,439.155
2004-01-22,447.189
2004-01-23,442.722
2004-01-26,437.792
2004-01-27,437.991
2004-01-28,427.996
2004-01-29,422.099
2004-01-30,421.785
2004-02-02,421.622
2004-02-03,424.609
2004-02-04,423.224
2004-02-05,424.626
2004-02-06,432.515
2004-02-09,437.475
2004-02-10,432.91
2004-02-11,431.528
2004-02-12,434.178
2004-02-13,433.681
2004-02-16,431.843
2004-02-17,433.061
2004-02-18,442.894
2004-02-19,448.99
2004-02-20,440.242
2004-02-23,444.918
2004-02-24,444.17
2004-02-25,441.917
2004-02-26,438.843
2004-02-27,444.266
2004-03-01,455.024
2004-03-02,457.128
2004-03-03,452.163
2004-03-04,453.858
2004-03-05,462.964
2004-03-08,462.387
2004-03-09,463.145
2004-03-10,452.087
2004-03-11,444.458
2004-03-12,443.523
2004-03-15,442.846
2004-03-16,446.21
2004-03-17,445.189
2004-03-18,454.923
2004-03-19,460.15
2004-03-22,452.186
2004-03-23,454.817
2004-03-24,450.478
2004-03-25,456.499
2004-03-26,454.845
2004-03-29,456.254
2004-03-30,456.511
2004-03-31,462.838
2004-04-01,469.046
2004-04-02,471.045
2004-04-05,468.857
2004-04-06,472.0
2004-04-07,473.552
2004-04-08,471.239
2004-04-09,471.239
2004-04-12,469.585
2004-04-13,467.206
2004-04-14,465.685
2004-04-15,464.927
2004-04-16,467.422
2004-04-19,474.356
2004-04-20,475.128
2004-04-21,472.107
2004-04-22,477.291
2004-04-23,483.539
2004-04-26,484.275
2004-04-27,488.088
2004-04-28,482.62
2004-04-29,486.517
2004-04-30,479.044
2004-05-03,477.725
2004-05-04,478.855
2004-05-05,478.272
2004-05-06,473.619
2004-05-07,468.713
2004-05-10,447.071
2004-05-11,454.498
2004-05-12,451.876
2004-05-13,456.38
2004-05-14,455.107
2004-05-17,460.583
2004-05-18,463.168
2004-05-19,474.211
2004-05-20,463.106
2004-05-21,468.175
2004-05-24,464.711
2004-05-25,468.102
2004-05-26,474.212
2004-05-27,481.621
2004-05-28,482.557
2004-05-31,481.032
2004-06-01,479.363
2004-06-02,482.231
2004-06-03,483.03
2004-06-04,484.888
2004-06-07,487.952
2004-06-08,490.976
2004-06-09,481.538
2004-06-10,476.361
2004-06-11,477.853
2004-06-14,472.392
2004-06-15,474.613
2004-06-16,472.471
2004-06-17,475.425
2004-06-18,482.875
2004-06-21,478.238
2004-06-22,479.046
2004-06-23,478.064
2004-06-24,487.554
2004-06-25,487.611
2004-06-28,502.331
2004-06-29,494.557
2004-06-30,498.772
2004-07-01,497.189
2004-07-02,503.863
2004-07-05,501.011
2004-07-06,499.844
2004-07-07,504.959
2004-07-08,509.457
2004-07-09,508.404
2004-07-12,507.51
2004-07-13,501.329
2004-07-14,507.509
2004-07-15,505.334
2004-07-16,505.487
2004-07-19,505.236
2004-07-20,498.607
2004-07-21,496.305
2004-07-22,479.252
2004-07-23,475.78
2004-07-26,478.469
2004-07-27,460.849
2004-07-28,468.698
2004-07-29,465.055
2004-07-30,468.672
2004-08-02,469.434
2004-08-03,468.954
2004-08-04,464.303
2004-08-05,463.153
2004-08-06,458.671
2004-08-09,457.033
2004-08-10,452.065
2004-08-11,464.206
2004-08-12,475.587
2004-08-13,473.103
2004-08-16,477.879
2004-08-17,485.806
2004-08-18,482.001
2004-08-19,485.751
2004-08-20,487.462
2004-08-23,485.913
2004-08-24,483.246
2004-08-25,481.327
2004-08-26,485.171
2004-08-27,485.358
2004-08-30,485.015
2004-08-31,488.933
2004-09-01,499.023
2004-09-02,498.265
2004-09-03,497.223
2004-09-06,498.494
2004-09-07,499.578
2004-09-08,502.548
2004-09-09,503.25
2004-09-10,508.746
2004-09-13,508.918
2004-09-14,515.326
2004-09-15,513.789
2004-09-16,513.773
2004-09-17,516.887
2004-09-20,515.49
2004-09-21,521.72
2004-09-22,514.478
2004-09-23,514.388
2004-09-24,515.513
2004-09-27,515.925
2004-09-28,518.534
2004-09-29,519.953
2004-09-30,520.943
2004-10-01,525.286
2004-10-04,524.283
2004-10-05,521.976
2004-10-06,521.932
2004-10-07,521.127
2004-10-08,519.168
2004-10-11,520.724
2004-10-12,514.774
2004-10-13,513.724
2004-10-14,512.696
2004-10-15,518.319
2004-10-18,525.197
2004-10-19,531.921
2004-10-20,533.109
2004-10-21,535.813
2004-10-22,546.123
2004-10-25,549.069
2004-10-26,550.899
2004-10-27,553.957
2004-10-28,555.959
2004-10-29,550.273
2004-11-01,554.851
2004-11-02,558.226
2004-11-03,568.723
2004-11-04,567.851
2004-11-05,579.911
2004-11-08,591.656
2004-11-09,590.988
2004-11-10,593.126
2004-11-11,589.246
2004-11-12,596.027
2004-11-15,607.944
2004-11-16,602.45
2004-11-17,604.939
2004-11-18,600.044
2004-11-19,591.767
2004-11-22,592.397
2004-11-23,590.115
2004-11-24,596.901
2004-11-25,599.416
2004-11-26,601.839
2004-11-29,604.54
2004-11-30,594.313
2004-12-01,599.752
2004-12-02,602.756
2004-12-03,609.046
2004-12-06,609.795
2004-12-07,607.514
2004-12-08,602.028
2004-12-09,608.131
2004-12-10,611.719
2004-12-13,611.086
2004-12-14,612.302
2004-12-15,620.292
2004-12-16,614.553
2004-12-17,614.118
2004-12-20,618.172
2004-12-21,613.326
2004-12-22,615.41
2004-12-23,618.511
2004-12-24,620.114
2004-12-27,623.985
2004-12-28,623.092
2004-12-29,628.34
2004-12-30,629.072
2004-12-31,628.473
2005-01-03,622.393
2005-01-04,629.355
2005-01-05,630.148
2005-01-06,628.17
2005-01-07,631.561
2005-01-10,637.4
2005-01-11,640.003
2005-01-12,649.939
2005-01-13,651.806
2005-01-14,641.831
2005-01-17,650.205
2005-01-18,646.763
2005-01-19,652.371
2005-01-20,645.006
2005-01-21,638.713
2005-01-24,633.841
2005-01-25,631.153
2005-01-26,633.461
2005-01-27,636.377
2005-01-28,631.409
2005-01-31,625.223
2005-02-01,636.397
2005-02-02,637.871
2005-02-03,637.436
2005-02-04,641.369
2005-02-07,639.094
2005-02-08,632.102
2005-02-09,635.426
2005-02-10,639.249
2005-02-11,646.37
2005-02-14,656.1
2005-02-15,656.109
2005-02-16,658.573
2005-02-17,666.208
2005-02-18,663.873
2005-02-21,661.568
2005-02-22,667.952
2005-02-23,657.394
2005-02-24,655.53
2005-02-25,658.731
2005-02-28,563.461
2005-03-01,558.9
2005-03-02,552.497
2005-03-03,548.737
2005-03-04,547.214
2005-03-07,545.366
2005-03-08,553.581
2005-03-09,551.12
2005-03-10,551.424
2005-03-11,552.049
2005-03-14,547.404
2005-03-15,549.962
2005-03-16,548.425
2005-03-17,550.843
2005-03-18,545.698
2005-03-21,542.458
2005-03-22,543.733
2005-03-23,536.829
2005-03-24,534.574
2005-03-25,534.574
2005-03-28,530.822
2005-03-29,528.926
2005-03-30,525.145
2005-03-31,507.154
2005-04-01,507.991
2005-04-04,506.661
2005-04-05,509.524
2005-04-06,513.503
2005-04-07,515.982
2005-04-08,515.595
2005-04-11,519.666
2005-04-12,515.267
2005-04-13,521.439
2005-04-14,515.511
2005-04-15,515.588
2005-04-18,510.351
2005-04-19,515.151
2005-04-20,517.424
2005-04-21,517.831
2005-04-22,515.893
2005-04-25,508.184
2005-04-26,505.099
2005-04-27,499.774
2005-04-28,498.423
2005-04-29,502.1
2005-05-02,499.338
2005-05-03,504.946
2005-05-04,517.533
2005-05-05,525.823
2005-05-06,520.931
2005-05-09,517.263
2005-05-10,520.735
2005-05-11,516.191
2005-05-12,517.897
2005-05-13,515.937
2005-05-16,514.391
2005-05-17,515.072
2005-05-18,519.703
2005-05-19,523.863
2005-05-20,521.467
2005-05-23,524.249
2005-05-24,524.632
2005-05-25,525.778
2005-05-26,526.632
2005-05-27,526.378
2005-05-30,526.479
2005-05-31,516.47
2005-06-01,518.426
2005-06-02,512.021
2005-06-03,515.116
2005-06-06,515.494
2005-06-07,515.507
2005-06-08,516.176
2005-06-09,510.638
2005-06-10,513.185
2005-06-13,509.745
2005-06-14,509.277
2005-06-15,513.956
2005-06-16,512.773
2005-06-17,519.388
2005-06-20,514.651
2005-06-21,516.699
2005-06-22,516.69
2005-06-23,516.848
2005-06-24,517.353
2005-06-27,519.048
2005-06-28,516.669
2005-06-29,520.47
2005-06-30,525.467
2005-07-01,519.141
2005-07-04,514.22
2005-07-05,515.52
2005-07-06,521.453
2005-07-07,519.703
2005-07-08,519.299
2005-07-11,527.142
2005-07-12,535.052
2005-07-13,530.329
2005-07-14,529.924
2005-07-15,527.563
2005-07-18,530.521
2005-07-19,538.616
2005-07-20,539.367
2005-07-21,549.91
2005-07-22,551.056
2005-07-25,547.981
2005-07-26,544.703
2005-07-27,548.303
2005-07-28,546.369
2005-07-29,551.024
2005-08-01,560.276
2005-08-02,557.873
2005-08-03,560.47
2005-08-04,559.833
2005-08-05,561.126
2005-08-08,562.581
2005-08-09,570.822
2005-08-10,572.822
2005-08-11,572.988
2005-08-12,568.419
2005-08-15,563.172
2005-08-16,560.896
2005-08-17,557.941
2005-08-18,552.482
2005-08-19,549.445
2005-08-22,555.003
2005-08-23,555.051
2005-08-24,556.958
2005-08-25,557.697
2005-08-26,560.375
2005-08-29,558.068
2005-08-30,555.889
2005-08-31,563.637
2005-09-01,568.812
2005-09-02,577.951
2005-09-05,574.356
2005-09-06,580.086
2005-09-07,576.226
2005-09-08,574.987
2005-09-09,577.036
2005-09-12,566.919
2005-09-13,561.447
2005-09-14,563.785
2005-09-15,556.287
2005-09-16,553.425
2005-09-19,552.017
2005-09-20,555.876
2005-09-21,554.906
2005-09-22,546.179
2005-09-23,547.7
2005-09-26,548.223
2005-09-27,548.407
2005-09-28,554.106
2005-09-29,557.1
2005-09-30,563.417
2005-10-03,553.144
2005-10-04,558.602
2005-10-05,563.266
2005-10-06,568.181
2005-10-07,565.06
2005-10-10,558.008
2005-10-11,557.867
2005-10-12,558.34
2005-10-13,549.632
2005-10-14,553.501
2005-10-17,550.458
2005-10-18,545.785
2005-10-19,537.171
2005-10-20,541.144
2005-10-21,529.524
2005-10-24,534.352
2005-10-25,542.511
2005-10-26,541.97
2005-10-27,536.893
2005-10-28,536.714
2005-10-31,539.391
2005-11-01,544.246
2005-11-02,554.006
2005-11-03,557.941
2005-11-04,546.087
2005-11-07,547.12
2005-11-08,549.657
