Date,GERMANY SMID CAP SMID (Small+Mid Cap)
2001-12-12,288.981
2001-12-13,286.629
2001-12-14,285.946
2001-12-17,289.502
2001-12-18,289.676
2001-12-19,287.01
2001-12-20,285.442
2001-12-21,282.522
2001-12-24,279.696
2001-12-25,279.696
2001-12-26,279.935
2001-12-27,284.691
2001-12-28,284.89
2001-12-31,287.767
2002-01-01,287.767
2002-01-02,292.307
2002-01-03,295.618
2002-01-04,295.627
2002-01-07,295.177
2002-01-08,294.837
2002-01-09,294.795
2002-01-10,295.278
2002-01-11,294.045
2002-01-14,293.107
2002-01-15,291.537
2002-01-16,286.657
2002-01-17,289.72
2002-01-18,290.756
2002-01-21,291.076
2002-01-22,290.802
2002-01-23,292.833
2002-01-24,291.998
2002-01-25,287.409
2002-01-28,286.55
2002-01-29,285.461
2002-01-30,285.635
2002-01-31,286.043
2002-02-01,285.932
2002-02-04,286.788
2002-02-05,285.913
2002-02-06,283.848
2002-02-07,281.978
2002-02-08,282.227
2002-02-11,286.697
2002-02-12,285.751
2002-02-13,285.06
2002-02-14,284.443
2002-02-15,285.28
2002-02-18,282.727
2002-02-19,281.195
2002-02-20,280.227
2002-02-21,282.024
2002-02-22,283.142
2002-02-25,282.828
2002-02-26,283.167
2002-02-27,283.275
2002-02-28,284.093
2002-03-01,286.226
2002-03-04,289.993
2002-03-05,288.392
2002-03-06,291.631
2002-03-07,294.167
2002-03-08,293.796
2002-03-11,294.344
2002-03-12,291.515
2002-03-13,291.203
2002-03-14,293.872
2002-03-15,295.404
2002-03-18,295.789
2002-03-19,296.94
2002-03-20,297.806
2002-03-21,296.297
2002-03-22,295.548
2002-03-25,294.091
2002-03-26,294.08
2002-03-27,292.313
2002-03-28,293.529
2002-03-29,293.533
2002-04-01,295.936
2002-04-02,295.32
2002-04-03,293.869
2002-04-04,293.782
2002-04-05,294.161
2002-04-08,290.98
2002-04-09,292.103
2002-04-10,293.873
2002-04-11,294.2
2002-04-12,292.793
2002-04-15,293.685
2002-04-16,295.697
2002-04-17,297.386
2002-04-18,297.572
2002-04-19,296.978
2002-04-22,295.597
2002-04-23,296.004
2002-04-24,295.95
2002-04-25,295.648
2002-04-26,294.168
2002-04-29,295.392
2002-04-30,295.495
2002-05-01,297.185
2002-05-02,296.453
2002-05-03,298.692
2002-05-06,299.631
2002-05-07,296.074
2002-05-08,297.657
2002-05-09,297.273
2002-05-10,297.949
2002-05-13,298.016
2002-05-14,296.556
2002-05-15,299.049
2002-05-16,298.759
2002-05-17,302.234
2002-05-20,302.622
2002-05-21,301.533
2002-05-22,303.166
2002-05-23,300.019
2002-05-24,299.765
2002-05-27,299.827
2002-05-28,302.673
2002-05-29,302.932
2002-05-30,302.947
2002-05-31,302.225
2002-06-03,301.864
2002-06-04,298.598
2002-06-05,296.741
2002-06-06,298.532
2002-06-07,296.29
2002-06-10,295.428
2002-06-11,294.763
2002-06-12,290.986
2002-06-13,288.031
2002-06-14,281.611
2002-06-17,286.125
2002-06-18,284.59
2002-06-19,283.692
2002-06-20,280.901
2002-06-21,281.297
2002-06-24,278.116
2002-06-25,275.911
2002-06-26,276.564
2002-06-27,281.118
2002-06-28,287.654
2002-07-01,286.516
2002-07-02,280.748
2002-07-03,274.62
2002-07-04,275.237
2002-07-05,281.355
2002-07-08,284.776
2002-07-09,284.487
2002-07-10,276.245
2002-07-11,269.211
2002-07-12,269.092
2002-07-15,265.984
2002-07-16,265.983
2002-07-17,267.674
2002-07-18,269.614
2002-07-19,266.101
2002-07-22,254.783
2002-07-23,243.623
2002-07-24,243.705
2002-07-25,242.998
2002-07-26,242.213
2002-07-29,248.529
2002-07-30,250.942
2002-07-31,245.158
2002-08-01,243.135
2002-08-02,238.005
2002-08-05,229.142
2002-08-06,226.975
2002-08-07,228.52
2002-08-08,234.305
2002-08-09,237.736
2002-08-12,236.623
2002-08-13,235.329
2002-08-14,234.552
2002-08-15,235.445
2002-08-16,236.698
2002-08-19,239.398
2002-08-20,238.999
2002-08-21,244.115
2002-08-22,245.012
2002-08-23,244.299
2002-08-26,242.585
2002-08-27,244.96
2002-08-28,241.303
2002-08-29,240.635
2002-08-30,239.487
2002-09-02,238.529
2002-09-03,233.547
2002-09-04,230.977
2002-09-05,225.823
2002-09-06,228.597
2002-09-09,224.832
2002-09-10,225.267
2002-09-11,226.833
2002-09-12,224.652
2002-09-13,222.228
2002-09-16,216.549
2002-09-17,214.49
2002-09-18,209.186
2002-09-19,205.971
2002-09-20,208.637
2002-09-23,203.432
2002-09-24,197.114
2002-09-25,199.467
2002-09-26,202.66
2002-09-27,201.22
2002-09-30,195.956
2002-10-01,194.184
2002-10-02,194.606
2002-10-03,191.06
2002-10-04,188.381
2002-10-07,184.369
2002-10-08,181.885
2002-10-09,182.1
2002-10-10,186.788
2002-10-11,197.316
2002-10-14,198.251
2002-10-15,207.869
2002-10-16,207.345
2002-10-17,212.887
2002-10-18,213.493
2002-10-21,216.28
2002-10-22,213.952
2002-10-23,206.913
2002-10-24,209.979
2002-10-25,210.841
2002-10-28,216.501
2002-10-29,211.245
2002-10-30,213.383
2002-10-31,218.329
2002-11-01,217.842
2002-11-04,224.177
2002-11-05,226.771
2002-11-06,225.155
2002-11-07,223.311
2002-11-08,222.343
2002-11-11,219.503
2002-11-12,220.629
2002-11-13,219.618
2002-11-14,220.017
2002-11-15,220.649
2002-11-18,221.919
2002-11-19,221.835
2002-11-20,218.496
2002-11-21,221.937
2002-11-22,222.597
2002-11-25,221.519
2002-11-26,219.659
2002-11-27,222.293
2002-11-28,226.868
2002-11-29,230.442
2002-12-02,231.13
2002-12-03,228.29
2002-12-04,230.913
2002-12-05,228.858
2002-12-06,228.351
2002-12-09,221.599
2002-12-10,224.515
2002-12-11,227.391
2002-12-12,225.132
2002-12-13,223.858
2002-12-16,224.658
2002-12-17,224.249
2002-12-18,220.622
2002-12-19,215.925
2002-12-20,220.281
2002-12-23,217.708
2002-12-24,218.609
2002-12-25,218.609
2002-12-26,219.161
2002-12-27,215.791
2002-12-30,219.589
2002-12-31,220.45
2003-01-01,220.45
2003-01-02,225.502
2003-01-03,226.276
2003-01-06,227.774
2003-01-07,224.409
2003-01-08,217.753
2003-01-09,220.687
2003-01-10,223.633
2003-01-13,225.829
2003-01-14,228.119
2003-01-15,227.653
2003-01-16,229.098
2003-01-17,225.809
2003-01-20,225.825
2003-01-21,224.451
2003-01-22,221.865
2003-01-23,220.846
2003-01-24,219.254
2003-01-27,215.021
2003-01-28,214.364
2003-01-29,215.373
2003-01-30,213.379
2003-01-31,215.728
2003-02-03,217.134
2003-02-04,215.848
2003-02-05,217.407
2003-02-06,215.108
2003-02-07,210.29
2003-02-10,208.94
2003-02-11,208.873
2003-02-12,206.448
2003-02-13,205.788
2003-02-14,208.727
2003-02-17,209.137
2003-02-18,208.83
2003-02-19,206.807
2003-02-20,207.054
2003-02-21,207.172
2003-02-24,203.157
2003-02-25,199.152
2003-02-26,196.339
2003-02-27,198.273
2003-02-28,201.656
2003-03-03,202.756
2003-03-04,201.252
2003-03-05,201.16
2003-03-06,199.576
2003-03-07,199.445
2003-03-10,194.047
2003-03-11,193.203
2003-03-12,190.936
2003-03-13,194.622
2003-03-14,195.272
2003-03-17,199.148
2003-03-18,203.51
2003-03-19,204.923
2003-03-20,205.838
2003-03-21,209.742
2003-03-24,204.669
2003-03-25,208.7
2003-03-26,207.357
2003-03-27,208.535
2003-03-28,205.398
2003-03-31,206.005
2003-04-01,206.862
2003-04-02,210.811
2003-04-03,209.023
2003-04-04,212.685
2003-04-07,220.162
2003-04-08,219.777
2003-04-09,220.062
2003-04-10,220.214
2003-04-11,221.032
2003-04-14,222.115
2003-04-15,225.455
2003-04-16,228.396
2003-04-17,231.76
2003-04-18,231.76
2003-04-21,230.761
2003-04-22,236.239
2003-04-23,240.653
2003-04-24,238.569
2003-04-25,237.262
2003-04-28,241.423
2003-04-29,240.991
2003-04-30,245.808
2003-05-01,248.065
2003-05-02,250.117
2003-05-05,255.864
2003-05-06,260.419
2003-05-07,256.836
2003-05-08,250.864
2003-05-09,255.75
2003-05-12,256.879
2003-05-13,255.82
2003-05-14,256.458
2003-05-15,257.364
2003-05-16,259.758
2003-05-19,256.118
2003-05-20,254.841
2003-05-21,253.541
2003-05-22,257.949
2003-05-23,259.1
2003-05-26,261.032
2003-05-27,263.32
2003-05-28,263.314
2003-05-29,265.241
2003-05-30,267.32
2003-06-02,271.417
2003-06-03,269.529
2003-06-04,272.538
2003-06-05,277.382
2003-06-06,278.627
2003-06-09,277.752
2003-06-10,278.673
2003-06-11,283.303
2003-06-12,286.284
2003-06-13,284.288
2003-06-16,291.902
2003-06-17,291.224
2003-06-18,288.88
2003-06-19,285.608
2003-06-20,283.72
2003-06-23,276.854
2003-06-24,276.796
2003-06-25,278.06
2003-06-26,277.115
2003-06-27,276.054
2003-06-30,279.858
2003-07-01,278.545
2003-07-02,282.834
2003-07-03,284.057
2003-07-04,283.903
2003-07-07,286.729
2003-07-08,286.958
2003-07-09,285.828
2003-07-10,283.392
2003-07-11,286.332
2003-07-14,291.394
2003-07-15,291.152
2003-07-16,292.114
2003-07-17,288.742
2003-07-18,293.353
2003-07-21,291.997
2003-07-22,293.081
2003-07-23,293.77
2003-07-24,300.678
2003-07-25,300.914
2003-07-28,302.101
2003-07-29,302.458
2003-07-30,298.495
2003-07-31,298.408
2003-08-01,298.261
2003-08-04,299.095
2003-08-05,300.028
2003-08-06,296.453
2003-08-07,294.478
2003-08-08,293.056
2003-08-11,292.831
2003-08-12,295.635
2003-08-13,299.694
2003-08-14,300.132
2003-08-15,300.59
2003-08-18,302.297
2003-08-19,299.321
2003-08-20,300.073
2003-08-21,302.111
2003-08-22,300.389
2003-08-25,298.758
2003-08-26,294.826
2003-08-27,297.653
2003-08-28,299.936
2003-08-29,304.393
2003-09-01,308.608
2003-09-02,305.823
2003-09-03,309.73
2003-09-04,312.349
2003-09-05,315.965
2003-09-08,320.901
2003-09-09,320.539
2003-09-10,315.864
2003-09-11,316.875
2003-09-12,318.545
2003-09-15,320.941
2003-09-16,319.861
2003-09-17,321.701
2003-09-18,325.03
2003-09-19,328.095
2003-09-22,323.673
2003-09-23,321.507
2003-09-24,317.296
2003-09-25,316.331
2003-09-26,313.905
2003-09-29,316.964
2003-09-30,314.229
2003-10-01,320.378
2003-10-02,319.323
2003-10-03,325.657
2003-10-06,326.933
2003-10-07,326.49
2003-10-08,330.273
2003-10-09,334.274
2003-10-10,336.662
2003-10-13,338.429
2003-10-14,337.589
2003-10-15,341.47
2003-10-16,344.111
2003-10-17,338.703
2003-10-20,341.341
2003-10-21,344.603
2003-10-22,341.81
2003-10-23,340.198
2003-10-24,339.514
2003-10-27,342.678
2003-10-28,344.551
2003-10-29,346.871
2003-10-30,349.726
2003-10-31,351.285
2003-11-03,352.81
2003-11-04,351.064
2003-11-05,345.369
2003-11-06,343.289
2003-11-07,346.054
2003-11-10,343.391
2003-11-11,340.356
2003-11-12,345.711
2003-11-13,348.965
2003-11-14,352.68
2003-11-17,344.755
2003-11-18,348.561
2003-11-19,347.599
2003-11-20,345.377
2003-11-21,346.756
2003-11-24,348.517
2003-11-25,352.592
2003-11-26,354.148
2003-11-27,355.459
2003-11-28,358.309
2003-12-01,362.306
2003-12-02,365.839
2003-12-03,368.684
2003-12-04,365.675
2003-12-05,365.192
2003-12-08,364.877
2003-12-09,365.08
2003-12-10,363.572
2003-12-11,362.032
2003-12-12,366.893
2003-12-15,369.476
2003-12-16,367.425
2003-12-17,367.479
2003-12-18,369.854
2003-12-19,368.764
2003-12-22,369.004
2003-12-23,370.534
2003-12-24,371.578
2003-12-25,371.578
2003-12-26,371.429
2003-12-29,375.913
2003-12-30,378.666
2003-12-31,381.174
2004-01-01,381.174
2004-01-02,387.599
2004-01-05,393.426
2004-01-06,396.004
2004-01-07,395.113
2004-01-08,399.501
2004-01-09,402.779
2004-01-12,398.723
2004-01-13,399.108
2004-01-14,399.345
2004-01-15,398.78
2004-01-16,398.976
2004-01-19,403.193
2004-01-20,406.656
2004-01-21,410.325
2004-01-22,413.765
2004-01-23,412.109
2004-01-26,406.718
2004-01-27,409.449
2004-01-28,409.521
2004-01-29,398.178
2004-01-30,399.761
2004-02-02,402.491
2004-02-03,404.993
2004-02-04,400.532
2004-02-05,401.162
2004-02-06,408.227
2004-02-09,412.157
2004-02-10,414.934
2004-02-11,415.6
2004-02-12,421.415
2004-02-13,418.623
2004-02-16,421.017
2004-02-17,423.577
2004-02-18,422.957
2004-02-19,420.993
2004-02-20,412.693
2004-02-23,412.004
2004-02-24,409.538
2004-02-25,405.269
2004-02-26,400.921
2004-02-27,404.115
2004-03-01,408.521
2004-03-02,407.363
2004-03-03,399.526
2004-03-04,404.71
2004-03-05,414.161
2004-03-08,412.966
2004-03-09,410.998
2004-03-10,399.389
2004-03-11,387.264
2004-03-12,387.168
2004-03-15,380.153
2004-03-16,381.659
2004-03-17,384.427
2004-03-18,385.554
2004-03-19,383.708
2004-03-22,374.457
2004-03-23,373.49
2004-03-24,371.104
2004-03-25,377.5
2004-03-26,377.233
2004-03-29,385.831
2004-03-30,386.666
2004-03-31,392.832
2004-04-01,400.952
2004-04-02,398.65
2004-04-05,397.72
2004-04-06,397.737
2004-04-07,400.747
2004-04-08,400.107
2004-04-09,400.107
2004-04-12,398.983
2004-04-13,397.219
2004-04-14,392.54
2004-04-15,391.283
2004-04-16,395.071
2004-04-19,396.366
2004-04-20,397.051
2004-04-21,392.091
2004-04-22,394.946
2004-04-23,397.38
2004-04-26,399.064
2004-04-27,399.305
2004-04-28,390.613
2004-04-29,387.714
2004-04-30,390.356
2004-05-03,390.856
2004-05-04,395.123
2004-05-05,396.48
2004-05-06,384.94
2004-05-07,378.529
2004-05-10,363.365
2004-05-11,366.841
2004-05-12,365.906
2004-05-13,368.437
2004-05-14,366.707
2004-05-17,363.491
2004-05-18,367.834
2004-05-19,378.494
2004-05-20,371.607
2004-05-21,375.565
2004-05-24,376.309
2004-05-25,377.996
2004-05-26,381.601
2004-05-27,390.044
2004-05-28,389.862
2004-05-31,390.945
2004-06-01,387.315
2004-06-02,390.309
2004-06-03,391.68
2004-06-04,396.063
2004-06-07,402.01
2004-06-08,400.202
2004-06-09,392.329
2004-06-10,394.152
2004-06-11,390.25
2004-06-14,388.731
2004-06-15,390.114
2004-06-16,390.604
2004-06-17,390.133
2004-06-18,392.656
2004-06-21,391.718
2004-06-22,388.033
2004-06-23,389.377
2004-06-24,395.019
2004-06-25,394.245
2004-06-28,399.826
2004-06-29,398.46
2004-06-30,399.775
2004-07-01,398.354
2004-07-02,400.042
2004-07-05,398.636
2004-07-06,394.376
2004-07-07,395.401
2004-07-08,395.253
2004-07-09,393.382
2004-07-12,390.279
2004-07-13,387.738
2004-07-14,389.17
2004-07-15,385.031
2004-07-16,389.141
2004-07-19,385.989
2004-07-20,387.119
2004-07-21,387.465
2004-07-22,383.514
2004-07-23,378.146
2004-07-26,376.715
2004-07-27,376.785
2004-07-28,375.686
2004-07-29,381.204
2004-07-30,380.51
2004-08-02,378.67
2004-08-03,379.714
2004-08-04,372.827
2004-08-05,374.958
2004-08-06,372.101
2004-08-09,366.672
2004-08-10,373.388
2004-08-11,368.13
2004-08-12,366.734
2004-08-13,370.172
2004-08-16,375.592
2004-08-17,376.715
2004-08-18,377.276
2004-08-19,378.794
2004-08-20,375.964
2004-08-23,375.94
2004-08-24,374.283
2004-08-25,373.842
2004-08-26,376.924
2004-08-27,376.368
2004-08-30,375.436
2004-08-31,374.882
2004-09-01,377.613
2004-09-02,377.333
2004-09-03,375.333
2004-09-06,378.736
2004-09-07,380.945
2004-09-08,381.953
2004-09-09,381.748
2004-09-10,389.227
2004-09-13,393.714
2004-09-14,393.873
2004-09-15,388.777
2004-09-16,391.417
2004-09-17,394.404
2004-09-20,393.086
2004-09-21,398.574
2004-09-22,396.803
2004-09-23,394.458
2004-09-24,394.214
2004-09-27,391.468
2004-09-28,392.473
2004-09-29,395.241
2004-09-30,397.407
2004-10-01,402.724
2004-10-04,403.757
2004-10-05,406.19
2004-10-06,404.365
2004-10-07,402.525
2004-10-08,405.067
2004-10-11,404.376
2004-10-12,398.112
2004-10-13,397.87
2004-10-14,398.987
2004-10-15,401.883
2004-10-18,401.542
2004-10-19,404.034
2004-10-20,402.686
2004-10-21,403.957
2004-10-22,404.858
2004-10-25,401.995
2004-10-26,401.911
2004-10-27,406.611
2004-10-28,405.767
2004-10-29,403.731
2004-11-01,408.186
2004-11-02,409.45
2004-11-03,412.96
2004-11-04,415.321
2004-11-05,418.746
2004-11-08,420.736
2004-11-09,420.577
2004-11-10,423.762
2004-11-11,425.15
2004-11-12,424.494
2004-11-15,425.515
2004-11-16,424.579
2004-11-17,430.889
2004-11-18,431.099
2004-11-19,431.895
2004-11-22,428.52
2004-11-23,429.445
2004-11-24,432.495
2004-11-25,436.921
2004-11-26,437.538
2004-11-29,439.943
2004-11-30,438.977
2004-12-01,441.889
2004-12-02,443.711
2004-12-03,447.324
2004-12-06,447.272
2004-12-07,447.968
2004-12-08,441.596
2004-12-09,436.142
2004-12-10,435.794
2004-12-13,440.787
2004-12-14,441.431
2004-12-15,446.978
2004-12-16,443.403
2004-12-17,440.854
2004-12-20,447.204
2004-12-21,446.824
2004-12-22,448.694
2004-12-23,453.723
2004-12-24,454.899
2004-12-27,456.697
2004-12-28,456.912
2004-12-29,454.163
2004-12-30,458.085
2004-12-31,456.825
2005-01-03,458.408
2005-01-04,455.039
2005-01-05,451.589
2005-01-06,449.697
2005-01-07,446.841
2005-01-10,449.216
2005-01-11,448.282
2005-01-12,449.792
2005-01-13,447.486
2005-01-14,445.684
2005-01-17,448.493
2005-01-18,447.836
2005-01-19,449.115
2005-01-20,443.287
2005-01-21,446.394
2005-01-24,447.109
2005-01-25,447.494
2005-01-26,452.767
2005-01-27,450.495
2005-01-28,448.692
2005-01-31,455.318
2005-02-01,456.432
2005-02-02,460.643
2005-02-03,456.911
2005-02-04,461.247
2005-02-07,459.495
2005-02-08,458.286
2005-02-09,457.906
2005-02-10,457.871
2005-02-11,462.374
2005-02-14,465.462
2005-02-15,464.818
2005-02-16,464.467
2005-02-17,471.048
2005-02-18,472.905
2005-02-21,474.519
2005-02-22,476.844
2005-02-23,473.296
2005-02-24,475.784
2005-02-25,481.033
2005-02-28,485.419
2005-03-01,485.025
2005-03-02,483.602
2005-03-03,482.613
2005-03-04,489.188
2005-03-07,487.137
2005-03-08,490.142
2005-03-09,492.652
2005-03-10,492.377
2005-03-11,495.079
2005-03-14,491.547
2005-03-15,489.859
2005-03-16,489.059
2005-03-17,486.659
2005-03-18,484.982
2005-03-21,480.282
2005-03-22,482.108
2005-03-23,473.304
2005-03-24,473.238
2005-03-25,473.238
2005-03-28,469.916
2005-03-29,468.392
2005-03-30,469.724
2005-03-31,474.883
2005-04-01,479.193
2005-04-04,471.43
2005-04-05,474.078
2005-04-06,477.457
2005-04-07,480.014
2005-04-08,481.928
2005-04-11,485.346
2005-04-12,481.272
2005-04-13,484.37
2005-04-14,479.695
2005-04-15,474.637
2005-04-18,466.281
2005-04-19,468.608
2005-04-20,470.304
2005-04-21,470.029
2005-04-22,470.303
2005-04-25,468.255
2005-04-26,463.581
2005-04-27,457.163
2005-04-28,451.29
2005-04-29,450.826
2005-05-02,454.566
2005-05-03,458.476
2005-05-04,459.212
2005-05-05,463.066
2005-05-06,460.423
2005-05-09,461.475
2005-05-10,463.436
2005-05-11,462.479
2005-05-12,460.989
2005-05-13,457.73
2005-05-16,456.011
2005-05-17,454.301
2005-05-18,461.181
2005-05-19,464.095
2005-05-20,462.346
2005-05-23,466.237
2005-05-24,465.369
2005-05-25,466.332
2005-05-26,466.841
2005-05-27,468.74
2005-05-30,469.166
2005-05-31,464.489
2005-06-01,465.941
2005-06-02,467.01
2005-06-03,467.253
2005-06-06,466.255
2005-06-07,468.454
2005-06-08,471.793
2005-06-09,467.512
2005-06-10,469.207
2005-06-13,470.288
2005-06-14,470.475
2005-06-15,471.108
2005-06-16,473.832
2005-06-17,481.949
2005-06-20,477.015
2005-06-21,478.248
2005-06-22,479.077
2005-06-23,475.827
2005-06-24,473.201
2005-06-27,471.641
2005-06-28,472.637
2005-06-29,475.212
2005-06-30,475.431
2005-07-01,471.483
2005-07-04,470.351
2005-07-05,469.801
2005-07-06,473.339
2005-07-07,469.195
2005-07-08,475.685
2005-07-11,486.384
2005-07-12,490.968
2005-07-13,489.733
2005-07-14,492.647
2005-07-15,490.97
2005-07-18,491.788
2005-07-19,493.05
2005-07-20,494.985
2005-07-21,501.237
2005-07-22,501.25
2005-07-25,498.403
2005-07-26,496.435
2005-07-27,498.333
2005-07-28,504.659
2005-07-29,507.356
2005-08-01,511.36
2005-08-02,514.102
2005-08-03,521.812
2005-08-04,522.227
2005-08-05,516.399
2005-08-08,519.43
2005-08-09,522.068
2005-08-10,528.858
2005-08-11,528.593
2005-08-12,526.146
2005-08-15,522.14
2005-08-16,519.466
2005-08-17,516.709
2005-08-18,510.212
2005-08-19,513.353
2005-08-22,519.657
2005-08-23,515.632
2005-08-24,517.393
2005-08-25,516.672
2005-08-26,515.209
2005-08-29,513.089
2005-08-30,509.479
2005-08-31,517.166
2005-09-01,528.038
2005-09-02,530.676
2005-09-05,532.583
2005-09-06,535.398
2005-09-07,536.925
2005-09-08,536.453
2005-09-09,539.856
2005-09-12,533.607
2005-09-13,526.589
2005-09-14,527.612
2005-09-15,524.107
2005-09-16,527.281
2005-09-19,522.344
2005-09-20,527.685
2005-09-21,524.303
2005-09-22,518.57
2005-09-23,517.729
2005-09-26,521.682
2005-09-27,519.855
2005-09-28,524.228
2005-09-29,525.133
2005-09-30,529.566
2005-10-03,524.751
2005-10-04,531.263
2005-10-05,528.167
2005-10-06,527.62
2005-10-07,527.237
2005-10-10,527.23
2005-10-11,525.944
2005-10-12,522.427
2005-10-13,508.743
2005-10-14,515.054
2005-10-17,514.543
2005-10-18,508.912
2005-10-19,498.105
2005-10-20,499.363
2005-10-21,495.129
2005-10-24,500.484
2005-10-25,503.632
2005-10-26,505.783
2005-10-27,498.904
2005-10-28,496.212
2005-10-31,503.062
2005-11-01,506.559
2005-11-02,512.589
2005-11-03,517.035
2005-11-04,507.953
2005-11-07,509.967
2005-11-08,510.179
