Date,BELGIUM SMID VALUE SMID (Small+Mid Cap)
2007-07-31,969.118
2007-08-31,957.024
2007-09-28,969.434
2007-10-31,969.543
2007-11-30,912.631
2007-12-31,898.241
2008-01-31,833.752
2008-02-29,846.247
2008-03-31,831.154
2008-04-30,894.106
2008-05-30,873.723
2008-06-30,809.726
2008-07-31,748.806
2008-08-29,777.247
2008-09-30,687.748
2008-10-31,537.158
2008-11-28,525.718
2008-12-31,561.991
2009-01-30,578.677
2009-02-27,504.723
2009-03-31,555.129
2009-04-30,640.783
2009-05-29,761.178
2009-06-30,722.21
2009-07-31,786.026
2009-08-31,849.309
2009-09-30,895.686
2009-10-30,874.403
2009-11-30,904.749
2009-12-31,882.829
2010-01-29,863.588
2010-02-26,854.051
2010-03-31,891.113
2010-04-30,852.213
2010-05-31,769.727
2010-06-30,734.192
2010-07-30,812.665
2010-08-31,762.488
2010-09-30,871.111
2010-10-29,908.458
2010-11-30,804.64
2010-12-31,865.621
2011-01-31,917.771
2011-02-28,955.0
2011-03-31,977.584
2011-04-29,1079.317
2011-05-31,1060.489
2011-06-30,1038.844
2011-07-29,962.933
2011-08-31,884.148
2011-09-30,752.599
2011-10-31,794.208
2011-11-30,721.766
2011-12-30,680.492
2012-01-31,737.354
2012-02-29,784.707
2012-03-30,783.679
2012-04-30,752.481
2012-05-31,654.14
2012-06-29,698.941
2012-07-31,700.79
2012-08-31,734.186
2012-09-28,776.944
2012-10-31,790.958
2012-11-30,831.035
2012-12-31,894.861
2013-01-31,983.109
2013-02-28,954.006
2013-03-29,940.252
2013-04-30,1017.681
2013-05-31,1025.679
2013-06-28,984.746
2013-07-31,1057.932
2013-08-30,1037.611
2013-09-30,1087.363
2013-10-31,1128.706
2013-11-29,1097.005
2013-12-31,1133.611
2014-01-31,1137.316
2014-02-28,1219.041
2014-03-31,1224.829
2014-04-30,1226.18
2014-05-30,1218.289
2014-06-30,1186.682
2014-07-31,1147.4
2014-08-29,1142.768
2014-09-30,1107.21
2014-10-31,1105.975
2014-11-28,1153.48
2014-12-31,1145.147
2015-01-30,1163.14
2015-02-27,1225.167
2015-03-31,1194.965
2015-04-30,1198.159
2015-05-29,1229.268
2015-06-30,1202.323
2015-07-31,1265.838
2015-08-31,1209.613
2015-09-30,1196.436
2015-10-30,1276.131
2015-11-30,1260.771
2015-12-31,1297.651
2016-01-29,1206.526
2016-02-29,1204.358
2016-03-31,1296.541
2016-04-29,1305.958
2016-05-31,1340.569
2016-06-30,1271.122
2016-07-29,1343.622
2016-08-31,1361.233
2016-09-30,1420.141
2016-10-31,1395.46
2016-11-30,1359.727
2016-12-30,1412.828
2017-01-31,1439.669
2017-02-28,1412.36
2017-03-31,1474.158
2017-04-28,1522.928
2017-05-31,1582.148
2017-06-30,1576.038
2017-07-31,1666.932
2017-08-31,1692.257
2017-09-29,1740.804
2017-10-31,1724.449
2017-11-30,1708.64
2017-12-29,1712.02
2018-01-31,1825.332
2018-02-28,1765.674
2018-03-30,1711.249
2018-04-30,1732.031
2018-05-31,1672.136
2018-06-29,1614.499
2018-07-31,1706.68
2018-08-31,1672.889
2018-09-28,1659.115
2018-10-31,1580.595
2018-11-30,1596.827
2018-12-31,1538.571
2019-01-31,1609.835
2019-02-28,1624.589
2019-03-29,1665.694
2019-04-30,1734.708
2019-05-31,1670.721
2019-06-28,1760.292
2019-07-31,1786.639
2019-08-30,1791.948
2019-09-30,1836.513
2019-10-31,1920.71
2019-11-29,1974.178
2019-12-31,2011.665
2020-01-31,1923.295
2020-02-28,1714.907
2020-03-31,1529.474
2020-04-30,1560.064
2020-05-29,1595.727
2020-06-30,1606.012
2020-07-31,1657.379
2020-08-31,1760.732
2020-09-30,1742.712
2020-10-30,1630.779
2020-11-30,2000.784
2020-12-31,2085.516
2021-01-29,2072.842
2021-02-26,2150.363
2021-03-31,2187.506
2021-04-30,2255.696
2021-05-31,2387.965
2021-06-30,2309.276
2021-07-30,2382.066
2021-08-31,2400.974
2021-09-30,2266.217
2021-10-29,2297.636
2021-11-30,2226.948
2021-12-31,2393.873
2022-01-31,2225.328
2022-02-28,2210.606
2022-03-31,2255.754
2022-04-29,2130.652
2022-05-31,2136.377
2022-06-30,1939.118
2022-07-29,1962.326
2022-08-31,1860.519
2022-09-30,1661.691
2022-10-31,1738.052
2022-11-30,1846.85
2022-12-30,1945.678
2023-01-31,2125.639
2023-02-28,2071.582
2023-03-31,2042.531
2023-04-28,2097.144
2023-05-31,1902.978
2023-06-30,1935.748
2023-07-31,2057.924
2023-08-31,1959.795
2023-09-29,1845.633
2023-10-31,1775.861
2023-11-30,1980.247
2023-12-29,2130.071
2024-01-31,2000.44
2024-02-29,1903.59
2024-03-29,1966.895
2024-04-30,1975.797
2024-05-31,2062.165
2024-06-28,1899.667
2024-07-31,1939.182
2024-08-30,1981.524
2024-09-30,2074.207
2024-10-31,1892.133
2024-11-29,1795.838
2024-12-31,1725.72
2025-01-31,1793.94
2025-02-28,1821.356
2025-03-31,1935.122
2025-04-30,2112.121
2025-05-30,2205.67
2025-06-30,2319.501
2025-07-31,2321.155
