Date,ITALY IMI IMI (Large+Mid+Small Cap)
2004-09-30,540.056
2004-10-29,570.009
2004-11-30,613.818
2004-12-31,661.41
2005-01-31,649.684
2005-02-28,670.561
2005-03-31,666.363
2005-04-29,641.369
2005-05-31,634.149
2005-06-30,638.824
2005-07-29,666.458
2005-08-31,671.93
2005-09-30,684.107
2005-10-31,635.398
2005-11-30,650.13
2005-12-30,677.358
2006-01-31,717.392
2006-02-28,729.083
2006-03-31,748.9
2006-04-28,782.011
2006-05-31,778.037
2006-06-30,778.476
2006-07-31,784.968
2006-08-31,816.936
2006-09-29,816.808
2006-10-31,852.702
2006-11-30,899.7
2006-12-29,920.077
2007-01-31,924.759
2007-02-28,918.288
2007-03-30,942.283
2007-04-30,1014.053
2007-05-31,1000.0
2007-06-29,979.545
2007-07-31,952.367
2007-08-31,944.332
2007-09-28,976.388
2007-10-31,1014.296
2007-11-30,986.014
2007-12-31,969.508
2008-01-31,871.676
2008-02-29,875.341
2008-03-31,859.486
2008-04-30,906.245
2008-05-30,908.431
2008-06-30,811.054
2008-07-31,773.838
2008-08-29,743.625
2008-09-30,629.663
2008-10-31,481.355
2008-11-28,452.609
2008-12-31,484.897
2009-01-30,418.596
2009-02-27,362.255
2009-03-31,387.518
2009-04-30,460.266
2009-05-29,520.762
2009-06-30,500.618
2009-07-31,541.455
2009-08-31,590.716
2009-09-30,632.847
2009-10-30,602.494
2009-11-30,609.864
2009-12-31,615.013
2010-01-29,565.413
2010-02-26,533.855
2010-03-31,572.602
2010-04-30,535.35
2010-05-31,455.183
2010-06-30,449.136
2010-07-30,516.976
2010-08-31,479.159
2010-09-30,536.454
2010-10-29,571.306
2010-11-30,481.725
2010-12-31,525.448
2011-01-31,580.045
2011-02-28,595.16
2011-03-31,596.416
2011-04-29,645.706
2011-05-31,598.915
2011-06-30,580.171
2011-07-29,527.698
2011-08-31,454.608
2011-09-30,403.9
2011-10-31,453.704
2011-11-30,418.021
2011-12-30,398.35
2012-01-31,424.716
2012-02-29,448.507
2012-03-30,436.475
2012-04-30,401.25
2012-05-31,336.288
2012-06-29,382.513
2012-07-31,361.129
2012-08-31,400.057
2012-09-28,411.577
2012-10-31,425.214
2012-11-30,432.795
2012-12-31,450.924
2013-01-31,494.842
2013-02-28,437.242
2013-03-29,417.083
2013-04-30,465.621
2013-05-31,472.996
2013-06-28,425.018
2013-07-31,468.911
2013-08-30,472.52
2013-09-30,507.536
2013-10-31,569.216
2013-11-29,562.278
2013-12-31,568.567
2014-01-31,569.354
2014-02-28,615.925
2014-03-31,654.048
2014-04-30,660.88
2014-05-30,650.494
2014-06-30,642.049
2014-07-31,606.592
2014-08-29,593.957
2014-09-30,580.4
2014-10-31,546.468
2014-11-28,549.468
2014-12-31,508.182
2015-01-30,512.846
2015-02-27,556.258
2015-03-31,553.923
2015-04-30,576.862
2015-05-29,581.572
2015-06-30,568.31
2015-07-31,593.693
2015-08-31,562.634
2015-09-30,544.633
2015-10-30,569.469
2015-11-30,553.119
2015-12-31,539.69
2016-01-29,469.11
2016-02-29,445.934
2016-03-31,481.745
2016-04-29,496.174
2016-05-31,477.473
2016-06-30,428.785
2016-07-29,448.944
2016-08-31,449.399
2016-09-30,439.356
2016-10-31,445.984
2016-11-30,424.962
2016-12-30,478.594
2017-01-31,474.415
2017-02-28,472.803
2017-03-31,518.823
2017-04-28,535.125
2017-05-31,563.154
2017-06-30,567.988
2017-07-31,612.201
2017-08-31,621.091
2017-09-29,645.492
2017-10-31,636.476
2017-11-30,640.022
2017-12-29,631.84
2018-01-31,702.49
2018-02-28,659.65
2018-03-30,661.554
2018-04-30,695.823
2018-05-31,615.979
2018-06-29,615.938
2018-07-31,636.704
2018-08-31,580.163
2018-09-28,593.834
2018-10-31,531.715
2018-11-30,534.869
2018-12-31,516.761
2019-01-31,559.003
2019-02-28,580.906
2019-03-29,590.583
2019-04-30,603.731
2019-05-31,554.47
2019-06-28,606.02
2019-07-31,596.664
2019-08-30,587.502
2019-09-30,604.101
2019-10-31,631.054
2019-11-29,641.759
2019-12-31,655.131
2020-01-31,638.993
2020-02-28,597.666
2020-03-31,462.877
2020-04-30,477.042
2020-05-29,505.263
2020-06-30,541.29
2020-07-31,564.992
2020-08-31,586.248
2020-09-30,556.305
2020-10-30,517.255
2020-11-30,650.272
2020-12-31,674.559
2021-01-29,648.812
2021-02-26,687.61
2021-03-31,720.217
2021-04-30,728.759
2021-05-31,779.275
2021-06-30,754.82
2021-07-30,761.739
2021-08-31,775.585
2021-09-30,749.786
2021-10-29,785.141
2021-11-30,732.61
2021-12-31,784.551
2022-01-31,758.597
2022-02-28,722.535
2022-03-31,701.488
2022-04-29,655.198
2022-05-31,678.249
2022-06-30,579.22
2022-07-29,592.288
2022-08-31,561.79
2022-09-30,523.065
2022-10-31,582.484
2022-11-30,659.278
2022-12-30,661.553
2023-01-31,749.228
2023-02-28,754.726
2023-03-31,758.182
2023-04-28,789.776
2023-05-31,737.158
2023-06-30,813.235
2023-07-31,862.238
2023-08-31,830.803
2023-09-29,793.799
2023-10-31,783.396
2023-11-30,868.517
2023-12-29,898.814
2024-01-31,903.362
2024-02-29,950.813
2024-03-29,1016.993
2024-04-30,990.3
2024-05-31,1037.575
2024-06-28,987.531
2024-07-31,1023.079
2024-08-30,1069.239
2024-09-30,1069.777
2024-10-31,1045.153
2024-11-29,1003.55
2024-12-31,1006.64
2025-01-31,1081.164
2025-02-28,1141.965
2025-03-31,1170.507
2025-04-30,1228.5
2025-05-30,1324.341
2025-06-30,1358.485
