Date,ITALY IMI IMI (Large+Mid+Small Cap)
2002-12-10,330.565
2002-12-11,333.136
2002-12-12,332.108
2002-12-13,330.423
2002-12-16,338.138
2002-12-17,339.84
2002-12-18,333.15
2002-12-19,329.765
2002-12-20,335.578
2002-12-23,336.389
2002-12-24,337.783
2002-12-25,337.783
2002-12-26,338.635
2002-12-27,334.286
2002-12-30,337.95
2002-12-31,339.276
2003-01-01,339.276
2003-01-02,346.209
2003-01-03,348.396
2003-01-06,353.44
2003-01-07,347.391
2003-01-08,343.0
2003-01-09,349.528
2003-01-10,349.892
2003-01-13,351.651
2003-01-14,353.243
2003-01-15,350.442
2003-01-16,351.797
2003-01-17,344.298
2003-01-20,340.852
2003-01-21,336.592
2003-01-22,332.795
2003-01-23,332.747
2003-01-24,331.17
2003-01-27,326.52
2003-01-28,326.929
2003-01-29,331.017
2003-01-30,332.938
2003-01-31,334.596
2003-02-03,337.568
2003-02-04,333.045
2003-02-05,336.632
2003-02-06,333.026
2003-02-07,332.866
2003-02-10,329.975
2003-02-11,336.124
2003-02-12,334.006
2003-02-13,336.573
2003-02-14,339.244
2003-02-17,340.569
2003-02-18,343.489
2003-02-19,339.022
2003-02-20,340.634
2003-02-21,346.007
2003-02-24,345.061
2003-02-25,337.255
2003-02-26,337.574
2003-02-27,342.209
2003-02-28,344.877
2003-03-03,343.898
2003-03-04,341.133
2003-03-05,339.662
2003-03-06,331.103
2003-03-07,328.063
2003-03-10,322.057
2003-03-11,322.012
2003-03-12,309.022
2003-03-13,315.454
2003-03-14,321.858
2003-03-17,326.257
2003-03-18,321.017
2003-03-19,324.403
2003-03-20,320.949
2003-03-21,327.261
2003-03-24,322.004
2003-03-25,328.078
2003-03-26,327.9
2003-03-27,324.701
2003-03-28,327.726
2003-03-31,324.258
2003-04-01,327.03
2003-04-02,332.257
2003-04-03,334.016
2003-04-04,334.284
2003-04-07,339.585
2003-04-08,341.57
2003-04-09,340.884
2003-04-10,343.361
2003-04-11,343.271
2003-04-14,345.544
2003-04-15,348.116
2003-04-16,347.142
2003-04-17,352.263
2003-04-18,352.263
2003-04-21,350.745
2003-04-22,356.651
2003-04-23,359.409
2003-04-24,360.206
2003-04-25,354.907
2003-04-28,361.388
2003-04-29,361.725
2003-04-30,367.195
2003-05-01,370.567
2003-05-02,369.226
2003-05-05,373.487
2003-05-06,379.854
2003-05-07,379.191
2003-05-08,377.899
2003-05-09,379.705
2003-05-12,381.21
2003-05-13,380.037
2003-05-14,380.624
2003-05-15,383.298
2003-05-16,386.271
2003-05-19,384.009
2003-05-20,383.375
2003-05-21,382.3
2003-05-22,387.626
2003-05-23,393.228
2003-05-26,396.273
2003-05-27,401.656
2003-05-28,402.087
2003-05-29,407.365
2003-05-30,407.838
2003-06-02,409.486
2003-06-03,405.97
2003-06-04,405.172
2003-06-05,409.547
2003-06-06,407.758
2003-06-09,406.034
2003-06-10,405.669
2003-06-11,412.385
2003-06-12,413.617
2003-06-13,413.984
2003-06-16,420.989
2003-06-17,420.785
2003-06-18,419.652
2003-06-19,415.962
2003-06-20,416.575
2003-06-23,408.895
2003-06-24,410.59
2003-06-25,413.661
2003-06-26,407.235
2003-06-27,405.883
2003-06-30,401.996
2003-07-01,399.136
2003-07-02,398.786
2003-07-03,397.287
2003-07-04,397.547
2003-07-07,400.429
2003-07-08,399.271
2003-07-09,398.234
2003-07-10,396.716
2003-07-11,398.676
2003-07-14,401.1
2003-07-15,398.465
2003-07-16,396.413
2003-07-17,394.364
2003-07-18,397.229
2003-07-21,398.278
2003-07-22,400.191
2003-07-23,402.347
2003-07-24,408.126
2003-07-25,407.44
2003-07-28,408.861
2003-07-29,405.569
2003-07-30,402.06
2003-07-31,400.657
2003-08-01,398.009
2003-08-04,398.881
2003-08-05,400.084
2003-08-06,397.855
2003-08-07,399.627
2003-08-08,399.563
2003-08-11,402.604
2003-08-12,403.243
2003-08-13,403.646
2003-08-14,406.74
2003-08-15,406.451
2003-08-18,405.769
2003-08-19,402.7
2003-08-20,401.551
2003-08-21,395.21
2003-08-22,392.017
2003-08-25,390.224
2003-08-26,387.046
2003-08-27,389.125
2003-08-28,390.361
2003-08-29,390.132
2003-09-01,393.751
2003-09-02,390.554
2003-09-03,393.708
2003-09-04,396.119
2003-09-05,399.78
2003-09-08,405.704
2003-09-09,405.609
2003-09-10,404.03
2003-09-11,403.375
2003-09-12,406.557
2003-09-15,406.406
2003-09-16,405.795
2003-09-17,407.879
2003-09-18,413.58
2003-09-19,416.322
2003-09-22,412.297
2003-09-23,412.219
2003-09-24,412.249
2003-09-25,411.055
2003-09-26,406.702
2003-09-29,408.26
2003-09-30,406.304
2003-10-01,414.025
2003-10-02,412.097
2003-10-03,417.089
2003-10-06,416.084
2003-10-07,418.674
2003-10-08,420.46
2003-10-09,422.422
2003-10-10,422.865
2003-10-13,422.089
2003-10-14,422.976
2003-10-15,425.632
2003-10-16,427.512
2003-10-17,423.007
2003-10-20,424.618
2003-10-21,425.571
2003-10-22,423.807
2003-10-23,421.024
2003-10-24,423.025
2003-10-27,423.71
2003-10-28,422.586
2003-10-29,424.11
2003-10-30,426.331
2003-10-31,425.233
2003-11-03,424.992
2003-11-04,426.463
2003-11-05,424.426
2003-11-06,424.224
2003-11-07,430.456
2003-11-10,430.751
2003-11-11,428.007
2003-11-12,433.831
2003-11-13,439.053
2003-11-14,443.439
2003-11-17,437.743
2003-11-18,443.95
2003-11-19,444.284
2003-11-20,442.945
2003-11-21,443.709
2003-11-24,445.642
2003-11-25,447.465
2003-11-26,452.577
2003-11-27,454.455
2003-11-28,458.981
2003-12-01,463.091
2003-12-02,468.164
2003-12-03,471.536
2003-12-04,472.622
2003-12-05,473.273
2003-12-08,474.423
2003-12-09,474.066
2003-12-10,471.966
2003-12-11,471.215
2003-12-12,473.443
2003-12-15,477.444
2003-12-16,478.418
2003-12-17,481.221
2003-12-18,482.726
2003-12-19,477.573
2003-12-22,472.1
2003-12-23,471.586
2003-12-24,472.915
2003-12-25,472.915
2003-12-26,472.725
2003-12-29,476.734
2003-12-30,476.662
2003-12-31,479.819
2004-01-01,479.819
2004-01-02,487.094
2004-01-05,493.052
2004-01-06,498.5
2004-01-07,488.064
2004-01-08,494.169
2004-01-09,497.954
2004-01-12,496.4
2004-01-13,494.922
2004-01-14,495.015
2004-01-15,493.791
2004-01-16,486.864
2004-01-19,490.8
2004-01-20,497.238
2004-01-21,500.713
2004-01-22,503.298
2004-01-23,503.106
2004-01-26,497.968
2004-01-27,502.48
2004-01-28,502.561
2004-01-29,490.343
2004-01-30,488.415
2004-02-02,490.123
2004-02-03,492.091
2004-02-04,491.154
2004-02-05,491.845
2004-02-06,497.645
2004-02-09,501.515
2004-02-10,502.35
2004-02-11,501.893
2004-02-12,507.934
2004-02-13,501.964
2004-02-16,503.403
2004-02-17,507.904
2004-02-18,508.182
2004-02-19,504.678
2004-02-20,497.737
2004-02-23,499.422
2004-02-24,500.97
2004-02-25,496.889
2004-02-26,493.187
2004-02-27,494.845
2004-03-01,499.877
2004-03-02,494.837
2004-03-03,487.43
2004-03-04,490.987
2004-03-05,501.424
2004-03-08,500.384
2004-03-09,501.69
2004-03-10,494.605
2004-03-11,485.735
2004-03-12,480.231
2004-03-15,470.532
2004-03-16,476.379
2004-03-17,474.178
2004-03-18,475.85
2004-03-19,474.581
2004-03-22,469.614
2004-03-23,467.04
2004-03-24,464.345
2004-03-25,469.042
2004-03-26,466.857
2004-03-29,474.775
2004-03-30,475.246
2004-03-31,479.246
2004-04-01,486.298
2004-04-02,485.206
2004-04-05,482.874
2004-04-06,483.851
2004-04-07,486.185
2004-04-08,485.524
2004-04-09,485.524
2004-04-12,484.16
2004-04-13,485.034
2004-04-14,482.71
2004-04-15,482.935
2004-04-16,489.431
2004-04-19,489.791
2004-04-20,488.158
2004-04-21,483.544
2004-04-22,485.313
2004-04-23,484.861
2004-04-26,487.249
2004-04-27,489.521
2004-04-28,483.486
2004-04-29,484.707
2004-04-30,485.375
2004-05-03,487.253
2004-05-04,491.409
2004-05-05,495.373
2004-05-06,483.836
2004-05-07,475.849
2004-05-10,463.963
2004-05-11,467.617
2004-05-12,466.736
2004-05-13,469.332
2004-05-14,468.5
2004-05-17,468.475
2004-05-18,468.883
2004-05-19,478.864
2004-05-20,473.215
2004-05-21,475.848
2004-05-24,478.971
2004-05-25,482.65
2004-05-26,486.856
2004-05-27,495.569
2004-05-28,492.866
2004-05-31,492.716
2004-06-01,491.395
2004-06-02,496.147
2004-06-03,494.702
2004-06-04,498.077
2004-06-07,505.139
2004-06-08,504.406
2004-06-09,496.441
2004-06-10,499.205
2004-06-11,495.419
2004-06-14,495.458
2004-06-15,500.645
2004-06-16,499.647
2004-06-17,501.997
2004-06-18,506.47
2004-06-21,506.791
2004-06-22,504.228
2004-06-23,506.067
2004-06-24,511.779
2004-06-25,510.939
2004-06-28,515.536
2004-06-29,511.037
2004-06-30,510.812
2004-07-01,508.107
2004-07-02,513.812
2004-07-05,512.869
2004-07-06,510.791
2004-07-07,514.212
2004-07-08,517.585
2004-07-09,518.534
2004-07-12,516.081
2004-07-13,513.153
2004-07-14,513.592
2004-07-15,509.591
2004-07-16,512.628
2004-07-19,509.945
2004-07-20,508.759
2004-07-21,504.309
2004-07-22,500.405
2004-07-23,494.394
2004-07-26,492.017
2004-07-27,492.433
2004-07-28,490.961
2004-07-29,497.644
2004-07-30,498.883
2004-08-02,497.004
2004-08-03,499.823
2004-08-04,495.546
2004-08-05,493.153
2004-08-06,493.975
2004-08-09,489.506
2004-08-10,494.714
2004-08-11,485.931
2004-08-12,486.089
2004-08-13,489.947
2004-08-16,494.028
2004-08-17,493.525
2004-08-18,492.63
2004-08-19,495.917
2004-08-20,493.347
2004-08-23,493.466
2004-08-24,490.605
2004-08-25,491.007
2004-08-26,492.729
2004-08-27,493.396
2004-08-30,492.632
2004-08-31,496.109
2004-09-01,500.984
2004-09-02,504.405
2004-09-03,504.95
2004-09-06,505.748
2004-09-07,505.092
2004-09-08,506.864
2004-09-09,505.873
2004-09-10,513.207
2004-09-13,514.712
2004-09-14,515.287
2004-09-15,509.395
2004-09-16,509.722
2004-09-17,514.042
2004-09-20,512.577
2004-09-21,520.34
2004-09-22,518.188
2004-09-23,519.789
2004-09-24,519.813
2004-09-27,518.764
2004-09-28,522.116
2004-09-29,523.831
2004-09-30,524.631
2004-10-01,532.444
2004-10-04,529.656
2004-10-05,533.625
2004-10-06,533.019
2004-10-07,533.647
2004-10-08,538.35
2004-10-11,536.939
2004-10-12,530.421
2004-10-13,529.839
2004-10-14,534.095
2004-10-15,537.401
2004-10-18,538.1
2004-10-19,541.26
2004-10-20,542.13
2004-10-21,544.643
2004-10-22,546.962
2004-10-25,547.192
2004-10-26,548.094
2004-10-27,553.722
2004-10-28,555.502
2004-10-29,553.729
2004-11-01,559.987
2004-11-02,560.035
2004-11-03,565.087
2004-11-04,570.365
2004-11-05,573.716
2004-11-08,576.887
2004-11-09,573.855
2004-11-10,574.813
2004-11-11,579.21
2004-11-12,581.061
2004-11-15,579.883
2004-11-16,577.545
2004-11-17,587.287
2004-11-18,587.133
2004-11-19,587.441
2004-11-22,585.378
2004-11-23,586.822
2004-11-24,591.544
2004-11-25,598.271
2004-11-26,598.156
2004-11-29,598.022
2004-11-30,597.005
2004-12-01,603.875
2004-12-02,603.434
2004-12-03,607.261
2004-12-06,611.733
2004-12-07,615.333
2004-12-08,610.69
2004-12-09,606.632
2004-12-10,608.596
2004-12-13,614.571
2004-12-14,616.058
2004-12-15,622.437
2004-12-16,617.318
2004-12-17,613.965
2004-12-20,625.174
2004-12-21,624.451
2004-12-22,630.046
2004-12-23,637.373
2004-12-24,639.025
2004-12-27,642.62
2004-12-28,643.538
2004-12-29,642.555
2004-12-30,645.074
2004-12-31,643.3
2005-01-03,639.302
2005-01-04,633.264
2005-01-05,630.236
2005-01-06,627.454
2005-01-07,623.572
2005-01-10,625.729
2005-01-11,621.496
2005-01-12,627.058
2005-01-13,628.196
2005-01-14,627.425
2005-01-17,628.058
2005-01-18,624.928
2005-01-19,627.657
2005-01-20,623.127
2005-01-21,627.442
2005-01-24,626.443
2005-01-25,626.101
2005-01-26,630.327
2005-01-27,627.641
2005-01-28,624.275
2005-01-31,631.895
2005-02-01,633.846
2005-02-02,637.109
2005-02-03,633.202
2005-02-04,638.762
2005-02-07,635.869
2005-02-08,635.039
2005-02-09,635.176
2005-02-10,640.99
2005-02-11,643.696
2005-02-14,648.01
2005-02-15,649.5
2005-02-16,646.085
2005-02-17,650.163
2005-02-18,646.897
2005-02-21,638.884
2005-02-22,641.646
2005-02-23,638.452
2005-02-24,640.268
2005-02-25,646.175
2005-02-28,652.2
2005-03-01,649.805
2005-03-02,645.142
2005-03-03,645.392
2005-03-04,656.206
2005-03-07,654.505
2005-03-08,658.345
2005-03-09,657.601
2005-03-10,654.73
2005-03-11,657.128
2005-03-14,653.037
2005-03-15,655.911
2005-03-16,653.903
2005-03-17,652.263
2005-03-18,652.4
2005-03-21,649.263
2005-03-22,650.917
2005-03-23,640.313
2005-03-24,642.221
2005-03-25,642.221
2005-03-28,637.713
2005-03-29,641.067
2005-03-30,643.841
2005-03-31,648.137
2005-04-01,650.341
2005-04-04,641.637
2005-04-05,645.047
2005-04-06,646.809
2005-04-07,655.62
2005-04-08,651.733
2005-04-11,658.29
2005-04-12,651.045
2005-04-13,652.246
2005-04-14,645.814
2005-04-15,637.203
2005-04-18,630.182
2005-04-19,632.288
2005-04-20,633.018
2005-04-21,637.617
2005-04-22,639.473
2005-04-25,635.306
2005-04-26,633.336
2005-04-27,626.437
2005-04-28,622.881
2005-04-29,625.168
2005-05-02,625.837
2005-05-03,628.844
2005-05-04,633.352
2005-05-05,635.648
2005-05-06,630.751
2005-05-09,629.615
2005-05-10,627.262
2005-05-11,626.054
2005-05-12,625.118
2005-05-13,621.562
2005-05-16,619.337
2005-05-17,614.644
2005-05-18,623.579
2005-05-19,624.243
2005-05-20,621.363
2005-05-23,630.534
2005-05-24,629.289
2005-05-25,630.271
2005-05-26,630.002
2005-05-27,629.713
2005-05-30,629.274
2005-05-31,620.474
2005-06-01,622.484
2005-06-02,624.313
2005-06-03,620.75
2005-06-06,619.627
2005-06-07,624.121
2005-06-08,627.542
2005-06-09,622.074
2005-06-10,620.146
2005-06-13,619.81
2005-06-14,621.061
2005-06-15,623.87
2005-06-16,624.68
2005-06-17,632.386
2005-06-20,626.504
2005-06-21,628.798
2005-06-22,627.754
2005-06-23,623.855
2005-06-24,620.358
2005-06-27,618.48
2005-06-28,619.674
2005-06-29,622.172
2005-06-30,626.954
2005-07-01,622.995
2005-07-04,622.007
2005-07-05,620.127
2005-07-06,624.348
2005-07-07,615.732
2005-07-08,624.806
2005-07-11,635.538
2005-07-12,640.033
2005-07-13,639.375
2005-07-14,643.034
2005-07-15,637.507
2005-07-18,639.502
2005-07-19,642.151
2005-07-20,640.697
2005-07-21,646.844
2005-07-22,647.845
2005-07-25,646.437
2005-07-26,644.912
2005-07-27,647.666
2005-07-28,651.897
2005-07-29,654.075
2005-08-01,656.315
2005-08-02,661.87
2005-08-03,667.148
2005-08-04,663.126
2005-08-05,658.371
2005-08-08,663.63
2005-08-09,666.317
2005-08-10,672.621
2005-08-11,674.007
2005-08-12,671.226
2005-08-15,667.635
2005-08-16,662.527
2005-08-17,658.592
2005-08-18,647.243
2005-08-19,654.081
2005-08-22,659.761
2005-08-23,653.016
2005-08-24,659.17
2005-08-25,656.642
2005-08-26,653.108
2005-08-29,652.008
2005-08-30,647.011
2005-08-31,659.445
2005-09-01,672.087
2005-09-02,676.252
2005-09-05,677.462
2005-09-06,679.317
2005-09-07,678.806
2005-09-08,678.272
2005-09-09,680.313
2005-09-12,673.59
2005-09-13,669.425
2005-09-14,676.302
2005-09-15,670.715
2005-09-16,675.271
2005-09-19,670.718
2005-09-20,673.057
2005-09-21,674.042
2005-09-22,665.155
2005-09-23,662.318
2005-09-26,668.214
2005-09-27,665.249
2005-09-28,670.378
2005-09-29,668.57
2005-09-30,671.396
2005-10-03,664.296
2005-10-04,661.982
2005-10-05,654.415
2005-10-06,658.613
2005-10-07,653.155
2005-10-10,649.478
2005-10-11,645.588
2005-10-12,643.815
2005-10-13,631.548
2005-10-14,641.037
2005-10-17,638.805
2005-10-18,626.656
2005-10-19,616.614
2005-10-20,617.846
2005-10-21,620.996
2005-10-24,625.465
2005-10-25,629.974
2005-10-26,631.088
2005-10-27,620.976
2005-10-28,619.982
2005-10-31,624.171
2005-11-01,624.666
2005-11-02,632.169
2005-11-03,637.325
2005-11-04,627.33
2005-11-07,627.824
2005-11-08,623.775
