Date,ITALY IMI IMI (Large+Mid+Small Cap)
2004-09-30,524.631
2004-10-29,553.729
2004-11-30,597.005
2004-12-31,643.3
2005-01-31,631.895
2005-02-28,652.2
2005-03-31,648.137
2005-04-29,625.168
2005-05-31,620.474
2005-06-30,626.954
2005-07-29,654.075
2005-08-31,659.445
2005-09-30,671.396
2005-10-31,624.171
2005-11-30,639.182
2005-12-30,665.981
2006-01-31,705.344
2006-02-28,716.838
2006-03-31,736.322
2006-04-28,770.699
2006-05-31,769.757
2006-06-30,772.312
2006-07-31,778.758
2006-08-31,810.474
2006-09-29,810.358
2006-10-31,846.784
2006-11-30,894.162
2006-12-29,914.415
2007-01-31,919.068
2007-02-28,912.637
2007-03-30,936.484
2007-04-30,1009.256
2007-05-31,1000.0
2007-06-29,981.351
2007-07-31,954.13
2007-08-31,946.08
2007-09-28,978.196
2007-10-31,1017.193
2007-11-30,989.704
2007-12-31,973.165
2008-01-31,874.964
2008-02-29,878.647
2008-03-31,862.732
2008-04-30,911.026
2008-05-30,920.747
2008-06-30,823.186
2008-07-31,785.446
2008-08-29,754.78
2008-09-30,640.122
2008-10-31,489.388
2008-11-28,460.916
2008-12-31,493.796
2009-01-30,426.278
2009-02-27,368.903
2009-03-31,394.63
2009-04-30,469.331
2009-05-29,533.348
2009-06-30,514.144
2009-07-31,556.088
2009-08-31,606.681
2009-09-30,650.822
2009-10-30,619.658
2009-11-30,627.818
2009-12-31,633.123
2010-01-29,582.062
2010-02-26,549.574
2010-03-31,589.463
2010-04-30,551.31
2010-05-31,471.524
2010-06-30,465.937
2010-07-30,536.317
2010-08-31,497.085
2010-09-30,557.313
2010-10-29,593.622
2010-11-30,501.086
2010-12-31,546.567
2011-01-31,603.358
2011-02-28,619.08
2011-03-31,620.387
2011-04-29,672.309
2011-05-31,626.696
2011-06-30,608.083
2011-07-29,553.109
2011-08-31,476.499
2011-09-30,424.141
2011-10-31,476.549
2011-11-30,439.76
2011-12-30,419.079
2012-01-31,446.817
2012-02-29,471.846
2012-03-30,459.188
2012-04-30,422.251
2012-05-31,355.352
2012-06-29,405.043
2012-07-31,382.402
2012-08-31,423.632
2012-09-28,436.383
2012-10-31,450.914
2012-11-30,459.1
2012-12-31,478.344
2013-01-31,524.933
2013-02-28,463.83
2013-03-29,442.445
2013-04-30,494.267
2013-05-31,503.787
2013-06-28,453.243
2013-07-31,500.064
2013-08-30,503.914
2013-09-30,541.872
2013-10-31,607.818
2013-11-29,600.504
2013-12-31,607.299
2014-01-31,608.139
2014-02-28,657.883
2014-03-31,698.602
2014-04-30,706.038
2014-05-30,696.897
2014-06-30,688.406
2014-07-31,650.393
2014-08-29,636.846
2014-09-30,623.062
2014-10-31,586.636
2014-11-28,590.096
2014-12-31,545.761
2015-01-30,550.795
2015-02-27,597.42
2015-03-31,594.913
2015-04-30,619.651
2015-05-29,627.029
2015-06-30,613.497
2015-07-31,640.904
2015-08-31,607.375
2015-09-30,588.393
2015-10-30,615.224
2015-11-30,597.798
2015-12-31,583.285
2016-01-29,507.007
2016-02-29,481.958
2016-03-31,520.67
2016-04-29,536.67
2016-05-31,519.329
2016-06-30,467.151
2016-07-29,489.114
2016-08-31,489.61
2016-09-30,479.136
2016-10-31,486.364
2016-11-30,463.753
2016-12-30,522.282
2017-01-31,518.014
2017-02-28,516.282
2017-03-31,566.534
2017-04-28,584.945
2017-05-31,618.179
2017-06-30,623.824
2017-07-31,672.732
2017-08-31,682.502
2017-09-29,709.804
2017-10-31,699.889
2017-11-30,704.129
2017-12-29,695.137
2018-01-31,773.374
2018-02-28,726.211
2018-03-30,728.329
2018-04-30,766.678
2018-05-31,681.809
2018-06-29,682.278
2018-07-31,705.805
2018-08-31,643.127
2018-09-28,658.771
2018-10-31,589.86
2018-11-30,593.621
2018-12-31,573.551
2019-01-31,621.083
2019-02-28,645.419
2019-03-29,656.17
2019-04-30,671.441
2019-05-31,619.781
2019-06-28,678.008
2019-07-31,668.084
2019-08-30,657.826
2019-09-30,676.944
2019-10-31,707.146
2019-11-29,719.437
2019-12-31,734.427
2020-01-31,717.036
2020-02-28,670.661
2020-03-31,519.411
2020-04-30,535.437
2020-05-29,568.357
2020-06-30,609.451
2020-07-31,636.85
2020-08-31,660.809
2020-09-30,627.216
2020-10-30,583.189
2020-11-30,733.317
2020-12-31,760.725
2021-01-29,732.488
2021-02-26,776.329
2021-03-31,813.144
2021-04-30,823.03
2021-05-31,882.062
2021-06-30,854.979
2021-07-30,863.727
2021-08-31,879.427
2021-09-30,850.748
2021-10-29,892.221
2021-11-30,833.684
2021-12-31,892.791
2022-01-31,864.158
2022-02-28,823.095
2022-03-31,799.119
2022-04-29,747.836
2022-05-31,777.137
2022-06-30,664.146
2022-07-29,679.918
2022-08-31,644.934
2022-09-30,600.73
2022-10-31,668.985
2022-11-30,758.48
2022-12-30,761.098
2023-01-31,862.952
2023-02-28,869.309
2023-03-31,873.591
2023-04-28,912.354
2023-05-31,854.482
2023-06-30,943.29
2023-07-31,1001.12
2023-08-31,964.621
2023-09-29,922.017
2023-10-31,909.962
2023-11-30,1010.949
2023-12-29,1046.215
2024-01-31,1052.692
2024-02-29,1108.014
2024-03-29,1185.452
2024-04-30,1157.974
2024-05-31,1217.754
2024-06-28,1159.789
2024-07-31,1202.651
2024-08-30,1256.913
2024-09-30,1257.932
2024-10-31,1228.987
2024-11-29,1183.488
2024-12-31,1187.132
2025-01-31,1276.229
2025-02-28,1348.021
2025-03-31,1382.044
2025-04-30,1452.93
2025-05-30,1573.267
2025-06-30,1615.136
2025-07-31,1627.812
2025-08-29,1713.335
2025-09-30,1737.942
2025-10-31,1732.002
2025-11-28,1772.422
2025-12-31,1850.319
2026-01-30,1907.822
