Date,NEW ZEALAND SMALL CAP Small Cap
2001-06-22,107.299
2001-06-25,107.13
2001-06-26,108.402
2001-06-27,108.039
2001-06-28,108.174
2001-06-29,106.28
2001-07-02,107.618
2001-07-03,107.147
2001-07-04,106.888
2001-07-05,106.848
2001-07-06,107.35
2001-07-09,108.002
2001-07-10,109.224
2001-07-11,109.727
2001-07-12,109.164
2001-07-13,110.895
2001-07-16,111.246
2001-07-17,110.537
2001-07-18,112.517
2001-07-19,114.721
2001-07-20,114.015
2001-07-23,115.77
2001-07-24,115.4
2001-07-25,114.773
2001-07-26,114.881
2001-07-27,114.671
2001-07-30,115.286
2001-07-31,114.475
2001-08-01,114.571
2001-08-02,115.222
2001-08-03,114.465
2001-08-06,113.147
2001-08-07,114.261
2001-08-08,115.46
2001-08-09,117.012
2001-08-10,118.336
2001-08-13,119.355
2001-08-14,119.416
2001-08-15,120.681
2001-08-16,120.532
2001-08-17,122.164
2001-08-20,120.522
2001-08-21,121.365
2001-08-22,123.645
2001-08-23,124.572
2001-08-24,126.462
2001-08-27,128.311
2001-08-28,128.657
2001-08-29,130.042
2001-08-30,129.665
2001-08-31,127.334
2001-09-03,126.455
2001-09-04,124.379
2001-09-05,124.155
2001-09-06,123.773
2001-09-07,123.606
2001-09-10,121.247
2001-09-11,123.135
2001-09-12,115.847
2001-09-13,114.773
2001-09-14,113.183
2001-09-17,104.202
2001-09-18,106.641
2001-09-19,107.106
2001-09-20,107.598
2001-09-21,104.86
2001-09-24,104.587
2001-09-25,107.003
2001-09-26,108.016
2001-09-27,108.26
2001-09-28,111.408
2001-10-01,109.958
2001-10-02,111.905
2001-10-03,115.25
2001-10-04,115.75
2001-10-05,117.035
2001-10-08,118.031
2001-10-09,116.834
2001-10-10,116.696
2001-10-11,117.32
2001-10-12,120.192
2001-10-15,123.167
2001-10-16,123.091
2001-10-17,123.668
2001-10-18,121.241
2001-10-19,120.62
2001-10-22,120.736
2001-10-23,122.897
2001-10-24,123.866
2001-10-25,124.626
2001-10-26,123.437
2001-10-29,125.891
2001-10-30,125.996
2001-10-31,125.696
2001-11-01,127.122
2001-11-02,129.194
2001-11-05,130.752
2001-11-06,131.716
2001-11-07,130.277
2001-11-08,126.921
2001-11-09,126.686
2001-11-12,127.002
2001-11-13,128.744
2001-11-14,128.342
2001-11-15,127.548
2001-11-16,126.689
2001-11-19,125.26
2001-11-20,125.623
2001-11-21,124.776
2001-11-22,125.622
2001-11-23,126.196
2001-11-26,127.743
2001-11-27,130.779
2001-11-28,131.403
2001-11-29,130.934
2001-11-30,132.645
2001-12-03,129.48
2001-12-04,128.225
2001-12-05,131.044
2001-12-06,132.798
2001-12-07,131.764
2001-12-10,130.339
2001-12-11,131.077
2001-12-12,132.47
2001-12-13,133.141
2001-12-14,131.819
2001-12-17,131.499
2001-12-18,130.099
2001-12-19,130.425
2001-12-20,128.249
2001-12-21,128.892
2001-12-24,130.211
2001-12-25,130.211
2001-12-26,130.306
2001-12-27,129.595
2001-12-28,130.277
2001-12-31,131.027
2002-01-01,131.027
2002-01-02,132.349
2002-01-03,133.776
2002-01-04,134.82
2002-01-07,135.42
2002-01-08,136.004
2002-01-09,134.532
2002-01-10,134.499
2002-01-11,133.803
2002-01-14,133.586
2002-01-15,134.17
2002-01-16,133.621
2002-01-17,133.994
2002-01-18,134.804
2002-01-21,135.864
2002-01-22,136.67
2002-01-23,134.354
2002-01-24,133.859
2002-01-25,132.173
2002-01-28,130.473
2002-01-29,130.59
2002-01-30,128.13
2002-01-31,129.109
2002-02-01,129.72
2002-02-04,130.182
2002-02-05,128.898
2002-02-06,129.006
2002-02-07,127.136
2002-02-08,128.131
2002-02-11,129.654
2002-02-12,128.254
2002-02-13,128.058
2002-02-14,125.289
2002-02-15,124.372
2002-02-18,124.958
2002-02-19,124.65
2002-02-20,125.78
2002-02-21,124.559
2002-02-22,125.527
2002-02-25,125.573
2002-02-26,126.924
2002-02-27,126.315
2002-02-28,126.737
2002-03-01,127.623
2002-03-04,128.699
2002-03-05,128.308
2002-03-06,128.297
2002-03-07,129.825
2002-03-08,129.052
2002-03-11,129.093
2002-03-12,130.431
2002-03-13,129.454
2002-03-14,130.045
2002-03-15,132.342
2002-03-18,133.335
2002-03-19,132.792
2002-03-20,134.476
2002-03-21,133.85
2002-03-22,133.578
2002-03-25,132.708
2002-03-26,132.764
2002-03-27,132.164
2002-03-28,133.904
2002-03-29,133.904
2002-04-01,134.513
2002-04-02,134.672
2002-04-03,133.052
2002-04-04,133.33
2002-04-05,133.223
2002-04-08,131.767
2002-04-09,132.704
2002-04-10,133.134
2002-04-11,134.219
2002-04-12,134.891
2002-04-15,135.138
2002-04-16,134.761
2002-04-17,136.296
2002-04-18,135.379
2002-04-19,135.505
2002-04-22,134.994
2002-04-23,136.469
2002-04-24,137.181
2002-04-25,138.316
2002-04-26,138.065
2002-04-29,137.712
2002-04-30,137.098
2002-05-01,137.889
2002-05-02,138.234
2002-05-03,138.578
2002-05-06,137.502
2002-05-07,137.51
2002-05-08,137.454
2002-05-09,136.556
2002-05-10,138.558
2002-05-13,139.781
2002-05-14,140.515
2002-05-15,142.698
2002-05-16,142.468
2002-05-17,143.999
2002-05-20,143.516
2002-05-21,143.353
2002-05-22,145.609
2002-05-23,147.075
2002-05-24,145.727
2002-05-27,146.056
2002-05-28,146.627
2002-05-29,147.856
2002-05-30,148.842
2002-05-31,148.914
2002-06-03,151.028
2002-06-04,152.102
2002-06-05,150.254
2002-06-06,151.352
2002-06-07,152.235
2002-06-10,151.197
2002-06-11,151.039
2002-06-12,151.54
2002-06-13,150.67
2002-06-14,148.797
2002-06-17,150.306
2002-06-18,153.636
2002-06-19,154.102
2002-06-20,152.987
2002-06-21,153.057
2002-06-24,151.23
2002-06-25,148.707
2002-06-26,145.233
2002-06-27,148.294
2002-06-28,146.683
2002-07-01,145.977
2002-07-02,145.902
2002-07-03,145.913
2002-07-04,143.919
2002-07-05,145.349
2002-07-08,148.108
2002-07-09,148.263
2002-07-10,146.622
2002-07-11,142.962
2002-07-12,144.791
2002-07-15,143.928
2002-07-16,143.979
2002-07-17,141.609
2002-07-18,142.775
2002-07-19,145.337
2002-07-22,142.017
2002-07-23,139.867
2002-07-24,134.615
2002-07-25,135.455
2002-07-26,133.126
2002-07-29,135.157
2002-07-30,137.464
2002-07-31,135.782
2002-08-01,134.512
2002-08-02,134.12
2002-08-05,134.543
2002-08-06,131.175
2002-08-07,134.587
2002-08-08,135.818
2002-08-09,137.318
2002-08-12,139.223
2002-08-13,139.403
2002-08-14,138.99
2002-08-15,140.515
2002-08-16,140.807
2002-08-19,140.744
2002-08-20,141.368
2002-08-21,139.685
2002-08-22,140.218
2002-08-23,140.996
2002-08-26,142.596
2002-08-27,144.296
2002-08-28,144.27
2002-08-29,144.658
2002-08-30,143.778
2002-09-02,144.745
2002-09-03,145.321
2002-09-04,144.096
2002-09-05,143.115
2002-09-06,143.005
2002-09-09,142.403
2002-09-10,142.675
2002-09-11,143.57
2002-09-12,145.859
2002-09-13,146.15
2002-09-16,145.443
2002-09-17,145.766
2002-09-18,146.294
2002-09-19,147.908
2002-09-20,147.048
2002-09-23,145.75
2002-09-24,144.587
2002-09-25,144.398
2002-09-26,145.754
2002-09-27,144.622
2002-09-30,145.476
2002-10-01,145.007
2002-10-02,147.0
2002-10-03,146.4
2002-10-04,146.505
2002-10-07,148.375
2002-10-08,147.708
2002-10-09,147.921
2002-10-10,146.477
2002-10-11,147.709
2002-10-14,147.543
2002-10-15,147.357
2002-10-16,147.919
2002-10-17,148.366
2002-10-18,148.27
2002-10-21,150.926
2002-10-22,152.961
2002-10-23,153.532
2002-10-24,154.568
2002-10-25,154.357
2002-10-28,155.054
2002-10-29,154.626
2002-10-30,154.0
2002-10-31,155.916
2002-11-01,158.179
2002-11-04,156.192
2002-11-05,154.785
2002-11-06,153.743
2002-11-07,153.231
2002-11-08,152.703
2002-11-11,152.09
2002-11-12,152.88
2002-11-13,155.269
2002-11-14,156.123
2002-11-15,156.143
2002-11-18,157.214
2002-11-19,157.241
2002-11-20,156.963
2002-11-21,158.213
2002-11-22,158.842
2002-11-25,156.336
2002-11-26,154.839
2002-11-27,152.705
2002-11-28,153.433
2002-11-29,153.165
2002-12-02,154.106
2002-12-03,153.725
2002-12-04,153.999
2002-12-05,154.796
2002-12-06,155.572
2002-12-09,155.951
2002-12-10,155.718
2002-12-11,156.143
2002-12-12,158.133
2002-12-13,161.018
2002-12-16,161.455
2002-12-17,163.383
2002-12-18,161.424
2002-12-19,161.201
2002-12-20,161.126
2002-12-23,162.747
2002-12-24,163.78
2002-12-25,163.78
2002-12-26,163.955
2002-12-27,165.066
2002-12-30,167.834
2002-12-31,167.679
2003-01-01,167.679
2003-01-02,167.871
2003-01-03,167.835
2003-01-06,170.578
2003-01-07,171.567
2003-01-08,170.0
2003-01-09,170.972
2003-01-10,173.038
2003-01-13,175.276
2003-01-14,176.041
2003-01-15,176.531
2003-01-16,178.327
2003-01-17,180.715
2003-01-20,180.362
2003-01-21,177.649
2003-01-22,176.544
2003-01-23,177.995
2003-01-24,180.695
2003-01-27,180.848
2003-01-28,180.872
2003-01-29,182.089
2003-01-30,179.311
2003-01-31,179.743
2003-02-03,179.257
2003-02-04,182.763
2003-02-05,180.458
2003-02-06,180.507
2003-02-07,178.782
2003-02-10,182.326
2003-02-11,181.682
2003-02-12,180.088
2003-02-13,178.687
2003-02-14,179.469
2003-02-17,180.801
2003-02-18,179.819
2003-02-19,180.938
2003-02-20,181.088
2003-02-21,179.976
2003-02-24,179.955
2003-02-25,179.215
2003-02-26,180.763
2003-02-27,181.473
2003-02-28,180.516
2003-03-03,182.255
2003-03-04,183.464
2003-03-05,185.355
2003-03-06,184.117
2003-03-07,182.288
2003-03-10,181.782
2003-03-11,178.478
2003-03-12,178.366
2003-03-13,176.458
2003-03-14,178.481
2003-03-17,178.76
2003-03-18,178.787
2003-03-19,176.417
2003-03-20,176.701
2003-03-21,175.208
2003-03-24,176.674
2003-03-25,175.209
2003-03-26,173.037
2003-03-27,173.349
2003-03-28,172.238
2003-03-31,174.738
2003-04-01,173.158
2003-04-02,172.592
2003-04-03,171.546
2003-04-04,171.553
2003-04-07,173.03
2003-04-08,173.412
2003-04-09,175.884
2003-04-10,175.201
2003-04-11,175.094
2003-04-14,177.248
2003-04-15,181.517
2003-04-16,182.4
2003-04-17,182.392
2003-04-18,182.392
2003-04-21,181.803
2003-04-22,182.579
2003-04-23,183.42
2003-04-24,184.115
2003-04-25,183.485
2003-04-28,182.549
2003-04-29,182.622
2003-04-30,185.349
2003-05-01,184.967
2003-05-02,179.35
2003-05-05,180.958
2003-05-06,182.749
2003-05-07,182.563
2003-05-08,186.898
2003-05-09,187.023
2003-05-12,186.941
2003-05-13,187.406
2003-05-14,187.381
2003-05-15,186.748
2003-05-16,190.018
2003-05-19,190.969
2003-05-20,189.564
2003-05-21,187.372
2003-05-22,188.137
2003-05-23,190.705
2003-05-26,193.609
2003-05-27,195.189
2003-05-28,191.232
2003-05-29,192.924
2003-05-30,193.782
2003-06-02,194.806
2003-06-03,195.892
2003-06-04,196.828
2003-06-05,199.078
2003-06-06,199.278
2003-06-09,199.346
2003-06-10,199.606
2003-06-11,200.416
2003-06-12,200.903
2003-06-13,202.742
2003-06-16,204.777
2003-06-17,207.91
2003-06-18,209.719
2003-06-19,210.275
2003-06-20,212.063
2003-06-23,211.836
2003-06-24,210.337
2003-06-25,211.863
2003-06-26,210.316
2003-06-27,209.991
2003-06-30,215.455
2003-07-01,216.681
2003-07-02,216.395
2003-07-03,217.035
2003-07-04,215.286
2003-07-07,214.989
2003-07-08,210.841
2003-07-09,204.15
2003-07-10,204.975
2003-07-11,208.306
2003-07-14,208.791
2003-07-15,205.194
2003-07-16,204.435
2003-07-17,202.178
2003-07-18,198.745
2003-07-21,202.126
2003-07-22,202.516
2003-07-23,207.216
2003-07-24,211.986
2003-07-25,213.411
2003-07-28,213.612
2003-07-29,214.593
2003-07-30,210.666
2003-07-31,209.375
2003-08-01,212.486
2003-08-04,212.052
2003-08-05,209.843
2003-08-06,210.79
2003-08-07,210.503
2003-08-08,215.015
2003-08-11,218.99
2003-08-12,218.47
2003-08-13,221.582
2003-08-14,221.036
2003-08-15,220.979
2003-08-18,221.175
2003-08-19,220.484
2003-08-20,220.236
2003-08-21,215.744
2003-08-22,215.425
2003-08-25,216.09
2003-08-26,213.709
2003-08-27,211.184
2003-08-28,212.155
2003-08-29,216.659
2003-09-01,216.356
2003-09-02,213.782
2003-09-03,212.046
2003-09-04,210.455
2003-09-05,212.834
2003-09-08,213.563
2003-09-09,216.96
2003-09-10,216.393
2003-09-11,216.929
2003-09-12,217.376
2003-09-15,219.82
2003-09-16,218.891
2003-09-17,218.69
2003-09-18,220.476
2003-09-19,222.55
2003-09-22,225.424
2003-09-23,223.772
2003-09-24,225.145
2003-09-25,226.743
2003-09-26,225.703
2003-09-29,225.028
2003-09-30,228.898
2003-10-01,230.005
2003-10-02,231.623
2003-10-03,231.899
2003-10-06,230.811
2003-10-07,231.364
2003-10-08,230.99
2003-10-09,232.207
2003-10-10,231.167
2003-10-13,229.812
2003-10-14,228.364
2003-10-15,228.762
2003-10-16,229.225
2003-10-17,230.924
2003-10-20,231.569
2003-10-21,234.124
2003-10-22,236.095
2003-10-23,236.64
2003-10-24,236.678
2003-10-27,236.969
2003-10-28,237.042
2003-10-29,239.705
2003-10-30,240.27
2003-10-31,241.073
2003-11-03,240.95
2003-11-04,240.288
2003-11-05,243.698
2003-11-06,240.856
2003-11-07,241.418
2003-11-10,244.899
2003-11-11,249.742
2003-11-12,248.068
2003-11-13,248.954
2003-11-14,249.315
2003-11-17,248.793
2003-11-18,251.673
2003-11-19,253.783
2003-11-20,256.46
2003-11-21,253.683
2003-11-24,251.969
2003-11-25,250.93
2003-11-26,253.448
2003-11-27,250.286
2003-11-28,250.951
2003-12-01,254.232
2003-12-02,253.924
2003-12-03,254.908
2003-12-04,253.779
2003-12-05,253.298
2003-12-08,255.562
2003-12-09,255.018
2003-12-10,256.143
2003-12-11,255.004
2003-12-12,257.659
2003-12-15,259.724
2003-12-16,260.426
2003-12-17,259.54
2003-12-18,258.541
2003-12-19,256.529
2003-12-22,256.783
2003-12-23,257.131
2003-12-24,259.689
2003-12-25,259.689
2003-12-26,259.95
2003-12-29,260.277
2003-12-30,264.377
2003-12-31,266.029
2004-01-01,266.029
2004-01-02,266.677
2004-01-05,271.424
2004-01-06,275.637
2004-01-07,276.061
2004-01-08,273.2
2004-01-09,277.007
2004-01-12,276.476
2004-01-13,276.554
2004-01-14,273.596
2004-01-15,269.71
2004-01-16,268.045
2004-01-19,263.565
2004-01-20,270.467
2004-01-21,272.41
2004-01-22,272.727
2004-01-23,273.08
2004-01-26,272.118
2004-01-27,274.849
2004-01-28,274.92
2004-01-29,267.974
2004-01-30,266.907
2004-02-02,267.307
2004-02-03,269.476
2004-02-04,268.023
2004-02-05,271.027
2004-02-06,272.089
2004-02-09,275.774
2004-02-10,276.785
2004-02-11,272.88
2004-02-12,271.739
2004-02-13,274.266
2004-02-16,275.745
2004-02-17,275.312
2004-02-18,275.751
2004-02-19,273.387
2004-02-20,268.288
2004-02-23,266.061
2004-02-24,267.48
2004-02-25,268.154
2004-02-26,266.322
2004-02-27,264.291
2004-03-01,265.12
2004-03-02,265.601
2004-03-03,259.595
2004-03-04,262.738
2004-03-05,265.98
2004-03-08,264.428
2004-03-09,268.914
2004-03-10,260.894
2004-03-11,254.034
2004-03-12,255.517
2004-03-15,253.725
2004-03-16,257.54
2004-03-17,257.091
2004-03-18,261.039
2004-03-19,260.634
2004-03-22,263.679
2004-03-23,264.144
2004-03-24,261.706
2004-03-25,260.585
2004-03-26,262.983
2004-03-29,265.587
2004-03-30,270.551
2004-03-31,273.917
2004-04-01,275.104
2004-04-02,272.994
2004-04-05,267.24
2004-04-06,272.7
2004-04-07,273.185
2004-04-08,272.726
2004-04-09,272.726
2004-04-12,274.218
2004-04-13,270.077
2004-04-14,260.471
2004-04-15,263.104
2004-04-16,265.387
2004-04-19,267.773
2004-04-20,265.53
2004-04-21,263.939
2004-04-22,264.612
2004-04-23,268.632
2004-04-26,270.143
2004-04-27,269.701
2004-04-28,269.625
2004-04-29,267.402
2004-04-30,267.898
2004-05-03,266.763
2004-05-04,270.989
2004-05-05,271.07
2004-05-06,268.761
2004-05-07,261.691
2004-05-10,252.296
2004-05-11,249.154
2004-05-12,253.619
2004-05-13,249.315
2004-05-14,248.958
2004-05-17,251.311
2004-05-18,250.321
2004-05-19,258.295
2004-05-20,256.197
2004-05-21,257.68
2004-05-24,257.104
2004-05-25,258.384
2004-05-26,260.089
2004-05-27,268.883
2004-05-28,267.199
2004-05-31,267.539
2004-06-01,268.534
2004-06-02,265.751
2004-06-03,265.934
2004-06-04,265.0
2004-06-07,269.021
2004-06-08,268.451
2004-06-09,264.163
2004-06-10,268.856
2004-06-11,267.204
2004-06-14,267.889
2004-06-15,267.046
2004-06-16,266.194
2004-06-17,265.606
2004-06-18,267.993
2004-06-21,267.587
2004-06-22,266.782
2004-06-23,267.347
2004-06-24,270.35
2004-06-25,272.397
2004-06-28,275.295
2004-06-29,271.921
2004-06-30,275.736
2004-07-01,277.228
2004-07-02,281.033
2004-07-05,281.05
2004-07-06,283.412
2004-07-07,289.239
2004-07-08,288.097
2004-07-09,286.399
2004-07-12,288.422
2004-07-13,286.71
2004-07-14,283.388
2004-07-15,281.737
2004-07-16,286.568
2004-07-19,288.6
2004-07-20,290.648
2004-07-21,282.975
2004-07-22,287.748
2004-07-23,283.684
2004-07-26,286.027
2004-07-27,282.804
2004-07-28,282.665
2004-07-29,284.967
2004-07-30,287.993
2004-08-02,288.534
2004-08-03,291.229
2004-08-04,291.273
2004-08-05,292.865
2004-08-06,294.011
2004-08-09,292.91
2004-08-10,293.527
2004-08-11,296.072
2004-08-12,300.196
2004-08-13,303.939
2004-08-16,301.562
2004-08-17,298.3
2004-08-18,298.328
2004-08-19,302.148
2004-08-20,303.332
2004-08-23,301.548
2004-08-24,294.094
2004-08-25,292.726
2004-08-26,291.875
2004-08-27,293.519
2004-08-30,294.201
2004-08-31,295.358
2004-09-01,295.532
2004-09-02,288.957
2004-09-03,287.682
2004-09-06,289.917
2004-09-07,290.387
2004-09-08,292.271
2004-09-09,298.772
2004-09-10,304.518
2004-09-13,299.142
2004-09-14,304.119
2004-09-15,302.076
2004-09-16,303.821
2004-09-17,302.031
2004-09-20,302.829
2004-09-21,306.662
2004-09-22,308.033
2004-09-23,310.9
2004-09-24,310.667
2004-09-27,311.784
2004-09-28,315.353
2004-09-29,315.774
2004-09-30,320.043
2004-10-01,318.702
2004-10-04,315.983
2004-10-05,317.965
2004-10-06,319.144
2004-10-07,318.126
2004-10-08,320.592
2004-10-11,322.58
2004-10-12,320.085
2004-10-13,316.09
2004-10-14,321.627
2004-10-15,321.62
2004-10-18,320.224
2004-10-19,320.094
2004-10-20,322.527
2004-10-21,321.672
2004-10-22,319.846
2004-10-25,323.21
2004-10-26,319.429
2004-10-27,319.698
2004-10-28,317.645
2004-10-29,318.462
2004-11-01,322.019
2004-11-02,327.072
2004-11-03,331.275
2004-11-04,334.731
2004-11-05,335.261
2004-11-08,334.406
2004-11-09,335.445
2004-11-10,329.721
2004-11-11,332.679
2004-11-12,337.208
2004-11-15,340.344
2004-11-16,340.038
2004-11-17,342.165
2004-11-18,342.213
2004-11-19,346.599
2004-11-22,345.877
2004-11-23,347.838
2004-11-24,349.597
2004-11-25,356.017
2004-11-26,356.958
2004-11-29,357.101
2004-11-30,357.434
2004-12-01,358.408
2004-12-02,362.22
2004-12-03,363.402
2004-12-06,366.386
2004-12-07,366.931
2004-12-08,355.483
2004-12-09,353.402
2004-12-10,353.858
2004-12-13,359.771
2004-12-14,358.404
2004-12-15,361.97
2004-12-16,358.281
2004-12-17,359.908
2004-12-20,361.396
2004-12-21,359.968
2004-12-22,362.975
2004-12-23,362.667
2004-12-24,366.161
2004-12-27,367.386
2004-12-28,368.535
2004-12-29,369.353
2004-12-30,372.205
2004-12-31,376.27
2005-01-03,371.816
2005-01-04,367.44
2005-01-05,368.247
2005-01-06,366.351
2005-01-07,363.183
2005-01-10,360.154
2005-01-11,364.71
2005-01-12,363.856
2005-01-13,365.169
2005-01-14,360.071
2005-01-17,358.726
2005-01-18,361.399
2005-01-19,365.032
2005-01-20,363.709
2005-01-21,368.132
2005-01-24,370.507
2005-01-25,368.937
2005-01-26,373.84
2005-01-27,369.111
2005-01-28,368.32
2005-01-31,366.377
2005-02-01,370.753
2005-02-02,368.606
2005-02-03,369.399
2005-02-04,375.202
2005-02-07,374.044
2005-02-08,371.235
2005-02-09,378.185
2005-02-10,376.832
2005-02-11,377.772
2005-02-14,380.703
2005-02-15,378.422
2005-02-16,376.563
2005-02-17,380.663
2005-02-18,382.211
2005-02-21,385.459
2005-02-22,384.588
2005-02-23,378.254
2005-02-24,376.446
2005-02-25,377.387
2005-02-28,386.734
2005-03-01,385.58
2005-03-02,386.483
2005-03-03,388.28
2005-03-04,391.583
2005-03-07,392.891
2005-03-08,397.991
2005-03-09,394.758
2005-03-10,390.532
2005-03-11,384.869
2005-03-14,387.853
2005-03-15,390.393
2005-03-16,392.262
2005-03-17,386.996
2005-03-18,389.125
2005-03-21,386.44
2005-03-22,385.198
2005-03-23,372.77
2005-03-24,366.087
2005-03-25,366.087
2005-03-28,362.658
2005-03-29,360.027
2005-03-30,359.524
2005-03-31,360.06
2005-04-01,357.203
2005-04-04,355.809
2005-04-05,357.775
2005-04-06,359.024
2005-04-07,361.703
2005-04-08,363.141
2005-04-11,365.377
2005-04-12,363.625
2005-04-13,368.51
2005-04-14,367.801
2005-04-15,360.056
2005-04-18,350.383
2005-04-19,353.513
2005-04-20,354.919
2005-04-21,350.001
2005-04-22,353.465
2005-04-25,351.775
2005-04-26,347.555
2005-04-27,347.823
2005-04-28,351.335
2005-04-29,355.017
2005-05-02,355.858
2005-05-03,352.436
2005-05-04,354.867
2005-05-05,348.93
2005-05-06,343.739
2005-05-09,337.035
2005-05-10,342.377
2005-05-11,345.543
2005-05-12,343.445
2005-05-13,342.494
2005-05-16,341.73
2005-05-17,345.426
2005-05-18,344.252
2005-05-19,347.079
2005-05-20,350.239
2005-05-23,356.807
2005-05-24,357.485
2005-05-25,358.377
2005-05-26,351.074
2005-05-27,354.54
2005-05-30,353.49
2005-05-31,347.546
2005-06-01,341.041
2005-06-02,349.641
2005-06-03,352.32
2005-06-06,355.808
2005-06-07,358.059
2005-06-08,360.074
2005-06-09,358.444
2005-06-10,357.338
2005-06-13,357.582
2005-06-14,361.797
2005-06-15,365.094
2005-06-16,369.211
2005-06-17,373.912
2005-06-20,370.574
2005-06-21,371.897
2005-06-22,375.277
2005-06-23,370.97
2005-06-24,363.911
2005-06-27,366.713
2005-06-28,363.895
2005-06-29,368.358
2005-06-30,375.717
2005-07-01,368.081
2005-07-04,369.089
2005-07-05,369.726
2005-07-06,372.255
2005-07-07,367.808
2005-07-08,367.137
2005-07-11,373.99
2005-07-12,379.45
2005-07-13,372.579
2005-07-14,372.305
2005-07-15,370.504
2005-07-18,374.523
2005-07-19,371.067
2005-07-20,369.761
2005-07-21,374.739
2005-07-22,376.941
2005-07-25,378.269
2005-07-26,379.688
2005-07-27,378.195
2005-07-28,382.829
2005-07-29,382.6
2005-08-01,384.367
2005-08-02,384.331
2005-08-03,385.675
2005-08-04,384.933
2005-08-05,381.601
2005-08-08,383.034
2005-08-09,382.404
2005-08-10,383.064
2005-08-11,390.575
2005-08-12,392.763
2005-08-15,392.51
2005-08-16,395.729
2005-08-17,397.679
2005-08-18,393.134
2005-08-19,390.006
2005-08-22,395.554
2005-08-23,396.514
2005-08-24,396.402
2005-08-25,393.001
2005-08-26,386.515
2005-08-29,382.748
2005-08-30,382.239
2005-08-31,383.578
2005-09-01,391.376
2005-09-02,394.388
2005-09-05,397.754
2005-09-06,394.2
2005-09-07,394.617
2005-09-08,397.139
2005-09-09,399.888
2005-09-12,396.863
2005-09-13,395.679
2005-09-14,405.773
2005-09-15,405.751
2005-09-16,406.977
2005-09-19,403.426
2005-09-20,402.477
2005-09-21,402.613
2005-09-22,394.511
2005-09-23,390.726
2005-09-26,390.439
2005-09-27,391.319
2005-09-28,396.041
2005-09-29,399.399
2005-09-30,405.126
2005-10-03,404.596
2005-10-04,410.618
2005-10-05,407.136
2005-10-06,403.384
2005-10-07,403.196
2005-10-10,407.376
2005-10-11,402.855
2005-10-12,405.637
2005-10-13,392.757
2005-10-14,393.298
2005-10-17,395.093
2005-10-18,389.385
2005-10-19,383.833
2005-10-20,385.979
2005-10-21,380.815
2005-10-24,381.059
2005-10-25,385.809
2005-10-26,388.632
2005-10-27,389.762
2005-10-28,387.402
2005-10-31,387.207
2005-11-01,389.647
2005-11-02,384.602
2005-11-03,387.236
2005-11-04,379.537
2005-11-07,378.413
2005-11-08,378.525
2005-11-09,379.116
