Date,NEW ZEALAND SMALL CAP Small Cap
2020-08-31,1273.613
2020-09-30,1289.399
2020-10-30,1360.155
2020-11-30,1529.825
2020-12-31,1684.85
2021-01-29,1664.627
2021-02-26,1619.536
2021-03-31,1594.874
2021-04-30,1645.85
2021-05-31,1687.613
2021-06-30,1658.47
2021-07-30,1638.555
2021-08-31,1726.986
2021-09-30,1696.079
2021-10-29,1753.929
2021-11-30,1567.416
2021-12-31,1642.073
2022-01-31,1469.384
2022-02-28,1544.57
2022-03-31,1597.68
2022-04-29,1473.952
2022-05-31,1382.912
2022-06-30,1269.804
2022-07-29,1347.246
2022-08-31,1382.187
2022-09-30,1213.865
2022-10-31,1259.782
2022-11-30,1331.695
2022-12-30,1349.956
2023-01-31,1429.943
2023-02-28,1345.31
2023-03-31,1338.371
2023-04-28,1325.641
2023-05-31,1327.854
2023-06-30,1381.629
2023-07-31,1429.263
2023-08-31,1323.174
2023-09-29,1310.799
2023-10-31,1196.11
2023-11-30,1281.568
2023-12-29,1362.178
2024-01-31,1327.926
2024-02-29,1255.826
2024-03-29,1280.409
2024-04-30,1236.953
2024-05-31,1248.176
2024-06-28,1233.093
2024-07-31,1235.75
2024-08-30,1321.122
2024-09-30,1373.411
2024-10-31,1331.726
2024-11-29,1350.281
2024-12-31,1278.961
2025-01-31,1297.969
2025-02-28,1224.043
2025-03-31,1184.764
2025-04-30,1184.146
2025-05-30,1232.057
