Date,NEW ZEALAND SMALL CAP Small Cap
2020-07-31,1429.235
2020-08-31,1527.09
2020-09-30,1547.195
2020-10-30,1632.096
2020-11-30,1836.16
2020-12-31,2022.823
2021-01-29,1998.543
2021-02-26,1945.214
2021-03-31,1917.612
2021-04-30,1978.903
2021-05-31,2030.023
2021-06-30,1996.203
2021-07-30,1972.232
2021-08-31,2081.018
2021-09-30,2045.669
2021-10-29,2115.443
2021-11-30,1890.929
2021-12-31,1981.992
2022-01-31,1773.556
2022-02-28,1864.306
2022-03-31,1931.688
2022-04-29,1782.093
2022-05-31,1672.929
2022-06-30,1536.826
2022-07-29,1630.553
2022-08-31,1672.841
2022-09-30,1472.2
2022-10-31,1527.889
2022-11-30,1615.679
2022-12-30,1638.319
2023-01-31,1735.39
2023-02-28,1632.68
2023-03-31,1627.565
2023-04-28,1612.084
2023-05-31,1615.62
2023-06-30,1681.287
2023-07-31,1739.252
2023-08-31,1610.154
2023-09-29,1598.776
2023-10-31,1458.89
2023-11-30,1563.811
2023-12-29,1662.402
2024-01-31,1620.601
2024-02-29,1533.737
2024-03-29,1564.44
2024-04-30,1511.345
2024-05-31,1525.057
2024-06-28,1507.76
2024-07-31,1511.009
2024-08-30,1617.709
2024-09-30,1682.244
2024-10-31,1631.186
2024-11-29,1654.531
2024-12-31,1567.343
2025-01-31,1590.637
2025-02-28,1501.952
2025-03-31,1457.358
2025-04-30,1456.598
2025-05-30,1515.532
2025-06-30,1575.139
2025-07-31,1603.79
2025-08-29,1551.268
2025-09-30,1540.088
2025-10-31,1520.471
2025-11-28,1493.307
2025-12-31,1510.893
