Date,CANADA SMALL VALUE Small Cap
2007-04-30,941.713
2007-05-31,1000.0
2007-06-29,1001.214
2007-07-31,977.435
2007-08-31,927.552
2007-09-28,1010.264
2007-10-31,1082.855
2007-11-30,941.584
2007-12-31,952.763
2008-01-31,877.577
2008-02-29,937.973
2008-03-31,897.368
2008-04-30,942.971
2008-05-30,978.064
2008-06-30,950.057
2008-07-31,888.611
2008-08-29,896.511
2008-09-30,741.415
2008-10-31,533.319
2008-11-28,487.526
2008-12-31,511.614
2009-01-30,514.932
2009-02-27,461.002
2009-03-31,483.435
2009-04-30,569.542
2009-05-29,689.378
2009-06-30,654.816
2009-07-31,745.205
2009-08-31,773.72
2009-09-30,851.898
2009-10-30,854.954
2009-11-30,902.521
2009-12-31,962.622
2010-01-29,940.87
2010-02-26,991.34
2010-03-31,1069.039
2010-04-30,1083.592
2010-05-31,995.116
2010-06-30,931.379
2010-07-30,1020.672
2010-08-31,999.955
2010-09-30,1109.379
2010-10-29,1171.272
2010-11-30,1189.943
2010-12-31,1301.588
2011-01-31,1297.735
2011-02-28,1383.097
2011-03-31,1395.876
2011-04-29,1428.739
2011-05-31,1383.765
2011-06-30,1326.562
2011-07-29,1347.112
2011-08-31,1232.048
2011-09-30,1020.99
2011-10-31,1169.999
2011-11-30,1140.471
2011-12-30,1151.471
2012-01-31,1227.355
2012-02-29,1294.727
2012-03-30,1262.179
2012-04-30,1262.648
2012-05-31,1118.69
2012-06-29,1132.687
2012-07-31,1183.899
2012-08-31,1219.523
2012-09-28,1262.53
2012-10-31,1233.591
2012-11-30,1222.044
2012-12-31,1256.265
2013-01-31,1303.549
2013-02-28,1245.827
2013-03-29,1261.478
2013-04-30,1266.18
2013-05-31,1243.729
2013-06-28,1169.612
2013-07-31,1247.67
2013-08-30,1227.63
2013-09-30,1274.835
2013-10-31,1292.299
2013-11-29,1241.634
2013-12-31,1270.519
2014-01-31,1223.674
2014-02-28,1293.953
2014-03-31,1303.011
2014-04-30,1357.962
2014-05-30,1361.893
2014-06-30,1461.526
2014-07-31,1408.044
2014-08-29,1447.32
2014-09-30,1295.027
2014-10-31,1212.2
2014-11-28,1170.867
2014-12-31,1140.063
2015-01-30,1022.472
2015-02-27,1080.597
2015-03-31,1031.875
2015-04-30,1146.78
2015-05-29,1095.457
2015-06-30,1040.372
2015-07-31,924.26
2015-08-31,884.995
2015-09-30,829.301
2015-10-30,872.011
2015-11-30,821.634
2015-12-31,762.908
2016-01-29,728.935
2016-02-29,801.136
2016-03-31,898.188
2016-04-29,1003.666
2016-05-31,956.414
2016-06-30,994.495
2016-07-29,1023.768
2016-08-31,984.222
2016-09-30,998.769
2016-10-31,952.611
2016-11-30,980.098
2016-12-30,1012.934
2017-01-31,1050.977
2017-02-28,1027.651
2017-03-31,1031.677
2017-04-28,984.245
2017-05-31,974.311
2017-06-30,1013.004
2017-07-31,1037.556
2017-08-31,1051.277
2017-09-29,1068.031
2017-10-31,1043.682
2017-11-30,1033.493
2017-12-29,1080.202
2018-01-31,1079.476
2018-02-28,993.269
2018-03-30,979.678
2018-04-30,1026.262
2018-05-31,1037.062
2018-06-29,1035.777
2018-07-31,1046.503
2018-08-31,1041.448
2018-09-28,1029.853
2018-10-31,958.221
2018-11-30,918.109
2018-12-31,856.928
2019-01-31,950.531
2019-02-28,968.459
2019-03-29,955.609
2019-04-30,950.558
2019-05-31,903.07
2019-06-28,966.966
2019-07-31,977.062
2019-08-30,964.509
2019-09-30,987.41
2019-10-31,978.465
2019-11-29,1003.678
2019-12-31,1099.158
2020-01-31,1053.758
2020-02-28,953.641
2020-03-31,627.201
2020-04-30,798.233
2020-05-29,833.456
2020-06-30,874.46
2020-07-31,946.373
2020-08-31,1008.337
2020-09-30,940.004
2020-10-30,949.025
2020-11-30,1120.268
2020-12-31,1184.677
2021-01-29,1186.053
2021-02-26,1265.667
2021-03-31,1301.91
2021-04-30,1388.039
2021-05-31,1483.21
2021-06-30,1483.913
2021-07-30,1469.046
2021-08-31,1460.07
2021-09-30,1482.673
2021-10-29,1584.605
2021-11-30,1485.296
2021-12-31,1562.211
2022-01-31,1578.277
2022-02-28,1654.332
2022-03-31,1745.731
2022-04-29,1657.87
2022-05-31,1687.16
2022-06-30,1454.774
2022-07-29,1571.178
2022-08-31,1516.068
2022-09-30,1344.683
2022-10-31,1442.127
2022-11-30,1545.207
2022-12-30,1499.29
2023-01-31,1636.034
2023-02-28,1545.941
2023-03-31,1570.406
2023-04-28,1568.04
2023-05-31,1511.879
2023-06-30,1568.864
2023-07-31,1680.052
2023-08-31,1615.475
2023-09-29,1552.669
2023-10-31,1461.301
2023-11-30,1519.194
2023-12-29,1627.952
2024-01-31,1598.806
2024-02-29,1569.231
2024-03-29,1670.079
2024-04-30,1626.702
2024-05-31,1692.348
2024-06-28,1660.348
2024-07-31,1745.024
2024-08-30,1771.929
2024-09-30,1852.552
2024-10-31,1793.004
2024-11-29,1827.497
2024-12-31,1716.026
2025-01-31,1698.544
2025-02-28,1711.683
2025-03-31,1751.976
2025-04-30,1773.675
2025-05-30,1912.649
