Date,SPAIN SMID CAP SMID (Small+Mid Cap)
2001-06-13,190.337
2001-06-14,191.859
2001-06-15,192.547
2001-06-18,189.887
2001-06-19,189.196
2001-06-20,187.685
2001-06-21,187.372
2001-06-22,187.127
2001-06-25,188.969
2001-06-26,188.115
2001-06-27,188.856
2001-06-28,186.506
2001-06-29,185.85
2001-07-02,186.585
2001-07-03,186.585
2001-07-04,186.421
2001-07-05,182.848
2001-07-06,181.424
2001-07-09,182.094
2001-07-10,184.337
2001-07-11,183.298
2001-07-12,179.904
2001-07-13,180.77
2001-07-16,181.389
2001-07-17,181.811
2001-07-18,185.025
2001-07-19,185.556
2001-07-20,186.173
2001-07-23,186.136
2001-07-24,187.848
2001-07-25,186.539
2001-07-26,186.835
2001-07-27,187.237
2001-07-30,189.991
2001-07-31,189.998
2001-08-01,191.66
2001-08-02,193.411
2001-08-03,194.732
2001-08-06,194.094
2001-08-07,192.969
2001-08-08,192.117
2001-08-09,193.878
2001-08-10,195.068
2001-08-13,196.876
2001-08-14,197.195
2001-08-15,200.206
2001-08-16,199.321
2001-08-17,199.088
2001-08-20,198.26
2001-08-21,198.751
2001-08-22,200.74
2001-08-23,198.905
2001-08-24,199.799
2001-08-27,198.078
2001-08-28,197.115
2001-08-29,197.652
2001-08-30,195.255
2001-08-31,195.49
2001-09-03,193.334
2001-09-04,190.225
2001-09-05,187.865
2001-09-06,186.901
2001-09-07,187.535
2001-09-10,184.609
2001-09-11,175.771
2001-09-12,175.254
2001-09-13,175.932
2001-09-14,173.086
2001-09-17,169.974
2001-09-18,170.026
2001-09-19,170.976
2001-09-20,165.146
2001-09-21,157.919
2001-09-24,162.981
2001-09-25,167.71
2001-09-26,169.65
2001-09-27,171.066
2001-09-28,171.317
2001-10-01,172.049
2001-10-02,173.878
2001-10-03,175.285
2001-10-04,175.837
2001-10-05,175.608
2001-10-08,175.71
2001-10-09,175.385
2001-10-10,176.667
2001-10-11,176.352
2001-10-12,177.134
2001-10-15,177.327
2001-10-16,179.207
2001-10-17,180.838
2001-10-18,178.418
2001-10-19,175.607
2001-10-22,175.863
2001-10-23,175.839
2001-10-24,177.12
2001-10-25,175.509
2001-10-26,176.31
2001-10-29,178.616
2001-10-30,178.149
2001-10-31,179.302
2001-11-01,180.286
2001-11-02,179.189
2001-11-05,179.12
2001-11-06,179.682
2001-11-07,179.986
2001-11-08,180.615
2001-11-09,180.133
2001-11-12,177.522
2001-11-13,177.884
2001-11-14,179.627
2001-11-15,179.377
2001-11-16,180.244
2001-11-19,182.369
2001-11-20,181.891
2001-11-21,179.836
2001-11-22,182.59
2001-11-23,182.217
2001-11-26,183.777
2001-11-27,183.413
2001-11-28,183.295
2001-11-29,183.247
2001-11-30,186.556
2001-12-03,184.87
2001-12-04,187.868
2001-12-05,189.211
2001-12-06,189.86
2001-12-07,188.449
2001-12-10,187.229
2001-12-11,188.048
2001-12-12,187.927
2001-12-13,185.9
2001-12-14,186.362
2001-12-17,189.922
2001-12-18,188.071
2001-12-19,187.02
2001-12-20,185.903
2001-12-21,184.919
2001-12-24,183.074
2001-12-25,183.074
2001-12-26,183.23
2001-12-27,185.867
2001-12-28,184.42
2001-12-31,186.231
2002-01-01,186.231
2002-01-02,189.054
2002-01-03,190.308
2002-01-04,188.567
2002-01-07,186.138
2002-01-08,186.993
2002-01-09,185.344
2002-01-10,184.963
2002-01-11,185.024
2002-01-14,185.451
2002-01-15,185.134
2002-01-16,183.49
2002-01-17,185.19
2002-01-18,186.312
2002-01-21,185.087
2002-01-22,185.902
2002-01-23,186.694
2002-01-24,187.032
2002-01-25,183.544
2002-01-28,184.173
2002-01-29,184.127
2002-01-30,183.438
2002-01-31,184.717
2002-02-01,185.336
2002-02-04,186.045
2002-02-05,185.562
2002-02-06,184.603
2002-02-07,185.497
2002-02-08,186.134
2002-02-11,186.953
2002-02-12,186.785
2002-02-13,187.141
2002-02-14,188.477
2002-02-15,188.887
2002-02-18,188.034
2002-02-19,187.941
2002-02-20,187.316
2002-02-21,187.02
2002-02-22,188.129
2002-02-25,187.646
2002-02-26,187.899
2002-02-27,189.048
2002-02-28,189.152
2002-03-01,190.671
2002-03-04,192.963
2002-03-05,192.702
2002-03-06,194.391
2002-03-07,197.141
2002-03-08,197.539
2002-03-11,198.175
2002-03-12,196.373
2002-03-13,196.652
2002-03-14,199.421
2002-03-15,200.424
2002-03-18,201.626
2002-03-19,202.61
2002-03-20,202.298
2002-03-21,201.828
2002-03-22,201.745
2002-03-25,199.237
2002-03-26,199.45
2002-03-27,199.348
2002-03-28,200.77
2002-03-29,200.77
2002-04-01,202.416
2002-04-02,202.194
2002-04-03,202.047
2002-04-04,201.4
2002-04-05,201.534
2002-04-08,198.715
2002-04-09,199.917
2002-04-10,202.077
2002-04-11,202.09
2002-04-12,201.964
2002-04-15,202.762
2002-04-16,205.852
2002-04-17,207.053
2002-04-18,207.415
2002-04-19,209.145
2002-04-22,209.157
2002-04-23,209.473
2002-04-24,210.719
2002-04-25,211.84
2002-04-26,212.395
2002-04-29,212.974
2002-04-30,213.131
2002-05-01,214.337
2002-05-02,211.79
2002-05-03,214.13
2002-05-06,214.905
2002-05-07,213.713
2002-05-08,213.992
2002-05-09,215.01
2002-05-10,215.058
2002-05-13,215.635
2002-05-14,215.018
2002-05-15,216.064
2002-05-16,215.505
2002-05-17,218.23
2002-05-20,217.51
2002-05-21,217.587
2002-05-22,219.8
2002-05-23,219.91
2002-05-24,221.33
2002-05-27,220.384
2002-05-28,223.344
2002-05-29,224.388
2002-05-30,223.779
2002-05-31,223.24
2002-06-03,223.718
2002-06-04,221.582
2002-06-05,218.97
2002-06-06,221.854
2002-06-07,222.41
2002-06-10,221.644
2002-06-11,222.924
2002-06-12,223.709
2002-06-13,222.264
2002-06-14,219.108
2002-06-17,219.188
2002-06-18,219.266
2002-06-19,219.529
2002-06-20,218.08
2002-06-21,217.947
2002-06-24,215.084
2002-06-25,215.175
2002-06-26,216.945
2002-06-27,215.577
2002-06-28,221.473
2002-07-01,221.307
2002-07-02,219.493
2002-07-03,216.219
2002-07-04,216.932
2002-07-05,220.183
2002-07-08,222.426
2002-07-09,223.461
2002-07-10,219.715
2002-07-11,213.514
2002-07-12,215.054
2002-07-15,213.581
2002-07-16,213.723
2002-07-17,214.034
2002-07-18,216.227
2002-07-19,211.833
2002-07-22,205.92
2002-07-23,200.304
2002-07-24,198.062
2002-07-25,202.248
2002-07-26,200.065
2002-07-29,204.524
2002-07-30,205.284
2002-07-31,205.628
2002-08-01,204.468
2002-08-02,203.455
2002-08-05,201.12
2002-08-06,198.931
2002-08-07,197.823
2002-08-08,199.974
2002-08-09,200.83
2002-08-12,200.121
2002-08-13,201.332
2002-08-14,201.99
2002-08-15,200.486
2002-08-16,203.014
2002-08-19,204.085
2002-08-20,200.818
2002-08-21,202.729
2002-08-22,203.66
2002-08-23,202.284
2002-08-26,202.331
2002-08-27,205.002
2002-08-28,201.583
2002-08-29,200.441
2002-08-30,200.679
2002-09-02,200.681
2002-09-03,200.361
2002-09-04,201.314
2002-09-05,198.293
2002-09-06,200.214
2002-09-09,198.061
2002-09-10,197.82
2002-09-11,199.598
2002-09-12,198.137
2002-09-13,195.936
2002-09-16,194.118
2002-09-17,193.313
2002-09-18,191.969
2002-09-19,191.747
2002-09-20,192.097
2002-09-23,188.423
2002-09-24,182.993
2002-09-25,183.222
2002-09-26,184.82
2002-09-27,185.587
2002-09-30,186.107
2002-10-01,184.354
2002-10-02,187.615
2002-10-03,187.337
2002-10-04,186.219
2002-10-07,185.664
2002-10-08,185.165
2002-10-09,183.865
2002-10-10,184.474
2002-10-11,188.718
2002-10-14,189.418
2002-10-15,191.163
2002-10-16,190.216
2002-10-17,191.164
2002-10-18,191.286
2002-10-21,191.896
2002-10-22,192.162
2002-10-23,189.701
2002-10-24,190.601
2002-10-25,192.68
2002-10-28,194.562
2002-10-29,192.56
2002-10-30,191.915
2002-10-31,194.745
2002-11-01,195.954
2002-11-04,199.325
2002-11-05,199.423
2002-11-06,198.726
2002-11-07,198.007
2002-11-08,199.08
2002-11-11,197.51
2002-11-12,200.868
2002-11-13,201.045
2002-11-14,201.668
2002-11-15,201.332
2002-11-18,203.509
2002-11-19,203.825
2002-11-20,201.071
2002-11-21,203.639
2002-11-22,203.005
2002-11-25,202.37
2002-11-26,201.597
2002-11-27,205.319
2002-11-28,206.816
2002-11-29,205.712
2002-12-02,205.094
2002-12-03,203.719
2002-12-04,205.654
2002-12-05,204.863
2002-12-06,206.368
2002-12-09,204.989
2002-12-10,205.908
2002-12-11,205.799
2002-12-12,205.136
2002-12-13,204.457
2002-12-16,206.176
2002-12-17,207.653
2002-12-18,204.94
2002-12-19,206.438
2002-12-20,206.245
2002-12-23,205.403
2002-12-24,206.253
2002-12-25,206.253
2002-12-26,206.773
2002-12-27,205.255
2002-12-30,204.501
2002-12-31,205.303
2003-01-01,205.303
2003-01-02,208.539
2003-01-03,210.474
2003-01-06,211.767
2003-01-07,210.699
2003-01-08,209.743
2003-01-09,212.758
2003-01-10,212.676
2003-01-13,213.803
2003-01-14,216.079
2003-01-15,214.71
2003-01-16,216.471
2003-01-17,217.144
2003-01-20,215.795
2003-01-21,214.63
2003-01-22,214.394
2003-01-23,218.115
2003-01-24,218.798
2003-01-27,213.164
2003-01-28,212.827
2003-01-29,212.144
2003-01-30,210.825
2003-01-31,210.463
2003-02-03,211.508
2003-02-04,212.371
2003-02-05,213.508
2003-02-06,211.887
2003-02-07,210.549
2003-02-10,209.604
2003-02-11,210.438
2003-02-12,209.523
2003-02-13,212.082
2003-02-14,213.53
2003-02-17,214.111
2003-02-18,215.013
2003-02-19,214.569
2003-02-20,215.591
2003-02-21,216.443
2003-02-24,215.191
2003-02-25,212.737
2003-02-26,211.807
2003-02-27,212.123
2003-02-28,215.241
2003-03-03,217.722
2003-03-04,215.407
2003-03-05,218.146
2003-03-06,217.251
2003-03-07,217.081
2003-03-10,213.848
2003-03-11,213.783
2003-03-12,210.824
2003-03-13,210.695
2003-03-14,212.819
2003-03-17,213.507
2003-03-18,213.366
2003-03-19,214.736
2003-03-20,213.707
2003-03-21,215.956
2003-03-24,213.545
2003-03-25,215.922
2003-03-26,216.689
2003-03-27,215.949
2003-03-28,216.777
2003-03-31,218.34
2003-04-01,220.175
2003-04-02,222.23
2003-04-03,222.132
2003-04-04,221.875
2003-04-07,222.455
2003-04-08,223.433
2003-04-09,225.395
2003-04-10,227.772
2003-04-11,226.866
2003-04-14,228.585
2003-04-15,229.506
2003-04-16,229.785
2003-04-17,231.129
2003-04-18,231.129
2003-04-21,230.133
2003-04-22,232.29
2003-04-23,233.424
2003-04-24,232.978
2003-04-25,232.36
2003-04-28,234.167
2003-04-29,233.561
2003-04-30,236.793
2003-05-01,238.968
2003-05-02,238.381
2003-05-05,240.265
2003-05-06,244.281
2003-05-07,244.275
2003-05-08,245.076
2003-05-09,247.015
2003-05-12,247.821
2003-05-13,247.011
2003-05-14,246.194
2003-05-15,246.117
2003-05-16,248.375
2003-05-19,247.959
2003-05-20,249.081
2003-05-21,248.956
2003-05-22,251.718
2003-05-23,254.667
2003-05-26,257.368
2003-05-27,257.66
2003-05-28,257.773
2003-05-29,260.424
2003-05-30,260.701
2003-06-02,260.72
2003-06-03,258.766
2003-06-04,261.407
2003-06-05,264.447
2003-06-06,262.701
2003-06-09,263.995
2003-06-10,262.314
2003-06-11,265.568
2003-06-12,264.334
2003-06-13,265.741
2003-06-16,269.247
2003-06-17,267.767
2003-06-18,264.96
2003-06-19,263.705
2003-06-20,267.079
2003-06-23,261.302
2003-06-24,260.808
2003-06-25,263.748
2003-06-26,261.016
2003-06-27,260.148
2003-06-30,259.811
2003-07-01,261.87
2003-07-02,261.276
2003-07-03,259.824
2003-07-04,259.71
2003-07-07,259.177
2003-07-08,258.059
2003-07-09,258.029
2003-07-10,257.867
2003-07-11,259.393
2003-07-14,260.677
2003-07-15,258.974
2003-07-16,258.138
2003-07-17,258.686
2003-07-18,257.958
2003-07-21,259.178
2003-07-22,261.32
2003-07-23,263.575
2003-07-24,266.192
2003-07-25,265.089
2003-07-28,265.323
2003-07-29,263.971
2003-07-30,261.572
2003-07-31,260.394
2003-08-01,259.431
2003-08-04,260.502
2003-08-05,261.156
2003-08-06,260.59
2003-08-07,261.339
2003-08-08,259.704
2003-08-11,260.3
2003-08-12,260.304
2003-08-13,259.752
2003-08-14,259.997
2003-08-15,259.812
2003-08-18,257.335
2003-08-19,256.192
2003-08-20,257.562
2003-08-21,254.569
2003-08-22,252.769
2003-08-25,253.045
2003-08-26,252.173
2003-08-27,252.421
2003-08-28,253.607
2003-08-29,254.452
2003-09-01,255.801
2003-09-02,253.747
2003-09-03,255.953
2003-09-04,257.488
2003-09-05,260.206
2003-09-08,262.659
2003-09-09,263.14
2003-09-10,262.048
2003-09-11,262.157
2003-09-12,264.007
2003-09-15,264.417
2003-09-16,263.726
2003-09-17,266.344
2003-09-18,267.022
2003-09-19,268.534
2003-09-22,267.478
2003-09-23,268.768
2003-09-24,268.137
2003-09-25,269.519
2003-09-26,267.831
2003-09-29,268.232
2003-09-30,268.881
2003-10-01,271.047
2003-10-02,270.832
2003-10-03,271.387
2003-10-06,272.536
2003-10-07,275.829
2003-10-08,276.698
2003-10-09,276.1
2003-10-10,277.492
2003-10-13,275.972
2003-10-14,276.228
2003-10-15,276.014
2003-10-16,277.121
2003-10-17,275.04
2003-10-20,276.418
2003-10-21,276.441
2003-10-22,277.158
2003-10-23,276.593
2003-10-24,277.171
2003-10-27,276.595
2003-10-28,276.18
2003-10-29,276.074
2003-10-30,278.159
2003-10-31,277.19
2003-11-03,275.221
2003-11-04,276.302
2003-11-05,275.153
2003-11-06,274.549
2003-11-07,276.701
2003-11-10,277.836
2003-11-11,277.971
2003-11-12,281.999
2003-11-13,283.491
2003-11-14,285.927
2003-11-17,283.672
2003-11-18,286.115
2003-11-19,286.644
2003-11-20,286.198
2003-11-21,287.512
2003-11-24,286.106
2003-11-25,287.592
2003-11-26,289.479
2003-11-27,289.586
2003-11-28,291.521
2003-12-01,293.459
2003-12-02,296.544
2003-12-03,296.425
2003-12-04,294.85
2003-12-05,297.019
2003-12-08,298.89
2003-12-09,300.146
2003-12-10,300.233
2003-12-11,299.099
2003-12-12,301.916
2003-12-15,303.458
2003-12-16,304.691
2003-12-17,307.032
2003-12-18,307.816
2003-12-19,308.411
2003-12-22,309.765
2003-12-23,311.218
2003-12-24,312.096
2003-12-25,312.096
2003-12-26,311.97
2003-12-29,313.775
2003-12-30,313.71
2003-12-31,315.788
2004-01-01,315.788
2004-01-02,320.231
2004-01-05,322.681
2004-01-06,324.616
2004-01-07,322.334
2004-01-08,323.916
2004-01-09,327.237
2004-01-12,328.55
2004-01-13,328.946
2004-01-14,328.357
2004-01-15,326.904
2004-01-16,323.26
2004-01-19,325.086
2004-01-20,329.793
2004-01-21,331.475
2004-01-22,333.877
2004-01-23,334.072
2004-01-26,329.506
2004-01-27,331.899
2004-01-28,332.385
2004-01-29,326.587
2004-01-30,326.236
2004-02-02,329.349
2004-02-03,332.948
2004-02-04,331.391
2004-02-05,334.497
2004-02-06,337.924
2004-02-09,338.134
2004-02-10,339.92
2004-02-11,340.739
2004-02-12,348.521
2004-02-13,348.595
2004-02-16,349.847
2004-02-17,353.4
2004-02-18,352.984
2004-02-19,349.534
2004-02-20,345.151
2004-02-23,345.908
2004-02-24,347.521
2004-02-25,343.568
2004-02-26,340.641
2004-02-27,343.137
2004-03-01,345.606
2004-03-02,343.943
2004-03-03,339.226
2004-03-04,341.442
2004-03-05,348.926
2004-03-08,348.852
2004-03-09,348.502
2004-03-10,343.364
2004-03-11,338.055
2004-03-12,334.003
2004-03-15,324.571
2004-03-16,330.674
2004-03-17,329.989
2004-03-18,332.568
2004-03-19,333.394
2004-03-22,330.238
2004-03-23,327.395
2004-03-24,325.514
2004-03-25,328.272
2004-03-26,326.522
2004-03-29,330.933
2004-03-30,331.539
2004-03-31,336.929
2004-04-01,342.762
2004-04-02,341.271
2004-04-05,337.106
2004-04-06,337.108
2004-04-07,339.208
2004-04-08,340.472
2004-04-09,340.472
2004-04-12,339.515
2004-04-13,337.507
2004-04-14,334.815
2004-04-15,335.94
2004-04-16,340.802
2004-04-19,339.37
2004-04-20,336.921
2004-04-21,332.975
2004-04-22,334.966
2004-04-23,335.113
2004-04-26,337.442
2004-04-27,337.843
2004-04-28,332.578
2004-04-29,333.168
2004-04-30,333.261
2004-05-03,334.746
2004-05-04,338.197
2004-05-05,341.559
2004-05-06,337.619
2004-05-07,331.742
2004-05-10,322.433
2004-05-11,322.925
2004-05-12,324.928
2004-05-13,324.216
2004-05-14,323.218
2004-05-17,322.188
2004-05-18,322.095
2004-05-19,328.646
2004-05-20,323.889
2004-05-21,327.09
2004-05-24,327.677
2004-05-25,330.748
2004-05-26,332.74
2004-05-27,338.21
2004-05-28,336.493
2004-05-31,337.19
2004-06-01,334.187
2004-06-02,338.697
2004-06-03,337.649
2004-06-04,340.746
2004-06-07,345.183
2004-06-08,344.873
2004-06-09,339.737
2004-06-10,338.5
2004-06-11,334.487
2004-06-14,334.326
2004-06-15,334.88
2004-06-16,334.331
2004-06-17,336.296
2004-06-18,339.344
2004-06-21,339.566
2004-06-22,337.929
2004-06-23,340.227
2004-06-24,343.256
2004-06-25,342.319
2004-06-28,346.17
2004-06-29,343.361
2004-06-30,343.533
2004-07-01,345.993
2004-07-02,348.254
2004-07-05,347.592
2004-07-06,347.154
2004-07-07,349.741
2004-07-08,350.897
2004-07-09,350.735
2004-07-12,353.205
2004-07-13,350.911
2004-07-14,350.755
2004-07-15,349.369
2004-07-16,353.21
2004-07-19,351.645
2004-07-20,350.397
2004-07-21,347.041
2004-07-22,345.476
2004-07-23,339.54
2004-07-26,338.767
2004-07-27,337.984
2004-07-28,335.568
2004-07-29,339.842
2004-07-30,339.885
2004-08-02,338.287
2004-08-03,341.149
2004-08-04,338.563
2004-08-05,339.384
2004-08-06,340.476
2004-08-09,339.632
2004-08-10,341.991
2004-08-11,338.031
2004-08-12,339.042
2004-08-13,341.086
2004-08-16,340.838
2004-08-17,343.772
2004-08-18,342.873
2004-08-19,346.624
2004-08-20,344.526
2004-08-23,344.409
2004-08-24,342.324
2004-08-25,341.535
2004-08-26,342.884
2004-08-27,342.185
2004-08-30,342.96
2004-08-31,346.268
2004-09-01,349.065
2004-09-02,350.883
2004-09-03,351.32
2004-09-06,354.182
2004-09-07,353.77
2004-09-08,355.88
2004-09-09,355.616
2004-09-10,359.735
2004-09-13,360.523
2004-09-14,360.376
2004-09-15,356.081
2004-09-16,356.422
2004-09-17,357.267
2004-09-20,356.798
2004-09-21,361.227
2004-09-22,359.462
2004-09-23,359.999
2004-09-24,359.825
2004-09-27,359.344
2004-09-28,361.376
2004-09-29,364.701
2004-09-30,367.137
2004-10-01,371.872
2004-10-04,369.748
2004-10-05,369.948
2004-10-06,370.244
2004-10-07,368.215
2004-10-08,372.136
2004-10-11,370.568
2004-10-12,368.398
2004-10-13,367.425
2004-10-14,368.374
2004-10-15,370.5
2004-10-18,371.806
2004-10-19,373.602
2004-10-20,375.386
2004-10-21,376.694
2004-10-22,378.217
2004-10-25,378.573
2004-10-26,379.315
2004-10-27,383.038
2004-10-28,385.224
2004-10-29,383.135
2004-11-01,383.873
2004-11-02,383.837
2004-11-03,387.357
2004-11-04,390.219
2004-11-05,392.633
2004-11-08,395.359
2004-11-09,395.521
2004-11-10,397.324
2004-11-11,398.367
2004-11-12,400.122
2004-11-15,396.916
2004-11-16,397.061
2004-11-17,402.329
2004-11-18,401.45
2004-11-19,404.264
2004-11-22,403.583
2004-11-23,405.256
2004-11-24,410.412
2004-11-25,415.884
2004-11-26,416.269
2004-11-29,415.97
2004-11-30,414.694
2004-12-01,418.705
2004-12-02,419.134
2004-12-03,423.486
2004-12-06,425.26
2004-12-07,424.525
2004-12-08,419.45
2004-12-09,419.459
2004-12-10,419.683
2004-12-13,424.37
2004-12-14,426.042
2004-12-15,430.575
2004-12-16,429.119
2004-12-17,428.94
2004-12-20,436.561
2004-12-21,435.148
2004-12-22,438.943
2004-12-23,442.7
2004-12-24,443.847
2004-12-27,446.101
2004-12-28,445.97
2004-12-29,446.547
2004-12-30,449.144
2004-12-31,447.908
2005-01-03,447.188
2005-01-04,444.168
2005-01-05,440.296
2005-01-06,436.83
2005-01-07,434.39
2005-01-10,437.699
2005-01-11,439.059
2005-01-12,445.833
2005-01-13,446.668
2005-01-14,444.859
2005-01-17,447.08
2005-01-18,446.563
2005-01-19,449.335
2005-01-20,445.531
2005-01-21,447.885
2005-01-24,448.382
2005-01-25,449.926
2005-01-26,455.562
2005-01-27,456.914
2005-01-28,458.033
2005-01-31,463.461
2005-02-01,466.481
2005-02-02,470.154
2005-02-03,468.402
2005-02-04,473.206
2005-02-07,468.063
2005-02-08,466.225
2005-02-09,466.89
2005-02-10,471.128
2005-02-11,474.548
2005-02-14,478.916
2005-02-15,481.288
2005-02-16,482.329
2005-02-17,487.344
2005-02-18,485.563
2005-02-21,478.577
2005-02-22,479.322
2005-02-23,480.662
2005-02-24,482.932
2005-02-25,485.317
2005-02-28,488.929
2005-03-01,489.826
2005-03-02,485.446
2005-03-03,484.082
2005-03-04,493.458
2005-03-07,491.63
2005-03-08,494.473
2005-03-09,492.048
2005-03-10,487.358
2005-03-11,490.241
2005-03-14,485.534
2005-03-15,485.162
2005-03-16,486.361
2005-03-17,485.783
2005-03-18,483.423
2005-03-21,481.486
2005-03-22,484.703
2005-03-23,476.872
2005-03-24,477.875
2005-03-25,477.875
2005-03-28,474.522
2005-03-29,476.455
2005-03-30,478.979
2005-03-31,478.954
2005-04-01,481.119
2005-04-04,473.278
2005-04-05,476.892
2005-04-06,479.788
2005-04-07,484.674
2005-04-08,482.637
2005-04-11,485.725
2005-04-12,481.592
2005-04-13,485.403
2005-04-14,480.958
2005-04-15,476.914
2005-04-18,473.24
2005-04-19,477.231
2005-04-20,478.372
2005-04-21,480.301
2005-04-22,481.555
2005-04-25,479.242
2005-04-26,478.351
2005-04-27,472.764
2005-04-28,470.827
2005-04-29,470.131
2005-05-02,474.9
2005-05-03,478.211
2005-05-04,480.94
2005-05-05,481.304
2005-05-06,481.235
2005-05-09,480.442
2005-05-10,482.757
2005-05-11,481.337
2005-05-12,482.36
2005-05-13,480.56
2005-05-16,479.427
2005-05-17,478.714
2005-05-18,485.778
2005-05-19,486.537
2005-05-20,484.75
2005-05-23,487.794
2005-05-24,488.746
2005-05-25,490.311
2005-05-26,491.952
2005-05-27,490.881
2005-05-30,493.603
2005-05-31,489.546
2005-06-01,491.897
2005-06-02,491.735
2005-06-03,490.523
2005-06-06,491.259
2005-06-07,496.281
2005-06-08,496.13
2005-06-09,492.515
2005-06-10,494.373
2005-06-13,491.997
2005-06-14,493.276
2005-06-15,490.871
2005-06-16,493.395
2005-06-17,501.456
2005-06-20,495.961
2005-06-21,499.776
2005-06-22,502.141
2005-06-23,502.114
2005-06-24,499.931
2005-06-27,499.779
2005-06-28,500.827
2005-06-29,505.271
2005-06-30,507.864
2005-07-01,506.162
2005-07-04,503.09
2005-07-05,503.085
2005-07-06,504.821
2005-07-07,498.295
2005-07-08,504.275
2005-07-11,515.203
2005-07-12,521.629
2005-07-13,519.562
2005-07-14,519.135
2005-07-15,514.249
2005-07-18,515.54
2005-07-19,514.4
2005-07-20,516.24
2005-07-21,520.009
2005-07-22,521.504
2005-07-25,517.977
2005-07-26,516.916
2005-07-27,518.213
2005-07-28,520.372
2005-07-29,521.709
2005-08-01,524.631
2005-08-02,526.249
2005-08-03,531.087
2005-08-04,533.146
2005-08-05,532.246
2005-08-08,537.732
2005-08-09,537.604
2005-08-10,544.526
2005-08-11,544.767
2005-08-12,541.681
2005-08-15,539.756
2005-08-16,537.925
2005-08-17,532.839
2005-08-18,524.773
2005-08-19,526.847
2005-08-22,532.379
2005-08-23,528.156
2005-08-24,530.79
2005-08-25,528.634
2005-08-26,528.426
2005-08-29,525.906
2005-08-30,524.024
2005-08-31,532.661
2005-09-01,547.747
2005-09-02,552.394
2005-09-05,555.023
2005-09-06,555.783
2005-09-07,558.913
2005-09-08,559.305
2005-09-09,561.98
2005-09-12,555.828
2005-09-13,551.522
2005-09-14,554.279
2005-09-15,553.981
2005-09-16,559.753
2005-09-19,558.473
2005-09-20,561.81
2005-09-21,561.65
2005-09-22,557.085
2005-09-23,554.958
2005-09-26,552.211
2005-09-27,550.988
2005-09-28,555.43
2005-09-29,554.852
2005-09-30,559.852
2005-10-03,556.388
2005-10-04,559.462
2005-10-05,558.656
2005-10-06,560.968
2005-10-07,558.736
2005-10-10,560.413
2005-10-11,560.872
2005-10-12,558.809
2005-10-13,542.345
2005-10-14,547.4
2005-10-17,542.628
2005-10-18,534.008
2005-10-19,525.191
2005-10-20,524.606
2005-10-21,524.304
2005-10-24,533.141
2005-10-25,540.543
2005-10-26,538.8
2005-10-27,535.578
2005-10-28,534.753
2005-10-31,538.207
2005-11-01,540.413
2005-11-02,541.936
2005-11-03,542.689
2005-11-04,532.025
2005-11-07,532.448
2005-11-08,530.293
