Date,UNITED KINGDOM GROWTH Standard (Large+Mid Cap)
2010-09-30,7569.059
2010-10-29,7843.324
2010-11-30,7478.823
2010-12-31,8043.086
2011-01-31,8052.815
2011-02-28,8366.53
2011-03-31,8235.023
2011-04-29,8789.973
2011-05-31,8563.818
2011-06-30,8330.824
2011-07-29,8278.171
2011-08-31,7725.994
2011-09-30,6911.817
2011-10-31,7707.798
2011-11-30,7458.794
2011-12-30,7436.294
2012-01-31,7695.95
2012-02-29,8144.129
2012-03-30,8075.587
2012-04-30,8200.859
2012-05-31,7250.331
2012-06-29,7676.693
2012-07-31,7793.433
2012-08-31,7977.622
2012-09-28,8122.416
2012-10-31,8116.577
2012-11-30,8249.401
2012-12-31,8347.327
2013-01-31,8657.121
2013-02-28,8609.253
2013-03-29,8769.017
2013-04-30,8974.738
2013-05-31,8988.255
2013-06-28,8545.81
2013-07-31,9075.683
2013-08-30,9019.291
2013-09-30,9543.732
2013-10-31,9930.786
2013-11-29,9979.717
2013-12-31,10305.079
2014-01-31,9665.376
2014-02-28,10371.201
2014-03-31,10141.829
2014-04-30,10476.147
2014-05-30,10724.514
2014-06-30,10857.508
2014-07-31,10520.759
2014-08-29,10666.477
2014-09-30,10166.479
2014-10-31,9907.27
2014-11-28,10134.76
2014-12-31,9846.298
2015-01-30,9894.706
2015-02-27,10563.762
2015-03-31,9904.945
2015-04-30,10559.755
2015-05-29,10550.37
2015-06-30,10326.529
2015-07-31,10667.061
2015-08-31,9941.668
2015-09-30,9805.836
2015-10-30,10608.278
2015-11-30,10479.348
2015-12-31,10163.43
2016-01-29,9601.432
2016-02-29,9492.231
2016-03-31,9979.403
2016-04-29,10054.7
2016-05-31,10172.201
2016-06-30,9688.374
2016-07-29,10024.281
2016-08-31,9951.307
2016-09-30,10001.605
2016-10-31,9138.663
2016-11-30,9066.306
2016-12-30,9305.909
2017-01-31,9528.254
2017-02-28,9895.768
2017-03-31,10097.979
2017-04-28,10346.654
2017-05-31,10866.604
2017-06-30,10599.83
2017-07-31,10768.383
2017-08-31,10704.034
2017-09-29,10863.194
2017-10-31,10971.688
2017-11-30,10915.244
2017-12-29,11491.361
2018-01-31,11776.982
2018-02-28,10935.344
2018-03-30,11058.552
2018-04-30,11309.335
2018-05-31,11268.99
2018-06-29,11196.534
2018-07-31,11390.326
2018-08-31,11186.55
2018-09-28,11274.091
2018-10-31,10373.707
2018-11-30,10443.217
2018-12-31,10129.124
2019-01-31,10746.125
2019-02-28,11125.731
2019-03-29,11251.008
2019-04-30,11618.353
2019-05-31,11262.956
2019-06-28,11795.204
2019-07-31,11789.052
2019-08-30,11786.805
2019-09-30,11904.655
2019-10-31,12200.621
2019-11-29,12345.039
2019-12-31,12802.432
2020-01-31,12642.134
2020-02-28,11360.62
2020-03-31,9980.986
2020-04-30,10982.868
2020-05-29,11446.245
2020-06-30,11339.827
2020-07-31,12002.814
2020-08-31,12384.987
2020-09-30,12217.544
2020-10-30,11409.496
2020-11-30,12456.542
2020-12-31,13011.573
2021-01-29,13103.429
2021-02-26,13247.727
2021-03-31,13405.236
2021-04-30,14294.051
2021-05-31,15052.522
2021-06-30,14910.29
2021-07-30,15092.986
2021-08-31,15238.161
2021-09-30,15049.55
2021-10-29,15559.415
2021-11-30,14761.345
2021-12-31,15797.133
2022-01-31,14740.231
2022-02-28,14713.125
2022-03-31,14489.929
2022-04-29,14045.766
2022-05-31,13735.487
2022-06-30,12750.346
2022-07-29,13891.448
2022-08-31,12731.735
2022-09-30,11604.43
2022-10-31,12189.283
2022-11-30,13447.859
2022-12-30,13301.479
2023-01-31,13787.042
2023-02-28,13853.295
2023-03-31,14499.094
2023-04-28,15258.086
2023-05-31,14681.789
2023-06-30,15159.091
2023-07-31,15513.961
2023-08-31,14803.556
2023-09-29,14157.427
2023-10-31,13600.971
2023-11-30,14431.456
2023-12-29,15296.172
2024-01-31,15303.777
2024-02-29,15572.622
2024-03-29,16021.269
2024-04-30,15951.148
2024-05-31,16481.966
2024-06-28,16200.823
2024-07-31,16687.473
2024-08-30,17742.315
2024-09-30,17492.758
2024-10-31,16327.218
2024-11-29,16429.84
2024-12-31,15857.83
2025-01-31,16683.697
2025-02-28,17229.545
2025-03-31,17161.028
2025-04-30,17985.513
2025-05-30,18669.099
2025-06-30,18714.184
2025-07-31,18708.869
2025-08-29,19160.319
2025-09-30,19140.428
2025-10-31,19255.335
2025-11-28,19210.082
2025-12-31,19802.612
