Date,DENMARK SMALL CAP Small Cap
2001-10-02,86.899
2001-10-03,86.967
2001-10-04,88.61
2001-10-05,88.381
2001-10-08,88.01
2001-10-09,89.175
2001-10-10,89.268
2001-10-11,90.253
2001-10-12,90.625
2001-10-15,90.651
2001-10-16,91.46
2001-10-17,91.563
2001-10-18,90.114
2001-10-19,87.658
2001-10-22,87.993
2001-10-23,88.801
2001-10-24,89.998
2001-10-25,88.357
2001-10-26,88.643
2001-10-29,89.086
2001-10-30,87.838
2001-10-31,87.766
2001-11-01,88.629
2001-11-02,88.166
2001-11-05,88.726
2001-11-06,88.334
2001-11-07,88.99
2001-11-08,88.597
2001-11-09,88.666
2001-11-12,86.216
2001-11-13,86.693
2001-11-14,86.333
2001-11-15,86.324
2001-11-16,88.058
2001-11-19,87.414
2001-11-20,87.004
2001-11-21,85.77
2001-11-22,85.767
2001-11-23,86.223
2001-11-26,86.438
2001-11-27,86.954
2001-11-28,86.898
2001-11-29,86.614
2001-11-30,88.512
2001-12-03,87.044
2001-12-04,86.884
2001-12-05,87.868
2001-12-06,87.944
2001-12-07,89.149
2001-12-10,88.709
2001-12-11,88.825
2001-12-12,89.312
2001-12-13,88.218
2001-12-14,88.827
2001-12-17,88.901
2001-12-18,89.252
2001-12-19,89.142
2001-12-20,89.578
2001-12-21,88.271
2001-12-24,87.413
2001-12-25,87.413
2001-12-26,87.486
2001-12-27,88.846
2001-12-28,88.828
2001-12-31,89.698
2002-01-01,89.698
2002-01-02,91.483
2002-01-03,91.474
2002-01-04,91.477
2002-01-07,91.596
2002-01-08,91.058
2002-01-09,91.015
2002-01-10,91.786
2002-01-11,92.056
2002-01-14,91.969
2002-01-15,91.32
2002-01-16,90.288
2002-01-17,89.682
2002-01-18,90.995
2002-01-21,91.32
2002-01-22,92.049
2002-01-23,93.221
2002-01-24,92.781
2002-01-25,89.938
2002-01-28,93.484
2002-01-29,93.318
2002-01-30,93.183
2002-01-31,94.033
2002-02-01,94.359
2002-02-04,94.787
2002-02-05,94.564
2002-02-06,94.437
2002-02-07,94.254
2002-02-08,94.417
2002-02-11,94.939
2002-02-12,95.0
2002-02-13,92.76
2002-02-14,92.874
2002-02-15,93.746
2002-02-18,93.403
2002-02-19,92.294
2002-02-20,91.883
2002-02-21,91.798
2002-02-22,91.745
2002-02-25,92.05
2002-02-26,92.807
2002-02-27,93.25
2002-02-28,93.896
2002-03-01,93.987
2002-03-04,95.004
2002-03-05,94.898
2002-03-06,94.901
2002-03-07,94.799
2002-03-08,95.589
2002-03-11,95.722
2002-03-12,95.969
2002-03-13,97.034
2002-03-14,98.92
2002-03-15,98.892
2002-03-18,99.918
2002-03-19,100.206
2002-03-20,101.233
2002-03-21,100.346
2002-03-22,103.453
2002-03-25,102.923
2002-03-26,102.487
2002-03-27,102.403
2002-03-28,102.353
2002-03-29,102.353
2002-04-01,103.196
2002-04-02,103.849
2002-04-03,103.435
2002-04-04,104.23
2002-04-05,104.209
2002-04-08,103.428
2002-04-09,103.62
2002-04-10,102.95
2002-04-11,102.929
2002-04-12,102.727
2002-04-15,103.505
2002-04-16,104.724
2002-04-17,104.962
2002-04-18,104.024
2002-04-19,103.865
2002-04-22,103.91
2002-04-23,104.768
2002-04-24,104.75
2002-04-25,105.249
2002-04-26,105.249
2002-04-29,106.389
2002-04-30,107.65
2002-05-01,109.028
2002-05-02,110.099
2002-05-03,110.873
2002-05-06,110.562
2002-05-07,109.779
2002-05-08,110.385
2002-05-09,110.361
2002-05-10,111.123
2002-05-13,110.719
2002-05-14,109.626
2002-05-15,109.995
2002-05-16,109.361
2002-05-17,112.0
2002-05-20,112.037
2002-05-21,111.895
2002-05-22,111.276
2002-05-23,110.705
2002-05-24,111.122
2002-05-27,110.506
2002-05-28,110.827
2002-05-29,110.815
2002-05-30,112.342
2002-05-31,112.983
2002-06-03,113.716
2002-06-04,112.964
2002-06-05,112.255
2002-06-06,113.79
2002-06-07,111.648
2002-06-10,111.73
2002-06-11,111.058
2002-06-12,110.816
2002-06-13,109.237
2002-06-14,107.838
2002-06-17,108.626
2002-06-18,108.564
2002-06-19,107.57
2002-06-20,106.214
2002-06-21,106.268
2002-06-24,104.182
2002-06-25,105.401
2002-06-26,106.296
2002-06-27,107.415
2002-06-28,108.607
2002-07-01,108.987
2002-07-02,108.855
2002-07-03,107.462
2002-07-04,108.99
2002-07-05,110.046
2002-07-08,110.637
2002-07-09,109.869
2002-07-10,108.978
2002-07-11,107.168
2002-07-12,107.703
2002-07-15,108.418
2002-07-16,108.134
2002-07-17,108.803
2002-07-18,108.746
2002-07-19,107.792
2002-07-22,103.857
2002-07-23,100.177
2002-07-24,93.369
2002-07-25,98.415
2002-07-26,96.54
2002-07-29,97.833
2002-07-30,99.244
2002-07-31,98.137
2002-08-01,98.004
2002-08-02,98.462
2002-08-05,96.451
2002-08-06,93.547
2002-08-07,95.283
2002-08-08,94.816
2002-08-09,96.118
2002-08-12,95.908
2002-08-13,95.671
2002-08-14,95.965
2002-08-15,96.059
2002-08-16,95.43
2002-08-19,95.253
2002-08-20,95.269
2002-08-21,95.785
2002-08-22,96.046
2002-08-23,94.77
2002-08-26,95.087
2002-08-27,96.428
2002-08-28,91.899
2002-08-29,93.432
2002-08-30,94.285
2002-09-02,96.089
2002-09-03,95.199
2002-09-04,94.439
2002-09-05,93.765
2002-09-06,94.918
2002-09-09,94.468
2002-09-10,94.15
2002-09-11,94.566
2002-09-12,94.079
2002-09-13,93.485
2002-09-16,91.655
2002-09-17,90.642
2002-09-18,89.254
2002-09-19,88.886
2002-09-20,90.3
2002-09-23,88.557
2002-09-24,85.842
2002-09-25,85.144
2002-09-26,85.405
2002-09-27,86.793
2002-09-30,85.717
2002-10-01,84.908
2002-10-02,85.266
2002-10-03,83.397
2002-10-04,81.729
2002-10-07,81.208
2002-10-08,81.221
2002-10-09,80.659
2002-10-10,79.929
2002-10-11,82.284
2002-10-14,82.052
2002-10-15,86.571
2002-10-16,84.915
2002-10-17,85.469
2002-10-18,86.202
2002-10-21,86.867
2002-10-22,87.398
2002-10-23,86.981
2002-10-24,86.837
2002-10-25,86.304
2002-10-28,88.952
2002-10-29,86.887
2002-10-30,87.108
2002-10-31,87.468
2002-11-01,87.927
2002-11-04,89.426
2002-11-05,90.518
2002-11-06,89.824
2002-11-07,89.305
2002-11-08,89.351
2002-11-11,88.322
2002-11-12,88.836
2002-11-13,88.518
2002-11-14,88.626
2002-11-15,88.557
2002-11-18,90.15
2002-11-19,90.058
2002-11-20,88.245
2002-11-21,89.746
2002-11-22,91.266
2002-11-25,91.005
2002-11-26,90.887
2002-11-27,90.607
2002-11-28,91.971
2002-11-29,91.984
2002-12-02,92.9
2002-12-03,92.133
2002-12-04,91.99
2002-12-05,91.542
2002-12-06,92.48
2002-12-09,92.124
2002-12-10,92.49
2002-12-11,92.395
2002-12-12,93.136
2002-12-13,93.194
2002-12-16,94.107
2002-12-17,95.388
2002-12-18,94.34
2002-12-19,92.749
2002-12-20,91.871
2002-12-23,92.172
2002-12-24,92.559
2002-12-25,92.559
2002-12-26,92.788
2002-12-27,93.648
2002-12-30,94.351
2002-12-31,94.7
2003-01-01,94.7
2003-01-02,95.953
2003-01-03,96.164
2003-01-06,97.813
2003-01-07,96.804
2003-01-08,95.652
2003-01-09,96.494
2003-01-10,97.186
2003-01-13,96.945
2003-01-14,96.774
2003-01-15,96.207
2003-01-16,97.215
2003-01-17,97.234
2003-01-20,96.727
2003-01-21,96.259
2003-01-22,95.466
2003-01-23,93.736
2003-01-24,94.048
2003-01-27,91.681
2003-01-28,90.134
2003-01-29,89.827
2003-01-30,88.951
2003-01-31,88.811
2003-02-03,89.275
2003-02-04,88.355
2003-02-05,87.716
2003-02-06,88.533
2003-02-07,88.94
2003-02-10,87.483
2003-02-11,87.051
2003-02-12,86.983
2003-02-13,87.351
2003-02-14,87.243
2003-02-17,87.575
2003-02-18,87.521
2003-02-19,88.201
2003-02-20,88.17
2003-02-21,88.084
2003-02-24,87.128
2003-02-25,86.012
2003-02-26,85.357
2003-02-27,84.903
2003-02-28,86.975
2003-03-03,87.711
2003-03-04,86.763
2003-03-05,87.204
2003-03-06,85.961
2003-03-07,85.47
2003-03-10,85.818
2003-03-11,85.065
2003-03-12,84.672
2003-03-13,84.037
2003-03-14,87.748
2003-03-17,87.099
2003-03-18,88.22
2003-03-19,87.743
2003-03-20,87.918
2003-03-21,89.819
2003-03-24,89.911
2003-03-25,90.533
2003-03-26,90.645
2003-03-27,90.097
2003-03-28,91.835
2003-03-31,91.539
2003-04-01,91.538
2003-04-02,92.115
2003-04-03,92.659
2003-04-04,92.929
2003-04-07,94.035
2003-04-08,92.841
2003-04-09,93.46
2003-04-10,94.405
2003-04-11,94.696
2003-04-14,94.331
2003-04-15,96.19
2003-04-16,95.796
2003-04-17,96.256
2003-04-18,96.256
2003-04-21,95.844
2003-04-22,97.874
2003-04-23,99.855
2003-04-24,100.462
2003-04-25,99.848
2003-04-28,99.946
2003-04-29,101.7
2003-04-30,103.577
2003-05-01,104.289
2003-05-02,104.318
2003-05-05,105.763
2003-05-06,105.779
2003-05-07,106.982
2003-05-08,107.143
2003-05-09,107.21
2003-05-12,107.941
2003-05-13,108.471
2003-05-14,109.378
2003-05-15,111.406
2003-05-16,112.136
2003-05-19,112.696
2003-05-20,112.811
2003-05-21,113.272
2003-05-22,113.601
2003-05-23,113.268
2003-05-26,113.101
2003-05-27,111.662
2003-05-28,111.463
2003-05-29,112.289
2003-05-30,113.569
2003-06-02,115.81
2003-06-03,114.367
2003-06-04,114.763
2003-06-05,116.432
2003-06-06,116.92
2003-06-09,117.55
2003-06-10,115.858
2003-06-11,117.58
2003-06-12,118.871
2003-06-13,118.997
2003-06-16,119.777
2003-06-17,119.817
2003-06-18,118.763
2003-06-19,117.786
2003-06-20,117.973
2003-06-23,116.357
2003-06-24,114.799
2003-06-25,116.322
2003-06-26,114.468
2003-06-27,115.548
2003-06-30,115.14
2003-07-01,115.759
2003-07-02,115.486
2003-07-03,115.918
2003-07-04,115.394
2003-07-07,114.608
2003-07-08,115.347
2003-07-09,115.125
2003-07-10,114.981
2003-07-11,113.842
2003-07-14,114.838
2003-07-15,115.449
2003-07-16,115.261
2003-07-17,115.353
2003-07-18,115.281
2003-07-21,114.961
2003-07-22,115.803
2003-07-23,117.294
2003-07-24,118.304
2003-07-25,118.065
2003-07-28,117.739
2003-07-29,117.692
2003-07-30,116.681
2003-07-31,114.689
2003-08-01,115.25
2003-08-04,116.757
2003-08-05,117.205
2003-08-06,116.927
2003-08-07,117.558
2003-08-08,118.091
2003-08-11,118.292
2003-08-12,118.802
2003-08-13,119.037
2003-08-14,119.257
2003-08-15,122.594
2003-08-18,121.865
2003-08-19,123.02
2003-08-20,127.156
2003-08-21,129.297
2003-08-22,129.409
2003-08-25,128.603
2003-08-26,126.718
2003-08-27,126.575
2003-08-28,127.151
2003-08-29,129.401
2003-09-01,130.419
2003-09-02,130.606
2003-09-03,132.934
2003-09-04,133.134
2003-09-05,134.31
2003-09-08,135.091
2003-09-09,136.118
2003-09-10,134.3
2003-09-11,135.387
2003-09-12,137.424
2003-09-15,138.132
2003-09-16,137.546
2003-09-17,138.326
2003-09-18,138.108
2003-09-19,140.415
2003-09-22,140.003
2003-09-23,139.641
2003-09-24,141.02
2003-09-25,139.53
2003-09-26,138.001
2003-09-29,138.843
2003-09-30,138.688
2003-10-01,140.145
2003-10-02,141.065
2003-10-03,141.794
2003-10-06,142.56
2003-10-07,143.853
2003-10-08,145.283
2003-10-09,147.22
2003-10-10,146.247
2003-10-13,145.986
2003-10-14,145.334
2003-10-15,147.515
2003-10-16,150.155
2003-10-17,148.542
2003-10-20,148.209
2003-10-21,149.841
2003-10-22,149.078
2003-10-23,148.393
2003-10-24,151.18
2003-10-27,150.248
2003-10-28,149.427
2003-10-29,149.032
2003-10-30,151.393
2003-10-31,150.492
2003-11-03,151.537
2003-11-04,152.28
2003-11-05,149.805
2003-11-06,147.798
2003-11-07,149.847
2003-11-10,149.555
2003-11-11,148.33
2003-11-12,152.132
2003-11-13,152.829
2003-11-14,153.18
2003-11-17,152.339
2003-11-18,153.94
2003-11-19,153.573
2003-11-20,151.997
2003-11-21,151.409
2003-11-24,149.427
2003-11-25,149.693
2003-11-26,152.157
2003-11-27,151.566
2003-11-28,152.893
2003-12-01,154.213
2003-12-02,155.828
2003-12-03,155.548
2003-12-04,154.82
2003-12-05,156.07
2003-12-08,154.899
2003-12-09,154.306
2003-12-10,153.406
2003-12-11,153.912
2003-12-12,156.618
2003-12-15,156.887
2003-12-16,156.69
2003-12-17,156.754
2003-12-18,157.064
2003-12-19,157.677
2003-12-22,158.577
2003-12-23,160.322
2003-12-24,160.758
2003-12-25,160.758
2003-12-26,160.703
2003-12-29,162.28
2003-12-30,163.208
2003-12-31,164.252
2004-01-01,164.252
2004-01-02,166.355
2004-01-05,168.351
2004-01-06,168.685
2004-01-07,168.587
2004-01-08,171.672
2004-01-09,174.139
2004-01-12,173.462
2004-01-13,174.456
2004-01-14,177.276
2004-01-15,177.674
2004-01-16,174.977
2004-01-19,174.241
2004-01-20,175.26
2004-01-21,174.615
2004-01-22,177.702
2004-01-23,177.813
2004-01-26,176.324
2004-01-27,179.047
2004-01-28,178.859
2004-01-29,175.326
2004-01-30,176.375
2004-02-02,177.091
2004-02-03,178.061
2004-02-04,178.626
2004-02-05,179.115
2004-02-06,182.959
2004-02-09,183.878
2004-02-10,184.258
2004-02-11,184.032
2004-02-12,187.171
2004-02-13,185.997
2004-02-16,185.603
2004-02-17,185.333
2004-02-18,184.573
2004-02-19,181.963
2004-02-20,179.53
2004-02-23,178.841
2004-02-24,180.346
2004-02-25,178.802
2004-02-26,178.469
2004-02-27,180.495
2004-03-01,180.235
2004-03-02,178.575
2004-03-03,176.62
2004-03-04,178.619
2004-03-05,182.283
2004-03-08,181.852
2004-03-09,182.134
2004-03-10,179.593
2004-03-11,178.742
2004-03-12,176.393
2004-03-15,175.908
2004-03-16,176.972
2004-03-17,176.689
2004-03-18,179.047
2004-03-19,178.667
2004-03-22,177.268
2004-03-23,175.295
2004-03-24,173.839
2004-03-25,176.438
2004-03-26,177.027
2004-03-29,176.738
2004-03-30,176.306
2004-03-31,178.475
2004-04-01,179.718
2004-04-02,178.106
2004-04-05,177.284
2004-04-06,176.434
2004-04-07,179.942
2004-04-08,178.995
2004-04-09,178.995
2004-04-12,178.48
2004-04-13,177.082
2004-04-14,176.797
2004-04-15,176.9
2004-04-16,179.722
2004-04-19,180.158
2004-04-20,180.171
2004-04-21,179.568
2004-04-22,179.824
2004-04-23,180.845
2004-04-26,180.923
2004-04-27,180.539
2004-04-28,178.064
2004-04-29,177.934
2004-04-30,178.709
2004-05-03,179.587
2004-05-04,181.182
2004-05-05,181.251
2004-05-06,178.868
2004-05-07,176.383
2004-05-10,173.411
2004-05-11,172.69
2004-05-12,173.504
2004-05-13,175.143
2004-05-14,175.862
2004-05-17,176.143
2004-05-18,174.804
2004-05-19,178.172
2004-05-20,176.596
2004-05-21,179.582
2004-05-24,178.968
2004-05-25,180.569
2004-05-26,180.877
2004-05-27,184.194
2004-05-28,183.027
2004-05-31,183.027
2004-06-01,185.168
2004-06-02,186.28
2004-06-03,185.105
2004-06-04,186.63
2004-06-07,188.946
2004-06-08,189.788
2004-06-09,186.524
2004-06-10,186.38
2004-06-11,185.773
2004-06-14,185.92
2004-06-15,185.923
2004-06-16,185.907
2004-06-17,186.54
2004-06-18,189.028
2004-06-21,188.816
2004-06-22,189.209
2004-06-23,190.199
2004-06-24,192.828
2004-06-25,191.873
2004-06-28,192.616
2004-06-29,191.09
2004-06-30,192.0
2004-07-01,192.437
2004-07-02,194.145
2004-07-05,194.398
2004-07-06,193.826
2004-07-07,195.647
2004-07-08,195.362
2004-07-09,194.925
2004-07-12,194.738
2004-07-13,192.355
2004-07-14,193.217
2004-07-15,194.513
2004-07-16,195.653
2004-07-19,195.052
2004-07-20,192.366
2004-07-21,190.801
2004-07-22,190.041
2004-07-23,188.297
2004-07-26,188.209
2004-07-27,187.953
2004-07-28,187.557
2004-07-29,188.234
2004-07-30,189.673
2004-08-02,190.129
2004-08-03,192.043
2004-08-04,190.522
2004-08-05,190.993
2004-08-06,190.638
2004-08-09,186.647
2004-08-10,189.401
2004-08-11,186.34
2004-08-12,187.407
2004-08-13,188.242
2004-08-16,188.595
2004-08-17,189.901
2004-08-18,191.013
2004-08-19,193.609
2004-08-20,193.564
2004-08-23,193.047
2004-08-24,190.342
2004-08-25,191.756
2004-08-26,193.11
2004-08-27,192.387
2004-08-30,192.44
2004-08-31,194.11
2004-09-01,196.873
2004-09-02,199.066
2004-09-03,197.248
2004-09-06,197.085
2004-09-07,197.688
2004-09-08,200.156
2004-09-09,202.404
2004-09-10,204.656
2004-09-13,203.791
2004-09-14,203.687
2004-09-15,199.968
2004-09-16,201.197
2004-09-17,204.006
2004-09-20,203.208
2004-09-21,205.636
2004-09-22,204.667
2004-09-23,204.992
2004-09-24,205.525
2004-09-27,206.749
2004-09-28,205.944
2004-09-29,205.188
2004-09-30,208.546
2004-10-01,209.618
2004-10-04,210.125
2004-10-05,210.875
2004-10-06,210.583
2004-10-07,211.58
2004-10-08,213.394
2004-10-11,210.943
2004-10-12,209.811
2004-10-13,211.149
2004-10-14,213.353
2004-10-15,213.55
2004-10-18,214.885
2004-10-19,215.973
2004-10-20,217.341
2004-10-21,216.264
2004-10-22,217.981
2004-10-25,218.019
2004-10-26,216.43
2004-10-27,217.127
2004-10-28,218.025
2004-10-29,217.568
2004-11-01,219.09
2004-11-02,220.491
2004-11-03,220.486
2004-11-04,221.514
2004-11-05,227.205
2004-11-08,228.631
2004-11-09,226.51
2004-11-10,226.688
2004-11-11,227.27
2004-11-12,227.902
2004-11-15,229.201
2004-11-16,229.212
2004-11-17,232.207
2004-11-18,232.344
2004-11-19,233.732
2004-11-22,233.94
2004-11-23,236.889
2004-11-24,240.488
2004-11-25,242.067
2004-11-26,241.487
2004-11-29,244.045
2004-11-30,243.66
2004-12-01,245.023
2004-12-02,246.002
2004-12-03,247.096
2004-12-06,249.845
2004-12-07,249.537
2004-12-08,244.908
2004-12-09,242.07
2004-12-10,240.671
2004-12-13,244.523
2004-12-14,244.066
2004-12-15,246.668
2004-12-16,248.218
2004-12-17,249.008
2004-12-20,252.839
2004-12-21,252.32
2004-12-22,253.306
2004-12-23,254.952
2004-12-24,255.555
2004-12-27,256.827
2004-12-28,256.436
2004-12-29,256.372
2004-12-30,258.207
2004-12-31,257.52
2005-01-03,257.409
2005-01-04,254.833
2005-01-05,252.487
2005-01-06,252.251
2005-01-07,252.523
2005-01-10,252.519
2005-01-11,254.994
2005-01-12,255.177
2005-01-13,255.085
2005-01-14,254.562
2005-01-17,254.102
2005-01-18,253.607
2005-01-19,255.04
2005-01-20,251.118
2005-01-21,252.81
2005-01-24,254.639
2005-01-25,256.259
2005-01-26,258.783
2005-01-27,256.683
2005-01-28,258.088
2005-01-31,259.521
2005-02-01,262.573
2005-02-02,264.051
2005-02-03,264.569
2005-02-04,264.276
2005-02-07,262.646
2005-02-08,261.297
2005-02-09,260.804
2005-02-10,263.785
2005-02-11,264.174
2005-02-14,266.663
2005-02-15,267.272
2005-02-16,267.173
2005-02-17,270.184
2005-02-18,271.524
2005-02-21,271.476
2005-02-22,274.291
2005-02-23,271.232
2005-02-24,272.343
2005-02-25,272.53
2005-02-28,275.591
2005-03-01,275.6
2005-03-02,273.147
2005-03-03,273.244
2005-03-04,275.767
2005-03-07,278.026
2005-03-08,279.048
2005-03-09,279.979
2005-03-10,278.92
2005-03-11,281.02
2005-03-14,278.578
2005-03-15,278.128
2005-03-16,279.506
2005-03-17,279.059
2005-03-18,277.853
2005-03-21,275.113
2005-03-22,275.462
2005-03-23,269.691
2005-03-24,268.726
2005-03-25,268.726
2005-03-28,266.843
2005-03-29,271.276
2005-03-30,272.935
2005-03-31,277.215
2005-04-01,279.332
2005-04-04,277.045
2005-04-05,279.451
2005-04-06,282.782
2005-04-07,285.606
2005-04-08,287.433
2005-04-11,287.908
2005-04-12,285.451
2005-04-13,287.459
2005-04-14,283.702
2005-04-15,282.488
2005-04-18,280.01
2005-04-19,281.788
2005-04-20,284.645
2005-04-21,284.805
2005-04-22,284.192
2005-04-25,283.649
2005-04-26,284.509
2005-04-27,281.31
2005-04-28,279.239
2005-04-29,280.491
2005-05-02,279.913
2005-05-03,282.152
2005-05-04,284.522
2005-05-05,284.161
2005-05-06,285.813
2005-05-09,288.78
2005-05-10,290.82
2005-05-11,290.027
2005-05-12,288.696
2005-05-13,285.544
2005-05-16,284.98
2005-05-17,285.494
2005-05-18,286.356
2005-05-19,286.795
2005-05-20,286.744
2005-05-23,289.23
2005-05-24,291.363
2005-05-25,291.127
2005-05-26,289.744
2005-05-27,290.554
2005-05-30,290.156
2005-05-31,288.085
2005-06-01,290.487
2005-06-02,291.382
2005-06-03,290.834
2005-06-06,290.877
2005-06-07,292.812
2005-06-08,296.355
2005-06-09,296.109
2005-06-10,295.745
2005-06-13,295.341
2005-06-14,296.697
2005-06-15,298.063
2005-06-16,299.847
2005-06-17,305.574
2005-06-20,304.876
2005-06-21,306.142
2005-06-22,306.271
2005-06-23,306.018
2005-06-24,306.617
2005-06-27,305.646
2005-06-28,305.963
2005-06-29,308.794
2005-06-30,310.059
2005-07-01,309.813
2005-07-04,309.165
2005-07-05,310.621
2005-07-06,311.952
2005-07-07,308.756
2005-07-08,313.146
2005-07-11,318.16
2005-07-12,323.411
2005-07-13,320.836
2005-07-14,320.372
2005-07-15,319.096
2005-07-18,320.849
2005-07-19,319.081
2005-07-20,317.184
2005-07-21,321.508
2005-07-22,320.565
2005-07-25,320.793
2005-07-26,319.445
2005-07-27,322.681
2005-07-28,325.614
2005-07-29,328.072
2005-08-01,330.614
2005-08-02,330.456
2005-08-03,335.138
2005-08-04,337.529
2005-08-05,339.499
2005-08-08,341.046
2005-08-09,339.698
2005-08-10,338.69
2005-08-11,337.544
2005-08-12,337.411
2005-08-15,337.569
2005-08-16,337.804
2005-08-17,338.073
2005-08-18,336.625
2005-08-19,335.46
2005-08-22,339.024
2005-08-23,337.973
2005-08-24,336.519
2005-08-25,334.717
2005-08-26,337.026
2005-08-29,333.758
2005-08-30,332.449
2005-08-31,337.249
2005-09-01,346.916
2005-09-02,349.428
2005-09-05,349.405
2005-09-06,349.463
2005-09-07,348.56
2005-09-08,347.863
2005-09-09,350.93
2005-09-12,349.296
2005-09-13,347.786
2005-09-14,350.087
2005-09-15,347.173
2005-09-16,347.94
2005-09-19,346.572
2005-09-20,347.394
2005-09-21,348.589
2005-09-22,346.065
2005-09-23,343.393
2005-09-26,344.056
2005-09-27,343.078
2005-09-28,343.38
2005-09-29,342.077
2005-09-30,345.935
2005-10-03,341.694
2005-10-04,342.108
2005-10-05,341.705
2005-10-06,341.824
2005-10-07,344.488
2005-10-10,343.531
2005-10-11,342.564
2005-10-12,340.706
2005-10-13,332.469
2005-10-14,332.219
2005-10-17,332.268
2005-10-18,329.006
2005-10-19,320.967
2005-10-20,323.373
2005-10-21,318.104
2005-10-24,324.166
2005-10-25,330.909
2005-10-26,334.021
2005-10-27,332.312
2005-10-28,330.043
2005-10-31,332.304
2005-11-01,331.857
2005-11-02,335.875
2005-11-03,334.97
2005-11-04,330.74
2005-11-07,329.922
2005-11-08,328.038
2005-11-09,328.394
