Date,WORLD Standard (Large+Mid Cap)
1982-08-31,227.135
1982-09-30,228.415
1982-10-29,244.329
1982-11-30,257.493
1982-12-31,269.277
1983-01-31,275.247
1983-02-28,281.25
1983-03-31,291.373
1983-04-29,312.404
1983-05-31,309.575
1983-06-30,319.526
1983-07-29,314.057
1983-08-31,315.975
1983-09-30,322.61
1983-10-31,319.053
1983-11-30,327.536
1983-12-30,331.964
1984-01-31,334.958
1984-02-29,329.677
1984-03-30,345.404
1984-04-30,344.367
1984-05-31,318.778
1984-06-29,321.754
1984-07-31,310.662
1984-08-31,342.057
1984-09-28,340.977
1984-10-31,344.837
1984-11-30,343.758
1984-12-31,351.132
1985-01-31,370.708
1985-02-28,371.62
1985-03-29,384.711
1985-04-30,383.849
1985-05-31,403.77
1985-06-28,411.168
1985-07-31,419.848
1985-08-30,423.483
1985-09-30,426.84
1985-10-31,450.006
1985-11-29,475.353
1985-12-31,497.798
1986-01-31,505.355
1986-02-28,551.085
1986-03-31,605.133
1986-04-30,621.957
1986-05-30,620.336
1986-06-30,645.401
1986-07-31,650.76
1986-08-29,707.795
1986-09-30,679.86
1986-10-31,668.349
1986-11-28,696.795
1986-12-31,710.853
1987-01-30,794.527
1987-02-27,820.892
1987-03-31,871.896
1987-04-30,923.196
1987-05-29,924.648
1987-06-30,924.277
1987-07-31,942.907
1987-08-31,998.805
1987-09-30,981.574
1987-10-30,815.069
1987-11-30,795.4
1987-12-31,830.015
1988-01-29,850.427
1988-02-29,899.942
1988-03-31,927.284
1988-04-29,939.151
1988-05-31,920.554
1988-06-30,919.445
1988-07-29,936.902
1988-08-31,885.595
1988-09-30,923.331
1988-10-31,984.956
1988-11-30,1019.421
1988-12-30,1028.809
1989-01-31,1066.207
1989-02-28,1059.67
1989-03-31,1053.049
1989-04-28,1077.527
1989-05-31,1051.285
1989-06-30,1039.598
1989-07-31,1157.252
1989-08-31,1129.422
1989-09-29,1161.497
1989-10-31,1122.947
1989-11-30,1167.966
1989-12-29,1205.7
1990-01-31,1149.589
1990-02-28,1100.482
1990-03-30,1034.213
1990-04-30,1019.493
1990-05-31,1127.042
1990-06-29,1119.2
1990-07-31,1129.589
1990-08-31,1024.046
1990-09-28,916.253
1990-10-31,1001.978
1990-11-30,985.714
1990-12-31,1006.546
1991-01-31,1043.551
1991-02-28,1140.339
1991-03-29,1106.909
1991-04-30,1115.749
1991-05-31,1141.218
1991-06-28,1070.947
1991-07-31,1121.711
1991-08-30,1118.335
1991-09-30,1147.857
1991-10-31,1166.663
1991-11-29,1116.018
1991-12-31,1197.46
1992-01-31,1175.49
1992-02-28,1155.405
1992-03-31,1101.174
1992-04-30,1116.719
1992-05-29,1161.343
1992-06-30,1122.649
1992-07-31,1125.722
1992-08-31,1153.309
1992-09-30,1142.949
1992-10-30,1112.195
1992-11-30,1132.302
1992-12-31,1141.66
1993-01-29,1145.689
1993-02-26,1173.04
1993-03-31,1241.265
1993-04-30,1299.016
1993-05-31,1329.17
1993-06-30,1318.232
1993-07-30,1345.6
1993-08-31,1407.503
1993-09-30,1381.721
1993-10-29,1420.022
1993-11-30,1339.918
1993-12-31,1405.713
1994-01-31,1498.661
1994-02-28,1479.508
1994-03-31,1415.972
1994-04-29,1459.993
1994-05-31,1464.001
1994-06-30,1460.193
1994-07-29,1488.212
1994-08-31,1533.288
1994-09-30,1493.268
1994-10-31,1536.017
1994-11-30,1469.67
1994-12-30,1484.177
1995-01-31,1462.17
1995-02-28,1483.771
1995-03-31,1555.59
1995-04-28,1610.111
1995-05-31,1624.192
1995-06-30,1624.007
1995-07-31,1705.582
1995-08-31,1667.891
1995-09-29,1716.796
1995-10-31,1690.085
1995-11-30,1749.089
1995-12-29,1800.553
1996-01-31,1833.446
1996-02-29,1844.949
1996-03-29,1875.988
1996-04-30,1920.44
1996-05-31,1922.445
1996-06-28,1932.511
1996-07-31,1864.566
1996-08-30,1886.354
1996-09-30,1960.56
1996-10-31,1974.601
1996-11-29,2085.606
1996-12-31,2052.559
1997-01-31,2077.648
1997-02-28,2101.899
1997-03-31,2060.685
1997-04-30,2128.403
1997-05-30,2260.155
1997-06-30,2373.247
1997-07-31,2482.91
1997-08-29,2317.176
1997-09-30,2443.432
1997-10-31,2315.204
1997-11-28,2356.541
1997-12-31,2385.63
1998-01-30,2452.49
1998-02-27,2618.782
1998-03-31,2729.763
1998-04-30,2756.845
1998-05-29,2722.7
1998-06-30,2787.712
1998-07-31,2783.643
1998-08-31,2412.838
1998-09-30,2455.929
1998-10-30,2678.373
1998-11-30,2838.074
1998-12-31,2977.153
1999-01-29,3042.756
1999-02-26,2962.236
1999-03-31,3086.008
1999-04-30,3208.093
1999-05-31,3091.297
1999-06-30,3235.914
1999-07-30,3226.654
1999-08-31,3221.377
1999-09-30,3190.575
1999-10-29,3356.86
1999-11-30,3451.734
1999-12-31,3731.559
2000-01-31,3518.29
2000-02-29,3528.217
2000-03-31,3772.522
2000-04-28,3613.441
2000-05-31,3522.404
2000-06-30,3641.498
2000-07-31,3539.433
2000-08-31,3655.012
2000-09-29,3461.095
2000-10-31,3403.538
2000-11-30,3197.338
2000-12-29,3249.513
2001-01-31,3312.626
2001-02-28,3033.04
2001-03-30,2834.397
2001-04-30,3044.611
2001-05-31,3006.796
2001-06-29,2913.016
2001-07-31,2874.656
2001-08-31,2737.233
2001-09-28,2496.401
2001-10-31,2544.471
2001-11-30,2695.385
2001-12-31,2712.658
2002-01-31,2630.77
2002-02-28,2608.413
2002-03-29,2724.27
2002-04-30,2632.752
2002-05-31,2638.855
2002-06-28,2479.285
2002-07-31,2270.613
2002-08-30,2275.335
2002-09-30,2025.606
2002-10-31,2175.475
2002-11-29,2293.254
2002-12-31,2182.57
2003-01-31,2116.624
2003-02-28,2080.382
2003-03-31,2074.666
2003-04-30,2259.956
2003-05-30,2390.22
2003-06-30,2432.475
2003-07-31,2482.328
2003-08-29,2536.553
2003-09-30,2552.643
2003-10-31,2704.634
2003-11-28,2746.464
2003-12-31,2919.442
2004-01-30,2966.932
2004-02-27,3017.675
2004-03-31,2998.83
2004-04-30,2939.076
2004-05-31,2967.884
2004-06-30,3030.093
2004-07-30,2931.964
2004-08-31,2946.022
2004-09-30,3002.696
2004-10-29,3076.904
2004-11-30,3239.895
2004-12-31,3364.558
2005-01-31,3289.439
2005-02-28,3395.133
2005-03-31,3330.635
2005-04-29,3260.39
2005-05-31,3320.818
2005-06-30,3351.019
2005-07-29,3468.823
2005-08-31,3496.581
2005-09-30,3588.41
2005-10-31,3502.063
2005-11-30,3620.657
2005-12-30,3701.795
2006-01-31,3867.814
2006-02-28,3863.679
2006-03-31,3950.381
2006-04-28,4072.426
2006-05-31,3936.964
2006-06-30,3937.433
2006-07-31,3962.861
2006-08-31,4067.754
2006-09-29,4117.429
2006-10-31,4269.391
2006-11-30,4376.153
2006-12-29,4466.298
2007-01-31,4519.915
2007-02-28,4498.258
2007-03-30,4582.512
2007-04-30,4787.38
2007-05-31,4926.191
2007-06-29,4889.922
2007-07-31,4782.624
2007-08-31,4781.075
2007-09-28,5010.069
2007-10-31,5164.825
2007-11-30,4956.049
2007-12-31,4893.543
2008-01-31,4520.672
2008-02-29,4496.695
2008-03-31,4455.805
2008-04-30,4693.577
2008-05-30,4770.996
2008-06-30,4392.172
2008-07-31,4285.969
2008-08-29,4227.702
2008-09-30,3726.688
2008-10-31,3021.074
2008-11-28,2827.608
2008-12-31,2919.783
2009-01-30,2664.847
2009-02-27,2393.874
2009-03-31,2575.816
2009-04-30,2867.372
2009-05-29,3130.786
2009-06-30,3117.982
2009-07-31,3383.009
2009-08-31,3524.075
2009-09-30,3665.756
2009-10-30,3601.322
2009-11-30,3750.306
2009-12-31,3818.859
2010-01-29,3661.752
2010-02-26,3714.83
2010-03-31,3946.96
2010-04-30,3949.718
2010-05-31,3575.137
2010-06-30,3453.891
2010-07-30,3734.816
2010-08-31,3596.902
2010-09-30,3933.681
2010-10-29,4081.186
2010-11-30,3994.994
2010-12-31,4290.045
2011-01-31,4387.97
2011-02-28,4543.546
2011-03-31,4500.825
2011-04-29,4694.884
2011-05-31,4602.241
2011-06-30,4531.208
2011-07-29,4450.249
2011-08-31,4138.562
2011-09-30,3782.757
2011-10-31,4175.103
2011-11-30,4075.56
2011-12-30,4074.834
2012-01-31,4280.521
2012-02-29,4491.979
2012-03-30,4552.202
2012-04-30,4503.68
2012-05-31,4119.206
2012-06-29,4331.155
2012-07-31,4388.036
2012-08-31,4501.501
2012-09-28,4627.184
2012-10-31,4597.231
2012-11-30,4658.581
2012-12-31,4748.699
2013-01-31,4992.061
2013-02-28,5002.799
2013-03-29,5122.563
2013-04-30,5287.524
2013-05-31,5294.215
2013-06-28,5165.877
2013-07-31,5439.347
2013-08-30,5325.887
2013-09-30,5594.336
2013-10-31,5814.649
2013-11-29,5920.683
2013-12-31,6048.181
2014-01-31,5825.527
2014-02-28,6120.254
2014-03-31,6132.592
2014-04-30,6198.798
2014-05-30,6326.601
2014-06-30,6442.501
2014-07-31,6341.234
2014-08-29,6483.57
2014-09-30,6310.268
2014-10-31,6352.598
2014-11-28,6482.9
2014-12-31,6381.054
2015-01-30,6266.934
2015-02-27,6637.222
2015-03-31,6537.619
2015-04-30,6694.314
2015-05-29,6723.06
2015-06-30,6569.466
2015-07-31,6689.576
2015-08-31,6249.646
2015-09-30,6021.954
2015-10-30,6500.91
2015-11-30,6471.717
2015-12-31,6360.575
2016-01-29,5981.674
2016-02-29,5940.8
2016-03-31,6348.295
2016-04-29,6452.777
2016-05-31,6494.943
2016-06-30,6425.28
2016-07-29,6698.466
2016-08-31,6707.42
2016-09-30,6746.077
2016-10-31,6617.258
2016-11-30,6716.017
2016-12-30,6879.162
2017-01-31,7046.796
2017-02-28,7245.763
2017-03-31,7328.135
2017-04-28,7440.26
2017-05-31,7604.861
2017-06-30,7637.015
2017-07-31,7822.147
2017-08-31,7837.108
2017-09-29,8016.091
2017-10-31,8169.601
2017-11-30,8350.802
2017-12-29,8466.345
2018-01-31,8915.278
2018-02-28,8549.699
2018-03-30,8368.879
2018-04-30,8470.213
2018-05-31,8531.327
2018-06-29,8530.354
2018-07-31,8798.941
2018-08-31,8911.933
2018-09-28,8965.288
2018-10-31,8309.11
2018-11-30,8407.845
2018-12-31,7771.71
2019-01-31,8379.029
2019-02-28,8635.203
2019-03-29,8754.489
2019-04-30,9069.951
2019-05-31,8554.772
2019-06-28,9122.09
2019-07-31,9169.816
2019-08-30,8986.644
2019-09-30,9182.168
2019-10-31,9418.381
2019-11-29,9685.175
2019-12-31,9979.034
2020-01-31,9921.109
2020-02-28,9086.788
2020-03-31,7890.181
2020-04-30,8756.465
2020-05-29,9185.249
2020-06-30,9432.107
2020-07-31,9886.493
2020-08-31,10550.972
2020-09-30,10191.079
2020-10-30,9881.076
2020-11-30,11148.6
2020-12-31,11625.199
2021-01-29,11512.425
2021-02-26,11811.31
2021-03-31,12211.116
2021-04-30,12784.973
2021-05-31,12976.578
2021-06-30,13174.251
2021-07-30,13413.45
2021-08-31,13751.461
2021-09-30,13186.527
2021-10-29,13936.992
2021-11-30,13636.233
2021-12-31,14223.137
2022-01-31,13473.435
2022-02-28,13137.034
2022-03-31,13505.741
2022-04-29,12389.189
2022-05-31,12408.09
2022-06-30,11337.724
2022-07-29,12241.14
2022-08-31,11734.161
2022-09-30,10648.163
2022-10-31,11415.734
2022-11-30,12215.106
2022-12-30,11700.992
2023-01-31,12532.085
2023-02-28,12235.686
2023-03-31,12622.66
2023-04-28,12850.379
2023-05-31,12731.908
2023-06-30,13506.744
2023-07-31,13963.886
2023-08-31,13636.081
2023-09-29,13052.604
2023-10-31,12676.97
2023-11-30,13871.961
2023-12-29,14557.826
2024-01-31,14735.889
2024-02-29,15366.382
2024-03-29,15868.89
2024-04-30,15286.592
2024-05-31,15979.455
2024-06-28,16309.887
2024-07-31,16601.012
2024-08-30,17045.47
2024-09-30,17364.012
2024-10-31,17023.445
2024-11-29,17810.635
2024-12-31,17352.115
2025-01-31,17968.35
2025-02-28,17844.251
2025-03-31,17059.749
2025-04-30,17219.32
2025-05-30,18250.358
2025-06-30,19044.007
2025-07-31,19293.051
2025-08-29,19801.962
2025-09-30,20445.915
2025-10-31,20859.465
2025-11-28,20924.659
