Date,WORLD Standard (Large+Mid Cap)
2001-09-11,2567.695
2001-09-12,2556.016
2001-09-13,2570.342
2001-09-14,2548.386
2001-09-17,2480.538
2001-09-18,2469.913
2001-09-19,2444.785
2001-09-20,2368.88
2001-09-21,2307.307
2001-09-24,2393.751
2001-09-25,2423.29
2001-09-26,2422.452
2001-09-27,2443.815
2001-09-28,2496.401
2001-10-01,2485.499
2001-10-02,2513.368
2001-10-03,2541.501
2001-10-04,2565.239
2001-10-05,2568.71
2001-10-08,2557.084
2001-10-09,2539.942
2001-10-10,2581.721
2001-10-11,2613.553
2001-10-12,2610.981
2001-10-15,2591.625
2001-10-16,2611.206
2001-10-17,2603.356
2001-10-18,2570.707
2001-10-19,2560.225
2001-10-22,2588.036
2001-10-23,2601.967
2001-10-24,2607.21
2001-10-25,2615.837
2001-10-26,2633.539
2001-10-29,2586.937
2001-10-30,2544.049
2001-10-31,2544.471
2001-11-01,2588.164
2001-11-02,2592.123
2001-11-05,2625.502
2001-11-06,2652.233
2001-11-07,2649.651
2001-11-08,2668.276
2001-11-09,2661.797
2001-11-12,2638.882
2001-11-13,2675.825
2001-11-14,2683.316
2001-11-15,2691.659
2001-11-16,2697.041
2001-11-19,2721.723
2001-11-20,2703.313
2001-11-21,2688.354
2001-11-22,2697.198
2001-11-23,2707.098
2001-11-26,2723.497
2001-11-27,2705.169
2001-11-28,2666.25
2001-11-29,2681.297
2001-11-30,2695.385
2001-12-03,2666.633
2001-12-04,2697.41
2001-12-05,2759.342
2001-12-06,2763.35
2001-12-07,2738.599
2001-12-10,2692.342
2001-12-11,2686.265
2001-12-12,2691.589
2001-12-13,2648.521
2001-12-14,2647.698
2001-12-17,2679.788
2001-12-18,2691.037
2001-12-19,2691.591
2001-12-20,2674.386
2001-12-21,2682.007
2001-12-24,2675.457
2001-12-25,2674.615
2001-12-26,2680.459
2001-12-27,2713.467
2001-12-28,2724.689
2001-12-31,2712.658
2002-01-01,2712.658
2002-01-02,2722.246
2002-01-03,2751.438
2002-01-04,2767.034
2002-01-07,2748.225
2002-01-08,2727.481
2002-01-09,2716.481
2002-01-10,2709.543
2002-01-11,2696.218
2002-01-14,2672.331
2002-01-15,2683.261
2002-01-16,2643.283
2002-01-17,2664.725
2002-01-18,2650.76
2002-01-21,2646.662
2002-01-22,2627.875
2002-01-23,2643.433
2002-01-24,2656.353
2002-01-25,2645.583
2002-01-28,2652.396
2002-01-29,2594.453
2002-01-30,2596.857
2002-01-31,2630.77
2002-02-01,2617.316
2002-02-04,2573.578
2002-02-05,2552.1
2002-02-06,2535.303
2002-02-07,2541.929
2002-02-08,2568.324
2002-02-11,2603.598
2002-02-12,2600.807
2002-02-13,2620.251
2002-02-14,2627.147
2002-02-15,2603.947
2002-02-18,2597.608
2002-02-19,2550.821
2002-02-20,2562.196
2002-02-21,2552.182
2002-02-22,2562.344
2002-02-25,2594.144
2002-02-26,2595.763
2002-02-27,2610.238
2002-02-28,2608.413
2002-03-01,2657.209
2002-03-04,2723.324
2002-03-05,2709.0
2002-03-06,2740.514
2002-03-07,2755.843
2002-03-08,2765.582
2002-03-11,2770.656
2002-03-12,2748.914
2002-03-13,2729.663
2002-03-14,2738.312
2002-03-15,2766.409
2002-03-18,2762.717
2002-03-19,2777.682
2002-03-20,2743.107
2002-03-21,2739.924
2002-03-22,2729.347
2002-03-25,2696.488
2002-03-26,2705.525
2002-03-27,2714.351
2002-03-28,2729.497
2002-03-29,2724.27
2002-04-01,2728.228
2002-04-02,2713.933
2002-04-03,2701.297
2002-04-04,2697.648
2002-04-05,2690.427
2002-04-08,2677.968
2002-04-09,2665.917
2002-04-10,2694.038
2002-04-11,2644.256
2002-04-12,2651.669
2002-04-15,2650.045
2002-04-16,2704.387
2002-04-17,2711.717
2002-04-18,2709.296
2002-04-19,2708.981
2002-04-22,2682.4
2002-04-23,2669.763
2002-04-24,2658.554
2002-04-25,2657.33
2002-04-26,2630.529
2002-04-29,2613.882
2002-04-30,2632.752
2002-05-01,2651.834
2002-05-02,2645.079
2002-05-03,2634.135
2002-05-06,2603.729
2002-05-07,2583.2
2002-05-08,2655.208
2002-05-09,2632.038
2002-05-10,2603.295
2002-05-13,2633.84
2002-05-14,2665.048
2002-05-15,2674.075
2002-05-16,2686.535
2002-05-17,2709.993
2002-05-20,2687.439
2002-05-21,2668.276
2002-05-22,2675.602
2002-05-23,2687.148
2002-05-24,2671.91
2002-05-27,2668.536
2002-05-28,2656.736
2002-05-29,2645.723
2002-05-30,2636.835
2002-05-31,2638.855
2002-06-03,2600.974
2002-06-04,2587.412
2002-06-05,2588.702
2002-06-06,2561.013
2002-06-07,2545.701
2002-06-10,2549.161
2002-06-11,2528.203
2002-06-12,2523.372
2002-06-13,2496.177
2002-06-14,2471.593
2002-06-17,2526.607
2002-06-18,2531.284
2002-06-19,2494.333
2002-06-20,2467.841
2002-06-21,2442.355
2002-06-24,2438.221
2002-06-25,2425.671
2002-06-26,2415.995
2002-06-27,2446.643
2002-06-28,2479.285
2002-07-01,2449.606
2002-07-02,2397.321
2002-07-03,2385.547
2002-07-04,2396.264
2002-07-05,2472.406
2002-07-08,2464.02
2002-07-09,2430.943
2002-07-10,2356.381
2002-07-11,2337.592
2002-07-12,2332.001
2002-07-15,2299.25
2002-07-16,2275.428
2002-07-17,2303.164
2002-07-18,2282.394
2002-07-19,2203.15
2002-07-22,2123.391
2002-07-23,2068.092
2002-07-24,2121.343
2002-07-25,2137.436
2002-07-26,2147.665
2002-07-29,2244.418
2002-07-30,2259.846
2002-07-31,2270.613
2002-08-01,2204.152
2002-08-02,2175.996
2002-08-05,2113.684
2002-08-06,2152.448
2002-08-07,2183.015
2002-08-08,2246.701
2002-08-09,2268.92
2002-08-12,2248.816
2002-08-13,2226.33
2002-08-14,2270.882
2002-08-15,2302.54
2002-08-16,2306.967
2002-08-19,2346.405
2002-08-20,2317.119
2002-08-21,2345.839
2002-08-22,2374.83
2002-08-23,2334.52
2002-08-26,2344.072
2002-08-27,2340.064
2002-08-28,2287.484
2002-08-29,2274.605
2002-08-30,2275.335
2002-09-02,2264.591
2002-09-03,2185.906
2002-09-04,2203.076
2002-09-05,2181.267
2002-09-06,2214.532
2002-09-09,2219.687
2002-09-10,2239.966
2002-09-11,2251.905
2002-09-12,2200.344
2002-09-13,2188.087
2002-09-16,2182.913
2002-09-17,2155.576
2002-09-18,2131.787
2002-09-19,2090.395
2002-09-20,2086.048
2002-09-23,2048.361
2002-09-24,2014.875
2002-09-25,2049.707
2002-09-26,2099.374
2002-09-27,2063.663
2002-09-30,2025.606
2002-10-01,2073.504
2002-10-02,2058.903
2002-10-03,2036.975
2002-10-04,1996.858
2002-10-07,1958.504
2002-10-08,1965.88
2002-10-09,1931.965
2002-10-10,1980.88
2002-10-11,2057.375
2002-10-14,2061.28
2002-10-15,2158.428
2002-10-16,2119.996
2002-10-17,2163.241
2002-10-18,2168.872
2002-10-21,2191.528
2002-10-22,2168.522
2002-10-23,2160.545
2002-10-24,2154.193
2002-10-25,2177.179
2002-10-28,2178.894
2002-10-29,2141.297
2002-10-30,2169.599
2002-10-31,2175.475
2002-11-01,2194.643
2002-11-04,2228.583
2002-11-05,2249.753
2002-11-06,2253.481
2002-11-07,2218.208
2002-11-08,2199.701
2002-11-11,2161.255
2002-11-12,2179.214
2002-11-13,2170.446
2002-11-14,2208.361
2002-11-15,2226.677
2002-11-18,2216.782
2002-11-19,2208.45
2002-11-20,2229.178
2002-11-21,2281.006
2002-11-22,2279.088
2002-11-25,2277.507
2002-11-26,2235.529
2002-11-27,2284.952
2002-11-28,2298.751
2002-11-29,2293.254
2002-12-02,2288.574
2002-12-03,2256.23
2002-12-04,2244.923
2002-12-05,2219.538
2002-12-06,2230.567
2002-12-09,2186.581
2002-12-10,2207.194
2002-12-11,2213.675
2002-12-12,2205.537
2002-12-13,2183.902
2002-12-16,2227.521
2002-12-17,2215.108
2002-12-18,2179.558
2002-12-19,2169.602
2002-12-20,2192.578
2002-12-23,2198.508
2002-12-24,2195.772
2002-12-25,2195.164
2002-12-26,2194.877
2002-12-27,2159.915
2002-12-30,2174.761
2002-12-31,2182.57
2003-01-01,2182.57
2003-01-02,2235.56
2003-01-03,2242.624
2003-01-06,2285.332
2003-01-07,2265.049
2003-01-08,2230.941
2003-01-09,2266.207
2003-01-10,2272.413
2003-01-13,2273.039
2003-01-14,2289.588
2003-01-15,2263.839
2003-01-16,2257.356
2003-01-17,2229.44
2003-01-20,2218.491
2003-01-21,2193.921
2003-01-22,2169.592
2003-01-23,2185.978
2003-01-24,2144.988
2003-01-27,2098.804
2003-01-28,2113.122
2003-01-29,2123.321
2003-01-30,2102.742
2003-01-31,2116.624
2003-02-03,2136.196
2003-02-04,2108.535
2003-02-05,2110.873
2003-02-06,2088.377
2003-02-07,2069.342
2003-02-10,2071.005
2003-02-11,2071.133
2003-02-12,2049.712
2003-02-13,2048.993
2003-02-14,2081.68
2003-02-17,2092.397
2003-02-18,2120.034
2003-02-19,2101.525
2003-02-20,2090.32
2003-02-21,2108.077
2003-02-24,2079.486
2003-02-25,2064.555
2003-02-26,2048.575
2003-02-27,2063.551
2003-02-28,2080.382
2003-03-03,2080.064
2003-03-04,2051.986
2003-03-05,2061.756
2003-03-06,2043.363
2003-03-07,2040.695
2003-03-10,1994.485
2003-03-11,1980.512
2003-03-12,1966.703
2003-03-13,2026.326
2003-03-14,2048.576
2003-03-17,2103.682
2003-03-18,2111.109
2003-03-19,2128.265
2003-03-20,2133.839
2003-03-21,2175.641
2003-03-24,2117.335
2003-03-25,2136.742
2003-03-26,2133.476
2003-03-27,2124.024
2003-03-28,2114.328
2003-03-31,2074.666
2003-04-01,2096.9
2003-04-02,2143.535
2003-04-03,2139.021
2003-04-04,2148.262
2003-04-07,2170.476
2003-04-08,2159.723
2003-04-09,2140.957
2003-04-10,2144.533
2003-04-11,2137.409
2003-04-14,2167.628
2003-04-15,2189.715
2003-04-16,2172.172
2003-04-17,2200.427
2003-04-18,2200.73
2003-04-21,2194.83
2003-04-22,2231.87
2003-04-23,2251.27
2003-04-24,2236.524
2003-04-25,2206.524
2003-04-28,2240.969
2003-04-29,2245.216
2003-04-30,2259.956
2003-05-01,2264.776
2003-05-02,2286.282
2003-05-05,2290.981
2003-05-06,2320.732
2003-05-07,2309.709
2003-05-08,2284.624
2003-05-09,2312.67
2003-05-12,2336.626
2003-05-13,2333.088
2003-05-14,2332.399
2003-05-15,2346.598
2003-05-16,2350.928
2003-05-19,2301.157
2003-05-20,2301.03
2003-05-21,2301.589
2003-05-22,2323.904
2003-05-23,2331.508
2003-05-26,2333.924
2003-05-27,2361.71
2003-05-28,2370.33
2003-05-29,2375.859
2003-05-30,2390.22
2003-06-02,2412.383
2003-06-03,2413.393
2003-06-04,2442.195
2003-06-05,2458.48
2003-06-06,2463.175
2003-06-09,2441.892
2003-06-10,2452.899
2003-06-11,2489.053
2003-06-12,2495.08
2003-06-13,2476.077
2003-06-16,2520.232
2003-06-17,2531.359
2003-06-18,2526.289
2003-06-19,2492.49
2003-06-20,2495.265
2003-06-23,2459.026
2003-06-24,2450.524
2003-06-25,2446.825
2003-06-26,2451.245
2003-06-27,2441.128
2003-06-30,2432.475
2003-07-01,2442.304
2003-07-02,2475.778
2003-07-03,2474.397
2003-07-04,2468.352
2003-07-07,2508.429
2003-07-08,2510.684
2003-07-09,2500.226
2003-07-10,2472.917
2003-07-11,2485.683
2003-07-14,2507.845
2003-07-15,2494.011
2003-07-16,2477.138
2003-07-17,2444.747
2003-07-18,2463.904
2003-07-21,2444.096
2003-07-22,2460.267
2003-07-23,2470.51
2003-07-24,2476.044
2003-07-25,2500.494
2003-07-28,2505.609
2003-07-29,2492.544
2003-07-30,2479.166
2003-07-31,2482.328
2003-08-01,2462.884
2003-08-04,2463.282
2003-08-05,2441.153
2003-08-06,2433.217
2003-08-07,2448.823
2003-08-08,2456.992
2003-08-11,2469.699
2003-08-12,2487.685
2003-08-13,2485.294
2003-08-14,2504.946
2003-08-15,2506.563
2003-08-18,2523.653
2003-08-19,2527.496
2003-08-20,2529.897
2003-08-21,2533.635
2003-08-22,2514.58
2003-08-25,2511.204
2003-08-26,2507.536
2003-08-27,2513.091
2003-08-28,2524.977
2003-08-29,2536.553
2003-09-01,2551.541
2003-09-02,2568.268
2003-09-03,2586.595
2003-09-04,2591.003
2003-09-05,2586.61
2003-09-08,2611.129
2003-09-09,2600.496
2003-09-10,2573.393
2003-09-11,2577.575
2003-09-12,2587.832
2003-09-15,2584.017
2003-09-16,2612.739
2003-09-17,2617.1
2003-09-18,2647.344
2003-09-19,2642.85
2003-09-22,2615.602
2003-09-23,2623.81
2003-09-24,2595.982
2003-09-25,2578.177
2003-09-26,2559.676
2003-09-29,2573.021
2003-09-30,2552.643
2003-10-01,2605.476
2003-10-02,2619.493
2003-10-03,2650.121
2003-10-06,2657.411
2003-10-07,2670.867
2003-10-08,2659.627
2003-10-09,2677.737
2003-10-10,2684.837
2003-10-13,2699.681
2003-10-14,2707.392
2003-10-15,2704.894
2003-10-16,2715.626
2003-10-17,2694.229
2003-10-20,2704.551
2003-10-21,2710.059
2003-10-22,2677.864
2003-10-23,2659.733
2003-10-24,2657.026
2003-10-27,2667.932
2003-10-28,2697.49
2003-10-29,2707.235
2003-10-30,2709.873
2003-10-31,2704.634
2003-11-03,2716.349
2003-11-04,2717.458
2003-11-05,2708.955
2003-11-06,2710.261
2003-11-07,2718.725
2003-11-10,2706.235
2003-11-11,2693.603
2003-11-12,2722.455
2003-11-13,2735.113
2003-11-14,2727.802
2003-11-17,2693.911
2003-11-18,2690.002
2003-11-19,2692.776
2003-11-20,2683.599
2003-11-21,2688.911
2003-11-24,2715.828
2003-11-25,2723.419
2003-11-26,2742.585
2003-11-27,2745.362
2003-11-28,2746.464
2003-12-01,2781.058
2003-12-02,2784.117
2003-12-03,2787.983
2003-12-04,2792.93
2003-12-05,2780.463
2003-12-08,2788.651
2003-12-09,2779.647
2003-12-10,2767.637
2003-12-11,2785.666
2003-12-12,2801.837
2003-12-15,2803.801
2003-12-16,2807.149
2003-12-17,2809.953
2003-12-18,2836.075
2003-12-19,2839.924
2003-12-22,2851.026
2003-12-23,2860.759
2003-12-24,2863.165
2003-12-25,2863.373
2003-12-26,2867.795
2003-12-29,2896.273
2003-12-30,2907.974
2003-12-31,2919.442
2004-01-01,2919.442
2004-01-02,2924.623
2004-01-05,2963.601
2004-01-06,2970.553
2004-01-07,2964.72
2004-01-08,2985.491
2004-01-09,2978.022
2004-01-12,2981.586
2004-01-13,2972.06
2004-01-14,2986.479
2004-01-15,2978.14
2004-01-16,2986.355
2004-01-19,2989.59
2004-01-20,3001.515
2004-01-21,3022.879
2004-01-22,3026.299
2004-01-23,3020.823
2004-01-26,3026.916
2004-01-27,3015.017
2004-01-28,2992.035
2004-01-29,2971.387
2004-01-30,2966.932
2004-02-02,2976.468
2004-02-03,2982.494
2004-02-04,2956.28
2004-02-05,2964.739
2004-02-06,3001.031
2004-02-09,3006.486
2004-02-10,3017.181
2004-02-11,3036.167
2004-02-12,3041.381
2004-02-13,3031.001
2004-02-16,3034.07
2004-02-17,3063.577
2004-02-18,3054.563
2004-02-19,3045.999
2004-02-20,3022.056
2004-02-23,3021.207
2004-02-24,3013.546
2004-02-25,3013.661
2004-02-26,3009.978
2004-02-27,3017.675
2004-03-01,3052.88
2004-03-02,3035.319
2004-03-03,3020.819
2004-03-04,3034.482
2004-03-05,3057.108
2004-03-08,3038.468
2004-03-09,3026.368
2004-03-10,2981.516
2004-03-11,2931.334
2004-03-12,2945.094
2004-03-15,2911.861
2004-03-16,2938.952
2004-03-17,2967.862
2004-03-18,2971.532
2004-03-19,2952.155
2004-03-22,2913.569
2004-03-23,2909.543
2004-03-24,2901.767
2004-03-25,2941.424
2004-03-26,2943.192
2004-03-29,2979.746
2004-03-30,2989.116
2004-03-31,2998.83
2004-04-01,3025.352
2004-04-02,3039.336
2004-04-05,3049.909
2004-04-06,3046.396
2004-04-07,3044.181
2004-04-08,3040.494
2004-04-09,3035.961
2004-04-12,3047.081
2004-04-13,3016.165
2004-04-14,2992.903
2004-04-15,2988.139
2004-04-16,3011.274
2004-04-19,3012.289
2004-04-20,2989.216
2004-04-21,2982.034
2004-04-22,3009.491
2004-04-23,3015.311
2004-04-26,3015.765
2004-04-27,3017.277
2004-04-28,2973.559
2004-04-29,2959.146
2004-04-30,2939.076
2004-05-03,2956.843
2004-05-04,2978.15
2004-05-05,2991.986
2004-05-06,2957.572
2004-05-07,2910.947
2004-05-10,2844.434
2004-05-11,2864.761
2004-05-12,2875.698
2004-05-13,2868.05
2004-05-14,2861.911
2004-05-17,2833.997
2004-05-18,2853.962
2004-05-19,2883.763
2004-05-20,2868.109
2004-05-21,2890.072
2004-05-24,2895.393
2004-05-25,2924.847
2004-05-26,2939.829
2004-05-27,2971.104
2004-05-28,2965.62
2004-05-31,2967.884
2004-06-01,2965.179
2004-06-02,2975.589
2004-06-03,2955.671
2004-06-04,2971.766
2004-06-07,3023.813
2004-06-08,3026.945
2004-06-09,2996.074
2004-06-10,3007.678
2004-06-11,2997.509
2004-06-14,2970.069
2004-06-15,2987.482
2004-06-16,2999.218
2004-06-17,3001.417
2004-06-18,3011.455
2004-06-21,3006.972
2004-06-22,3002.252
2004-06-23,3020.227
2004-06-24,3035.462
2004-06-25,3021.258
2004-06-28,3032.817
2004-06-29,3025.518
2004-06-30,3030.093
2004-07-01,3013.238
2004-07-02,3008.486
2004-07-05,3000.037
2004-07-06,2981.235
2004-07-07,2991.259
2004-07-08,2980.468
2004-07-09,2989.305
2004-07-12,2992.374
2004-07-13,2987.395
2004-07-14,2980.813
2004-07-15,2962.159
2004-07-16,2965.348
2004-07-19,2961.056
2004-07-20,2966.556
2004-07-21,2940.074
2004-07-22,2932.886
2004-07-23,2901.677
2004-07-26,2890.641
2004-07-27,2901.021
2004-07-28,2905.161
2004-07-29,2923.998
2004-07-30,2931.964
2004-08-02,2939.388
2004-08-03,2934.27
2004-08-04,2920.217
2004-08-05,2894.192
2004-08-06,2867.181
2004-08-09,2858.548
2004-08-10,2887.853
2004-08-11,2873.097
2004-08-12,2852.094
2004-08-13,2856.863
2004-08-16,2883.21
2004-08-17,2890.637
2004-08-18,2911.596
2004-08-19,2918.714
2004-08-20,2926.835
2004-08-23,2925.887
2004-08-24,2920.133
2004-08-25,2936.219
2004-08-26,2944.334
2004-08-27,2954.115
2004-08-30,2938.378
2004-08-31,2946.022
2004-09-01,2960.213
2004-09-02,2980.698
2004-09-03,2965.718
2004-09-06,2976.566
2004-09-07,2991.233
2004-09-08,2987.221
2004-09-09,2983.547
2004-09-10,3004.278
2004-09-13,3014.005
2004-09-14,3020.632
2004-09-15,2991.005
2004-09-16,3000.231
2004-09-17,3011.177
2004-09-20,2999.652
2004-09-21,3023.733
2004-09-22,2993.308
2004-09-23,2984.834
2004-09-24,2982.911
2004-09-27,2966.891
2004-09-28,2981.479
2004-09-29,2994.06
2004-09-30,3002.696
2004-10-01,3045.693
2004-10-04,3055.258
2004-10-05,3059.601
2004-10-06,3072.733
2004-10-07,3052.69
2004-10-08,3050.529
2004-10-11,3052.177
2004-10-12,3029.941
2004-10-13,3015.198
2004-10-14,3001.884
2004-10-15,3013.975
2004-10-18,3020.324
2004-10-19,3017.32
2004-10-20,3013.876
2004-10-21,3024.237
2004-10-22,3010.372
2004-10-25,3002.523
2004-10-26,3029.707
2004-10-27,3063.561
2004-10-28,3076.758
2004-10-29,3076.904
2004-11-01,3085.282
2004-11-02,3094.863
2004-11-03,3128.422
2004-11-04,3161.9
2004-11-05,3180.521
2004-11-08,3178.23
2004-11-09,3172.845
2004-11-10,3171.179
2004-11-11,3192.886
2004-11-12,3223.799
2004-11-15,3229.18
2004-11-16,3214.303
2004-11-17,3239.926
2004-11-18,3236.721
2004-11-19,3220.096
2004-11-22,3218.264
2004-11-23,3222.588
2004-11-24,3238.528
2004-11-25,3255.371
2004-11-26,3255.31
2004-11-29,3254.731
2004-11-30,3239.895
2004-12-01,3275.534
2004-12-02,3280.143
2004-12-03,3289.529
2004-12-06,3285.133
2004-12-07,3263.86
2004-12-08,3250.984
2004-12-09,3247.652
2004-12-10,3243.586
2004-12-13,3276.892
2004-12-14,3286.597
2004-12-15,3308.325
2004-12-16,3295.822
2004-12-17,3276.363
2004-12-20,3296.274
2004-12-21,3307.713
2004-12-22,3323.968
2004-12-23,3336.122
2004-12-24,3345.712
2004-12-27,3345.376
2004-12-28,3359.281
2004-12-29,3354.259
2004-12-30,3366.39
2004-12-31,3364.558
2005-01-03,3342.233
2005-01-04,3305.896
2005-01-05,3287.183
2005-01-06,3287.114
2005-01-07,3280.852
2005-01-10,3293.162
2005-01-11,3284.623
2005-01-12,3298.657
2005-01-13,3278.232
2005-01-14,3284.771
2005-01-17,3290.786
2005-01-18,3300.269
2005-01-19,3286.098
2005-01-20,3256.013
2005-01-21,3248.055
2005-01-24,3248.592
2005-01-25,3249.394
2005-01-26,3276.279
2005-01-27,3276.371
2005-01-28,3263.64
2005-01-31,3289.439
2005-02-01,3305.745
2005-02-02,3319.59
2005-02-03,3303.897
2005-02-04,3335.872
2005-02-07,3330.931
2005-02-08,3325.066
2005-02-09,3311.783
2005-02-10,3332.008
2005-02-11,3353.194
2005-02-14,3368.899
2005-02-15,3379.758
2005-02-16,3372.88
2005-02-17,3366.84
2005-02-18,3371.579
2005-02-21,3372.18
2005-02-22,3353.682
2005-02-23,3348.033
2005-02-24,3362.184
2005-02-25,3396.184
2005-02-28,3395.133
2005-03-01,3404.685
2005-03-02,3399.861
2005-03-03,3402.523
2005-03-04,3442.288
2005-03-07,3442.052
2005-03-08,3444.261
2005-03-09,3423.766
2005-03-10,3417.438
2005-03-11,3412.928
2005-03-14,3410.778
2005-03-15,3402.781
2005-03-16,3387.554
2005-03-17,3383.844
2005-03-18,3379.159
2005-03-21,3358.635
2005-03-22,3345.257
2005-03-23,3317.09
2005-03-24,3314.15
2005-03-25,3315.754
2005-03-28,3313.51
2005-03-29,3297.859
2005-03-30,3322.369
2005-03-31,3330.635
2005-04-01,3322.207
2005-04-04,3305.929
2005-04-05,3325.433
2005-04-06,3336.172
2005-04-07,3356.577
2005-04-08,3339.943
2005-04-11,3345.827
2005-04-12,3341.626
2005-04-13,3328.414
2005-04-14,3293.977
2005-04-15,3254.975
2005-04-18,3235.581
2005-04-19,3263.373
2005-04-20,3241.171
2005-04-21,3274.214
2005-04-22,3275.124
2005-04-25,3287.634
2005-04-26,3265.509
2005-04-27,3258.556
2005-04-28,3234.648
2005-04-29,3260.39
2005-05-02,3267.184
2005-05-03,3272.863
2005-05-04,3310.097
2005-05-05,3311.014
2005-05-06,3311.967
2005-05-09,3315.949
2005-05-10,3293.707
2005-05-11,3292.043
2005-05-12,3268.101
2005-05-13,3250.415
2005-05-16,3257.254
2005-05-17,3269.507
2005-05-18,3300.582
2005-05-19,3319.446
2005-05-20,3309.453
2005-05-23,3329.841
2005-05-24,3331.506
2005-05-25,3320.969
2005-05-26,3332.967
2005-05-27,3340.486
2005-05-30,3344.506
2005-05-31,3320.818
2005-06-01,3345.99
2005-06-02,3351.817
2005-06-03,3340.069
2005-06-06,3342.912
2005-06-07,3352.319
2005-06-08,3354.082
2005-06-09,3346.472
2005-06-10,3343.607
2005-06-13,3341.734
2005-06-14,3349.695
2005-06-15,3359.442
