Date,ITALY LARGE VALUE Large Cap
2001-05-08,379.276
2001-05-09,375.407
2001-05-10,377.922
2001-05-11,373.054
2001-05-14,375.894
2001-05-15,376.249
2001-05-16,378.929
2001-05-17,378.085
2001-05-18,379.147
2001-05-21,377.935
2001-05-22,377.421
2001-05-23,373.056
2001-05-24,376.344
2001-05-25,373.718
2001-05-28,376.404
2001-05-29,373.666
2001-05-30,368.806
2001-05-31,363.936
2001-06-01,362.49
2001-06-04,360.274
2001-06-05,361.422
2001-06-06,356.281
2001-06-07,360.982
2001-06-08,362.419
2001-06-11,360.071
2001-06-12,360.913
2001-06-13,366.108
2001-06-14,364.785
2001-06-15,364.73
2001-06-18,358.473
2001-06-19,356.114
2001-06-20,349.615
2001-06-21,346.547
2001-06-22,348.508
2001-06-25,356.434
2001-06-26,351.704
2001-06-27,354.698
2001-06-28,351.063
2001-06-29,351.435
2001-07-02,356.839
2001-07-03,355.322
2001-07-04,354.101
2001-07-05,352.251
2001-07-06,347.353
2001-07-09,351.369
2001-07-10,349.255
2001-07-11,347.765
2001-07-12,343.129
2001-07-13,343.342
2001-07-16,346.088
2001-07-17,339.453
2001-07-18,342.86
2001-07-19,349.481
2001-07-20,349.775
2001-07-23,349.485
2001-07-24,352.18
2001-07-25,351.957
2001-07-26,352.925
2001-07-27,355.831
2001-07-30,362.483
2001-07-31,363.183
2001-08-01,364.556
2001-08-02,361.948
2001-08-03,362.959
2001-08-06,364.934
2001-08-07,365.262
2001-08-08,364.399
2001-08-09,367.494
2001-08-10,363.912
2001-08-13,366.071
2001-08-14,367.043
2001-08-15,372.647
2001-08-16,371.089
2001-08-17,366.265
2001-08-20,364.196
2001-08-21,364.694
2001-08-22,370.827
2001-08-23,368.274
2001-08-24,373.355
2001-08-27,370.843
2001-08-28,366.414
2001-08-29,370.12
2001-08-30,364.26
2001-08-31,362.736
2001-09-03,360.239
2001-09-04,353.537
2001-09-05,343.46
2001-09-06,337.524
2001-09-07,338.492
2001-09-10,332.341
2001-09-11,314.525
2001-09-12,313.087
2001-09-13,316.55
2001-09-14,301.781
2001-09-17,302.623
2001-09-18,297.873
2001-09-19,294.318
2001-09-20,284.119
2001-09-21,266.366
2001-09-24,281.616
2001-09-25,289.171
2001-09-26,299.394
2001-09-27,306.413
2001-09-28,317.898
2001-10-01,312.866
2001-10-02,320.026
2001-10-03,326.158
2001-10-04,328.434
2001-10-05,322.884
2001-10-08,328.409
2001-10-09,327.191
2001-10-10,334.635
2001-10-11,334.134
2001-10-12,332.791
2001-10-15,328.867
2001-10-16,331.88
2001-10-17,334.229
2001-10-18,330.451
2001-10-19,320.065
2001-10-22,324.975
2001-10-23,331.909
2001-10-24,335.231
2001-10-25,329.692
2001-10-26,336.34
2001-10-29,334.794
2001-10-30,324.091
2001-10-31,327.316
2001-11-01,328.535
2001-11-02,323.413
2001-11-05,327.497
2001-11-06,323.314
2001-11-07,324.712
2001-11-08,327.818
2001-11-09,327.141
2001-11-12,318.048
2001-11-13,322.668
2001-11-14,322.249
2001-11-15,321.812
2001-11-16,329.882
2001-11-19,335.111
2001-11-20,330.79
2001-11-21,328.516
2001-11-22,331.959
2001-11-23,332.184
2001-11-26,328.745
2001-11-27,323.7
2001-11-28,323.622
2001-11-29,325.672
2001-11-30,327.599
2001-12-03,324.285
2001-12-04,328.445
2001-12-05,338.998
2001-12-06,340.857
2001-12-07,337.888
2001-12-10,330.751
2001-12-11,331.114
2001-12-12,328.77
2001-12-13,322.229
2001-12-14,321.889
2001-12-17,333.265
2001-12-18,329.294
2001-12-19,324.596
2001-12-20,322.033
2001-12-21,326.269
2001-12-24,323.013
2001-12-25,323.013
2001-12-26,323.289
2001-12-27,332.863
2001-12-28,330.967
2001-12-31,334.195
2002-01-01,334.195
2002-01-02,335.439
2002-01-03,340.771
2002-01-04,336.387
2002-01-07,332.595
2002-01-08,334.77
2002-01-09,333.105
2002-01-10,327.287
2002-01-11,329.205
2002-01-14,322.798
2002-01-15,326.353
2002-01-16,320.787
2002-01-17,324.762
2002-01-18,327.855
2002-01-21,323.954
2002-01-22,326.359
2002-01-23,329.189
2002-01-24,329.064
2002-01-25,326.835
2002-01-28,329.317
2002-01-29,325.178
2002-01-30,323.175
2002-01-31,324.272
2002-02-01,325.176
2002-02-04,322.172
2002-02-05,316.662
2002-02-06,311.897
2002-02-07,311.905
2002-02-08,313.867
2002-02-11,315.685
2002-02-12,311.982
2002-02-13,316.322
2002-02-14,320.227
2002-02-15,317.119
2002-02-18,314.078
2002-02-19,308.936
2002-02-20,309.534
2002-02-21,313.206
2002-02-22,313.158
2002-02-25,315.149
2002-02-26,316.212
2002-02-27,325.355
2002-02-28,325.928
2002-03-01,326.897
2002-03-04,334.663
2002-03-05,333.002
2002-03-06,337.776
2002-03-07,338.215
2002-03-08,342.178
2002-03-11,341.081
2002-03-12,337.737
2002-03-13,342.291
2002-03-14,346.301
2002-03-15,349.617
2002-03-18,344.643
2002-03-19,348.194
2002-03-20,347.662
2002-03-21,348.131
2002-03-22,348.877
2002-03-25,344.06
2002-03-26,345.772
2002-03-27,343.739
2002-03-28,349.965
2002-03-29,349.965
2002-04-01,352.833
2002-04-02,353.66
2002-04-03,355.161
2002-04-04,350.368
2002-04-05,348.947
2002-04-08,341.263
2002-04-09,343.966
2002-04-10,347.831
2002-04-11,345.268
2002-04-12,344.928
2002-04-15,347.003
2002-04-16,355.958
2002-04-17,355.984
2002-04-18,357.751
2002-04-19,360.264
2002-04-22,358.351
2002-04-23,357.879
2002-04-24,359.078
2002-04-25,356.273
2002-04-26,354.265
2002-04-29,355.784
2002-04-30,354.105
2002-05-01,356.109
2002-05-02,347.57
2002-05-03,350.688
2002-05-06,350.975
2002-05-07,348.733
2002-05-08,353.181
2002-05-09,348.051
2002-05-10,344.699
2002-05-13,351.221
2002-05-14,352.878
2002-05-15,354.54
2002-05-16,354.855
2002-05-17,357.871
2002-05-20,355.735
2002-05-21,355.893
2002-05-22,358.124
2002-05-23,355.993
2002-05-24,354.983
2002-05-27,353.172
2002-05-28,357.368
2002-05-29,357.881
2002-05-30,355.435
2002-05-31,352.316
2002-06-03,349.61
2002-06-04,344.443
2002-06-05,340.951
2002-06-06,340.856
2002-06-07,340.098
2002-06-10,342.521
2002-06-11,352.077
2002-06-12,346.322
2002-06-13,339.973
2002-06-14,334.618
2002-06-17,344.969
2002-06-18,347.088
2002-06-19,345.197
2002-06-20,339.323
2002-06-21,341.84
2002-06-24,340.763
2002-06-25,344.505
2002-06-26,352.344
2002-06-27,344.632
2002-06-28,358.507
2002-07-01,360.313
2002-07-02,348.191
2002-07-03,339.131
2002-07-04,344.431
2002-07-05,358.255
2002-07-08,361.074
2002-07-09,361.159
2002-07-10,353.689
2002-07-11,345.06
2002-07-12,344.538
2002-07-15,333.665
2002-07-16,341.265
2002-07-17,346.638
2002-07-18,353.921
2002-07-19,343.633
2002-07-22,330.192
2002-07-23,321.188
2002-07-24,321.461
2002-07-25,332.79
2002-07-26,330.945
2002-07-29,340.257
2002-07-30,342.557
2002-07-31,340.861
2002-08-01,332.217
2002-08-02,334.08
2002-08-05,330.473
2002-08-06,334.06
2002-08-07,332.497
2002-08-08,341.459
2002-08-09,347.147
2002-08-12,342.454
2002-08-13,348.438
2002-08-14,340.952
2002-08-15,338.412
2002-08-16,350.983
2002-08-19,358.972
2002-08-20,356.193
2002-08-21,359.58
2002-08-22,358.233
2002-08-23,354.842
2002-08-26,353.368
2002-08-27,365.619
2002-08-28,352.618
2002-08-29,346.841
2002-08-30,350.129
2002-09-02,345.689
2002-09-03,337.635
2002-09-04,341.156
2002-09-05,337.51
2002-09-06,343.832
2002-09-09,336.774
2002-09-10,343.981
2002-09-11,347.499
2002-09-12,340.047
2002-09-13,334.429
2002-09-16,333.601
2002-09-17,330.444
2002-09-18,323.635
2002-09-19,320.532
2002-09-20,315.068
2002-09-23,302.683
2002-09-24,301.198
2002-09-25,305.083
2002-09-26,312.825
2002-09-27,311.595
2002-09-30,301.48
2002-10-01,302.974
2002-10-02,310.555
2002-10-03,314.822
2002-10-04,307.717
2002-10-07,307.872
2002-10-08,302.513
2002-10-09,301.778
2002-10-10,311.315
2002-10-11,319.097
2002-10-14,314.775
2002-10-15,327.13
2002-10-16,321.332
2002-10-17,322.98
2002-10-18,318.852
2002-10-21,322.314
2002-10-22,318.883
2002-10-23,314.415
2002-10-24,321.132
2002-10-25,322.805
2002-10-28,326.107
2002-10-29,315.826
2002-10-30,325.379
2002-10-31,326.79
2002-11-01,322.78
2002-11-04,335.661
2002-11-05,337.446
2002-11-06,332.853
2002-11-07,332.413
2002-11-08,331.833
2002-11-11,327.823
2002-11-12,335.333
2002-11-13,333.478
2002-11-14,341.117
2002-11-15,340.478
2002-11-18,347.158
2002-11-19,348.574
2002-11-20,346.167
2002-11-21,352.633
2002-11-22,350.247
2002-11-25,347.202
2002-11-26,341.438
2002-11-27,349.803
2002-11-28,353.933
2002-11-29,352.555
2002-12-02,353.079
2002-12-03,346.615
2002-12-04,349.338
2002-12-05,341.693
2002-12-06,343.068
2002-12-09,333.362
2002-12-10,339.747
2002-12-11,341.203
2002-12-12,339.605
2002-12-13,337.666
2002-12-16,349.351
2002-12-17,350.397
2002-12-18,341.377
2002-12-19,337.84
2002-12-20,345.881
2002-12-23,350.57
2002-12-24,352.021
2002-12-25,352.021
2002-12-26,352.909
2002-12-27,345.521
2002-12-30,350.227
2002-12-31,351.601
2003-01-01,351.601
2003-01-02,360.5
2003-01-03,361.113
2003-01-06,365.953
2003-01-07,358.094
2003-01-08,353.142
2003-01-09,359.172
2003-01-10,358.96
2003-01-13,361.455
2003-01-14,361.851
2003-01-15,361.958
2003-01-16,364.929
2003-01-17,356.158
2003-01-20,350.276
2003-01-21,346.915
2003-01-22,344.66
2003-01-23,341.19
2003-01-24,337.498
2003-01-27,332.636
2003-01-28,335.014
2003-01-29,340.501
2003-01-30,344.599
2003-01-31,346.212
2003-02-03,346.008
2003-02-04,341.049
2003-02-05,343.353
2003-02-06,337.561
2003-02-07,336.841
2003-02-10,336.817
2003-02-11,342.44
2003-02-12,339.866
2003-02-13,340.753
2003-02-14,341.649
2003-02-17,340.019
2003-02-18,343.82
2003-02-19,338.741
2003-02-20,340.417
2003-02-21,346.075
2003-02-24,342.066
2003-02-25,335.231
2003-02-26,337.714
2003-02-27,342.891
2003-02-28,342.104
2003-03-03,336.365
2003-03-04,336.126
2003-03-05,336.248
2003-03-06,328.414
2003-03-07,325.935
2003-03-10,320.469
2003-03-11,319.727
2003-03-12,299.124
2003-03-13,309.273
2003-03-14,314.161
2003-03-17,321.284
2003-03-18,313.795
2003-03-19,319.785
2003-03-20,317.719
2003-03-21,321.671
2003-03-24,315.682
2003-03-25,323.614
2003-03-26,324.183
2003-03-27,320.664
2003-03-28,324.173
2003-03-31,319.929
2003-04-01,324.836
2003-04-02,331.275
2003-04-03,333.288
2003-04-04,334.997
2003-04-07,338.713
2003-04-08,339.709
2003-04-09,339.54
2003-04-10,341.372
2003-04-11,342.267
2003-04-14,345.326
2003-04-15,345.64
2003-04-16,343.038
2003-04-17,347.748
2003-04-18,347.748
2003-04-21,346.249
2003-04-22,351.913
2003-04-23,353.694
2003-04-24,354.595
2003-04-25,346.729
2003-04-28,354.977
2003-04-29,352.917
2003-04-30,357.834
2003-05-01,361.121
2003-05-02,360.736
2003-05-05,363.58
2003-05-06,371.35
2003-05-07,370.758
2003-05-08,371.112
2003-05-09,374.141
2003-05-12,375.733
2003-05-13,372.709
2003-05-14,373.554
2003-05-15,377.088
2003-05-16,379.605
2003-05-19,379.385
2003-05-20,379.56
2003-05-21,381.336
2003-05-22,386.662
2003-05-23,393.263
2003-05-26,397.467
2003-05-27,405.989
2003-05-28,405.173
2003-05-29,410.525
2003-05-30,408.264
2003-06-02,409.811
2003-06-03,406.785
2003-06-04,404.814
2003-06-05,409.687
2003-06-06,407.385
2003-06-09,405.068
2003-06-10,403.08
2003-06-11,410.329
2003-06-12,415.087
2003-06-13,416.491
2003-06-16,422.553
2003-06-17,421.405
2003-06-18,419.338
2003-06-19,414.871
2003-06-20,417.259
2003-06-23,410.858
2003-06-24,412.892
2003-06-25,417.211
2003-06-26,411.553
2003-06-27,408.915
2003-06-30,405.962
2003-07-01,402.699
2003-07-02,402.016
2003-07-03,400.509
2003-07-04,402.673
2003-07-07,403.975
2003-07-08,402.0
2003-07-09,401.083
2003-07-10,400.839
2003-07-11,404.164
2003-07-14,405.771
2003-07-15,402.22
2003-07-16,398.88
2003-07-17,399.154
2003-07-18,402.508
2003-07-21,404.803
2003-07-22,408.039
2003-07-23,407.845
2003-07-24,412.635
2003-07-25,411.013
2003-07-28,410.793
2003-07-29,405.223
2003-07-30,399.243
2003-07-31,396.539
2003-08-01,393.276
2003-08-04,394.873
2003-08-05,396.776
2003-08-06,395.465
2003-08-07,399.268
2003-08-08,401.713
2003-08-11,409.172
2003-08-12,408.966
2003-08-13,408.004
2003-08-14,412.077
2003-08-15,411.784
2003-08-18,412.12
2003-08-19,407.089
2003-08-20,403.722
2003-08-21,394.976
2003-08-22,393.455
2003-08-25,390.625
2003-08-26,385.903
2003-08-27,387.494
2003-08-28,390.11
2003-08-29,387.631
2003-09-01,391.275
2003-09-02,386.189
2003-09-03,386.234
2003-09-04,389.149
2003-09-05,391.741
2003-09-08,395.318
2003-09-09,397.021
2003-09-10,396.834
2003-09-11,397.313
2003-09-12,400.301
2003-09-15,398.566
2003-09-16,397.889
2003-09-17,400.476
2003-09-18,406.399
2003-09-19,407.529
2003-09-22,403.244
2003-09-23,403.237
2003-09-24,404.796
2003-09-25,403.514
2003-09-26,399.618
2003-09-29,400.726
2003-09-30,399.008
2003-10-01,409.073
2003-10-02,404.613
2003-10-03,409.249
2003-10-06,407.471
2003-10-07,410.664
2003-10-08,413.282
2003-10-09,414.591
2003-10-10,415.275
2003-10-13,413.53
2003-10-14,414.824
2003-10-15,419.335
2003-10-16,422.093
2003-10-17,417.819
2003-10-20,420.37
2003-10-21,420.367
2003-10-22,417.898
2003-10-23,414.732
2003-10-24,417.882
2003-10-27,419.429
2003-10-28,418.438
2003-10-29,417.576
2003-10-30,418.126
2003-10-31,415.498
2003-11-03,417.788
2003-11-04,420.25
2003-11-05,418.327
2003-11-06,419.766
2003-11-07,425.379
2003-11-10,424.824
2003-11-11,420.63
2003-11-12,424.231
2003-11-13,428.921
2003-11-14,435.713
2003-11-17,428.273
2003-11-18,433.554
2003-11-19,433.378
2003-11-20,433.503
2003-11-21,433.545
2003-11-24,434.905
2003-11-25,437.049
2003-11-26,440.356
2003-11-27,442.901
2003-11-28,447.76
2003-12-01,452.333
2003-12-02,456.107
2003-12-03,458.525
2003-12-04,456.498
2003-12-05,458.374
2003-12-08,459.035
2003-12-09,463.731
2003-12-10,463.709
2003-12-11,463.656
2003-12-12,467.512
2003-12-15,469.893
2003-12-16,471.521
2003-12-17,474.283
2003-12-18,476.369
2003-12-19,476.755
2003-12-22,475.762
2003-12-23,473.071
2003-12-24,474.404
2003-12-25,474.404
2003-12-26,474.214
2003-12-29,478.454
2003-12-30,476.284
2003-12-31,479.439
2004-01-01,479.439
2004-01-02,490.768
2004-01-05,497.959
2004-01-06,505.04
2004-01-07,495.898
2004-01-08,501.48
2004-01-09,500.409
2004-01-12,501.149
2004-01-13,503.363
2004-01-14,500.304
2004-01-15,498.355
2004-01-16,489.828
2004-01-19,492.331
2004-01-20,499.849
2004-01-21,504.244
2004-01-22,506.424
2004-01-23,505.083
2004-01-26,498.78
2004-01-27,500.077
2004-01-28,501.311
2004-01-29,488.702
2004-01-30,486.64
2004-02-02,489.396
2004-02-03,493.552
2004-02-04,491.491
2004-02-05,493.887
2004-02-06,499.659
2004-02-09,504.696
2004-02-10,505.011
2004-02-11,507.403
2004-02-12,512.568
2004-02-13,507.03
2004-02-16,507.465
2004-02-17,513.171
2004-02-18,515.365
2004-02-19,514.728
2004-02-20,508.965
2004-02-23,511.655
2004-02-24,513.214
2004-02-25,507.867
2004-02-26,505.511
2004-02-27,505.068
2004-03-01,515.181
2004-03-02,511.298
2004-03-03,503.262
2004-03-04,505.847
2004-03-05,514.403
2004-03-08,514.533
2004-03-09,519.066
2004-03-10,513.329
2004-03-11,502.424
2004-03-12,495.608
2004-03-15,488.904
2004-03-16,493.411
2004-03-17,491.107
2004-03-18,495.032
2004-03-19,498.068
2004-03-22,492.545
2004-03-23,487.179
2004-03-24,487.15
2004-03-25,490.199
2004-03-26,490.916
2004-03-29,500.667
2004-03-30,502.514
2004-03-31,508.081
2004-04-01,514.809
2004-04-02,514.175
2004-04-05,510.402
2004-04-06,511.941
2004-04-07,509.358
2004-04-08,511.33
2004-04-09,511.33
2004-04-12,509.894
2004-04-13,513.553
2004-04-14,510.502
2004-04-15,513.662
2004-04-16,523.702
2004-04-19,523.353
2004-04-20,519.898
2004-04-21,513.58
2004-04-22,514.678
2004-04-23,513.818
2004-04-26,515.972
2004-04-27,517.898
2004-04-28,511.345
2004-04-29,512.501
2004-04-30,513.801
2004-05-03,517.217
2004-05-04,522.92
2004-05-05,528.417
2004-05-06,516.434
2004-05-07,504.878
2004-05-10,491.091
2004-05-11,494.274
2004-05-12,491.87
2004-05-13,494.021
2004-05-14,494.383
2004-05-17,495.556
2004-05-18,493.831
2004-05-19,503.577
2004-05-20,497.481
2004-05-21,498.797
2004-05-24,501.22
2004-05-25,507.151
2004-05-26,511.068
2004-05-27,520.156
2004-05-28,517.222
2004-05-31,518.024
2004-06-01,517.484
2004-06-02,523.102
2004-06-03,522.199
2004-06-04,525.032
2004-06-07,532.693
2004-06-08,533.108
2004-06-09,523.453
2004-06-10,526.727
2004-06-11,524.039
2004-06-14,523.721
2004-06-15,530.564
2004-06-16,530.368
2004-06-17,533.97
2004-06-18,538.515
2004-06-21,538.887
2004-06-22,534.532
2004-06-23,536.026
2004-06-24,540.204
2004-06-25,538.072
2004-06-28,540.361
2004-06-29,534.716
2004-06-30,531.659
2004-07-01,528.38
2004-07-02,536.028
2004-07-05,537.349
2004-07-06,537.912
2004-07-07,541.136
2004-07-08,546.46
2004-07-09,548.417
2004-07-12,544.009
2004-07-13,540.335
2004-07-14,541.65
2004-07-15,536.821
2004-07-16,540.819
2004-07-19,537.839
2004-07-20,537.337
2004-07-21,530.851
2004-07-22,526.933
2004-07-23,520.573
2004-07-26,517.096
2004-07-27,517.396
2004-07-28,515.854
2004-07-29,523.818
2004-07-30,527.289
2004-08-02,525.287
2004-08-03,529.085
2004-08-04,524.434
2004-08-05,519.987
2004-08-06,521.204
2004-08-09,516.695
2004-08-10,523.255
2004-08-11,513.27
2004-08-12,515.598
2004-08-13,519.816
2004-08-16,523.539
2004-08-17,521.4
2004-08-18,521.829
2004-08-19,524.799
2004-08-20,522.109
2004-08-23,522.005
2004-08-24,517.612
2004-08-25,519.197
2004-08-26,520.248
2004-08-27,522.815
2004-08-30,521.425
2004-08-31,524.839
2004-09-01,531.745
2004-09-02,535.203
2004-09-03,537.066
2004-09-06,537.34
2004-09-07,538.503
2004-09-08,538.935
2004-09-09,537.052
2004-09-10,543.144
2004-09-13,545.543
2004-09-14,546.624
2004-09-15,539.706
2004-09-16,539.077
2004-09-17,544.438
2004-09-20,542.895
2004-09-21,551.704
2004-09-22,549.41
2004-09-23,551.852
2004-09-24,553.794
2004-09-27,555.437
2004-09-28,561.072
2004-09-29,560.097
2004-09-30,558.799
2004-10-01,571.638
2004-10-04,566.195
2004-10-05,571.394
2004-10-06,570.507
2004-10-07,571.739
2004-10-08,573.842
2004-10-11,572.572
2004-10-12,564.282
2004-10-13,560.147
2004-10-14,565.639
2004-10-15,570.261
2004-10-18,570.974
2004-10-19,574.913
2004-10-20,575.906
2004-10-21,580.582
2004-10-22,582.856
2004-10-25,583.572
2004-10-26,582.891
2004-10-27,589.798
2004-10-28,592.223
2004-10-29,588.988
2004-11-01,597.072
2004-11-02,597.122
2004-11-03,603.213
2004-11-04,611.931
2004-11-05,615.516
2004-11-08,616.989
2004-11-09,612.855
2004-11-10,613.911
2004-11-11,621.087
2004-11-12,622.408
2004-11-15,619.46
2004-11-16,615.411
2004-11-17,626.476
2004-11-18,627.013
2004-11-19,625.757
2004-11-22,624.403
2004-11-23,625.989
2004-11-24,632.434
2004-11-25,639.142
2004-11-26,639.021
2004-11-29,638.449
2004-11-30,636.989
2004-12-01,644.999
2004-12-02,642.022
2004-12-03,643.345
2004-12-06,649.693
2004-12-07,653.11
2004-12-08,646.934
2004-12-09,641.952
2004-12-10,645.313
2004-12-13,650.103
2004-12-14,652.377
2004-12-15,657.665
2004-12-16,652.868
2004-12-17,648.778
2004-12-20,659.91
2004-12-21,658.002
2004-12-22,665.835
2004-12-23,673.76
2004-12-24,675.506
2004-12-27,678.636
2004-12-28,679.435
2004-12-29,677.705
2004-12-30,679.035
2004-12-31,677.167
2005-01-03,671.68
2005-01-04,662.534
2005-01-05,657.028
2005-01-06,652.843
2005-01-07,648.512
2005-01-10,651.016
2005-01-11,648.887
2005-01-12,654.119
2005-01-13,657.581
2005-01-14,657.613
2005-01-17,656.549
2005-01-18,652.994
2005-01-19,654.148
2005-01-20,650.577
2005-01-21,655.421
2005-01-24,655.112
2005-01-25,653.505
2005-01-26,656.601
2005-01-27,653.707
2005-01-28,647.812
2005-01-31,654.876
2005-02-01,658.912
2005-02-02,663.663
2005-02-03,659.05
2005-02-04,665.565
2005-02-07,662.037
2005-02-08,660.648
2005-02-09,658.069
2005-02-10,665.151
2005-02-11,669.079
2005-02-14,672.257
2005-02-15,674.943
2005-02-16,672.728
2005-02-17,678.927
2005-02-18,674.882
2005-02-21,666.243
2005-02-22,669.019
2005-02-23,664.637
2005-02-24,667.653
2005-02-25,671.88
2005-02-28,679.862
2005-03-01,675.511
2005-03-02,672.892
2005-03-03,674.158
2005-03-04,684.652
2005-03-07,682.706
2005-03-08,687.193
2005-03-09,686.751
2005-03-10,681.883
2005-03-11,684.285
2005-03-14,681.066
2005-03-15,687.256
2005-03-16,684.577
2005-03-17,684.532
2005-03-18,682.333
2005-03-21,678.745
2005-03-22,680.283
2005-03-23,669.505
2005-03-24,672.713
2005-03-25,672.713
2005-03-28,667.992
2005-03-29,673.308
2005-03-30,673.83
2005-03-31,676.711
2005-04-01,679.308
2005-04-04,670.121
2005-04-05,676.868
2005-04-06,674.643
2005-04-07,687.726
2005-04-08,680.243
2005-04-11,686.041
2005-04-12,678.968
2005-04-13,678.895
2005-04-14,671.903
2005-04-15,663.034
2005-04-18,655.16
2005-04-19,656.042
2005-04-20,658.505
2005-04-21,662.43
2005-04-22,663.236
2005-04-25,658.857
2005-04-26,656.039
2005-04-27,650.689
2005-04-28,646.502
2005-04-29,648.924
2005-05-02,648.228
2005-05-03,652.505
2005-05-04,655.316
2005-05-05,658.677
2005-05-06,654.654
2005-05-09,650.345
2005-05-10,647.576
2005-05-11,643.992
2005-05-12,643.215
2005-05-13,636.981
2005-05-16,632.236
2005-05-17,627.756
2005-05-18,641.177
2005-05-19,642.376
2005-05-20,640.676
2005-05-23,648.59
2005-05-24,649.818
2005-05-25,648.521
2005-05-26,647.966
2005-05-27,647.796
2005-05-30,647.26
2005-05-31,635.978
2005-06-01,639.63
2005-06-02,639.513
2005-06-03,635.566
2005-06-06,633.814
2005-06-07,640.459
2005-06-08,643.689
2005-06-09,635.196
2005-06-10,632.982
2005-06-13,635.371
2005-06-14,639.446
2005-06-15,643.242
2005-06-16,643.307
2005-06-17,649.509
2005-06-20,644.765
2005-06-21,646.288
2005-06-22,644.573
2005-06-23,641.112
2005-06-24,637.636
2005-06-27,634.504
2005-06-28,638.091
2005-06-29,640.077
2005-06-30,645.363
2005-07-01,641.501
2005-07-04,645.224
2005-07-05,643.11
2005-07-06,649.831
2005-07-07,644.012
2005-07-08,656.335
2005-07-11,665.041
2005-07-12,667.27
2005-07-13,666.277
2005-07-14,668.414
2005-07-15,661.695
2005-07-18,663.724
2005-07-19,664.91
2005-07-20,660.683
2005-07-21,665.204
2005-07-22,664.759
2005-07-25,667.262
2005-07-26,666.457
2005-07-27,668.264
2005-07-28,673.883
2005-07-29,677.202
2005-08-01,677.09
2005-08-02,684.979
2005-08-03,692.075
2005-08-04,687.569
2005-08-05,681.145
2005-08-08,689.177
2005-08-09,692.208
2005-08-10,702.13
2005-08-11,705.851
2005-08-12,704.419
2005-08-15,700.651
2005-08-16,693.542
2005-08-17,688.838
2005-08-18,674.912
2005-08-19,686.267
2005-08-22,691.663
2005-08-23,681.256
2005-08-24,691.666
2005-08-25,688.422
2005-08-26,684.541
2005-08-29,684.485
2005-08-30,679.993
2005-08-31,697.555
2005-09-01,712.775
2005-09-02,715.888
2005-09-05,715.154
2005-09-06,715.564
2005-09-07,714.809
2005-09-08,713.813
2005-09-09,716.937
2005-09-12,707.11
2005-09-13,702.209
2005-09-14,710.2
2005-09-15,706.923
2005-09-16,713.569
2005-09-19,710.499
2005-09-20,712.585
2005-09-21,712.43
2005-09-22,703.948
2005-09-23,700.18
2005-09-26,705.867
2005-09-27,702.915
2005-09-28,706.206
2005-09-29,705.387
2005-09-30,706.105
2005-10-03,697.425
2005-10-04,686.898
2005-10-05,676.29
2005-10-06,678.662
2005-10-07,674.236
2005-10-10,671.214
2005-10-11,671.044
2005-10-12,670.492
2005-10-13,654.256
2005-10-14,662.457
2005-10-17,663.657
2005-10-18,648.818
2005-10-19,638.696
2005-10-20,641.269
2005-10-21,644.231
2005-10-24,651.327
2005-10-25,655.321
2005-10-26,659.826
2005-10-27,648.266
2005-10-28,648.738
2005-10-31,656.081
2005-11-01,654.585
2005-11-02,662.99
2005-11-03,669.637
2005-11-04,661.597
2005-11-07,658.613
2005-11-08,653.37
2005-11-09,652.839
