Date,ITALY LARGE VALUE Large Cap
2007-09-28,987.238
2007-10-31,1014.588
2007-11-30,1011.032
2007-12-31,997.436
2008-01-31,897.642
2008-02-29,892.268
2008-03-31,854.202
2008-04-30,931.154
2008-05-30,954.162
2008-06-30,857.535
2008-07-31,811.88
2008-08-29,772.105
2008-09-30,639.388
2008-10-31,504.005
2008-11-28,481.885
2008-12-31,512.13
2009-01-30,443.044
2009-02-27,385.04
2009-03-31,406.833
2009-04-30,485.569
2009-05-29,551.405
2009-06-30,532.391
2009-07-31,577.532
2009-08-31,638.571
2009-09-30,684.636
2009-10-30,643.613
2009-11-30,648.453
2009-12-31,650.222
2010-01-29,590.772
2010-02-26,557.174
2010-03-31,595.226
2010-04-30,554.32
2010-05-31,471.82
2010-06-30,472.269
2010-07-30,549.958
2010-08-31,512.258
2010-09-30,570.213
2010-10-29,604.416
2010-11-30,501.232
2010-12-31,537.704
2011-01-31,604.813
2011-02-28,629.917
2011-03-31,626.217
2011-04-29,683.732
2011-05-31,632.649
2011-06-30,621.566
2011-07-29,559.557
2011-08-31,485.417
2011-09-30,441.198
2011-10-31,506.49
2011-11-30,468.017
2011-12-30,450.55
2012-01-31,471.685
2012-02-29,492.289
2012-03-30,477.949
2012-04-30,437.33
2012-05-31,373.708
2012-06-29,438.209
2012-07-31,407.327
2012-08-31,456.449
2012-09-28,468.869
2012-10-31,488.437
2012-11-30,502.437
2012-12-31,520.803
2013-01-31,574.404
2013-02-28,489.304
2013-03-29,457.465
2013-04-30,521.093
2013-05-31,522.967
2013-06-28,465.484
2013-07-31,504.577
2013-08-30,514.631
2013-09-30,556.059
2013-10-31,629.301
2013-11-29,619.605
2013-12-31,622.12
2014-01-31,617.682
2014-02-28,665.572
2014-03-31,698.603
2014-04-30,718.349
2014-05-30,723.995
2014-06-30,750.224
2014-07-31,710.972
2014-08-29,688.684
2014-09-30,680.731
2014-10-31,642.065
2014-11-28,631.088
2014-12-31,576.962
2015-01-30,577.081
2015-02-27,608.769
2015-03-31,586.302
2015-04-30,621.914
2015-05-29,618.324
2015-06-30,599.526
2015-07-31,614.478
2015-08-31,582.016
2015-09-30,572.056
2015-10-30,596.377
2015-11-30,583.212
2015-12-31,555.44
2016-01-29,502.622
2016-02-29,484.088
2016-03-31,527.536
2016-04-29,541.876
2016-05-31,529.303
2016-06-30,500.24
2016-07-29,511.05
2016-08-31,507.162
2016-09-30,497.48
2016-10-31,497.199
2016-11-30,472.092
2016-12-30,542.977
2017-01-31,519.833
2017-02-28,515.413
2017-03-31,572.256
2017-04-28,580.268
2017-05-31,620.403
2017-06-30,633.556
2017-07-31,680.524
2017-08-31,685.7
2017-09-29,710.377
2017-10-31,689.992
2017-11-30,703.61
2017-12-29,688.346
2018-01-31,770.171
2018-02-28,726.206
2018-03-30,733.264
2018-04-30,780.174
2018-05-31,672.708
2018-06-29,678.01
2018-07-31,708.076
2018-08-31,623.041
2018-09-28,642.064
2018-10-31,593.614
2018-11-30,605.775
2018-12-31,590.418
2019-01-31,628.902
2019-02-28,659.061
2019-03-29,672.1
2019-04-30,682.73
2019-05-31,625.217
2019-06-28,680.767
2019-07-31,673.749
2019-08-30,665.043
2019-09-30,693.614
2019-10-31,719.603
2019-11-29,718.752
2019-12-31,746.473
2020-01-31,735.474
2020-02-28,685.664
2020-03-31,514.458
2020-04-30,516.155
2020-05-29,551.793
2020-06-30,604.955
2020-07-31,625.44
2020-08-31,642.891
2020-09-30,595.674
2020-10-30,547.468
2020-11-30,712.686
2020-12-31,721.086
2021-01-29,706.218
2021-02-26,747.078
2021-03-31,791.114
2021-04-30,788.537
2021-05-31,838.973
2021-06-30,801.096
2021-07-30,806.271
2021-08-31,813.762
2021-09-30,787.622
2021-10-29,834.128
2021-11-30,752.256
2021-12-31,821.028
2022-01-31,842.42
2022-02-28,800.022
2022-03-31,751.753
2022-04-29,691.343
2022-05-31,737.038
2022-06-30,615.57
2022-07-29,614.554
2022-08-31,596.881
2022-09-30,551.69
2022-10-31,630.025
2022-11-30,724.327
2022-12-30,719.417
2023-01-31,829.988
2023-02-28,842.364
2023-03-31,846.022
2023-04-28,898.613
2023-05-31,828.459
2023-06-30,929.592
2023-07-31,1013.255
2023-08-31,970.34
2023-09-29,952.241
2023-10-31,956.653
2023-11-30,1061.866
2023-12-29,1098.26
2024-01-31,1096.696
2024-02-29,1133.949
2024-03-29,1228.895
2024-04-30,1196.466
2024-05-31,1257.532
2024-06-28,1193.973
2024-07-31,1226.305
2024-08-30,1265.59
2024-09-30,1269.946
2024-10-31,1240.701
2024-11-29,1180.169
2024-12-31,1186.937
2025-01-31,1288.722
2025-02-28,1378.258
2025-03-31,1446.073
2025-04-30,1500.182
2025-05-30,1611.845
2025-06-30,1660.753
