Date,ITALY IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-02,373.561
2001-10-03,378.617
2001-10-04,389.485
2001-10-05,384.582
2001-10-08,388.401
2001-10-09,387.091
2001-10-10,394.837
2001-10-11,397.983
2001-10-12,391.737
2001-10-15,383.467
2001-10-16,393.323
2001-10-17,403.048
2001-10-18,400.107
2001-10-19,390.445
2001-10-22,396.617
2001-10-23,406.116
2001-10-24,408.969
2001-10-25,400.191
2001-10-26,409.148
2001-10-29,408.193
2001-10-30,393.871
2001-10-31,398.791
2001-11-01,403.134
2001-11-02,400.593
2001-11-05,407.497
2001-11-06,403.052
2001-11-07,410.703
2001-11-08,415.336
2001-11-09,412.977
2001-11-12,400.544
2001-11-13,408.122
2001-11-14,412.009
2001-11-15,416.638
2001-11-16,421.053
2001-11-19,430.37
2001-11-20,426.016
2001-11-21,420.415
2001-11-22,424.249
2001-11-23,424.589
2001-11-26,426.258
2001-11-27,418.153
2001-11-28,418.875
2001-11-29,420.841
2001-11-30,424.027
2001-12-03,417.202
2001-12-04,422.297
2001-12-05,434.992
2001-12-06,439.248
2001-12-07,440.52
2001-12-10,430.279
2001-12-11,431.175
2001-12-12,429.072
2001-12-13,420.749
2001-12-14,422.002
2001-12-17,435.081
2001-12-18,429.705
2001-12-19,423.778
2001-12-20,416.057
2001-12-21,419.238
2001-12-24,415.055
2001-12-25,415.055
2001-12-26,415.41
2001-12-27,424.095
2001-12-28,423.852
2001-12-31,427.986
2002-01-01,427.986
2002-01-02,431.467
2002-01-03,437.962
2002-01-04,434.65
2002-01-07,429.696
2002-01-08,431.61
2002-01-09,433.558
2002-01-10,427.708
2002-01-11,428.934
2002-01-14,420.361
2002-01-15,422.473
2002-01-16,411.585
2002-01-17,414.664
2002-01-18,415.702
2002-01-21,412.925
2002-01-22,413.495
2002-01-23,412.591
2002-01-24,412.453
2002-01-25,406.724
2002-01-28,409.346
2002-01-29,407.366
2002-01-30,404.681
2002-01-31,405.175
2002-02-01,403.623
2002-02-04,399.966
2002-02-05,396.071
2002-02-06,389.525
2002-02-07,394.331
2002-02-08,397.452
2002-02-11,397.506
2002-02-12,392.824
2002-02-13,396.052
2002-02-14,397.324
2002-02-15,394.75
2002-02-18,392.031
2002-02-19,385.771
2002-02-20,380.837
2002-02-21,385.092
2002-02-22,387.424
2002-02-25,389.182
2002-02-26,389.404
2002-02-27,398.7
2002-02-28,400.69
2002-03-01,405.689
2002-03-04,416.347
2002-03-05,415.547
2002-03-06,422.052
2002-03-07,424.418
2002-03-08,424.313
2002-03-11,419.431
2002-03-12,414.609
2002-03-13,418.298
2002-03-14,422.506
2002-03-15,424.179
2002-03-18,425.732
2002-03-19,431.662
2002-03-20,427.628
2002-03-21,427.373
2002-03-22,426.726
2002-03-25,422.496
2002-03-26,424.75
2002-03-27,421.23
2002-03-28,425.065
2002-03-29,425.065
2002-04-01,428.549
2002-04-02,425.146
2002-04-03,426.039
2002-04-04,424.453
2002-04-05,423.894
2002-04-08,411.02
2002-04-09,413.138
2002-04-10,420.964
2002-04-11,416.462
2002-04-12,416.899
2002-04-15,418.19
2002-04-16,429.788
2002-04-17,431.568
2002-04-18,429.328
2002-04-19,428.712
2002-04-22,425.561
2002-04-23,425.671
2002-04-24,427.228
2002-04-25,425.79
2002-04-26,424.496
2002-04-29,425.401
2002-04-30,423.199
2002-05-01,425.594
2002-05-02,416.826
2002-05-03,416.511
2002-05-06,419.872
2002-05-07,414.455
2002-05-08,421.06
2002-05-09,417.776
2002-05-10,415.587
2002-05-13,419.019
2002-05-14,420.54
2002-05-15,424.478
2002-05-16,425.044
2002-05-17,428.644
2002-05-20,424.287
2002-05-21,421.902
2002-05-22,420.553
2002-05-23,416.134
2002-05-24,414.959
2002-05-27,417.004
2002-05-28,419.68
2002-05-29,421.666
2002-05-30,418.156
2002-05-31,415.471
2002-06-03,413.86
2002-06-04,406.485
2002-06-05,404.558
2002-06-06,406.805
2002-06-07,404.233
2002-06-10,405.715
2002-06-11,413.737
2002-06-12,410.592
2002-06-13,403.561
2002-06-14,397.186
2002-06-17,407.105
2002-06-18,410.462
2002-06-19,411.469
2002-06-20,407.28
2002-06-21,407.213
2002-06-24,403.827
2002-06-25,404.813
2002-06-26,409.764
2002-06-27,407.657
2002-06-28,418.416
2002-07-01,421.044
2002-07-02,409.44
2002-07-03,400.619
2002-07-04,401.163
2002-07-05,410.558
2002-07-08,416.185
2002-07-09,418.436
2002-07-10,407.496
2002-07-11,394.415
2002-07-12,387.9
2002-07-15,377.592
2002-07-16,376.439
2002-07-17,378.59
2002-07-18,383.44
2002-07-19,371.072
2002-07-22,350.814
2002-07-23,339.56
2002-07-24,335.203
2002-07-25,344.549
2002-07-26,342.308
2002-07-29,354.867
2002-07-30,361.807
2002-07-31,363.829
2002-08-01,353.965
2002-08-02,353.276
2002-08-05,346.383
2002-08-06,350.82
2002-08-07,349.852
2002-08-08,359.336
2002-08-09,365.598
2002-08-12,362.349
2002-08-13,365.109
2002-08-14,358.598
2002-08-15,355.928
2002-08-16,368.67
2002-08-19,375.173
2002-08-20,370.704
2002-08-21,375.155
2002-08-22,376.797
2002-08-23,374.262
2002-08-26,372.699
2002-08-27,383.891
2002-08-28,372.515
2002-08-29,363.472
2002-08-30,364.862
2002-09-02,361.507
2002-09-03,353.64
2002-09-04,357.083
2002-09-05,354.857
2002-09-06,360.146
2002-09-09,352.161
2002-09-10,359.166
2002-09-11,363.263
2002-09-12,353.406
2002-09-13,349.875
2002-09-16,348.729
2002-09-17,343.439
2002-09-18,336.259
2002-09-19,332.773
2002-09-20,328.935
2002-09-23,312.248
2002-09-24,312.403
2002-09-25,317.043
2002-09-26,326.506
2002-09-27,324.896
2002-09-30,318.365
2002-10-01,318.879
2002-10-02,324.574
2002-10-03,323.396
2002-10-04,311.298
2002-10-07,310.164
2002-10-08,302.562
2002-10-09,303.311
2002-10-10,308.665
2002-10-11,318.343
2002-10-14,316.091
2002-10-15,334.619
2002-10-16,330.693
2002-10-17,334.592
2002-10-18,332.667
2002-10-21,335.595
2002-10-22,335.402
2002-10-23,325.549
2002-10-24,332.963
2002-10-25,330.795
2002-10-28,334.283
2002-10-29,325.743
2002-10-30,334.465
2002-10-31,342.647
2002-11-01,340.981
2002-11-04,353.979
2002-11-05,356.817
2002-11-06,352.992
2002-11-07,346.581
2002-11-08,347.236
2002-11-11,343.202
2002-11-12,343.862
2002-11-13,342.544
2002-11-14,349.519
2002-11-15,350.93
2002-11-18,356.85
2002-11-19,357.164
2002-11-20,354.116
2002-11-21,361.484
2002-11-22,362.967
2002-11-25,362.719
2002-11-26,360.161
2002-11-27,368.682
2002-11-28,373.635
2002-11-29,374.947
2002-12-02,374.1
2002-12-03,366.558
2002-12-04,367.747
2002-12-05,361.555
2002-12-06,362.209
2002-12-09,355.545
2002-12-10,360.24
2002-12-11,363.763
2002-12-12,363.842
2002-12-13,362.186
2002-12-16,367.878
2002-12-17,370.456
2002-12-18,364.945
2002-12-19,362.344
2002-12-20,367.469
2002-12-23,365.109
2002-12-24,366.625
2002-12-25,366.625
2002-12-26,367.55
2002-12-27,364.779
2002-12-30,368.921
2002-12-31,370.368
2003-01-01,370.368
2003-01-02,375.452
2003-01-03,379.16
2003-01-06,384.333
2003-01-07,379.998
2003-01-08,374.849
2003-01-09,382.392
2003-01-10,382.509
2003-01-13,383.318
2003-01-14,385.971
2003-01-15,379.487
2003-01-16,380.114
2003-01-17,372.712
2003-01-20,370.762
2003-01-21,365.927
2003-01-22,359.096
2003-01-23,362.218
2003-01-24,362.251
2003-01-27,356.379
2003-01-28,355.204
2003-01-29,359.965
2003-01-30,360.942
2003-01-31,363.237
2003-02-03,369.757
2003-02-04,364.563
2003-02-05,370.259
2003-02-06,368.283
2003-02-07,368.631
2003-02-10,364.362
2003-02-11,372.768
2003-02-12,370.814
2003-02-13,375.112
2003-02-14,380.466
2003-02-17,384.57
2003-02-18,387.292
2003-02-19,382.43
2003-02-20,384.268
2003-02-21,391.515
2003-02-24,395.235
2003-02-25,384.055
2003-02-26,381.258
2003-02-27,387.8
2003-02-28,394.299
2003-03-03,397.113
2003-03-04,390.661
2003-03-05,386.498
2003-03-06,374.63
2003-03-07,370.619
2003-03-10,362.488
2003-03-11,363.539
2003-03-12,355.152
2003-03-13,359.648
2003-03-14,369.522
2003-03-17,372.742
2003-03-18,367.927
2003-03-19,368.958
2003-03-20,363.254
2003-03-21,373.827
2003-03-24,368.169
2003-03-25,374.019
2003-03-26,372.498
2003-03-27,369.264
2003-03-28,372.083
2003-03-31,367.199
2003-04-01,368.713
2003-04-02,373.068
2003-04-03,374.399
2003-04-04,373.269
2003-04-07,380.921
2003-04-08,384.693
2003-04-09,383.134
2003-04-10,386.058
2003-04-11,384.889
2003-04-14,386.04
2003-04-15,392.041
2003-04-16,391.335
2003-04-17,398.124
2003-04-18,398.124
2003-04-21,396.408
2003-04-22,402.905
2003-04-23,406.776
2003-04-24,407.143
2003-04-25,403.116
2003-04-28,409.553
2003-04-29,411.509
2003-04-30,417.212
2003-05-01,421.044
2003-05-02,418.539
2003-05-05,423.634
2003-05-06,429.659
2003-05-07,428.241
2003-05-08,425.914
2003-05-09,427.469
2003-05-12,429.679
2003-05-13,429.742
2003-05-14,430.079
2003-05-15,433.615
2003-05-16,436.673
2003-05-19,431.539
2003-05-20,430.138
2003-05-21,427.221
2003-05-22,432.777
2003-05-23,438.845
2003-05-26,440.88
2003-05-27,444.864
2003-05-28,446.944
2003-05-29,452.734
2003-05-30,452.95
2003-06-02,456.091
2003-06-03,451.486
2003-06-04,451.352
2003-06-05,455.168
2003-06-06,453.566
2003-06-09,452.33
2003-06-10,453.622
2003-06-11,460.932
2003-06-12,459.654
2003-06-13,458.506
2003-06-16,467.219
2003-06-17,466.881
2003-06-18,467.425
2003-06-19,463.369
2003-06-20,463.416
2003-06-23,453.489
2003-06-24,456.235
2003-06-25,458.062
2003-06-26,449.955
2003-06-27,449.471
2003-06-30,443.797
2003-07-01,440.947
2003-07-02,441.183
2003-07-03,438.804
2003-07-04,438.101
2003-07-07,442.258
2003-07-08,441.257
2003-07-09,439.347
2003-07-10,436.997
2003-07-11,438.85
2003-07-14,442.332
2003-07-15,440.438
2003-07-16,438.291
2003-07-17,434.327
2003-07-18,437.019
2003-07-21,437.76
2003-07-22,439.646
2003-07-23,443.151
2003-07-24,451.218
2003-07-25,450.549
2003-07-28,453.493
2003-07-29,451.458
2003-07-30,448.514
2003-07-31,447.536
2003-08-01,445.035
2003-08-04,445.35
2003-08-05,445.645
2003-08-06,442.302
2003-08-07,443.223
2003-08-08,441.805
2003-08-11,442.749
2003-08-12,444.066
2003-08-13,445.058
2003-08-14,447.789
2003-08-15,447.471
2003-08-18,445.965
2003-08-19,442.503
2003-08-20,441.734
2003-08-21,435.42
2003-08-22,430.331
2003-08-25,428.793
2003-08-26,426.039
2003-08-27,428.522
2003-08-28,428.492
2003-08-29,429.446
2003-09-01,433.457
2003-09-02,431.454
2003-09-03,436.67
2003-09-04,439.162
2003-09-05,443.425
2003-09-08,451.218
2003-09-09,450.102
2003-09-10,447.856
2003-09-11,445.414
2003-09-12,448.641
2003-09-15,448.784
2003-09-16,448.008
2003-09-17,449.229
2003-09-18,456.08
2003-09-19,459.652
2003-09-22,455.492
2003-09-23,454.935
2003-09-24,453.826
2003-09-25,452.487
2003-09-26,447.462
2003-09-29,449.407
2003-09-30,447.332
2003-10-01,454.822
2003-10-02,453.386
2003-10-03,460.192
2003-10-06,459.066
2003-10-07,461.914
2003-10-08,463.097
2003-10-09,465.888
2003-10-10,465.854
2003-10-13,465.614
2003-10-14,465.598
2003-10-15,467.044
2003-10-16,468.571
2003-10-17,463.479
2003-10-20,465.271
2003-10-21,466.808
2003-10-22,465.319
2003-10-23,462.499
2003-10-24,463.854
2003-10-27,464.077
2003-10-28,462.097
2003-10-29,465.572
2003-10-30,469.742
2003-10-31,469.601
2003-11-03,468.118
2003-11-04,469.514
2003-11-05,467.217
2003-11-06,465.936
2003-11-07,473.315
2003-11-10,473.922
2003-11-11,472.7
2003-11-12,481.11
2003-11-13,486.983
2003-11-14,490.821
2003-11-17,485.138
2003-11-18,492.613
2003-11-19,493.015
2003-11-20,490.788
2003-11-21,491.341
2003-11-24,493.56
2003-11-25,495.323
2003-11-26,502.494
2003-11-27,502.663
2003-11-28,506.786
2003-12-01,511.911
2003-12-02,518.688
2003-12-03,523.133
2003-12-04,527.116
2003-12-05,526.43
2003-12-08,528.056
2003-12-09,523.866
2003-12-10,519.912
2003-12-11,520.674
2003-12-12,522.055
2003-12-15,527.997
2003-12-16,527.524
2003-12-17,531.161
2003-12-18,533.029
2003-12-19,523.845
2003-12-22,514.742
2003-12-23,515.082
2003-12-24,516.534
2003-12-25,516.534
2003-12-26,516.327
2003-12-29,520.48
2003-12-30,521.5
2003-12-31,524.954
2004-01-01,524.954
2004-01-02,530.957
2004-01-05,535.608
2004-01-06,540.643
2004-01-07,527.036
2004-01-08,535.433
2004-01-09,543.494
2004-01-12,539.438
2004-01-13,534.001
2004-01-14,537.049
2004-01-15,536.383
2004-01-16,529.658
2004-01-19,535.668
2004-01-20,541.947
2004-01-21,546.045
2004-01-22,549.401
2004-01-23,550.402
2004-01-26,545.509
2004-01-27,552.466
2004-01-28,550.045
2004-01-29,537.116
2004-01-30,533.777
2004-02-02,534.065
2004-02-03,534.436
2004-02-04,534.447
2004-02-05,534.171
2004-02-06,539.974
2004-02-09,543.892
2004-02-10,544.314
2004-02-11,542.206
2004-02-12,549.517
2004-02-13,542.397
2004-02-16,545.174
2004-02-17,548.641
2004-02-18,547.2
2004-02-19,541.077
2004-02-20,531.61
2004-02-23,533.072
2004-02-24,535.047
2004-02-25,531.335
2004-02-26,526.28
2004-02-27,529.473
2004-03-01,531.929
2004-03-02,525.356
2004-03-03,517.089
2004-03-04,521.634
2004-03-05,534.73
2004-03-08,532.514
2004-03-09,531.676
2004-03-10,523.329
2004-03-11,514.557
2004-03-12,509.167
2004-03-15,495.99
2004-03-16,502.986
2004-03-17,501.313
2004-03-18,501.144
2004-03-19,497.539
2004-03-22,492.723
2004-03-23,491.423
2004-03-24,486.577
2004-03-25,493.284
2004-03-26,488.391
2004-03-29,496.353
2004-03-30,496.009
2004-03-31,499.046
2004-04-01,507.168
2004-04-02,506.619
2004-04-05,505.426
2004-04-06,506.09
2004-04-07,511.209
2004-04-08,508.358
2004-04-09,508.358
2004-04-12,506.93
2004-04-13,506.696
2004-04-14,504.59
2004-04-15,502.781
2004-04-16,507.9
2004-04-19,508.243
2004-04-20,507.086
2004-04-21,502.604
2004-04-22,504.962
2004-04-23,504.851
2004-04-26,507.951
2004-04-27,510.457
2004-04-28,504.282
2004-04-29,505.584
2004-04-30,505.796
2004-05-03,507.043
2004-05-04,510.904
2004-05-05,514.045
2004-05-06,500.979
2004-05-07,494.609
2004-05-10,483.03
2004-05-11,488.293
2004-05-12,488.998
2004-05-13,492.81
2004-05-14,490.733
2004-05-17,489.822
2004-05-18,491.244
2004-05-19,502.443
2004-05-20,496.494
2004-05-21,500.211
2004-05-24,501.61
2004-05-25,503.804
2004-05-26,507.863
2004-05-27,516.963
2004-05-28,513.584
2004-05-31,513.265
2004-06-01,510.395
2004-06-02,514.027
2004-06-03,512.09
2004-06-04,516.002
2004-06-07,524.096
2004-06-08,521.969
2004-06-09,515.094
2004-06-10,518.079
2004-06-11,513.151
2004-06-14,513.535
2004-06-15,517.906
2004-06-16,516.213
2004-06-17,517.748
2004-06-18,523.135
2004-06-21,523.068
2004-06-22,520.554
2004-06-23,523.043
2004-06-24,530.66
2004-06-25,530.342
2004-06-28,536.468
2004-06-29,532.588
2004-06-30,534.019
2004-07-01,530.605
2004-07-02,535.472
2004-07-05,533.085
2004-07-06,528.772
2004-07-07,532.854
2004-07-08,535.567
2004-07-09,536.442
2004-07-12,535.031
2004-07-13,532.157
2004-07-14,531.454
2004-07-15,527.629
2004-07-16,528.932
2004-07-19,526.293
2004-07-20,524.795
2004-07-21,522.033
2004-07-22,517.121
2004-07-23,510.495
2004-07-26,507.799
2004-07-27,509.514
2004-07-28,508.221
2004-07-29,514.546
2004-07-30,513.822
2004-08-02,511.113
2004-08-03,513.636
2004-08-04,509.187
2004-08-05,507.841
2004-08-06,507.789
2004-08-09,503.006
2004-08-10,507.735
2004-08-11,498.755
2004-08-12,496.51
2004-08-13,500.473
2004-08-16,505.635
2004-08-17,506.402
2004-08-18,504.909
2004-08-19,508.513
2004-08-20,505.526
2004-08-23,506.252
2004-08-24,504.14
2004-08-25,504.061
2004-08-26,506.926
2004-08-27,506.926
2004-08-30,506.162
2004-08-31,509.273
2004-09-01,513.53
2004-09-02,516.528
2004-09-03,516.767
2004-09-06,518.115
2004-09-07,516.006
2004-09-08,519.161
2004-09-09,518.303
2004-09-10,526.611
2004-09-13,527.582
2004-09-14,527.615
2004-09-15,521.5
2004-09-16,521.985
2004-09-17,525.066
2004-09-20,522.841
2004-09-21,530.14
2004-09-22,528.26
2004-09-23,529.634
2004-09-24,527.893
2004-09-27,525.018
2004-09-28,526.682
2004-09-29,530.179
2004-09-30,532.236
2004-10-01,537.944
2004-10-04,537.747
2004-10-05,541.574
2004-10-06,541.181
2004-10-07,541.696
2004-10-08,548.567
2004-10-11,547.134
2004-10-12,541.644
2004-10-13,543.702
2004-10-14,547.426
2004-10-15,549.344
2004-10-18,550.377
2004-10-19,554.249
2004-10-20,555.311
2004-10-21,556.87
2004-10-22,559.349
2004-10-25,558.815
2004-10-26,560.776
2004-10-27,566.236
2004-10-28,567.735
2004-10-29,566.234
2004-11-01,572.239
2004-11-02,572.451
2004-11-03,576.799
2004-11-04,580.542
2004-11-05,584.038
2004-11-08,589.745
2004-11-09,586.504
2004-11-10,587.379
2004-11-11,590.908
2004-11-12,593.408
2004-11-15,593.679
2004-11-16,591.802
2004-11-17,602.139
2004-11-18,601.081
2004-11-19,602.182
2004-11-22,598.569
2004-11-23,599.809
2004-11-24,604.5
2004-11-25,612.166
2004-11-26,611.946
2004-11-29,611.636
2004-11-30,610.703
2004-12-01,617.806
2004-12-02,619.399
2004-12-03,625.278
2004-12-06,628.855
2004-12-07,632.487
2004-12-08,629.508
2004-12-09,625.777
2004-12-10,626.813
2004-12-13,633.447
2004-12-14,633.461
2004-12-15,640.737
2004-12-16,635.149
2004-12-17,631.901
2004-12-20,644.337
2004-12-21,643.257
2004-12-22,648.032
2004-12-23,655.834
2004-12-24,657.534
2004-12-27,661.349
2004-12-28,662.309
2004-12-29,661.386
2004-12-30,664.814
2004-12-31,662.984
2005-01-03,659.057
2005-01-04,654.828
2005-01-05,652.687
2005-01-06,650.35
2005-01-07,646.565
2005-01-10,648.871
2005-01-11,643.05
2005-01-12,647.62
2005-01-13,647.006
2005-01-14,645.915
2005-01-17,647.668
2005-01-18,644.724
2005-01-19,649.056
2005-01-20,642.742
2005-01-21,646.83
2005-01-24,644.815
2005-01-25,644.341
2005-01-26,649.633
2005-01-27,647.38
2005-01-28,645.4
2005-01-31,652.371
2005-02-01,653.891
2005-02-02,655.61
2005-02-03,651.199
2005-02-04,657.165
2005-02-07,654.315
2005-02-08,654.386
2005-02-09,656.599
2005-02-10,662.434
2005-02-11,664.843
2005-02-14,668.961
2005-02-15,670.43
2005-02-16,666.555
2005-02-17,668.843
2005-02-18,666.035
2005-02-21,659.063
2005-02-22,662.975
2005-02-23,660.361
2005-02-24,660.261
2005-02-25,666.833
2005-02-28,671.92
2005-03-01,669.937
2005-03-02,663.854
2005-03-03,663.478
2005-03-04,675.508
2005-03-07,673.357
2005-03-08,676.858
2005-03-09,674.623
2005-03-10,673.679
2005-03-11,675.931
2005-03-14,671.684
2005-03-15,672.089
2005-03-16,669.26
2005-03-17,667.201
2005-03-18,670.465
2005-03-21,667.632
2005-03-22,669.398
2005-03-23,658.646
2005-03-24,659.962
2005-03-25,659.962
2005-03-28,655.331
2005-03-29,657.658
2005-03-30,662.023
2005-03-31,667.092
2005-04-01,668.139
2005-04-04,658.224
2005-04-05,658.866
2005-04-06,662.805
2005-04-07,670.326
2005-04-08,668.122
2005-04-11,676.247
2005-04-12,668.938
2005-04-13,670.56
2005-04-14,664.338
2005-04-15,655.241
2005-04-18,646.523
2005-04-19,649.638
2005-04-20,649.066
2005-04-21,655.296
2005-04-22,657.372
2005-04-25,652.78
2005-04-26,650.466
2005-04-27,642.263
2005-04-28,638.448
2005-04-29,639.432
2005-05-02,640.729
2005-05-03,643.217
2005-05-04,648.147
2005-05-05,650.5
2005-05-06,643.567
2005-05-09,643.992
2005-05-10,640.137
2005-05-11,639.734
2005-05-12,638.591
2005-05-13,637.438
2005-05-16,636.91
2005-05-17,631.103
2005-05-18,637.416
2005-05-19,637.368
2005-05-20,633.042
2005-05-23,639.366
2005-05-24,637.356
2005-05-25,639.686
2005-05-26,640.623
2005-05-27,640.575
2005-05-30,641.229
2005-05-31,633.524
2005-06-01,634.579
2005-06-02,637.839
2005-06-03,634.228
2005-06-06,633.679
2005-06-07,637.123
2005-06-08,641.204
2005-06-09,639.107
2005-06-10,637.872
2005-06-13,635.21
2005-06-14,633.532
2005-06-15,635.395
2005-06-16,636.917
2005-06-17,646.829
2005-06-20,638.975
2005-06-21,642.12
2005-06-22,642.184
2005-06-23,636.62
2005-06-24,632.41
2005-06-27,631.626
2005-06-28,631.116
2005-06-29,634.273
2005-06-30,639.585
2005-07-01,635.511
2005-07-04,631.63
2005-07-05,629.685
2005-07-06,632.315
2005-07-07,620.7
2005-07-08,628.209
2005-07-11,640.978
2005-07-12,646.959
2005-07-13,646.672
2005-07-14,652.008
2005-07-15,647.295
2005-07-18,649.654
2005-07-19,653.917
2005-07-20,654.117
2005-07-21,660.746
2005-07-22,662.484
2005-07-25,658.662
2005-07-26,656.797
2005-07-27,659.969
2005-07-28,663.476
2005-07-29,664.827
2005-08-01,669.292
2005-08-02,674.322
2005-08-03,677.776
2005-08-04,673.126
2005-08-05,668.855
2005-08-08,672.701
2005-08-09,676.084
2005-08-10,680.559
2005-08-11,680.048
2005-08-12,675.87
2005-08-15,672.255
2005-08-16,667.822
2005-08-17,664.265
2005-08-18,653.633
2005-08-19,658.322
2005-08-22,663.211
2005-08-23,658.054
2005-08-24,662.024
2005-08-25,659.064
2005-08-26,655.254
2005-08-29,653.629
2005-08-30,647.597
2005-08-31,656.726
2005-09-01,668.028
2005-09-02,673.333
2005-09-05,676.233
2005-09-06,679.183
2005-09-07,678.264
2005-09-08,678.108
2005-09-09,679.311
2005-09-12,673.576
2005-09-13,668.911
2005-09-14,675.018
2005-09-15,667.945
2005-09-16,671.962
2005-09-19,666.608
2005-09-20,668.884
2005-09-21,669.734
2005-09-22,660.17
2005-09-23,657.938
2005-09-26,665.004
2005-09-27,661.302
2005-09-28,668.891
2005-09-29,666.315
2005-09-30,670.501
2005-10-03,664.108
2005-10-04,666.196
2005-10-05,659.874
2005-10-06,665.82
2005-10-07,658.869
2005-10-10,654.887
2005-10-11,648.321
2005-10-12,645.336
2005-10-13,636.013
2005-10-14,646.989
2005-10-17,641.93
2005-10-18,631.221
2005-10-19,623.707
2005-10-20,623.325
2005-10-21,627.804
2005-10-24,629.734
2005-10-25,634.31
2005-10-26,633.97
2005-10-27,623.873
2005-10-28,621.693
2005-10-31,624.919
2005-11-01,625.695
2005-11-02,632.61
2005-11-03,636.717
2005-11-04,624.74
2005-11-07,628.716
