Date,BELGIUM SMALL VALUE Small Cap
2001-08-03,211.573
2001-08-06,212.765
2001-08-07,211.005
2001-08-08,210.452
2001-08-09,212.516
2001-08-10,214.587
2001-08-13,215.495
2001-08-14,214.832
2001-08-15,218.53
2001-08-16,217.223
2001-08-17,217.678
2001-08-20,216.589
2001-08-21,216.364
2001-08-22,217.149
2001-08-23,215.446
2001-08-24,215.342
2001-08-27,213.251
2001-08-28,212.255
2001-08-29,211.801
2001-08-30,211.08
2001-08-31,211.033
2001-09-03,208.933
2001-09-04,202.852
2001-09-05,201.226
2001-09-06,198.391
2001-09-07,198.955
2001-09-10,193.574
2001-09-11,190.547
2001-09-12,187.515
2001-09-13,189.168
2001-09-14,187.895
2001-09-17,185.479
2001-09-18,184.178
2001-09-19,183.594
2001-09-20,179.01
2001-09-21,170.394
2001-09-24,176.623
2001-09-25,181.475
2001-09-26,186.413
2001-09-27,187.125
2001-09-28,189.796
2001-10-01,190.328
2001-10-02,191.686
2001-10-03,190.087
2001-10-04,191.266
2001-10-05,191.83
2001-10-08,190.662
2001-10-09,192.414
2001-10-10,190.84
2001-10-11,191.116
2001-10-12,191.325
2001-10-15,188.834
2001-10-16,191.41
2001-10-17,191.671
2001-10-18,190.372
2001-10-19,187.994
2001-10-22,186.511
2001-10-23,190.462
2001-10-24,192.607
2001-10-25,192.599
2001-10-26,191.538
2001-10-29,193.297
2001-10-30,190.857
2001-10-31,191.007
2001-11-01,192.232
2001-11-02,193.828
2001-11-05,194.099
2001-11-06,192.332
2001-11-07,195.251
2001-11-08,196.26
2001-11-09,195.224
2001-11-12,192.644
2001-11-13,193.02
2001-11-14,194.998
2001-11-15,198.566
2001-11-16,200.219
2001-11-19,199.555
2001-11-20,198.743
2001-11-21,197.135
2001-11-22,197.862
2001-11-23,197.159
2001-11-26,197.417
2001-11-27,198.572
2001-11-28,198.967
2001-11-29,201.769
2001-11-30,204.878
2001-12-03,201.879
2001-12-04,201.836
2001-12-05,202.767
2001-12-06,205.941
2001-12-07,207.239
2001-12-10,206.571
2001-12-11,206.46
2001-12-12,208.023
2001-12-13,207.068
2001-12-14,206.933
2001-12-17,207.888
2001-12-18,207.078
2001-12-19,212.299
2001-12-20,212.823
2001-12-21,211.468
2001-12-24,210.874
2001-12-25,210.874
2001-12-26,211.054
2001-12-27,216.55
2001-12-28,216.594
2001-12-31,218.706
2002-01-01,218.706
2002-01-02,222.04
2002-01-03,222.418
2002-01-04,222.536
2002-01-07,222.239
2002-01-08,221.836
2002-01-09,221.595
2002-01-10,221.771
2002-01-11,222.499
2002-01-14,222.122
2002-01-15,219.352
2002-01-16,217.16
2002-01-17,217.724
2002-01-18,220.597
2002-01-21,220.554
2002-01-22,220.993
2002-01-23,221.294
2002-01-24,222.617
2002-01-25,218.241
2002-01-28,219.098
2002-01-29,220.271
2002-01-30,218.773
2002-01-31,218.066
2002-02-01,218.137
2002-02-04,221.476
2002-02-05,221.985
2002-02-06,222.875
2002-02-07,222.976
2002-02-08,224.141
2002-02-11,226.904
2002-02-12,227.361
2002-02-13,226.56
2002-02-14,226.562
2002-02-15,226.972
2002-02-18,224.739
2002-02-19,225.229
2002-02-20,224.412
2002-02-21,224.413
2002-02-22,225.297
2002-02-25,222.364
2002-02-26,223.064
2002-02-27,223.758
2002-02-28,222.806
2002-03-01,222.9
2002-03-04,226.63
2002-03-05,225.919
2002-03-06,227.695
2002-03-07,228.034
2002-03-08,226.844
2002-03-11,227.944
2002-03-12,226.97
2002-03-13,228.444
2002-03-14,230.69
2002-03-15,231.134
2002-03-18,231.774
2002-03-19,235.869
2002-03-20,240.494
2002-03-21,238.94
2002-03-22,239.991
2002-03-25,238.948
2002-03-26,238.718
2002-03-27,238.127
2002-03-28,238.268
2002-03-29,238.268
2002-04-01,240.22
2002-04-02,240.378
2002-04-03,241.089
2002-04-04,240.932
2002-04-05,239.596
2002-04-08,238.434
2002-04-09,238.647
2002-04-10,238.358
2002-04-11,240.256
2002-04-12,239.903
2002-04-15,240.051
2002-04-16,241.659
2002-04-17,244.736
2002-04-18,247.172
2002-04-19,248.425
2002-04-22,248.049
2002-04-23,249.158
2002-04-24,249.439
2002-04-25,250.527
2002-04-26,249.518
2002-04-29,246.971
2002-04-30,247.973
2002-05-01,249.376
2002-05-02,248.71
2002-05-03,251.619
2002-05-06,254.113
2002-05-07,251.314
2002-05-08,251.732
2002-05-09,252.029
2002-05-10,254.197
2002-05-13,254.487
2002-05-14,252.365
2002-05-15,254.993
2002-05-16,255.16
2002-05-17,257.962
2002-05-20,257.424
2002-05-21,256.059
2002-05-22,255.528
2002-05-23,253.773
2002-05-24,254.827
2002-05-27,253.854
2002-05-28,258.415
2002-05-29,257.476
2002-05-30,259.222
2002-05-31,257.37
2002-06-03,258.981
2002-06-04,257.148
2002-06-05,257.143
2002-06-06,258.301
2002-06-07,256.275
2002-06-10,253.699
2002-06-11,254.432
2002-06-12,252.926
2002-06-13,248.357
2002-06-14,244.72
2002-06-17,247.999
2002-06-18,250.016
2002-06-19,251.788
2002-06-20,249.933
2002-06-21,251.222
2002-06-24,248.844
2002-06-25,248.106
2002-06-26,251.19
2002-06-27,252.255
2002-06-28,256.296
2002-07-01,256.267
2002-07-02,253.981
2002-07-03,250.322
2002-07-04,252.636
2002-07-05,252.865
2002-07-08,256.825
2002-07-09,260.168
2002-07-10,254.513
2002-07-11,249.67
2002-07-12,251.794
2002-07-15,251.993
2002-07-16,248.042
2002-07-17,249.062
2002-07-18,250.749
2002-07-19,249.915
2002-07-22,244.132
2002-07-23,235.276
2002-07-24,230.012
2002-07-25,243.7
2002-07-26,241.307
2002-07-29,241.82
2002-07-30,239.173
2002-07-31,241.306
2002-08-01,238.365
2002-08-02,237.632
2002-08-05,233.323
2002-08-06,227.295
2002-08-07,231.181
2002-08-08,232.132
2002-08-09,233.195
2002-08-12,233.068
2002-08-13,232.736
2002-08-14,232.691
2002-08-15,233.493
2002-08-16,232.329
2002-08-19,232.512
2002-08-20,234.573
2002-08-21,237.114
2002-08-22,236.854
2002-08-23,242.777
2002-08-26,242.256
2002-08-27,245.868
2002-08-28,242.69
2002-08-29,239.99
2002-08-30,237.785
2002-09-02,240.417
2002-09-03,241.531
2002-09-04,238.136
2002-09-05,235.132
2002-09-06,230.81
2002-09-09,229.75
2002-09-10,229.841
2002-09-11,232.541
2002-09-12,230.89
2002-09-13,230.216
2002-09-16,228.781
2002-09-17,228.56
2002-09-18,225.556
2002-09-19,225.611
2002-09-20,221.638
2002-09-23,217.715
2002-09-24,209.552
2002-09-25,210.379
2002-09-26,214.857
2002-09-27,216.135
2002-09-30,213.619
2002-10-01,214.641
2002-10-02,219.124
2002-10-03,215.33
2002-10-04,213.847
2002-10-07,209.924
2002-10-08,207.288
2002-10-09,205.159
2002-10-10,202.035
2002-10-11,209.287
2002-10-14,206.475
2002-10-15,218.018
2002-10-16,218.082
2002-10-17,222.641
2002-10-18,221.146
2002-10-21,221.732
2002-10-22,223.237
2002-10-23,220.055
2002-10-24,222.932
2002-10-25,221.224
2002-10-28,221.859
2002-10-29,219.763
2002-10-30,220.198
2002-10-31,221.954
2002-11-01,225.688
2002-11-04,226.541
2002-11-05,229.744
2002-11-06,230.675
2002-11-07,232.858
2002-11-08,231.652
2002-11-11,231.897
2002-11-12,232.404
2002-11-13,230.259
2002-11-14,232.663
2002-11-15,234.668
2002-11-18,236.494
2002-11-19,237.636
2002-11-20,236.064
2002-11-21,236.797
2002-11-22,237.014
2002-11-25,236.601
2002-11-26,235.553
2002-11-27,237.668
2002-11-28,238.612
2002-11-29,236.898
2002-12-02,239.46
2002-12-03,237.34
2002-12-04,238.03
2002-12-05,239.9
2002-12-06,239.76
2002-12-09,237.536
2002-12-10,237.263
2002-12-11,239.647
2002-12-12,239.507
2002-12-13,238.893
2002-12-16,238.883
2002-12-17,242.042
2002-12-18,241.284
2002-12-19,242.202
2002-12-20,242.814
2002-12-23,243.408
2002-12-24,244.127
2002-12-25,244.127
2002-12-26,244.743
2002-12-27,246.381
2002-12-30,249.0
2002-12-31,250.792
2003-01-01,250.792
2003-01-02,249.033
2003-01-03,251.455
2003-01-06,252.393
2003-01-07,250.729
2003-01-08,247.092
2003-01-09,249.118
2003-01-10,251.834
2003-01-13,251.195
2003-01-14,253.279
2003-01-15,252.062
2003-01-16,252.943
2003-01-17,252.906
2003-01-20,253.04
2003-01-21,252.783
2003-01-22,249.484
2003-01-23,249.273
2003-01-24,250.508
2003-01-27,245.388
2003-01-28,245.782
2003-01-29,245.163
2003-01-30,244.236
2003-01-31,245.654
2003-02-03,244.409
2003-02-04,245.743
2003-02-05,244.066
2003-02-06,241.218
2003-02-07,239.276
2003-02-10,235.101
2003-02-11,236.244
2003-02-12,235.333
2003-02-13,237.335
2003-02-14,239.781
2003-02-17,240.061
2003-02-18,240.702
2003-02-19,239.93
2003-02-20,240.795
2003-02-21,240.913
2003-02-24,236.221
2003-02-25,231.116
2003-02-26,230.537
2003-02-27,226.41
2003-02-28,229.746
2003-03-03,230.987
2003-03-04,231.127
2003-03-05,229.407
2003-03-06,227.212
2003-03-07,226.234
2003-03-10,221.053
2003-03-11,215.701
2003-03-12,215.02
2003-03-13,224.427
2003-03-14,229.867
2003-03-17,231.239
2003-03-18,229.363
2003-03-19,227.85
2003-03-20,228.184
2003-03-21,229.69
2003-03-24,229.01
2003-03-25,228.156
2003-03-26,230.307
2003-03-27,230.481
2003-03-28,230.741
2003-03-31,232.094
2003-04-01,234.352
2003-04-02,234.94
2003-04-03,235.944
2003-04-04,237.88
2003-04-07,243.574
2003-04-08,240.407
2003-04-09,240.515
2003-04-10,242.532
2003-04-11,241.688
2003-04-14,242.893
2003-04-15,247.015
2003-04-16,249.275
2003-04-17,249.268
2003-04-18,249.268
2003-04-21,248.193
2003-04-22,249.806
2003-04-23,252.643
2003-04-24,253.685
2003-04-25,251.092
2003-04-28,251.327
2003-04-29,255.036
2003-04-30,259.732
2003-05-01,262.117
2003-05-02,259.764
2003-05-05,265.218
2003-05-06,268.306
2003-05-07,275.906
2003-05-08,279.773
2003-05-09,281.786
2003-05-12,285.249
2003-05-13,289.173
2003-05-14,292.183
2003-05-15,288.646
2003-05-16,292.2
2003-05-19,288.753
2003-05-20,291.64
2003-05-21,290.113
2003-05-22,292.902
2003-05-23,294.878
2003-05-26,295.213
2003-05-27,295.944
2003-05-28,298.239
2003-05-29,303.598
2003-05-30,305.73
2003-06-02,300.732
2003-06-03,303.585
2003-06-04,308.939
2003-06-05,309.149
2003-06-06,311.371
2003-06-09,313.621
2003-06-10,309.414
2003-06-11,311.06
2003-06-12,311.315
2003-06-13,309.684
2003-06-16,310.537
2003-06-17,312.191
2003-06-18,310.387
2003-06-19,307.522
2003-06-20,308.977
2003-06-23,306.044
2003-06-24,301.225
2003-06-25,303.516
2003-06-26,299.896
2003-06-27,303.697
2003-06-30,305.315
2003-07-01,305.942
2003-07-02,305.967
2003-07-03,307.018
2003-07-04,305.795
2003-07-07,304.455
2003-07-08,303.972
2003-07-09,306.055
2003-07-10,304.92
2003-07-11,304.275
2003-07-14,306.673
2003-07-15,305.674
2003-07-16,305.354
2003-07-17,303.884
2003-07-18,304.618
2003-07-21,309.874
2003-07-22,310.552
2003-07-23,314.676
2003-07-24,315.509
2003-07-25,318.244
2003-07-28,317.378
2003-07-29,316.17
2003-07-30,314.068
2003-07-31,311.014
2003-08-01,327.517
2003-08-04,327.572
2003-08-05,328.37
2003-08-06,327.181
2003-08-07,329.329
2003-08-08,329.261
2003-08-11,329.648
2003-08-12,327.909
2003-08-13,329.735
2003-08-14,331.253
2003-08-15,332.825
2003-08-18,331.923
2003-08-19,331.19
2003-08-20,330.885
2003-08-21,328.835
2003-08-22,326.882
2003-08-25,329.035
2003-08-26,326.925
2003-08-27,327.053
2003-08-28,328.101
2003-08-29,329.067
2003-09-01,328.125
2003-09-02,325.609
2003-09-03,328.89
2003-09-04,329.374
2003-09-05,333.957
2003-09-08,345.419
2003-09-09,348.107
2003-09-10,346.55
2003-09-11,346.323
2003-09-12,350.303
2003-09-15,351.923
2003-09-16,351.071
2003-09-17,351.477
2003-09-18,352.903
2003-09-19,355.35
2003-09-22,354.535
2003-09-23,350.81
2003-09-24,351.745
2003-09-25,348.262
2003-09-26,346.485
2003-09-29,347.289
2003-09-30,345.51
2003-10-01,348.938
2003-10-02,351.445
2003-10-03,356.229
2003-10-06,358.836
2003-10-07,358.395
2003-10-08,362.578
2003-10-09,361.313
2003-10-10,361.566
2003-10-13,361.241
2003-10-14,361.313
2003-10-15,361.388
2003-10-16,364.059
2003-10-17,362.974
2003-10-20,363.7
2003-10-21,364.535
2003-10-22,363.174
2003-10-23,361.794
2003-10-24,363.295
2003-10-27,362.135
2003-10-28,362.216
2003-10-29,362.272
2003-10-30,369.112
2003-10-31,373.373
2003-11-03,370.199
2003-11-04,373.645
2003-11-05,372.668
2003-11-06,377.584
2003-11-07,381.131
2003-11-10,381.924
2003-11-11,380.236
2003-11-12,385.871
2003-11-13,387.587
2003-11-14,388.907
2003-11-17,384.638
2003-11-18,384.702
2003-11-19,381.922
2003-11-20,382.29
2003-11-21,382.674
2003-11-24,380.372
2003-11-25,384.798
2003-11-26,388.789
2003-11-27,387.612
2003-11-28,388.217
2003-12-01,388.789
2003-12-02,393.04
2003-12-03,394.126
2003-12-04,394.303
2003-12-05,395.683
2003-12-08,396.56
2003-12-09,398.065
2003-12-10,397.155
2003-12-11,391.886
2003-12-12,393.919
2003-12-15,397.552
2003-12-16,397.144
2003-12-17,400.08
2003-12-18,401.6
2003-12-19,401.168
2003-12-22,404.624
2003-12-23,407.924
2003-12-24,408.93
2003-12-25,408.93
2003-12-26,408.766
2003-12-29,410.128
2003-12-30,412.191
2003-12-31,415.426
2004-01-01,415.426
2004-01-02,415.138
2004-01-05,417.07
2004-01-06,421.453
2004-01-07,422.597
2004-01-08,425.947
2004-01-09,431.765
2004-01-12,429.271
2004-01-13,428.331
2004-01-14,428.415
2004-01-15,426.762
2004-01-16,422.299
2004-01-19,424.772
2004-01-20,431.457
2004-01-21,432.82
2004-01-22,437.883
2004-01-23,439.344
2004-01-26,436.237
2004-01-27,439.369
2004-01-28,437.766
2004-01-29,426.512
2004-01-30,427.985
2004-02-02,431.945
2004-02-03,438.922
2004-02-04,436.751
2004-02-05,439.181
2004-02-06,441.599
2004-02-09,441.793
2004-02-10,442.96
2004-02-11,442.306
2004-02-12,448.321
2004-02-13,443.864
2004-02-16,446.199
2004-02-17,448.093
2004-02-18,449.024
2004-02-19,442.922
2004-02-20,437.661
2004-02-23,437.74
2004-02-24,440.601
2004-02-25,435.382
2004-02-26,430.927
2004-02-27,431.959
2004-03-01,431.785
2004-03-02,427.091
2004-03-03,422.205
2004-03-04,426.399
2004-03-05,434.537
2004-03-08,430.433
2004-03-09,428.726
2004-03-10,421.218
2004-03-11,414.422
2004-03-12,411.246
2004-03-15,408.009
2004-03-16,409.461
2004-03-17,409.974
2004-03-18,414.261
2004-03-19,409.008
2004-03-22,405.704
2004-03-23,404.473
2004-03-24,401.306
2004-03-25,402.333
2004-03-26,401.008
2004-03-29,401.328
2004-03-30,403.552
2004-03-31,408.754
2004-04-01,412.72
2004-04-02,409.352
2004-04-05,407.944
2004-04-06,410.938
2004-04-07,415.004
2004-04-08,413.099
2004-04-09,413.099
2004-04-12,411.938
2004-04-13,407.565
2004-04-14,407.281
2004-04-15,405.9
2004-04-16,409.11
2004-04-19,407.93
2004-04-20,405.073
2004-04-21,403.054
2004-04-22,403.3
2004-04-23,404.378
2004-04-26,404.892
2004-04-27,404.91
2004-04-28,399.122
2004-04-29,399.809
2004-04-30,401.035
2004-05-03,399.855
2004-05-04,402.224
2004-05-05,405.596
2004-05-06,400.815
2004-05-07,396.411
2004-05-10,387.775
2004-05-11,387.606
2004-05-12,389.507
2004-05-13,390.264
2004-05-14,392.453
2004-05-17,392.706
2004-05-18,391.68
2004-05-19,399.329
2004-05-20,395.431
2004-05-21,398.65
2004-05-24,396.663
2004-05-25,400.634
2004-05-26,403.307
2004-05-27,412.428
2004-05-28,411.935
2004-05-31,412.15
2004-06-01,409.845
2004-06-02,413.705
2004-06-03,412.187
2004-06-04,414.857
2004-06-07,419.619
2004-06-08,419.132
2004-06-09,412.606
2004-06-10,412.14
2004-06-11,409.989
2004-06-14,413.355
2004-06-15,413.688
2004-06-16,411.655
2004-06-17,414.665
2004-06-18,418.335
2004-06-21,416.894
2004-06-22,417.212
2004-06-23,415.593
2004-06-24,419.537
2004-06-25,419.18
2004-06-28,424.083
2004-06-29,422.981
2004-06-30,427.982
2004-07-01,428.719
2004-07-02,434.212
2004-07-05,434.227
2004-07-06,432.027
2004-07-07,434.408
2004-07-08,438.287
2004-07-09,438.425
2004-07-12,437.7
2004-07-13,436.02
2004-07-14,438.692
2004-07-15,438.659
2004-07-16,439.665
2004-07-19,437.086
2004-07-20,437.113
2004-07-21,433.559
2004-07-22,432.955
2004-07-23,426.61
2004-07-26,428.113
2004-07-27,423.672
2004-07-28,423.832
2004-07-29,426.536
2004-07-30,426.21
2004-08-02,428.344
2004-08-03,434.044
2004-08-04,433.638
2004-08-05,432.601
2004-08-06,437.133
2004-08-09,433.489
2004-08-10,437.525
2004-08-11,434.109
2004-08-12,433.433
2004-08-13,434.893
2004-08-16,437.062
2004-08-17,438.371
2004-08-18,436.196
2004-08-19,441.188
2004-08-20,440.086
2004-08-23,437.93
2004-08-24,436.357
2004-08-25,435.427
2004-08-26,437.254
2004-08-27,438.339
2004-08-30,438.25
2004-08-31,441.416
2004-09-01,444.024
2004-09-02,445.934
2004-09-03,445.796
2004-09-06,446.209
2004-09-07,446.743
2004-09-08,447.604
2004-09-09,449.577
2004-09-10,454.055
2004-09-13,452.83
2004-09-14,453.971
2004-09-15,449.996
2004-09-16,449.966
2004-09-17,453.628
2004-09-20,452.352
2004-09-21,458.408
2004-09-22,457.35
2004-09-23,456.867
2004-09-24,455.124
2004-09-27,453.262
2004-09-28,455.058
2004-09-29,458.338
2004-09-30,461.971
2004-10-01,463.29
2004-10-04,463.791
2004-10-05,470.362
2004-10-06,470.615
2004-10-07,474.786
2004-10-08,479.512
2004-10-11,474.809
2004-10-12,467.993
2004-10-13,465.421
2004-10-14,471.055
2004-10-15,473.207
2004-10-18,477.505
2004-10-19,480.713
2004-10-20,479.835
2004-10-21,482.461
2004-10-22,484.022
2004-10-25,487.417
2004-10-26,486.903
2004-10-27,488.276
2004-10-28,486.973
2004-10-29,488.209
2004-11-01,490.552
2004-11-02,490.966
2004-11-03,497.056
2004-11-04,501.066
2004-11-05,506.777
2004-11-08,507.815
2004-11-09,509.555
2004-11-10,511.531
2004-11-11,513.247
2004-11-12,516.294
2004-11-15,520.445
2004-11-16,519.392
2004-11-17,522.382
2004-11-18,519.937
2004-11-19,523.48
2004-11-22,529.654
2004-11-23,536.87
2004-11-24,543.637
2004-11-25,549.796
2004-11-26,553.348
2004-11-29,555.202
2004-11-30,557.73
2004-12-01,560.366
2004-12-02,559.65
2004-12-03,566.288
2004-12-06,569.013
2004-12-07,569.206
2004-12-08,562.897
2004-12-09,561.065
2004-12-10,556.84
2004-12-13,565.099
2004-12-14,568.328
2004-12-15,573.882
2004-12-16,565.021
2004-12-17,562.863
2004-12-20,573.11
2004-12-21,569.542
2004-12-22,570.569
2004-12-23,576.554
2004-12-24,577.43
2004-12-27,583.436
2004-12-28,585.789
2004-12-29,585.863
2004-12-30,586.94
2004-12-31,586.754
2005-01-03,585.851
2005-01-04,581.642
2005-01-05,580.264
2005-01-06,575.935
2005-01-07,575.084
2005-01-10,579.489
2005-01-11,579.929
2005-01-12,582.863
2005-01-13,578.816
2005-01-14,575.13
2005-01-17,581.588
2005-01-18,581.641
2005-01-19,583.164
2005-01-20,579.973
2005-01-21,585.446
2005-01-24,587.361
2005-01-25,582.031
2005-01-26,581.189
2005-01-27,580.104
2005-01-28,579.64
2005-01-31,581.389
2005-02-01,583.832
2005-02-02,589.391
2005-02-03,585.414
2005-02-04,588.672
2005-02-07,588.148
2005-02-08,586.124
2005-02-09,590.983
2005-02-10,597.046
2005-02-11,602.456
2005-02-14,607.13
2005-02-15,608.103
2005-02-16,608.598
2005-02-17,612.497
2005-02-18,608.556
2005-02-21,610.807
2005-02-22,613.666
2005-02-23,602.658
2005-02-24,608.554
2005-02-25,613.199
2005-02-28,620.421
2005-03-01,617.843
2005-03-02,613.972
2005-03-03,615.119
2005-03-04,624.793
2005-03-07,626.697
2005-03-08,632.871
2005-03-09,631.788
2005-03-10,632.438
2005-03-11,634.573
2005-03-14,624.413
2005-03-15,624.744
2005-03-16,630.391
2005-03-17,627.877
2005-03-18,620.856
2005-03-21,615.194
2005-03-22,615.087
2005-03-23,600.727
2005-03-24,602.462
2005-03-25,602.462
2005-03-28,598.234
2005-03-29,600.659
2005-03-30,603.06
2005-03-31,606.62
2005-04-01,608.737
2005-04-04,601.542
2005-04-05,602.164
2005-04-06,607.606
2005-04-07,614.156
2005-04-08,612.929
2005-04-11,617.901
2005-04-12,612.51
2005-04-13,616.585
2005-04-14,607.153
2005-04-15,606.571
2005-04-18,595.486
2005-04-19,601.188
2005-04-20,604.159
2005-04-21,604.468
2005-04-22,604.26
2005-04-25,600.149
2005-04-26,599.702
2005-04-27,592.329
2005-04-28,586.204
2005-04-29,587.815
2005-05-02,584.676
2005-05-03,588.082
2005-05-04,587.151
2005-05-05,586.407
2005-05-06,584.037
2005-05-09,580.389
2005-05-10,580.884
2005-05-11,578.086
2005-05-12,574.219
2005-05-13,568.757
2005-05-16,566.497
2005-05-17,565.211
2005-05-18,570.697
2005-05-19,572.048
2005-05-20,569.311
2005-05-23,572.965
2005-05-24,572.676
2005-05-25,574.948
2005-05-26,571.77
2005-05-27,575.024
2005-05-30,570.358
2005-05-31,566.675
2005-06-01,565.867
2005-06-02,569.825
2005-06-03,570.527
2005-06-06,568.935
2005-06-07,569.028
2005-06-08,569.971
2005-06-09,562.968
2005-06-10,563.531
2005-06-13,560.669
2005-06-14,563.953
2005-06-15,575.571
2005-06-16,575.093
2005-06-17,582.215
2005-06-20,574.256
2005-06-21,575.692
2005-06-22,577.571
2005-06-23,575.428
2005-06-24,577.21
2005-06-27,580.198
2005-06-28,576.092
2005-06-29,578.031
2005-06-30,577.65
2005-07-01,574.061
2005-07-04,573.215
2005-07-05,572.373
2005-07-06,576.349
2005-07-07,573.271
2005-07-08,578.575
2005-07-11,587.857
2005-07-12,594.89
2005-07-13,590.525
2005-07-14,593.507
2005-07-15,588.608
2005-07-18,591.692
2005-07-19,592.129
2005-07-20,593.314
2005-07-21,601.657
2005-07-22,600.745
2005-07-25,596.88
2005-07-26,597.524
2005-07-27,600.977
2005-07-28,605.011
2005-07-29,607.205
2005-08-01,613.008
2005-08-02,614.801
2005-08-03,621.377
2005-08-04,623.321
2005-08-05,623.254
2005-08-08,626.776
2005-08-09,631.292
2005-08-10,637.036
2005-08-11,637.497
2005-08-12,638.081
2005-08-15,636.723
2005-08-16,637.455
2005-08-17,640.842
2005-08-18,629.877
2005-08-19,629.37
2005-08-22,635.932
2005-08-23,631.709
2005-08-24,635.618
2005-08-25,632.35
2005-08-26,633.793
2005-08-29,630.42
2005-08-30,628.228
2005-08-31,636.168
2005-09-01,648.727
2005-09-02,657.104
2005-09-05,658.175
2005-09-06,659.899
2005-09-07,660.204
2005-09-08,658.156
2005-09-09,660.607
2005-09-12,656.78
2005-09-13,658.261
2005-09-14,660.167
2005-09-15,658.018
2005-09-16,660.722
2005-09-19,663.202
2005-09-20,665.653
2005-09-21,665.34
2005-09-22,658.452
2005-09-23,656.657
2005-09-26,659.189
2005-09-27,657.082
2005-09-28,661.181
2005-09-29,661.433
2005-09-30,669.599
2005-10-03,663.875
2005-10-04,667.803
2005-10-05,666.457
2005-10-06,666.012
2005-10-07,663.751
2005-10-10,660.474
2005-10-11,657.138
2005-10-12,659.264
2005-10-13,644.204
2005-10-14,648.929
2005-10-17,649.623
2005-10-18,640.875
2005-10-19,631.147
2005-10-20,635.68
2005-10-21,630.636
2005-10-24,636.558
2005-10-25,648.324
2005-10-26,648.97
2005-10-27,640.909
2005-10-28,636.723
2005-10-31,638.423
2005-11-01,638.459
2005-11-02,641.984
2005-11-03,642.1
2005-11-04,630.236
2005-11-07,635.768
2005-11-08,634.087
2005-11-09,630.258
