Date,CANADA IMI GROWTH IMI (Large+Mid+Small Cap)
2023-11-30,1505.599
2023-12-29,1585.549
2024-01-31,1590.239
2024-02-29,1618.33
2024-03-29,1680.898
2024-04-30,1626.099
2024-05-31,1667.54
2024-06-28,1652.03
2024-07-31,1715.129
2024-08-30,1754.928
2024-09-30,1778.778
2024-10-31,1754.437
2024-11-29,1878.649
2024-12-31,1759.859
2025-01-31,1823.444
2025-02-28,1825.263
2025-03-31,1787.345
2025-04-30,1862.077
2025-05-30,1986.201
2025-06-30,2066.974
2025-07-31,2065.204
2025-08-29,2181.965
