Date,CANADA IMI GROWTH IMI (Large+Mid+Small Cap)
2001-09-10,321.127
2001-09-11,307.262
2001-09-12,309.887
2001-09-13,307.227
2001-09-14,298.993
2001-09-17,299.223
2001-09-18,294.083
2001-09-19,289.928
2001-09-20,281.468
2001-09-21,282.163
2001-09-24,287.229
2001-09-25,289.565
2001-09-26,284.553
2001-09-27,285.195
2001-09-28,292.301
2001-10-01,290.901
2001-10-02,293.838
2001-10-03,297.709
2001-10-04,299.824
2001-10-05,300.803
2001-10-08,301.239
2001-10-09,301.428
2001-10-10,304.303
2001-10-11,310.293
2001-10-12,309.219
2001-10-15,306.804
2001-10-16,309.583
2001-10-17,303.881
2001-10-18,299.72
2001-10-19,299.893
2001-10-22,301.788
2001-10-23,303.591
2001-10-24,303.105
2001-10-25,305.275
2001-10-26,308.009
2001-10-29,304.067
2001-10-30,297.777
2001-10-31,299.17
2001-11-01,302.161
2001-11-02,302.857
2001-11-05,304.311
2001-11-06,305.102
2001-11-07,307.383
2001-11-08,307.386
2001-11-09,308.292
2001-11-12,308.387
2001-11-13,313.266
2001-11-14,314.93
2001-11-15,309.14
2001-11-16,312.209
2001-11-19,319.338
2001-11-20,316.302
2001-11-21,312.265
2001-11-22,315.661
2001-11-23,316.715
2001-11-26,318.457
2001-11-27,319.625
2001-11-28,318.875
2001-11-29,321.531
2001-11-30,325.125
2001-12-03,322.37
2001-12-04,328.541
2001-12-05,336.493
2001-12-06,335.797
2001-12-07,335.846
2001-12-10,332.515
2001-12-11,332.335
2001-12-12,334.982
2001-12-13,326.933
2001-12-14,326.91
2001-12-17,330.264
2001-12-18,330.304
2001-12-19,326.82
2001-12-20,325.013
2001-12-21,327.343
2001-12-24,326.435
2001-12-25,326.435
2001-12-26,326.348
2001-12-27,331.105
2001-12-28,333.507
2001-12-31,334.955
2002-01-01,334.955
2002-01-02,332.604
2002-01-03,337.94
2002-01-04,339.547
2002-01-07,339.669
2002-01-08,336.729
2002-01-09,336.415
2002-01-10,332.353
2002-01-11,332.691
2002-01-14,328.87
2002-01-15,331.14
2002-01-16,328.401
2002-01-17,327.786
2002-01-18,325.456
2002-01-21,323.109
2002-01-22,321.827
2002-01-23,323.219
2002-01-24,328.031
2002-01-25,326.183
2002-01-28,324.296
2002-01-29,325.556
2002-01-30,324.337
2002-01-31,328.254
2002-02-01,331.092
2002-02-04,325.769
2002-02-05,321.944
2002-02-06,321.223
2002-02-07,318.856
2002-02-08,322.631
2002-02-11,327.297
2002-02-12,324.606
2002-02-13,326.099
2002-02-14,324.826
2002-02-15,324.247
2002-02-18,325.385
2002-02-19,322.224
2002-02-20,319.072
2002-02-21,318.328
2002-02-22,317.534
2002-02-25,319.173
2002-02-26,319.809
2002-02-27,324.177
2002-02-28,324.016
2002-03-01,329.137
2002-03-04,337.317
2002-03-05,338.852
2002-03-06,343.326
2002-03-07,347.508
2002-03-08,344.617
2002-03-11,345.797
2002-03-12,341.8
2002-03-13,340.392
2002-03-14,338.117
2002-03-15,340.541
2002-03-18,343.727
2002-03-19,345.506
2002-03-20,346.143
2002-03-21,343.351
2002-03-22,344.071
2002-03-25,336.152
2002-03-26,335.309
2002-03-27,338.697
2002-03-28,339.47
2002-03-29,339.47
2002-04-01,340.64
2002-04-02,341.764
2002-04-03,340.651
2002-04-04,338.853
2002-04-05,337.55
2002-04-08,335.222
2002-04-09,333.53
2002-04-10,335.512
2002-04-11,331.734
2002-04-12,333.236
2002-04-15,334.771
2002-04-16,341.912
2002-04-17,344.019
2002-04-18,341.767
2002-04-19,344.383
2002-04-22,341.324
2002-04-23,337.579
2002-04-24,338.043
2002-04-25,338.193
2002-04-26,335.232
2002-04-29,330.981
2002-04-30,333.935
2002-05-01,334.937
2002-05-02,335.671
2002-05-03,336.833
2002-05-06,333.167
2002-05-07,331.345
2002-05-08,338.81
2002-05-09,336.222
2002-05-10,335.914
2002-05-13,338.973
2002-05-14,341.983
2002-05-15,341.894
2002-05-16,344.111
2002-05-17,347.325
2002-05-20,347.722
2002-05-21,346.162
2002-05-22,344.678
2002-05-23,347.389
2002-05-24,344.727
2002-05-27,345.395
2002-05-28,344.274
2002-05-29,340.869
2002-05-30,337.973
2002-05-31,340.887
2002-06-03,338.779
2002-06-04,336.446
2002-06-05,333.222
2002-06-06,331.754
2002-06-07,330.275
2002-06-10,327.443
2002-06-11,325.907
2002-06-12,324.157
2002-06-13,321.044
2002-06-14,318.885
2002-06-17,324.953
2002-06-18,324.439
2002-06-19,322.269
2002-06-20,323.26
2002-06-21,321.998
2002-06-24,324.216
2002-06-25,322.494
2002-06-26,318.609
2002-06-27,320.669
2002-06-28,321.536
2002-07-01,322.072
2002-07-02,313.477
2002-07-03,311.955
2002-07-04,312.204
2002-07-05,317.756
2002-07-08,317.599
2002-07-09,315.976
2002-07-10,310.162
2002-07-11,306.305
2002-07-12,304.256
2002-07-15,296.297
2002-07-16,297.37
2002-07-17,295.347
2002-07-18,295.368
2002-07-19,290.171
2002-07-22,279.26
2002-07-23,265.008
2002-07-24,275.369
2002-07-25,272.029
2002-07-26,271.364
2002-07-29,280.381
2002-07-30,283.162
2002-07-31,283.803
2002-08-01,281.093
2002-08-02,279.661
2002-08-05,278.655
2002-08-06,276.949
2002-08-07,277.024
2002-08-08,283.71
2002-08-09,286.591
2002-08-12,283.134
2002-08-13,280.981
2002-08-14,282.647
2002-08-15,284.029
2002-08-16,285.577
2002-08-19,287.994
2002-08-20,286.332
2002-08-21,289.211
2002-08-22,294.848
2002-08-23,287.376
2002-08-26,291.125
2002-08-27,290.339
2002-08-28,285.349
2002-08-29,284.713
2002-08-30,285.351
2002-09-02,286.186
2002-09-03,279.518
2002-09-04,280.554
2002-09-05,277.261
2002-09-06,278.677
2002-09-09,281.08
2002-09-10,281.453
2002-09-11,283.746
2002-09-12,278.142
2002-09-13,276.811
2002-09-16,277.088
2002-09-17,272.141
2002-09-18,267.069
2002-09-19,264.438
2002-09-20,264.153
2002-09-23,258.086
2002-09-24,257.796
2002-09-25,263.493
2002-09-26,263.821
2002-09-27,261.052
2002-09-30,261.507
2002-10-01,262.792
2002-10-02,258.531
2002-10-03,255.044
2002-10-04,250.524
2002-10-07,245.733
2002-10-08,243.687
2002-10-09,238.459
2002-10-10,242.97
2002-10-11,251.38
2002-10-14,251.874
2002-10-15,261.85
2002-10-16,259.236
2002-10-17,265.464
2002-10-18,266.801
2002-10-21,269.779
2002-10-22,267.301
2002-10-23,268.517
2002-10-24,268.875
2002-10-25,270.49
2002-10-28,274.021
2002-10-29,267.99
2002-10-30,270.323
2002-10-31,268.137
2002-11-01,271.932
2002-11-04,276.406
2002-11-05,276.154
2002-11-06,278.512
2002-11-07,275.608
2002-11-08,274.325
2002-11-11,268.841
2002-11-12,270.352
2002-11-13,267.686
2002-11-14,271.116
2002-11-15,274.224
2002-11-18,274.494
2002-11-19,271.132
2002-11-20,274.844
2002-11-21,279.015
2002-11-22,276.593
2002-11-25,279.178
2002-11-26,274.186
2002-11-27,279.497
2002-11-28,280.645
2002-11-29,279.525
2002-12-02,285.835
2002-12-03,285.651
2002-12-04,284.017
2002-12-05,280.394
2002-12-06,280.976
2002-12-09,276.911
2002-12-10,281.831
2002-12-11,281.773
2002-12-12,283.8
2002-12-13,283.616
2002-12-16,285.858
2002-12-17,283.51
2002-12-18,279.759
2002-12-19,278.816
2002-12-20,279.402
2002-12-23,283.52
2002-12-24,282.653
2002-12-25,282.653
2002-12-26,282.016
2002-12-27,278.316
2002-12-30,277.33
2002-12-31,277.633
2003-01-01,277.633
2003-01-02,283.975
2003-01-03,287.107
2003-01-06,290.627
2003-01-07,288.446
2003-01-08,285.226
2003-01-09,288.928
2003-01-10,291.571
2003-01-13,292.342
2003-01-14,291.885
2003-01-15,292.173
2003-01-16,293.318
2003-01-17,291.03
2003-01-20,290.899
2003-01-21,289.073
2003-01-22,290.647
2003-01-23,294.078
2003-01-24,292.497
2003-01-27,286.82
2003-01-28,285.672
2003-01-29,287.708
2003-01-30,285.877
2003-01-31,286.527
2003-02-03,290.045
2003-02-04,289.625
2003-02-05,287.899
2003-02-06,286.722
2003-02-07,286.729
2003-02-10,284.152
2003-02-11,284.967
2003-02-12,283.649
2003-02-13,285.246
2003-02-14,286.085
2003-02-17,288.612
2003-02-18,290.079
2003-02-19,289.77
2003-02-20,291.978
2003-02-21,291.924
2003-02-24,292.67
2003-02-25,291.708
2003-02-26,292.373
2003-02-27,294.914
2003-02-28,294.751
2003-03-03,292.188
2003-03-04,292.122
2003-03-05,292.889
2003-03-06,290.008
2003-03-07,291.84
2003-03-10,288.729
2003-03-11,288.395
2003-03-12,285.014
2003-03-13,285.878
2003-03-14,285.24
2003-03-17,291.195
2003-03-18,292.305
2003-03-19,291.331
2003-03-20,293.28
2003-03-21,292.88
2003-03-24,287.366
2003-03-25,289.514
2003-03-26,289.656
2003-03-27,291.123
2003-03-28,292.977
2003-03-31,291.131
2003-04-01,289.872
2003-04-02,291.763
2003-04-03,291.387
2003-04-04,290.922
2003-04-07,290.182
2003-04-08,291.935
2003-04-09,291.413
2003-04-10,293.89
2003-04-11,294.922
2003-04-14,296.683
2003-04-15,298.232
2003-04-16,298.534
2003-04-17,300.952
2003-04-18,300.952
2003-04-21,303.486
2003-04-22,305.618
2003-04-23,305.793
2003-04-24,301.71
2003-04-25,299.836
2003-04-28,301.747
2003-04-29,301.441
2003-04-30,305.631
2003-05-01,308.901
2003-05-02,310.668
2003-05-05,315.01
2003-05-06,317.337
2003-05-07,317.004
2003-05-08,317.452
2003-05-09,320.504
2003-05-12,324.835
2003-05-13,322.487
2003-05-14,327.239
2003-05-15,328.969
2003-05-16,329.23
2003-05-19,330.988
2003-05-20,331.302
2003-05-21,332.392
2003-05-22,332.255
2003-05-23,329.569
2003-05-26,330.345
2003-05-27,334.606
2003-05-28,331.757
2003-05-29,333.744
2003-05-30,337.61
2003-06-02,342.299
2003-06-03,339.468
2003-06-04,347.721
2003-06-05,354.299
2003-06-06,351.558
2003-06-09,346.847
2003-06-10,347.585
2003-06-11,353.396
2003-06-12,353.857
2003-06-13,351.034
2003-06-16,354.48
2003-06-17,355.226
2003-06-18,355.861
2003-06-19,350.714
2003-06-20,349.978
2003-06-23,345.215
2003-06-24,342.941
2003-06-25,348.1
2003-06-26,346.312
2003-06-27,344.221
2003-06-30,344.045
2003-07-01,346.455
2003-07-02,349.964
2003-07-03,351.176
2003-07-04,350.439
2003-07-07,351.106
2003-07-08,347.437
2003-07-09,346.288
2003-07-10,341.291
2003-07-11,342.793
2003-07-14,346.212
2003-07-15,340.146
2003-07-16,338.384
2003-07-17,335.836
2003-07-18,334.808
2003-07-21,337.676
2003-07-22,339.435
2003-07-23,342.613
2003-07-24,348.094
2003-07-25,350.876
2003-07-28,350.619
2003-07-29,346.633
2003-07-30,342.388
2003-07-31,343.704
2003-08-01,346.125
2003-08-04,344.009
2003-08-05,343.61
2003-08-06,341.301
2003-08-07,346.52
2003-08-08,350.302
2003-08-11,354.88
2003-08-12,356.58
2003-08-13,356.826
2003-08-14,358.394
2003-08-15,358.083
2003-08-18,358.367
2003-08-19,358.652
2003-08-20,360.619
2003-08-21,360.075
2003-08-22,357.111
2003-08-25,358.345
2003-08-26,358.756
2003-08-27,359.742
2003-08-28,362.22
2003-08-29,364.886
2003-09-01,366.379
2003-09-02,366.564
2003-09-03,368.943
2003-09-04,374.153
2003-09-05,376.717
2003-09-08,379.988
2003-09-09,379.18
2003-09-10,376.54
2003-09-11,377.123
2003-09-12,377.245
2003-09-15,376.024
2003-09-16,379.797
2003-09-17,379.16
2003-09-18,377.798
2003-09-19,382.86
2003-09-22,382.456
2003-09-23,384.722
2003-09-24,381.886
2003-09-25,378.282
2003-09-26,370.16
2003-09-29,371.855
2003-09-30,371.752
2003-10-01,376.209
2003-10-02,379.99
2003-10-03,377.511
2003-10-06,379.98
2003-10-07,383.046
2003-10-08,383.184
2003-10-09,382.9
2003-10-10,387.464
2003-10-13,387.977
2003-10-14,391.976
2003-10-15,391.637
2003-10-16,396.308
2003-10-17,392.438
2003-10-20,389.854
2003-10-21,395.203
2003-10-22,396.071
2003-10-23,390.772
2003-10-24,389.625
2003-10-27,391.287
2003-10-28,393.644
2003-10-29,395.997
2003-10-30,395.172
2003-10-31,395.332
2003-11-03,395.163
2003-11-04,394.032
2003-11-05,395.209
2003-11-06,394.757
2003-11-07,398.321
2003-11-10,400.5
2003-11-11,398.034
2003-11-12,403.776
2003-11-13,402.964
2003-11-14,401.165
2003-11-17,399.144
2003-11-18,400.179
2003-11-19,403.503
2003-11-20,402.84
2003-11-21,399.692
2003-11-24,398.53
2003-11-25,400.008
2003-11-26,407.785
2003-11-27,407.64
2003-11-28,410.376
2003-12-01,414.659
2003-12-02,417.231
2003-12-03,417.382
2003-12-04,415.906
2003-12-05,417.844
2003-12-08,418.708
2003-12-09,412.999
2003-12-10,407.355
2003-12-11,407.408
2003-12-12,412.875
2003-12-15,410.929
2003-12-16,411.414
2003-12-17,413.533
2003-12-18,417.76
2003-12-19,414.477
2003-12-22,417.368
2003-12-23,420.632
2003-12-24,423.906
2003-12-25,423.906
2003-12-26,426.7
2003-12-29,434.09
2003-12-30,431.388
2003-12-31,436.806
2004-01-01,436.806
2004-01-02,441.864
2004-01-05,453.371
2004-01-06,453.763
2004-01-07,453.838
2004-01-08,456.275
2004-01-09,458.729
2004-01-12,457.694
2004-01-13,459.192
2004-01-14,451.0
2004-01-15,447.411
2004-01-16,452.548
2004-01-19,456.97
2004-01-20,465.601
2004-01-21,459.182
2004-01-22,454.938
2004-01-23,455.082
2004-01-26,453.294
2004-01-27,454.361
2004-01-28,444.036
2004-01-29,434.009
2004-01-30,443.442
2004-02-02,448.098
2004-02-03,449.679
2004-02-04,442.397
2004-02-05,445.858
2004-02-06,453.768
2004-02-09,457.835
2004-02-10,459.984
2004-02-11,462.596
2004-02-12,464.035
2004-02-13,464.234
2004-02-16,465.641
2004-02-17,469.267
2004-02-18,465.47
2004-02-19,456.556
2004-02-20,449.26
2004-02-23,448.503
2004-02-24,451.165
2004-02-25,452.463
2004-02-26,455.025
2004-02-27,460.115
2004-03-01,469.637
2004-03-02,462.527
2004-03-03,458.41
2004-03-04,460.55
2004-03-05,471.859
2004-03-08,466.027
2004-03-09,461.902
2004-03-10,447.021
2004-03-11,443.123
2004-03-12,445.561
2004-03-15,434.553
2004-03-16,441.288
2004-03-17,441.643
2004-03-18,442.924
2004-03-19,444.948
2004-03-22,438.358
2004-03-23,436.964
2004-03-24,430.315
2004-03-25,438.911
2004-03-26,442.876
2004-03-29,449.993
2004-03-30,456.817
2004-03-31,452.255
2004-04-01,456.97
2004-04-02,464.614
2004-04-05,464.675
2004-04-06,463.978
2004-04-07,461.112
2004-04-08,459.186
2004-04-09,459.186
2004-04-12,462.624
2004-04-13,453.009
2004-04-14,443.59
2004-04-15,444.36
2004-04-16,448.276
2004-04-19,447.692
2004-04-20,438.778
2004-04-21,435.609
2004-04-22,441.825
2004-04-23,440.607
2004-04-26,440.417
2004-04-27,436.518
2004-04-28,410.694
2004-04-29,407.222
2004-04-30,404.689
2004-05-03,406.19
2004-05-04,420.242
2004-05-05,418.11
2004-05-06,415.015
2004-05-07,405.242
2004-05-10,396.053
2004-05-11,401.518
2004-05-12,402.799
2004-05-13,398.67
2004-05-14,400.871
2004-05-17,400.073
2004-05-18,399.128
2004-05-19,406.512
2004-05-20,404.056
2004-05-21,406.99
2004-05-24,408.269
2004-05-25,415.681
2004-05-26,415.683
2004-05-27,421.544
2004-05-28,418.643
2004-05-31,423.424
2004-06-01,422.517
2004-06-02,420.844
2004-06-03,417.46
2004-06-04,421.669
2004-06-07,427.26
2004-06-08,425.958
2004-06-09,417.624
2004-06-10,418.057
2004-06-11,418.204
2004-06-14,412.752
2004-06-15,416.894
2004-06-16,420.18
2004-06-17,425.068
2004-06-18,428.931
2004-06-21,428.049
2004-06-22,432.24
2004-06-23,434.738
2004-06-24,439.744
2004-06-25,435.954
2004-06-28,434.393
2004-06-29,435.757
2004-06-30,442.3
2004-07-01,445.122
2004-07-02,443.298
2004-07-05,442.079
2004-07-06,440.699
2004-07-07,443.845
2004-07-08,441.616
2004-07-09,443.418
2004-07-12,440.392
2004-07-13,439.925
2004-07-14,442.235
2004-07-15,436.667
2004-07-16,438.573
2004-07-19,441.611
2004-07-20,439.561
2004-07-21,436.091
2004-07-22,436.76
2004-07-23,431.934
2004-07-26,425.249
2004-07-27,420.947
2004-07-28,426.51
2004-07-29,433.07
2004-07-30,432.2
2004-08-02,431.064
2004-08-03,435.636
2004-08-04,430.748
2004-08-05,423.849
2004-08-06,422.276
2004-08-09,421.379
2004-08-10,424.406
2004-08-11,415.357
2004-08-12,411.944
2004-08-13,419.921
2004-08-16,425.569
2004-08-17,423.974
2004-08-18,425.176
2004-08-19,434.285
2004-08-20,437.049
2004-08-23,432.967
2004-08-24,430.571
2004-08-25,434.253
2004-08-26,430.232
2004-08-27,432.312
2004-08-30,428.071
2004-08-31,432.588
2004-09-01,437.998
2004-09-02,440.091
2004-09-03,435.247
2004-09-06,436.42
2004-09-07,440.261
2004-09-08,438.683
2004-09-09,443.133
2004-09-10,443.583
2004-09-13,447.497
2004-09-14,448.982
2004-09-15,444.029
2004-09-16,447.256
2004-09-17,445.958
2004-09-20,449.461
2004-09-21,459.456
2004-09-22,457.352
2004-09-23,458.321
2004-09-24,459.561
2004-09-27,456.366
2004-09-28,463.793
2004-09-29,467.346
2004-09-30,470.944
2004-10-01,476.63
2004-10-04,475.757
2004-10-05,480.41
2004-10-06,486.933
2004-10-07,484.399
2004-10-08,485.499
2004-10-11,483.931
2004-10-12,477.959
2004-10-13,470.676
2004-10-14,476.43
2004-10-15,477.64
2004-10-18,477.883
2004-10-19,474.286
2004-10-20,484.094
2004-10-21,488.064
2004-10-22,487.062
2004-10-25,492.382
2004-10-26,496.042
2004-10-27,494.29
2004-10-28,493.044
2004-10-29,498.661
2004-11-01,496.761
2004-11-02,495.166
2004-11-03,499.942
2004-11-04,504.289
2004-11-05,504.357
2004-11-08,505.115
2004-11-09,504.732
2004-11-10,503.789
2004-11-11,505.217
2004-11-12,507.73
2004-11-15,503.359
2004-11-16,509.137
2004-11-17,514.269
2004-11-18,506.249
2004-11-19,510.084
2004-11-22,518.6
2004-11-23,517.8
2004-11-24,523.094
2004-11-25,526.979
2004-11-26,528.408
2004-11-29,527.198
2004-11-30,521.791
2004-12-01,523.379
2004-12-02,517.799
2004-12-03,514.968
2004-12-06,513.039
2004-12-07,503.065
2004-12-08,497.761
2004-12-09,500.841
2004-12-10,497.395
2004-12-13,501.941
2004-12-14,500.115
2004-12-15,506.801
2004-12-16,502.553
2004-12-17,505.429
2004-12-20,509.96
2004-12-21,511.879
2004-12-22,508.17
2004-12-23,509.528
2004-12-24,516.053
2004-12-27,519.141
2004-12-28,518.992
2004-12-29,515.249
2004-12-30,521.75
2004-12-31,524.036
2005-01-03,518.267
2005-01-04,502.857
2005-01-05,495.099
2005-01-06,495.208
2005-01-07,491.697
2005-01-10,498.189
2005-01-11,501.864
2005-01-12,511.496
2005-01-13,508.725
2005-01-14,505.927
2005-01-17,507.64
2005-01-18,509.033
2005-01-19,505.267
2005-01-20,501.578
2005-01-21,504.574
2005-01-24,506.621
2005-01-25,502.638
2005-01-26,510.384
2005-01-27,507.804
2005-01-28,504.167
2005-01-31,509.605
2005-02-01,514.737
2005-02-02,517.848
2005-02-03,516.767
2005-02-04,519.652
2005-02-07,514.806
2005-02-08,517.898
2005-02-09,519.257
2005-02-10,529.998
2005-02-11,535.874
2005-02-14,539.018
2005-02-15,537.683
2005-02-16,539.66
2005-02-17,542.359
2005-02-18,546.254
2005-02-21,545.417
2005-02-22,546.757
2005-02-23,543.668
2005-02-24,541.189
2005-02-25,549.507
2005-02-28,547.615
2005-03-01,545.63
2005-03-02,550.684
2005-03-03,552.539
2005-03-04,564.353
2005-03-07,559.711
2005-03-08,568.327
2005-03-09,564.419
2005-03-10,556.456
2005-03-11,559.652
2005-03-14,559.919
2005-03-15,558.613
2005-03-16,562.544
2005-03-17,570.09
2005-03-18,567.27
2005-03-21,559.531
2005-03-22,559.158
2005-03-23,546.247
2005-03-24,544.059
2005-03-25,544.032
2005-03-28,537.577
2005-03-29,536.514
2005-03-30,540.388
2005-03-31,553.214
2005-04-01,555.43
2005-04-04,551.693
2005-04-05,549.046
2005-04-06,550.99
2005-04-07,550.152
2005-04-08,545.09
2005-04-11,543.903
2005-04-12,537.362
2005-04-13,527.522
2005-04-14,519.996
2005-04-15,512.955
2005-04-18,513.885
2005-04-19,523.525
2005-04-20,521.371
2005-04-21,525.761
2005-04-22,525.328
2005-04-25,528.474
2005-04-26,525.885
2005-04-27,516.544
2005-04-28,509.221
2005-04-29,513.165
2005-05-02,517.248
2005-05-03,513.89
2005-05-04,522.626
2005-05-05,527.213
2005-05-06,529.53
2005-05-09,535.3
2005-05-10,531.71
2005-05-11,524.474
2005-05-12,515.209
2005-05-13,507.336
2005-05-16,505.288
2005-05-17,510.714
2005-05-18,514.354
2005-05-19,518.052
2005-05-20,515.963
2005-05-23,518.789
2005-05-24,524.557
2005-05-25,524.121
2005-05-26,528.338
2005-05-27,534.575
2005-05-30,540.961
2005-05-31,535.639
2005-06-01,543.875
2005-06-02,541.637
2005-06-03,544.594
2005-06-06,543.693
2005-06-07,539.692
2005-06-08,543.997
2005-06-09,542.876
2005-06-10,547.703
2005-06-13,548.401
2005-06-14,548.668
2005-06-15,559.093
2005-06-16,567.727
2005-06-17,569.235
2005-06-20,573.282
2005-06-21,568.064
2005-06-22,572.025
2005-06-23,570.258
2005-06-24,569.622
2005-06-27,572.021
2005-06-28,573.733
2005-06-29,575.547
2005-06-30,569.126
2005-07-01,561.744
2005-07-04,563.763
2005-07-05,570.711
2005-07-06,578.35
2005-07-07,579.373
2005-07-08,588.345
2005-07-11,592.555
2005-07-12,598.045
2005-07-13,596.837
2005-07-14,589.087
2005-07-15,586.609
2005-07-18,586.485
2005-07-19,591.672
2005-07-20,593.59
2005-07-21,594.916
2005-07-22,600.436
2005-07-25,597.295
2005-07-26,591.203
2005-07-27,597.719
2005-07-28,599.868
2005-07-29,600.74
2005-08-01,607.137
2005-08-02,623.306
2005-08-03,622.537
2005-08-04,629.4
2005-08-05,620.86
2005-08-08,630.315
2005-08-09,626.984
2005-08-10,633.647
2005-08-11,641.355
2005-08-12,645.086
2005-08-15,636.739
2005-08-16,628.189
2005-08-17,619.566
2005-08-18,609.281
2005-08-19,619.913
2005-08-22,627.145
2005-08-23,629.162
2005-08-24,632.585
2005-08-25,636.833
2005-08-26,628.765
2005-08-29,632.383
2005-08-30,634.074
2005-08-31,643.95
2005-09-01,655.316
2005-09-02,652.13
2005-09-05,651.335
2005-09-06,654.437
2005-09-07,656.614
2005-09-08,656.304
2005-09-09,670.653
2005-09-12,662.454
2005-09-13,661.565
2005-09-14,668.365
2005-09-15,664.409
2005-09-16,669.898
2005-09-19,678.721
2005-09-20,671.804
2005-09-21,676.392
2005-09-22,666.954
2005-09-23,665.775
2005-09-26,671.946
2005-09-27,671.466
2005-09-28,669.915
2005-09-29,673.773
2005-09-30,677.81
2005-10-03,679.037
2005-10-04,666.036
2005-10-05,646.223
2005-10-06,633.547
2005-10-07,644.134
2005-10-10,644.134
2005-10-11,643.544
2005-10-12,635.991
2005-10-13,622.842
2005-10-14,624.946
2005-10-17,634.242
2005-10-18,616.825
2005-10-19,622.418
2005-10-20,607.068
2005-10-21,610.017
2005-10-24,613.735
2005-10-25,621.647
2005-10-26,621.777
2005-10-27,619.556
2005-10-28,621.039
2005-10-31,623.934
2005-11-01,623.619
2005-11-02,641.291
2005-11-03,649.278
2005-11-04,650.323
2005-11-07,641.764
