Date,FRANCE IMI VALUE IMI (Large+Mid+Small Cap)
2001-10-16,343.684
2001-10-17,350.826
2001-10-18,343.167
2001-10-19,336.719
2001-10-22,339.47
2001-10-23,346.337
2001-10-24,351.72
2001-10-25,345.739
2001-10-26,352.066
2001-10-29,349.767
2001-10-30,341.905
2001-10-31,346.267
2001-11-01,350.533
2001-11-02,350.776
2001-11-05,355.711
2001-11-06,355.95
2001-11-07,360.037
2001-11-08,365.13
2001-11-09,360.855
2001-11-12,352.066
2001-11-13,360.469
2001-11-14,365.025
2001-11-15,370.036
2001-11-16,372.487
2001-11-19,374.972
2001-11-20,369.889
2001-11-21,363.52
2001-11-22,367.347
2001-11-23,365.076
2001-11-26,366.189
2001-11-27,361.12
2001-11-28,359.374
2001-11-29,359.483
2001-11-30,365.561
2001-12-03,363.015
2001-12-04,367.587
2001-12-05,378.905
2001-12-06,381.354
2001-12-07,379.71
2001-12-10,372.502
2001-12-11,371.728
2001-12-12,372.131
2001-12-13,363.429
2001-12-14,360.338
2001-12-17,372.64
2001-12-18,371.016
2001-12-19,368.814
2001-12-20,364.702
2001-12-21,365.335
2001-12-24,361.694
2001-12-25,361.694
2001-12-26,362.003
2001-12-27,370.334
2001-12-28,371.186
2001-12-31,374.806
2002-01-01,374.806
2002-01-02,379.259
2002-01-03,387.274
2002-01-04,387.071
2002-01-07,380.831
2002-01-08,378.291
2002-01-09,376.78
2002-01-10,373.788
2002-01-11,375.15
2002-01-14,369.331
2002-01-15,370.443
2002-01-16,360.361
2002-01-17,363.047
2002-01-18,361.266
2002-01-21,358.877
2002-01-22,359.835
2002-01-23,360.24
2002-01-24,362.294
2002-01-25,355.35
2002-01-28,358.46
2002-01-29,353.792
2002-01-30,347.374
2002-01-31,350.447
2002-02-01,350.016
2002-02-04,346.754
2002-02-05,340.651
2002-02-06,337.687
2002-02-07,340.895
2002-02-08,344.013
2002-02-11,350.286
2002-02-12,348.721
2002-02-13,348.089
2002-02-14,352.077
2002-02-15,348.505
2002-02-18,345.272
2002-02-19,339.005
2002-02-20,336.079
2002-02-21,340.887
2002-02-22,339.982
2002-02-25,342.641
2002-02-26,346.178
2002-02-27,349.495
2002-02-28,352.902
2002-03-01,354.71
2002-03-04,366.806
2002-03-05,365.494
2002-03-06,369.645
2002-03-07,374.541
2002-03-08,374.188
2002-03-11,370.527
2002-03-12,365.205
2002-03-13,364.62
2002-03-14,368.879
2002-03-15,372.579
2002-03-18,375.791
2002-03-19,378.904
2002-03-20,377.238
2002-03-21,375.353
2002-03-22,376.409
2002-03-25,374.335
2002-03-26,376.138
2002-03-27,375.012
2002-03-28,379.873
2002-03-29,379.873
2002-04-01,382.987
2002-04-02,379.441
2002-04-03,379.15
2002-04-04,373.358
2002-04-05,370.016
2002-04-08,361.863
2002-04-09,365.043
2002-04-10,370.235
2002-04-11,366.318
2002-04-12,366.841
2002-04-15,370.816
2002-04-16,378.696
2002-04-17,381.332
2002-04-18,383.421
2002-04-19,384.403
2002-04-22,380.731
2002-04-23,380.073
2002-04-24,377.525
2002-04-25,374.798
2002-04-26,375.358
2002-04-29,374.548
2002-04-30,375.771
2002-05-01,377.898
2002-05-02,374.023
2002-05-03,373.605
2002-05-06,374.667
2002-05-07,368.567
2002-05-08,376.003
2002-05-09,375.48
2002-05-10,373.644
2002-05-13,374.719
2002-05-14,376.467
2002-05-15,382.581
2002-05-16,382.749
2002-05-17,389.059
2002-05-20,386.19
2002-05-21,385.286
2002-05-22,384.09
2002-05-23,382.645
2002-05-24,384.091
2002-05-27,383.341
2002-05-28,385.509
2002-05-29,385.664
2002-05-30,381.867
2002-05-31,383.845
2002-06-03,382.572
2002-06-04,372.763
2002-06-05,370.855
2002-06-06,374.682
2002-06-07,367.022
2002-06-10,367.351
2002-06-11,372.964
2002-06-12,365.9
2002-06-13,360.591
2002-06-14,350.329
2002-06-17,362.12
2002-06-18,363.506
2002-06-19,359.974
2002-06-20,353.337
2002-06-21,352.503
2002-06-24,342.509
2002-06-25,347.338
2002-06-26,345.972
2002-06-27,346.532
2002-06-28,361.722
2002-07-01,363.669
2002-07-02,344.711
2002-07-03,334.117
2002-07-04,338.431
2002-07-05,349.815
2002-07-08,354.843
2002-07-09,354.134
2002-07-10,340.408
2002-07-11,327.87
2002-07-12,327.066
2002-07-15,315.653
2002-07-16,316.628
2002-07-17,326.542
2002-07-18,331.72
2002-07-19,316.122
2002-07-22,298.02
2002-07-23,285.189
2002-07-24,278.408
2002-07-25,294.848
2002-07-26,290.573
2002-07-29,304.965
2002-07-30,306.275
2002-07-31,309.432
2002-08-01,296.367
2002-08-02,296.219
2002-08-05,287.233
2002-08-06,293.696
2002-08-07,293.993
2002-08-08,303.587
2002-08-09,310.57
2002-08-12,306.654
2002-08-13,307.676
2002-08-14,296.374
2002-08-15,304.49
2002-08-16,305.235
2002-08-19,314.504
2002-08-20,312.766
2002-08-21,322.021
2002-08-22,328.71
2002-08-23,322.237
2002-08-26,318.031
2002-08-27,330.198
2002-08-28,316.686
2002-08-29,308.423
2002-08-30,309.759
2002-09-02,303.603
2002-09-03,294.065
2002-09-04,293.689
2002-09-05,287.846
2002-09-06,295.621
2002-09-09,290.993
2002-09-10,296.893
2002-09-11,304.149
2002-09-12,291.932
2002-09-13,284.465
2002-09-16,281.146
2002-09-17,277.424
2002-09-18,267.965
2002-09-19,263.166
2002-09-20,260.175
2002-09-23,249.372
2002-09-24,242.098
2002-09-25,244.891
2002-09-26,260.292
2002-09-27,259.264
2002-09-30,245.252
2002-10-01,247.569
2002-10-02,256.901
2002-10-03,250.58
2002-10-04,238.262
2002-10-07,236.026
2002-10-08,232.48
2002-10-09,229.632
2002-10-10,239.227
2002-10-11,254.251
2002-10-14,252.342
2002-10-15,270.914
2002-10-16,271.552
2002-10-17,279.178
2002-10-18,278.303
2002-10-21,277.686
2002-10-22,273.582
2002-10-23,261.203
2002-10-24,268.773
2002-10-25,267.573
2002-10-28,275.866
2002-10-29,262.427
2002-10-30,273.169
2002-10-31,282.478
2002-11-01,280.369
2002-11-04,291.362
2002-11-05,296.311
2002-11-06,292.748
2002-11-07,286.275
2002-11-08,282.3
2002-11-11,280.975
2002-11-12,281.402
2002-11-13,278.449
2002-11-14,287.494
2002-11-15,290.061
2002-11-18,295.828
2002-11-19,292.314
2002-11-20,288.617
2002-11-21,301.347
2002-11-22,305.892
2002-11-25,300.929
2002-11-26,293.422
2002-11-27,299.292
2002-11-28,304.042
2002-11-29,305.487
2002-12-02,305.342
2002-12-03,299.742
2002-12-04,295.189
2002-12-05,291.223
2002-12-06,294.225
2002-12-09,286.345
2002-12-10,288.913
2002-12-11,293.869
2002-12-12,292.037
2002-12-13,288.453
2002-12-16,299.321
2002-12-17,298.781
2002-12-18,290.987
2002-12-19,287.256
2002-12-20,290.353
2002-12-23,289.254
2002-12-24,290.699
2002-12-25,290.699
2002-12-26,291.432
2002-12-27,286.97
2002-12-30,288.429
2002-12-31,293.634
2003-01-01,293.634
2003-01-02,303.446
2003-01-03,305.475
2003-01-06,309.845
2003-01-07,303.741
2003-01-08,296.78
2003-01-09,304.521
2003-01-10,308.208
2003-01-13,310.532
2003-01-14,314.092
2003-01-15,311.4
2003-01-16,311.77
2003-01-17,305.546
2003-01-20,302.199
2003-01-21,299.286
2003-01-22,294.539
2003-01-23,295.22
2003-01-24,294.322
2003-01-27,284.416
2003-01-28,284.904
2003-01-29,286.104
2003-01-30,292.388
2003-01-31,295.346
2003-02-03,299.032
2003-02-04,293.146
2003-02-05,295.351
2003-02-06,290.237
2003-02-07,285.352
2003-02-10,282.224
2003-02-11,288.108
2003-02-12,281.624
2003-02-13,282.686
2003-02-14,289.674
2003-02-17,292.967
2003-02-18,295.969
2003-02-19,289.785
2003-02-20,286.05
2003-02-21,286.8
2003-02-24,279.976
2003-02-25,267.595
2003-02-26,264.098
2003-02-27,271.672
2003-02-28,277.329
2003-03-03,277.639
2003-03-04,270.007
2003-03-05,270.562
2003-03-06,267.396
2003-03-07,263.146
2003-03-10,256.68
2003-03-11,254.7
2003-03-12,243.597
2003-03-13,254.952
2003-03-14,271.568
2003-03-17,277.799
2003-03-18,275.002
2003-03-19,277.73
2003-03-20,272.639
2003-03-21,281.996
2003-03-24,268.701
2003-03-25,275.103
2003-03-26,274.378
2003-03-27,269.411
2003-03-28,271.847
2003-03-31,264.374
2003-04-01,265.478
2003-04-02,273.249
2003-04-03,276.805
2003-04-04,280.001
2003-04-07,291.18
2003-04-08,287.383
2003-04-09,286.81
2003-04-10,281.082
2003-04-11,282.385
2003-04-14,288.262
2003-04-15,293.443
2003-04-16,293.349
2003-04-17,295.312
2003-04-18,295.312
2003-04-21,294.039
2003-04-22,299.972
2003-04-23,306.118
2003-04-24,301.956
2003-04-25,297.884
2003-04-28,305.513
2003-04-29,308.023
2003-04-30,313.27
2003-05-01,316.148
2003-05-02,315.874
2003-05-05,322.172
2003-05-06,331.029
2003-05-07,329.162
2003-05-08,321.647
2003-05-09,325.095
2003-05-12,326.276
2003-05-13,326.227
2003-05-14,326.298
2003-05-15,328.189
2003-05-16,331.36
2003-05-19,320.885
2003-05-20,320.809
2003-05-21,320.427
2003-05-22,323.766
2003-05-23,326.062
2003-05-26,327.054
2003-05-27,327.732
2003-05-28,330.256
2003-05-29,335.912
2003-05-30,336.631
2003-06-02,341.466
2003-06-03,341.34
2003-06-04,344.345
2003-06-05,347.93
2003-06-06,352.016
2003-06-09,349.78
2003-06-10,350.872
2003-06-11,358.203
2003-06-12,362.311
2003-06-13,358.766
2003-06-16,368.247
2003-06-17,369.302
2003-06-18,365.843
2003-06-19,360.184
2003-06-20,361.305
2003-06-23,350.43
2003-06-24,347.298
2003-06-25,349.591
2003-06-26,346.845
2003-06-27,347.031
2003-06-30,345.56
2003-07-01,341.695
2003-07-02,347.39
2003-07-03,349.831
2003-07-04,347.018
2003-07-07,355.758
2003-07-08,355.188
2003-07-09,352.019
2003-07-10,347.349
2003-07-11,350.5
2003-07-14,355.676
2003-07-15,353.705
2003-07-16,350.738
2003-07-17,347.62
2003-07-18,348.688
2003-07-21,347.125
2003-07-22,348.949
2003-07-23,350.55
2003-07-24,359.553
2003-07-25,356.923
2003-07-28,361.679
2003-07-29,360.028
2003-07-30,360.426
2003-07-31,361.376
2003-08-01,357.582
2003-08-04,358.093
2003-08-05,363.513
2003-08-06,357.342
2003-08-07,358.514
2003-08-08,359.108
2003-08-11,361.747
2003-08-12,363.318
2003-08-13,364.019
2003-08-14,368.846
2003-08-15,370.672
2003-08-18,370.03
2003-08-19,369.494
2003-08-20,366.992
2003-08-21,363.204
2003-08-22,361.797
2003-08-25,358.808
2003-08-26,353.992
2003-08-27,356.873
2003-08-28,360.954
2003-08-29,361.35
2003-09-01,366.915
2003-09-02,363.661
2003-09-03,370.588
2003-09-04,371.46
2003-09-05,373.218
2003-09-08,377.394
2003-09-09,374.864
2003-09-10,369.821
2003-09-11,369.827
2003-09-12,370.654
2003-09-15,372.426
2003-09-16,374.204
2003-09-17,376.713
2003-09-18,379.508
2003-09-19,377.612
2003-09-22,371.759
2003-09-23,369.589
2003-09-24,370.068
2003-09-25,367.456
2003-09-26,363.661
2003-09-29,362.433
2003-09-30,359.557
2003-10-01,368.404
2003-10-02,368.142
2003-10-03,377.374
2003-10-06,377.555
2003-10-07,377.123
2003-10-08,378.803
2003-10-09,384.958
2003-10-10,385.061
2003-10-13,386.665
2003-10-14,386.731
2003-10-15,387.691
2003-10-16,387.927
2003-10-17,383.645
2003-10-20,385.714
2003-10-21,385.291
2003-10-22,381.138
2003-10-23,377.413
2003-10-24,379.33
2003-10-27,383.284
2003-10-28,384.394
2003-10-29,387.647
2003-10-30,391.189
2003-10-31,388.774
2003-11-03,391.35
2003-11-04,391.413
2003-11-05,387.362
2003-11-06,387.363
2003-11-07,392.761
2003-11-10,390.754
2003-11-11,389.445
2003-11-12,394.132
2003-11-13,397.135
2003-11-14,403.556
2003-11-17,392.81
2003-11-18,394.941
2003-11-19,394.663
2003-11-20,392.96
2003-11-21,398.258
2003-11-24,397.678
2003-11-25,400.144
2003-11-26,405.556
2003-11-27,407.541
2003-11-28,408.801
2003-12-01,415.485
2003-12-02,418.994
2003-12-03,424.176
2003-12-04,422.523
2003-12-05,421.666
2003-12-08,421.494
2003-12-09,423.979
2003-12-10,422.778
2003-12-11,422.562
2003-12-12,428.108
2003-12-15,430.63
2003-12-16,430.892
2003-12-17,430.525
2003-12-18,432.841
2003-12-19,432.445
2003-12-22,434.295
2003-12-23,434.132
2003-12-24,436.378
2003-12-25,436.378
2003-12-26,436.203
2003-12-29,438.94
2003-12-30,441.937
2003-12-31,447.936
2004-01-01,447.936
2004-01-02,452.042
2004-01-05,457.14
2004-01-06,458.008
2004-01-07,452.018
2004-01-08,456.192
2004-01-09,460.161
2004-01-12,457.259
2004-01-13,458.901
2004-01-14,458.058
2004-01-15,458.62
2004-01-16,455.838
2004-01-19,457.261
2004-01-20,460.776
2004-01-21,464.16
2004-01-22,467.646
2004-01-23,467.321
2004-01-26,460.753
2004-01-27,466.348
2004-01-28,466.195
2004-01-29,452.495
2004-01-30,449.51
2004-02-02,454.475
2004-02-03,455.355
2004-02-04,450.817
2004-02-05,452.693
2004-02-06,458.81
2004-02-09,463.564
2004-02-10,465.218
2004-02-11,467.155
2004-02-12,473.176
2004-02-13,468.458
2004-02-16,472.658
2004-02-17,475.901
2004-02-18,476.43
2004-02-19,476.055
2004-02-20,469.927
2004-02-23,471.522
2004-02-24,469.768
2004-02-25,466.292
2004-02-26,462.103
2004-02-27,463.672
2004-03-01,466.376
2004-03-02,466.359
2004-03-03,457.898
2004-03-04,462.561
2004-03-05,469.98
2004-03-08,469.997
2004-03-09,464.875
2004-03-10,461.073
2004-03-11,448.117
2004-03-12,444.816
2004-03-15,436.22
2004-03-16,443.112
2004-03-17,446.883
2004-03-18,446.359
2004-03-19,446.769
2004-03-22,438.466
2004-03-23,436.521
2004-03-24,431.231
2004-03-25,436.931
2004-03-26,438.004
2004-03-29,445.334
2004-03-30,445.647
2004-03-31,449.794
2004-04-01,458.335
2004-04-02,459.17
2004-04-05,460.073
2004-04-06,459.32
2004-04-07,461.484
2004-04-08,461.078
2004-04-09,461.078
2004-04-12,459.783
2004-04-13,457.859
2004-04-14,452.583
2004-04-15,451.554
2004-04-16,459.412
2004-04-19,457.935
2004-04-20,459.607
2004-04-21,453.266
2004-04-22,456.146
2004-04-23,457.763
2004-04-26,458.31
2004-04-27,460.915
2004-04-28,452.017
2004-04-29,449.543
2004-04-30,448.063
2004-05-03,452.73
2004-05-04,457.668
2004-05-05,462.503
2004-05-06,449.647
2004-05-07,442.269
2004-05-10,427.368
2004-05-11,432.56
2004-05-12,430.535
2004-05-13,434.786
2004-05-14,434.237
2004-05-17,433.321
2004-05-18,434.901
2004-05-19,447.042
2004-05-20,439.443
2004-05-21,443.309
2004-05-24,446.446
2004-05-25,449.571
2004-05-26,455.586
2004-05-27,462.872
2004-05-28,457.008
2004-05-31,459.561
2004-06-01,455.558
2004-06-02,459.659
2004-06-03,460.738
2004-06-04,466.625
2004-06-07,472.032
2004-06-08,471.063
2004-06-09,461.72
2004-06-10,463.551
2004-06-11,459.917
2004-06-14,456.488
2004-06-15,461.207
2004-06-16,462.401
2004-06-17,465.254
2004-06-18,472.308
2004-06-21,470.387
2004-06-22,464.829
2004-06-23,467.504
2004-06-24,474.367
2004-06-25,471.233
2004-06-28,476.622
2004-06-29,471.583
2004-06-30,471.661
2004-07-01,469.37
2004-07-02,471.109
2004-07-05,470.085
2004-07-06,466.988
2004-07-07,469.321
2004-07-08,472.383
2004-07-09,472.468
2004-07-12,471.435
2004-07-13,468.855
2004-07-14,470.358
2004-07-15,465.039
2004-07-16,468.051
2004-07-19,465.717
2004-07-20,464.496
2004-07-21,462.77
2004-07-22,457.195
2004-07-23,450.93
2004-07-26,448.055
2004-07-27,450.164
2004-07-28,451.16
2004-07-29,460.0
2004-07-30,459.488
2004-08-02,457.498
2004-08-03,462.424
2004-08-04,458.527
2004-08-05,460.609
2004-08-06,457.737
2004-08-09,453.455
2004-08-10,460.316
2004-08-11,453.687
2004-08-12,454.27
2004-08-13,457.417
2004-08-16,460.331
2004-08-17,460.572
2004-08-18,460.309
2004-08-19,463.551
2004-08-20,462.361
2004-08-23,463.81
2004-08-24,460.691
2004-08-25,460.203
2004-08-26,464.182
2004-08-27,465.662
2004-08-30,465.417
2004-08-31,465.516
2004-09-01,467.941
2004-09-02,469.405
2004-09-03,469.512
2004-09-06,470.71
2004-09-07,471.307
2004-09-08,472.682
2004-09-09,471.139
2004-09-10,479.184
2004-09-13,482.521
2004-09-14,482.422
2004-09-15,475.861
2004-09-16,475.34
2004-09-17,480.742
2004-09-20,478.291
2004-09-21,486.925
2004-09-22,482.183
2004-09-23,479.904
2004-09-24,480.489
2004-09-27,480.615
2004-09-28,483.6
2004-09-29,485.15
2004-09-30,483.928
2004-10-01,494.44
2004-10-04,492.704
2004-10-05,495.776
2004-10-06,495.307
2004-10-07,493.605
2004-10-08,496.702
2004-10-11,494.802
2004-10-12,487.055
2004-10-13,486.115
2004-10-14,487.171
2004-10-15,490.763
2004-10-18,491.308
2004-10-19,495.053
2004-10-20,493.52
2004-10-21,496.421
2004-10-22,498.521
2004-10-25,493.542
2004-10-26,494.365
2004-10-27,501.769
2004-10-28,505.203
2004-10-29,501.981
2004-11-01,506.391
2004-11-02,508.255
2004-11-03,512.603
2004-11-04,515.343
2004-11-05,518.69
2004-11-08,519.478
2004-11-09,516.959
2004-11-10,519.134
2004-11-11,524.307
2004-11-12,524.782
2004-11-15,522.684
2004-11-16,519.869
2004-11-17,528.429
2004-11-18,524.862
2004-11-19,523.133
2004-11-22,520.035
2004-11-23,523.664
2004-11-24,525.197
2004-11-25,533.392
2004-11-26,532.251
2004-11-29,532.16
2004-11-30,529.633
2004-12-01,536.449
2004-12-02,535.243
2004-12-03,535.166
2004-12-06,534.962
2004-12-07,537.08
2004-12-08,529.047
2004-12-09,525.509
2004-12-10,527.625
2004-12-13,535.133
2004-12-14,536.348
2004-12-15,541.071
2004-12-16,536.692
2004-12-17,526.776
2004-12-20,536.712
2004-12-21,535.202
2004-12-22,540.36
2004-12-23,547.618
2004-12-24,549.174
2004-12-27,551.895
2004-12-28,551.635
2004-12-29,551.136
2004-12-30,553.368
2004-12-31,550.581
2005-01-03,549.4
2005-01-04,543.529
2005-01-05,538.417
2005-01-06,539.519
2005-01-07,537.597
2005-01-10,539.573
2005-01-11,538.869
2005-01-12,539.941
2005-01-13,539.608
2005-01-14,539.671
2005-01-17,542.483
2005-01-18,540.548
2005-01-19,540.953
2005-01-20,533.9
2005-01-21,538.529
2005-01-24,539.664
2005-01-25,540.886
2005-01-26,545.415
2005-01-27,545.38
2005-01-28,541.574
2005-01-31,548.019
2005-02-01,551.644
2005-02-02,555.712
2005-02-03,549.903
2005-02-04,553.957
2005-02-07,552.307
2005-02-08,549.273
2005-02-09,548.571
2005-02-10,553.63
2005-02-11,560.779
2005-02-14,563.906
2005-02-15,566.762
2005-02-16,564.769
2005-02-17,568.741
2005-02-18,571.898
2005-02-21,568.784
2005-02-22,572.554
2005-02-23,567.719
2005-02-24,569.212
2005-02-25,577.992
2005-02-28,580.481
2005-03-01,578.76
2005-03-02,575.781
2005-03-03,576.09
2005-03-04,586.269
2005-03-07,585.254
2005-03-08,590.553
2005-03-09,588.781
2005-03-10,586.506
2005-03-11,590.194
2005-03-14,587.263
2005-03-15,589.143
2005-03-16,584.879
2005-03-17,584.062
2005-03-18,583.079
2005-03-21,575.961
2005-03-22,577.417
2005-03-23,566.538
2005-03-24,570.163
2005-03-25,570.163
2005-03-28,566.162
2005-03-29,568.186
2005-03-30,566.407
2005-03-31,568.896
2005-04-01,569.164
2005-04-04,560.898
2005-04-05,565.86
2005-04-06,567.969
2005-04-07,572.839
2005-04-08,569.315
2005-04-11,574.473
2005-04-12,569.579
2005-04-13,571.027
2005-04-14,563.532
2005-04-15,556.993
2005-04-18,548.889
2005-04-19,552.226
2005-04-20,551.871
2005-04-21,552.781
2005-04-22,557.351
2005-04-25,554.858
2005-04-26,554.357
2005-04-27,544.2
2005-04-28,541.443
2005-04-29,541.421
2005-05-02,543.097
2005-05-03,547.142
2005-05-04,552.973
2005-05-05,557.764
2005-05-06,556.018
2005-05-09,553.464
2005-05-10,553.315
2005-05-11,548.318
2005-05-12,548.381
2005-05-13,545.603
2005-05-16,542.608
2005-05-17,542.671
2005-05-18,553.767
2005-05-19,556.496
2005-05-20,552.985
2005-05-23,557.844
2005-05-24,557.914
2005-05-25,558.778
2005-05-26,560.326
2005-05-27,562.195
2005-05-30,562.313
2005-05-31,554.605
2005-06-01,559.324
2005-06-02,562.08
2005-06-03,558.265
2005-06-06,556.512
2005-06-07,561.686
2005-06-08,563.662
2005-06-09,555.408
2005-06-10,555.722
2005-06-13,553.173
2005-06-14,552.15
2005-06-15,554.097
2005-06-16,556.767
2005-06-17,566.921
2005-06-20,557.655
2005-06-21,561.58
2005-06-22,563.483
2005-06-23,561.562
2005-06-24,557.691
2005-06-27,554.31
2005-06-28,555.189
2005-06-29,560.989
2005-06-30,564.151
2005-07-01,562.029
2005-07-04,557.183
2005-07-05,555.776
2005-07-06,559.533
2005-07-07,551.597
2005-07-08,558.499
2005-07-11,571.748
2005-07-12,576.368
2005-07-13,575.173
2005-07-14,579.946
2005-07-15,577.208
2005-07-18,578.049
2005-07-19,581.867
2005-07-20,582.792
2005-07-21,592.678
2005-07-22,589.117
2005-07-25,586.088
2005-07-26,583.894
2005-07-27,588.23
2005-07-28,594.072
2005-07-29,594.765
2005-08-01,598.85
2005-08-02,604.378
2005-08-03,609.301
2005-08-04,607.091
2005-08-05,602.03
2005-08-08,604.569
2005-08-09,610.873
2005-08-10,619.021
2005-08-11,619.852
2005-08-12,614.957
2005-08-15,611.218
2005-08-16,607.215
2005-08-17,604.495
2005-08-18,594.675
2005-08-19,597.915
2005-08-22,602.789
2005-08-23,595.227
2005-08-24,596.089
2005-08-25,590.262
2005-08-26,587.726
2005-08-29,586.703
2005-08-30,582.315
2005-08-31,592.438
2005-09-01,602.375
2005-09-02,603.591
2005-09-05,606.994
2005-09-06,612.485
2005-09-07,613.883
2005-09-08,610.111
2005-09-09,614.179
2005-09-12,607.553
2005-09-13,601.991
2005-09-14,605.23
2005-09-15,601.515
2005-09-16,604.999
2005-09-19,598.583
2005-09-20,603.991
2005-09-21,597.776
2005-09-22,589.967
2005-09-23,590.77
2005-09-26,601.486
2005-09-27,597.898
2005-09-28,608.133
2005-09-29,605.139
2005-09-30,610.849
2005-10-03,607.647
2005-10-04,614.149
2005-10-05,608.386
2005-10-06,610.712
2005-10-07,608.371
2005-10-10,605.35
2005-10-11,604.92
2005-10-12,603.396
2005-10-13,592.676
2005-10-14,604.743
2005-10-17,602.143
2005-10-18,593.823
2005-10-19,582.171
2005-10-20,585.431
2005-10-21,584.745
2005-10-24,589.244
2005-10-25,592.276
2005-10-26,593.626
2005-10-27,589.079
2005-10-28,584.267
2005-10-31,591.635
2005-11-01,593.884
2005-11-02,596.407
2005-11-03,602.951
2005-11-04,592.194
2005-11-07,592.372
