Date,GERMANY MID CAP Mid Cap
2001-11-09,313.399
2001-11-12,312.324
2001-11-13,311.697
2001-11-14,314.382
2001-11-15,315.365
2001-11-16,318.791
2001-11-19,319.786
2001-11-20,318.81
2001-11-21,316.53
2001-11-22,318.405
2001-11-23,318.083
2001-11-26,318.17
2001-11-27,318.312
2001-11-28,314.899
2001-11-29,314.918
2001-11-30,319.251
2001-12-03,317.738
2001-12-04,320.617
2001-12-05,323.183
2001-12-06,323.603
2001-12-07,319.87
2001-12-10,318.249
2001-12-11,318.013
2001-12-12,318.263
2001-12-13,315.274
2001-12-14,314.221
2001-12-17,318.738
2001-12-18,319.964
2001-12-19,316.934
2001-12-20,315.09
2001-12-21,312.489
2001-12-24,309.37
2001-12-25,309.37
2001-12-26,309.634
2001-12-27,315.639
2001-12-28,316.924
2001-12-31,320.013
2002-01-01,320.013
2002-01-02,324.736
2002-01-03,328.104
2002-01-04,328.073
2002-01-07,326.658
2002-01-08,325.688
2002-01-09,325.024
2002-01-10,326.151
2002-01-11,324.759
2002-01-14,324.435
2002-01-15,322.456
2002-01-16,317.314
2002-01-17,321.181
2002-01-18,322.734
2002-01-21,323.577
2002-01-22,323.174
2002-01-23,325.536
2002-01-24,324.952
2002-01-25,319.58
2002-01-28,319.257
2002-01-29,318.128
2002-01-30,319.03
2002-01-31,319.881
2002-02-01,319.826
2002-02-04,321.138
2002-02-05,320.745
2002-02-06,318.27
2002-02-07,315.612
2002-02-08,315.159
2002-02-11,320.416
2002-02-12,319.661
2002-02-13,319.413
2002-02-14,318.46
2002-02-15,319.973
2002-02-18,317.102
2002-02-19,315.407
2002-02-20,314.674
2002-02-21,317.114
2002-02-22,318.752
2002-02-25,317.891
2002-02-26,318.321
2002-02-27,318.32
2002-02-28,319.498
2002-03-01,322.576
2002-03-04,327.696
2002-03-05,325.694
2002-03-06,329.538
2002-03-07,332.273
2002-03-08,332.207
2002-03-11,333.079
2002-03-12,330.037
2002-03-13,329.228
2002-03-14,332.389
2002-03-15,334.194
2002-03-18,334.552
2002-03-19,336.027
2002-03-20,337.462
2002-03-21,335.818
2002-03-22,334.777
2002-03-25,332.691
2002-03-26,333.137
2002-03-27,330.84
2002-03-28,332.478
2002-03-29,332.478
2002-04-01,335.203
2002-04-02,334.547
2002-04-03,332.923
2002-04-04,332.614
2002-04-05,333.265
2002-04-08,329.112
2002-04-09,331.188
2002-04-10,333.629
2002-04-11,333.789
2002-04-12,332.062
2002-04-15,333.224
2002-04-16,335.341
2002-04-17,337.112
2002-04-18,337.306
2002-04-19,336.877
2002-04-22,335.216
2002-04-23,335.695
2002-04-24,335.295
2002-04-25,334.492
2002-04-26,331.944
2002-04-29,333.261
2002-04-30,333.06
2002-05-01,334.945
2002-05-02,334.2
2002-05-03,336.716
2002-05-06,338.38
2002-05-07,334.814
2002-05-08,336.254
2002-05-09,335.057
2002-05-10,335.831
2002-05-13,336.222
2002-05-14,334.616
2002-05-15,337.072
2002-05-16,336.199
2002-05-17,339.93
2002-05-20,340.583
2002-05-21,339.739
2002-05-22,341.323
2002-05-23,337.321
2002-05-24,336.77
2002-05-27,336.825
2002-05-28,340.112
2002-05-29,340.269
2002-05-30,340.017
2002-05-31,338.746
2002-06-03,338.768
2002-06-04,334.36
2002-06-05,332.941
2002-06-06,334.179
2002-06-07,332.565
2002-06-10,330.789
2002-06-11,331.246
2002-06-12,329.431
2002-06-13,325.549
2002-06-14,316.833
2002-06-17,322.915
2002-06-18,320.444
2002-06-19,321.495
2002-06-20,317.558
2002-06-21,317.608
2002-06-24,313.771
2002-06-25,311.898
2002-06-26,313.344
2002-06-27,317.735
2002-06-28,325.093
2002-07-01,324.273
2002-07-02,319.1
2002-07-03,315.687
2002-07-04,315.947
2002-07-05,323.693
2002-07-08,328.123
2002-07-09,327.755
2002-07-10,316.935
2002-07-11,306.464
2002-07-12,306.715
2002-07-15,302.087
2002-07-16,301.051
2002-07-17,302.828
2002-07-18,304.513
2002-07-19,299.19
2002-07-22,285.855
2002-07-23,274.149
2002-07-24,275.523
2002-07-25,272.572
2002-07-26,274.814
2002-07-29,284.856
2002-07-30,286.413
2002-07-31,279.497
2002-08-01,277.457
2002-08-02,271.517
2002-08-05,261.026
2002-08-06,261.942
2002-08-07,262.584
2002-08-08,272.212
2002-08-09,276.113
2002-08-12,274.436
2002-08-13,271.778
2002-08-14,269.563
2002-08-15,270.102
2002-08-16,270.748
2002-08-19,274.02
2002-08-20,272.734
2002-08-21,279.421
2002-08-22,280.743
2002-08-23,280.829
2002-08-26,278.078
2002-08-27,280.226
2002-08-28,274.982
2002-08-29,274.289
2002-08-30,272.697
2002-09-02,270.571
2002-09-03,261.818
2002-09-04,258.645
2002-09-05,251.289
2002-09-06,256.206
2002-09-09,251.944
2002-09-10,253.917
2002-09-11,256.367
2002-09-12,254.51
2002-09-13,252.573
2002-09-16,245.866
2002-09-17,243.149
2002-09-18,238.425
2002-09-19,232.326
2002-09-20,235.533
2002-09-23,230.553
2002-09-24,222.975
2002-09-25,227.486
2002-09-26,231.747
2002-09-27,230.117
2002-09-30,223.146
2002-10-01,220.521
2002-10-02,221.3
2002-10-03,216.971
2002-10-04,213.838
2002-10-07,209.244
2002-10-08,206.013
2002-10-09,206.592
2002-10-10,214.173
2002-10-11,229.208
2002-10-14,230.041
2002-10-15,239.288
2002-10-16,239.922
2002-10-17,245.84
2002-10-18,245.78
2002-10-21,248.768
2002-10-22,245.58
2002-10-23,236.696
2002-10-24,241.371
2002-10-25,242.932
2002-10-28,250.265
2002-10-29,242.189
2002-10-30,244.107
2002-10-31,249.1
2002-11-01,247.465
2002-11-04,256.95
2002-11-05,260.006
2002-11-06,258.241
2002-11-07,254.956
2002-11-08,252.741
2002-11-11,249.767
2002-11-12,250.525
2002-11-13,248.664
2002-11-14,249.161
2002-11-15,249.092
2002-11-18,250.792
2002-11-19,250.251
2002-11-20,245.533
2002-11-21,249.49
2002-11-22,250.845
2002-11-25,249.37
2002-11-26,246.624
2002-11-27,250.966
2002-11-28,257.807
2002-11-29,262.095
2002-12-02,264.15
2002-12-03,260.66
2002-12-04,264.587
2002-12-05,261.462
2002-12-06,259.809
2002-12-09,249.922
2002-12-10,254.043
2002-12-11,259.979
2002-12-12,256.859
2002-12-13,256.204
2002-12-16,259.168
2002-12-17,257.005
2002-12-18,252.579
2002-12-19,246.382
2002-12-20,252.096
2002-12-23,248.285
2002-12-24,249.313
2002-12-25,249.313
2002-12-26,249.942
2002-12-27,245.151
2002-12-30,249.582
2002-12-31,250.561
2003-01-01,250.561
2003-01-02,256.474
2003-01-03,254.727
2003-01-06,255.964
2003-01-07,251.847
2003-01-08,243.0
2003-01-09,246.665
2003-01-10,249.217
2003-01-13,250.744
2003-01-14,253.749
2003-01-15,253.306
2003-01-16,255.621
2003-01-17,251.255
2003-01-20,251.525
2003-01-21,249.034
2003-01-22,246.891
2003-01-23,245.088
2003-01-24,241.926
2003-01-27,236.825
2003-01-28,235.907
2003-01-29,237.655
2003-01-30,235.671
2003-01-31,238.166
2003-02-03,239.285
2003-02-04,237.543
2003-02-05,240.169
2003-02-06,238.145
2003-02-07,231.668
2003-02-10,229.778
2003-02-11,228.542
2003-02-12,225.66
2003-02-13,223.704
2003-02-14,227.801
2003-02-17,228.018
2003-02-18,228.918
2003-02-19,226.169
2003-02-20,225.827
2003-02-21,226.899
2003-02-24,220.79
2003-02-25,215.643
2003-02-26,211.671
2003-02-27,215.975
2003-02-28,220.226
2003-03-03,220.584
2003-03-04,217.619
2003-03-05,216.329
2003-03-06,215.052
2003-03-07,215.03
2003-03-10,208.692
2003-03-11,207.786
2003-03-12,207.315
2003-03-13,212.605
2003-03-14,213.466
2003-03-17,217.915
2003-03-18,222.94
2003-03-19,224.554
2003-03-20,226.431
2003-03-21,233.105
2003-03-24,224.701
2003-03-25,231.432
2003-03-26,228.629
2003-03-27,230.265
2003-03-28,224.723
2003-03-31,225.61
2003-04-01,226.086
2003-04-02,232.18
2003-04-03,230.743
2003-04-04,236.531
2003-04-07,245.04
2003-04-08,244.962
2003-04-09,244.162
2003-04-10,242.148
2003-04-11,243.219
2003-04-14,244.682
2003-04-15,249.452
2003-04-16,252.081
2003-04-17,256.491
2003-04-18,256.491
2003-04-21,255.386
2003-04-22,262.377
2003-04-23,266.924
2003-04-24,261.216
2003-04-25,257.61
2003-04-28,262.714
2003-04-29,261.601
2003-04-30,267.391
2003-05-01,269.847
2003-05-02,272.766
2003-05-05,280.066
2003-05-06,285.707
2003-05-07,279.387
2003-05-08,269.85
2003-05-09,275.2
2003-05-12,275.623
2003-05-13,273.718
2003-05-14,273.9
2003-05-15,275.162
2003-05-16,276.887
2003-05-19,270.66
2003-05-20,269.873
2003-05-21,270.632
2003-05-22,276.142
2003-05-23,276.322
2003-05-26,278.005
2003-05-27,282.368
2003-05-28,280.431
2003-05-29,282.089
2003-05-30,286.128
2003-06-02,291.135
2003-06-03,288.123
2003-06-04,292.536
2003-06-05,297.532
2003-06-06,300.328
2003-06-09,298.798
2003-06-10,301.958
2003-06-11,308.855
2003-06-12,313.107
2003-06-13,308.357
2003-06-16,321.076
2003-06-17,320.538
2003-06-18,317.008
2003-06-19,312.422
2003-06-20,311.03
2003-06-23,301.617
2003-06-24,302.17
2003-06-25,304.73
2003-06-26,304.261
2003-06-27,302.07
2003-06-30,306.813
2003-07-01,304.712
2003-07-02,311.085
2003-07-03,312.967
2003-07-04,312.883
2003-07-07,317.819
2003-07-08,317.517
2003-07-09,315.204
2003-07-10,311.277
2003-07-11,316.047
2003-07-14,322.2
2003-07-15,321.303
2003-07-16,322.085
2003-07-17,318.008
2003-07-18,322.827
2003-07-21,319.569
2003-07-22,321.566
2003-07-23,322.841
2003-07-24,330.386
2003-07-25,330.333
2003-07-28,332.172
2003-07-29,332.348
2003-07-30,326.199
2003-07-31,324.839
2003-08-01,323.426
2003-08-04,325.083
2003-08-05,326.209
2003-08-06,319.304
2003-08-07,314.209
2003-08-08,308.929
2003-08-11,309.641
2003-08-12,313.747
2003-08-13,318.379
2003-08-14,320.346
2003-08-15,320.02
2003-08-18,322.431
2003-08-19,317.366
2003-08-20,319.308
2003-08-21,322.997
2003-08-22,320.61
2003-08-25,318.134
2003-08-26,312.219
2003-08-27,317.717
2003-08-28,319.518
2003-08-29,322.716
2003-09-01,327.873
2003-09-02,325.404
2003-09-03,330.414
2003-09-04,333.495
2003-09-05,337.077
2003-09-08,343.494
2003-09-09,343.126
2003-09-10,338.423
2003-09-11,340.056
2003-09-12,340.943
2003-09-15,341.581
2003-09-16,341.283
2003-09-17,343.025
2003-09-18,348.933
2003-09-19,350.6
2003-09-22,346.128
2003-09-23,343.995
2003-09-24,337.459
2003-09-25,335.986
2003-09-26,333.057
2003-09-29,335.612
2003-09-30,329.988
2003-10-01,339.294
2003-10-02,338.215
2003-10-03,347.733
2003-10-06,346.5
2003-10-07,345.157
2003-10-08,348.979
2003-10-09,354.589
2003-10-10,358.146
2003-10-13,360.474
2003-10-14,358.704
2003-10-15,362.813
2003-10-16,364.828
2003-10-17,357.607
2003-10-20,361.969
2003-10-21,366.668
2003-10-22,360.259
2003-10-23,357.942
2003-10-24,355.993
2003-10-27,360.28
2003-10-28,363.558
2003-10-29,364.776
2003-10-30,368.808
2003-10-31,370.981
2003-11-03,374.137
2003-11-04,373.501
2003-11-05,367.17
2003-11-06,364.568
2003-11-07,366.049
2003-11-10,361.329
2003-11-11,357.257
2003-11-12,362.995
2003-11-13,367.127
2003-11-14,372.437
2003-11-17,361.902
2003-11-18,367.464
2003-11-19,367.462
2003-11-20,363.687
2003-11-21,364.854
2003-11-24,368.217
2003-11-25,371.074
2003-11-26,372.092
2003-11-27,372.953
2003-11-28,375.252
2003-12-01,380.82
2003-12-02,384.153
2003-12-03,387.106
2003-12-04,382.984
2003-12-05,381.507
2003-12-08,380.924
2003-12-09,381.575
2003-12-10,379.356
2003-12-11,379.413
2003-12-12,384.165
2003-12-15,388.263
2003-12-16,385.996
2003-12-17,385.628
2003-12-18,388.778
2003-12-19,387.743
2003-12-22,386.814
2003-12-23,388.537
2003-12-24,389.632
2003-12-25,389.632
2003-12-26,389.475
2003-12-29,394.829
2003-12-30,398.035
2003-12-31,400.672
2004-01-01,400.672
2004-01-02,408.51
2004-01-05,415.028
2004-01-06,417.237
2004-01-07,416.538
2004-01-08,420.074
2004-01-09,422.158
2004-01-12,416.435
2004-01-13,416.972
2004-01-14,418.254
2004-01-15,417.41
2004-01-16,418.192
2004-01-19,421.871
2004-01-20,425.714
2004-01-21,430.91
2004-01-22,432.041
2004-01-23,429.885
2004-01-26,424.079
2004-01-27,426.122
2004-01-28,425.688
2004-01-29,413.267
2004-01-30,413.894
2004-02-02,416.51
2004-02-03,418.387
2004-02-04,412.931
2004-02-05,413.093
2004-02-06,420.549
2004-02-09,424.759
2004-02-10,428.109
2004-02-11,428.557
2004-02-12,434.091
2004-02-13,429.769
2004-02-16,431.224
2004-02-17,433.277
2004-02-18,433.941
2004-02-19,433.221
2004-02-20,421.933
2004-02-23,421.046
2004-02-24,418.65
2004-02-25,415.211
2004-02-26,410.841
2004-02-27,413.622
2004-03-01,417.935
2004-03-02,418.338
2004-03-03,410.299
2004-03-04,416.03
2004-03-05,426.397
2004-03-08,425.029
2004-03-09,422.622
2004-03-10,411.117
2004-03-11,397.958
2004-03-12,397.679
2004-03-15,390.483
2004-03-16,392.584
2004-03-17,396.142
2004-03-18,397.341
2004-03-19,397.126
2004-03-22,386.72
2004-03-23,385.011
2004-03-24,382.025
2004-03-25,388.308
2004-03-26,387.776
2004-03-29,397.396
2004-03-30,399.105
2004-03-31,405.981
2004-04-01,415.568
2004-04-02,413.297
2004-04-05,413.002
2004-04-06,413.756
2004-04-07,415.489
2004-04-08,415.294
2004-04-09,415.294
2004-04-12,414.127
2004-04-13,413.398
2004-04-14,407.113
2004-04-15,404.696
2004-04-16,408.122
2004-04-19,409.237
2004-04-20,410.084
2004-04-21,403.755
2004-04-22,407.773
2004-04-23,410.205
2004-04-26,411.831
2004-04-27,411.05
2004-04-28,402.504
2004-04-29,398.573
2004-04-30,401.315
2004-05-03,401.674
2004-05-04,406.215
2004-05-05,407.279
2004-05-06,394.532
2004-05-07,388.494
2004-05-10,373.178
2004-05-11,377.529
2004-05-12,376.083
2004-05-13,378.805
2004-05-14,376.248
2004-05-17,374.358
2004-05-18,379.083
2004-05-19,390.15
2004-05-20,382.453
2004-05-21,386.255
2004-05-24,386.576
2004-05-25,388.387
2004-05-26,393.382
2004-05-27,402.771
2004-05-28,403.088
2004-05-31,403.85
2004-06-01,398.851
2004-06-02,401.922
2004-06-03,404.228
2004-06-04,408.77
2004-06-07,414.341
2004-06-08,412.223
2004-06-09,403.871
2004-06-10,406.132
2004-06-11,401.664
2004-06-14,399.197
2004-06-15,401.15
2004-06-16,401.913
2004-06-17,400.307
2004-06-18,403.326
2004-06-21,401.909
2004-06-22,397.545
2004-06-23,398.105
2004-06-24,404.22
2004-06-25,403.785
2004-06-28,410.18
2004-06-29,408.741
2004-06-30,409.638
2004-07-01,407.749
2004-07-02,409.48
2004-07-05,408.306
2004-07-06,403.487
2004-07-07,404.337
2004-07-08,403.348
2004-07-09,401.312
2004-07-12,397.972
2004-07-13,395.818
2004-07-14,397.312
2004-07-15,392.775
2004-07-16,397.253
2004-07-19,393.892
2004-07-20,396.371
2004-07-21,396.693
2004-07-22,392.762
2004-07-23,386.704
2004-07-26,386.061
2004-07-27,387.32
2004-07-28,384.858
2004-07-29,392.393
2004-07-30,391.642
2004-08-02,390.087
2004-08-03,390.969
2004-08-04,384.127
2004-08-05,386.693
2004-08-06,383.152
2004-08-09,379.237
2004-08-10,386.669
2004-08-11,381.633
2004-08-12,379.571
2004-08-13,382.226
2004-08-16,388.431
2004-08-17,389.297
2004-08-18,389.623
2004-08-19,390.51
2004-08-20,386.836
2004-08-23,387.96
2004-08-24,386.506
2004-08-25,386.835
2004-08-26,391.284
2004-08-27,390.507
2004-08-30,389.308
2004-08-31,388.169
2004-09-01,391.681
2004-09-02,390.533
2004-09-03,389.116
2004-09-06,393.023
2004-09-07,395.527
2004-09-08,396.363
2004-09-09,395.953
2004-09-10,403.911
2004-09-13,409.043
2004-09-14,408.877
2004-09-15,403.714
2004-09-16,407.43
2004-09-17,410.259
2004-09-20,408.969
2004-09-21,415.345
2004-09-22,413.486
2004-09-23,410.193
2004-09-24,410.037
2004-09-27,407.049
2004-09-28,407.473
2004-09-29,410.033
2004-09-30,411.278
2004-10-01,417.153
2004-10-04,418.965
2004-10-05,421.66
2004-10-06,419.725
2004-10-07,416.772
2004-10-08,419.189
2004-10-11,418.114
2004-10-12,412.094
2004-10-13,411.896
2004-10-14,413.255
2004-10-15,416.501
2004-10-18,415.93
2004-10-19,418.633
2004-10-20,416.691
2004-10-21,417.085
2004-10-22,417.922
2004-10-25,414.1
2004-10-26,414.81
2004-10-27,419.903
2004-10-28,418.523
2004-10-29,416.328
2004-11-01,420.692
2004-11-02,422.423
2004-11-03,426.033
2004-11-04,427.889
2004-11-05,431.823
2004-11-08,433.679
2004-11-09,433.84
2004-11-10,438.55
2004-11-11,441.121
2004-11-12,439.634
2004-11-15,440.111
2004-11-16,438.525
2004-11-17,446.05
2004-11-18,446.061
2004-11-19,446.031
2004-11-22,442.691
2004-11-23,442.028
2004-11-24,446.132
2004-11-25,451.92
2004-11-26,452.277
2004-11-29,454.578
2004-11-30,452.484
2004-12-01,456.434
2004-12-02,458.659
2004-12-03,461.79
2004-12-06,461.406
2004-12-07,461.758
2004-12-08,455.144
2004-12-09,448.561
2004-12-10,447.449
2004-12-13,452.919
2004-12-14,453.056
2004-12-15,458.324
2004-12-16,454.031
2004-12-17,451.306
2004-12-20,457.338
2004-12-21,457.321
2004-12-22,459.647
2004-12-23,465.096
2004-12-24,466.301
2004-12-27,467.732
2004-12-28,468.169
2004-12-29,464.559
2004-12-30,468.461
2004-12-31,467.172
2005-01-03,469.711
2005-01-04,466.061
2005-01-05,462.869
2005-01-06,461.738
2005-01-07,457.25
2005-01-10,459.62
2005-01-11,458.013
2005-01-12,458.358
2005-01-13,455.456
2005-01-14,453.932
2005-01-17,455.865
2005-01-18,455.071
2005-01-19,455.952
2005-01-20,450.371
2005-01-21,454.155
2005-01-24,454.758
2005-01-25,454.86
2005-01-26,460.285
2005-01-27,458.222
2005-01-28,456.216
2005-01-31,463.783
2005-02-01,464.782
2005-02-02,468.422
2005-02-03,463.8
2005-02-04,469.547
2005-02-07,468.338
2005-02-08,467.061
2005-02-09,465.767
2005-02-10,464.918
2005-02-11,469.092
2005-02-14,472.689
2005-02-15,471.588
2005-02-16,471.799
2005-02-17,478.058
2005-02-18,480.015
2005-02-21,480.983
2005-02-22,482.78
2005-02-23,479.921
2005-02-24,482.489
2005-02-25,488.461
2005-02-28,492.454
2005-03-01,493.251
2005-03-02,492.77
2005-03-03,490.984
2005-03-04,498.613
2005-03-07,495.347
2005-03-08,498.399
2005-03-09,501.943
2005-03-10,502.13
2005-03-11,505.498
2005-03-14,503.607
2005-03-15,501.088
2005-03-16,499.952
2005-03-17,496.511
2005-03-18,495.189
2005-03-21,491.819
2005-03-22,494.374
2005-03-23,487.343
2005-03-24,487.986
2005-03-25,487.986
2005-03-28,484.561
2005-03-29,482.387
2005-03-30,483.861
2005-03-31,489.118
2005-04-01,493.753
2005-04-04,485.698
2005-04-05,488.344
2005-04-06,491.597
2005-04-07,493.653
2005-04-08,496.274
2005-04-11,499.004
2005-04-12,494.67
2005-04-13,497.686
2005-04-14,493.34
2005-04-15,488.108
2005-04-18,480.311
2005-04-19,481.456
2005-04-20,482.482
2005-04-21,482.148
2005-04-22,483.448
2005-04-25,481.797
2005-04-26,476.693
2005-04-27,469.467
2005-04-28,462.451
2005-04-29,462.063
2005-05-02,466.924
2005-05-03,471.055
2005-05-04,470.606
2005-05-05,475.455
2005-05-06,471.918
2005-05-09,473.435
2005-05-10,475.66
2005-05-11,475.312
2005-05-12,473.734
2005-05-13,469.5
2005-05-16,467.396
2005-05-17,464.994
2005-05-18,473.05
2005-05-19,475.769
2005-05-20,474.118
2005-05-23,478.371
2005-05-24,476.115
2005-05-25,477.598
2005-05-26,478.2
2005-05-27,479.809
2005-05-30,479.948
2005-05-31,476.378
2005-06-01,478.103
2005-06-02,479.352
2005-06-03,479.174
2005-06-06,477.521
2005-06-07,479.726
2005-06-08,483.294
2005-06-09,478.576
2005-06-10,480.985
2005-06-13,482.486
2005-06-14,482.17
2005-06-15,481.483
2005-06-16,483.843
2005-06-17,491.646
2005-06-20,485.97
2005-06-21,487.322
2005-06-22,489.483
2005-06-23,486.025
2005-06-24,481.495
2005-06-27,479.688
2005-06-28,480.55
2005-06-29,482.944
2005-06-30,482.148
2005-07-01,478.251
2005-07-04,476.488
2005-07-05,475.428
2005-07-06,478.987
2005-07-07,473.779
2005-07-08,480.13
2005-07-11,490.029
2005-07-12,494.532
2005-07-13,493.619
2005-07-14,497.579
2005-07-15,495.244
2005-07-18,496.693
2005-07-19,499.442
2005-07-20,500.919
2005-07-21,507.476
2005-07-22,506.739
2005-07-25,502.699
2005-07-26,500.077
2005-07-27,500.701
2005-07-28,506.214
2005-07-29,508.441
2005-08-01,512.629
2005-08-02,515.235
2005-08-03,525.084
2005-08-04,525.423
2005-08-05,519.028
2005-08-08,521.51
2005-08-09,525.167
2005-08-10,534.005
2005-08-11,534.79
2005-08-12,532.782
2005-08-15,528.464
2005-08-16,524.611
2005-08-17,522.728
2005-08-18,516.611
2005-08-19,520.788
2005-08-22,527.293
2005-08-23,523.05
2005-08-24,525.309
2005-08-25,524.44
2005-08-26,519.712
2005-08-29,519.262
2005-08-30,514.473
2005-08-31,522.305
2005-09-01,532.824
2005-09-02,534.848
2005-09-05,537.225
2005-09-06,540.272
2005-09-07,541.657
2005-09-08,541.449
2005-09-09,545.425
2005-09-12,539.132
2005-09-13,531.832
2005-09-14,533.687
2005-09-15,529.371
2005-09-16,532.121
2005-09-19,525.944
2005-09-20,531.755
2005-09-21,526.574
2005-09-22,520.885
2005-09-23,520.358
2005-09-26,524.802
2005-09-27,523.148
2005-09-28,528.068
2005-09-29,528.283
2005-09-30,531.009
2005-10-03,525.6
2005-10-04,533.016
2005-10-05,530.659
2005-10-06,531.326
2005-10-07,531.235
2005-10-10,531.469
2005-10-11,529.887
2005-10-12,527.609
2005-10-13,515.669
2005-10-14,522.346
2005-10-17,522.545
2005-10-18,515.91
2005-10-19,505.577
2005-10-20,507.242
2005-10-21,503.504
2005-10-24,508.041
2005-10-25,510.99
2005-10-26,512.985
2005-10-27,505.955
2005-10-28,503.627
2005-10-31,510.762
2005-11-01,514.698
2005-11-02,521.369
2005-11-03,527.61
2005-11-04,518.004
2005-11-07,519.369
2005-11-08,520.186
2005-11-09,517.579
2005-11-10,517.48
