Date,AUSTRALIA SMALL GROWTH Small Cap
2001-05-23,183.678
2001-05-24,182.3
2001-05-25,182.625
2001-05-28,182.742
2001-05-29,180.535
2001-05-30,178.75
2001-05-31,174.995
2001-06-01,175.552
2001-06-04,176.319
2001-06-05,175.567
2001-06-06,176.025
2001-06-07,179.901
2001-06-08,181.679
2001-06-11,181.314
2001-06-12,180.859
2001-06-13,183.188
2001-06-14,184.161
2001-06-15,184.354
2001-06-18,181.935
2001-06-19,181.419
2001-06-20,181.381
2001-06-21,182.24
2001-06-22,181.927
2001-06-25,182.624
2001-06-26,184.137
2001-06-27,184.061
2001-06-28,181.746
2001-06-29,183.392
2001-07-02,182.59
2001-07-03,184.799
2001-07-04,186.367
2001-07-05,185.861
2001-07-06,181.553
2001-07-09,181.387
2001-07-10,183.395
2001-07-11,181.716
2001-07-12,181.85
2001-07-13,183.403
2001-07-16,185.155
2001-07-17,183.1
2001-07-18,185.1
2001-07-19,184.324
2001-07-20,181.187
2001-07-23,181.583
2001-07-24,181.141
2001-07-25,179.578
2001-07-26,178.95
2001-07-27,179.018
2001-07-30,179.879
2001-07-31,179.804
2001-08-01,183.658
2001-08-02,186.21
2001-08-03,185.833
2001-08-06,186.11
2001-08-07,185.317
2001-08-08,186.082
2001-08-09,185.333
2001-08-10,184.14
2001-08-13,185.693
2001-08-14,185.336
2001-08-15,188.5
2001-08-16,187.294
2001-08-17,190.43
2001-08-20,187.152
2001-08-21,187.72
2001-08-22,189.801
2001-08-23,188.276
2001-08-24,187.912
2001-08-27,188.682
2001-08-28,188.447
2001-08-29,187.83
2001-08-30,189.12
2001-08-31,185.32
2001-09-03,185.257
2001-09-04,183.481
2001-09-05,181.523
2001-09-06,182.69
2001-09-07,182.771
2001-09-10,180.458
2001-09-11,182.465
2001-09-12,174.915
2001-09-13,174.876
2001-09-14,170.778
2001-09-17,158.377
2001-09-18,157.889
2001-09-19,159.261
2001-09-20,157.76
2001-09-21,152.537
2001-09-24,151.46
2001-09-25,154.697
2001-09-26,154.163
2001-09-27,154.395
2001-09-28,159.362
2001-10-01,160.898
2001-10-02,163.092
2001-10-03,163.795
2001-10-04,165.095
2001-10-05,169.472
2001-10-08,169.229
2001-10-09,168.033
2001-10-10,168.263
2001-10-11,168.234
2001-10-12,169.23
2001-10-15,173.379
2001-10-16,174.086
2001-10-17,174.662
2001-10-18,172.244
2001-10-19,171.323
2001-10-22,173.162
2001-10-23,174.161
2001-10-24,175.09
2001-10-25,176.664
2001-10-26,175.937
2001-10-29,177.848
2001-10-30,178.548
2001-10-31,176.743
2001-11-01,179.296
2001-11-02,179.179
2001-11-05,179.206
2001-11-06,181.811
2001-11-07,181.551
2001-11-08,182.626
2001-11-09,180.706
2001-11-12,182.913
2001-11-13,182.418
2001-11-14,182.998
2001-11-15,181.255
2001-11-16,182.088
2001-11-19,183.584
2001-11-20,182.4
2001-11-21,181.427
2001-11-22,180.352
2001-11-23,180.618
2001-11-26,181.246
2001-11-27,182.662
2001-11-28,183.001
2001-11-29,180.934
2001-11-30,182.862
2001-12-03,180.671
2001-12-04,179.577
2001-12-05,181.096
2001-12-06,181.756
2001-12-07,181.746
2001-12-10,180.489
2001-12-11,179.157
2001-12-12,179.38
2001-12-13,180.069
2001-12-14,180.206
2001-12-17,179.364
2001-12-18,179.348
2001-12-19,178.664
2001-12-20,175.887
2001-12-21,176.871
2001-12-24,178.119
2001-12-25,178.119
2001-12-26,177.996
2001-12-27,179.961
2001-12-28,181.446
2001-12-31,181.923
2002-01-01,181.923
2002-01-02,183.733
2002-01-03,182.612
2002-01-04,184.511
2002-01-07,184.273
2002-01-08,186.488
2002-01-09,187.307
2002-01-10,188.137
2002-01-11,188.106
2002-01-14,186.57
2002-01-15,185.918
2002-01-16,186.052
2002-01-17,183.638
2002-01-18,184.25
2002-01-21,185.476
2002-01-22,186.921
2002-01-23,187.597
2002-01-24,187.002
2002-01-25,186.176
2002-01-28,185.653
2002-01-29,185.888
2002-01-30,182.372
2002-01-31,185.452
2002-02-01,186.473
2002-02-04,188.041
2002-02-05,187.242
2002-02-06,186.749
2002-02-07,185.793
2002-02-08,187.839
2002-02-11,189.323
2002-02-12,188.552
2002-02-13,188.32
2002-02-14,190.743
2002-02-15,191.046
2002-02-18,192.118
2002-02-19,190.961
2002-02-20,189.839
2002-02-21,189.319
2002-02-22,188.988
2002-02-25,187.906
2002-02-26,188.634
2002-02-27,188.181
2002-02-28,187.702
2002-03-01,188.226
2002-03-04,189.862
2002-03-05,190.861
2002-03-06,191.502
2002-03-07,194.283
2002-03-08,193.972
2002-03-11,194.511
2002-03-12,193.425
2002-03-13,193.413
2002-03-14,195.218
2002-03-15,194.828
2002-03-18,195.199
2002-03-19,195.102
2002-03-20,197.892
2002-03-21,198.126
2002-03-22,198.726
2002-03-25,198.117
2002-03-26,195.154
2002-03-27,196.156
2002-03-28,199.144
2002-03-29,199.144
2002-04-01,199.498
2002-04-02,197.788
2002-04-03,196.574
2002-04-04,196.306
2002-04-05,195.765
2002-04-08,194.246
2002-04-09,193.798
2002-04-10,194.846
2002-04-11,195.344
2002-04-12,194.582
2002-04-15,193.461
2002-04-16,194.184
2002-04-17,196.239
2002-04-18,197.146
2002-04-19,197.952
2002-04-22,197.789
2002-04-23,196.302
2002-04-24,196.121
2002-04-25,196.954
2002-04-26,197.557
2002-04-29,195.195
2002-04-30,193.082
2002-05-01,194.282
2002-05-02,194.084
2002-05-03,193.715
2002-05-06,193.036
2002-05-07,191.403
2002-05-08,192.516
2002-05-09,192.245
2002-05-10,192.242
2002-05-13,191.317
2002-05-14,191.83
2002-05-15,194.239
2002-05-16,196.657
2002-05-17,200.349
2002-05-20,199.697
2002-05-21,199.842
2002-05-22,201.582
2002-05-23,200.81
2002-05-24,201.831
2002-05-27,202.581
2002-05-28,203.591
2002-05-29,205.677
2002-05-30,206.354
2002-05-31,207.331
2002-06-03,209.685
2002-06-04,208.684
2002-06-05,207.441
2002-06-06,209.441
2002-06-07,209.395
2002-06-10,208.008
2002-06-11,206.363
2002-06-12,207.045
2002-06-13,205.602
2002-06-14,201.631
2002-06-17,200.404
2002-06-18,202.396
2002-06-19,202.519
2002-06-20,203.25
2002-06-21,203.619
2002-06-24,203.731
2002-06-25,200.099
2002-06-26,195.269
2002-06-27,196.574
2002-06-28,197.294
2002-07-01,196.214
2002-07-02,195.424
2002-07-03,192.578
2002-07-04,192.229
2002-07-05,193.4
2002-07-08,196.421
2002-07-09,197.659
2002-07-10,195.305
2002-07-11,190.152
2002-07-12,190.267
2002-07-15,190.479
2002-07-16,188.656
2002-07-17,183.06
2002-07-18,184.027
2002-07-19,183.434
2002-07-22,180.854
2002-07-23,177.802
2002-07-24,171.347
2002-07-25,175.119
2002-07-26,172.951
2002-07-29,175.287
2002-07-30,179.221
2002-07-31,179.391
2002-08-01,176.707
2002-08-02,175.355
2002-08-05,171.241
2002-08-06,168.396
2002-08-07,172.975
2002-08-08,174.434
2002-08-09,176.734
2002-08-12,178.644
2002-08-13,177.763
2002-08-14,176.921
2002-08-15,181.387
2002-08-16,184.803
2002-08-19,184.489
2002-08-20,186.553
2002-08-21,185.647
2002-08-22,186.046
2002-08-23,187.223
2002-08-26,188.662
2002-08-27,192.704
2002-08-28,193.382
2002-08-29,192.293
2002-08-30,193.572
2002-09-02,194.799
2002-09-03,192.267
2002-09-04,189.119
2002-09-05,187.572
2002-09-06,187.043
2002-09-09,188.892
2002-09-10,187.988
2002-09-11,188.355
2002-09-12,189.772
2002-09-13,189.697
2002-09-16,188.626
2002-09-17,189.834
2002-09-18,188.945
2002-09-19,188.436
2002-09-20,186.427
2002-09-23,183.78
2002-09-24,182.168
2002-09-25,180.059
2002-09-26,180.624
2002-09-27,181.701
2002-09-30,180.566
2002-10-01,179.83
2002-10-02,181.125
2002-10-03,180.382
2002-10-04,179.481
2002-10-07,178.87
2002-10-08,177.621
2002-10-09,177.168
2002-10-10,175.834
2002-10-11,177.287
2002-10-14,177.024
2002-10-15,177.922
2002-10-16,179.562
2002-10-17,179.426
2002-10-18,178.961
2002-10-21,179.094
2002-10-22,180.553
2002-10-23,181.337
2002-10-24,182.554
2002-10-25,181.797
2002-10-28,182.676
2002-10-29,182.588
2002-10-30,180.003
2002-10-31,181.533
2002-11-01,182.152
2002-11-04,184.493
2002-11-05,185.52
2002-11-06,184.87
2002-11-07,185.282
2002-11-08,183.786
2002-11-11,180.044
2002-11-12,180.54
2002-11-13,177.908
2002-11-14,178.406
2002-11-15,179.38
2002-11-18,179.536
2002-11-19,177.541
2002-11-20,177.434
2002-11-21,180.483
2002-11-22,181.222
2002-11-25,179.069
2002-11-26,178.721
2002-11-27,177.738
2002-11-28,180.491
2002-11-29,182.309
2002-12-02,182.748
2002-12-03,181.651
2002-12-04,180.358
2002-12-05,181.72
2002-12-06,181.643
2002-12-09,182.727
2002-12-10,181.11
2002-12-11,179.965
2002-12-12,181.11
2002-12-13,181.64
2002-12-16,181.419
2002-12-17,183.072
2002-12-18,182.635
2002-12-19,183.823
2002-12-20,183.136
2002-12-23,184.545
2002-12-24,185.206
2002-12-25,185.206
2002-12-26,185.206
2002-12-27,184.762
2002-12-30,185.924
2002-12-31,186.862
2003-01-01,186.862
2003-01-02,186.949
2003-01-03,188.438
2003-01-06,193.337
2003-01-07,193.081
2003-01-08,192.479
2003-01-09,193.985
2003-01-10,194.958
2003-01-13,196.333
2003-01-14,198.493
2003-01-15,197.831
2003-01-16,198.029
2003-01-17,199.129
2003-01-20,200.483
2003-01-21,198.805
2003-01-22,197.792
2003-01-23,200.649
2003-01-24,201.239
2003-01-27,200.508
2003-01-28,197.946
2003-01-29,198.518
2003-01-30,197.155
2003-01-31,197.332
2003-02-03,195.296
2003-02-04,197.72
2003-02-05,197.16
2003-02-06,195.88
2003-02-07,194.85
2003-02-10,194.075
2003-02-11,192.405
2003-02-12,192.661
2003-02-13,192.135
2003-02-14,191.671
2003-02-17,192.027
2003-02-18,191.474
2003-02-19,192.719
2003-02-20,192.741
2003-02-21,192.052
2003-02-24,194.339
2003-02-25,191.772
2003-02-26,195.395
2003-02-27,194.62
2003-02-28,195.894
2003-03-03,197.288
2003-03-04,196.192
2003-03-05,195.608
2003-03-06,194.385
2003-03-07,192.961
2003-03-10,193.294
2003-03-11,188.035
2003-03-12,183.239
2003-03-13,181.715
2003-03-14,183.929
2003-03-17,184.01
2003-03-18,187.64
2003-03-19,187.767
2003-03-20,188.235
2003-03-21,187.785
2003-03-24,188.293
2003-03-25,189.601
2003-03-26,190.305
2003-03-27,191.898
2003-03-28,192.825
2003-03-31,194.582
2003-04-01,194.09
2003-04-02,191.713
2003-04-03,192.099
2003-04-04,195.684
2003-04-07,197.635
2003-04-08,197.519
2003-04-09,198.088
2003-04-10,201.562
2003-04-11,202.109
2003-04-14,201.717
2003-04-15,201.656
2003-04-16,204.573
2003-04-17,203.682
2003-04-18,203.682
2003-04-21,203.201
2003-04-22,207.46
2003-04-23,207.708
2003-04-24,207.601
2003-04-25,206.729
2003-04-28,207.602
2003-04-29,209.83
2003-04-30,212.8
2003-05-01,215.422
2003-05-02,214.675
2003-05-05,217.21
2003-05-06,218.232
2003-05-07,217.979
2003-05-08,220.324
2003-05-09,222.598
2003-05-12,225.334
2003-05-13,225.304
2003-05-14,223.547
2003-05-15,221.853
2003-05-16,223.759
2003-05-19,227.1
2003-05-20,225.334
2003-05-21,225.996
2003-05-22,226.21
2003-05-23,227.312
2003-05-26,229.108
2003-05-27,227.486
2003-05-28,223.645
2003-05-29,223.285
2003-05-30,226.082
2003-06-02,227.244
2003-06-03,227.485
2003-06-04,229.656
2003-06-05,231.831
2003-06-06,230.453
2003-06-09,229.622
2003-06-10,230.206
2003-06-11,232.537
2003-06-12,233.591
2003-06-13,235.49
2003-06-16,237.727
2003-06-17,239.901
2003-06-18,241.169
2003-06-19,240.722
2003-06-20,240.371
2003-06-23,238.677
2003-06-24,237.597
2003-06-25,240.652
2003-06-26,236.964
2003-06-27,238.121
2003-06-30,239.315
2003-07-01,242.298
2003-07-02,243.91
2003-07-03,246.443
2003-07-04,244.5
2003-07-07,244.836
2003-07-08,239.586
2003-07-09,235.784
2003-07-10,237.355
2003-07-11,237.745
2003-07-14,240.178
2003-07-15,238.138
2003-07-16,240.85
2003-07-17,238.61
2003-07-18,235.639
2003-07-21,237.725
2003-07-22,236.788
2003-07-23,239.958
2003-07-24,243.968
2003-07-25,243.771
2003-07-28,245.172
2003-07-29,245.738
2003-07-30,241.592
2003-07-31,241.297
2003-08-01,244.034
2003-08-04,242.773
2003-08-05,240.334
2003-08-06,241.427
2003-08-07,243.689
2003-08-08,245.363
2003-08-11,247.497
2003-08-12,248.335
2003-08-13,248.564
2003-08-14,248.033
2003-08-15,248.866
2003-08-18,247.849
2003-08-19,247.646
2003-08-20,250.579
2003-08-21,247.907
2003-08-22,245.933
2003-08-25,246.809
2003-08-26,243.396
2003-08-27,241.513
2003-08-28,243.443
2003-08-29,247.577
2003-09-01,247.771
2003-09-02,248.083
2003-09-03,247.515
2003-09-04,248.008
2003-09-05,250.321
2003-09-08,252.039
2003-09-09,256.903
2003-09-10,258.971
2003-09-11,257.324
2003-09-12,258.146
2003-09-15,259.509
2003-09-16,259.504
2003-09-17,260.605
2003-09-18,263.028
2003-09-19,268.944
2003-09-22,271.419
2003-09-23,270.273
2003-09-24,271.291
2003-09-25,271.043
2003-09-26,267.748
2003-09-29,264.719
2003-09-30,268.298
2003-10-01,269.913
2003-10-02,272.224
2003-10-03,271.804
2003-10-06,271.496
2003-10-07,275.596
2003-10-08,278.389
2003-10-09,279.646
2003-10-10,281.633
2003-10-13,282.978
2003-10-14,282.819
2003-10-15,282.655
2003-10-16,283.302
2003-10-17,283.889
2003-10-20,284.06
2003-10-21,288.086
2003-10-22,291.014
2003-10-23,288.526
2003-10-24,288.429
2003-10-27,289.776
2003-10-28,289.972
2003-10-29,291.693
2003-10-30,294.916
2003-10-31,295.723
2003-11-03,292.556
2003-11-04,290.209
2003-11-05,292.805
2003-11-06,295.108
2003-11-07,295.258
2003-11-10,298.881
2003-11-11,298.749
2003-11-12,296.571
2003-11-13,299.36
2003-11-14,299.241
2003-11-17,295.041
2003-11-18,296.91
2003-11-19,298.249
2003-11-20,298.573
2003-11-21,297.683
2003-11-24,295.285
2003-11-25,295.351
2003-11-26,298.092
2003-11-27,299.018
2003-11-28,301.208
2003-12-01,301.32
2003-12-02,304.272
2003-12-03,307.194
2003-12-04,306.909
2003-12-05,307.929
2003-12-08,310.668
2003-12-09,308.493
2003-12-10,308.551
2003-12-11,303.36
2003-12-12,307.177
2003-12-15,310.073
2003-12-16,308.082
2003-12-17,307.437
2003-12-18,304.803
2003-12-19,305.346
2003-12-22,305.797
2003-12-23,308.428
2003-12-24,312.925
2003-12-25,312.925
2003-12-26,312.294
2003-12-29,314.008
2003-12-30,317.76
2003-12-31,320.374
2004-01-01,320.374
2004-01-02,322.3
2004-01-05,324.523
2004-01-06,328.239
2004-01-07,327.086
2004-01-08,328.84
2004-01-09,332.179
2004-01-12,331.032
2004-01-13,331.737
2004-01-14,331.699
2004-01-15,329.934
2004-01-16,328.822
2004-01-19,322.694
2004-01-20,330.116
2004-01-21,334.091
2004-01-22,338.103
2004-01-23,338.108
2004-01-26,337.063
2004-01-27,336.454
2004-01-28,332.783
2004-01-29,323.315
2004-01-30,323.39
2004-02-02,321.21
2004-02-03,324.075
2004-02-04,320.35
2004-02-05,321.724
2004-02-06,326.112
2004-02-09,329.64
2004-02-10,332.282
2004-02-11,333.952
2004-02-12,340.144
2004-02-13,340.407
2004-02-16,342.43
2004-02-17,346.987
2004-02-18,348.195
2004-02-19,346.228
2004-02-20,340.91
2004-02-23,337.52
2004-02-24,340.297
2004-02-25,338.391
2004-02-26,335.617
2004-02-27,340.57
2004-03-01,344.427
2004-03-02,343.41
2004-03-03,331.608
2004-03-04,333.789
2004-03-05,339.046
2004-03-08,338.303
2004-03-09,342.328
2004-03-10,335.637
2004-03-11,327.644
2004-03-12,322.294
2004-03-15,323.748
2004-03-16,329.214
2004-03-17,327.131
2004-03-18,333.894
2004-03-19,335.858
2004-03-22,335.76
2004-03-23,335.284
2004-03-24,333.231
2004-03-25,331.035
2004-03-26,335.155
2004-03-29,335.856
2004-03-30,339.036
2004-03-31,341.843
2004-04-01,347.366
2004-04-02,343.925
2004-04-05,342.726
2004-04-06,346.71
2004-04-07,348.711
2004-04-08,346.71
2004-04-09,346.71
2004-04-12,348.484
2004-04-13,343.586
2004-04-14,332.364
2004-04-15,332.7
2004-04-16,337.262
2004-04-19,338.87
2004-04-20,336.298
2004-04-21,332.825
2004-04-22,329.77
2004-04-23,331.958
2004-04-26,332.242
2004-04-27,332.361
2004-04-28,330.504
2004-04-29,323.601
2004-04-30,324.156
2004-05-03,321.429
2004-05-04,325.229
2004-05-05,328.851
2004-05-06,323.662
2004-05-07,312.672
2004-05-10,303.517
2004-05-11,303.794
2004-05-12,308.203
2004-05-13,304.179
2004-05-14,302.367
2004-05-17,302.901
2004-05-18,300.053
2004-05-19,307.228
2004-05-20,304.073
2004-05-21,309.861
2004-05-24,308.449
2004-05-25,311.187
2004-05-26,314.158
2004-05-27,322.025
2004-05-28,320.791
2004-05-31,322.836
2004-06-01,320.862
2004-06-02,318.411
2004-06-03,313.078
2004-06-04,315.076
2004-06-07,321.458
2004-06-08,320.076
2004-06-09,316.271
2004-06-10,319.625
2004-06-11,317.518
2004-06-14,317.357
2004-06-15,314.38
2004-06-16,314.928
2004-06-17,313.962
2004-06-18,318.395
2004-06-21,319.318
2004-06-22,317.044
2004-06-23,318.089
2004-06-24,324.035
2004-06-25,323.76
2004-06-28,323.905
2004-06-29,320.778
2004-06-30,324.472
2004-07-01,329.425
2004-07-02,334.557
2004-07-05,336.329
2004-07-06,339.652
2004-07-07,344.415
2004-07-08,344.474
2004-07-09,343.498
2004-07-12,346.517
2004-07-13,344.411
2004-07-14,342.275
2004-07-15,341.458
2004-07-16,345.855
2004-07-19,347.047
2004-07-20,343.063
2004-07-21,340.106
2004-07-22,341.501
2004-07-23,336.913
2004-07-26,335.84
2004-07-27,335.075
2004-07-28,333.705
2004-07-29,332.677
2004-07-30,336.742
2004-08-02,340.494
2004-08-03,339.75
2004-08-04,339.065
2004-08-05,339.413
2004-08-06,344.391
2004-08-09,343.437
2004-08-10,342.507
2004-08-11,341.838
2004-08-12,341.729
2004-08-13,341.997
2004-08-16,343.374
2004-08-17,341.072
2004-08-18,340.286
2004-08-19,348.639
2004-08-20,351.601
2004-08-23,351.875
2004-08-24,347.183
2004-08-25,349.612
2004-08-26,349.651
2004-08-27,353.202
2004-08-30,349.876
2004-08-31,353.895
2004-09-01,354.788
2004-09-02,350.596
2004-09-03,348.186
2004-09-06,348.577
2004-09-07,349.827
2004-09-08,351.157
2004-09-09,348.223
2004-09-10,354.543
2004-09-13,355.144
2004-09-14,360.348
2004-09-15,354.383
2004-09-16,356.92
2004-09-17,356.168
2004-09-20,357.401
2004-09-21,360.344
2004-09-22,363.78
2004-09-23,368.353
2004-09-24,367.585
2004-09-27,368.389
2004-09-28,371.516
2004-09-29,372.196
2004-09-30,378.35
2004-10-01,376.403
2004-10-04,375.88
2004-10-05,379.005
2004-10-06,381.495
2004-10-07,382.862
2004-10-08,385.852
2004-10-11,388.29
2004-10-12,390.285
2004-10-13,388.848
2004-10-14,393.45
2004-10-15,394.106
2004-10-18,393.368
2004-10-19,393.654
2004-10-20,397.706
2004-10-21,402.548
2004-10-22,406.321
2004-10-25,408.924
2004-10-26,411.585
2004-10-27,419.735
2004-10-28,419.043
2004-10-29,422.28
2004-11-01,423.038
2004-11-02,422.272
2004-11-03,429.771
2004-11-04,433.57
2004-11-05,434.355
2004-11-08,433.424
2004-11-09,434.87
2004-11-10,437.471
2004-11-11,438.593
2004-11-12,440.627
2004-11-15,442.278
2004-11-16,443.011
2004-11-17,447.505
2004-11-18,447.113
2004-11-19,450.799
2004-11-22,448.142
2004-11-23,451.007
2004-11-24,455.901
2004-11-25,461.533
2004-11-26,458.111
2004-11-29,457.254
2004-11-30,451.51
2004-12-01,448.648
2004-12-02,451.002
2004-12-03,450.387
2004-12-06,453.157
2004-12-07,451.484
2004-12-08,432.067
2004-12-09,427.96
2004-12-10,427.25
2004-12-13,432.611
2004-12-14,433.388
2004-12-15,439.109
2004-12-16,437.052
2004-12-17,439.65
2004-12-20,445.438
2004-12-21,447.584
2004-12-22,452.232
2004-12-23,451.769
2004-12-24,456.188
2004-12-27,459.294
2004-12-28,459.531
2004-12-29,458.275
2004-12-30,462.593
2004-12-31,466.919
2005-01-03,462.72
2005-01-04,460.141
2005-01-05,456.933
2005-01-06,453.707
2005-01-07,454.386
2005-01-10,458.412
2005-01-11,461.241
2005-01-12,464.762
2005-01-13,466.023
2005-01-14,462.964
2005-01-17,463.836
2005-01-18,460.908
2005-01-19,461.657
2005-01-20,460.026
2005-01-21,464.495
2005-01-24,466.039
2005-01-25,463.367
2005-01-26,469.306
2005-01-27,474.788
2005-01-28,473.073
2005-01-31,477.228
2005-02-01,478.907
2005-02-02,481.278
2005-02-03,480.173
2005-02-04,480.913
2005-02-07,484.609
2005-02-08,478.67
2005-02-09,479.197
2005-02-10,484.046
2005-02-11,486.739
2005-02-14,490.437
2005-02-15,489.505
2005-02-16,485.283
2005-02-17,487.643
2005-02-18,488.625
2005-02-21,491.923
2005-02-22,493.443
2005-02-23,481.528
2005-02-24,479.849
2005-02-25,482.159
2005-02-28,492.171
2005-03-01,489.626
2005-03-02,486.336
2005-03-03,488.488
2005-03-04,496.265
2005-03-07,499.36
2005-03-08,508.17
2005-03-09,505.181
2005-03-10,503.629
2005-03-11,507.796
2005-03-14,506.827
2005-03-15,507.754
2005-03-16,514.4
2005-03-17,511.436
2005-03-18,512.3
2005-03-21,510.432
2005-03-22,510.302
2005-03-23,492.603
2005-03-24,484.014
2005-03-25,484.014
2005-03-28,482.29
2005-03-29,476.843
2005-03-30,473.55
2005-03-31,481.057
2005-04-01,484.753
2005-04-04,478.417
2005-04-05,479.123
2005-04-06,475.8
2005-04-07,479.862
2005-04-08,482.826
2005-04-11,482.336
2005-04-12,483.777
2005-04-13,485.361
2005-04-14,474.665
2005-04-15,462.27
2005-04-18,450.063
2005-04-19,461.436
2005-04-20,467.432
2005-04-21,466.21
2005-04-22,472.299
2005-04-25,469.855
2005-04-26,467.368
2005-04-27,463.87
2005-04-28,462.308
2005-04-29,459.685
2005-05-02,459.408
2005-05-03,453.059
2005-05-04,449.345
2005-05-05,450.989
2005-05-06,449.215
2005-05-09,446.869
2005-05-10,450.175
2005-05-11,452.483
2005-05-12,448.807
2005-05-13,444.523
2005-05-16,437.642
2005-05-17,434.965
2005-05-18,439.749
2005-05-19,447.524
2005-05-20,446.601
2005-05-23,454.744
2005-05-24,460.401
2005-05-25,460.38
2005-05-26,458.696
2005-05-27,461.322
2005-05-30,461.222
2005-05-31,459.485
2005-06-01,457.54
2005-06-02,464.745
2005-06-03,470.565
2005-06-06,477.993
2005-06-07,479.126
2005-06-08,482.872
2005-06-09,481.809
2005-06-10,480.268
2005-06-13,479.796
2005-06-14,483.878
2005-06-15,486.666
2005-06-16,492.673
2005-06-17,501.369
2005-06-20,501.68
2005-06-21,500.678
2005-06-22,498.478
2005-06-23,493.079
2005-06-24,487.001
2005-06-27,489.711
2005-06-28,492.415
2005-06-29,489.677
2005-06-30,491.924
2005-07-01,482.302
2005-07-04,482.012
2005-07-05,477.648
2005-07-06,477.163
2005-07-07,470.037
2005-07-08,472.081
2005-07-11,478.957
2005-07-12,485.602
2005-07-13,483.329
2005-07-14,489.061
2005-07-15,485.027
2005-07-18,487.763
2005-07-19,484.712
2005-07-20,490.087
2005-07-21,503.076
2005-07-22,510.789
2005-07-25,513.074
2005-07-26,509.156
2005-07-27,506.757
2005-07-28,505.73
2005-07-29,509.685
2005-08-01,509.67
2005-08-02,512.842
2005-08-03,515.475
2005-08-04,513.973
2005-08-05,511.392
2005-08-08,513.649
2005-08-09,513.031
2005-08-10,517.725
2005-08-11,527.81
2005-08-12,527.789
2005-08-15,526.613
2005-08-16,531.576
2005-08-17,526.751
2005-08-18,519.114
2005-08-19,517.526
2005-08-22,529.226
2005-08-23,531.863
2005-08-24,531.409
2005-08-25,532.769
2005-08-26,534.047
2005-08-29,525.709
2005-08-30,525.826
2005-08-31,529.672
2005-09-01,545.268
2005-09-02,544.13
2005-09-05,546.99
2005-09-06,548.581
2005-09-07,551.648
2005-09-08,551.931
2005-09-09,550.694
2005-09-12,550.903
2005-09-13,550.47
2005-09-14,553.118
2005-09-15,549.993
2005-09-16,554.979
2005-09-19,554.634
2005-09-20,561.64
2005-09-21,563.821
2005-09-22,556.663
2005-09-23,554.257
2005-09-26,559.944
2005-09-27,559.074
2005-09-28,560.341
2005-09-29,566.254
2005-09-30,567.057
2005-10-03,569.098
2005-10-04,566.324
2005-10-05,549.112
2005-10-06,533.929
2005-10-07,536.076
2005-10-10,541.82
2005-10-11,536.519
2005-10-12,539.499
2005-10-13,528.721
2005-10-14,530.044
2005-10-17,532.878
2005-10-18,532.19
2005-10-19,524.079
2005-10-20,524.604
2005-10-21,517.057
2005-10-24,516.193
2005-10-25,526.875
2005-10-26,534.059
2005-10-27,534.125
2005-10-28,522.789
2005-10-31,530.893
2005-11-01,528.04
2005-11-02,523.176
2005-11-03,527.138
2005-11-04,524.858
2005-11-07,524.626
2005-11-08,528.891
2005-11-09,527.183
