Date,AUSTRALIA SMALL GROWTH Small Cap
2005-02-28,492.171
2005-03-31,481.057
2005-04-29,459.685
2005-05-31,459.485
2005-06-30,491.924
2005-07-29,509.685
2005-08-31,529.672
2005-09-30,567.057
2005-10-31,530.893
2005-11-30,550.682
2005-12-30,567.071
2006-01-31,606.752
2006-02-28,600.656
2006-03-31,618.376
2006-04-28,675.964
2006-05-31,647.401
2006-06-30,651.885
2006-07-31,664.333
2006-08-31,685.532
2006-09-29,678.212
2006-10-31,736.389
2006-11-30,789.006
2006-12-29,827.108
2007-01-31,815.946
2007-02-28,833.649
2007-03-30,901.965
2007-04-30,962.689
2007-05-31,1000.0
2007-06-29,1022.886
2007-07-31,1028.237
2007-08-31,932.187
2007-09-28,1095.321
2007-10-31,1217.135
2007-11-30,1118.987
2007-12-31,1097.475
2008-01-31,976.544
2008-02-29,1108.444
2008-03-31,1038.06
2008-04-30,1135.257
2008-05-30,1184.811
2008-06-30,1071.766
2008-07-31,987.36
2008-08-29,910.89
2008-09-30,714.816
2008-10-31,459.364
2008-11-28,400.983
2008-12-31,451.383
2009-01-30,389.256
2009-02-27,381.733
2009-03-31,450.895
2009-04-30,535.0
2009-05-29,634.931
2009-06-30,653.879
2009-07-31,731.946
2009-08-31,779.139
2009-09-30,852.623
2009-10-30,868.205
2009-11-30,921.679
2009-12-31,953.991
2010-01-29,862.193
2010-02-26,883.034
2010-03-31,1002.99
2010-04-30,1015.501
2010-05-31,824.679
2010-06-30,815.097
2010-07-30,911.666
2010-08-31,911.326
2010-09-30,1079.316
2010-10-29,1144.63
2010-11-30,1123.489
2010-12-31,1298.572
2011-01-31,1221.312
2011-02-28,1289.11
2011-03-31,1352.066
2011-04-29,1377.712
2011-05-31,1343.936
2011-06-30,1269.796
2011-07-29,1320.751
2011-08-31,1255.441
2011-09-30,1006.866
2011-10-31,1205.796
2011-11-30,1113.672
2011-12-30,1060.241
2012-01-31,1197.582
2012-02-29,1290.706
2012-03-30,1218.676
2012-04-30,1217.764
2012-05-31,1006.292
2012-06-29,1007.57
2012-07-31,1016.5
2012-08-31,1038.161
2012-09-28,1107.196
2012-10-31,1136.49
2012-11-30,1118.254
2012-12-31,1131.542
2013-01-31,1170.383
2013-02-28,1152.957
2013-03-29,1134.862
2013-04-30,1077.689
2013-05-31,965.477
2013-06-28,860.245
2013-07-31,916.134
2013-08-30,937.84
2013-09-30,1010.012
2013-10-31,1032.338
2013-11-29,935.195
2013-12-31,937.392
2014-01-31,879.1
2014-02-28,954.288
2014-03-31,989.106
2014-04-30,975.578
2014-05-30,985.295
2014-06-30,986.208
2014-07-31,1016.503
2014-08-29,1038.175
2014-09-30,916.881
2014-10-31,919.658
2014-11-28,866.919
2014-12-31,850.939
2015-01-30,826.765
2015-02-27,903.789
2015-03-31,879.816
2015-04-30,911.402
2015-05-29,901.366
2015-06-30,824.642
2015-07-31,813.246
2015-08-31,747.052
2015-09-30,730.875
2015-10-30,798.226
2015-11-30,825.162
2015-12-31,862.053
2016-01-29,808.512
2016-02-29,807.081
2016-03-31,897.832
2016-04-29,917.284
2016-05-31,916.192
2016-06-30,924.987
2016-07-29,1023.89
2016-08-31,978.559
2016-09-30,1011.297
2016-10-31,947.281
2016-11-30,906.491
2016-12-30,902.072
2017-01-31,918.754
2017-02-28,938.751
2017-03-31,956.766
2017-04-28,940.323
2017-05-31,923.948
2017-06-30,961.199
2017-07-31,980.775
2017-08-31,1000.53
2017-09-29,1000.341
2017-10-31,1044.265
2017-11-30,1073.47
2017-12-29,1147.589
2018-01-31,1183.48
2018-02-28,1148.549
2018-03-30,1106.741
2018-04-30,1123.992
2018-05-31,1163.147
2018-06-29,1158.76
2018-07-31,1147.281
2018-08-31,1143.823
2018-09-28,1133.218
2018-10-31,1022.0
2018-11-30,1040.823
2018-12-31,973.117
2019-01-31,1079.382
2019-02-28,1102.679
2019-03-29,1103.108
2019-04-30,1134.055
2019-05-31,1107.471
2019-06-28,1177.641
2019-07-31,1230.517
2019-08-30,1169.15
2019-09-30,1154.656
2019-10-31,1151.968
2019-11-29,1151.165
2019-12-31,1196.41
2020-01-31,1215.012
2020-02-28,1067.724
2020-03-31,777.058
2020-04-30,987.91
2020-05-29,1139.62
2020-06-30,1178.683
2020-07-31,1270.866
2020-08-31,1413.191
2020-09-30,1319.514
2020-10-30,1307.184
2020-11-30,1453.364
2020-12-31,1563.968
2021-01-29,1557.073
2021-02-26,1563.002
2021-03-31,1538.489
2021-04-30,1681.984
2021-05-31,1682.647
2021-06-30,1710.59
2021-07-30,1715.147
2021-08-31,1769.239
2021-09-30,1714.675
2021-10-29,1814.833
2021-11-30,1748.884
2021-12-31,1855.99
2022-01-31,1603.796
2022-02-28,1607.458
2022-03-31,1790.853
2022-04-29,1629.693
2022-05-31,1550.63
2022-06-30,1259.891
2022-07-29,1411.487
2022-08-31,1457.215
2022-09-30,1251.411
2022-10-31,1330.987
2022-11-30,1457.62
2022-12-30,1387.897
2023-01-31,1557.155
2023-02-28,1418.244
2023-03-31,1377.448
2023-04-28,1404.285
2023-05-31,1363.229
2023-06-30,1397.514
2023-07-31,1448.889
2023-08-31,1402.603
2023-09-29,1333.314
2023-10-31,1215.35
2023-11-30,1353.929
2023-12-29,1485.807
2024-01-31,1443.347
2024-02-29,1478.34
2024-03-29,1535.923
2024-04-30,1513.262
2024-05-31,1573.175
2024-06-28,1555.43
2024-07-31,1556.176
2024-08-30,1598.525
2024-09-30,1726.351
2024-10-31,1599.652
2024-11-29,1627.43
2024-12-31,1476.982
2025-01-31,1583.436
2025-02-28,1507.964
2025-03-31,1445.891
2025-04-30,1524.128
2025-05-30,1638.742
2025-06-30,1674.035
2025-07-31,1686.511
2025-08-29,1873.072
