Date,SPAIN SMALL GROWTH Small Cap
2001-07-03,200.553
2001-07-04,199.45
2001-07-05,195.173
2001-07-06,194.422
2001-07-09,195.318
2001-07-10,197.757
2001-07-11,195.975
2001-07-12,193.209
2001-07-13,193.431
2001-07-16,194.258
2001-07-17,192.817
2001-07-18,196.927
2001-07-19,197.327
2001-07-20,198.474
2001-07-23,197.572
2001-07-24,200.525
2001-07-25,200.887
2001-07-26,200.614
2001-07-27,201.81
2001-07-30,202.85
2001-07-31,204.19
2001-08-01,204.735
2001-08-02,205.979
2001-08-03,207.745
2001-08-06,206.419
2001-08-07,204.45
2001-08-08,203.685
2001-08-09,205.431
2001-08-10,205.21
2001-08-13,207.474
2001-08-14,209.067
2001-08-15,212.259
2001-08-16,212.748
2001-08-17,213.895
2001-08-20,212.292
2001-08-21,212.876
2001-08-22,213.678
2001-08-23,210.292
2001-08-24,209.298
2001-08-27,208.954
2001-08-28,208.064
2001-08-29,207.615
2001-08-30,206.642
2001-08-31,206.582
2001-09-03,205.258
2001-09-04,202.462
2001-09-05,199.982
2001-09-06,197.579
2001-09-07,197.68
2001-09-10,196.451
2001-09-11,189.882
2001-09-12,189.524
2001-09-13,190.6
2001-09-14,190.07
2001-09-17,189.372
2001-09-18,187.9
2001-09-19,189.414
2001-09-20,186.568
2001-09-21,180.071
2001-09-24,184.798
2001-09-25,186.926
2001-09-26,184.932
2001-09-27,185.561
2001-09-28,185.704
2001-10-01,188.218
2001-10-02,188.933
2001-10-03,189.06
2001-10-04,189.793
2001-10-05,189.703
2001-10-08,188.807
2001-10-09,189.378
2001-10-10,189.155
2001-10-11,189.984
2001-10-12,190.827
2001-10-15,190.685
2001-10-16,193.51
2001-10-17,193.179
2001-10-18,191.612
2001-10-19,188.944
2001-10-22,189.136
2001-10-23,188.495
2001-10-24,187.844
2001-10-25,188.507
2001-10-26,188.144
2001-10-29,190.268
2001-10-30,190.112
2001-10-31,189.33
2001-11-01,190.248
2001-11-02,190.664
2001-11-05,190.739
2001-11-06,191.615
2001-11-07,192.78
2001-11-08,192.059
2001-11-09,191.61
2001-11-12,190.748
2001-11-13,191.008
2001-11-14,193.069
2001-11-15,191.933
2001-11-16,192.326
2001-11-19,194.067
2001-11-20,194.06
2001-11-21,192.324
2001-11-22,195.467
2001-11-23,195.655
2001-11-26,197.117
2001-11-27,198.29
2001-11-28,197.65
2001-11-29,197.934
2001-11-30,200.763
2001-12-03,199.581
2001-12-04,201.338
2001-12-05,201.807
2001-12-06,202.5
2001-12-07,201.58
2001-12-10,200.386
2001-12-11,201.119
2001-12-12,203.092
2001-12-13,202.368
2001-12-14,202.543
2001-12-17,204.573
2001-12-18,203.573
2001-12-19,202.914
2001-12-20,199.898
2001-12-21,199.053
2001-12-24,197.067
2001-12-25,197.067
2001-12-26,197.235
2001-12-27,200.592
2001-12-28,197.899
2001-12-31,199.829
2002-01-01,199.829
2002-01-02,203.845
2002-01-03,204.175
2002-01-04,202.455
2002-01-07,200.899
2002-01-08,201.811
2002-01-09,199.522
2002-01-10,199.917
2002-01-11,199.364
2002-01-14,199.07
2002-01-15,199.086
2002-01-16,197.261
2002-01-17,197.555
2002-01-18,199.328
2002-01-21,197.515
2002-01-22,197.612
2002-01-23,197.913
2002-01-24,197.219
2002-01-25,193.49
2002-01-28,193.838
2002-01-29,194.047
2002-01-30,193.693
2002-01-31,194.131
2002-02-01,194.046
2002-02-04,194.854
2002-02-05,194.59
2002-02-06,193.365
2002-02-07,192.971
2002-02-08,192.827
2002-02-11,194.647
2002-02-12,192.495
2002-02-13,191.69
2002-02-14,192.447
2002-02-15,193.302
2002-02-18,192.348
2002-02-19,193.14
2002-02-20,191.558
2002-02-21,191.553
2002-02-22,192.722
2002-02-25,191.627
2002-02-26,192.438
2002-02-27,191.948
2002-02-28,192.92
2002-03-01,195.159
2002-03-04,198.261
2002-03-05,199.007
2002-03-06,202.198
2002-03-07,204.56
2002-03-08,204.945
2002-03-11,204.997
2002-03-12,203.451
2002-03-13,204.353
2002-03-14,207.228
2002-03-15,208.628
2002-03-18,209.425
2002-03-19,211.151
2002-03-20,210.41
2002-03-21,211.016
2002-03-22,213.129
2002-03-25,210.211
2002-03-26,211.287
2002-03-27,211.029
2002-03-28,211.836
2002-03-29,211.836
2002-04-01,213.572
2002-04-02,212.768
2002-04-03,213.034
2002-04-04,212.595
2002-04-05,213.327
2002-04-08,210.808
2002-04-09,211.225
2002-04-10,213.078
2002-04-11,213.434
2002-04-12,213.375
2002-04-15,214.61
2002-04-16,217.381
2002-04-17,218.836
2002-04-18,219.126
2002-04-19,220.191
2002-04-22,219.498
2002-04-23,219.754
2002-04-24,221.838
2002-04-25,223.599
2002-04-26,224.003
2002-04-29,225.018
2002-04-30,224.881
2002-05-01,226.154
2002-05-02,223.258
2002-05-03,225.695
2002-05-06,225.382
2002-05-07,223.328
2002-05-08,223.196
2002-05-09,224.603
2002-05-10,225.609
2002-05-13,225.25
2002-05-14,222.576
2002-05-15,224.049
2002-05-16,223.836
2002-05-17,229.442
2002-05-20,229.384
2002-05-21,228.667
2002-05-22,229.577
2002-05-23,229.112
2002-05-24,229.82
2002-05-27,229.02
2002-05-28,230.678
2002-05-29,230.712
2002-05-30,229.913
2002-05-31,229.529
2002-06-03,230.598
2002-06-04,228.018
2002-06-05,226.139
2002-06-06,228.215
2002-06-07,226.891
2002-06-10,226.804
2002-06-11,227.475
2002-06-12,227.251
2002-06-13,227.19
2002-06-14,223.389
2002-06-17,223.566
2002-06-18,223.139
2002-06-19,223.714
2002-06-20,222.892
2002-06-21,220.489
2002-06-24,219.028
2002-06-25,220.349
2002-06-26,220.294
2002-06-27,219.326
2002-06-28,224.481
2002-07-01,224.698
2002-07-02,221.099
2002-07-03,217.641
2002-07-04,218.435
2002-07-05,222.811
2002-07-08,226.574
2002-07-09,226.307
2002-07-10,221.447
2002-07-11,214.417
2002-07-12,216.532
2002-07-15,216.289
2002-07-16,215.653
2002-07-17,216.315
2002-07-18,218.934
2002-07-19,215.335
2002-07-22,210.286
2002-07-23,204.635
2002-07-24,201.28
2002-07-25,204.984
2002-07-26,201.092
2002-07-29,205.625
2002-07-30,207.042
2002-07-31,207.053
2002-08-01,205.418
2002-08-02,203.708
2002-08-05,200.282
2002-08-06,196.704
2002-08-07,195.629
2002-08-08,199.14
2002-08-09,200.4
2002-08-12,199.598
2002-08-13,199.72
2002-08-14,198.138
2002-08-15,196.663
2002-08-16,200.785
2002-08-19,201.076
2002-08-20,198.236
2002-08-21,200.48
2002-08-22,200.861
2002-08-23,199.97
2002-08-26,200.555
2002-08-27,202.46
2002-08-28,199.095
2002-08-29,197.723
2002-08-30,196.939
2002-09-02,197.201
2002-09-03,195.415
2002-09-04,195.87
2002-09-05,192.635
2002-09-06,194.101
2002-09-09,191.521
2002-09-10,192.917
2002-09-11,194.734
2002-09-12,193.257
2002-09-13,190.965
2002-09-16,188.995
2002-09-17,188.509
2002-09-18,187.215
2002-09-19,187.487
2002-09-20,185.861
2002-09-23,182.057
2002-09-24,176.36
2002-09-25,174.516
2002-09-26,175.706
2002-09-27,176.332
2002-09-30,176.38
2002-10-01,177.211
2002-10-02,180.372
2002-10-03,180.35
2002-10-04,178.068
2002-10-07,177.605
2002-10-08,176.742
2002-10-09,177.371
2002-10-10,177.369
2002-10-11,180.729
2002-10-14,181.807
2002-10-15,185.419
2002-10-16,186.197
2002-10-17,188.122
2002-10-18,187.368
2002-10-21,186.353
2002-10-22,186.805
2002-10-23,184.114
2002-10-24,185.692
2002-10-25,186.839
2002-10-28,188.65
2002-10-29,185.997
2002-10-30,187.344
2002-10-31,190.04
2002-11-01,191.22
2002-11-04,194.883
2002-11-05,195.368
2002-11-06,194.076
2002-11-07,193.658
2002-11-08,192.845
2002-11-11,192.358
2002-11-12,194.844
2002-11-13,196.113
2002-11-14,197.193
2002-11-15,197.456
2002-11-18,199.74
2002-11-19,201.352
2002-11-20,197.293
2002-11-21,199.863
2002-11-22,201.107
2002-11-25,200.326
2002-11-26,198.172
2002-11-27,200.846
2002-11-28,202.915
2002-11-29,203.881
2002-12-02,204.003
2002-12-03,202.243
2002-12-04,202.737
2002-12-05,202.994
2002-12-06,204.485
2002-12-09,203.866
2002-12-10,203.771
2002-12-11,203.744
2002-12-12,203.434
2002-12-13,202.252
2002-12-16,203.509
2002-12-17,205.134
2002-12-18,202.598
2002-12-19,203.206
2002-12-20,203.252
2002-12-23,202.465
2002-12-24,203.303
2002-12-25,203.303
2002-12-26,203.816
2002-12-27,201.987
2002-12-30,200.822
2002-12-31,201.609
2003-01-01,201.609
2003-01-02,204.509
2003-01-03,207.328
2003-01-06,208.602
2003-01-07,206.246
2003-01-08,204.476
2003-01-09,207.263
2003-01-10,208.662
2003-01-13,209.387
2003-01-14,211.245
2003-01-15,210.612
2003-01-16,212.736
2003-01-17,213.546
2003-01-20,213.543
2003-01-21,212.843
2003-01-22,211.47
2003-01-23,214.308
2003-01-24,214.459
2003-01-27,210.32
2003-01-28,209.691
2003-01-29,209.175
2003-01-30,208.108
2003-01-31,207.236
2003-02-03,209.951
2003-02-04,210.533
2003-02-05,211.605
2003-02-06,210.948
2003-02-07,209.468
2003-02-10,207.49
2003-02-11,208.142
2003-02-12,208.924
2003-02-13,210.936
2003-02-14,212.119
2003-02-17,212.661
2003-02-18,213.567
2003-02-19,212.782
2003-02-20,213.496
2003-02-21,213.822
2003-02-24,212.173
2003-02-25,208.56
2003-02-26,209.535
2003-02-27,211.047
2003-02-28,213.369
2003-03-03,215.343
2003-03-04,214.123
2003-03-05,218.283
2003-03-06,216.431
2003-03-07,216.085
2003-03-10,214.078
2003-03-11,213.329
2003-03-12,210.64
2003-03-13,211.086
2003-03-14,213.358
2003-03-17,214.049
2003-03-18,214.075
2003-03-19,214.8
2003-03-20,215.436
2003-03-21,217.057
2003-03-24,214.018
2003-03-25,215.537
2003-03-26,216.066
2003-03-27,215.965
2003-03-28,217.021
2003-03-31,217.795
2003-04-01,219.122
2003-04-02,220.981
2003-04-03,220.112
2003-04-04,220.331
2003-04-07,222.263
2003-04-08,222.584
2003-04-09,224.448
2003-04-10,226.879
2003-04-11,225.74
2003-04-14,228.294
2003-04-15,228.529
2003-04-16,229.305
2003-04-17,231.237
2003-04-18,231.237
2003-04-21,230.24
2003-04-22,231.605
2003-04-23,232.962
2003-04-24,232.586
2003-04-25,231.393
2003-04-28,233.532
2003-04-29,232.885
2003-04-30,235.069
2003-05-01,237.228
2003-05-02,236.923
2003-05-05,238.85
2003-05-06,243.355
2003-05-07,243.749
2003-05-08,244.388
2003-05-09,245.751
2003-05-12,246.694
2003-05-13,245.793
2003-05-14,245.126
2003-05-15,245.776
2003-05-16,248.196
2003-05-19,247.556
2003-05-20,247.961
2003-05-21,247.071
2003-05-22,250.315
2003-05-23,253.547
2003-05-26,256.109
2003-05-27,256.694
2003-05-28,256.242
2003-05-29,259.18
2003-05-30,259.408
2003-06-02,261.38
2003-06-03,260.837
2003-06-04,263.911
2003-06-05,268.351
2003-06-06,266.103
2003-06-09,267.184
2003-06-10,266.356
2003-06-11,270.394
2003-06-12,269.003
2003-06-13,270.228
2003-06-16,273.715
2003-06-17,272.412
2003-06-18,269.601
2003-06-19,267.232
2003-06-20,270.203
2003-06-23,264.394
2003-06-24,262.549
2003-06-25,266.17
2003-06-26,262.915
2003-06-27,261.489
2003-06-30,260.435
2003-07-01,262.33
2003-07-02,262.314
2003-07-03,260.99
2003-07-04,260.925
2003-07-07,261.288
2003-07-08,260.771
2003-07-09,261.391
2003-07-10,261.031
2003-07-11,263.667
2003-07-14,264.918
2003-07-15,264.278
2003-07-16,263.196
2003-07-17,263.693
2003-07-18,261.384
2003-07-21,263.668
2003-07-22,265.401
2003-07-23,268.493
2003-07-24,271.529
2003-07-25,268.709
2003-07-28,271.095
2003-07-29,269.31
2003-07-30,267.314
2003-07-31,265.694
2003-08-01,265.098
2003-08-04,266.737
2003-08-05,267.257
2003-08-06,266.464
2003-08-07,267.245
2003-08-08,265.575
2003-08-11,265.987
2003-08-12,266.172
2003-08-13,266.0
2003-08-14,266.886
2003-08-15,266.697
2003-08-18,265.044
2003-08-19,264.108
2003-08-20,265.167
2003-08-21,262.182
2003-08-22,260.239
2003-08-25,260.718
2003-08-26,259.58
2003-08-27,259.958
2003-08-28,261.575
2003-08-29,262.862
2003-09-01,264.52
2003-09-02,262.478
2003-09-03,264.93
2003-09-04,266.524
2003-09-05,269.143
2003-09-08,271.534
2003-09-09,272.73
2003-09-10,270.696
2003-09-11,270.994
2003-09-12,273.651
2003-09-15,274.41
2003-09-16,273.176
2003-09-17,275.975
2003-09-18,276.374
2003-09-19,277.472
2003-09-22,275.634
2003-09-23,275.814
2003-09-24,276.093
2003-09-25,276.51
2003-09-26,273.494
2003-09-29,274.142
2003-09-30,274.585
2003-10-01,276.545
2003-10-02,277.328
2003-10-03,278.786
2003-10-06,279.477
2003-10-07,282.113
2003-10-08,283.416
2003-10-09,283.27
2003-10-10,284.915
2003-10-13,283.623
2003-10-14,283.71
2003-10-15,284.29
2003-10-16,285.518
2003-10-17,282.954
2003-10-20,284.87
2003-10-21,285.429
2003-10-22,285.521
2003-10-23,284.772
2003-10-24,285.17
2003-10-27,284.81
2003-10-28,284.369
2003-10-29,285.041
2003-10-30,286.059
2003-10-31,285.097
2003-11-03,283.065
2003-11-04,285.563
2003-11-05,284.846
2003-11-06,283.412
2003-11-07,286.538
2003-11-10,286.849
2003-11-11,286.92
2003-11-12,290.856
2003-11-13,292.552
2003-11-14,294.792
2003-11-17,291.51
2003-11-18,293.974
2003-11-19,293.939
2003-11-20,292.617
2003-11-21,294.051
2003-11-24,293.398
2003-11-25,294.346
2003-11-26,296.887
2003-11-27,297.237
2003-11-28,299.191
2003-12-01,300.983
2003-12-02,304.179
2003-12-03,304.689
2003-12-04,302.618
2003-12-05,304.726
2003-12-08,306.646
2003-12-09,307.129
2003-12-10,306.97
2003-12-11,305.31
2003-12-12,308.174
2003-12-15,309.539
2003-12-16,310.353
2003-12-17,312.281
2003-12-18,312.754
2003-12-19,313.349
2003-12-22,315.219
2003-12-23,315.718
2003-12-24,316.607
2003-12-25,316.607
2003-12-26,316.48
2003-12-29,317.504
2003-12-30,318.851
2003-12-31,320.963
2004-01-01,320.963
2004-01-02,326.585
2004-01-05,330.337
2004-01-06,332.318
2004-01-07,329.685
2004-01-08,334.079
2004-01-09,337.686
2004-01-12,338.241
2004-01-13,337.896
2004-01-14,337.271
2004-01-15,336.519
2004-01-16,334.015
2004-01-19,335.872
2004-01-20,340.336
2004-01-21,340.774
2004-01-22,342.877
2004-01-23,341.89
2004-01-26,337.955
2004-01-27,340.807
2004-01-28,339.178
2004-01-29,333.643
2004-01-30,332.558
2004-02-02,334.838
2004-02-03,337.952
2004-02-04,335.34
2004-02-05,338.853
2004-02-06,343.172
2004-02-09,345.137
2004-02-10,346.258
2004-02-11,346.594
2004-02-12,353.401
2004-02-13,352.42
2004-02-16,353.606
2004-02-17,356.666
2004-02-18,358.514
2004-02-19,356.036
2004-02-20,351.687
2004-02-23,352.66
2004-02-24,354.399
2004-02-25,352.162
2004-02-26,348.934
2004-02-27,351.372
2004-03-01,352.793
2004-03-02,348.453
2004-03-03,343.568
2004-03-04,345.792
2004-03-05,353.374
2004-03-08,352.384
2004-03-09,352.063
2004-03-10,346.558
2004-03-11,341.369
2004-03-12,337.788
2004-03-15,327.416
2004-03-16,333.795
2004-03-17,333.629
2004-03-18,335.527
2004-03-19,335.051
2004-03-22,331.982
2004-03-23,330.574
2004-03-24,326.977
2004-03-25,330.82
2004-03-26,329.433
2004-03-29,333.117
2004-03-30,333.109
2004-03-31,337.297
2004-04-01,344.199
2004-04-02,342.112
2004-04-05,339.168
2004-04-06,340.02
2004-04-07,343.649
2004-04-08,343.931
2004-04-09,343.931
2004-04-12,342.965
2004-04-13,340.33
2004-04-14,337.611
2004-04-15,337.749
2004-04-16,342.125
2004-04-19,341.026
2004-04-20,339.725
2004-04-21,336.069
2004-04-22,336.653
2004-04-23,337.63
2004-04-26,339.492
2004-04-27,340.896
2004-04-28,336.225
2004-04-29,335.456
2004-04-30,335.361
2004-05-03,335.969
2004-05-04,339.212
2004-05-05,342.337
2004-05-06,337.712
2004-05-07,330.873
2004-05-10,320.799
2004-05-11,321.989
2004-05-12,322.012
2004-05-13,322.094
2004-05-14,321.06
2004-05-17,319.4
2004-05-18,320.44
2004-05-19,327.497
2004-05-20,322.634
2004-05-21,326.201
2004-05-24,326.933
2004-05-25,329.444
2004-05-26,332.172
2004-05-27,337.883
2004-05-28,336.808
2004-05-31,337.493
2004-06-01,334.244
2004-06-02,338.047
2004-06-03,336.761
2004-06-04,339.694
2004-06-07,344.338
2004-06-08,343.631
2004-06-09,337.884
2004-06-10,336.082
2004-06-11,332.862
2004-06-14,332.571
2004-06-15,333.813
2004-06-16,332.797
2004-06-17,333.473
2004-06-18,336.586
2004-06-21,337.343
2004-06-22,335.958
2004-06-23,337.634
2004-06-24,341.282
2004-06-25,339.948
2004-06-28,343.522
2004-06-29,340.26
2004-06-30,341.666
2004-07-01,344.611
2004-07-02,347.173
2004-07-05,346.076
2004-07-06,344.985
2004-07-07,347.384
2004-07-08,348.757
2004-07-09,347.894
2004-07-12,350.578
2004-07-13,349.791
2004-07-14,349.762
2004-07-15,348.719
2004-07-16,351.917
2004-07-19,349.441
2004-07-20,349.566
2004-07-21,347.052
2004-07-22,345.492
2004-07-23,339.397
2004-07-26,337.535
2004-07-27,337.479
2004-07-28,335.37
2004-07-29,339.701
2004-07-30,339.154
2004-08-02,337.204
2004-08-03,337.585
2004-08-04,334.297
2004-08-05,334.612
2004-08-06,335.084
2004-08-09,333.816
2004-08-10,336.78
2004-08-11,332.188
2004-08-12,334.07
2004-08-13,337.205
2004-08-16,336.959
2004-08-17,341.71
2004-08-18,340.823
2004-08-19,343.047
2004-08-20,342.002
2004-08-23,341.597
2004-08-24,339.99
2004-08-25,338.682
2004-08-26,340.374
2004-08-27,339.078
2004-08-30,339.661
2004-08-31,342.535
2004-09-01,345.047
2004-09-02,346.473
2004-09-03,346.287
2004-09-06,349.391
2004-09-07,349.991
2004-09-08,351.55
2004-09-09,352.074
2004-09-10,357.577
2004-09-13,359.322
2004-09-14,358.774
2004-09-15,353.959
2004-09-16,355.717
2004-09-17,356.573
2004-09-20,355.916
2004-09-21,359.671
2004-09-22,357.311
2004-09-23,357.726
2004-09-24,358.808
2004-09-27,357.066
2004-09-28,360.233
2004-09-29,362.706
2004-09-30,365.66
2004-10-01,368.675
2004-10-04,366.905
2004-10-05,367.256
2004-10-06,368.105
2004-10-07,367.123
2004-10-08,371.64
2004-10-11,369.862
2004-10-12,367.696
2004-10-13,364.297
2004-10-14,365.395
2004-10-15,368.695
2004-10-18,369.274
2004-10-19,370.709
2004-10-20,371.644
2004-10-21,372.799
2004-10-22,374.66
2004-10-25,375.428
2004-10-26,376.73
2004-10-27,379.703
2004-10-28,380.694
2004-10-29,379.0
2004-11-01,379.73
2004-11-02,381.35
2004-11-03,385.434
2004-11-04,387.836
2004-11-05,390.665
2004-11-08,393.664
2004-11-09,393.134
2004-11-10,394.15
2004-11-11,394.675
2004-11-12,396.925
2004-11-15,393.195
2004-11-16,392.089
2004-11-17,396.65
2004-11-18,394.903
2004-11-19,397.903
2004-11-22,397.306
2004-11-23,399.064
2004-11-24,403.228
2004-11-25,407.887
2004-11-26,408.698
2004-11-29,407.895
2004-11-30,405.968
2004-12-01,408.783
2004-12-02,410.366
2004-12-03,414.251
2004-12-06,415.986
2004-12-07,415.693
2004-12-08,410.725
2004-12-09,411.06
2004-12-10,411.79
2004-12-13,418.03
2004-12-14,420.097
2004-12-15,424.798
2004-12-16,422.503
2004-12-17,421.037
2004-12-20,428.653
2004-12-21,426.786
2004-12-22,429.768
2004-12-23,433.072
2004-12-24,434.195
2004-12-27,436.861
2004-12-28,436.538
2004-12-29,436.89
2004-12-30,439.61
2004-12-31,438.401
2005-01-03,438.214
2005-01-04,435.462
2005-01-05,431.53
2005-01-06,428.134
2005-01-07,426.378
2005-01-10,428.733
2005-01-11,428.271
2005-01-12,434.601
2005-01-13,436.554
2005-01-14,434.561
2005-01-17,436.902
2005-01-18,435.444
2005-01-19,438.368
2005-01-20,433.133
2005-01-21,436.231
2005-01-24,437.444
2005-01-25,437.828
2005-01-26,442.77
2005-01-27,443.764
2005-01-28,444.56
2005-01-31,449.658
2005-02-01,454.221
2005-02-02,456.992
2005-02-03,453.895
2005-02-04,455.915
2005-02-07,452.911
2005-02-08,451.103
2005-02-09,451.41
2005-02-10,456.194
2005-02-11,458.848
2005-02-14,464.25
2005-02-15,464.677
2005-02-16,466.278
2005-02-17,472.085
2005-02-18,470.71
2005-02-21,466.0
2005-02-22,466.857
2005-02-23,469.677
2005-02-24,472.23
2005-02-25,474.104
2005-02-28,476.606
2005-03-01,478.047
2005-03-02,475.458
2005-03-03,473.95
2005-03-04,482.335
2005-03-07,481.555
2005-03-08,484.572
2005-03-09,483.258
2005-03-10,478.729
2005-03-11,481.149
2005-03-14,476.452
2005-03-15,476.494
2005-03-16,477.704
2005-03-17,477.023
2005-03-18,475.367
2005-03-21,473.285
2005-03-22,477.058
2005-03-23,468.756
2005-03-24,469.532
2005-03-25,469.532
2005-03-28,466.237
2005-03-29,468.774
2005-03-30,469.215
2005-03-31,469.625
2005-04-01,471.499
2005-04-04,466.32
2005-04-05,469.953
2005-04-06,471.457
2005-04-07,477.918
2005-04-08,474.903
2005-04-11,478.236
2005-04-12,473.132
2005-04-13,474.497
2005-04-14,470.457
2005-04-15,466.383
2005-04-18,464.273
2005-04-19,468.949
2005-04-20,470.556
2005-04-21,471.59
2005-04-22,472.482
2005-04-25,469.086
2005-04-26,468.115
2005-04-27,461.516
2005-04-28,458.112
2005-04-29,457.118
2005-05-02,460.694
2005-05-03,463.609
2005-05-04,466.401
2005-05-05,467.258
2005-05-06,466.128
2005-05-09,466.79
2005-05-10,469.324
2005-05-11,465.28
2005-05-12,468.204
2005-05-13,465.805
2005-05-16,464.882
2005-05-17,465.42
2005-05-18,469.55
2005-05-19,470.789
2005-05-20,469.617
2005-05-23,472.806
2005-05-24,474.933
2005-05-25,476.641
2005-05-26,479.461
2005-05-27,478.691
2005-05-30,480.802
2005-05-31,477.741
2005-06-01,479.919
2005-06-02,480.569
2005-06-03,479.212
2005-06-06,478.857
2005-06-07,482.902
2005-06-08,483.671
2005-06-09,478.816
2005-06-10,479.019
2005-06-13,476.777
2005-06-14,479.828
2005-06-15,479.755
2005-06-16,481.444
2005-06-17,489.281
2005-06-20,483.321
2005-06-21,486.247
2005-06-22,488.676
2005-06-23,487.802
2005-06-24,486.068
2005-06-27,485.407
2005-06-28,485.484
2005-06-29,488.01
2005-06-30,490.324
2005-07-01,490.843
2005-07-04,488.095
2005-07-05,488.209
2005-07-06,487.56
2005-07-07,482.509
2005-07-08,488.284
2005-07-11,499.454
2005-07-12,504.932
2005-07-13,501.794
2005-07-14,502.14
2005-07-15,498.526
2005-07-18,498.612
2005-07-19,496.161
2005-07-20,497.952
2005-07-21,500.763
2005-07-22,502.949
2005-07-25,499.632
2005-07-26,499.056
2005-07-27,500.049
2005-07-28,504.291
2005-07-29,505.208
2005-08-01,507.611
2005-08-02,509.958
2005-08-03,515.128
2005-08-04,518.724
2005-08-05,518.022
2005-08-08,521.422
2005-08-09,520.128
2005-08-10,522.766
2005-08-11,524.306
2005-08-12,521.871
2005-08-15,521.553
2005-08-16,518.538
2005-08-17,514.481
2005-08-18,507.77
2005-08-19,507.271
2005-08-22,512.267
2005-08-23,508.925
2005-08-24,510.288
2005-08-25,508.137
2005-08-26,507.649
2005-08-29,504.65
2005-08-30,503.221
2005-08-31,509.606
2005-09-01,522.668
2005-09-02,527.033
2005-09-05,526.333
2005-09-06,531.629
2005-09-07,536.062
2005-09-08,534.249
2005-09-09,536.603
2005-09-12,530.205
2005-09-13,526.026
2005-09-14,530.693
2005-09-15,532.216
2005-09-16,536.997
2005-09-19,536.77
2005-09-20,542.308
2005-09-21,540.26
2005-09-22,536.165
2005-09-23,532.167
2005-09-26,535.457
2005-09-27,534.455
2005-09-28,539.205
2005-09-29,539.224
2005-09-30,543.118
2005-10-03,537.406
2005-10-04,538.96
2005-10-05,540.705
2005-10-06,544.512
2005-10-07,541.095
2005-10-10,541.055
2005-10-11,541.891
2005-10-12,541.696
2005-10-13,529.187
2005-10-14,534.911
2005-10-17,531.943
2005-10-18,525.92
2005-10-19,516.815
2005-10-20,518.618
2005-10-21,519.156
2005-10-24,525.554
2005-10-25,532.418
2005-10-26,533.587
2005-10-27,529.104
2005-10-28,529.41
2005-10-31,530.331
2005-11-01,532.012
2005-11-02,534.287
2005-11-03,534.32
2005-11-04,523.905
2005-11-07,524.458
2005-11-08,520.649
2005-11-09,521.059
