Date,SPAIN SMALL GROWTH Small Cap
2018-08-31,826.432
2018-09-28,818.953
2018-10-31,737.453
2018-11-30,732.382
2018-12-31,693.217
2019-01-31,742.358
2019-02-28,727.779
2019-03-29,740.603
2019-04-30,760.693
2019-05-31,743.088
2019-06-28,770.339
2019-07-31,741.398
2019-08-30,706.263
2019-09-30,719.768
2019-10-31,767.128
2019-11-29,761.239
2019-12-31,782.741
2020-01-31,762.114
2020-02-28,710.929
2020-03-31,506.202
2020-04-30,572.416
2020-05-29,580.161
2020-06-30,609.493
2020-07-31,633.476
2020-08-31,659.733
2020-09-30,644.331
2020-10-30,622.963
2020-11-30,738.111
2020-12-31,806.549
2021-01-29,820.053
2021-02-26,849.907
2021-03-31,861.065
2021-04-30,899.61
2021-05-31,871.979
2021-06-30,832.529
2021-07-30,851.097
2021-08-31,858.985
2021-09-30,852.95
2021-10-29,899.424
2021-11-30,836.61
2021-12-31,884.384
2022-01-31,794.1
2022-02-28,807.09
2022-03-31,838.686
2022-04-29,815.532
2022-05-31,810.459
2022-06-30,713.765
2022-07-29,677.488
2022-08-31,632.931
2022-09-30,559.072
2022-10-31,574.569
2022-11-30,620.657
2022-12-30,646.183
2023-01-31,708.499
2023-02-28,703.398
2023-03-31,709.231
2023-04-28,689.634
2023-05-31,646.206
2023-06-30,684.564
2023-07-31,724.846
2023-08-31,715.898
2023-09-29,675.873
2023-10-31,635.248
2023-11-30,733.138
2023-12-29,769.445
2024-01-31,760.2
2024-02-29,757.935
2024-03-29,791.635
2024-04-30,778.273
2024-05-31,879.993
2024-06-28,829.972
2024-07-31,840.392
2024-08-30,847.439
2024-09-30,867.053
2024-10-31,849.126
2024-11-29,816.63
2024-12-31,805.971
2025-01-31,853.598
2025-02-28,837.345
2025-03-31,870.126
2025-04-30,925.235
2025-05-30,1019.568
2025-06-30,1067.626
2025-07-31,1058.127
2025-08-29,1091.158
2025-09-30,1100.441
