Date,ACWI IMI IMI (Large+Mid+Small Cap)
2016-02-29,1134.261
2016-03-31,1220.061
2016-04-29,1239.341
2016-05-31,1241.866
2016-06-30,1232.954
2016-07-29,1287.864
2016-08-31,1292.181
2016-09-30,1301.613
2016-10-31,1276.416
2016-11-30,1290.308
2016-12-30,1318.11
2017-01-31,1353.806
2017-02-28,1391.12
2017-03-31,1407.597
2017-04-28,1430.213
2017-05-31,1458.757
2017-06-30,1467.368
2017-07-31,1507.615
2017-08-31,1512.947
2017-09-29,1545.377
2017-10-31,1576.629
2017-11-30,1607.579
2017-12-29,1633.794
2018-01-31,1721.894
2018-02-28,1650.008
2018-03-30,1619.174
2018-04-30,1634.295
2018-05-31,1640.738
2018-06-29,1630.89
2018-07-31,1676.072
2018-08-31,1691.471
2018-09-28,1694.159
2018-10-31,1561.631
2018-11-30,1583.697
2018-12-31,1469.115
2019-01-31,1588.663
2019-02-28,1632.865
2019-03-29,1649.719
2019-04-30,1704.279
2019-05-31,1602.23
2019-06-28,1705.269
2019-07-31,1710.415
2019-08-30,1667.283
2019-09-30,1702.252
2019-10-31,1749.114
2019-11-29,1792.688
2019-12-31,1856.269
2020-01-31,1831.707
2020-02-28,1681.8
2020-03-31,1439.762
2020-04-30,1598.331
2020-05-29,1671.828
2020-06-30,1725.28
2020-07-31,1814.917
2020-08-31,1924.78
2020-09-30,1865.118
2020-10-30,1824.74
2020-11-30,2055.759
2020-12-31,2157.944
2021-01-29,2154.134
2021-02-26,2211.435
2021-03-31,2268.76
2021-04-30,2367.24
2021-05-31,2402.547
2021-06-30,2431.553
2021-07-30,2443.83
2021-08-31,2504.311
2021-09-30,2404.475
2021-10-29,2521.443
2021-11-30,2453.757
2021-12-31,2551.171
2022-01-31,2418.796
2022-02-28,2363.448
2022-03-31,2411.664
2022-04-29,2220.174
2022-05-31,2221.43
2022-06-30,2029.799
2022-07-29,2174.798
2022-08-31,2097.585
2022-09-30,1895.118
2022-10-31,2011.716
2022-11-30,2164.816
2022-12-30,2081.668
2023-01-31,2235.001
2023-02-28,2172.89
2023-03-31,2226.338
2023-04-28,2254.683
2023-05-31,2227.482
2023-06-30,2357.401
2023-07-31,2447.539
2023-08-31,2377.267
2023-09-29,2277.193
2023-10-31,2201.338
2023-11-30,2404.814
2023-12-29,2530.947
2024-01-31,2536.667
2024-02-29,2642.655
2024-03-29,2726.219
2024-04-30,2633.683
2024-05-31,2740.393
2024-06-28,2791.137
2024-07-31,2848.562
2024-08-30,2915.078
2024-09-30,2982.189
2024-10-31,2913.124
2024-11-29,3026.703
2024-12-31,2945.29
2025-01-31,3041.721
2025-02-28,3014.953
2025-03-31,2898.003
2025-04-30,2925.185
2025-05-30,3094.436
2025-06-30,3234.662
2025-07-31,3277.702
2025-08-29,3366.903
2025-09-30,3482.836
2025-10-31,3554.071
2025-11-28,3558.44
