Date,EM (EMERGING MARKETS) MID VALUE Mid Cap
2024-08-30,1906.779
2024-09-30,2006.553
2024-10-31,1903.453
2024-11-29,1842.436
2024-12-31,1829.636
2025-01-31,1857.224
2025-02-28,1854.514
2025-03-31,1841.973
2025-04-30,1900.746
2025-05-30,2020.425
2025-06-30,2125.509
2025-07-31,2173.844
2025-08-29,2191.495
2025-09-30,2263.501
