Date,EM (EMERGING MARKETS) MID VALUE Mid Cap
2001-07-16,193.413
2001-07-17,193.823
2001-07-18,193.193
2001-07-19,193.294
2001-07-20,193.3
2001-07-23,193.59
2001-07-24,192.326
2001-07-25,191.63
2001-07-26,193.81
2001-07-27,193.563
2001-07-30,193.716
2001-07-31,193.332
2001-08-01,193.552
2001-08-02,195.781
2001-08-03,197.078
2001-08-06,196.208
2001-08-07,195.807
2001-08-08,196.576
2001-08-09,194.914
2001-08-10,195.234
2001-08-13,196.607
2001-08-14,198.682
2001-08-15,199.17
2001-08-16,200.256
2001-08-17,199.064
2001-08-20,197.922
2001-08-21,198.08
2001-08-22,198.789
2001-08-23,198.468
2001-08-24,199.228
2001-08-27,200.679
2001-08-28,200.703
2001-08-29,200.958
2001-08-30,200.243
2001-08-31,199.452
2001-09-03,198.107
2001-09-04,198.678
2001-09-05,198.584
2001-09-06,197.806
2001-09-07,197.273
2001-09-10,195.212
2001-09-11,189.341
2001-09-12,184.905
2001-09-13,181.8
2001-09-14,176.031
2001-09-17,170.986
2001-09-18,172.345
2001-09-19,174.17
2001-09-20,169.44
2001-09-21,165.339
2001-09-24,167.034
2001-09-25,166.177
2001-09-26,166.696
2001-09-27,166.941
2001-09-28,168.754
2001-10-01,168.048
2001-10-02,166.316
2001-10-03,165.437
2001-10-04,167.79
2001-10-05,168.147
2001-10-08,165.895
2001-10-09,168.305
2001-10-10,169.513
2001-10-11,173.253
2001-10-12,172.153
2001-10-15,172.091
2001-10-16,173.872
2001-10-17,174.95
2001-10-18,174.107
2001-10-19,174.66
2001-10-22,176.222
2001-10-23,175.963
2001-10-24,177.034
2001-10-25,177.005
2001-10-26,178.061
2001-10-29,177.639
2001-10-30,175.736
2001-10-31,176.519
2001-11-01,176.802
2001-11-02,177.865
2001-11-05,180.83
2001-11-06,180.828
2001-11-07,180.285
2001-11-08,182.946
2001-11-09,183.172
2001-11-12,183.979
2001-11-13,185.733
2001-11-14,188.436
2001-11-15,190.409
2001-11-16,192.08
2001-11-19,194.728
2001-11-20,193.882
2001-11-21,194.974
2001-11-22,196.355
2001-11-23,198.321
2001-11-26,202.783
2001-11-27,201.92
2001-11-28,197.712
2001-11-29,197.757
2001-11-30,199.08
2001-12-03,201.789
2001-12-04,202.951
2001-12-05,206.097
2001-12-06,209.199
2001-12-07,211.321
2001-12-10,211.824
2001-12-11,210.927
2001-12-12,212.871
2001-12-13,210.061
2001-12-14,210.202
2001-12-17,210.699
2001-12-18,207.807
2001-12-19,205.93
2001-12-20,207.114
2001-12-21,205.613
2001-12-24,207.575
2001-12-25,209.416
2001-12-26,210.536
2001-12-27,210.866
2001-12-28,212.897
2001-12-31,215.313
2002-01-01,215.512
2002-01-02,218.021
2002-01-03,219.933
2002-01-04,222.711
2002-01-07,223.865
2002-01-08,223.178
2002-01-09,224.663
2002-01-10,223.862
2002-01-11,222.539
2002-01-14,221.705
2002-01-15,220.662
2002-01-16,218.514
2002-01-17,219.724
2002-01-18,219.946
2002-01-21,222.602
2002-01-22,222.875
2002-01-23,223.582
2002-01-24,224.723
2002-01-25,227.054
2002-01-28,228.737
2002-01-29,226.984
2002-01-30,225.475
2002-01-31,227.694
2002-02-01,227.55
2002-02-04,226.668
2002-02-05,226.595
2002-02-06,229.007
2002-02-07,227.234
2002-02-08,227.821
2002-02-11,227.092
2002-02-12,227.907
2002-02-13,229.031
2002-02-14,232.287
2002-02-15,232.252
2002-02-18,233.371
2002-02-19,231.38
2002-02-20,229.754
2002-02-21,229.302
2002-02-22,228.64
2002-02-25,228.04
2002-02-26,229.443
2002-02-27,233.544
2002-02-28,232.602
2002-03-01,235.027
2002-03-04,240.456
2002-03-05,241.156
2002-03-06,242.466
2002-03-07,243.066
2002-03-08,243.722
2002-03-11,245.054
2002-03-12,244.554
2002-03-13,245.144
2002-03-14,247.059
2002-03-15,248.243
2002-03-18,249.717
2002-03-19,249.644
2002-03-20,250.014
2002-03-21,249.813
2002-03-22,250.105
2002-03-25,248.162
2002-03-26,248.342
2002-03-27,248.917
2002-03-28,250.155
2002-03-29,249.63
2002-04-01,247.718
2002-04-02,248.739
2002-04-03,249.064
2002-04-04,250.191
2002-04-05,252.152
2002-04-08,252.873
2002-04-09,251.517
2002-04-10,252.269
2002-04-11,253.235
2002-04-12,254.439
2002-04-15,255.42
2002-04-16,257.396
2002-04-17,261.125
2002-04-18,262.165
2002-04-19,264.305
2002-04-22,263.488
2002-04-23,262.608
2002-04-24,261.813
2002-04-25,258.219
2002-04-26,259.186
2002-04-29,256.452
2002-04-30,255.047
2002-05-01,255.057
2002-05-02,255.552
2002-05-03,256.654
2002-05-06,253.774
2002-05-07,252.437
2002-05-08,255.182
2002-05-09,254.516
2002-05-10,253.782
2002-05-13,252.953
2002-05-14,254.101
2002-05-15,256.401
2002-05-16,256.674
2002-05-17,257.998
2002-05-20,254.93
2002-05-21,250.67
2002-05-22,251.11
2002-05-23,249.998
2002-05-24,252.302
2002-05-27,253.309
2002-05-28,251.596
2002-05-29,250.635
2002-05-30,250.227
2002-05-31,249.149
2002-06-03,249.36
2002-06-04,249.128
2002-06-05,249.415
2002-06-06,249.509
2002-06-07,246.401
2002-06-10,248.969
2002-06-11,248.942
2002-06-12,248.777
2002-06-13,249.981
2002-06-14,246.819
2002-06-17,245.104
2002-06-18,245.973
2002-06-19,239.788
2002-06-20,240.357
2002-06-21,239.485
2002-06-24,238.872
2002-06-25,236.634
2002-06-26,227.358
2002-06-27,229.974
2002-06-28,235.723
2002-07-01,234.424
2002-07-02,232.07
2002-07-03,233.069
2002-07-04,236.466
2002-07-05,241.462
2002-07-08,242.129
2002-07-09,245.71
2002-07-10,244.177
2002-07-11,239.476
2002-07-12,244.664
2002-07-15,243.337
2002-07-16,241.547
2002-07-17,242.491
2002-07-18,243.496
2002-07-19,240.028
2002-07-22,231.854
2002-07-23,232.551
2002-07-24,226.146
2002-07-25,227.226
2002-07-26,220.571
2002-07-29,222.813
2002-07-30,226.99
2002-07-31,225.149
2002-08-01,223.999
2002-08-02,224.039
2002-08-05,215.923
2002-08-06,214.318
2002-08-07,217.814
2002-08-08,219.345
2002-08-09,221.266
2002-08-12,221.154
2002-08-13,221.758
2002-08-14,224.306
2002-08-15,225.032
2002-08-16,226.103
2002-08-19,225.939
2002-08-20,226.623
2002-08-21,228.469
2002-08-22,228.27
2002-08-23,227.405
2002-08-26,227.418
2002-08-27,227.703
2002-08-28,226.83
2002-08-29,225.98
2002-08-30,227.516
2002-09-02,226.476
2002-09-03,222.672
2002-09-04,220.47
2002-09-05,219.555
2002-09-06,217.925
2002-09-09,217.415
2002-09-10,220.627
2002-09-11,222.367
2002-09-12,223.754
2002-09-13,220.419
2002-09-16,216.367
2002-09-17,220.572
2002-09-18,215.293
2002-09-19,214.892
2002-09-20,214.103
2002-09-23,209.077
2002-09-24,206.37
2002-09-25,203.907
2002-09-26,204.773
2002-09-27,204.243
2002-09-30,201.757
2002-10-01,204.198
2002-10-02,202.753
2002-10-03,201.603
2002-10-04,202.266
2002-10-07,197.251
2002-10-08,197.471
2002-10-09,195.229
2002-10-10,192.234
2002-10-11,192.058
2002-10-14,193.483
2002-10-15,198.666
2002-10-16,199.897
2002-10-17,203.381
2002-10-18,207.37
2002-10-21,206.956
2002-10-22,205.814
2002-10-23,211.359
2002-10-24,211.08
2002-10-25,210.428
2002-10-28,212.777
2002-10-29,210.073
2002-10-30,209.639
2002-10-31,211.5
2002-11-01,210.625
2002-11-04,214.867
2002-11-05,215.043
2002-11-06,217.636
2002-11-07,219.226
2002-11-08,220.166
2002-11-11,218.376
2002-11-12,216.748
2002-11-13,215.941
2002-11-14,216.906
2002-11-15,220.411
2002-11-18,220.867
2002-11-19,218.979
2002-11-20,218.712
2002-11-21,220.797
2002-11-22,222.185
2002-11-25,223.821
2002-11-26,223.235
2002-11-27,224.131
2002-11-28,223.796
2002-11-29,226.021
2002-12-02,227.404
2002-12-03,228.232
2002-12-04,225.049
2002-12-05,225.431
2002-12-06,225.133
2002-12-09,225.647
2002-12-10,225.139
2002-12-11,224.47
2002-12-12,225.794
2002-12-13,224.89
2002-12-16,224.959
2002-12-17,225.539
2002-12-18,226.112
2002-12-19,226.127
2002-12-20,226.245
2002-12-23,223.818
2002-12-24,221.402
2002-12-25,221.098
2002-12-26,221.287
2002-12-27,219.991
2002-12-30,217.508
2002-12-31,217.461
2003-01-01,217.393
2003-01-02,219.346
2003-01-03,222.992
2003-01-06,225.089
2003-01-07,224.618
2003-01-08,225.874
2003-01-09,226.005
2003-01-10,226.679
2003-01-13,229.851
2003-01-14,229.846
2003-01-15,231.144
2003-01-16,229.318
2003-01-17,226.205
2003-01-20,226.248
2003-01-21,225.001
2003-01-22,224.034
2003-01-23,226.072
2003-01-24,222.833
2003-01-27,218.701
2003-01-28,220.032
2003-01-29,220.366
2003-01-30,221.929
2003-01-31,222.757
2003-02-03,224.047
2003-02-04,224.652
2003-02-05,224.216
2003-02-06,221.999
2003-02-07,219.61
2003-02-10,218.399
2003-02-11,218.449
2003-02-12,218.952
2003-02-13,216.266
2003-02-14,216.798
2003-02-17,222.401
2003-02-18,221.36
2003-02-19,219.699
2003-02-20,220.84
2003-02-21,221.102
2003-02-24,222.218
2003-02-25,218.176
2003-02-26,218.254
2003-02-27,217.777
2003-02-28,216.772
2003-03-03,218.223
2003-03-04,216.386
2003-03-05,213.781
2003-03-06,212.402
2003-03-07,210.418
2003-03-10,207.393
2003-03-11,206.793
2003-03-12,206.994
2003-03-13,207.187
2003-03-14,207.651
2003-03-17,202.413
2003-03-18,207.996
2003-03-19,207.88
2003-03-20,211.632
2003-03-21,212.537
2003-03-24,211.031
2003-03-25,209.711
2003-03-26,209.83
2003-03-27,209.527
2003-03-28,209.962
2003-03-31,206.54
2003-04-01,208.818
2003-04-02,211.032
2003-04-03,212.593
2003-04-04,215.041
2003-04-07,220.895
2003-04-08,220.821
2003-04-09,220.02
2003-04-10,221.085
2003-04-11,222.747
2003-04-14,224.016
2003-04-15,226.239
2003-04-16,229.297
2003-04-17,230.408
2003-04-18,231.803
2003-04-21,231.332
2003-04-22,228.144
2003-04-23,226.288
2003-04-24,223.707
2003-04-25,218.869
2003-04-28,219.5
2003-04-29,224.458
2003-04-30,223.751
2003-05-01,223.843
2003-05-02,224.988
2003-05-05,227.565
2003-05-06,228.378
2003-05-07,231.167
2003-05-08,230.356
2003-05-09,232.252
2003-05-12,235.44
2003-05-13,234.799
2003-05-14,233.764
2003-05-15,232.908
2003-05-16,232.105
2003-05-19,229.769
2003-05-20,229.259
2003-05-21,229.306
2003-05-22,230.483
2003-05-23,235.48
2003-05-26,239.058
2003-05-27,238.274
2003-05-28,241.343
2003-05-29,243.032
2003-05-30,243.863
2003-06-02,246.444
2003-06-03,246.413
2003-06-04,246.508
2003-06-05,249.262
2003-06-06,250.134
2003-06-09,251.461
2003-06-10,251.098
2003-06-11,251.172
2003-06-12,253.438
2003-06-13,256.636
2003-06-16,258.821
2003-06-17,262.458
2003-06-18,260.867
2003-06-19,261.369
2003-06-20,259.939
2003-06-23,256.491
2003-06-24,255.799
2003-06-25,258.323
2003-06-26,257.068
2003-06-27,258.465
2003-06-30,257.606
2003-07-01,260.595
2003-07-02,264.251
2003-07-03,265.374
2003-07-04,268.031
2003-07-07,271.992
2003-07-08,271.542
2003-07-09,271.516
2003-07-10,270.989
2003-07-11,270.533
2003-07-14,274.609
2003-07-15,272.943
2003-07-16,272.751
2003-07-17,269.662
2003-07-18,268.158
2003-07-21,266.639
2003-07-22,267.439
2003-07-23,267.396
2003-07-24,270.095
2003-07-25,271.539
2003-07-28,274.799
2003-07-29,273.743
2003-07-30,272.898
2003-07-31,273.344
2003-08-01,274.932
2003-08-04,274.19
2003-08-05,272.547
2003-08-06,270.419
2003-08-07,272.379
2003-08-08,272.692
2003-08-11,274.279
2003-08-12,275.454
2003-08-13,279.205
2003-08-14,280.554
2003-08-15,281.223
2003-08-18,284.576
2003-08-19,284.533
2003-08-20,285.056
2003-08-21,288.84
2003-08-22,289.883
2003-08-25,288.722
2003-08-26,287.096
2003-08-27,288.107
2003-08-28,286.626
2003-08-29,289.032
2003-09-01,292.899
2003-09-02,294.093
2003-09-03,294.163
2003-09-04,292.967
2003-09-05,292.328
2003-09-08,291.951
2003-09-09,291.701
2003-09-10,290.884
2003-09-11,291.492
2003-09-12,291.862
2003-09-15,289.551
2003-09-16,292.326
2003-09-17,292.696
2003-09-18,291.875
2003-09-19,291.005
2003-09-22,288.222
2003-09-23,290.573
2003-09-24,293.017
2003-09-25,291.397
2003-09-26,289.219
2003-09-29,288.248
2003-09-30,289.055
2003-10-01,291.445
2003-10-02,295.567
2003-10-03,298.031
2003-10-06,300.957
2003-10-07,302.52
2003-10-08,303.823
2003-10-09,308.412
2003-10-10,312.13
2003-10-13,313.847
2003-10-14,313.446
2003-10-15,313.835
2003-10-16,317.655
2003-10-17,315.862
2003-10-20,318.049
2003-10-21,317.021
2003-10-22,316.429
2003-10-23,310.202
2003-10-24,309.97
2003-10-27,310.693
2003-10-28,315.451
2003-10-29,315.813
2003-10-30,319.098
2003-10-31,318.809
2003-11-03,323.348
2003-11-04,325.07
2003-11-05,327.193
2003-11-06,322.276
2003-11-07,325.755
2003-11-10,324.858
2003-11-11,322.903
2003-11-12,323.678
2003-11-13,327.475
2003-11-14,327.883
2003-11-17,322.582
2003-11-18,323.125
2003-11-19,315.902
2003-11-20,312.919
2003-11-21,314.141
2003-11-24,311.361
2003-11-25,314.772
2003-11-26,318.035
2003-11-27,317.506
2003-11-28,321.925
2003-12-01,330.233
2003-12-02,330.432
2003-12-03,331.744
2003-12-04,330.895
2003-12-05,329.434
2003-12-08,328.066
2003-12-09,331.762
2003-12-10,331.653
2003-12-11,332.772
2003-12-12,335.411
2003-12-15,337.598
2003-12-16,335.503
2003-12-17,331.905
2003-12-18,333.059
2003-12-19,333.793
2003-12-22,335.511
2003-12-23,335.66
2003-12-24,336.554
2003-12-25,336.108
2003-12-26,336.665
2003-12-29,338.508
2003-12-30,342.991
2003-12-31,344.493
2004-01-01,344.736
2004-01-02,351.391
2004-01-05,360.721
2004-01-06,359.405
2004-01-07,360.043
2004-01-08,362.848
2004-01-09,369.082
2004-01-12,367.53
2004-01-13,367.367
2004-01-14,366.266
2004-01-15,361.397
2004-01-16,360.371
2004-01-19,362.002
2004-01-20,365.239
2004-01-21,364.61
2004-01-22,364.122
2004-01-23,366.708
2004-01-26,367.617
2004-01-27,370.28
2004-01-28,370.095
2004-01-29,363.858
2004-01-30,363.224
2004-02-02,363.976
2004-02-03,364.081
2004-02-04,364.31
2004-02-05,362.923
2004-02-06,369.578
2004-02-09,376.929
2004-02-10,378.385
2004-02-11,380.584
2004-02-12,383.485
2004-02-13,387.154
2004-02-16,386.999
2004-02-17,388.277
2004-02-18,388.123
2004-02-19,385.678
2004-02-20,384.852
2004-02-23,385.105
2004-02-24,382.829
2004-02-25,385.477
2004-02-26,386.289
2004-02-27,389.526
2004-03-01,395.928
2004-03-02,399.419
2004-03-03,396.026
2004-03-04,397.431
2004-03-05,400.826
2004-03-08,400.876
2004-03-09,400.724
2004-03-10,393.897
2004-03-11,388.382
2004-03-12,386.607
2004-03-15,385.466
2004-03-16,387.516
2004-03-17,389.442
2004-03-18,393.829
2004-03-19,397.075
2004-03-22,389.054
2004-03-23,386.335
2004-03-24,386.191
2004-03-25,382.137
2004-03-26,384.51
2004-03-29,393.179
2004-03-30,396.176
2004-03-31,400.966
2004-04-01,404.567
2004-04-02,406.55
2004-04-05,409.16
2004-04-06,411.764
2004-04-07,412.535
2004-04-08,414.723
2004-04-09,414.255
2004-04-12,418.473
2004-04-13,416.424
2004-04-14,411.231
2004-04-15,407.37
2004-04-16,408.398
2004-04-19,408.658
2004-04-20,408.21
2004-04-21,406.388
2004-04-22,402.473
2004-04-23,405.133
2004-04-26,400.719
2004-04-27,399.07
2004-04-28,393.378
2004-04-29,381.814
2004-04-30,377.254
2004-05-03,374.424
2004-05-04,380.849
2004-05-05,378.222
2004-05-06,372.425
2004-05-07,368.932
2004-05-10,351.009
2004-05-11,352.922
2004-05-12,358.646
2004-05-13,353.034
2004-05-14,345.545
2004-05-17,334.844
2004-05-18,340.454
2004-05-19,353.999
2004-05-20,348.769
2004-05-21,356.871
2004-05-24,361.059
2004-05-25,360.204
2004-05-26,362.672
2004-05-27,368.756
2004-05-28,372.518
2004-05-31,370.765
2004-06-01,372.464
2004-06-02,371.306
2004-06-03,362.219
2004-06-04,365.829
2004-06-07,377.235
2004-06-08,376.224
2004-06-09,374.804
2004-06-10,372.984
2004-06-11,367.478
2004-06-14,360.691
2004-06-15,366.689
2004-06-16,365.362
2004-06-17,367.494
2004-06-18,366.286
2004-06-21,368.696
2004-06-22,368.33
2004-06-23,369.458
2004-06-24,374.433
2004-06-25,377.465
2004-06-28,377.497
2004-06-29,378.99
2004-06-30,382.479
2004-07-01,384.245
2004-07-02,381.344
2004-07-05,381.558
2004-07-06,382.666
2004-07-07,385.02
2004-07-08,381.019
2004-07-09,382.722
2004-07-12,382.865
2004-07-13,382.207
2004-07-14,379.778
2004-07-15,378.432
2004-07-16,379.411
2004-07-19,380.433
2004-07-20,375.392
2004-07-21,377.404
2004-07-22,375.802
2004-07-23,372.373
2004-07-26,370.072
2004-07-27,371.66
2004-07-28,372.419
2004-07-29,369.645
2004-07-30,371.031
2004-08-02,366.449
2004-08-03,366.449
2004-08-04,365.671
2004-08-05,368.638
2004-08-06,367.42
2004-08-09,370.499
2004-08-10,370.438
2004-08-11,367.048
2004-08-12,366.354
2004-08-13,365.383
2004-08-16,364.558
2004-08-17,366.477
2004-08-18,367.99
2004-08-19,374.935
2004-08-20,375.519
2004-08-23,375.995
2004-08-24,377.626
2004-08-25,378.994
2004-08-26,384.102
2004-08-27,384.18
2004-08-30,384.888
2004-08-31,386.156
2004-09-01,390.336
2004-09-02,393.381
2004-09-03,391.643
2004-09-06,392.551
2004-09-07,392.996
2004-09-08,393.953
2004-09-09,395.422
2004-09-10,396.688
2004-09-13,399.718
2004-09-14,401.599
2004-09-15,400.832
2004-09-16,405.218
2004-09-17,405.204
2004-09-20,408.648
2004-09-21,410.868
2004-09-22,405.962
2004-09-23,407.302
2004-09-24,408.376
2004-09-27,407.871
2004-09-28,407.682
2004-09-29,409.045
2004-09-30,412.038
2004-10-01,419.245
2004-10-04,426.876
2004-10-05,427.528
2004-10-06,429.066
2004-10-07,430.073
2004-10-08,432.924
2004-10-11,432.792
2004-10-12,425.721
2004-10-13,423.01
2004-10-14,420.042
2004-10-15,422.199
2004-10-18,423.409
2004-10-19,425.9
2004-10-20,420.321
2004-10-21,420.609
2004-10-22,421.89
2004-10-25,419.196
2004-10-26,419.513
2004-10-27,423.916
2004-10-28,428.861
2004-10-29,429.579
2004-11-01,429.523
2004-11-02,431.7
2004-11-03,437.289
2004-11-04,438.559
2004-11-05,441.071
2004-11-08,438.282
2004-11-09,439.648
2004-11-10,442.371
2004-11-11,441.861
2004-11-12,446.572
2004-11-15,449.445
2004-11-16,450.827
2004-11-17,459.006
2004-11-18,458.039
2004-11-19,456.932
2004-11-22,451.236
2004-11-23,454.98
2004-11-24,459.212
2004-11-25,459.4
2004-11-26,460.076
2004-11-29,463.329
2004-11-30,465.41
2004-12-01,467.656
2004-12-02,469.517
2004-12-03,468.741
2004-12-06,470.102
2004-12-07,467.899
2004-12-08,463.706
2004-12-09,462.199
2004-12-10,459.024
2004-12-13,463.751
2004-12-14,468.717
2004-12-15,473.747
2004-12-16,475.878
2004-12-17,475.484
2004-12-20,477.316
2004-12-21,478.1
2004-12-22,478.247
2004-12-23,478.455
2004-12-24,480.958
2004-12-27,481.333
2004-12-28,482.27
2004-12-29,487.111
2004-12-30,492.141
2004-12-31,495.368
2005-01-03,496.134
2005-01-04,490.281
2005-01-05,485.487
2005-01-06,480.085
2005-01-07,479.103
2005-01-10,480.803
2005-01-11,482.475
2005-01-12,478.864
2005-01-13,481.788
2005-01-14,481.797
2005-01-17,485.744
2005-01-18,483.989
2005-01-19,486.317
2005-01-20,480.616
2005-01-21,479.628
2005-01-24,480.431
2005-01-25,481.209
2005-01-26,488.333
2005-01-27,490.681
2005-01-28,492.275
2005-01-31,496.582
2005-02-01,495.144
2005-02-02,497.693
2005-02-03,500.967
2005-02-04,504.948
2005-02-07,506.521
2005-02-08,504.467
2005-02-09,505.068
2005-02-10,504.294
2005-02-11,507.919
2005-02-14,516.537
2005-02-15,517.933
2005-02-16,518.051
2005-02-17,519.537
2005-02-18,522.011
2005-02-21,525.922
2005-02-22,526.682
2005-02-23,523.82
2005-02-24,529.681
2005-02-25,533.729
2005-02-28,540.601
2005-03-01,540.782
2005-03-02,536.634
2005-03-03,538.294
2005-03-04,538.924
2005-03-07,541.467
2005-03-08,539.086
2005-03-09,540.7
2005-03-10,538.993
2005-03-11,541.777
2005-03-14,534.903
2005-03-15,524.777
2005-03-16,523.699
2005-03-17,519.667
2005-03-18,518.797
2005-03-21,515.14
2005-03-22,512.435
2005-03-23,503.586
2005-03-24,500.498
2005-03-25,503.855
2005-03-28,499.651
2005-03-29,493.111
2005-03-30,494.981
2005-03-31,503.193
2005-04-01,509.973
2005-04-04,505.946
2005-04-05,507.768
2005-04-06,509.931
2005-04-07,511.117
2005-04-08,510.834
2005-04-11,510.089
2005-04-12,507.884
2005-04-13,509.601
2005-04-14,499.35
2005-04-15,492.703
2005-04-18,483.788
2005-04-19,488.752
2005-04-20,489.319
2005-04-21,491.341
2005-04-22,492.136
2005-04-25,493.064
2005-04-26,494.123
2005-04-27,490.638
2005-04-28,488.698
2005-04-29,488.32
2005-05-02,490.119
2005-05-03,490.582
2005-05-04,499.354
2005-05-05,504.928
2005-05-06,507.705
2005-05-09,506.881
2005-05-10,503.575
2005-05-11,499.281
2005-05-12,496.839
2005-05-13,495.663
2005-05-16,494.173
2005-05-17,492.869
2005-05-18,494.744
2005-05-19,499.235
2005-05-20,498.305
2005-05-23,497.455
2005-05-24,499.057
2005-05-25,496.796
2005-05-26,497.897
2005-05-27,504.191
2005-05-30,505.699
2005-05-31,501.956
2005-06-01,502.012
2005-06-02,506.99
2005-06-03,512.72
2005-06-06,511.829
2005-06-07,510.464
2005-06-08,512.382
2005-06-09,508.796
2005-06-10,513.441
2005-06-13,512.521
2005-06-14,512.324
2005-06-15,516.191
2005-06-16,517.539
2005-06-17,521.231
2005-06-20,517.965
2005-06-21,515.293
2005-06-22,522.256
2005-06-23,522.674
2005-06-24,520.275
2005-06-27,517.345
2005-06-28,516.819
2005-06-29,516.415
2005-06-30,514.976
2005-07-01,516.252
2005-07-04,513.714
2005-07-05,509.797
2005-07-06,510.34
2005-07-07,507.231
2005-07-08,508.381
2005-07-11,519.146
2005-07-12,526.741
2005-07-13,527.494
2005-07-14,532.045
2005-07-15,529.653
2005-07-18,531.208
2005-07-19,532.605
2005-07-20,535.727
2005-07-21,538.166
2005-07-22,540.186
2005-07-25,539.682
2005-07-26,536.137
2005-07-27,537.753
2005-07-28,542.95
2005-07-29,543.15
2005-08-01,546.983
2005-08-02,552.752
2005-08-03,558.54
2005-08-04,558.739
2005-08-05,557.538
2005-08-08,553.768
2005-08-09,555.455
2005-08-10,559.311
2005-08-11,558.493
2005-08-12,556.548
2005-08-15,556.061
2005-08-16,552.982
2005-08-17,551.942
2005-08-18,547.245
2005-08-19,540.978
2005-08-22,547.934
2005-08-23,544.527
2005-08-24,537.247
2005-08-25,536.914
2005-08-26,536.69
2005-08-29,529.529
2005-08-30,530.04
2005-08-31,531.858
2005-09-01,538.153
2005-09-02,547.159
2005-09-05,549.002
2005-09-06,550.397
2005-09-07,551.504
2005-09-08,551.233
2005-09-09,553.502
2005-09-12,555.912
2005-09-13,552.308
2005-09-14,554.731
2005-09-15,554.034
2005-09-16,553.967
2005-09-19,553.564
2005-09-20,558.942
2005-09-21,558.84
2005-09-22,555.199
2005-09-23,552.828
2005-09-26,556.671
2005-09-27,556.913
2005-09-28,559.461
2005-09-29,565.527
2005-09-30,570.803
2005-10-03,571.661
2005-10-04,574.159
2005-10-05,567.619
2005-10-06,556.869
2005-10-07,558.646
2005-10-10,562.516
2005-10-11,563.99
2005-10-12,556.918
2005-10-13,545.608
2005-10-14,542.898
2005-10-17,543.093
2005-10-18,536.987
2005-10-19,526.265
2005-10-20,527.701
2005-10-21,530.151
2005-10-24,532.427
2005-10-25,530.711
2005-10-26,529.626
2005-10-27,524.139
2005-10-28,522.003
2005-10-31,531.678
2005-11-01,538.92
2005-11-02,545.983
2005-11-03,546.872
2005-11-04,545.686
2005-11-07,546.106
2005-11-08,545.965
