Date,EUROPE VALUE Standard (Large+Mid Cap)
1984-02-29,291.738
1984-03-30,298.313
1984-04-30,295.591
1984-05-31,276.664
1984-06-29,274.101
1984-07-31,254.678
1984-08-31,276.557
1984-09-28,272.332
1984-10-31,271.726
1984-11-30,271.801
1984-12-31,273.34
1985-01-31,287.328
1985-02-28,276.207
1985-03-29,305.948
1985-04-30,313.209
1985-05-31,328.512
1985-06-28,335.221
1985-07-31,365.184
1985-08-30,383.554
1985-09-30,391.304
1985-10-31,433.759
1985-11-29,466.62
1985-12-31,490.75
1986-01-31,497.214
1986-02-28,562.047
1986-03-31,609.597
1986-04-30,656.571
1986-05-30,596.278
1986-06-30,625.009
1986-07-31,615.945
1986-08-29,684.292
1986-09-30,648.653
1986-10-31,650.104
1986-11-28,679.924
1986-12-31,698.799
1987-01-30,738.833
1987-02-27,763.037
1987-03-31,809.93
1987-04-30,845.092
1987-05-29,845.89
1987-06-30,871.506
1987-07-31,902.301
1987-08-31,911.92
1987-09-30,917.77
1987-10-30,751.489
1987-11-30,723.007
1987-12-31,766.75
1988-01-29,738.961
1988-02-29,781.66
1988-03-31,809.833
1988-04-29,828.519
1988-05-31,813.895
1988-06-30,804.116
1988-07-29,809.371
1988-08-31,773.417
1988-09-30,810.981
1988-10-31,888.831
1988-11-30,903.807
1988-12-30,911.227
1989-01-31,946.157
1989-02-28,932.763
1989-03-31,943.888
1989-04-28,968.282
1989-05-31,920.322
1989-06-30,954.104
1989-07-31,1065.104
1989-08-31,1050.274
1989-09-29,1069.213
1989-10-31,998.55
1989-11-30,1054.184
1989-12-29,1179.649
1990-01-31,1179.985
1990-02-28,1159.263
1990-03-30,1171.998
1990-04-30,1142.337
1990-05-31,1224.334
1990-06-29,1258.974
1990-07-31,1309.989
1990-08-31,1179.769
1990-09-28,1042.339
1990-10-31,1111.796
1990-11-30,1130.348
1990-12-31,1115.057
1991-01-31,1148.384
1991-02-28,1253.638
1991-03-29,1165.74
1991-04-30,1155.227
1991-05-31,1190.926
1991-06-28,1089.859
1991-07-31,1167.797
1991-08-30,1192.735
1991-09-30,1227.571
1991-10-31,1191.535
1991-11-29,1150.69
1991-12-31,1226.588
1992-01-31,1226.519
1992-02-28,1230.233
1992-03-31,1185.465
1992-04-30,1267.18
1992-05-29,1335.821
1992-06-30,1294.856
1992-07-31,1241.671
1992-08-31,1232.846
1992-09-30,1213.184
1992-10-30,1127.573
1992-11-30,1123.387
1992-12-31,1154.147
1993-01-29,1177.334
1993-02-26,1202.992
1993-03-31,1276.143
1993-04-30,1306.927
1993-05-31,1322.955
1993-06-30,1318.072
1993-07-30,1341.741
1993-08-31,1455.962
1993-09-30,1450.313
1993-10-29,1511.155
1993-11-30,1478.115
1993-12-31,1600.71
1994-01-31,1694.65
1994-02-28,1637.661
1994-03-31,1592.581
1994-04-29,1662.512
1994-05-31,1598.881
1994-06-30,1588.272
1994-07-29,1673.941
1994-08-31,1712.158
1994-09-30,1646.199
1994-10-31,1728.586
1994-11-30,1657.25
1994-12-30,1656.563
1995-01-31,1646.112
1995-02-28,1670.205
1995-03-31,1735.485
1995-04-28,1791.343
1995-05-31,1835.25
1995-06-30,1828.014
1995-07-31,1924.626
1995-08-31,1834.363
1995-09-29,1886.187
1995-10-31,1873.507
1995-11-30,1894.806
1995-12-29,1963.61
1996-01-31,1965.537
1996-02-29,2001.881
1996-03-29,2022.005
1996-04-30,2042.592
1996-05-31,2058.783
1996-06-28,2075.997
1996-07-31,2055.216
1996-08-30,2122.547
1996-09-30,2153.508
1996-10-31,2196.309
1996-11-29,2316.829
1996-12-31,2368.687
1997-01-31,2388.271
1997-02-28,2438.837
1997-03-31,2517.152
1997-04-30,2509.863
1997-05-30,2636.165
1997-06-30,2745.674
1997-07-31,2876.273
1997-08-29,2714.501
1997-09-30,2978.895
1997-10-31,2884.456
1997-11-28,2933.054
1997-12-31,3041.035
1998-01-30,3162.291
1998-02-27,3386.585
1998-03-31,3723.759
1998-04-30,3802.023
1998-05-29,3886.831
1998-06-30,3883.584
1998-07-31,4011.438
1998-08-31,3415.866
1998-09-30,3279.033
1998-10-30,3510.921
1998-11-30,3706.853
1998-12-31,3780.488
1999-01-29,3711.787
1999-02-26,3673.198
1999-03-31,3833.739
1999-04-30,4097.18
1999-05-31,3862.957
1999-06-30,3931.097
1999-07-30,4033.859
1999-08-31,4055.18
1999-09-30,4010.644
1999-10-29,4087.887
1999-11-30,4066.202
1999-12-31,4394.337
2000-01-31,3972.867
2000-02-29,4057.453
2000-03-31,4201.631
2000-04-28,4028.093
2000-05-31,4150.062
2000-06-30,4266.832
2000-07-31,4293.251
2000-08-31,4266.754
2000-09-29,4108.155
2000-10-31,4145.08
2000-11-30,4044.275
2000-12-29,4380.37
2001-01-31,4432.093
2001-02-28,4137.482
2001-03-30,3869.285
2001-04-30,4123.903
2001-05-31,3961.189
2001-06-29,3830.153
2001-07-31,3857.551
2001-08-31,3817.41
2001-09-28,3406.151
2001-10-31,3477.048
2001-11-30,3595.413
2001-12-31,3689.909
2002-01-31,3478.931
2002-02-28,3453.602
2002-03-29,3704.095
2002-04-30,3689.602
2002-05-31,3731.819
2002-06-28,3541.501
2002-07-31,3171.926
2002-08-30,3193.244
2002-09-30,2669.499
2002-10-31,2946.1
2002-11-29,3171.387
2002-12-31,3015.569
2003-01-31,2885.801
2003-02-28,2784.452
2003-03-31,2722.113
2003-04-30,3125.818
2003-05-30,3365.913
2003-06-30,3423.432
2003-07-31,3553.175
2003-08-29,3571.434
2003-09-30,3607.566
2003-10-31,3872.387
2003-11-28,4025.702
2003-12-31,4397.11
2004-01-30,4420.83
2004-02-27,4554.025
2004-03-31,4427.219
2004-04-30,4414.773
2004-05-31,4490.173
2004-06-30,4579.692
2004-07-30,4480.179
2004-08-31,4505.386
2004-09-30,4693.419
2004-10-29,4871.367
2004-11-30,5243.898
2004-12-31,5485.175
2005-01-31,5408.341
2005-02-28,5699.369
2005-03-31,5542.619
2005-04-29,5355.056
2005-05-31,5365.824
2005-06-30,5481.453
2005-07-29,5678.041
2005-08-31,5757.404
2005-09-30,5924.305
2005-10-31,5728.889
2005-11-30,5903.09
2005-12-30,6102.385
2006-01-31,6522.031
2006-02-28,6575.017
2006-03-31,6794.474
2006-04-28,7135.301
2006-05-31,6937.857
2006-06-30,6955.495
2006-07-31,7096.668
2006-08-31,7338.229
2006-09-29,7469.975
2006-10-31,7829.405
2006-11-30,8089.166
2006-12-29,8345.117
2007-01-31,8366.879
2007-02-28,8312.393
2007-03-30,8527.733
2007-04-30,9120.779
2007-05-31,9280.199
2007-06-29,9288.309
2007-07-31,9034.618
2007-08-31,8875.83
2007-09-28,9255.373
2007-10-31,9693.961
2007-11-30,9204.049
2007-12-31,9032.473
2008-01-31,8012.897
2008-02-29,8038.126
2008-03-31,8100.208
2008-04-30,8566.29
2008-05-30,8460.089
2008-06-30,7575.782
2008-07-31,7343.624
2008-08-29,7104.261
2008-09-30,6016.137
2008-10-31,4655.653
2008-11-28,4374.753
2008-12-31,4592.736
2009-01-30,3962.358
2009-02-27,3481.721
2009-03-31,3769.342
2009-04-30,4515.434
2009-05-29,5059.814
2009-06-30,4922.986
2009-07-31,5482.346
2009-08-31,5994.993
2009-09-30,6269.526
2009-10-30,6091.268
2009-11-30,6251.089
2009-12-31,6326.32
2010-01-29,5902.377
2010-02-26,5735.51
2010-03-31,6095.807
2010-04-30,5897.811
2010-05-31,5116.553
2010-06-30,4996.267
2010-07-30,5702.42
2010-08-31,5419.53
2010-09-30,5999.722
2010-10-29,6304.185
2010-11-30,5666.116
2010-12-31,6159.4
2011-01-31,6596.623
2011-02-28,6806.001
2011-03-31,6684.644
2011-04-29,7210.048
2011-05-31,6903.987
2011-06-30,6772.396
2011-07-29,6458.379
2011-08-31,5719.807
2011-09-30,5164.494
2011-10-31,5785.649
2011-11-30,5478.146
2011-12-30,5396.701
2012-01-31,5635.5
2012-02-29,5960.389
2012-03-30,5867.357
2012-04-30,5626.354
2012-05-31,4916.595
2012-06-29,5401.436
2012-07-31,5397.721
2012-08-31,5721.446
2012-09-28,5917.316
2012-10-31,6039.08
2012-11-30,6153.263
2012-12-31,6381.098
2013-01-31,6781.419
2013-02-28,6454.247
2013-03-29,6373.061
2013-04-30,6735.297
2013-05-31,6778.96
2013-06-28,6401.769
2013-07-31,6934.564
2013-08-30,6849.066
2013-09-30,7394.426
2013-10-31,7818.011
2013-11-29,7913.602
2013-12-31,8093.022
2014-01-31,7828.47
2014-02-28,8397.98
2014-03-31,8300.428
2014-04-30,8568.679
2014-05-30,8608.771
2014-06-30,8612.009
2014-07-31,8344.213
2014-08-29,8333.694
2014-09-30,8008.668
2014-10-31,7735.906
2014-11-28,7849.761
2014-12-31,7504.483
2015-01-30,7415.957
2015-02-27,7872.254
2015-03-31,7628.187
2015-04-30,7981.926
2015-05-29,7849.516
2015-06-30,7592.598
2015-07-31,7776.631
2015-08-31,7209.042
2015-09-30,6737.051
2015-10-30,7201.365
2015-11-30,7021.691
2015-12-31,6780.774
2016-01-29,6270.941
2016-02-29,6176.203
2016-03-31,6565.986
2016-04-29,6832.017
2016-05-31,6742.375
2016-06-30,6342.559
2016-07-29,6588.581
2016-08-31,6685.498
2016-09-30,6746.75
2016-10-31,6714.031
2016-11-30,6633.829
2016-12-30,7071.503
2017-01-31,7174.913
2017-02-28,7168.385
2017-03-31,7493.707
2017-04-28,7722.966
2017-05-31,8038.858
2017-06-30,7991.428
2017-07-31,8287.619
2017-08-31,8245.523
2017-09-29,8565.538
2017-10-31,8550.198
2017-11-30,8601.138
2017-12-29,8715.678
2018-01-31,9259.278
2018-02-28,8715.339
2018-03-30,8549.837
2018-04-30,8872.522
2018-05-31,8373.621
2018-06-29,8310.815
2018-07-31,8603.593
2018-08-31,8184.859
2018-09-28,8338.936
2018-10-31,7798.617
2018-11-30,7704.442
2018-12-31,7331.626
2019-01-31,7814.049
2019-02-28,8034.519
2019-03-29,7967.513
2019-04-30,8230.032
2019-05-31,7637.294
2019-06-28,8100.741
2019-07-31,7865.332
2019-08-30,7517.668
2019-09-30,7905.986
2019-10-31,8181.101
2019-11-29,8243.459
2019-12-31,8607.107
2020-01-31,8228.102
2020-02-28,7385.894
2020-03-31,5955.671
2020-04-30,6224.255
2020-05-29,6421.215
2020-06-30,6755.742
2020-07-31,6857.022
2020-08-31,7172.441
2020-09-30,6788.897
2020-10-30,6396.443
2020-11-30,7855.368
2020-12-31,8171.029
2021-01-29,8043.616
2021-02-26,8397.316
2021-03-31,8735.231
2021-04-30,8992.85
2021-05-31,9346.503
2021-06-30,9065.197
2021-07-30,9107.701
2021-08-31,9228.72
2021-09-30,8894.914
2021-10-29,9201.663
2021-11-30,8612.232
2021-12-31,9251.611
2022-01-31,9365.433
2022-02-28,9101.109
2022-03-31,9059.62
2022-04-29,8654.029
2022-05-31,8952.063
2022-06-30,7941.636
2022-07-29,8058.441
2022-08-31,7683.996
2022-09-30,7030.936
2022-10-31,7653.885
2022-11-30,8509.23
2022-12-30,8588.401
2023-01-31,9317.47
2023-02-28,9333.999
2023-03-31,9244.78
2023-04-28,9677.482
2023-05-31,8971.355
2023-06-30,9475.167
2023-07-31,9892.297
2023-08-31,9563.194
2023-09-29,9414.428
2023-10-31,9029.954
2023-11-30,9812.504
2023-12-29,10276.428
2024-01-31,10113.838
2024-02-29,10056.202
2024-03-29,10535.939
2024-04-30,10521.226
2024-05-31,11055.266
2024-06-28,10678.458
2024-07-31,11156.821
2024-08-30,11547.151
2024-09-30,11695.532
2024-10-31,11150.573
2024-11-29,10943.133
2024-12-31,10709.649
2025-01-31,11422.799
2025-02-28,12066.74
2025-03-31,12437.647
2025-04-30,12943.714
2025-05-30,13485.851
2025-06-30,13774.309
2025-07-31,13769.682
2025-08-29,14368.539
2025-09-30,14510.152
2025-10-31,14647.167
2025-11-28,15151.325
2025-12-31,15853.705
2026-01-30,16567.498
