Date,ACWI SMID GROWTH SMID (Small+Mid Cap)
2010-02-26,750.199
2010-03-31,805.235
2010-04-30,826.686
2010-05-31,749.416
2010-06-30,725.549
2010-07-30,782.209
2010-08-31,755.722
2010-09-30,847.232
2010-10-29,880.837
2010-11-30,884.714
2010-12-31,953.83
2011-01-31,958.168
2011-02-28,989.791
2011-03-31,1007.821
2011-04-29,1050.495
2011-05-31,1033.805
2011-06-30,1013.581
2011-07-29,996.232
2011-08-31,918.451
2011-09-30,808.96
2011-10-31,907.549
2011-11-30,879.508
2011-12-30,864.949
2012-01-31,926.95
2012-02-29,974.517
2012-03-30,979.63
2012-04-30,974.03
2012-05-31,884.506
2012-06-29,913.769
2012-07-31,917.875
2012-08-31,948.681
2012-09-28,980.311
2012-10-31,969.032
2012-11-30,982.686
2012-12-31,1007.313
2013-01-31,1054.349
2013-02-28,1061.77
2013-03-29,1092.096
2013-04-30,1107.954
2013-05-31,1120.6
2013-06-28,1090.478
2013-07-31,1152.297
2013-08-30,1133.464
2013-09-30,1207.491
2013-10-31,1237.648
2013-11-29,1252.572
2013-12-31,1281.928
2014-01-31,1250.994
2014-02-28,1324.372
2014-03-31,1310.674
2014-04-30,1295.015
2014-05-30,1320.887
2014-06-30,1362.467
2014-07-31,1322.786
2014-08-29,1363.554
2014-09-30,1299.774
2014-10-31,1313.152
2014-11-28,1330.161
2014-12-31,1322.962
2015-01-30,1307.242
2015-02-27,1390.635
2015-03-31,1390.482
2015-04-30,1418.178
2015-05-29,1432.548
2015-06-30,1413.829
2015-07-31,1418.524
2015-08-31,1335.991
2015-09-30,1278.482
2015-10-30,1361.073
2015-11-30,1369.385
2015-12-31,1344.95
2016-01-29,1238.925
2016-02-29,1243.304
2016-03-31,1344.158
2016-04-29,1364.219
2016-05-31,1377.102
2016-06-30,1355.847
2016-07-29,1428.599
2016-08-31,1422.932
2016-09-30,1440.017
2016-10-31,1386.269
2016-11-30,1399.489
2016-12-30,1409.518
2017-01-31,1458.398
2017-02-28,1492.824
2017-03-31,1516.651
2017-04-28,1553.266
2017-05-31,1587.182
2017-06-30,1597.759
2017-07-31,1636.48
2017-08-31,1646.877
2017-09-29,1691.462
2017-10-31,1729.35
2017-11-30,1768.482
2017-12-29,1801.827
2018-01-31,1894.277
2018-02-28,1822.721
2018-03-30,1816.619
2018-04-30,1821.616
2018-05-31,1862.521
2018-06-29,1849.193
2018-07-31,1875.53
2018-08-31,1914.925
2018-09-28,1894.2
2018-10-31,1687.595
2018-11-30,1702.125
2018-12-31,1573.479
2019-01-31,1720.531
2019-02-28,1790.046
2019-03-29,1803.053
2019-04-30,1863.815
2019-05-31,1763.675
2019-06-28,1881.065
2019-07-31,1891.118
2019-08-30,1842.163
2019-09-30,1852.928
2019-10-31,1907.638
2019-11-29,1974.751
2019-12-31,2031.397
2020-01-31,2013.87
2020-02-28,1849.155
2020-03-31,1554.205
2020-04-30,1767.535
2020-05-29,1923.981
2020-06-30,1988.777
2020-07-31,2120.549
2020-08-31,2216.978
2020-09-30,2188.354
2020-10-30,2168.692
2020-11-30,2448.799
2020-12-31,2615.047
2021-01-29,2628.55
2021-02-26,2689.315
2021-03-31,2685.138
2021-04-30,2812.819
2021-05-31,2820.873
2021-06-30,2891.104
2021-07-30,2895.526
2021-08-31,2972.414
2021-09-30,2852.336
2021-10-29,2972.793
2021-11-30,2855.593
2021-12-31,2916.909
2022-01-31,2593.666
2022-02-28,2569.444
2022-03-31,2597.974
2022-04-29,2347.834
2022-05-31,2310.562
2022-06-30,2095.12
2022-07-29,2286.034
2022-08-31,2214.015
2022-09-30,1988.55
2022-10-31,2099.515
2022-11-30,2254.14
2022-12-30,2180.097
2023-01-31,2372.431
2023-02-28,2317.063
2023-03-31,2337.821
2023-04-28,2334.304
2023-05-31,2305.411
2023-06-30,2435.923
2023-07-31,2537.234
2023-08-31,2445.463
2023-09-29,2316.29
2023-10-31,2169.248
2023-11-30,2402.611
2023-12-29,2586.999
2024-01-31,2528.853
2024-02-29,2667.224
2024-03-29,2731.15
2024-04-30,2601.176
2024-05-31,2680.169
2024-06-28,2679.818
2024-07-31,2772.896
2024-08-30,2817.59
2024-09-30,2900.125
2024-10-31,2815.502
2024-11-29,2977.57
2024-12-31,2837.664
2025-01-31,2943.393
2025-02-28,2847.956
2025-03-31,2735.545
2025-04-30,2824.101
2025-05-30,3026.544
2025-06-30,3193.558
