Date,IRELAND IMI VALUE IMI (Large+Mid+Small Cap)
2001-10-16,301.131
2001-10-17,302.856
2001-10-18,297.402
2001-10-19,288.537
2001-10-22,285.621
2001-10-23,290.095
2001-10-24,291.576
2001-10-25,292.426
2001-10-26,292.943
2001-10-29,298.53
2001-10-30,297.576
2001-10-31,295.266
2001-11-01,291.548
2001-11-02,290.077
2001-11-05,291.045
2001-11-06,293.762
2001-11-07,290.252
2001-11-08,287.647
2001-11-09,286.649
2001-11-12,287.075
2001-11-13,283.701
2001-11-14,288.321
2001-11-15,292.606
2001-11-16,295.493
2001-11-19,297.664
2001-11-20,302.743
2001-11-21,301.68
2001-11-22,302.413
2001-11-23,303.705
2001-11-26,308.268
2001-11-27,306.158
2001-11-28,305.974
2001-11-29,304.819
2001-11-30,311.47
2001-12-03,309.3
2001-12-04,315.135
2001-12-05,321.475
2001-12-06,324.66
2001-12-07,324.362
2001-12-10,323.869
2001-12-11,326.017
2001-12-12,323.271
2001-12-13,321.418
2001-12-14,317.342
2001-12-17,321.043
2001-12-18,321.4
2001-12-19,318.326
2001-12-20,320.642
2001-12-21,324.745
2001-12-24,321.505
2001-12-25,321.505
2001-12-26,321.779
2001-12-27,324.051
2001-12-28,323.313
2001-12-31,329.293
2002-01-01,329.293
2002-01-02,334.188
2002-01-03,333.488
2002-01-04,331.877
2002-01-07,331.872
2002-01-08,329.484
2002-01-09,325.902
2002-01-10,320.768
2002-01-11,321.614
2002-01-14,320.421
2002-01-15,320.643
2002-01-16,320.454
2002-01-17,323.167
2002-01-18,324.232
2002-01-21,320.763
2002-01-22,322.757
2002-01-23,324.341
2002-01-24,325.239
2002-01-25,317.632
2002-01-28,320.024
2002-01-29,315.776
2002-01-30,313.003
2002-01-31,317.269
2002-02-01,321.017
2002-02-04,326.962
2002-02-05,323.284
2002-02-06,306.164
2002-02-07,307.922
2002-02-08,314.216
2002-02-11,313.989
2002-02-12,318.15
2002-02-13,320.285
2002-02-14,321.032
2002-02-15,322.654
2002-02-18,316.822
2002-02-19,315.194
2002-02-20,313.712
2002-02-21,314.475
2002-02-22,319.787
2002-02-25,323.644
2002-02-26,327.677
2002-02-27,327.276
2002-02-28,325.937
2002-03-01,327.183
2002-03-04,334.107
2002-03-05,333.803
2002-03-06,331.375
2002-03-07,332.261
2002-03-08,331.464
2002-03-11,333.476
2002-03-12,334.353
2002-03-13,336.964
2002-03-14,339.868
2002-03-15,342.124
2002-03-18,343.055
2002-03-19,350.491
2002-03-20,352.353
2002-03-21,350.433
2002-03-22,354.198
2002-03-25,355.38
2002-03-26,352.086
2002-03-27,352.77
2002-03-28,354.321
2002-03-29,354.321
2002-04-01,357.225
2002-04-02,362.943
2002-04-03,359.936
2002-04-04,359.038
2002-04-05,358.947
2002-04-08,353.042
2002-04-09,350.325
2002-04-10,352.856
2002-04-11,356.592
2002-04-12,355.019
2002-04-15,356.028
2002-04-16,355.975
2002-04-17,358.357
2002-04-18,359.451
2002-04-19,363.381
2002-04-22,367.014
2002-04-23,367.583
2002-04-24,369.136
2002-04-25,368.794
2002-04-26,368.135
2002-04-29,371.902
2002-04-30,374.24
2002-05-01,372.875
2002-05-02,377.721
2002-05-03,384.828
2002-05-06,386.114
2002-05-07,382.066
2002-05-08,387.234
2002-05-09,390.163
2002-05-10,393.76
2002-05-13,394.555
2002-05-14,388.839
2002-05-15,394.763
2002-05-16,391.821
2002-05-17,396.863
2002-05-20,397.0
2002-05-21,393.25
2002-05-22,395.777
2002-05-23,394.229
2002-05-24,393.109
2002-05-27,394.964
2002-05-28,398.033
2002-05-29,400.404
2002-05-30,400.864
2002-05-31,399.424
2002-06-03,401.028
2002-06-04,400.024
2002-06-05,397.883
2002-06-06,400.87
2002-06-07,391.653
2002-06-10,392.745
2002-06-11,388.292
2002-06-12,383.004
2002-06-13,385.325
2002-06-14,378.358
2002-06-17,375.202
2002-06-18,379.094
2002-06-19,378.682
2002-06-20,375.46
2002-06-21,376.507
2002-06-24,376.84
2002-06-25,378.426
2002-06-26,371.854
2002-06-27,365.745
2002-06-28,371.887
2002-07-01,365.332
2002-07-02,353.191
2002-07-03,338.26
2002-07-04,341.469
2002-07-05,345.94
2002-07-08,351.25
2002-07-09,357.833
2002-07-10,351.476
2002-07-11,344.31
2002-07-12,347.653
2002-07-15,344.231
2002-07-16,344.525
2002-07-17,348.53
2002-07-18,350.953
2002-07-19,349.775
2002-07-22,339.794
2002-07-23,326.067
2002-07-24,312.467
2002-07-25,321.808
2002-07-26,315.87
2002-07-29,316.928
2002-07-30,318.769
2002-07-31,321.361
2002-08-01,324.617
2002-08-02,324.47
2002-08-05,318.601
2002-08-06,315.141
2002-08-07,321.089
2002-08-08,322.477
2002-08-09,325.816
2002-08-12,327.744
2002-08-13,334.509
2002-08-14,338.351
2002-08-15,344.43
2002-08-16,345.757
2002-08-19,341.575
2002-08-20,339.796
2002-08-21,343.317
2002-08-22,342.637
2002-08-23,343.291
2002-08-26,345.352
2002-08-27,345.469
2002-08-28,341.345
2002-08-29,339.76
2002-08-30,340.357
2002-09-02,335.61
2002-09-03,331.783
2002-09-04,329.811
2002-09-05,326.389
2002-09-06,325.865
2002-09-09,327.494
2002-09-10,329.818
2002-09-11,334.359
2002-09-12,330.466
2002-09-13,327.485
2002-09-16,328.384
2002-09-17,330.245
2002-09-18,321.998
2002-09-19,319.217
2002-09-20,318.404
2002-09-23,311.097
2002-09-24,303.49
2002-09-25,302.349
2002-09-26,313.484
2002-09-27,310.698
2002-09-30,296.818
2002-10-01,296.784
2002-10-02,301.27
2002-10-03,297.848
2002-10-04,292.236
2002-10-07,290.892
2002-10-08,291.318
2002-10-09,284.814
2002-10-10,284.199
2002-10-11,300.468
2002-10-14,298.94
2002-10-15,308.315
2002-10-16,303.905
2002-10-17,308.981
2002-10-18,311.647
2002-10-21,313.956
2002-10-22,314.675
2002-10-23,310.019
2002-10-24,315.476
2002-10-25,314.335
2002-10-28,318.241
2002-10-29,313.042
2002-10-30,314.047
2002-10-31,330.485
2002-11-01,334.557
2002-11-04,342.86
2002-11-05,339.607
2002-11-06,336.551
2002-11-07,338.587
2002-11-08,337.788
2002-11-11,335.649
2002-11-12,337.516
2002-11-13,337.368
2002-11-14,334.83
2002-11-15,339.863
2002-11-18,342.716
2002-11-19,342.191
2002-11-20,336.835
2002-11-21,340.828
2002-11-22,334.22
2002-11-25,336.301
2002-11-26,336.028
2002-11-27,340.364
2002-11-28,341.39
2002-11-29,346.271
2002-12-02,347.329
2002-12-03,342.981
2002-12-04,340.247
2002-12-05,335.185
2002-12-06,333.879
2002-12-09,326.733
2002-12-10,328.366
2002-12-11,334.035
2002-12-12,329.231
2002-12-13,319.528
2002-12-16,319.282
2002-12-17,323.932
2002-12-18,317.428
2002-12-19,318.73
2002-12-20,322.31
2002-12-23,321.861
2002-12-24,323.025
2002-12-25,323.025
2002-12-26,323.84
2002-12-27,326.009
2002-12-30,328.284
2002-12-31,326.71
2003-01-01,326.71
2003-01-02,332.011
2003-01-03,336.559
2003-01-06,340.978
2003-01-07,340.002
2003-01-08,337.043
2003-01-09,339.495
2003-01-10,343.948
2003-01-13,341.549
2003-01-14,340.668
2003-01-15,335.068
2003-01-16,337.214
2003-01-17,337.997
2003-01-20,340.079
2003-01-21,338.211
2003-01-22,336.11
2003-01-23,334.996
2003-01-24,334.498
2003-01-27,326.688
2003-01-28,327.0
2003-01-29,322.75
2003-01-30,328.323
2003-01-31,331.358
2003-02-03,338.874
2003-02-04,332.716
2003-02-05,328.732
2003-02-06,324.052
2003-02-07,318.36
2003-02-10,316.448
2003-02-11,318.481
2003-02-12,316.81
2003-02-13,321.22
2003-02-14,321.338
2003-02-17,320.336
2003-02-18,321.967
2003-02-19,322.154
2003-02-20,326.947
2003-02-21,325.46
2003-02-24,321.328
2003-02-25,311.669
2003-02-26,310.619
2003-02-27,309.182
2003-02-28,313.464
2003-03-03,317.192
2003-03-04,323.526
2003-03-05,323.924
2003-03-06,325.809
2003-03-07,333.491
2003-03-10,335.625
2003-03-11,334.713
2003-03-12,334.741
2003-03-13,338.148
2003-03-14,340.287
2003-03-17,337.491
2003-03-18,338.754
2003-03-19,340.052
2003-03-20,338.93
2003-03-21,343.319
2003-03-24,342.557
2003-03-25,340.52
2003-03-26,346.294
2003-03-27,345.471
2003-03-28,342.842
2003-03-31,343.879
2003-04-01,347.685
2003-04-02,341.856
2003-04-03,342.105
2003-04-04,341.279
2003-04-07,342.858
2003-04-08,343.032
2003-04-09,344.606
2003-04-10,346.279
2003-04-11,345.821
2003-04-14,349.2
2003-04-15,353.342
2003-04-16,358.237
2003-04-17,359.855
2003-04-18,359.876
2003-04-21,358.325
2003-04-22,360.898
2003-04-23,367.379
2003-04-24,367.455
2003-04-25,366.133
2003-04-28,367.081
2003-04-29,371.523
2003-04-30,376.251
2003-05-01,377.304
2003-05-02,382.539
2003-05-05,384.516
2003-05-06,395.475
2003-05-07,395.239
2003-05-08,394.175
2003-05-09,393.959
2003-05-12,396.636
2003-05-13,394.854
2003-05-14,387.691
2003-05-15,387.454
2003-05-16,391.713
2003-05-19,387.325
2003-05-20,384.985
2003-05-21,385.168
2003-05-22,387.292
2003-05-23,392.187
2003-05-26,395.082
2003-05-27,390.614
2003-05-28,383.281
2003-05-29,383.174
2003-05-30,386.782
2003-06-02,385.335
2003-06-03,397.255
2003-06-04,398.463
2003-06-05,402.297
2003-06-06,395.993
2003-06-09,396.646
2003-06-10,385.783
2003-06-11,385.774
2003-06-12,392.014
2003-06-13,396.712
2003-06-16,404.079
2003-06-17,411.217
2003-06-18,404.905
2003-06-19,395.302
2003-06-20,395.666
2003-06-23,387.373
2003-06-24,387.665
2003-06-25,393.743
2003-06-26,381.931
2003-06-27,379.538
2003-06-30,382.6
2003-07-01,384.687
2003-07-02,382.46
2003-07-03,383.867
2003-07-04,382.448
2003-07-07,383.145
2003-07-08,381.311
2003-07-09,382.13
2003-07-10,389.892
2003-07-11,389.085
2003-07-14,391.383
2003-07-15,389.934
2003-07-16,384.361
2003-07-17,384.882
2003-07-18,389.075
2003-07-21,392.735
2003-07-22,394.175
2003-07-23,394.659
2003-07-24,393.226
2003-07-25,392.648
2003-07-28,393.215
2003-07-29,391.896
2003-07-30,391.446
2003-07-31,389.481
2003-08-01,390.242
2003-08-04,391.227
2003-08-05,386.628
2003-08-06,384.954
2003-08-07,391.636
2003-08-08,386.787
2003-08-11,387.85
2003-08-12,384.887
2003-08-13,386.015
2003-08-14,386.405
2003-08-15,386.526
2003-08-18,384.317
2003-08-19,386.662
2003-08-20,387.352
2003-08-21,385.987
2003-08-22,380.439
2003-08-25,386.679
2003-08-26,382.893
2003-08-27,386.042
2003-08-28,389.524
2003-08-29,397.065
2003-09-01,397.17
2003-09-02,385.306
2003-09-03,385.75
2003-09-04,387.13
2003-09-05,396.51
2003-09-08,402.937
2003-09-09,404.0
2003-09-10,401.544
2003-09-11,398.917
2003-09-12,402.547
2003-09-15,404.946
2003-09-16,404.804
2003-09-17,416.248
2003-09-18,417.4
2003-09-19,416.232
2003-09-22,423.518
2003-09-23,419.695
2003-09-24,416.482
2003-09-25,410.653
2003-09-26,408.451
2003-09-29,407.378
2003-09-30,407.56
2003-10-01,409.407
2003-10-02,405.61
2003-10-03,408.663
2003-10-06,411.787
2003-10-07,415.585
2003-10-08,416.78
2003-10-09,419.26
2003-10-10,419.987
2003-10-13,417.655
2003-10-14,423.302
2003-10-15,425.047
2003-10-16,421.999
2003-10-17,418.806
2003-10-20,419.883
2003-10-21,421.436
2003-10-22,421.191
2003-10-23,418.977
2003-10-24,419.555
2003-10-27,417.174
2003-10-28,417.788
2003-10-29,422.709
2003-10-30,424.294
2003-10-31,416.946
2003-11-03,412.035
2003-11-04,414.024
2003-11-05,408.521
2003-11-06,408.266
2003-11-07,415.782
2003-11-10,414.649
2003-11-11,415.691
2003-11-12,419.291
2003-11-13,421.788
2003-11-14,423.713
2003-11-17,419.753
2003-11-18,422.058
2003-11-19,421.615
2003-11-20,416.928
2003-11-21,416.295
2003-11-24,412.406
2003-11-25,416.664
2003-11-26,422.528
2003-11-27,421.214
2003-11-28,427.01
2003-12-01,435.462
2003-12-02,440.104
2003-12-03,439.996
2003-12-04,438.627
2003-12-05,440.02
2003-12-08,445.559
2003-12-09,446.996
2003-12-10,442.965
2003-12-11,439.275
2003-12-12,442.753
2003-12-15,447.465
2003-12-16,443.781
2003-12-17,446.946
2003-12-18,448.708
2003-12-19,452.413
2003-12-22,456.424
2003-12-23,460.442
2003-12-24,461.739
2003-12-25,461.739
2003-12-26,461.554
2003-12-29,463.582
2003-12-30,466.919
2003-12-31,470.777
2004-01-01,470.777
2004-01-02,474.069
2004-01-05,483.181
2004-01-06,484.678
2004-01-07,483.098
2004-01-08,490.324
2004-01-09,497.8
2004-01-12,500.263
2004-01-13,501.612
2004-01-14,510.664
2004-01-15,510.429
2004-01-16,496.913
2004-01-19,494.085
2004-01-20,501.824
2004-01-21,504.739
2004-01-22,514.638
2004-01-23,510.465
2004-01-26,503.683
2004-01-27,503.775
2004-01-28,499.392
2004-01-29,492.477
2004-01-30,492.254
2004-02-02,489.868
2004-02-03,494.755
2004-02-04,494.509
2004-02-05,494.626
2004-02-06,500.705
2004-02-09,504.966
2004-02-10,500.086
2004-02-11,498.868
2004-02-12,500.709
2004-02-13,497.5
2004-02-16,498.445
2004-02-17,500.381
2004-02-18,507.991
2004-02-19,507.633
2004-02-20,495.697
2004-02-23,500.522
2004-02-24,485.861
2004-02-25,479.555
2004-02-26,474.009
2004-02-27,473.598
2004-03-01,483.47
2004-03-02,480.449
2004-03-03,474.531
2004-03-04,477.283
2004-03-05,485.116
2004-03-08,482.567
2004-03-09,486.14
2004-03-10,477.066
2004-03-11,472.767
2004-03-12,469.965
2004-03-15,468.444
2004-03-16,472.438
2004-03-17,472.555
2004-03-18,481.106
2004-03-19,481.285
2004-03-22,475.832
2004-03-23,475.286
2004-03-24,472.014
2004-03-25,478.322
2004-03-26,470.74
2004-03-29,473.168
2004-03-30,474.682
2004-03-31,477.693
2004-04-01,485.162
2004-04-02,485.674
2004-04-05,480.436
2004-04-06,488.748
2004-04-07,497.097
2004-04-08,489.13
2004-04-09,489.13
2004-04-12,487.756
2004-04-13,484.95
2004-04-14,481.973
2004-04-15,479.116
2004-04-16,481.301
2004-04-19,482.319
2004-04-20,483.372
2004-04-21,478.775
2004-04-22,484.884
2004-04-23,491.319
2004-04-26,489.904
2004-04-27,489.667
2004-04-28,482.217
2004-04-29,484.726
2004-04-30,476.926
2004-05-03,475.613
2004-05-04,481.343
2004-05-05,480.071
2004-05-06,477.025
2004-05-07,475.42
2004-05-10,460.256
2004-05-11,464.703
2004-05-12,462.465
2004-05-13,466.942
2004-05-14,464.732
2004-05-17,466.832
2004-05-18,467.973
2004-05-19,474.234
2004-05-20,462.938
2004-05-21,468.274
2004-05-24,465.542
2004-05-25,468.998
2004-05-26,475.679
2004-05-27,483.665
2004-05-28,474.283
2004-05-31,480.315
2004-06-01,484.029
2004-06-02,489.862
2004-06-03,490.271
2004-06-04,494.549
2004-06-07,497.337
2004-06-08,497.703
2004-06-09,487.235
2004-06-10,488.519
2004-06-11,484.181
2004-06-14,483.083
2004-06-15,485.93
2004-06-16,485.484
2004-06-17,488.104
2004-06-18,492.869
2004-06-21,493.694
2004-06-22,500.108
2004-06-23,499.85
2004-06-24,502.563
2004-06-25,499.648
2004-06-28,509.651
2004-06-29,506.257
2004-06-30,511.165
2004-07-01,503.653
2004-07-02,509.897
2004-07-05,504.49
2004-07-06,501.142
2004-07-07,508.004
2004-07-08,513.31
2004-07-09,514.394
2004-07-12,515.652
2004-07-13,506.399
2004-07-14,508.179
2004-07-15,503.33
2004-07-16,507.508
2004-07-19,506.442
2004-07-20,501.623
2004-07-21,501.983
2004-07-22,492.588
2004-07-23,490.32
2004-07-26,494.589
2004-07-27,483.179
2004-07-28,488.519
2004-07-29,493.469
2004-07-30,494.582
2004-08-02,496.036
2004-08-03,498.174
2004-08-04,497.334
2004-08-05,498.374
2004-08-06,497.583
2004-08-09,494.571
2004-08-10,498.957
2004-08-11,497.562
2004-08-12,503.652
2004-08-13,507.33
2004-08-16,510.839
2004-08-17,513.68
2004-08-18,505.899
2004-08-19,511.514
2004-08-20,510.45
2004-08-23,508.518
2004-08-24,504.674
2004-08-25,502.355
2004-08-26,508.157
2004-08-27,508.028
2004-08-30,508.072
2004-08-31,513.157
2004-09-01,521.905
2004-09-02,521.976
2004-09-03,519.983
2004-09-06,519.764
2004-09-07,523.393
2004-09-08,524.91
2004-09-09,525.156
2004-09-10,529.872
2004-09-13,530.082
2004-09-14,536.452
2004-09-15,532.525
2004-09-16,529.641
2004-09-17,533.733
2004-09-20,532.916
2004-09-21,536.161
2004-09-22,535.197
2004-09-23,534.301
2004-09-24,532.346
2004-09-27,532.147
2004-09-28,534.085
2004-09-29,538.421
2004-09-30,536.446
2004-10-01,536.208
2004-10-04,537.663
2004-10-05,544.024
2004-10-06,542.665
2004-10-07,539.698
2004-10-08,541.201
2004-10-11,543.601
2004-10-12,539.932
2004-10-13,535.837
2004-10-14,539.539
2004-10-15,542.356
2004-10-18,543.324
2004-10-19,546.529
2004-10-20,547.035
2004-10-21,547.687
2004-10-22,556.162
2004-10-25,558.447
2004-10-26,556.854
2004-10-27,562.101
2004-10-28,566.067
2004-10-29,559.033
2004-11-01,565.216
2004-11-02,563.106
2004-11-03,571.727
2004-11-04,574.306
2004-11-05,580.982
2004-11-08,585.497
2004-11-09,588.24
2004-11-10,591.547
2004-11-11,590.947
2004-11-12,598.659
2004-11-15,609.291
2004-11-16,603.434
2004-11-17,607.188
2004-11-18,605.642
2004-11-19,602.932
2004-11-22,603.6
2004-11-23,607.209
2004-11-24,611.94
2004-11-25,612.854
2004-11-26,609.513
2004-11-29,617.421
2004-11-30,611.167
2004-12-01,619.589
2004-12-02,623.779
2004-12-03,632.674
2004-12-06,632.349
2004-12-07,625.166
2004-12-08,618.862
2004-12-09,619.856
2004-12-10,622.24
2004-12-13,628.016
2004-12-14,630.275
2004-12-15,635.969
2004-12-16,631.36
2004-12-17,628.953
2004-12-20,634.921
2004-12-21,631.572
2004-12-22,636.559
2004-12-23,640.705
2004-12-24,642.366
2004-12-27,646.376
2004-12-28,645.45
2004-12-29,652.363
2004-12-30,654.987
2004-12-31,656.055
2005-01-03,649.708
2005-01-04,647.752
2005-01-05,644.093
2005-01-06,641.159
2005-01-07,642.01
2005-01-10,647.451
2005-01-11,645.602
2005-01-12,651.691
2005-01-13,649.929
2005-01-14,644.543
2005-01-17,646.221
2005-01-18,643.529
2005-01-19,647.033
2005-01-20,641.2
2005-01-21,641.37
2005-01-24,640.968
2005-01-25,640.192
2005-01-26,643.659
2005-01-27,642.859
2005-01-28,636.252
2005-01-31,629.553
2005-02-01,639.89
2005-02-02,641.02
2005-02-03,638.42
2005-02-04,640.213
2005-02-07,634.778
2005-02-08,630.19
2005-02-09,637.005
2005-02-10,645.231
2005-02-11,649.496
2005-02-14,656.517
2005-02-15,661.838
2005-02-16,663.161
2005-02-17,668.208
2005-02-18,670.629
2005-02-21,669.119
2005-02-22,679.996
2005-02-23,669.592
2005-02-24,668.87
2005-02-25,671.152
2005-02-28,638.563
2005-03-01,642.271
2005-03-02,637.732
2005-03-03,638.267
2005-03-04,642.134
2005-03-07,633.692
2005-03-08,637.983
2005-03-09,635.768
2005-03-10,629.744
2005-03-11,629.663
2005-03-14,621.178
2005-03-15,623.404
2005-03-16,619.875
2005-03-17,622.863
2005-03-18,622.366
2005-03-21,618.102
2005-03-22,617.516
2005-03-23,609.847
2005-03-24,613.955
2005-03-25,613.955
2005-03-28,609.647
2005-03-29,608.535
2005-03-30,609.424
2005-03-31,603.913
2005-04-01,605.213
2005-04-04,599.13
2005-04-05,603.666
2005-04-06,610.213
2005-04-07,611.068
2005-04-08,609.14
2005-04-11,615.214
2005-04-12,611.138
2005-04-13,619.963
2005-04-14,613.316
2005-04-15,612.897
2005-04-18,606.966
2005-04-19,609.973
2005-04-20,611.376
2005-04-21,611.695
2005-04-22,609.254
2005-04-25,605.377
2005-04-26,603.821
2005-04-27,595.511
2005-04-28,587.564
2005-04-29,590.899
2005-05-02,587.649
2005-05-03,597.851
2005-05-04,609.673
2005-05-05,617.856
2005-05-06,612.417
2005-05-09,611.216
2005-05-10,611.63
2005-05-11,608.222
2005-05-12,606.318
2005-05-13,597.216
2005-05-16,596.809
2005-05-17,603.163
2005-05-18,611.582
2005-05-19,611.176
2005-05-20,603.532
2005-05-23,609.789
2005-05-24,614.769
2005-05-25,615.987
2005-05-26,614.333
2005-05-27,619.017
2005-05-30,618.862
2005-05-31,604.428
2005-06-01,608.847
2005-06-02,608.378
2005-06-03,608.54
2005-06-06,608.986
2005-06-07,612.469
2005-06-08,614.6
2005-06-09,604.97
2005-06-10,604.113
2005-06-13,603.935
2005-06-14,607.405
2005-06-15,609.901
2005-06-16,611.186
2005-06-17,626.272
2005-06-20,616.112
2005-06-21,618.233
2005-06-22,622.671
2005-06-23,623.77
2005-06-24,626.435
2005-06-27,629.816
2005-06-28,628.192
2005-06-29,630.44
2005-06-30,634.154
2005-07-01,628.021
2005-07-04,623.18
2005-07-05,621.977
2005-07-06,623.728
2005-07-07,619.163
2005-07-08,623.509
2005-07-11,635.944
2005-07-12,639.092
2005-07-13,635.299
2005-07-14,636.917
2005-07-15,634.005
2005-07-18,636.399
2005-07-19,642.151
2005-07-20,639.771
2005-07-21,649.606
2005-07-22,653.83
2005-07-25,647.691
2005-07-26,645.745
2005-07-27,647.821
2005-07-28,646.892
2005-07-29,648.013
2005-08-01,654.193
2005-08-02,657.293
2005-08-03,657.971
2005-08-04,650.753
2005-08-05,652.066
2005-08-08,654.932
2005-08-09,652.947
2005-08-10,662.919
2005-08-11,664.944
2005-08-12,660.232
2005-08-15,651.803
2005-08-16,654.064
2005-08-17,649.548
2005-08-18,638.428
2005-08-19,636.169
2005-08-22,639.889
2005-08-23,639.774
2005-08-24,640.783
2005-08-25,640.704
2005-08-26,641.642
2005-08-29,641.54
2005-08-30,637.876
2005-08-31,647.354
2005-09-01,656.976
2005-09-02,663.709
2005-09-05,663.131
2005-09-06,670.415
2005-09-07,668.78
2005-09-08,669.863
2005-09-09,667.378
2005-09-12,654.649
2005-09-13,649.765
2005-09-14,653.978
2005-09-15,649.388
2005-09-16,642.91
2005-09-19,641.393
2005-09-20,647.838
2005-09-21,643.217
2005-09-22,630.989
2005-09-23,631.914
2005-09-26,638.586
2005-09-27,636.009
2005-09-28,642.314
2005-09-29,641.264
2005-09-30,648.65
2005-10-03,640.905
2005-10-04,647.305
2005-10-05,650.456
2005-10-06,654.592
2005-10-07,654.576
2005-10-10,646.032
2005-10-11,642.984
2005-10-12,639.417
2005-10-13,627.084
2005-10-14,631.591
2005-10-17,630.113
2005-10-18,620.957
2005-10-19,612.728
2005-10-20,611.587
2005-10-21,606.94
2005-10-24,616.287
2005-10-25,629.884
2005-10-26,630.148
2005-10-27,625.135
2005-10-28,624.804
2005-10-31,629.813
2005-11-01,631.789
2005-11-02,637.193
2005-11-03,637.973
2005-11-04,620.727
2005-11-07,626.991
