Date,IRELAND IMI VALUE IMI (Large+Mid+Small Cap)
2007-01-31,951.957
2007-02-28,981.655
2007-03-30,972.953
2007-04-30,983.684
2007-05-31,1000.0
2007-06-29,944.582
2007-07-31,897.207
2007-08-31,884.372
2007-09-28,856.331
2007-10-31,883.133
2007-11-30,798.085
2007-12-31,779.066
2008-01-31,769.032
2008-02-29,755.1
2008-03-31,784.193
2008-04-30,762.444
2008-05-30,746.433
2008-06-30,540.045
2008-07-31,469.285
2008-08-29,478.131
2008-09-30,332.076
2008-10-31,195.83
2008-11-28,126.367
2008-12-31,125.666
2009-01-30,106.864
2009-02-27,84.962
2009-03-31,104.73
2009-04-30,134.544
2009-05-29,143.148
2009-06-30,142.806
2009-07-31,150.08
2009-08-31,177.093
2009-09-30,201.515
2009-10-30,162.125
2009-11-30,158.849
2009-12-31,149.191
2010-01-29,141.91
2010-02-26,124.355
2010-03-31,148.5
2010-04-30,156.453
2010-05-31,114.625
2010-06-30,106.287
2010-07-30,126.434
2010-08-31,113.517
2010-09-30,112.811
2010-10-29,107.456
2010-11-30,85.086
2010-12-31,99.297
2011-01-31,100.844
2011-02-28,108.965
2011-03-31,106.492
2011-04-29,115.569
2011-05-31,102.871
2011-06-30,102.087
2011-07-29,92.806
2011-08-31,83.925
2011-09-30,73.421
2011-10-31,85.247
2011-11-30,84.435
2011-12-30,83.338
2012-01-31,89.806
2012-02-29,101.326
2012-03-30,97.928
2012-04-30,96.155
2012-05-31,79.494
2012-06-29,87.828
2012-07-31,85.929
2012-08-31,86.075
2012-09-28,94.927
2012-10-31,92.868
2012-11-30,96.799
2012-12-31,104.513
2013-01-31,116.029
2013-02-28,116.163
2013-03-29,122.691
2013-04-30,122.989
2013-05-31,125.389
2013-06-28,124.017
2013-07-31,133.901
2013-08-30,135.9
2013-09-30,150.015
2013-10-31,155.097
2013-11-29,160.718
2013-12-31,160.663
2014-01-31,161.265
2014-02-28,187.315
2014-03-31,176.316
2014-04-30,178.277
2014-05-30,173.785
2014-06-30,164.236
2014-07-31,150.421
2014-08-29,151.612
2014-09-30,148.795
2014-10-31,142.587
2014-11-28,153.064
2014-12-31,154.245
2015-01-30,153.887
2015-02-27,178.987
2015-03-31,168.497
2015-04-30,181.876
2015-05-29,180.122
2015-06-30,180.038
2015-07-31,189.936
2015-08-31,190.473
2015-09-30,170.245
2015-10-30,178.58
2015-11-30,187.413
2015-12-31,187.077
2016-01-29,166.903
2016-02-29,162.793
2016-03-31,182.876
2016-04-29,184.593
2016-05-31,184.996
2016-06-30,143.786
2016-07-29,149.801
2016-08-31,158.078
2016-09-30,150.262
2016-10-31,148.756
2016-11-30,149.493
2016-12-30,159.987
2017-01-31,175.87
2017-02-28,169.293
2017-03-31,171.166
2017-04-28,176.243
2017-05-31,185.202
2017-06-30,190.831
2017-07-31,190.156
2017-08-31,191.817
2017-09-29,196.271
2017-10-31,188.832
2017-11-30,196.482
2017-12-29,206.119
2018-01-31,222.285
2018-02-28,213.815
2018-03-30,215.898
2018-04-30,224.804
2018-05-31,211.658
2018-06-29,209.43
2018-07-31,219.299
2018-08-31,214.276
2018-09-28,202.824
2018-10-31,192.16
2018-11-30,178.895
2018-12-31,165.234
2019-01-31,173.121
2019-02-28,177.866
2019-03-29,169.755
2019-04-30,179.762
2019-05-31,159.559
2019-06-28,163.055
2019-07-31,153.967
2019-08-30,142.924
2019-09-30,156.935
2019-10-31,174.121
2019-11-29,184.509
2019-12-31,196.499
2020-01-31,179.264
2020-02-28,159.254
2020-03-31,121.414
2020-04-30,147.656
2020-05-29,150.777
2020-06-30,157.121
2020-07-31,168.87
2020-08-31,178.363
2020-09-30,173.895
2020-10-30,176.936
2020-11-30,198.742
2020-12-31,214.91
2021-01-29,210.991
2021-02-26,219.587
2021-03-31,239.718
2021-04-30,246.431
2021-05-31,260.833
2021-06-30,250.231
2021-07-30,248.086
2021-08-31,266.788
2021-09-30,247.167
2021-10-29,247.445
2021-11-30,227.249
2021-12-31,249.321
2022-01-31,241.521
2022-02-28,227.842
2022-03-31,206.453
2022-04-29,201.077
2022-05-31,209.063
2022-06-30,178.49
2022-07-29,189.75
2022-08-31,186.567
2022-09-30,169.037
2022-10-31,188.77
2022-11-30,204.454
2022-12-30,216.252
2023-01-31,246.035
2023-02-28,247.197
2023-03-31,255.523
2023-04-28,254.263
2023-05-31,243.651
2023-06-30,267.846
2023-07-31,293.806
2023-08-31,289.093
2023-09-29,266.843
2023-10-31,254.876
2023-11-30,281.364
2023-12-29,283.116
2024-01-31,283.936
2024-02-29,294.316
2024-03-29,324.87
2024-04-30,325.449
2024-05-31,357.427
2024-06-28,332.27
2024-07-31,360.089
2024-08-30,368.005
2024-09-30,360.514
2024-10-31,328.171
2024-11-29,319.631
2024-12-31,322.41
2025-01-31,347.8
2025-02-28,393.135
2025-03-31,387.89
2025-04-30,408.041
2025-05-30,474.0
2025-06-30,488.921
2025-07-31,462.34
2025-08-29,489.675
2025-09-30,531.967
2025-10-31,539.89
2025-11-28,593.756
2025-12-31,610.008
