Date,ACWI SMALL CAP Small Cap
2001-10-23,342.929
2001-10-24,343.964
2001-10-25,347.72
2001-10-26,349.32
2001-10-29,347.242
2001-10-30,343.161
2001-10-31,344.728
2001-11-01,347.346
2001-11-02,346.884
2001-11-05,349.011
2001-11-06,351.837
2001-11-07,352.058
2001-11-08,351.747
2001-11-09,351.171
2001-11-12,351.397
2001-11-13,353.821
2001-11-14,356.63
2001-11-15,356.346
2001-11-16,357.664
2001-11-19,361.005
2001-11-20,359.728
2001-11-21,358.416
2001-11-22,359.029
2001-11-23,361.234
2001-11-26,364.43
2001-11-27,364.39
2001-11-28,360.968
2001-11-29,363.342
2001-11-30,364.275
2001-12-03,361.449
2001-12-04,365.552
2001-12-05,371.473
2001-12-06,374.015
2001-12-07,373.47
2001-12-10,370.474
2001-12-11,369.802
2001-12-12,371.361
2001-12-13,367.224
2001-12-14,366.97
2001-12-17,368.847
2001-12-18,369.895
2001-12-19,367.777
2001-12-20,365.457
2001-12-21,367.413
2001-12-24,367.756
2001-12-25,368.203
2001-12-26,369.838
2001-12-27,372.658
2001-12-28,374.765
2001-12-31,375.049
2002-01-01,375.043
2002-01-02,375.578
2002-01-03,379.053
2002-01-04,381.898
2002-01-07,380.814
2002-01-08,380.605
2002-01-09,379.993
2002-01-10,379.759
2002-01-11,377.598
2002-01-14,374.481
2002-01-15,373.954
2002-01-16,369.409
2002-01-17,371.14
2002-01-18,369.842
2002-01-21,370.623
2002-01-22,367.818
2002-01-23,370.452
2002-01-24,371.584
2002-01-25,370.764
2002-01-28,371.789
2002-01-29,368.773
2002-01-30,369.447
2002-01-31,371.712
2002-02-01,370.726
2002-02-04,366.769
2002-02-05,364.396
2002-02-06,362.105
2002-02-07,360.447
2002-02-08,363.728
2002-02-11,367.02
2002-02-12,368.435
2002-02-13,370.302
2002-02-14,369.892
2002-02-15,369.339
2002-02-18,369.187
2002-02-19,364.682
2002-02-20,365.975
2002-02-21,364.109
2002-02-22,365.918
2002-02-25,366.756
2002-02-26,368.237
2002-02-27,370.336
2002-02-28,369.946
2002-03-01,374.413
2002-03-04,382.038
2002-03-05,381.977
2002-03-06,385.869
2002-03-07,389.52
2002-03-08,391.35
2002-03-11,393.455
2002-03-12,391.053
2002-03-13,389.035
2002-03-14,390.575
2002-03-15,392.081
2002-03-18,393.113
2002-03-19,394.551
2002-03-20,393.037
2002-03-21,394.829
2002-03-22,394.012
2002-03-25,391.072
2002-03-26,392.385
2002-03-27,394.9
2002-03-28,395.871
2002-03-29,395.18
2002-04-01,394.845
2002-04-02,393.955
2002-04-03,392.912
2002-04-04,394.156
2002-04-05,394.869
2002-04-08,396.099
2002-04-09,395.506
2002-04-10,399.292
2002-04-11,396.598
2002-04-12,399.196
2002-04-15,399.152
2002-04-16,404.262
2002-04-17,405.27
2002-04-18,405.793
2002-04-19,405.793
2002-04-22,403.821
2002-04-23,403.125
2002-04-24,402.4
2002-04-25,402.89
2002-04-26,400.614
2002-04-29,399.155
2002-04-30,401.771
2002-05-01,403.3
2002-05-02,403.862
2002-05-03,404.849
2002-05-06,401.142
2002-05-07,398.228
2002-05-08,402.728
2002-05-09,400.352
2002-05-10,398.188
2002-05-13,399.92
2002-05-14,403.204
2002-05-15,405.528
2002-05-16,404.821
2002-05-17,407.849
2002-05-20,405.919
2002-05-21,403.373
2002-05-22,403.707
2002-05-23,405.151
2002-05-24,404.245
2002-05-27,404.296
2002-05-28,404.361
2002-05-29,402.47
2002-05-30,402.711
2002-05-31,402.572
2002-06-03,397.301
2002-06-04,395.404
2002-06-05,395.354
2002-06-06,391.82
2002-06-07,391.779
2002-06-10,391.759
2002-06-11,388.323
2002-06-12,386.806
2002-06-13,383.064
2002-06-14,381.171
2002-06-17,386.159
2002-06-18,386.526
2002-06-19,381.811
2002-06-20,379.367
2002-06-21,378.682
2002-06-24,377.241
2002-06-25,373.678
2002-06-26,371.942
2002-06-27,375.255
2002-06-28,379.968
2002-07-01,375.129
2002-07-02,366.934
2002-07-03,364.287
2002-07-04,364.56
2002-07-05,372.256
2002-07-08,371.104
2002-07-09,368.697
2002-07-10,362.046
2002-07-11,358.18
2002-07-12,357.531
2002-07-15,354.48
2002-07-16,352.087
2002-07-17,353.122
2002-07-18,350.024
2002-07-19,343.821
2002-07-22,335.07
2002-07-23,326.167
2002-07-24,330.31
2002-07-25,331.969
2002-07-26,330.596
2002-07-29,341.555
2002-07-30,344.485
2002-07-31,342.347
2002-08-01,338.272
2002-08-02,332.05
2002-08-05,324.464
2002-08-06,326.893
2002-08-07,330.277
2002-08-08,334.496
2002-08-09,336.512
2002-08-12,335.974
2002-08-13,331.672
2002-08-14,338.032
2002-08-15,340.668
2002-08-16,342.964
2002-08-19,345.59
2002-08-20,344.097
2002-08-21,348.885
2002-08-22,351.405
2002-08-23,346.962
2002-08-26,350.206
2002-08-27,347.536
2002-08-28,342.472
2002-08-29,343.005
2002-08-30,341.998
2002-09-02,341.573
2002-09-03,334.717
2002-09-04,336.893
2002-09-05,332.752
2002-09-06,336.716
2002-09-09,337.206
2002-09-10,338.384
2002-09-11,339.03
2002-09-12,334.933
2002-09-13,334.597
2002-09-16,331.88
2002-09-17,328.986
2002-09-18,326.218
2002-09-19,321.244
2002-09-20,320.668
2002-09-23,314.874
2002-09-24,310.773
2002-09-25,314.877
2002-09-26,319.048
2002-09-27,315.691
2002-09-30,313.643
2002-10-01,315.624
2002-10-02,311.153
2002-10-03,308.386
2002-10-04,302.851
2002-10-07,295.554
2002-10-08,296.039
2002-10-09,289.392
2002-10-10,294.035
2002-10-11,301.5
2002-10-14,302.378
2002-10-15,312.657
2002-10-16,307.958
2002-10-17,314.722
2002-10-18,315.596
2002-10-21,319.238
2002-10-22,315.716
2002-10-23,318.346
2002-10-24,316.732
2002-10-25,320.19
2002-10-28,319.825
2002-10-29,317.289
2002-10-30,320.176
2002-10-31,321.659
2002-11-01,325.916
2002-11-04,329.073
2002-11-05,329.897
2002-11-06,332.724
2002-11-07,329.207
2002-11-08,326.7
2002-11-11,320.663
2002-11-12,323.188
2002-11-13,322.692
2002-11-14,326.852
2002-11-15,328.791
2002-11-18,327.648
2002-11-19,325.071
2002-11-20,328.229
2002-11-21,334.849
2002-11-22,336.476
2002-11-25,338.407
2002-11-26,334.182
2002-11-27,340.11
2002-11-28,342.119
2002-11-29,342.097
2002-12-02,342.907
2002-12-03,338.642
2002-12-04,336.291
2002-12-05,334.624
2002-12-06,335.484
2002-12-09,330.154
2002-12-10,332.988
2002-12-11,333.523
2002-12-12,333.88
2002-12-13,331.096
2002-12-16,334.104
2002-12-17,333.067
2002-12-18,328.607
2002-12-19,328.07
2002-12-20,330.376
2002-12-23,331.126
2002-12-24,330.747
2002-12-25,330.75
2002-12-26,332.145
2002-12-27,330.09
2002-12-30,330.419
2002-12-31,332.092
2003-01-01,332.081
2003-01-02,337.064
2003-01-03,337.768
2003-01-06,342.742
2003-01-07,340.082
2003-01-08,336.312
2003-01-09,340.499
2003-01-10,341.676
2003-01-13,342.296
2003-01-14,343.856
2003-01-15,342.593
2003-01-16,342.221
2003-01-17,339.093
2003-01-20,338.708
2003-01-21,335.974
2003-01-22,333.671
2003-01-23,336.318
2003-01-24,332.165
2003-01-27,326.153
2003-01-28,327.39
2003-01-29,327.305
2003-01-30,324.357
2003-01-31,326.049
2003-02-03,326.657
2003-02-04,326.118
2003-02-05,325.482
2003-02-06,323.271
2003-02-07,320.272
2003-02-10,320.68
2003-02-11,319.826
2003-02-12,317.454
2003-02-13,316.885
2003-02-14,318.416
2003-02-17,319.482
2003-02-18,323.125
2003-02-19,321.605
2003-02-20,321.51
2003-02-21,323.317
2003-02-24,320.231
2003-02-25,318.954
2003-02-26,317.425
2003-02-27,318.74
2003-02-28,320.042
2003-03-03,320.526
2003-03-04,318.092
2003-03-05,317.878
2003-03-06,316.031
2003-03-07,315.108
2003-03-10,310.071
2003-03-11,307.625
2003-03-12,306.051
2003-03-13,311.421
2003-03-14,312.049
2003-03-17,316.76
2003-03-18,319.51
2003-03-19,319.982
2003-03-20,322.295
2003-03-21,326.211
2003-03-24,321.378
2003-03-25,323.542
2003-03-26,322.983
2003-03-27,323.21
2003-03-28,323.207
2003-03-31,320.681
2003-04-01,322.555
2003-04-02,327.405
2003-04-03,326.63
2003-04-04,326.463
2003-04-07,329.641
2003-04-08,328.127
2003-04-09,327.111
2003-04-10,328.834
2003-04-11,328.495
2003-04-14,331.932
2003-04-15,334.398
2003-04-16,334.333
2003-04-17,337.859
2003-04-18,338.146
2003-04-21,338.623
2003-04-22,342.758
2003-04-23,345.718
2003-04-24,344.479
2003-04-25,341.408
2003-04-28,345.166
2003-04-29,347.148
2003-04-30,350.287
2003-05-01,351.655
2003-05-02,355.689
2003-05-05,358.223
2003-05-06,361.675
2003-05-07,361.718
2003-05-08,359.678
2003-05-09,363.059
2003-05-12,366.997
2003-05-13,367.517
2003-05-14,368.516
2003-05-15,370.18
2003-05-16,370.69
2003-05-19,365.335
2003-05-20,365.209
2003-05-21,365.637
2003-05-22,368.593
2003-05-23,371.668
2003-05-26,372.493
2003-05-27,376.224
2003-05-28,377.33
2003-05-29,379.167
2003-05-30,383.218
2003-06-02,386.187
2003-06-03,385.463
2003-06-04,390.161
2003-06-05,395.559
2003-06-06,395.451
2003-06-09,391.407
2003-06-10,393.217
2003-06-11,398.049
2003-06-12,399.436
2003-06-13,396.967
2003-06-16,401.891
2003-06-17,403.124
2003-06-18,401.951
2003-06-19,398.2
2003-06-20,397.488
2003-06-23,392.122
2003-06-24,390.777
2003-06-25,393.343
2003-06-26,394.125
2003-06-27,394.444
2003-06-30,394.354
2003-07-01,396.639
2003-07-02,402.563
2003-07-03,402.19
2003-07-04,402.201
2003-07-07,407.246
2003-07-08,409.881
2003-07-09,410.69
2003-07-10,406.826
2003-07-11,407.992
2003-07-14,412.352
2003-07-15,410.339
2003-07-16,407.887
2003-07-17,400.801
2003-07-18,403.221
2003-07-21,401.273
2003-07-22,403.389
2003-07-23,406.173
2003-07-24,406.998
2003-07-25,409.53
2003-07-28,412.117
2003-07-29,411.722
2003-07-30,410.413
2003-07-31,410.547
2003-08-01,409.139
2003-08-04,407.983
2003-08-05,404.465
2003-08-06,402.175
2003-08-07,403.442
2003-08-08,403.736
2003-08-11,406.31
2003-08-12,410.072
2003-08-13,411.922
2003-08-14,413.935
2003-08-15,415.024
2003-08-18,419.29
2003-08-19,422.354
2003-08-20,424.081
2003-08-21,426.901
2003-08-22,423.264
2003-08-25,422.137
2003-08-26,422.161
2003-08-27,424.075
2003-08-28,426.859
2003-08-29,430.49
2003-09-01,432.387
2003-09-02,435.803
2003-09-03,438.929
2003-09-04,439.487
2003-09-05,438.989
2003-09-08,443.041
2003-09-09,442.223
2003-09-10,435.756
2003-09-11,437.074
2003-09-12,439.634
2003-09-15,439.518
2003-09-16,443.473
2003-09-17,444.778
2003-09-18,448.248
2003-09-19,450.624
2003-09-22,447.717
2003-09-23,449.822
2003-09-24,445.188
2003-09-25,439.829
2003-09-26,434.947
2003-09-29,438.377
2003-09-30,437.128
2003-10-01,444.034
2003-10-02,447.818
2003-10-03,453.065
2003-10-06,455.929
2003-10-07,458.746
2003-10-08,457.904
2003-10-09,460.989
2003-10-10,462.605
2003-10-13,465.67
2003-10-14,467.317
2003-10-15,466.544
2003-10-16,469.384
2003-10-17,465.287
2003-10-20,466.16
2003-10-21,468.345
2003-10-22,463.257
2003-10-23,458.058
2003-10-24,458.165
2003-10-27,462.39
2003-10-28,467.25
2003-10-29,471.371
2003-10-30,472.004
2003-10-31,470.941
2003-11-03,473.876
2003-11-04,476.086
2003-11-05,475.647
2003-11-06,475.618
2003-11-07,477.838
2003-11-10,474.644
2003-11-11,470.262
2003-11-12,476.339
2003-11-13,478.857
2003-11-14,475.799
2003-11-17,468.652
2003-11-18,467.66
2003-11-19,467.386
2003-11-20,466.246
2003-11-21,467.652
2003-11-24,472.562
2003-11-25,476.148
2003-11-26,480.096
2003-11-27,480.404
2003-11-28,482.053
2003-12-01,487.946
2003-12-02,489.407
2003-12-03,487.716
2003-12-04,486.706
2003-12-05,484.969
2003-12-08,486.202
2003-12-09,483.226
2003-12-10,479.11
2003-12-11,483.738
2003-12-12,487.229
2003-12-15,485.061
2003-12-16,484.295
2003-12-17,484.433
2003-12-18,488.359
2003-12-19,488.367
2003-12-22,490.329
2003-12-23,492.968
2003-12-24,493.572
2003-12-25,493.8
2003-12-26,495.216
2003-12-29,500.662
2003-12-30,503.649
2003-12-31,502.4
2004-01-01,502.428
2004-01-02,504.794
2004-01-05,511.919
2004-01-06,513.342
2004-01-07,514.204
2004-01-08,518.174
2004-01-09,519.202
2004-01-12,521.109
2004-01-13,520.581
2004-01-14,522.648
2004-01-15,521.514
2004-01-16,523.294
2004-01-19,523.788
2004-01-20,529.21
2004-01-21,530.302
2004-01-22,529.916
2004-01-23,530.777
2004-01-26,531.444
2004-01-27,530.343
2004-01-28,524.673
2004-01-29,518.279
2004-01-30,520.751
2004-02-02,521.941
2004-02-03,522.392
2004-02-04,514.794
2004-02-05,517.619
2004-02-06,526.157
2004-02-09,528.684
2004-02-10,531.615
2004-02-11,534.433
2004-02-12,536.093
2004-02-13,534.403
2004-02-16,535.209
2004-02-17,540.437
2004-02-18,539.817
2004-02-19,534.953
2004-02-20,530.392
2004-02-23,527.342
2004-02-24,527.417
2004-02-25,528.887
2004-02-26,530.137
2004-02-27,533.79
2004-03-01,541.39
2004-03-02,539.245
2004-03-03,536.529
2004-03-04,540.389
2004-03-05,544.602
2004-03-08,541.234
2004-03-09,538.597
2004-03-10,529.459
2004-03-11,523.363
2004-03-12,527.715
2004-03-15,521.288
2004-03-16,523.833
2004-03-17,530.668
2004-03-18,532.057
2004-03-19,530.607
2004-03-22,523.211
2004-03-23,523.293
2004-03-24,521.807
2004-03-25,529.028
2004-03-26,530.507
2004-03-29,537.25
2004-03-30,540.697
2004-03-31,545.183
2004-04-01,550.881
2004-04-02,552.938
2004-04-05,553.429
2004-04-06,551.169
2004-04-07,553.611
2004-04-08,551.759
2004-04-09,550.618
2004-04-12,552.379
2004-04-13,545.256
2004-04-14,539.486
2004-04-15,537.279
2004-04-16,541.321
2004-04-19,541.77
2004-04-20,537.648
2004-04-21,537.569
2004-04-22,542.113
2004-04-23,542.477
2004-04-26,542.963
2004-04-27,542.247
2004-04-28,534.223
2004-04-29,527.695
2004-04-30,522.892
2004-05-03,525.042
2004-05-04,529.306
2004-05-05,531.012
2004-05-06,523.931
2004-05-07,512.427
2004-05-10,495.8
2004-05-11,500.751
2004-05-12,503.87
2004-05-13,501.231
2004-05-14,498.662
2004-05-17,490.681
2004-05-18,495.548
2004-05-19,502.429
2004-05-20,500.39
2004-05-21,506.011
2004-05-24,509.216
2004-05-25,515.9
2004-05-26,519.84
2004-05-27,523.636
2004-05-28,525.622
2004-05-31,525.56
2004-06-01,527.252
2004-06-02,528.12
2004-06-03,521.342
2004-06-04,524.816
2004-06-07,533.859
2004-06-08,533.847
2004-06-09,528.956
2004-06-10,529.861
2004-06-11,528.131
2004-06-14,522.492
2004-06-15,526.876
2004-06-16,529.035
2004-06-17,530.275
2004-06-18,531.416
2004-06-21,531.691
2004-06-22,532.192
2004-06-23,536.087
2004-06-24,538.741
2004-06-25,541.113
2004-06-28,541.803
2004-06-29,541.968
2004-06-30,545.577
2004-07-01,542.593
2004-07-02,542.72
2004-07-05,540.718
2004-07-06,535.399
2004-07-07,537.221
2004-07-08,532.214
2004-07-09,534.362
2004-07-12,534.968
2004-07-13,533.738
2004-07-14,531.501
2004-07-15,531.156
2004-07-16,531.999
2004-07-19,531.497
2004-07-20,532.618
2004-07-21,525.119
2004-07-22,522.495
2004-07-23,516.781
2004-07-26,512.355
2004-07-27,513.9
2004-07-28,513.646
2004-07-29,517.507
2004-07-30,519.948
2004-08-02,520.561
2004-08-03,517.318
2004-08-04,514.039
2004-08-05,509.294
2004-08-06,505.09
2004-08-09,502.767
2004-08-10,508.71
2004-08-11,505.684
2004-08-12,501.483
2004-08-13,501.958
2004-08-16,506.498
2004-08-17,508.31
2004-08-18,513.12
2004-08-19,514.523
2004-08-20,518.949
2004-08-23,517.399
2004-08-24,516.755
2004-08-25,519.493
2004-08-26,520.141
2004-08-27,522.317
2004-08-30,519.133
2004-08-31,521.619
2004-09-01,525.526
2004-09-02,529.267
2004-09-03,525.886
2004-09-06,527.688
2004-09-07,530.814
2004-09-08,529.764
2004-09-09,531.402
2004-09-10,535.073
2004-09-13,537.263
2004-09-14,537.669
2004-09-15,533.416
2004-09-16,536.897
2004-09-17,536.687
2004-09-20,535.566
2004-09-21,539.492
2004-09-22,534.692
2004-09-23,534.601
2004-09-24,534.383
2004-09-27,530.98
2004-09-28,534.022
2004-09-29,536.742
2004-09-30,540.999
2004-10-01,547.489
2004-10-04,550.156
2004-10-05,550.135
2004-10-06,552.92
2004-10-07,549.43
2004-10-08,548.969
2004-10-11,549.18
2004-10-12,545.655
2004-10-13,541.29
2004-10-14,539.366
2004-10-15,542.259
2004-10-18,542.838
2004-10-19,542.391
2004-10-20,542.804
2004-10-21,546.784
2004-10-22,544.539
2004-10-25,545.55
2004-10-26,548.612
2004-10-27,554.251
2004-10-28,554.675
2004-10-29,554.615
2004-11-01,556.181
2004-11-02,557.22
2004-11-03,564.462
2004-11-04,569.751
2004-11-05,573.147
2004-11-08,572.074
2004-11-09,573.512
2004-11-10,574.687
2004-11-11,578.003
2004-11-12,584.148
2004-11-15,585.826
2004-11-16,583.477
2004-11-17,588.043
2004-11-18,586.978
2004-11-19,584.845
2004-11-22,585.865
2004-11-23,588.772
2004-11-24,593.566
2004-11-25,595.583
2004-11-26,596.218
2004-11-29,597.937
2004-11-30,597.371
2004-12-01,602.41
2004-12-02,602.151
2004-12-03,604.596
2004-12-06,603.997
2004-12-07,598.076
2004-12-08,595.295
2004-12-09,593.708
2004-12-10,594.288
2004-12-13,598.961
2004-12-14,601.812
2004-12-15,608.208
2004-12-16,605.303
2004-12-17,605.638
2004-12-20,607.247
2004-12-21,610.358
2004-12-22,612.769
2004-12-23,614.873
2004-12-24,616.408
2004-12-27,615.776
2004-12-28,620.285
2004-12-29,620.239
2004-12-30,623.448
2004-12-31,624.052
2005-01-03,617.597
2005-01-04,609.129
2005-01-05,602.899
2005-01-06,602.583
2005-01-07,600.848
2005-01-10,604.268
2005-01-11,603.424
2005-01-12,606.514
2005-01-13,605.955
2005-01-14,608.506
2005-01-17,610.42
2005-01-18,612.719
2005-01-19,611.484
2005-01-20,606.945
2005-01-21,607.023
2005-01-24,605.376
2005-01-25,604.562
2005-01-26,611.963
2005-01-27,612.793
2005-01-28,611.022
2005-01-31,618.225
2005-02-01,620.727
2005-02-02,624.711
2005-02-03,623.173
2005-02-04,628.971
2005-02-07,628.102
2005-02-08,627.458
2005-02-09,623.198
2005-02-10,625.396
2005-02-11,629.793
2005-02-14,632.799
2005-02-15,633.635
2005-02-16,633.548
2005-02-17,632.41
2005-02-18,632.399
2005-02-21,632.593
2005-02-22,628.159
2005-02-23,627.419
2005-02-24,631.527
2005-02-25,638.514
2005-02-28,640.515
2005-03-01,642.482
2005-03-02,641.41
2005-03-03,642.167
2005-03-04,649.268
2005-03-07,649.374
2005-03-08,648.666
2005-03-09,645.577
2005-03-10,643.12
2005-03-11,645.156
2005-03-14,644.527
2005-03-15,642.378
2005-03-16,640.73
2005-03-17,640.17
2005-03-18,638.645
2005-03-21,635.713
2005-03-22,633.997
2005-03-23,624.806
2005-03-24,625.176
2005-03-25,625.479
2005-03-28,623.621
2005-03-29,617.037
2005-03-30,620.991
2005-03-31,625.777
2005-04-01,626.26
2005-04-04,623.186
2005-04-05,624.82
2005-04-06,626.767
2005-04-07,629.997
2005-04-08,626.797
2005-04-11,626.391
2005-04-12,626.295
2005-04-13,623.507
2005-04-14,614.188
2005-04-15,606.041
2005-04-18,601.574
2005-04-19,610.578
2005-04-20,607.186
2005-04-21,612.034
2005-04-22,611.832
2005-04-25,614.958
2005-04-26,610.234
2005-04-27,607.333
2005-04-28,600.335
2005-04-29,603.309
2005-05-02,605.412
2005-05-03,605.095
2005-05-04,611.422
2005-05-05,612.927
2005-05-06,614.039
2005-05-09,616.222
2005-05-10,612.82
2005-05-11,612.381
2005-05-12,606.499
2005-05-13,602.167
2005-05-16,604.085
2005-05-17,605.072
2005-05-18,612.17
2005-05-19,616.106
2005-05-20,614.455
2005-05-23,618.638
2005-05-24,618.851
2005-05-25,615.107
2005-05-26,618.919
2005-05-27,621.821
2005-05-30,622.879
2005-05-31,623.224
2005-06-01,626.313
2005-06-02,628.118
2005-06-03,628.015
2005-06-06,630.156
2005-06-07,631.661
2005-06-08,632.05
2005-06-09,631.295
2005-06-10,632.219
2005-06-13,632.793
2005-06-14,635.023
2005-06-15,638.111
2005-06-16,642.72
2005-06-17,646.092
2005-06-20,643.994
2005-06-21,643.883
2005-06-22,645.204
2005-06-23,641.329
2005-06-24,637.676
2005-06-27,636.206
2005-06-28,641.619
2005-06-29,642.476
2005-06-30,641.661
2005-07-01,642.324
2005-07-04,642.197
2005-07-05,645.159
2005-07-06,644.775
2005-07-07,643.082
2005-07-08,650.069
2005-07-11,658.366
2005-07-12,661.609
2005-07-13,658.761
2005-07-14,657.923
2005-07-15,656.811
2005-07-18,655.642
2005-07-19,658.511
2005-07-20,662.181
2005-07-21,662.623
2005-07-22,666.63
2005-07-25,663.914
2005-07-26,664.172
2005-07-27,666.63
2005-07-28,672.371
2005-07-29,673.215
2005-08-01,676.046
2005-08-02,680.136
2005-08-03,680.653
2005-08-04,676.061
2005-08-05,668.961
2005-08-08,667.932
2005-08-09,670.124
2005-08-10,674.403
2005-08-11,678.939
2005-08-12,677.096
2005-08-15,677.865
2005-08-16,673.445
2005-08-17,671.617
2005-08-18,666.518
2005-08-19,667.258
2005-08-22,673.018
2005-08-23,671.825
2005-08-24,671.016
2005-08-25,672.292
2005-08-26,669.833
2005-08-29,669.363
2005-08-30,668.011
2005-08-31,677.006
2005-09-01,684.229
2005-09-02,683.837
2005-09-05,684.73
2005-09-06,689.039
2005-09-07,690.888
2005-09-08,687.898
2005-09-09,693.287
2005-09-12,693.328
2005-09-13,688.909
2005-09-14,688.513
2005-09-15,687.571
2005-09-16,690.36
2005-09-19,688.278
2005-09-20,686.821
2005-09-21,682.047
2005-09-22,679.629
2005-09-23,679.705
2005-09-26,684.25
2005-09-27,682.437
2005-09-28,683.809
2005-09-29,690.225
2005-09-30,693.45
2005-10-03,693.707
2005-10-04,691.224
2005-10-05,679.701
2005-10-06,672.816
2005-10-07,674.03
2005-10-10,670.363
2005-10-11,668.504
2005-10-12,663.616
2005-10-13,657.355
2005-10-14,663.552
2005-10-17,663.287
2005-10-18,655.918
2005-10-19,656.214
2005-10-20,652.841
2005-10-21,654.462
2005-10-24,662.605
2005-10-25,665.057
2005-10-26,663.912
2005-10-27,657.088
2005-10-28,660.651
2005-10-31,669.654
2005-11-01,670.584
2005-11-02,679.139
2005-11-03,681.514
2005-11-04,678.341
2005-11-07,680.084
2005-11-08,677.611
2005-11-09,678.655
2005-11-10,680.142
