Date,NEW ZEALAND MID GROWTH Mid Cap
2011-04-29,863.662
2011-05-31,887.693
2011-06-30,863.64
2011-07-29,879.265
2011-08-31,820.534
2011-09-30,746.76
2011-10-31,722.889
2011-11-30,633.527
2011-12-30,656.008
2012-01-31,686.878
2012-02-29,710.958
2012-03-30,721.194
2012-04-30,714.209
2012-05-31,647.378
2012-06-29,660.474
2012-07-31,701.411
2012-08-31,703.079
2012-09-28,745.871
2012-10-31,764.317
2012-11-30,742.031
2012-12-31,739.34
2013-01-31,788.356
2013-02-28,792.662
2013-03-29,840.749
2013-04-30,885.782
2013-05-31,776.971
2013-06-28,759.167
2013-07-31,778.994
2013-08-30,759.759
2013-09-30,885.983
2013-10-31,910.137
2013-11-29,861.611
2013-12-31,833.412
2014-01-31,857.201
2014-02-28,913.224
2014-03-31,992.43
2014-04-30,1001.527
2014-05-30,916.424
2014-06-30,917.286
2014-07-31,880.485
2014-08-29,863.128
2014-09-30,777.289
2014-10-31,738.088
2014-11-28,748.582
2014-12-31,783.471
2015-01-30,736.724
2015-02-27,770.404
2015-03-31,766.593
2015-04-30,786.988
2015-05-29,762.227
2015-06-30,702.827
2015-07-31,720.755
2015-08-31,651.369
2015-09-30,640.287
2015-10-30,727.032
2015-11-30,697.773
2015-12-31,755.768
2016-01-29,697.16
2016-02-29,741.22
2016-03-31,840.147
2016-04-29,848.949
2016-05-31,844.64
2016-06-30,883.687
2016-07-29,985.302
2016-08-31,984.748
2016-09-30,977.76
2016-10-31,910.849
2016-11-30,874.28
2016-12-30,859.343
2017-01-31,950.311
2017-02-28,949.469
2017-03-31,857.754
2017-04-28,862.194
2017-05-31,866.196
2017-06-30,905.893
2017-07-31,935.458
2017-08-31,897.233
2017-09-29,887.353
2017-10-31,833.777
2017-11-30,867.711
2017-12-29,943.847
2018-01-31,971.982
2018-02-28,941.008
2018-03-30,912.089
2018-04-30,890.324
2018-05-31,927.214
2018-06-29,969.768
2018-07-31,943.517
2018-08-31,1062.307
2018-09-28,982.764
2018-10-31,872.949
2018-11-30,898.896
2018-12-31,888.933
2019-01-31,956.534
2019-02-28,1057.798
2019-03-29,1104.632
2019-04-30,1155.931
2019-05-31,1093.278
2019-06-28,1099.203
2019-07-31,1236.134
2019-08-30,1075.825
2019-09-30,1053.014
2019-10-31,1107.909
2019-11-29,1294.161
2019-12-31,1367.09
2020-01-31,1336.847
2020-02-28,1342.399
2020-03-31,1295.262
2020-04-30,1392.717
2020-05-29,1442.303
2020-06-30,1593.274
2020-07-31,1701.792
2020-08-31,1540.276
2020-09-30,1242.978
2020-10-30,1186.079
2020-11-30,1270.751
2020-12-31,1110.178
2021-01-29,1077.015
2021-02-26,934.821
2021-03-31,831.916
2021-04-30,764.924
2021-05-31,630.94
2021-06-30,634.0
2021-07-30,620.914
2021-08-31,615.222
2021-09-30,648.511
2021-10-29,687.401
2021-11-30,625.642
2021-12-31,623.209
2022-01-31,520.562
2022-02-28,538.612
2022-03-31,525.875
2022-04-29,452.23
2022-05-31,440.644
2022-06-30,404.57
2022-07-29,428.989
2022-08-31,404.599
2022-09-30,353.193
2022-10-31,385.76
2022-11-30,466.505
2022-12-30,466.015
2023-01-31,521.235
2023-02-28,511.686
2023-03-31,527.474
2023-04-28,531.101
2023-05-31,468.367
2023-06-30,485.981
2023-07-31,497.263
2023-08-31,446.237
2023-09-29,431.553
2023-10-31,402.718
2023-11-30,472.528
2023-12-29,497.027
2024-01-31,486.721
2024-02-29,497.193
2024-03-29,500.046
2024-04-30,522.465
2024-05-31,566.462
2024-06-28,558.9
2024-07-31,578.627
2024-08-30,647.253
2024-09-30,639.179
2024-10-31,613.789
2024-11-29,635.749
2024-12-31,602.367
2025-01-31,587.516
2025-02-28,535.589
2025-03-31,529.384
2025-04-30,562.612
2025-05-30,599.444
2025-06-30,610.083
