Date,HONG KONG IMI IMI (Large+Mid+Small Cap)
2018-01-31,2155.557
2018-02-28,2086.37
2018-03-30,2026.324
2018-04-30,2089.211
2018-05-31,2096.499
2018-06-29,1987.595
2018-07-31,2015.244
2018-08-31,1963.829
2018-09-28,1956.939
2018-10-31,1740.602
2018-11-30,1862.994
2018-12-31,1858.499
2019-01-31,1999.85
2019-02-28,2114.923
2019-03-29,2141.234
2019-04-30,2164.233
2019-05-31,2016.05
2019-06-28,2151.018
2019-07-31,2081.151
2019-08-30,1908.172
2019-09-30,1901.261
2019-10-31,1988.193
2019-11-29,1960.734
2019-12-31,2039.384
2020-01-31,1944.349
2020-02-28,1917.493
2020-03-31,1680.252
2020-04-30,1801.546
2020-05-29,1658.438
2020-06-30,1841.8
2020-07-31,1832.654
2020-08-31,1975.423
2020-09-30,1884.253
2020-10-30,1865.76
2020-11-30,2074.384
2020-12-31,2170.683
2021-01-29,2221.337
2021-02-26,2340.923
2021-03-31,2353.439
2021-04-30,2424.711
2021-05-31,2452.944
2021-06-30,2416.459
2021-07-30,2335.468
2021-08-31,2323.365
2021-09-30,2178.536
2021-10-29,2208.737
2021-11-30,2092.768
2021-12-31,2098.688
2022-01-31,2113.852
2022-02-28,2058.926
2022-03-31,2048.552
2022-04-29,1947.99
2022-05-31,1998.788
2022-06-30,2017.809
2022-07-29,1943.602
2022-08-31,1880.742
2022-09-30,1675.701
2022-10-31,1472.087
2022-11-30,1830.658
2022-12-30,1986.49
2023-01-31,2072.455
2023-02-28,1931.728
2023-03-31,1951.34
2023-04-28,1961.397
2023-05-31,1789.925
2023-06-30,1849.401
2023-07-31,1905.634
2023-08-31,1748.174
2023-09-29,1656.778
2023-10-31,1621.674
2023-11-30,1626.036
2023-12-29,1706.496
2024-01-31,1540.098
2024-02-29,1612.446
2024-03-29,1521.39
2024-04-30,1596.139
2024-05-31,1638.947
2024-06-28,1540.152
2024-07-31,1532.899
2024-08-30,1616.775
2024-09-30,1882.108
2024-10-31,1773.342
2024-11-29,1714.105
2024-12-31,1706.655
2025-01-31,1665.87
2025-02-28,1773.5
2025-03-31,1775.204
2025-04-30,1768.711
2025-05-30,1926.113
