Date,GERMANY MID VALUE Mid Cap
2001-12-04,300.768
2001-12-05,302.056
2001-12-06,301.046
2001-12-07,300.742
2001-12-10,299.652
2001-12-11,298.539
2001-12-12,297.932
2001-12-13,295.669
2001-12-14,295.331
2001-12-17,299.358
2001-12-18,300.61
2001-12-19,296.485
2001-12-20,295.264
2001-12-21,291.96
2001-12-24,289.046
2001-12-25,289.046
2001-12-26,289.293
2001-12-27,294.483
2001-12-28,295.332
2001-12-31,298.211
2002-01-01,298.211
2002-01-02,304.351
2002-01-03,307.035
2002-01-04,307.537
2002-01-07,306.457
2002-01-08,307.843
2002-01-09,307.428
2002-01-10,308.992
2002-01-11,308.517
2002-01-14,309.863
2002-01-15,306.898
2002-01-16,302.237
2002-01-17,305.362
2002-01-18,306.904
2002-01-21,308.545
2002-01-22,308.001
2002-01-23,310.458
2002-01-24,309.519
2002-01-25,303.663
2002-01-28,303.658
2002-01-29,302.685
2002-01-30,303.107
2002-01-31,304.174
2002-02-01,303.98
2002-02-04,303.598
2002-02-05,304.268
2002-02-06,302.276
2002-02-07,302.654
2002-02-08,302.984
2002-02-11,306.351
2002-02-12,306.874
2002-02-13,306.215
2002-02-14,304.76
2002-02-15,306.359
2002-02-18,303.667
2002-02-19,303.324
2002-02-20,303.147
2002-02-21,304.964
2002-02-22,306.432
2002-02-25,304.549
2002-02-26,304.739
2002-02-27,304.366
2002-02-28,305.229
2002-03-01,308.335
2002-03-04,312.501
2002-03-05,311.85
2002-03-06,315.796
2002-03-07,317.24
2002-03-08,316.983
2002-03-11,318.217
2002-03-12,315.807
2002-03-13,315.69
2002-03-14,318.516
2002-03-15,320.65
2002-03-18,318.82
2002-03-19,320.695
2002-03-20,323.472
2002-03-21,321.744
2002-03-22,320.142
2002-03-25,318.123
2002-03-26,318.199
2002-03-27,315.285
2002-03-28,315.366
2002-03-29,315.366
2002-04-01,317.951
2002-04-02,318.444
2002-04-03,318.193
2002-04-04,317.533
2002-04-05,317.259
2002-04-08,314.3
2002-04-09,314.704
2002-04-10,316.61
2002-04-11,317.717
2002-04-12,316.672
2002-04-15,317.451
2002-04-16,318.004
2002-04-17,320.802
2002-04-18,321.963
2002-04-19,322.1
2002-04-22,321.514
2002-04-23,321.843
2002-04-24,321.073
2002-04-25,320.621
2002-04-26,319.878
2002-04-29,322.1
2002-04-30,322.19
2002-05-01,324.014
2002-05-02,323.624
2002-05-03,327.54
2002-05-06,328.648
2002-05-07,324.24
2002-05-08,325.786
2002-05-09,325.899
2002-05-10,327.645
2002-05-13,326.785
2002-05-14,323.627
2002-05-15,324.842
2002-05-16,326.725
2002-05-17,333.039
2002-05-20,333.14
2002-05-21,332.545
2002-05-22,335.061
2002-05-23,331.528
2002-05-24,330.114
2002-05-27,329.808
2002-05-28,333.459
2002-05-29,333.563
2002-05-30,333.881
2002-05-31,331.448
2002-06-03,333.113
2002-06-04,328.918
2002-06-05,327.034
2002-06-06,328.955
2002-06-07,328.267
2002-06-10,326.814
2002-06-11,325.766
2002-06-12,324.593
2002-06-13,321.792
2002-06-14,312.704
2002-06-17,316.328
2002-06-18,313.7
2002-06-19,317.009
2002-06-20,310.45
2002-06-21,309.494
2002-06-24,306.469
2002-06-25,300.189
2002-06-26,303.815
2002-06-27,308.922
2002-06-28,310.703
2002-07-01,313.953
2002-07-02,307.448
2002-07-03,304.262
2002-07-04,304.984
2002-07-05,312.317
2002-07-08,315.728
2002-07-09,317.893
2002-07-10,306.272
2002-07-11,298.805
2002-07-12,297.748
2002-07-15,292.482
2002-07-16,292.047
2002-07-17,291.162
2002-07-18,293.42
2002-07-19,287.863
2002-07-22,273.753
2002-07-23,262.191
2002-07-24,264.815
2002-07-25,259.137
2002-07-26,259.301
2002-07-29,267.505
2002-07-30,269.02
2002-07-31,262.571
2002-08-01,258.638
2002-08-02,248.292
2002-08-05,239.178
2002-08-06,240.217
2002-08-07,234.145
2002-08-08,245.24
2002-08-09,250.354
2002-08-12,249.689
2002-08-13,248.7
2002-08-14,247.057
2002-08-15,247.564
2002-08-16,247.57
2002-08-19,251.018
2002-08-20,251.763
2002-08-21,257.733
2002-08-22,258.213
2002-08-23,258.832
2002-08-26,256.046
2002-08-27,257.295
2002-08-28,253.249
2002-08-29,255.254
2002-08-30,251.582
2002-09-02,251.982
2002-09-03,241.22
2002-09-04,236.031
2002-09-05,230.354
2002-09-06,233.798
2002-09-09,229.262
2002-09-10,230.733
2002-09-11,233.6
2002-09-12,233.38
2002-09-13,231.189
2002-09-16,224.832
2002-09-17,220.697
2002-09-18,215.189
2002-09-19,207.293
2002-09-20,211.521
2002-09-23,203.332
2002-09-24,195.946
2002-09-25,201.775
2002-09-26,202.191
2002-09-27,199.676
2002-09-30,195.007
2002-10-01,191.266
2002-10-02,188.435
2002-10-03,182.686
2002-10-04,179.619
2002-10-07,174.01
2002-10-08,169.436
2002-10-09,170.585
2002-10-10,180.725
2002-10-11,194.562
2002-10-14,192.102
2002-10-15,197.808
2002-10-16,200.318
2002-10-17,208.731
2002-10-18,209.417
2002-10-21,213.159
2002-10-22,205.853
2002-10-23,196.356
2002-10-24,197.97
2002-10-25,197.629
2002-10-28,207.25
2002-10-29,199.926
2002-10-30,199.931
2002-10-31,206.068
2002-11-01,204.791
2002-11-04,213.793
2002-11-05,215.495
2002-11-06,213.83
2002-11-07,210.634
2002-11-08,207.787
2002-11-11,205.378
2002-11-12,205.969
2002-11-13,204.27
2002-11-14,204.244
2002-11-15,204.688
2002-11-18,209.082
2002-11-19,208.58
2002-11-20,204.211
2002-11-21,210.787
2002-11-22,211.862
2002-11-25,210.746
2002-11-26,207.549
2002-11-27,213.446
2002-11-28,223.448
2002-11-29,232.776
2002-12-02,237.571
2002-12-03,231.398
2002-12-04,235.598
2002-12-05,229.814
2002-12-06,227.843
2002-12-09,218.702
2002-12-10,223.028
2002-12-11,224.278
2002-12-12,220.451
2002-12-13,220.759
2002-12-16,223.214
2002-12-17,218.335
2002-12-18,213.322
2002-12-19,207.071
2002-12-20,212.588
2002-12-23,208.623
2002-12-24,209.486
2002-12-25,209.486
2002-12-26,210.014
2002-12-27,204.134
2002-12-30,209.269
2002-12-31,210.089
2003-01-01,210.089
2003-01-02,219.612
2003-01-03,221.754
2003-01-06,224.324
2003-01-07,219.887
2003-01-08,210.769
2003-01-09,215.325
2003-01-10,217.132
2003-01-13,219.092
2003-01-14,221.632
2003-01-15,223.597
2003-01-16,225.659
2003-01-17,219.213
2003-01-20,218.192
2003-01-21,215.905
2003-01-22,213.182
2003-01-23,210.069
2003-01-24,206.852
2003-01-27,201.502
2003-01-28,200.742
2003-01-29,200.603
2003-01-30,198.789
2003-01-31,201.276
2003-02-03,201.187
2003-02-04,200.695
2003-02-05,204.731
2003-02-06,202.546
2003-02-07,195.147
2003-02-10,192.11
2003-02-11,191.122
2003-02-12,189.339
2003-02-13,187.664
2003-02-14,190.942
2003-02-17,192.55
2003-02-18,192.182
2003-02-19,189.633
2003-02-20,188.254
2003-02-21,187.5
2003-02-24,181.799
2003-02-25,176.397
2003-02-26,171.082
2003-02-27,174.543
2003-02-28,178.993
2003-03-03,178.223
2003-03-04,176.044
2003-03-05,175.993
2003-03-06,172.86
2003-03-07,170.676
2003-03-10,164.406
2003-03-11,162.037
2003-03-12,163.075
2003-03-13,169.634
2003-03-14,168.427
2003-03-17,176.741
2003-03-18,184.164
2003-03-19,184.491
2003-03-20,185.061
2003-03-21,191.733
2003-03-24,182.876
2003-03-25,188.757
2003-03-26,184.092
2003-03-27,187.134
2003-03-28,181.313
2003-03-31,181.878
2003-04-01,180.056
2003-04-02,187.383
2003-04-03,183.121
2003-04-04,190.126
2003-04-07,200.683
2003-04-08,197.879
2003-04-09,197.928
2003-04-10,194.229
2003-04-11,196.855
2003-04-14,200.145
2003-04-15,206.897
2003-04-16,210.175
2003-04-17,216.688
2003-04-18,216.688
2003-04-21,215.754
2003-04-22,223.349
2003-04-23,227.845
2003-04-24,219.059
2003-04-25,215.933
2003-04-28,224.274
2003-04-29,223.155
2003-04-30,230.86
2003-05-01,232.98
2003-05-02,236.819
2003-05-05,244.414
2003-05-06,248.858
2003-05-07,240.798
2003-05-08,229.334
2003-05-09,235.747
2003-05-12,233.296
2003-05-13,230.824
2003-05-14,232.929
2003-05-15,231.819
2003-05-16,232.426
2003-05-19,224.877
2003-05-20,224.141
2003-05-21,222.609
2003-05-22,226.828
2003-05-23,223.56
2003-05-26,227.362
2003-05-27,230.174
2003-05-28,230.076
2003-05-29,232.414
2003-05-30,236.523
2003-06-02,248.845
2003-06-03,245.935
2003-06-04,252.681
2003-06-05,254.037
2003-06-06,254.267
2003-06-09,255.473
2003-06-10,253.948
2003-06-11,257.017
2003-06-12,260.045
2003-06-13,260.726
2003-06-16,272.454
2003-06-17,277.196
2003-06-18,275.225
2003-06-19,270.453
2003-06-20,269.184
2003-06-23,260.256
2003-06-24,260.835
2003-06-25,261.069
2003-06-26,259.078
2003-06-27,258.179
2003-06-30,262.657
2003-07-01,262.012
2003-07-02,268.967
2003-07-03,274.866
2003-07-04,273.558
2003-07-07,280.896
2003-07-08,281.58
2003-07-09,280.183
2003-07-10,276.155
2003-07-11,280.54
2003-07-14,286.37
2003-07-15,286.226
2003-07-16,286.575
2003-07-17,286.393
2003-07-18,289.71
2003-07-21,281.379
2003-07-22,285.809
2003-07-23,284.941
2003-07-24,293.14
2003-07-25,291.268
2003-07-28,294.642
2003-07-29,295.036
2003-07-30,288.817
2003-07-31,288.279
2003-08-01,287.266
2003-08-04,287.675
2003-08-05,289.61
2003-08-06,284.801
2003-08-07,283.421
2003-08-08,279.573
2003-08-11,278.903
2003-08-12,281.44
2003-08-13,284.452
2003-08-14,284.771
2003-08-15,288.217
2003-08-18,296.762
2003-08-19,292.125
2003-08-20,296.298
2003-08-21,298.694
2003-08-22,293.594
2003-08-25,290.914
2003-08-26,286.455
2003-08-27,290.357
2003-08-28,292.772
2003-08-29,295.691
2003-09-01,302.207
2003-09-02,302.262
2003-09-03,311.372
2003-09-04,314.448
2003-09-05,316.245
2003-09-08,319.019
2003-09-09,317.794
2003-09-10,309.676
2003-09-11,313.04
2003-09-12,315.563
2003-09-15,319.307
2003-09-16,320.97
2003-09-17,321.032
2003-09-18,326.783
2003-09-19,325.041
2003-09-22,323.623
2003-09-23,314.542
2003-09-24,303.537
2003-09-25,301.611
2003-09-26,303.905
2003-09-29,306.292
2003-09-30,298.733
2003-10-01,307.918
2003-10-02,302.466
2003-10-03,314.088
2003-10-06,311.502
2003-10-07,310.822
2003-10-08,313.546
2003-10-09,320.161
2003-10-10,319.343
2003-10-13,320.493
2003-10-14,321.974
2003-10-15,327.989
2003-10-16,330.228
2003-10-17,324.863
2003-10-20,327.039
2003-10-21,330.034
2003-10-22,325.182
2003-10-23,323.326
2003-10-24,319.012
2003-10-27,323.349
2003-10-28,327.717
2003-10-29,327.047
2003-10-30,334.616
2003-10-31,340.025
2003-11-03,345.901
2003-11-04,347.373
2003-11-05,344.409
2003-11-06,340.912
2003-11-07,347.38
2003-11-10,345.943
2003-11-11,342.948
2003-11-12,348.657
2003-11-13,354.34
2003-11-14,364.654
2003-11-17,349.087
2003-11-18,350.675
2003-11-19,352.328
2003-11-20,348.454
2003-11-21,351.314
2003-11-24,355.323
2003-11-25,358.919
2003-11-26,359.886
2003-11-27,363.148
2003-11-28,362.619
2003-12-01,369.165
2003-12-02,372.253
2003-12-03,375.647
2003-12-04,375.522
2003-12-05,374.456
2003-12-08,374.589
2003-12-09,376.208
2003-12-10,373.246
2003-12-11,372.216
2003-12-12,375.293
2003-12-15,379.454
2003-12-16,379.237
2003-12-17,375.587
2003-12-18,377.597
2003-12-19,378.164
2003-12-22,377.663
2003-12-23,378.967
2003-12-24,380.035
2003-12-25,380.035
2003-12-26,379.883
2003-12-29,383.955
2003-12-30,388.454
2003-12-31,391.027
2004-01-01,391.027
2004-01-02,396.748
2004-01-05,405.205
2004-01-06,407.515
2004-01-07,405.85
2004-01-08,408.827
2004-01-09,409.636
2004-01-12,407.995
2004-01-13,409.665
2004-01-14,413.281
2004-01-15,414.828
2004-01-16,415.285
2004-01-19,418.175
2004-01-20,420.742
2004-01-21,427.603
2004-01-22,429.116
2004-01-23,427.163
2004-01-26,420.497
2004-01-27,421.121
2004-01-28,419.223
2004-01-29,408.321
2004-01-30,407.194
2004-02-02,407.73
2004-02-03,406.525
2004-02-04,401.384
2004-02-05,399.238
2004-02-06,405.327
2004-02-09,412.258
2004-02-10,416.932
2004-02-11,419.831
2004-02-12,426.369
2004-02-13,420.638
2004-02-16,423.175
2004-02-17,423.842
2004-02-18,425.516
2004-02-19,425.45
2004-02-20,414.481
2004-02-23,414.394
2004-02-24,410.595
2004-02-25,403.887
2004-02-26,402.193
2004-02-27,404.743
2004-03-01,408.618
2004-03-02,409.052
2004-03-03,402.691
2004-03-04,408.255
2004-03-05,414.458
2004-03-08,413.063
2004-03-09,410.183
2004-03-10,397.491
2004-03-11,382.191
2004-03-12,381.322
2004-03-15,372.155
2004-03-16,375.398
2004-03-17,380.516
2004-03-18,378.895
2004-03-19,377.882
2004-03-22,366.403
2004-03-23,368.32
2004-03-24,364.292
2004-03-25,371.599
2004-03-26,372.698
2004-03-29,381.595
2004-03-30,382.826
2004-03-31,387.941
2004-04-01,397.352
2004-04-02,396.025
2004-04-05,394.119
2004-04-06,395.283
2004-04-07,395.193
2004-04-08,396.811
2004-04-09,396.811
2004-04-12,395.697
2004-04-13,397.124
2004-04-14,390.029
2004-04-15,388.521
2004-04-16,394.723
2004-04-19,394.827
2004-04-20,395.577
2004-04-21,392.06
2004-04-22,397.748
2004-04-23,401.518
2004-04-26,403.077
2004-04-27,402.253
2004-04-28,394.814
2004-04-29,388.368
2004-04-30,392.057
2004-05-03,391.907
2004-05-04,395.742
2004-05-05,398.467
2004-05-06,385.713
2004-05-07,377.388
2004-05-10,361.938
2004-05-11,365.15
2004-05-12,362.227
2004-05-13,366.273
2004-05-14,364.773
2004-05-17,363.359
2004-05-18,365.678
2004-05-19,377.735
2004-05-20,370.363
2004-05-21,373.017
2004-05-24,372.294
2004-05-25,372.492
2004-05-26,377.467
2004-05-27,384.51
2004-05-28,386.124
2004-05-31,386.781
2004-06-01,382.88
2004-06-02,387.972
2004-06-03,391.484
2004-06-04,398.251
2004-06-07,405.093
2004-06-08,401.697
2004-06-09,393.709
2004-06-10,398.16
2004-06-11,393.24
2004-06-14,391.286
2004-06-15,392.459
2004-06-16,394.341
2004-06-17,391.101
2004-06-18,393.649
2004-06-21,390.156
2004-06-22,383.917
2004-06-23,385.46
2004-06-24,392.669
2004-06-25,393.805
2004-06-28,402.708
2004-06-29,403.744
2004-06-30,405.811
2004-07-01,404.123
2004-07-02,403.529
2004-07-05,402.503
2004-07-06,397.365
2004-07-07,397.193
2004-07-08,398.465
2004-07-09,395.255
2004-07-12,392.751
2004-07-13,390.941
2004-07-14,393.07
2004-07-15,390.061
2004-07-16,395.569
2004-07-19,392.976
2004-07-20,393.094
2004-07-21,396.357
2004-07-22,394.322
2004-07-23,387.954
2004-07-26,388.154
2004-07-27,390.304
2004-07-28,386.54
2004-07-29,395.946
2004-07-30,397.754
2004-08-02,394.981
2004-08-03,395.798
2004-08-04,388.697
2004-08-05,389.95
2004-08-06,385.533
2004-08-09,380.728
2004-08-10,385.714
2004-08-11,381.98
2004-08-12,380.693
2004-08-13,383.1
2004-08-16,388.721
2004-08-17,389.411
2004-08-18,389.426
2004-08-19,388.958
2004-08-20,385.704
2004-08-23,389.342
2004-08-24,390.768
2004-08-25,390.638
2004-08-26,395.085
2004-08-27,394.69
2004-08-30,392.736
2004-08-31,391.487
2004-09-01,393.377
2004-09-02,395.609
2004-09-03,394.957
2004-09-06,398.547
2004-09-07,400.715
2004-09-08,403.459
2004-09-09,401.206
2004-09-10,408.675
2004-09-13,415.106
2004-09-14,412.525
2004-09-15,409.369
2004-09-16,412.335
2004-09-17,414.577
2004-09-20,412.441
2004-09-21,417.694
2004-09-22,414.602
2004-09-23,410.369
2004-09-24,410.697
2004-09-27,410.591
2004-09-28,411.515
2004-09-29,414.808
2004-09-30,417.396
2004-10-01,424.857
2004-10-04,425.651
2004-10-05,429.495
2004-10-06,427.37
2004-10-07,424.942
2004-10-08,427.82
2004-10-11,427.678
2004-10-12,422.252
2004-10-13,421.519
2004-10-14,423.933
2004-10-15,425.733
2004-10-18,426.616
2004-10-19,429.997
2004-10-20,423.897
2004-10-21,425.74
2004-10-22,426.88
2004-10-25,424.427
2004-10-26,421.434
2004-10-27,424.787
2004-10-28,423.949
2004-10-29,420.96
2004-11-01,425.843
2004-11-02,429.066
2004-11-03,435.059
2004-11-04,438.556
2004-11-05,442.203
2004-11-08,443.928
2004-11-09,449.017
2004-11-10,453.173
2004-11-11,455.956
2004-11-12,454.336
2004-11-15,454.724
2004-11-16,452.421
2004-11-17,459.722
2004-11-18,456.103
2004-11-19,454.763
2004-11-22,453.596
2004-11-23,453.68
2004-11-24,458.188
2004-11-25,465.266
2004-11-26,464.021
2004-11-29,465.752
2004-11-30,462.194
2004-12-01,462.272
2004-12-02,462.998
2004-12-03,464.396
2004-12-06,467.973
2004-12-07,467.943
2004-12-08,459.963
2004-12-09,452.623
2004-12-10,454.343
2004-12-13,460.567
2004-12-14,458.399
2004-12-15,466.662
2004-12-16,462.373
2004-12-17,459.574
2004-12-20,469.28
2004-12-21,468.928
2004-12-22,470.388
2004-12-23,475.541
2004-12-24,476.774
2004-12-27,478.882
2004-12-28,478.859
2004-12-29,476.329
2004-12-30,479.196
2004-12-31,477.878
2005-01-03,478.414
2005-01-04,477.177
2005-01-05,474.856
2005-01-06,474.77
2005-01-07,471.785
2005-01-10,477.112
2005-01-11,474.701
2005-01-12,475.113
2005-01-13,474.764
2005-01-14,476.375
2005-01-17,477.502
2005-01-18,476.129
2005-01-19,474.897
2005-01-20,471.053
2005-01-21,478.945
2005-01-24,477.592
2005-01-25,478.327
2005-01-26,481.663
2005-01-27,480.912
2005-01-28,481.935
2005-01-31,490.971
2005-02-01,490.777
2005-02-02,498.147
2005-02-03,493.824
2005-02-04,499.537
2005-02-07,497.109
2005-02-08,496.684
2005-02-09,496.463
2005-02-10,495.712
2005-02-11,498.328
2005-02-14,500.889
2005-02-15,505.508
2005-02-16,502.883
2005-02-17,512.788
2005-02-18,514.872
2005-02-21,513.723
2005-02-22,513.021
2005-02-23,507.394
2005-02-24,512.155
2005-02-25,520.086
2005-02-28,525.819
2005-03-01,521.575
2005-03-02,518.454
2005-03-03,520.286
2005-03-04,526.349
2005-03-07,524.768
2005-03-08,527.817
2005-03-09,528.062
2005-03-10,530.083
2005-03-11,533.948
2005-03-14,529.513
2005-03-15,529.235
2005-03-16,526.59
2005-03-17,524.589
2005-03-18,521.058
2005-03-21,513.905
2005-03-22,519.332
2005-03-23,512.338
2005-03-24,509.832
2005-03-25,509.832
2005-03-28,506.254
2005-03-29,500.825
2005-03-30,498.123
2005-03-31,501.409
2005-04-01,502.409
2005-04-04,492.418
2005-04-05,497.286
2005-04-06,502.162
2005-04-07,504.647
2005-04-08,507.208
2005-04-11,510.687
2005-04-12,507.892
2005-04-13,513.959
2005-04-14,505.59
2005-04-15,496.615
2005-04-18,486.43
2005-04-19,488.872
2005-04-20,487.283
2005-04-21,486.001
2005-04-22,486.232
2005-04-25,484.544
2005-04-26,479.988
2005-04-27,469.118
2005-04-28,459.552
2005-04-29,463.087
2005-05-02,464.628
2005-05-03,467.108
2005-05-04,470.237
2005-05-05,472.651
2005-05-06,470.67
2005-05-09,473.721
2005-05-10,473.691
2005-05-11,474.633
2005-05-12,473.297
2005-05-13,466.341
2005-05-16,464.335
2005-05-17,464.363
2005-05-18,471.958
2005-05-19,475.402
2005-05-20,475.002
2005-05-23,479.065
2005-05-24,478.049
2005-05-25,479.222
2005-05-26,480.447
2005-05-27,483.375
2005-05-30,486.599
2005-05-31,487.149
2005-06-01,485.671
2005-06-02,484.169
2005-06-03,481.143
2005-06-06,482.543
2005-06-07,480.86
2005-06-08,484.029
2005-06-09,479.753
2005-06-10,481.786
2005-06-13,494.119
2005-06-14,495.447
2005-06-15,497.169
2005-06-16,499.604
2005-06-17,508.414
2005-06-20,500.183
2005-06-21,498.051
2005-06-22,495.807
2005-06-23,492.216
2005-06-24,487.112
2005-06-27,488.63
2005-06-28,489.411
2005-06-29,492.009
2005-06-30,491.762
2005-07-01,489.249
2005-07-04,485.934
2005-07-05,484.019
2005-07-06,485.83
2005-07-07,480.446
2005-07-08,483.422
2005-07-11,494.932
2005-07-12,500.09
2005-07-13,496.195
2005-07-14,501.789
2005-07-15,497.486
2005-07-18,496.917
2005-07-19,499.3
2005-07-20,501.582
2005-07-21,508.599
2005-07-22,510.956
2005-07-25,507.543
2005-07-26,505.515
2005-07-27,507.179
2005-07-28,512.5
2005-07-29,512.437
2005-08-01,515.574
2005-08-02,517.478
2005-08-03,523.591
2005-08-04,520.957
2005-08-05,518.203
2005-08-08,521.23
2005-08-09,525.213
2005-08-10,533.485
2005-08-11,532.852
2005-08-12,532.77
2005-08-15,529.014
2005-08-16,523.678
2005-08-17,519.535
2005-08-18,510.075
2005-08-19,511.326
2005-08-22,517.019
2005-08-23,515.482
2005-08-24,514.364
2005-08-25,512.316
2005-08-26,510.952
2005-08-29,510.698
2005-08-30,507.836
2005-08-31,510.829
2005-09-01,518.016
2005-09-02,523.979
2005-09-05,525.097
2005-09-06,527.071
2005-09-07,525.765
2005-09-08,522.122
2005-09-09,525.746
2005-09-12,516.678
2005-09-13,510.239
2005-09-14,515.826
2005-09-15,514.131
2005-09-16,518.186
2005-09-19,511.922
2005-09-20,516.618
2005-09-21,513.284
2005-09-22,505.094
2005-09-23,502.848
2005-09-26,508.089
2005-09-27,506.043
2005-09-28,512.975
2005-09-29,516.483
2005-09-30,519.197
2005-10-03,513.737
2005-10-04,521.159
2005-10-05,521.072
2005-10-06,527.141
2005-10-07,527.375
2005-10-10,528.819
2005-10-11,527.852
2005-10-12,526.029
2005-10-13,514.364
2005-10-14,522.563
2005-10-17,522.981
2005-10-18,514.656
2005-10-19,507.835
2005-10-20,509.766
2005-10-21,507.706
2005-10-24,512.742
2005-10-25,519.779
2005-10-26,520.3
2005-10-27,514.115
2005-10-28,510.117
2005-10-31,512.298
2005-11-01,515.951
2005-11-02,521.379
2005-11-03,528.419
2005-11-04,521.019
2005-11-07,523.027
2005-11-08,526.816
2005-11-09,521.096
