Date,GERMANY MID VALUE Mid Cap
2013-01-31,410.929
2013-02-28,400.456
2013-03-29,388.075
2013-04-30,401.554
2013-05-31,408.014
2013-06-28,405.44
2013-07-31,441.35
2013-08-30,439.466
2013-09-30,486.153
2013-10-31,525.135
2013-11-29,553.9
2013-12-31,584.337
2014-01-31,551.086
2014-02-28,599.843
2014-03-31,590.356
2014-04-30,582.719
2014-05-30,593.115
2014-06-30,589.374
2014-07-31,552.841
2014-08-29,548.311
2014-09-30,518.401
2014-10-31,519.147
2014-11-28,561.243
2014-12-31,558.715
2015-01-30,585.355
2015-02-27,624.409
2015-03-31,607.965
2015-04-30,619.269
2015-05-29,599.216
2015-06-30,627.621
2015-07-31,668.548
2015-08-31,649.455
2015-09-30,631.867
2015-10-30,633.828
2015-11-30,618.261
2015-12-31,616.925
2016-01-29,590.709
2016-02-29,568.203
2016-03-31,644.677
2016-04-29,654.401
2016-05-31,653.148
2016-06-30,648.59
2016-07-29,685.575
2016-08-31,668.71
2016-09-30,670.275
2016-10-31,654.55
2016-11-30,599.929
2016-12-30,635.384
2017-01-31,666.099
2017-02-28,671.961
2017-03-31,723.346
2017-04-28,741.841
2017-05-31,807.916
2017-06-30,819.307
2017-07-31,832.205
2017-08-31,876.853
2017-09-29,887.531
2017-10-31,914.068
2017-11-30,933.677
2017-12-29,953.319
2018-01-31,980.177
2018-02-28,947.706
2018-03-30,965.999
2018-04-30,977.218
2018-05-31,919.956
2018-06-29,890.269
2018-07-31,939.211
2018-08-31,948.713
2018-09-28,921.424
2018-10-31,838.251
2018-11-30,848.054
2018-12-31,797.811
2019-01-31,869.12
2019-02-28,875.739
2019-03-29,851.441
2019-04-30,883.634
2019-05-31,815.907
2019-06-28,838.862
2019-07-31,829.044
2019-08-30,824.849
2019-09-30,875.846
2019-10-31,882.158
2019-11-29,887.365
2019-12-31,921.7
2020-01-31,879.963
2020-02-28,793.664
2020-03-31,654.708
2020-04-30,713.923
2020-05-29,791.469
2020-06-30,829.402
2020-07-31,887.808
2020-08-31,955.599
2020-09-30,916.742
2020-10-30,892.344
2020-11-30,1046.105
2020-12-31,1092.864
2021-01-29,1106.332
2021-02-26,1090.937
2021-03-31,1105.57
2021-04-30,1124.838
2021-05-31,1165.652
2021-06-30,1105.358
2021-07-30,1117.945
2021-08-31,1146.592
2021-09-30,1090.427
2021-10-29,1112.182
2021-11-30,1039.46
2021-12-31,1100.458
2022-01-31,1084.117
2022-02-28,1069.534
2022-03-31,1002.429
2022-04-29,949.414
2022-05-31,991.236
2022-06-30,796.506
2022-07-29,803.102
2022-08-31,723.425
2022-09-30,631.481
2022-10-31,687.604
2022-11-30,762.356
2022-12-30,801.299
2023-01-31,943.314
2023-02-28,948.789
2023-03-31,921.81
2023-04-28,971.975
2023-05-31,901.521
2023-06-30,992.735
2023-07-31,1031.526
2023-08-31,979.691
2023-09-29,928.721
2023-10-31,843.914
2023-11-30,971.488
2023-12-29,1021.037
2024-01-31,997.338
2024-02-29,993.372
2024-03-29,1055.334
2024-04-30,1063.804
2024-05-31,1158.032
2024-06-28,1087.439
2024-07-31,1157.782
2024-08-30,1181.778
2024-09-30,1286.327
2024-10-31,1251.712
2024-11-29,1280.609
2024-12-31,1270.678
2025-01-31,1391.064
2025-02-28,1429.87
2025-03-31,1492.07
2025-04-30,1657.251
2025-05-30,1787.293
2025-06-30,1884.358
2025-07-31,1900.318
2025-08-29,1970.895
