Date,NETHERLANDS Standard (Large+Mid Cap)
1981-11-30,294.017
1981-12-31,285.52
1982-01-29,282.602
1982-02-26,259.892
1982-03-31,275.577
1982-04-30,300.81
1982-05-31,297.832
1982-06-30,269.582
1982-07-30,272.843
1982-08-31,278.876
1982-09-30,279.61
1982-10-29,302.16
1982-11-30,302.281
1982-12-31,332.868
1983-01-31,338.063
1983-02-28,350.003
1983-03-31,405.38
1983-04-29,418.717
1983-05-31,407.506
1983-06-30,448.107
1983-07-29,443.792
1983-08-31,441.146
1983-09-30,454.679
1983-10-31,435.117
1983-11-30,447.826
1983-12-30,460.541
1984-01-31,515.917
1984-02-29,522.17
1984-03-30,529.709
1984-04-30,509.082
1984-05-31,485.016
1984-06-29,488.562
1984-07-31,441.698
1984-08-31,509.684
1984-09-28,529.106
1984-10-31,523.146
1984-11-30,509.962
1984-12-31,513.717
1985-01-31,557.568
1985-02-28,550.119
1985-03-29,591.833
1985-04-30,613.385
1985-05-31,600.163
1985-06-28,618.065
1985-07-31,674.888
1985-08-30,682.915
1985-09-30,689.9
1985-10-31,733.807
1985-11-29,790.657
1985-12-31,829.402
1986-01-31,828.057
1986-02-28,867.224
1986-03-31,919.47
1986-04-30,986.022
1986-05-30,967.861
1986-06-30,1017.534
1986-07-31,1018.224
1986-08-29,1142.507
1986-09-30,1106.334
1986-10-31,1075.06
1986-11-28,1164.536
1986-12-31,1181.105
1987-01-30,1241.132
1987-02-27,1243.165
1987-03-31,1378.435
1987-04-30,1388.571
1987-05-29,1428.517
1987-06-30,1536.676
1987-07-31,1594.599
1987-08-31,1599.088
1987-09-30,1547.772
1987-10-30,1278.17
1987-11-30,1185.577
1987-12-31,1278.933
1988-01-29,1259.56
1988-02-29,1313.405
1988-03-31,1366.782
1988-04-29,1403.423
1988-05-31,1326.811
1988-06-30,1333.463
1988-07-29,1373.851
1988-08-31,1312.818
1988-09-30,1341.615
1988-10-31,1442.215
1988-11-30,1440.019
1988-12-30,1478.376
1989-01-31,1503.02
1989-02-28,1502.476
1989-03-31,1554.023
1989-04-28,1625.309
1989-05-31,1550.266
1989-06-30,1613.652
1989-07-31,1763.003
1989-08-31,1743.519
1989-09-29,1802.853
1989-10-31,1753.91
1989-11-30,1852.765
1989-12-29,2029.692
1990-01-31,1954.978
1990-02-28,1898.03
1990-03-30,1984.609
1990-04-30,1924.978
1990-05-31,2006.069
1990-06-29,2032.375
1990-07-31,2140.338
1990-08-31,1978.041
1990-09-28,1884.259
1990-10-31,1967.07
1990-11-30,1986.929
1990-12-31,1988.765
1991-01-31,1984.682
1991-02-28,2137.487
1991-03-29,2047.233
1991-04-30,2097.464
1991-05-31,2129.092
1991-06-28,2000.424
1991-07-31,2125.099
1991-08-30,2114.774
1991-09-30,2164.809
1991-10-31,2191.335
1991-11-29,2203.53
1991-12-31,2368.974
1992-01-31,2366.425
1992-02-28,2375.258
1992-03-31,2340.94
1992-04-30,2449.211
1992-05-29,2555.606
1992-06-30,2580.61
1992-07-31,2587.739
1992-08-31,2659.106
1992-09-30,2719.567
1992-10-30,2460.309
1992-11-30,2420.103
1992-12-31,2449.868
1993-01-29,2506.58
1993-02-26,2588.287
1993-03-31,2755.766
1993-04-30,2745.974
1993-05-31,2804.4
1993-06-30,2784.463
1993-07-30,2789.589
1993-08-31,3073.784
1993-09-30,3088.658
1993-10-29,3272.96
1993-11-30,3174.257
1993-12-31,3345.307
1994-01-31,3501.14
1994-02-28,3436.26
1994-03-31,3325.241
1994-04-29,3513.516
1994-05-31,3406.385
1994-06-30,3377.901
1994-07-29,3586.847
1994-08-31,3717.294
1994-09-30,3616.269
1994-10-31,3861.739
1994-11-30,3667.826
1994-12-30,3768.681
1995-01-31,3816.075
1995-02-28,3927.053
1995-03-31,4129.048
1995-04-28,4271.705
1995-05-31,4328.908
1995-06-30,4377.559
1995-07-31,4629.496
1995-08-31,4355.309
1995-09-29,4569.305
1995-10-31,4505.696
1995-11-30,4651.811
1995-12-29,4856.857
1996-01-31,4889.128
1996-02-29,4999.835
1996-03-29,5150.854
1996-04-30,5176.99
1996-05-31,5420.142
1996-06-28,5436.043
1996-07-31,5353.283
1996-08-30,5447.015
1996-09-30,5589.199
1996-10-31,5732.744
1996-11-29,6094.523
1996-12-31,6241.91
1997-01-31,6195.378
1997-02-28,6450.307
1997-03-31,6608.942
1997-04-30,6544.914
1997-05-30,6965.112
1997-06-30,7514.923
1997-07-31,8132.346
1997-08-29,7334.033
1997-09-30,7981.679
1997-10-31,7638.675
1997-11-28,7578.163
1997-12-31,7771.263
1998-01-30,7848.157
1998-02-27,8653.949
1998-03-31,8931.77
1998-04-30,9241.94
1998-05-29,9731.716
1998-06-30,9570.141
1998-07-31,9632.018
1998-08-31,8451.974
1998-09-30,7963.312
1998-10-30,8420.322
1998-11-30,8865.818
1998-12-31,9631.268
1999-01-29,8912.237
1999-02-26,8855.113
1999-03-31,8950.501
1999-04-30,9525.131
1999-05-31,8984.076
1999-06-30,9014.27
1999-07-30,9308.544
1999-08-31,9528.765
1999-09-30,9187.078
1999-10-29,9507.389
1999-11-30,9450.91
1999-12-31,10347.337
2000-01-31,9115.79
2000-02-29,9701.302
2000-03-31,9989.361
2000-04-28,9659.573
2000-05-31,9923.244
2000-06-30,10477.956
2000-07-31,10026.534
2000-08-31,10014.369
2000-09-29,9631.993
2000-10-31,9557.058
2000-11-30,9481.838
2000-12-29,9970.487
2001-01-31,9903.133
2001-02-28,9259.763
2001-03-30,8424.865
2001-04-30,9025.392
2001-05-31,8695.534
2001-06-29,8490.314
2001-07-31,8417.506
2001-08-31,8389.005
2001-09-28,7271.367
2001-10-31,7295.725
2001-11-30,7621.071
2001-12-31,7814.935
2002-01-31,7510.196
2002-02-28,7530.657
2002-03-29,8186.486
2002-04-30,8157.761
2002-05-31,8221.346
2002-06-28,7969.007
2002-07-31,6552.012
2002-08-30,6690.759
2002-09-30,5499.677
2002-10-31,6219.442
2002-11-29,6585.729
2002-12-31,6231.49
2003-01-31,5840.93
2003-02-28,5409.531
2003-03-31,5255.156
2003-04-30,5945.599
2003-05-30,6324.618
2003-06-30,6372.927
2003-07-31,6658.732
2003-08-29,6807.223
2003-09-30,6717.254
2003-10-31,7128.464
2003-11-28,7378.691
2003-12-31,8056.386
2004-01-30,8022.448
2004-02-27,8148.796
2004-03-31,7745.732
2004-04-30,7738.267
2004-05-31,7900.899
2004-06-30,8047.501
2004-07-30,7684.164
2004-08-31,7673.551
2004-09-30,7839.011
2004-10-29,8181.037
2004-11-30,8723.274
2004-12-31,9127.272
2005-01-31,9087.388
2005-02-28,9734.469
2005-03-31,9364.317
2005-04-29,8926.701
2005-05-31,8987.368
2005-06-30,9404.833
2005-07-29,9598.626
2005-08-31,9579.916
2005-09-30,9700.893
2005-10-31,9497.219
2005-11-30,9991.619
2005-12-30,10491.625
2006-01-31,11010.245
2006-02-28,11231.301
2006-03-31,11718.513
2006-04-28,12177.674
2006-05-31,11686.117
2006-06-30,11671.699
2006-07-31,11962.868
2006-08-31,12566.321
2006-09-29,12959.968
2006-10-31,13017.165
2006-11-30,13380.16
2006-12-29,13896.07
2007-01-31,13932.98
2007-02-28,13950.872
2007-03-30,14958.874
2007-04-30,16367.156
2007-05-31,16288.693
2007-06-29,16247.645
2007-07-31,16245.886
2007-08-31,15855.248
2007-09-28,17131.508
2007-10-31,17459.848
2007-11-30,16807.52
2007-12-31,16833.517
2008-01-31,14841.33
2008-02-29,15189.954
2008-03-31,15735.619
2008-04-30,16433.753
2008-05-30,16520.328
2008-06-30,14398.111
2008-07-31,13825.538
2008-08-29,14025.798
2008-09-30,11381.288
2008-10-31,8523.301
2008-11-28,8030.909
2008-12-31,8773.341
2009-01-30,8044.416
2009-02-27,7041.192
2009-03-31,7338.861
2009-04-30,8277.724
2009-05-29,9328.578
2009-06-30,9209.262
2009-07-31,10534.229
2009-08-31,11166.608
2009-09-30,12090.629
2009-10-30,11853.134
2009-11-30,12097.783
2009-12-31,12549.385
2010-01-29,12104.573
2010-02-26,11554.213
2010-03-31,12425.58
2010-04-30,12379.534
2010-05-31,10888.933
2010-06-30,10814.348
2010-07-30,12004.676
2010-08-31,11122.24
2010-09-30,12583.327
2010-10-29,12799.065
2010-11-30,11563.536
2010-12-31,12821.094
2011-01-31,13380.825
2011-02-28,13904.231
2011-03-31,14171.809
2011-04-29,14678.61
2011-05-31,13975.485
2011-06-30,13573.856
2011-07-29,12988.98
2011-08-31,11749.825
2011-09-30,10617.626
2011-10-31,12002.482
2011-11-30,11315.195
2011-12-30,11318.951
2012-01-31,11677.343
2012-02-29,12194.025
2012-03-30,12307.997
2012-04-30,11818.647
2012-05-31,10597.261
2012-06-29,11472.724
2012-07-31,11875.994
2012-08-31,12382.337
2012-09-28,12531.651
2012-10-31,12944.234
2012-11-30,13352.832
2012-12-31,13719.696
2013-01-31,14820.781
2013-02-28,13847.035
2013-03-29,14053.5
2013-04-30,14575.924
2013-05-31,15029.204
2013-06-28,14488.782
2013-07-31,15917.577
2013-08-30,15735.666
2013-09-30,16641.934
2013-10-31,17436.118
2013-11-29,17686.166
2013-12-31,18082.701
2014-01-31,17039.027
2014-02-28,18073.536
2014-03-31,18278.763
2014-04-30,18004.344
2014-05-30,18225.195
2014-06-30,18399.929
2014-07-31,17423.688
2014-08-29,17792.218
2014-09-30,17546.682
2014-10-31,17167.739
2014-11-28,18124.167
2014-12-31,17505.578
2015-01-30,17528.354
2015-02-27,18699.669
2015-03-31,18369.793
2015-04-30,19140.821
2015-05-29,19325.841
2015-06-30,18924.916
2015-07-31,19742.165
2015-08-31,18122.535
2015-09-30,17259.524
2015-10-30,18653.329
2015-11-30,18300.962
2015-12-31,17805.566
2016-01-29,17308.235
2016-02-29,17050.563
2016-03-31,18406.076
2016-04-29,18452.207
2016-05-31,18689.387
2016-06-30,17525.275
2016-07-29,18371.691
2016-08-31,18923.035
2016-09-30,19142.271
2016-10-31,18698.613
2016-11-30,18069.649
2016-12-30,18745.419
2017-01-31,19068.454
2017-02-28,19772.386
2017-03-31,20873.411
2017-04-28,21767.394
2017-05-31,22903.666
2017-06-30,22555.001
2017-07-31,24097.315
2017-08-31,24085.776
2017-09-29,24665.225
2017-10-31,24881.23
2017-11-30,24705.89
2017-12-29,24883.399
2018-01-31,26461.318
2018-02-28,25125.309
2018-03-30,25129.714
2018-04-30,25534.285
2018-05-31,24714.998
2018-06-29,24739.751
2018-07-31,25754.374
2018-08-31,25256.382
2018-09-28,24388.163
2018-10-31,22493.381
2018-11-30,23126.012
2018-12-31,21710.52
2019-01-31,23285.778
2019-02-28,24393.769
2019-03-29,24670.556
2019-04-30,26131.783
2019-05-31,24559.939
2019-06-28,26167.355
2019-07-31,26396.985
2019-08-30,26139.652
2019-09-30,26823.106
2019-10-31,27142.426
2019-11-29,27776.977
2019-12-31,28815.414
2020-01-31,27958.643
2020-02-28,25745.67
2020-03-31,22870.44
2020-04-30,24853.673
2020-05-29,26671.435
2020-06-30,28565.61
2020-07-31,29801.75
2020-08-31,30637.991
2020-09-30,30270.5
2020-10-30,29549.897
2020-11-30,33714.068
2020-12-31,35856.191
2021-01-29,36736.394
2021-02-26,38142.921
2021-03-31,39876.345
2021-04-30,41973.31
2021-05-31,42964.951
2021-06-30,42824.743
2021-07-30,44784.489
2021-08-31,47866.218
2021-09-30,44288.372
2021-10-29,47284.889
2021-11-30,44531.338
2021-12-31,45858.269
2022-01-31,40526.605
2022-02-28,38526.005
2022-03-31,37891.278
2022-04-29,34080.449
2022-05-31,34358.145
2022-06-30,30744.728
2022-07-29,33956.451
2022-08-31,30527.258
2022-09-30,27468.327
2022-10-31,29076.288
2022-11-30,34123.138
2022-12-30,33246.272
2023-01-31,38132.812
2023-02-28,36931.199
2023-03-31,38791.255
2023-04-28,38318.446
2023-05-31,38647.156
2023-06-30,40453.23
2023-07-31,41567.74
2023-08-31,38019.746
2023-09-29,34992.563
2023-10-31,34571.73
2023-11-30,39204.802
2023-12-29,41954.069
2024-01-31,44500.375
2024-02-29,46751.425
2024-03-29,48449.711
2024-04-30,46609.381
2024-05-31,49399.589
2024-06-28,50944.326
2024-07-31,48444.269
2024-08-30,49382.716
2024-09-30,48670.905
2024-10-31,43193.517
2024-11-29,42889.829
2024-12-31,42650.66
2025-01-31,44894.4
2025-02-28,44766.421
2025-03-31,43498.687
2025-04-30,45547.42
2025-05-30,49551.295
2025-06-30,51521.282
2025-07-31,48430.161
2025-08-29,49941.369
2025-09-30,56513.869
2025-10-31,58157.068
2025-11-28,57059.987
