Date,PORTUGAL GROWTH Standard (Large+Mid Cap)
2001-07-10,111.727
2001-07-11,110.385
2001-07-12,108.571
2001-07-13,108.898
2001-07-16,109.408
2001-07-17,109.033
2001-07-18,111.96
2001-07-19,114.813
2001-07-20,114.167
2001-07-23,113.474
2001-07-24,114.152
2001-07-25,113.473
2001-07-26,113.556
2001-07-27,113.521
2001-07-30,115.65
2001-07-31,116.268
2001-08-01,116.662
2001-08-02,116.16
2001-08-03,116.546
2001-08-06,116.755
2001-08-07,115.442
2001-08-08,114.031
2001-08-09,113.672
2001-08-10,114.188
2001-08-13,116.291
2001-08-14,116.779
2001-08-15,118.561
2001-08-16,116.752
2001-08-17,115.404
2001-08-20,114.082
2001-08-21,114.009
2001-08-22,113.215
2001-08-23,113.864
2001-08-24,114.453
2001-08-27,113.762
2001-08-28,112.494
2001-08-29,113.313
2001-08-30,112.03
2001-08-31,112.232
2001-09-03,111.063
2001-09-04,110.202
2001-09-05,110.687
2001-09-06,109.108
2001-09-07,108.881
2001-09-10,107.992
2001-09-11,104.724
2001-09-12,101.503
2001-09-13,103.511
2001-09-14,100.928
2001-09-17,101.279
2001-09-18,103.542
2001-09-19,106.822
2001-09-20,105.391
2001-09-21,107.07
2001-09-24,109.109
2001-09-25,114.005
2001-09-26,114.753
2001-09-27,114.571
2001-09-28,114.388
2001-10-01,115.4
2001-10-02,114.936
2001-10-03,114.243
2001-10-04,113.854
2001-10-05,114.546
2001-10-08,112.934
2001-10-09,114.184
2001-10-10,116.58
2001-10-11,115.108
2001-10-12,114.822
2001-10-15,114.258
2001-10-16,116.03
2001-10-17,117.752
2001-10-18,116.874
2001-10-19,113.917
2001-10-22,115.748
2001-10-23,118.844
2001-10-24,120.211
2001-10-25,119.307
2001-10-26,117.812
2001-10-29,119.453
2001-10-30,118.363
2001-10-31,119.894
2001-11-01,120.66
2001-11-02,121.461
2001-11-05,122.307
2001-11-06,122.464
2001-11-07,123.914
2001-11-08,124.466
2001-11-09,123.11
2001-11-12,124.543
2001-11-13,123.477
2001-11-14,123.246
2001-11-15,120.3
2001-11-16,119.687
2001-11-19,119.539
2001-11-20,118.945
2001-11-21,116.87
2001-11-22,117.705
2001-11-23,116.991
2001-11-26,116.233
2001-11-27,117.274
2001-11-28,115.527
2001-11-29,117.385
2001-11-30,119.158
2001-12-03,116.64
2001-12-04,118.843
2001-12-05,120.055
2001-12-06,122.182
2001-12-07,121.793
2001-12-10,120.23
2001-12-11,121.734
2001-12-12,123.004
2001-12-13,122.007
2001-12-14,121.13
2001-12-17,120.25
2001-12-18,119.643
2001-12-19,118.714
2001-12-20,118.685
2001-12-21,117.097
2001-12-24,115.929
2001-12-25,115.929
2001-12-26,116.028
2001-12-27,118.965
2001-12-28,119.2
2001-12-31,120.362
2002-01-01,120.362
2002-01-02,122.013
2002-01-03,124.361
2002-01-04,124.449
2002-01-07,122.077
2002-01-08,120.11
2002-01-09,117.828
2002-01-10,117.866
2002-01-11,118.052
2002-01-14,117.465
2002-01-15,117.83
2002-01-16,116.251
2002-01-17,118.207
2002-01-18,119.273
2002-01-21,118.571
2002-01-22,118.346
2002-01-23,116.059
2002-01-24,115.004
2002-01-25,113.512
2002-01-28,115.292
2002-01-29,113.398
2002-01-30,111.679
2002-01-31,111.353
2002-02-01,111.722
2002-02-04,110.557
2002-02-05,110.445
2002-02-06,111.389
2002-02-07,110.064
2002-02-08,109.66
2002-02-11,110.397
2002-02-12,110.24
2002-02-13,108.335
2002-02-14,109.02
2002-02-15,108.206
2002-02-18,107.717
2002-02-19,105.184
2002-02-20,104.193
2002-02-21,103.152
2002-02-22,104.338
2002-02-25,103.648
2002-02-26,106.184
2002-02-27,107.497
2002-02-28,109.039
2002-03-01,109.331
2002-03-04,111.326
2002-03-05,112.341
2002-03-06,112.773
2002-03-07,114.868
2002-03-08,116.043
2002-03-11,116.673
2002-03-12,115.864
2002-03-13,114.448
2002-03-14,115.438
2002-03-15,116.21
2002-03-18,116.552
2002-03-19,117.308
2002-03-20,115.16
2002-03-21,113.278
2002-03-22,114.914
2002-03-25,113.245
2002-03-26,113.147
2002-03-27,112.952
2002-03-28,112.665
2002-03-29,112.665
2002-04-01,113.588
2002-04-02,111.631
2002-04-03,110.914
2002-04-04,111.657
2002-04-05,111.009
2002-04-08,110.254
2002-04-09,112.645
2002-04-10,112.596
2002-04-11,112.597
2002-04-12,111.728
2002-04-15,112.136
2002-04-16,113.538
2002-04-17,115.098
2002-04-18,115.514
2002-04-19,116.199
2002-04-22,115.447
2002-04-23,115.087
2002-04-24,114.612
2002-04-25,115.46
2002-04-26,114.295
2002-04-29,114.998
2002-04-30,113.966
2002-05-01,114.611
2002-05-02,109.033
2002-05-03,111.636
2002-05-06,111.613
2002-05-07,110.309
2002-05-08,112.348
2002-05-09,111.964
2002-05-10,111.44
2002-05-13,110.707
2002-05-14,110.118
2002-05-15,110.902
2002-05-16,111.115
2002-05-17,113.131
2002-05-20,113.425
2002-05-21,113.446
2002-05-22,114.357
2002-05-23,114.229
2002-05-24,115.448
2002-05-27,114.999
2002-05-28,117.007
2002-05-29,117.196
2002-05-30,117.894
2002-05-31,114.929
2002-06-03,115.906
2002-06-04,114.678
2002-06-05,114.489
2002-06-06,113.612
2002-06-07,111.825
2002-06-10,111.724
2002-06-11,111.77
2002-06-12,110.908
2002-06-13,108.39
2002-06-14,106.229
2002-06-17,108.121
2002-06-18,109.0
2002-06-19,110.395
2002-06-20,111.837
2002-06-21,112.675
2002-06-24,113.529
2002-06-25,114.287
2002-06-26,113.84
2002-06-27,114.023
2002-06-28,114.66
2002-07-01,113.23
2002-07-02,110.123
2002-07-03,106.013
2002-07-04,107.193
2002-07-05,109.275
2002-07-08,111.971
2002-07-09,112.424
2002-07-10,112.113
2002-07-11,110.439
2002-07-12,110.4
2002-07-15,110.629
2002-07-16,110.083
2002-07-17,110.541
2002-07-18,109.747
2002-07-19,106.782
2002-07-22,104.051
2002-07-23,101.194
2002-07-24,99.118
2002-07-25,99.549
2002-07-26,99.053
2002-07-29,100.415
2002-07-30,99.26
2002-07-31,98.534
2002-08-01,98.712
2002-08-02,96.565
2002-08-05,94.663
2002-08-06,92.839
2002-08-07,90.889
2002-08-08,93.511
2002-08-09,95.96
2002-08-12,95.946
2002-08-13,95.694
2002-08-14,95.895
2002-08-15,95.181
2002-08-16,95.006
2002-08-19,95.462
2002-08-20,95.109
2002-08-21,96.834
2002-08-22,99.844
2002-08-23,99.584
2002-08-26,98.694
2002-08-27,101.34
2002-08-28,100.469
2002-08-29,100.196
2002-08-30,100.655
2002-09-02,97.843
2002-09-03,98.313
2002-09-04,96.712
2002-09-05,95.693
2002-09-06,96.008
2002-09-09,94.98
2002-09-10,95.104
2002-09-11,95.698
2002-09-12,94.849
2002-09-13,93.227
2002-09-16,90.799
2002-09-17,87.251
2002-09-18,84.13
2002-09-19,84.379
2002-09-20,85.458
2002-09-23,82.293
2002-09-24,79.418
2002-09-25,81.796
2002-09-26,82.444
2002-09-27,79.672
2002-09-30,76.889
2002-10-01,77.187
2002-10-02,79.891
2002-10-03,79.756
2002-10-04,80.721
2002-10-07,80.155
2002-10-08,80.721
2002-10-09,82.196
2002-10-10,81.883
2002-10-11,85.025
2002-10-14,83.01
2002-10-15,84.814
2002-10-16,84.33
2002-10-17,83.603
2002-10-18,81.989
2002-10-21,81.765
2002-10-22,81.822
2002-10-23,77.134
2002-10-24,79.328
2002-10-25,82.713
2002-10-28,85.928
2002-10-29,83.431
2002-10-30,85.861
2002-10-31,88.262
2002-11-01,88.811
2002-11-04,89.37
2002-11-05,88.817
2002-11-06,88.79
2002-11-07,90.746
2002-11-08,91.535
2002-11-11,91.639
2002-11-12,90.879
2002-11-13,90.715
2002-11-14,91.82
2002-11-15,94.145
2002-11-18,96.367
2002-11-19,97.776
2002-11-20,97.607
2002-11-21,98.533
2002-11-22,98.616
2002-11-25,99.109
2002-11-26,97.189
2002-11-27,98.468
2002-11-28,100.438
2002-11-29,100.863
2002-12-02,99.609
2002-12-03,99.178
2002-12-04,101.942
2002-12-05,102.834
2002-12-06,103.709
2002-12-09,101.585
2002-12-10,100.062
2002-12-11,99.616
2002-12-12,100.57
2002-12-13,100.533
2002-12-16,100.845
2002-12-17,102.2
2002-12-18,102.973
2002-12-19,101.576
2002-12-20,100.763
2002-12-23,100.359
2002-12-24,100.775
2002-12-25,100.775
2002-12-26,101.029
2002-12-27,99.739
2002-12-30,99.347
2002-12-31,101.082
2003-01-01,101.082
2003-01-02,102.527
2003-01-03,102.485
2003-01-06,101.083
2003-01-07,101.465
2003-01-08,101.431
2003-01-09,102.485
2003-01-10,102.965
2003-01-13,103.796
2003-01-14,104.1
2003-01-15,103.421
2003-01-16,104.107
2003-01-17,103.204
2003-01-20,102.307
2003-01-21,99.692
2003-01-22,99.585
2003-01-23,101.532
2003-01-24,101.926
2003-01-27,100.473
2003-01-28,100.164
2003-01-29,97.253
2003-01-30,97.17
2003-01-31,96.784
2003-02-03,96.752
2003-02-04,97.054
2003-02-05,97.143
2003-02-06,97.756
2003-02-07,96.102
2003-02-10,95.608
2003-02-11,95.591
2003-02-12,95.007
2003-02-13,95.814
2003-02-14,95.915
2003-02-17,96.088
2003-02-18,95.442
2003-02-19,95.4
2003-02-20,95.631
2003-02-21,94.741
2003-02-24,92.899
2003-02-25,88.577
2003-02-26,89.155
2003-02-27,89.617
2003-02-28,87.659
2003-03-03,87.794
2003-03-04,88.019
2003-03-05,88.775
2003-03-06,89.095
2003-03-07,89.856
2003-03-10,89.762
2003-03-11,93.067
2003-03-12,94.99
2003-03-13,93.099
2003-03-14,90.084
2003-03-17,87.323
2003-03-18,86.965
2003-03-19,84.517
2003-03-20,83.023
2003-03-21,84.346
2003-03-24,84.507
2003-03-25,84.996
2003-03-26,85.999
2003-03-27,85.523
2003-03-28,84.969
2003-03-31,85.518
2003-04-01,86.623
2003-04-02,87.039
2003-04-03,86.504
2003-04-04,87.044
2003-04-07,87.375
2003-04-08,86.87
2003-04-09,87.446
2003-04-10,87.062
2003-04-11,86.542
2003-04-14,86.571
2003-04-15,87.59
2003-04-16,88.142
2003-04-17,88.169
2003-04-18,88.169
2003-04-21,87.789
2003-04-22,87.801
2003-04-23,88.682
2003-04-24,89.034
2003-04-25,88.837
2003-04-28,89.412
2003-04-29,89.811
2003-04-30,92.127
2003-05-01,92.973
2003-05-02,93.7
2003-05-05,95.512
2003-05-06,96.982
2003-05-07,97.626
2003-05-08,99.184
2003-05-09,99.036
2003-05-12,99.539
2003-05-13,99.209
2003-05-14,99.203
2003-05-15,98.148
2003-05-16,99.379
2003-05-19,99.777
2003-05-20,100.551
2003-05-21,100.213
2003-05-22,100.247
2003-05-23,101.277
2003-05-26,101.901
2003-05-27,101.596
2003-05-28,101.445
2003-05-29,102.309
2003-05-30,100.942
2003-06-02,100.621
2003-06-03,99.551
2003-06-04,99.496
2003-06-05,102.545
2003-06-06,102.569
2003-06-09,102.619
2003-06-10,102.026
2003-06-11,101.245
2003-06-12,98.474
2003-06-13,99.837
2003-06-16,101.633
2003-06-17,101.627
2003-06-18,99.219
2003-06-19,97.978
2003-06-20,98.705
2003-06-23,98.044
2003-06-24,96.164
2003-06-25,96.535
2003-06-26,96.228
2003-06-27,95.574
2003-06-30,96.081
2003-07-01,96.945
2003-07-02,96.763
2003-07-03,95.471
2003-07-04,95.018
2003-07-07,95.507
2003-07-08,94.085
2003-07-09,93.893
2003-07-10,94.181
2003-07-11,94.954
2003-07-14,95.381
2003-07-15,94.773
2003-07-16,94.551
2003-07-17,95.265
2003-07-18,94.478
2003-07-21,95.032
2003-07-22,94.461
2003-07-23,93.643
2003-07-24,94.016
2003-07-25,94.761
2003-07-28,93.383
2003-07-29,92.829
2003-07-30,91.952
2003-07-31,90.503
2003-08-01,90.164
2003-08-04,90.785
2003-08-05,90.659
2003-08-06,90.302
2003-08-07,90.551
2003-08-08,89.895
2003-08-11,90.648
2003-08-12,92.251
2003-08-13,92.671
2003-08-14,93.27
2003-08-15,93.879
2003-08-18,94.238
2003-08-19,94.013
2003-08-20,94.123
2003-08-21,94.038
2003-08-22,93.303
2003-08-25,92.908
2003-08-26,93.974
2003-08-27,93.92
2003-08-28,94.021
2003-08-29,94.958
2003-09-01,95.817
2003-09-02,94.589
2003-09-03,93.056
2003-09-04,93.202
2003-09-05,93.565
2003-09-08,93.376
2003-09-09,94.437
2003-09-10,94.63
2003-09-11,95.648
2003-09-12,97.056
2003-09-15,97.961
2003-09-16,96.943
2003-09-17,100.603
2003-09-18,100.37
2003-09-19,101.116
2003-09-22,101.713
2003-09-23,102.161
2003-09-24,101.991
2003-09-25,100.888
2003-09-26,99.83
2003-09-29,102.011
2003-09-30,102.37
2003-10-01,105.292
2003-10-02,104.78
2003-10-03,106.068
2003-10-06,105.489
2003-10-07,106.333
2003-10-08,106.095
2003-10-09,106.221
2003-10-10,108.224
2003-10-13,107.548
2003-10-14,107.69
2003-10-15,106.773
2003-10-16,106.851
2003-10-17,106.819
2003-10-20,106.267
2003-10-21,106.384
2003-10-22,106.324
2003-10-23,105.54
2003-10-24,106.695
2003-10-27,105.63
2003-10-28,106.171
2003-10-29,106.726
2003-10-30,107.275
2003-10-31,108.011
2003-11-03,106.885
2003-11-04,108.026
2003-11-05,107.603
2003-11-06,106.034
2003-11-07,107.993
2003-11-10,110.535
2003-11-11,110.873
2003-11-12,113.324
2003-11-13,115.335
2003-11-14,116.131
2003-11-17,113.828
2003-11-18,114.533
2003-11-19,116.505
2003-11-20,115.303
2003-11-21,115.14
2003-11-24,114.954
2003-11-25,115.605
2003-11-26,116.912
2003-11-27,118.061
2003-11-28,119.399
2003-12-01,120.855
2003-12-02,121.864
2003-12-03,122.179
2003-12-04,120.769
2003-12-05,119.812
2003-12-08,119.855
2003-12-09,118.985
2003-12-10,120.148
2003-12-11,120.628
2003-12-12,120.921
2003-12-15,121.083
2003-12-16,121.514
2003-12-17,122.031
2003-12-18,121.742
2003-12-19,120.609
2003-12-22,122.974
2003-12-23,123.914
2003-12-24,124.326
2003-12-25,124.326
2003-12-26,124.276
2003-12-29,125.811
2003-12-30,126.394
2003-12-31,127.976
2004-01-01,127.976
2004-01-02,129.351
2004-01-05,130.805
2004-01-06,132.194
2004-01-07,130.49
2004-01-08,134.609
2004-01-09,136.802
2004-01-12,135.331
2004-01-13,137.021
2004-01-14,136.764
2004-01-15,136.276
2004-01-16,135.254
2004-01-19,137.147
2004-01-20,138.294
2004-01-21,138.121
2004-01-22,138.105
2004-01-23,139.02
2004-01-26,136.495
2004-01-27,138.934
2004-01-28,139.314
2004-01-29,134.474
2004-01-30,132.519
2004-02-02,134.407
2004-02-03,135.086
2004-02-04,134.771
2004-02-05,136.696
2004-02-06,140.044
2004-02-09,139.591
2004-02-10,140.209
2004-02-11,143.036
2004-02-12,145.646
2004-02-13,144.619
2004-02-16,144.034
2004-02-17,146.721
2004-02-18,149.618
2004-02-19,145.322
2004-02-20,141.949
2004-02-23,144.81
2004-02-24,147.337
2004-02-25,146.653
2004-02-26,143.896
2004-02-27,144.104
2004-03-01,144.975
2004-03-02,145.251
2004-03-03,145.049
2004-03-04,145.783
2004-03-05,146.475
2004-03-08,147.767
2004-03-09,147.799
2004-03-10,143.979
2004-03-11,140.73
2004-03-12,139.505
2004-03-15,140.678
2004-03-16,144.003
2004-03-17,144.425
2004-03-18,144.676
2004-03-19,144.508
2004-03-22,141.891
2004-03-23,140.357
2004-03-24,139.887
2004-03-25,139.93
2004-03-26,137.262
2004-03-29,138.288
2004-03-30,137.263
2004-03-31,141.379
2004-04-01,141.263
2004-04-02,139.283
2004-04-05,137.391
2004-04-06,137.308
2004-04-07,140.417
2004-04-08,139.969
2004-04-09,139.969
2004-04-12,139.575
2004-04-13,137.61
2004-04-14,137.836
2004-04-15,139.272
2004-04-16,139.377
2004-04-19,140.337
2004-04-20,140.077
2004-04-21,138.296
2004-04-22,138.194
2004-04-23,139.039
2004-04-26,139.178
2004-04-27,139.387
2004-04-28,139.772
2004-04-29,140.661
2004-04-30,140.397
2004-05-03,141.384
2004-05-04,143.255
2004-05-05,143.654
2004-05-06,142.92
2004-05-07,138.485
2004-05-10,134.413
2004-05-11,133.55
2004-05-12,132.877
2004-05-13,131.247
2004-05-14,129.555
2004-05-17,128.981
2004-05-18,131.046
2004-05-19,133.526
2004-05-20,132.311
2004-05-21,132.782
2004-05-24,131.446
2004-05-25,132.78
2004-05-26,133.833
2004-05-27,136.991
2004-05-28,133.822
2004-05-31,134.524
2004-06-01,133.185
2004-06-02,134.598
2004-06-03,135.024
2004-06-04,135.503
2004-06-07,138.887
2004-06-08,138.491
2004-06-09,136.297
2004-06-10,137.416
2004-06-11,137.086
2004-06-14,136.48
2004-06-15,135.993
2004-06-16,137.481
2004-06-17,136.776
2004-06-18,137.846
2004-06-21,138.012
2004-06-22,137.886
2004-06-23,136.393
2004-06-24,136.904
2004-06-25,137.291
2004-06-28,139.746
2004-06-29,137.998
2004-06-30,139.159
2004-07-01,137.652
2004-07-02,138.083
2004-07-05,136.753
2004-07-06,137.463
2004-07-07,137.563
2004-07-08,140.396
2004-07-09,138.419
2004-07-12,139.247
2004-07-13,138.914
2004-07-14,139.159
2004-07-15,138.745
2004-07-16,138.938
2004-07-19,137.432
2004-07-20,138.189
2004-07-21,137.172
2004-07-22,136.768
2004-07-23,134.215
2004-07-26,132.709
2004-07-27,133.178
2004-07-28,133.733
2004-07-29,134.722
2004-07-30,133.984
2004-08-02,132.582
2004-08-03,132.244
2004-08-04,131.392
2004-08-05,132.762
2004-08-06,133.422
2004-08-09,132.199
2004-08-10,133.808
2004-08-11,131.848
2004-08-12,132.46
2004-08-13,132.115
2004-08-16,132.686
2004-08-17,132.249
2004-08-18,131.548
2004-08-19,132.782
2004-08-20,132.551
2004-08-23,131.553
2004-08-24,131.248
2004-08-25,131.796
2004-08-26,132.088
2004-08-27,132.896
2004-08-30,132.927
2004-08-31,133.461
2004-09-01,133.47
2004-09-02,133.748
2004-09-03,132.225
2004-09-06,133.112
2004-09-07,133.254
2004-09-08,136.331
2004-09-09,136.219
2004-09-10,138.442
2004-09-13,139.243
2004-09-14,140.591
2004-09-15,137.666
2004-09-16,138.428
2004-09-17,137.626
2004-09-20,136.685
2004-09-21,138.686
2004-09-22,138.287
2004-09-23,138.215
2004-09-24,138.081
2004-09-27,138.971
2004-09-28,139.41
2004-09-29,141.598
2004-09-30,141.989
2004-10-01,143.823
2004-10-04,143.801
2004-10-05,144.782
2004-10-06,145.174
2004-10-07,143.18
2004-10-08,145.27
2004-10-11,144.685
2004-10-12,143.355
2004-10-13,144.892
2004-10-14,144.84
2004-10-15,144.766
2004-10-18,144.174
2004-10-19,144.91
2004-10-20,145.717
2004-10-21,145.956
2004-10-22,145.029
2004-10-25,146.133
2004-10-26,145.949
2004-10-27,146.342
2004-10-28,147.026
2004-10-29,145.788
2004-11-01,148.117
2004-11-02,148.451
2004-11-03,149.518
2004-11-04,149.58
2004-11-05,150.217
2004-11-08,151.099
2004-11-09,150.472
2004-11-10,150.807
2004-11-11,150.459
2004-11-12,150.896
2004-11-15,150.992
2004-11-16,150.149
2004-11-17,150.861
2004-11-18,149.868
2004-11-19,150.819
2004-11-22,151.148
2004-11-23,151.539
2004-11-24,152.965
2004-11-25,153.898
2004-11-26,153.834
2004-11-29,153.852
2004-11-30,153.053
2004-12-01,151.852
2004-12-02,152.161
2004-12-03,152.789
2004-12-06,153.332
2004-12-07,154.454
2004-12-08,152.75
2004-12-09,153.786
2004-12-10,155.402
2004-12-13,157.215
2004-12-14,157.241
2004-12-15,157.932
2004-12-16,156.345
2004-12-17,154.428
2004-12-20,156.836
2004-12-21,155.814
2004-12-22,156.773
2004-12-23,158.369
2004-12-24,158.427
2004-12-27,159.835
2004-12-28,159.74
2004-12-29,159.455
2004-12-30,159.372
2004-12-31,160.272
2005-01-03,158.595
2005-01-04,157.366
2005-01-05,156.818
2005-01-06,155.541
2005-01-07,155.203
2005-01-10,154.716
2005-01-11,155.272
2005-01-12,156.865
2005-01-13,156.629
2005-01-14,155.076
2005-01-17,156.89
2005-01-18,156.661
2005-01-19,157.948
2005-01-20,157.362
2005-01-21,159.031
2005-01-24,159.332
2005-01-25,157.458
2005-01-26,159.894
2005-01-27,160.287
2005-01-28,160.143
2005-01-31,161.923
2005-02-01,163.196
2005-02-02,162.455
2005-02-03,161.537
2005-02-04,161.385
2005-02-07,161.075
2005-02-08,161.262
2005-02-09,160.44
2005-02-10,160.522
2005-02-11,161.149
2005-02-14,161.324
2005-02-15,161.33
2005-02-16,161.033
2005-02-17,161.502
2005-02-18,161.587
2005-02-21,159.067
2005-02-22,161.247
2005-02-23,158.847
2005-02-24,159.119
2005-02-25,159.894
2005-02-28,160.48
2005-03-01,160.513
2005-03-02,158.19
2005-03-03,157.402
2005-03-04,159.085
2005-03-07,159.38
2005-03-08,160.858
2005-03-09,160.744
2005-03-10,158.886
2005-03-11,160.166
2005-03-14,159.467
2005-03-15,158.538
2005-03-16,158.396
2005-03-17,157.959
2005-03-18,157.631
2005-03-21,156.286
2005-03-22,156.315
2005-03-23,154.014
2005-03-24,154.702
2005-03-25,154.702
2005-03-28,153.616
2005-03-29,154.888
2005-03-30,154.714
2005-03-31,155.053
2005-04-01,154.96
2005-04-04,152.59
2005-04-05,152.928
2005-04-06,152.788
2005-04-07,153.005
2005-04-08,152.906
2005-04-11,154.469
2005-04-12,154.381
2005-04-13,157.153
2005-04-14,155.129
2005-04-15,154.683
2005-04-18,153.866
2005-04-19,154.828
2005-04-20,156.38
2005-04-21,157.089
2005-04-22,157.084
2005-04-25,154.632
2005-04-26,153.599
2005-04-27,150.192
2005-04-28,149.194
2005-04-29,148.781
2005-05-02,149.152
2005-05-03,150.765
2005-05-04,150.381
2005-05-05,150.342
2005-05-06,149.394
2005-05-09,147.951
2005-05-10,147.305
2005-05-11,147.535
2005-05-12,147.867
2005-05-13,147.541
2005-05-16,147.231
2005-05-17,147.779
2005-05-18,149.154
2005-05-19,149.218
2005-05-20,150.416
2005-05-23,151.641
2005-05-24,150.865
2005-05-25,149.489
2005-05-26,148.084
2005-05-27,147.068
2005-05-30,145.837
2005-05-31,142.691
2005-06-01,143.725
2005-06-02,139.07
2005-06-03,139.049
2005-06-06,139.241
2005-06-07,138.311
2005-06-08,138.114
2005-06-09,137.124
2005-06-10,137.697
2005-06-13,137.09
2005-06-14,136.387
2005-06-15,137.257
2005-06-16,135.803
2005-06-17,138.41
2005-06-20,136.908
2005-06-21,137.716
2005-06-22,138.154
2005-06-23,137.04
2005-06-24,135.09
2005-06-27,133.84
2005-06-28,133.575
2005-06-29,135.022
2005-06-30,136.434
2005-07-01,136.464
2005-07-04,135.687
2005-07-05,135.128
2005-07-06,136.114
2005-07-07,134.351
2005-07-08,135.308
2005-07-11,136.217
2005-07-12,137.069
2005-07-13,135.148
2005-07-14,136.398
2005-07-15,134.762
2005-07-18,136.334
2005-07-19,135.946
2005-07-20,135.067
2005-07-21,136.345
2005-07-22,135.628
2005-07-25,134.689
2005-07-26,134.214
2005-07-27,134.494
2005-07-28,135.889
2005-07-29,136.508
2005-08-01,136.766
2005-08-02,137.601
2005-08-03,139.97
2005-08-04,140.797
2005-08-05,141.365
2005-08-08,141.269
2005-08-09,141.205
2005-08-10,142.054
2005-08-11,143.308
2005-08-12,143.228
2005-08-15,143.57
2005-08-16,143.21
2005-08-17,142.183
2005-08-18,138.967
2005-08-19,139.806
2005-08-22,141.176
2005-08-23,139.97
2005-08-24,138.747
2005-08-25,137.636
2005-08-26,137.7
2005-08-29,136.542
2005-08-30,135.995
2005-08-31,139.601
2005-09-01,141.863
2005-09-02,142.224
2005-09-05,143.165
2005-09-06,143.4
2005-09-07,142.248
2005-09-08,142.055
2005-09-09,142.627
2005-09-12,138.79
2005-09-13,139.259
2005-09-14,139.485
2005-09-15,140.724
2005-09-16,139.249
2005-09-19,138.453
2005-09-20,139.69
2005-09-21,139.675
2005-09-22,138.214
2005-09-23,138.519
2005-09-26,137.888
2005-09-27,137.143
2005-09-28,138.11
2005-09-29,139.356
2005-09-30,140.152
2005-10-03,137.162
2005-10-04,137.704
2005-10-05,139.441
2005-10-06,142.244
2005-10-07,140.697
2005-10-10,140.127
2005-10-11,140.062
2005-10-12,139.758
2005-10-13,137.386
2005-10-14,140.159
2005-10-17,139.106
2005-10-18,136.472
2005-10-19,135.021
2005-10-20,135.742
2005-10-21,135.88
2005-10-24,135.789
2005-10-25,137.502
2005-10-26,136.807
2005-10-27,135.261
2005-10-28,133.794
2005-10-31,134.571
2005-11-01,135.111
2005-11-02,136.253
2005-11-03,135.584
2005-11-04,132.963
2005-11-07,133.785
2005-11-08,134.164
