Date,SPAIN IMI IMI (Large+Mid+Small Cap)
2023-09-29,865.696
2023-10-31,831.511
2023-11-30,955.188
2023-12-29,971.071
2024-01-31,957.355
2024-02-29,945.077
2024-03-29,1049.688
2024-04-30,1031.156
2024-05-31,1096.358
2024-06-28,1044.282
2024-07-31,1075.089
2024-08-30,1125.938
2024-09-30,1180.895
2024-10-31,1132.449
2024-11-29,1094.053
2024-12-31,1072.252
2025-01-31,1156.786
2025-02-28,1259.891
2025-03-31,1304.638
2025-04-30,1400.92
2025-05-30,1491.507
2025-06-30,1529.124
