Date,SPAIN IMI IMI (Large+Mid+Small Cap)
2012-11-30,651.989
2012-12-31,683.962
2013-01-31,731.688
2013-02-28,691.046
2013-03-29,650.324
2013-04-30,716.84
2013-05-31,697.488
2013-06-28,650.877
2013-07-31,734.645
2013-08-30,717.626
2013-09-30,820.105
2013-10-31,895.081
2013-11-29,893.933
2013-12-31,915.371
2014-01-31,901.958
2014-02-28,942.779
2014-03-31,964.784
2014-04-30,989.478
2014-05-30,1013.832
2014-06-30,1030.539
2014-07-31,995.761
2014-08-29,981.448
2014-09-30,951.01
2014-10-31,912.552
2014-11-28,937.315
2014-12-31,871.857
2015-01-30,820.849
2015-02-27,880.1
2015-03-31,873.784
2015-04-30,904.513
2015-05-29,876.152
2015-06-30,858.539
2015-07-31,887.892
2015-08-31,825.707
2015-09-30,762.85
2015-10-30,817.694
2015-11-30,788.659
2015-12-31,748.266
2016-01-29,690.36
2016-02-29,668.086
2016-03-31,721.574
2016-04-29,757.567
2016-05-31,739.483
2016-06-30,669.217
2016-07-29,713.834
2016-08-31,723.379
2016-09-30,734.34
2016-10-31,752.6
2016-11-30,690.551
2016-12-30,744.545
2017-01-31,765.899
2017-02-28,770.231
2017-03-31,849.688
2017-04-28,890.277
2017-05-31,933.663
2017-06-30,917.137
2017-07-31,958.689
2017-08-31,948.809
2017-09-29,955.609
2017-10-31,956.98
2017-11-30,953.319
2017-12-29,947.23
2018-01-31,1030.114
2018-02-28,953.217
2018-03-30,937.078
2018-04-30,964.034
2018-05-31,878.811
2018-06-29,899.226
2018-07-31,930.576
2018-08-31,881.364
2018-09-28,880.143
2018-10-31,815.184
2018-11-30,827.119
2018-12-31,795.748
2019-01-31,849.335
2019-02-28,864.225
2019-03-29,852.659
2019-04-30,888.236
2019-05-31,836.727
2019-06-28,876.609
2019-07-31,840.1
2019-08-30,811.114
2019-09-30,841.158
2019-10-31,864.051
2019-11-29,863.081
2019-12-31,897.543
2020-01-31,872.76
2020-02-28,810.344
2020-03-31,630.594
2020-04-30,644.629
2020-05-29,670.517
2020-06-30,698.221
2020-07-31,702.417
2020-08-31,716.994
2020-09-30,679.112
2020-10-30,650.047
2020-11-30,837.923
2020-12-31,864.865
2021-01-29,829.541
2021-02-26,875.173
2021-03-31,881.381
2021-04-30,929.404
2021-05-31,980.429
2021-06-30,926.756
2021-07-30,913.988
2021-08-31,928.755
2021-09-30,901.848
2021-10-29,935.359
2021-11-30,838.223
2021-12-31,890.725
2022-01-31,875.744
2022-02-28,864.596
2022-03-31,858.038
2022-04-29,835.67
2022-05-31,874.664
2022-06-30,785.227
2022-07-29,770.979
2022-08-31,739.509
2022-09-30,674.194
2022-10-31,738.453
2022-11-30,808.681
2022-12-30,829.771
2023-01-31,924.33
2023-02-28,946.072
2023-03-31,950.632
2023-04-28,976.884
2023-05-31,922.449
2023-06-30,1003.465
2023-07-31,1029.3
2023-08-31,999.197
2023-09-29,968.86
2023-10-31,931.98
2023-11-30,1070.689
2023-12-29,1089.179
2024-01-31,1074.225
2024-02-29,1060.496
2024-03-29,1178.631
2024-04-30,1160.145
2024-05-31,1233.954
2024-06-28,1175.984
2024-07-31,1211.529
2024-08-30,1268.856
2024-09-30,1331.012
2024-10-31,1278.459
2024-11-29,1235.647
2024-12-31,1211.425
2025-01-31,1307.513
2025-02-28,1424.111
2025-03-31,1475.037
2025-04-30,1587.891
2025-05-30,1690.749
2025-06-30,1734.079
2025-07-31,1757.361
2025-08-29,1872.862
2025-09-30,1949.046
2025-10-31,1987.625
2025-11-28,2055.37
