Date,CANADA IMI IMI (Large+Mid+Small Cap)
2002-01-22,311.028
2002-01-23,312.613
2002-01-24,315.954
2002-01-25,314.5
2002-01-28,313.279
2002-01-29,315.105
2002-01-30,313.851
2002-01-31,317.986
2002-02-01,319.615
2002-02-04,314.992
2002-02-05,311.467
2002-02-06,309.293
2002-02-07,308.485
2002-02-08,311.655
2002-02-11,315.824
2002-02-12,313.402
2002-02-13,314.393
2002-02-14,313.653
2002-02-15,312.862
2002-02-18,314.377
2002-02-19,311.921
2002-02-20,309.854
2002-02-21,309.061
2002-02-22,308.842
2002-02-25,311.024
2002-02-26,311.585
2002-02-27,314.93
2002-02-28,316.12
2002-03-01,321.018
2002-03-04,328.416
2002-03-05,328.013
2002-03-06,332.674
2002-03-07,335.137
2002-03-08,331.799
2002-03-11,332.17
2002-03-12,329.701
2002-03-13,329.006
2002-03-14,327.03
2002-03-15,329.958
2002-03-18,332.04
2002-03-19,334.246
2002-03-20,333.987
2002-03-21,331.017
2002-03-22,331.983
2002-03-25,325.78
2002-03-26,324.895
2002-03-27,327.867
2002-03-28,328.195
2002-03-29,328.175
2002-04-01,328.644
2002-04-02,329.727
2002-04-03,328.916
2002-04-04,326.848
2002-04-05,327.343
2002-04-08,325.08
2002-04-09,324.327
2002-04-10,327.633
2002-04-11,324.179
2002-04-12,325.921
2002-04-15,326.893
2002-04-16,332.409
2002-04-17,334.439
2002-04-18,332.526
2002-04-19,335.746
2002-04-22,332.579
2002-04-23,328.529
2002-04-24,329.542
2002-04-25,329.483
2002-04-26,327.497
2002-04-29,324.584
2002-04-30,327.32
2002-05-01,328.863
2002-05-02,329.376
2002-05-03,328.769
2002-05-06,325.083
2002-05-07,323.888
2002-05-08,329.784
2002-05-09,327.539
2002-05-10,328.113
2002-05-13,330.735
2002-05-14,333.417
2002-05-15,333.54
2002-05-16,335.295
2002-05-17,337.408
2002-05-20,337.798
2002-05-21,337.102
2002-05-22,335.51
2002-05-23,338.674
2002-05-24,336.918
2002-05-27,337.038
2002-05-28,337.334
2002-05-29,334.323
2002-05-30,332.738
2002-05-31,337.139
2002-06-03,334.584
2002-06-04,333.0
2002-06-05,330.204
2002-06-06,329.219
2002-06-07,328.056
2002-06-10,326.328
2002-06-11,323.627
2002-06-12,322.193
2002-06-13,318.681
2002-06-14,314.999
2002-06-17,320.225
2002-06-18,319.657
2002-06-19,317.643
2002-06-20,318.281
2002-06-21,316.155
2002-06-24,317.539
2002-06-25,316.335
2002-06-26,312.638
2002-06-27,316.433
2002-06-28,317.45
2002-07-01,317.98
2002-07-02,310.424
2002-07-03,309.34
2002-07-04,309.467
2002-07-05,314.597
2002-07-08,314.856
2002-07-09,313.318
2002-07-10,307.2
2002-07-11,303.815
2002-07-12,300.941
2002-07-15,293.749
2002-07-16,294.908
2002-07-17,293.763
2002-07-18,293.621
2002-07-19,287.278
2002-07-22,276.799
2002-07-23,263.691
2002-07-24,272.929
2002-07-25,269.886
2002-07-26,269.759
2002-07-29,278.662
2002-07-30,280.304
2002-07-31,281.874
2002-08-01,279.534
2002-08-02,278.124
2002-08-05,277.12
2002-08-06,276.365
2002-08-07,277.14
2002-08-08,282.512
2002-08-09,285.865
2002-08-12,282.317
2002-08-13,281.514
2002-08-14,283.576
2002-08-15,284.135
2002-08-16,284.474
2002-08-19,287.102
2002-08-20,285.929
2002-08-21,288.888
2002-08-22,293.023
2002-08-23,287.511
2002-08-26,290.886
2002-08-27,289.543
2002-08-28,285.879
2002-08-29,285.584
2002-08-30,286.775
2002-09-02,287.614
2002-09-03,281.124
2002-09-04,282.099
2002-09-05,279.663
2002-09-06,279.967
2002-09-09,282.255
2002-09-10,282.069
2002-09-11,284.329
2002-09-12,278.839
2002-09-13,277.601
2002-09-16,278.467
2002-09-17,274.079
2002-09-18,269.024
2002-09-19,266.074
2002-09-20,266.244
2002-09-23,259.326
2002-09-24,258.891
2002-09-25,264.005
2002-09-26,265.565
2002-09-27,262.361
2002-09-30,263.77
2002-10-01,265.428
2002-10-02,260.697
2002-10-03,256.345
2002-10-04,252.386
2002-10-07,248.4
2002-10-08,249.12
2002-10-09,243.2
2002-10-10,248.374
2002-10-11,256.178
2002-10-14,256.679
2002-10-15,267.106
2002-10-16,264.768
2002-10-17,271.883
2002-10-18,274.109
2002-10-21,276.976
2002-10-22,273.494
2002-10-23,275.401
2002-10-24,276.494
2002-10-25,278.152
2002-10-28,280.586
2002-10-29,274.399
2002-10-30,275.445
2002-10-31,271.783
2002-11-01,276.059
2002-11-04,281.189
2002-11-05,279.934
2002-11-06,281.503
2002-11-07,279.721
2002-11-08,277.82
2002-11-11,272.928
2002-11-12,273.768
2002-11-13,271.619
2002-11-14,275.301
2002-11-15,278.257
2002-11-18,278.366
2002-11-19,276.388
2002-11-20,279.712
2002-11-21,283.968
2002-11-22,283.1
2002-11-25,285.704
2002-11-26,281.069
2002-11-27,285.895
2002-11-28,287.636
2002-11-29,286.606
2002-12-02,291.864
2002-12-03,291.05
2002-12-04,289.79
2002-12-05,286.231
2002-12-06,286.864
2002-12-09,284.425
2002-12-10,289.074
2002-12-11,289.438
2002-12-12,291.934
2002-12-13,292.016
2002-12-16,294.514
2002-12-17,292.076
2002-12-18,289.001
2002-12-19,288.425
2002-12-20,288.5
2002-12-23,292.732
2002-12-24,291.986
2002-12-25,291.986
2002-12-26,291.323
2002-12-27,287.51
2002-12-30,286.74
2002-12-31,286.548
2003-01-01,286.548
2003-01-02,293.327
2003-01-03,296.349
2003-01-06,300.394
2003-01-07,298.631
2003-01-08,294.706
2003-01-09,298.158
2003-01-10,301.354
2003-01-13,303.008
2003-01-14,303.302
2003-01-15,303.39
2003-01-16,304.542
2003-01-17,301.873
2003-01-20,301.187
2003-01-21,299.152
2003-01-22,300.405
2003-01-23,302.918
2003-01-24,300.4
2003-01-27,294.946
2003-01-28,293.657
2003-01-29,295.476
2003-01-30,293.5
2003-01-31,294.075
2003-02-03,297.594
2003-02-04,296.434
2003-02-05,294.631
2003-02-06,292.956
2003-02-07,292.135
2003-02-10,289.194
2003-02-11,290.298
2003-02-12,289.717
2003-02-13,291.441
2003-02-14,292.871
2003-02-17,296.139
2003-02-18,298.033
2003-02-19,297.415
2003-02-20,299.541
2003-02-21,299.392
2003-02-24,298.906
2003-02-25,299.131
2003-02-26,299.29
2003-02-27,303.089
2003-02-28,302.785
2003-03-03,299.893
2003-03-04,299.004
2003-03-05,299.008
2003-03-06,295.693
2003-03-07,298.817
2003-03-10,294.983
2003-03-11,294.28
2003-03-12,290.687
2003-03-13,292.463
2003-03-14,292.504
2003-03-17,298.801
2003-03-18,299.797
2003-03-19,299.881
2003-03-20,301.707
2003-03-21,302.202
2003-03-24,296.448
2003-03-25,298.108
2003-03-26,297.798
2003-03-27,298.692
2003-03-28,300.069
2003-03-31,297.785
2003-04-01,297.138
2003-04-02,299.19
2003-04-03,299.219
2003-04-04,299.187
2003-04-07,299.269
2003-04-08,301.619
2003-04-09,301.408
2003-04-10,304.099
2003-04-11,305.16
2003-04-14,307.003
2003-04-15,308.174
2003-04-16,308.156
2003-04-17,310.226
2003-04-18,310.226
2003-04-21,311.875
2003-04-22,313.962
2003-04-23,314.091
2003-04-24,310.541
2003-04-25,309.266
2003-04-28,311.683
2003-04-29,312.051
2003-04-30,316.725
2003-05-01,319.551
2003-05-02,320.7
2003-05-05,325.347
2003-05-06,327.962
2003-05-07,327.111
2003-05-08,327.631
2003-05-09,330.158
2003-05-12,334.533
2003-05-13,332.627
2003-05-14,337.647
2003-05-15,339.549
2003-05-16,340.575
2003-05-19,342.385
2003-05-20,343.865
2003-05-21,344.194
2003-05-22,342.334
2003-05-23,339.2
2003-05-26,340.263
2003-05-27,343.503
2003-05-28,340.303
2003-05-29,342.919
2003-05-30,344.569
2003-06-02,349.426
2003-06-03,346.842
2003-06-04,355.392
2003-06-05,361.753
2003-06-06,359.127
2003-06-09,354.798
2003-06-10,356.119
2003-06-11,362.222
2003-06-12,363.302
2003-06-13,361.245
2003-06-16,366.125
2003-06-17,366.794
2003-06-18,367.283
2003-06-19,361.712
2003-06-20,361.007
2003-06-23,356.553
2003-06-24,354.436
2003-06-25,358.631
2003-06-26,357.383
2003-06-27,356.309
2003-06-30,355.371
2003-07-01,357.88
2003-07-02,360.593
2003-07-03,362.205
2003-07-04,361.357
2003-07-07,362.858
2003-07-08,360.231
2003-07-09,357.615
2003-07-10,353.439
2003-07-11,355.022
2003-07-14,358.531
2003-07-15,353.315
2003-07-16,353.059
2003-07-17,350.845
2003-07-18,349.211
2003-07-21,351.409
2003-07-22,352.795
2003-07-23,355.864
2003-07-24,360.767
2003-07-25,364.592
2003-07-28,364.565
2003-07-29,361.095
2003-07-30,356.746
2003-07-31,357.026
2003-08-01,358.693
2003-08-04,356.516
2003-08-05,355.164
2003-08-06,352.228
2003-08-07,357.098
2003-08-08,360.711
2003-08-11,366.45
2003-08-12,368.681
2003-08-13,369.608
2003-08-14,369.808
2003-08-15,369.618
2003-08-18,370.226
2003-08-19,370.075
2003-08-20,370.989
2003-08-21,370.47
2003-08-22,367.553
2003-08-25,369.191
2003-08-26,370.973
2003-08-27,371.512
2003-08-28,373.984
2003-08-29,376.316
2003-09-01,377.855
2003-09-02,378.953
2003-09-03,380.249
2003-09-04,384.52
2003-09-05,385.725
2003-09-08,386.809
2003-09-09,386.704
2003-09-10,385.639
2003-09-11,385.408
2003-09-12,386.805
2003-09-15,385.476
2003-09-16,388.488
2003-09-17,387.808
2003-09-18,387.995
2003-09-19,392.9
2003-09-22,391.931
2003-09-23,393.631
2003-09-24,391.356
2003-09-25,389.309
2003-09-26,382.79
2003-09-29,383.324
2003-09-30,383.798
2003-10-01,389.407
2003-10-02,392.593
2003-10-03,391.065
2003-10-06,393.377
2003-10-07,397.362
2003-10-08,397.877
2003-10-09,398.715
2003-10-10,403.509
2003-10-13,404.056
2003-10-14,409.271
2003-10-15,410.559
2003-10-16,414.578
2003-10-17,410.947
2003-10-20,409.271
2003-10-21,413.268
2003-10-22,413.968
2003-10-23,409.371
2003-10-24,407.715
2003-10-27,409.316
2003-10-28,411.698
2003-10-29,413.549
2003-10-30,413.614
2003-10-31,412.899
2003-11-03,412.971
2003-11-04,412.902
2003-11-05,414.45
2003-11-06,412.981
2003-11-07,415.914
2003-11-10,417.255
2003-11-11,414.606
2003-11-12,419.811
2003-11-13,418.814
2003-11-14,417.355
2003-11-17,416.156
2003-11-18,415.889
2003-11-19,419.706
2003-11-20,419.969
2003-11-21,418.401
2003-11-24,416.972
2003-11-25,417.249
2003-11-26,423.19
2003-11-27,422.867
2003-11-28,424.314
2003-12-01,427.008
2003-12-02,429.501
2003-12-03,429.894
2003-12-04,427.542
2003-12-05,429.628
2003-12-08,430.961
2003-12-09,426.287
2003-12-10,422.785
2003-12-11,420.333
2003-12-12,425.179
2003-12-15,423.421
2003-12-16,425.405
2003-12-17,426.356
2003-12-18,429.13
2003-12-19,426.405
2003-12-22,429.591
2003-12-23,432.312
2003-12-24,435.762
2003-12-25,435.762
2003-12-26,438.634
2003-12-29,443.489
2003-12-30,442.112
2003-12-31,447.784
2004-01-01,447.784
2004-01-02,452.311
2004-01-05,460.805
2004-01-06,461.059
2004-01-07,459.332
2004-01-08,460.57
2004-01-09,462.7
2004-01-12,461.959
2004-01-13,464.434
2004-01-14,457.99
2004-01-15,456.533
2004-01-16,460.547
2004-01-19,463.082
2004-01-20,470.956
2004-01-21,465.513
2004-01-22,464.589
2004-01-23,462.685
2004-01-26,460.915
2004-01-27,462.696
2004-01-28,453.233
2004-01-29,445.047
2004-01-30,450.576
2004-02-02,454.15
2004-02-03,455.356
2004-02-04,449.718
2004-02-05,451.445
2004-02-06,457.927
2004-02-09,461.55
2004-02-10,462.448
2004-02-11,463.712
2004-02-12,465.818
2004-02-13,466.903
2004-02-16,468.718
2004-02-17,471.254
2004-02-18,468.122
2004-02-19,460.433
2004-02-20,452.95
2004-02-23,453.101
2004-02-24,456.185
2004-02-25,455.38
2004-02-26,458.229
2004-02-27,461.962
2004-03-01,467.982
2004-03-02,462.271
2004-03-03,460.409
2004-03-04,462.821
2004-03-05,473.281
2004-03-08,469.136
2004-03-09,467.036
2004-03-10,455.326
2004-03-11,453.129
2004-03-12,453.204
2004-03-15,446.471
2004-03-16,452.372
2004-03-17,452.119
2004-03-18,453.884
2004-03-19,456.035
2004-03-22,451.213
2004-03-23,449.342
2004-03-24,443.754
2004-03-25,452.215
2004-03-26,455.51
2004-03-29,461.578
2004-03-30,466.436
2004-03-31,462.142
2004-04-01,465.649
2004-04-02,473.089
2004-04-05,476.259
2004-04-06,476.759
2004-04-07,473.263
2004-04-08,470.865
2004-04-09,470.865
2004-04-12,472.863
2004-04-13,464.435
2004-04-14,453.799
2004-04-15,453.326
2004-04-16,458.205
2004-04-19,457.095
2004-04-20,449.955
2004-04-21,446.533
2004-04-22,451.25
2004-04-23,450.015
2004-04-26,450.025
2004-04-27,446.136
2004-04-28,426.995
2004-04-29,424.165
2004-04-30,423.495
2004-05-03,425.035
2004-05-04,436.33
2004-05-05,435.254
2004-05-06,432.571
2004-05-07,422.475
2004-05-10,413.016
2004-05-11,417.316
2004-05-12,417.802
2004-05-13,413.679
2004-05-14,415.84
2004-05-17,415.265
2004-05-18,414.59
2004-05-19,421.468
2004-05-20,420.256
2004-05-21,423.174
2004-05-24,424.504
2004-05-25,430.28
2004-05-26,429.26
2004-05-27,435.214
2004-05-28,433.001
2004-05-31,436.586
2004-06-01,435.239
2004-06-02,435.885
2004-06-03,433.675
2004-06-04,437.634
2004-06-07,442.86
2004-06-08,443.137
2004-06-09,435.432
2004-06-10,435.299
2004-06-11,435.209
2004-06-14,429.952
2004-06-15,432.629
2004-06-16,434.379
2004-06-17,438.348
2004-06-18,440.965
2004-06-21,440.82
2004-06-22,445.462
2004-06-23,447.098
2004-06-24,451.746
2004-06-25,447.495
2004-06-28,447.896
2004-06-29,448.228
2004-06-30,452.665
2004-07-01,455.553
2004-07-02,454.741
2004-07-05,454.301
2004-07-06,453.62
2004-07-07,455.884
2004-07-08,454.577
2004-07-09,456.208
2004-07-12,453.987
2004-07-13,452.658
2004-07-14,455.817
2004-07-15,450.923
2004-07-16,453.202
2004-07-19,457.124
2004-07-20,455.67
2004-07-21,453.462
2004-07-22,454.402
2004-07-23,450.704
2004-07-26,444.009
2004-07-27,440.739
2004-07-28,445.791
2004-07-29,452.311
2004-07-30,451.811
2004-08-02,450.624
2004-08-03,455.567
2004-08-04,452.179
2004-08-05,445.235
2004-08-06,444.085
2004-08-09,441.564
2004-08-10,445.166
2004-08-11,437.663
2004-08-12,434.12
2004-08-13,442.155
2004-08-16,448.118
2004-08-17,447.186
2004-08-18,446.496
2004-08-19,454.902
2004-08-20,456.914
2004-08-23,453.007
2004-08-24,453.438
2004-08-25,456.539
2004-08-26,452.015
2004-08-27,452.396
2004-08-30,448.755
2004-08-31,452.302
2004-09-01,457.626
2004-09-02,459.623
2004-09-03,455.886
2004-09-06,457.115
2004-09-07,462.205
2004-09-08,460.141
2004-09-09,463.306
2004-09-10,462.615
2004-09-13,465.514
2004-09-14,467.311
2004-09-15,462.657
2004-09-16,467.759
2004-09-17,464.878
2004-09-20,467.331
2004-09-21,476.792
2004-09-22,476.085
2004-09-23,478.307
2004-09-24,479.055
2004-09-27,475.092
2004-09-28,480.929
2004-09-29,483.804
2004-09-30,487.964
2004-10-01,493.888
2004-10-04,492.387
2004-10-05,496.824
2004-10-06,502.35
2004-10-07,500.556
2004-10-08,502.375
2004-10-11,500.753
2004-10-12,497.278
2004-10-13,491.513
2004-10-14,497.632
2004-10-15,499.677
2004-10-18,499.104
2004-10-19,494.664
2004-10-20,502.881
2004-10-21,505.35
2004-10-22,504.006
2004-10-25,508.68
2004-10-26,512.54
2004-10-27,512.598
2004-10-28,512.699
2004-10-29,518.089
2004-11-01,516.457
2004-11-02,515.061
2004-11-03,520.254
2004-11-04,524.695
2004-11-05,526.75
2004-11-08,528.512
2004-11-09,527.094
2004-11-10,525.765
2004-11-11,528.333
2004-11-12,530.893
2004-11-15,528.415
2004-11-16,534.389
2004-11-17,537.438
2004-11-18,528.582
2004-11-19,532.183
2004-11-22,540.957
2004-11-23,538.927
2004-11-24,541.472
2004-11-25,545.78
2004-11-26,547.361
2004-11-29,545.614
2004-11-30,541.092
2004-12-01,545.515
2004-12-02,542.012
2004-12-03,537.95
2004-12-06,536.747
2004-12-07,528.815
2004-12-08,522.454
2004-12-09,523.057
2004-12-10,520.11
2004-12-13,523.419
2004-12-14,522.019
2004-12-15,528.861
2004-12-16,525.026
2004-12-17,527.362
2004-12-20,532.373
2004-12-21,534.818
2004-12-22,532.593
2004-12-23,533.053
2004-12-24,539.588
2004-12-27,542.816
2004-12-28,542.661
2004-12-29,541.161
2004-12-30,548.312
2004-12-31,550.851
2005-01-03,544.807
2005-01-04,533.134
2005-01-05,525.482
2005-01-06,523.503
2005-01-07,520.615
2005-01-10,526.353
2005-01-11,529.076
2005-01-12,537.558
2005-01-13,534.465
2005-01-14,530.924
2005-01-17,532.104
2005-01-18,532.62
2005-01-19,529.367
2005-01-20,525.034
2005-01-21,527.57
2005-01-24,529.205
2005-01-25,524.838
2005-01-26,531.459
2005-01-27,528.566
2005-01-28,524.272
2005-01-31,528.884
2005-02-01,532.225
2005-02-02,535.183
2005-02-03,533.92
2005-02-04,534.932
2005-02-07,532.885
2005-02-08,535.529
2005-02-09,536.654
2005-02-10,546.359
2005-02-11,550.415
2005-02-14,553.751
2005-02-15,552.489
2005-02-16,553.574
2005-02-17,558.43
2005-02-18,561.363
2005-02-21,561.094
2005-02-22,559.565
2005-02-23,556.182
2005-02-24,553.789
2005-02-25,562.767
2005-02-28,563.097
2005-03-01,560.539
2005-03-02,564.907
2005-03-03,566.284
2005-03-04,577.881
2005-03-07,574.62
2005-03-08,583.809
2005-03-09,580.891
2005-03-10,575.815
2005-03-11,576.887
2005-03-14,577.008
2005-03-15,577.53
2005-03-16,578.494
2005-03-17,583.081
2005-03-18,579.35
2005-03-21,572.722
2005-03-22,574.947
2005-03-23,563.062
2005-03-24,561.069
2005-03-25,561.055
2005-03-28,555.442
2005-03-29,555.112
2005-03-30,558.62
2005-03-31,569.574
2005-04-01,569.306
2005-04-04,565.371
2005-04-05,565.097
2005-04-06,566.618
2005-04-07,565.558
2005-04-08,561.188
2005-04-11,560.099
2005-04-12,556.235
2005-04-13,549.422
2005-04-14,542.547
2005-04-15,535.912
2005-04-18,536.424
2005-04-19,543.451
2005-04-20,542.377
2005-04-21,545.362
2005-04-22,544.825
2005-04-25,545.495
2005-04-26,542.686
2005-04-27,536.828
2005-04-28,531.907
2005-04-29,535.608
2005-05-02,538.403
2005-05-03,535.916
2005-05-04,544.459
2005-05-05,546.449
2005-05-06,549.17
2005-05-09,554.293
2005-05-10,550.923
2005-05-11,542.886
2005-05-12,535.682
2005-05-13,527.287
2005-05-16,526.413
2005-05-17,529.843
2005-05-18,535.052
2005-05-19,537.996
2005-05-20,536.797
2005-05-23,539.751
2005-05-24,542.563
2005-05-25,539.459
2005-05-26,542.988
2005-05-27,547.614
2005-05-30,553.554
2005-05-31,550.314
2005-06-01,556.946
2005-06-02,554.817
2005-06-03,557.812
2005-06-06,558.174
2005-06-07,555.587
2005-06-08,560.601
2005-06-09,558.357
2005-06-10,563.488
2005-06-13,562.661
2005-06-14,562.53
2005-06-15,572.7
2005-06-16,579.441
2005-06-17,580.126
2005-06-20,584.196
2005-06-21,580.561
2005-06-22,585.622
2005-06-23,583.617
2005-06-24,583.873
2005-06-27,585.446
2005-06-28,587.311
2005-06-29,589.134
2005-06-30,582.713
2005-07-01,575.176
2005-07-04,576.856
2005-07-05,582.697
2005-07-06,589.761
2005-07-07,592.312
2005-07-08,601.857
2005-07-11,606.058
2005-07-12,610.899
2005-07-13,609.797
2005-07-14,603.419
2005-07-15,600.779
2005-07-18,601.976
2005-07-19,607.104
2005-07-20,609.294
2005-07-21,611.612
2005-07-22,615.971
2005-07-25,613.398
2005-07-26,608.025
2005-07-27,612.608
2005-07-28,613.93
2005-07-29,613.598
2005-08-01,620.153
2005-08-02,634.072
2005-08-03,630.615
2005-08-04,633.496
2005-08-05,625.013
2005-08-08,631.404
2005-08-09,628.324
2005-08-10,635.034
2005-08-11,642.939
2005-08-12,646.009
2005-08-15,641.068
2005-08-16,634.318
2005-08-17,627.548
2005-08-18,614.97
2005-08-19,623.823
2005-08-22,630.317
2005-08-23,631.428
2005-08-24,634.205
2005-08-25,640.281
2005-08-26,633.881
2005-08-29,637.946
2005-08-30,640.115
2005-08-31,648.663
2005-09-01,658.781
2005-09-02,654.833
2005-09-05,654.035
2005-09-06,657.482
2005-09-07,659.036
2005-09-08,658.595
2005-09-09,670.915
2005-09-12,662.93
2005-09-13,663.322
2005-09-14,669.437
2005-09-15,666.578
2005-09-16,671.709
2005-09-19,680.15
2005-09-20,675.439
2005-09-21,680.099
2005-09-22,674.738
2005-09-23,672.895
2005-09-26,678.582
2005-09-27,680.14
2005-09-28,677.524
2005-09-29,681.986
2005-09-30,688.03
2005-10-03,690.597
2005-10-04,677.828
2005-10-05,659.89
2005-10-06,647.688
2005-10-07,656.177
2005-10-10,656.177
2005-10-11,654.562
2005-10-12,649.579
2005-10-13,639.096
2005-10-14,640.687
2005-10-17,649.002
2005-10-18,633.986
2005-10-19,643.086
2005-10-20,629.748
2005-10-21,630.892
2005-10-24,632.489
2005-10-25,639.286
2005-10-26,638.686
2005-10-27,636.098
2005-10-28,636.233
2005-10-31,639.371
2005-11-01,639.741
2005-11-02,652.087
2005-11-03,658.059
2005-11-04,659.371
2005-11-07,652.453
2005-11-08,648.42
