Date,USA VALUE Standard (Large+Mid Cap)
2001-08-22,3351.922
2001-08-23,3346.412
2001-08-24,3389.201
2001-08-27,3369.826
2001-08-28,3330.79
2001-08-29,3293.943
2001-08-30,3248.989
2001-08-31,3270.074
2001-09-03,3270.074
2001-09-04,3277.542
2001-09-05,3254.149
2001-09-06,3193.334
2001-09-07,3126.234
2001-09-10,3142.547
2001-09-11,3142.547
2001-09-12,3142.547
2001-09-13,3142.547
2001-09-14,3142.547
2001-09-17,2958.266
2001-09-18,2951.601
2001-09-19,2911.353
2001-09-20,2823.323
2001-09-21,2781.87
2001-09-24,2883.922
2001-09-25,2909.012
2001-09-26,2896.51
2001-09-27,2928.823
2001-09-28,3005.494
2001-10-01,2988.651
2001-10-02,3034.044
2001-10-03,3087.079
2001-10-04,3075.77
2001-10-05,3051.719
2001-10-08,3013.805
2001-10-09,3013.705
2001-10-10,3079.131
2001-10-11,3120.262
2001-10-12,3091.87
2001-10-15,3082.931
2001-10-16,3110.517
2001-10-17,3060.889
2001-10-18,3018.732
2001-10-19,3023.135
2001-10-22,3060.783
2001-10-23,3049.967
2001-10-24,3029.166
2001-10-25,3069.199
2001-10-26,3092.505
2001-10-29,3023.867
2001-10-30,2969.58
2001-10-31,2962.562
2001-11-01,3019.465
2001-11-02,3023.134
2001-11-05,3059.867
2001-11-06,3094.53
2001-11-07,3086.64
2001-11-08,3104.103
2001-11-09,3109.596
2001-11-12,3097.389
2001-11-13,3155.855
2001-11-14,3161.049
2001-11-15,3162.046
2001-11-16,3153.323
2001-11-19,3183.837
2001-11-20,3167.601
2001-11-21,3141.495
2001-11-22,3141.495
2001-11-23,3183.132
2001-11-26,3195.497
2001-11-27,3179.167
2001-11-28,3119.29
2001-11-29,3142.41
2001-11-30,3136.909
2001-12-03,3100.059
2001-12-04,3159.888
2001-12-05,3252.114
2001-12-06,3249.902
2001-12-07,3215.239
2001-12-10,3152.684
2001-12-11,3151.803
2001-12-12,3153.624
2001-12-13,3086.991
2001-12-14,3085.417
2001-12-17,3112.775
2001-12-18,3135.052
2001-12-19,3151.537
2001-12-20,3116.593
2001-12-21,3120.613
2001-12-24,3124.084
2001-12-25,3124.084
2001-12-26,3142.161
2001-12-27,3176.727
2001-12-28,3198.454
2001-12-31,3164.34
2002-01-01,3164.34
2002-01-02,3194.394
2002-01-03,3246.543
2002-01-04,3284.606
2002-01-07,3271.39
2002-01-08,3249.991
2002-01-09,3234.436
2002-01-10,3226.826
2002-01-11,3185.065
2002-01-14,3155.719
2002-01-15,3181.769
2002-01-16,3117.632
2002-01-17,3148.642
2002-01-18,3118.935
2002-01-21,3118.935
2002-01-22,3076.737
2002-01-23,3115.257
2002-01-24,3140.759
2002-01-25,3149.012
2002-01-28,3154.04
2002-01-29,3051.701
2002-01-30,3080.432
2002-01-31,3127.15
2002-02-01,3095.801
2002-02-04,3007.032
2002-02-05,2981.38
2002-02-06,2956.728
2002-02-07,2953.919
2002-02-08,3011.001
2002-02-11,3064.955
2002-02-12,3041.455
2002-02-13,3070.083
2002-02-14,3065.273
2002-02-15,3021.618
2002-02-18,3021.618
2002-02-19,2957.177
2002-02-20,2988.585
2002-02-21,2940.225
2002-02-22,2963.073
2002-02-25,3029.975
2002-02-26,3030.641
2002-02-27,3030.816
2002-02-28,3021.591
2002-03-01,3101.693
2002-03-04,3195.298
2002-03-05,3189.741
2002-03-06,3243.562
2002-03-07,3230.635
2002-03-08,3256.569
2002-03-11,3272.214
2002-03-12,3255.579
2002-03-13,3210.906
2002-03-14,3208.039
2002-03-15,3250.975
2002-03-18,3256.112
2002-03-19,3265.412
2002-03-20,3216.775
2002-03-21,3225.849
2002-03-22,3204.94
2002-03-25,3156.445
2002-03-26,3175.343
2002-03-27,3199.967
2002-03-28,3212.362
2002-03-29,3212.362
2002-04-01,3214.618
2002-04-02,3188.652
2002-04-03,3153.603
2002-04-04,3160.004
2002-04-05,3156.13
2002-04-08,3167.291
2002-04-09,3141.769
2002-04-10,3167.552
2002-04-11,3095.117
2002-04-12,3108.369
2002-04-15,3090.981
2002-04-16,3179.049
2002-04-17,3191.362
2002-04-18,3174.816
2002-04-19,3178.707
2002-04-22,3122.768
2002-04-23,3106.733
2002-04-24,3081.436
2002-04-25,3075.317
2002-04-26,3032.404
2002-04-29,2996.973
2002-04-30,3040.733
2002-05-01,3061.282
2002-05-02,3058.332
2002-05-03,3030.313
2002-05-06,2965.204
2002-05-07,2965.664
2002-05-08,3087.974
2002-05-09,3047.32
2002-05-10,2991.825
2002-05-13,3051.929
2002-05-14,3123.263
2002-05-15,3117.32
2002-05-16,3130.641
2002-05-17,3141.336
2002-05-20,3101.953
2002-05-21,3070.375
2002-05-22,3086.027
2002-05-23,3118.863
2002-05-24,3084.968
2002-05-27,3084.968
2002-05-28,3062.286
2002-05-29,3035.143
2002-05-30,3022.01
2002-05-31,3030.904
2002-06-03,2953.048
2002-06-04,2947.631
2002-06-05,2961.107
2002-06-06,2903.745
2002-06-07,2907.79
2002-06-10,2909.207
2002-06-11,2860.151
2002-06-12,2874.003
2002-06-13,2846.994
2002-06-14,2838.872
2002-06-17,2930.273
2002-06-18,2937.146
2002-06-19,2886.614
2002-06-20,2841.513
2002-06-21,2809.816
2002-06-24,2811.448
2002-06-25,2770.461
2002-06-26,2726.472
2002-06-27,2773.461
2002-06-28,2810.541
2002-07-01,2745.816
2002-07-02,2688.247
2002-07-03,2696.013
2002-07-04,2696.013
2002-07-05,2791.46
2002-07-08,2763.405
2002-07-09,2704.008
2002-07-10,2619.496
2002-07-11,2638.766
2002-07-12,2615.534
2002-07-15,2603.907
2002-07-16,2556.937
2002-07-17,2559.731
2002-07-18,2494.826
2002-07-19,2402.282
2002-07-22,2298.79
2002-07-23,2201.224
2002-07-24,2324.29
2002-07-25,2304.174
2002-07-26,2346.974
2002-07-29,2483.543
2002-07-30,2496.992
2002-07-31,2523.076
2002-08-01,2445.779
2002-08-02,2379.724
2002-08-05,2287.947
2002-08-06,2361.955
2002-08-07,2399.753
2002-08-08,2487.491
2002-08-09,2503.414
2002-08-12,2488.737
2002-08-13,2433.66
2002-08-14,2523.368
2002-08-15,2558.108
2002-08-16,2555.984
2002-08-19,2619.019
2002-08-20,2577.903
2002-08-21,2616.271
2002-08-22,2652.302
2002-08-23,2588.185
2002-08-26,2617.333
2002-08-27,2590.597
2002-08-28,2534.319
2002-08-29,2537.494
2002-08-30,2532.291
2002-09-02,2532.291
2002-09-03,2415.834
2002-09-04,2457.739
2002-09-05,2417.211
2002-09-06,2463.253
2002-09-09,2484.175
2002-09-10,2497.202
2002-09-11,2502.957
2002-09-12,2438.351
2002-09-13,2438.806
2002-09-16,2435.799
2002-09-17,2384.746
2002-09-18,2372.496
2002-09-19,2298.009
2002-09-20,2306.759
2002-09-23,2280.342
2002-09-24,2225.516
2002-09-25,2278.374
2002-09-26,2332.781
2002-09-27,2263.74
2002-09-30,2233.172
2002-10-01,2323.777
2002-10-02,2253.556
2002-10-03,2226.315
2002-10-04,2171.337
2002-10-07,2116.499
2002-10-08,2133.814
2002-10-09,2061.851
2002-10-10,2159.862
2002-10-11,2254.08
2002-10-14,2253.619
2002-10-15,2380.764
2002-10-16,2321.072
2002-10-17,2380.655
2002-10-18,2384.862
2002-10-21,2438.225
2002-10-22,2427.756
2002-10-23,2444.168
2002-10-24,2418.541
2002-10-25,2449.804
2002-10-28,2436.665
2002-10-29,2403.329
2002-10-30,2440.093
2002-10-31,2424.315
2002-11-01,2475.598
2002-11-04,2504.117
2002-11-05,2529.808
2002-11-06,2552.616
2002-11-07,2475.898
2002-11-08,2458.557
2002-11-11,2401.885
2002-11-12,2429.141
2002-11-13,2418.748
2002-11-14,2480.704
2002-11-15,2508.635
2002-11-18,2484.195
2002-11-19,2477.323
2002-11-20,2526.832
2002-11-21,2596.358
2002-11-22,2591.053
2002-11-25,2603.833
2002-11-26,2538.994
2002-11-27,2620.001
2002-11-28,2620.001
2002-11-29,2618.933
2002-12-02,2613.804
2002-12-03,2560.683
2002-12-04,2537.586
2002-12-05,2506.862
2002-12-06,2523.749
2002-12-09,2452.827
2002-12-10,2493.04
2002-12-11,2495.54
2002-12-12,2494.946
2002-12-13,2461.204
2002-12-16,2532.017
2002-12-17,2516.108
2002-12-18,2475.207
2002-12-19,2454.754
2002-12-20,2492.727
2002-12-23,2494.657
2002-12-24,2473.087
2002-12-25,2473.087
2002-12-26,2471.14
2002-12-27,2423.749
2002-12-30,2429.209
2002-12-31,2436.183
2003-01-01,2436.183
2003-01-02,2524.576
2003-01-03,2526.685
2003-01-06,2606.704
2003-01-07,2584.849
2003-01-08,2544.034
2003-01-09,2593.208
2003-01-10,2598.739
2003-01-13,2593.685
2003-01-14,2618.349
2003-01-15,2580.015
2003-01-16,2566.19
2003-01-17,2528.713
2003-01-20,2528.713
2003-01-21,2482.325
2003-01-22,2454.707
2003-01-23,2483.459
2003-01-24,2405.032
2003-01-27,2361.695
2003-01-28,2393.321
2003-01-29,2415.987
2003-01-30,2356.198
2003-01-31,2385.296
2003-02-03,2398.883
2003-02-04,2362.223
2003-02-05,2346.77
2003-02-06,2325.094
2003-02-07,2297.695
2003-02-10,2315.172
2003-02-11,2295.643
2003-02-12,2258.041
2003-02-13,2261.546
2003-02-14,2310.976
2003-02-17,2310.976
2003-02-18,2359.61
2003-02-19,2339.694
2003-02-20,2316.836
2003-02-21,2344.801
2003-02-24,2303.187
2003-02-25,2314.858
2003-02-26,2281.894
2003-02-27,2310.521
2003-02-28,2324.823
2003-03-03,2311.352
2003-03-04,2275.042
2003-03-05,2300.186
2003-03-06,2271.645
2003-03-07,2284.083
2003-03-10,2220.307
2003-03-11,2195.902
2003-03-12,2195.476
2003-03-13,2275.972
2003-03-14,2282.938
2003-03-17,2363.863
2003-03-18,2378.594
2003-03-19,2394.264
2003-03-20,2404.871
2003-03-21,2457.018
2003-03-24,2366.265
2003-03-25,2393.199
2003-03-26,2383.404
2003-03-27,2376.559
2003-03-28,2362.998
2003-03-31,2313.194
2003-04-01,2350.468
2003-04-02,2415.274
2003-04-03,2394.977
2003-04-04,2405.841
2003-04-07,2414.513
2003-04-08,2403.306
2003-04-09,2373.851
2003-04-10,2391.012
2003-04-11,2382.597
2003-04-14,2430.778
2003-04-15,2448.461
2003-04-16,2427.758
2003-04-17,2466.53
2003-04-18,2466.53
2003-04-21,2466.43
2003-04-22,2526.086
2003-04-23,2562.081
2003-04-24,2531.746
2003-04-25,2494.552
2003-04-28,2544.139
2003-04-29,2549.177
2003-04-30,2554.806
2003-05-01,2554.639
2003-05-02,2596.88
2003-05-05,2587.128
2003-05-06,2610.891
2003-05-07,2597.016
2003-05-08,2565.329
2003-05-09,2602.346
2003-05-12,2640.348
2003-05-13,2635.501
2003-05-14,2631.173
2003-05-15,2655.284
2003-05-16,2662.405
2003-05-19,2592.821
2003-05-20,2592.318
2003-05-21,2609.3
2003-05-22,2634.485
2003-05-23,2649.051
2003-05-26,2649.051
2003-05-27,2706.496
2003-05-28,2711.464
2003-05-29,2700.976
2003-05-30,2743.033
2003-06-02,2768.359
2003-06-03,2776.518
2003-06-04,2817.376
2003-06-05,2828.453
2003-06-06,2829.49
2003-06-09,2789.438
2003-06-10,2813.973
2003-06-11,2855.545
2003-06-12,2858.524
2003-06-13,2832.184
2003-06-16,2886.911
2003-06-17,2882.042
2003-06-18,2869.132
2003-06-19,2823.911
2003-06-20,2833.363
2003-06-23,2797.212
2003-06-24,2806.814
2003-06-25,2782.755
2003-06-26,2806.188
2003-06-27,2779.635
2003-06-30,2777.569
2003-07-01,2795.394
2003-07-02,2820.799
2003-07-03,2800.642
2003-07-04,2800.642
2003-07-07,2844.187
2003-07-08,2848.03
2003-07-09,2834.687
2003-07-10,2794.211
2003-07-11,2819.565
2003-07-14,2835.775
2003-07-15,2817.393
2003-07-16,2791.779
2003-07-17,2766.391
2003-07-18,2809.634
2003-07-21,2769.481
2003-07-22,2800.196
2003-07-23,2793.471
2003-07-24,2779.57
2003-07-25,2828.309
2003-07-28,2825.413
2003-07-29,2806.217
2003-07-30,2799.566
2003-07-31,2809.11
2003-08-01,2780.706
2003-08-04,2788.493
2003-08-05,2742.502
2003-08-06,2756.434
2003-08-07,2772.815
2003-08-08,2788.552
2003-08-11,2794.946
2003-08-12,2822.307
2003-08-13,2806.129
2003-08-14,2830.154
2003-08-15,2828.261
2003-08-18,2848.532
2003-08-19,2854.619
2003-08-20,2849.394
2003-08-21,2860.363
2003-08-22,2822.097
2003-08-25,2819.59
2003-08-26,2825.996
2003-08-27,2823.451
2003-08-28,2841.812
2003-08-29,2857.118
2003-09-01,2857.118
2003-09-02,2897.306
2003-09-03,2912.018
2003-09-04,2910.506
2003-09-05,2892.521
2003-09-08,2916.736
2003-09-09,2892.22
2003-09-10,2859.3
2003-09-11,2870.524
2003-09-12,2876.196
2003-09-15,2863.783
2003-09-16,2897.252
2003-09-17,2891.589
2003-09-18,2936.024
2003-09-19,2929.224
2003-09-22,2894.508
2003-09-23,2903.245
2003-09-24,2858.789
2003-09-25,2842.248
2003-09-26,2825.819
2003-09-29,2848.942
2003-09-30,2828.701
2003-10-01,2888.057
2003-10-02,2894.232
2003-10-03,2913.541
2003-10-06,2930.14
2003-10-07,2941.917
2003-10-08,2928.873
2003-10-09,2939.611
2003-10-10,2935.48
2003-10-13,2955.593
2003-10-14,2968.487
2003-10-15,2959.924
2003-10-16,2966.678
2003-10-17,2941.254
2003-10-20,2949.832
2003-10-21,2942.138
2003-10-22,2906.628
2003-10-23,2924.495
2003-10-24,2918.348
2003-10-27,2922.206
2003-10-28,2954.321
2003-10-29,2965.441
2003-10-30,2965.626
2003-10-31,2974.812
2003-11-03,2996.058
2003-11-04,2984.738
2003-11-05,2978.795
2003-11-06,2992.904
2003-11-07,2983.498
2003-11-10,2971.492
2003-11-11,2968.697
2003-11-12,2995.867
2003-11-13,2993.858
2003-11-14,2972.358
2003-11-17,2957.48
2003-11-18,2932.994
2003-11-19,2955.218
2003-11-20,2936.161
2003-11-21,2944.263
2003-11-24,2977.812
2003-11-25,2997.132
2003-11-26,3012.499
2003-11-27,3012.499
2003-11-28,3010.576
2003-12-01,3044.674
2003-12-02,3046.83
2003-12-03,3047.698
2003-12-04,3059.146
2003-12-05,3042.151
2003-12-08,3069.744
2003-12-09,3055.568
2003-12-10,3053.672
2003-12-11,3085.667
2003-12-12,3095.287
2003-12-15,3084.424
2003-12-16,3109.241
2003-12-17,3115.629
2003-12-18,3148.607
2003-12-19,3154.197
2003-12-22,3171.011
2003-12-23,3177.379
2003-12-24,3170.504
2003-12-25,3170.504
2003-12-26,3174.831
2003-12-29,3213.116
2003-12-30,3215.557
2003-12-31,3223.963
2004-01-01,3223.963
2004-01-02,3217.508
2004-01-05,3254.15
2004-01-06,3251.185
2004-01-07,3251.764
2004-01-08,3270.628
2004-01-09,3238.758
2004-01-12,3250.131
2004-01-13,3233.178
2004-01-14,3262.044
2004-01-15,3267.286
2004-01-16,3288.323
2004-01-19,3288.323
2004-01-20,3288.931
2004-01-21,3323.315
2004-01-22,3314.561
2004-01-23,3300.972
2004-01-26,3337.457
2004-01-27,3311.221
2004-01-28,3269.479
2004-01-29,3280.88
2004-01-30,3270.893
2004-02-02,3279.026
2004-02-03,3271.939
2004-02-04,3249.49
2004-02-05,3257.834
2004-02-06,3288.256
2004-02-09,3282.86
2004-02-10,3297.815
2004-02-11,3343.957
2004-02-12,3329.711
2004-02-13,3315.459
2004-02-16,3315.459
2004-02-17,3343.216
2004-02-18,3326.619
2004-02-19,3320.199
2004-02-20,3307.547
2004-02-23,3312.753
2004-02-24,3301.054
2004-02-25,3315.509
2004-02-26,3319.795
2004-02-27,3326.448
2004-03-01,3356.719
2004-03-02,3343.017
2004-03-03,3351.327
2004-03-04,3356.671
2004-03-05,3373.69
2004-03-08,3352.408
2004-03-09,3331.034
2004-03-10,3276.625
2004-03-11,3223.035
2004-03-12,3261.495
2004-03-15,3219.844
2004-03-16,3239.512
2004-03-17,3279.606
2004-03-18,3279.435
2004-03-19,3245.28
2004-03-22,3197.714
2004-03-23,3195.624
2004-03-24,3178.211
2004-03-25,3220.109
2004-03-26,3221.8
2004-03-29,3260.58
2004-03-30,3277.109
2004-03-31,3278.116
2004-04-01,3295.254
2004-04-02,3304.969
2004-04-05,3329.077
2004-04-06,3328.76
2004-04-07,3305.803
2004-04-08,3303.574
2004-04-09,3303.574
2004-04-12,3317.153
2004-04-13,3264.263
2004-04-14,3251.568
2004-04-15,3255.009
2004-04-16,3282.622
2004-04-19,3278.904
2004-04-20,3234.522
2004-04-21,3248.939
2004-04-22,3298.719
2004-04-23,3286.381
2004-04-26,3280.549
2004-04-27,3290.977
2004-04-28,3247.974
2004-04-29,3225.019
2004-04-30,3214.295
2004-05-03,3246.389
2004-05-04,3255.854
2004-05-05,3259.958
2004-05-06,3237.211
2004-05-07,3176.345
2004-05-10,3129.683
2004-05-11,3150.485
2004-05-12,3164.321
2004-05-13,3162.214
2004-05-14,3169.778
2004-05-17,3135.483
2004-05-18,3157.511
2004-05-19,3150.814
2004-05-20,3153.139
2004-05-21,3167.485
2004-05-24,3174.691
2004-05-25,3223.47
2004-05-26,3227.607
2004-05-27,3240.632
2004-05-28,3236.874
2004-05-31,3236.874
2004-06-01,3238.45
2004-06-02,3252.834
2004-06-03,3229.587
2004-06-04,3245.667
2004-06-07,3294.033
2004-06-08,3293.524
2004-06-09,3267.827
2004-06-10,3286.483
2004-06-11,3284.664
2004-06-14,3251.038
2004-06-15,3271.025
2004-06-16,3280.689
2004-06-17,3285.611
2004-06-18,3298.366
2004-06-21,3289.618
2004-06-22,3298.01
2004-06-23,3327.236
2004-06-24,3321.296
2004-06-25,3297.077
2004-06-28,3299.504
2004-06-29,3304.42
2004-06-30,3319.269
2004-07-01,3290.391
2004-07-02,3286.088
2004-07-05,3286.088
2004-07-06,3270.543
2004-07-07,3276.363
2004-07-08,3252.298
2004-07-09,3264.642
2004-07-12,3275.037
2004-07-13,3275.973
2004-07-14,3272.139
2004-07-15,3258.508
2004-07-16,3254.973
2004-07-19,3261.598
2004-07-20,3274.415
2004-07-21,3236.368
2004-07-22,3237.146
2004-07-23,3219.35
2004-07-26,3214.373
2004-07-27,3242.592
2004-07-28,3255.019
2004-07-29,3270.604
2004-07-30,3272.077
2004-08-02,3286.618
2004-08-03,3275.811
2004-08-04,3273.107
2004-08-05,3224.74
2004-08-06,3181.699
2004-08-09,3188.988
2004-08-10,3225.483
2004-08-11,3227.738
2004-08-12,3189.599
2004-08-13,3192.518
2004-08-16,3238.68
2004-08-17,3241.069
2004-08-18,3277.378
2004-08-19,3267.311
2004-08-20,3293.718
2004-08-23,3280.804
2004-08-24,3286.637
2004-08-25,3309.009
2004-08-26,3312.472
2004-08-27,3319.031
2004-08-30,3300.666
2004-08-31,3321.945
2004-09-01,3323.972
2004-09-02,3357.654
2004-09-03,3354.439
2004-09-06,3354.439
2004-09-07,3382.478
2004-09-08,3364.486
2004-09-09,3366.956
2004-09-10,3375.068
2004-09-13,3377.198
2004-09-14,3379.362
2004-09-15,3359.334
2004-09-16,3378.306
2004-09-17,3394.088
2004-09-20,3372.439
2004-09-21,3399.103
2004-09-22,3356.015
2004-09-23,3330.269
2004-09-24,3341.641
2004-09-27,3325.247
2004-09-28,3347.921
2004-09-29,3354.955
2004-09-30,3348.433
2004-10-01,3395.507
2004-10-04,3406.072
2004-10-05,3403.596
2004-10-06,3429.59
2004-10-07,3402.634
2004-10-08,3388.54
2004-10-11,3393.392
2004-10-12,3389.13
2004-10-13,3357.108
2004-10-14,3330.524
2004-10-15,3349.849
2004-10-18,3354.741
2004-10-19,3318.481
2004-10-20,3312.386
2004-10-21,3318.415
2004-10-22,3298.379
2004-10-25,3297.165
2004-10-26,3346.997
2004-10-27,3376.688
2004-10-28,3382.627
2004-10-29,3395.508
2004-11-01,3399.013
2004-11-02,3391.911
2004-11-03,3431.262
2004-11-04,3497.055
2004-11-05,3501.042
2004-11-08,3497.912
2004-11-09,3496.087
2004-11-10,3501.425
2004-11-11,3531.745
2004-11-12,3564.858
2004-11-15,3551.929
2004-11-16,3531.625
2004-11-17,3549.819
2004-11-18,3555.152
2004-11-19,3521.503
2004-11-22,3543.602
2004-11-23,3547.511
2004-11-24,3560.681
2004-11-25,3560.681
2004-11-26,3567.504
2004-11-29,3552.519
2004-11-30,3545.234
2004-12-01,3592.646
2004-12-02,3579.388
2004-12-03,3579.593
2004-12-06,3578.547
2004-12-07,3540.825
2004-12-08,3553.206
2004-12-09,3570.189
2004-12-10,3574.421
2004-12-13,3614.962
2004-12-14,3623.021
2004-12-15,3636.862
2004-12-16,3625.184
2004-12-17,3609.271
2004-12-20,3622.3
2004-12-21,3654.678
2004-12-22,3666.694
2004-12-23,3668.569
2004-12-24,3668.569
2004-12-27,3648.421
2004-12-28,3670.459
2004-12-29,3667.921
2004-12-30,3668.242
2004-12-31,3664.757
2005-01-03,3633.621
2005-01-04,3595.821
2005-01-05,3580.374
2005-01-06,3598.942
2005-01-07,3585.99
2005-01-10,3595.398
2005-01-11,3571.502
2005-01-12,3583.079
2005-01-13,3560.08
2005-01-14,3582.191
2005-01-17,3582.191
2005-01-18,3623.006
2005-01-19,3589.37
2005-01-20,3566.995
2005-01-21,3547.796
2005-01-24,3546.762
2005-01-25,3551.843
2005-01-26,3566.805
2005-01-27,3565.977
2005-01-28,3555.047
2005-01-31,3591.104
2005-02-01,3625.339
2005-02-02,3636.397
2005-02-03,3634.096
2005-02-04,3676.613
2005-02-07,3673.113
2005-02-08,3674.993
2005-02-09,3653.359
2005-02-10,3668.838
2005-02-11,3688.845
2005-02-14,3694.531
2005-02-15,3702.551
2005-02-16,3706.248
2005-02-17,3677.408
2005-02-18,3677.129
2005-02-21,3677.129
2005-02-22,3619.422
2005-02-23,3648.353
2005-02-24,3676.945
2005-02-25,3718.293
2005-02-28,3697.521
2005-03-01,3713.085
2005-03-02,3714.616
2005-03-03,3715.396
2005-03-04,3758.493
2005-03-07,3760.595
2005-03-08,3748.645
2005-03-09,3698.978
2005-03-10,3707.393
2005-03-11,3690.335
2005-03-14,3718.714
2005-03-15,3693.125
2005-03-16,3661.655
2005-03-17,3671.406
2005-03-18,3676.548
2005-03-21,3654.699
2005-03-22,3607.718
2005-03-23,3600.85
2005-03-24,3596.742
2005-03-25,3596.742
2005-03-28,3604.023
2005-03-29,3578.35
2005-03-30,3628.452
2005-03-31,3636.657
2005-04-01,3620.047
2005-04-04,3622.308
2005-04-05,3630.126
2005-04-06,3647.726
2005-04-07,3665.632
2005-04-08,3635.568
2005-04-11,3639.955
2005-04-12,3661.903
2005-04-13,3617.329
2005-04-14,3579.472
2005-04-15,3520.562
2005-04-18,3537.582
2005-04-19,3563.62
2005-04-20,3513.543
2005-04-21,3575.214
2005-04-22,3562.787
2005-04-25,3595.439
2005-04-26,3563.014
2005-04-27,3577.01
2005-04-28,3532.484
2005-04-29,3580.467
2005-05-02,3595.742
2005-05-03,3589.644
2005-05-04,3638.449
2005-05-05,3625.813
2005-05-06,3616.053
2005-05-09,3641.14
2005-05-10,3599.989
2005-05-11,3614.13
2005-05-12,3566.764
2005-05-13,3534.992
2005-05-16,3571.163
2005-05-17,3601.206
2005-05-18,3637.744
2005-05-19,3654.594
2005-05-20,3648.666
2005-05-23,3662.514
2005-05-24,3658.268
2005-05-25,3646.259
2005-05-26,3666.653
2005-05-27,3673.181
2005-05-30,3673.181
2005-05-31,3650.206
2005-06-01,3684.253
2005-06-02,3684.147
2005-06-03,3664.917
2005-06-06,3669.153
2005-06-07,3670.388
2005-06-08,3664.627
2005-06-09,3678.609
2005-06-10,3679.335
2005-06-13,3686.811
2005-06-14,3696.888
