Date,ACWI IMI VALUE IMI (Large+Mid+Small Cap)
2013-05-31,993.82
2013-06-28,965.633
2013-07-31,1012.968
2013-08-30,987.506
2013-09-30,1037.276
2013-10-31,1081.68
2013-11-29,1094.092
2013-12-31,1111.107
2014-01-31,1069.634
2014-02-28,1116.987
2014-03-31,1133.2
2014-04-30,1147.5
2014-05-30,1164.541
2014-06-30,1189.513
2014-07-31,1172.756
2014-08-29,1194.824
2014-09-30,1149.269
2014-10-31,1153.177
2014-11-28,1161.381
2014-12-31,1142.29
2015-01-30,1113.71
2015-02-27,1171.455
2015-03-31,1149.089
2015-04-30,1189.475
2015-05-29,1184.229
2015-06-30,1152.455
2015-07-31,1149.118
2015-08-31,1073.265
2015-09-30,1033.706
2015-10-30,1110.039
2015-11-30,1097.804
2015-12-31,1074.704
2016-01-29,1010.505
2016-02-29,1006.794
2016-03-31,1085.3
2016-04-29,1111.301
2016-05-31,1107.2
2016-06-30,1098.83
2016-07-29,1144.169
2016-08-31,1155.353
2016-09-30,1160.467
2016-10-31,1151.348
2016-11-30,1178.69
2016-12-30,1215.566
2017-01-31,1237.077
2017-02-28,1267.59
2017-03-31,1274.954
2017-04-28,1283.773
2017-05-31,1294.535
2017-06-30,1311.195
2017-07-31,1345.052
2017-08-31,1338.941
2017-09-29,1373.801
2017-10-31,1390.313
2017-11-30,1415.237
2017-12-29,1439.839
2018-01-31,1505.174
2018-02-28,1430.204
2018-03-30,1402.96
2018-04-30,1421.149
2018-05-31,1401.282
2018-06-29,1389.808
2018-07-31,1437.108
2018-08-31,1428.795
2018-09-28,1438.309
2018-10-31,1352.624
2018-11-30,1375.198
2018-12-31,1274.359
2019-01-31,1371.323
2019-02-28,1402.245
2019-03-29,1402.838
2019-04-30,1440.242
2019-05-31,1350.269
2019-06-28,1431.372
2019-07-31,1424.936
2019-08-30,1374.626
2019-09-30,1425.95
2019-10-31,1459.018
2019-11-29,1484.207
2019-12-31,1537.438
2020-01-31,1484.15
2020-02-28,1345.798
2020-03-31,1106.687
2020-04-30,1207.396
2020-05-29,1238.537
2020-06-30,1256.114
2020-07-31,1293.312
2020-08-31,1349.448
2020-09-30,1307.776
2020-10-30,1280.685
2020-11-30,1473.299
2020-12-31,1539.99
2021-01-29,1531.814
2021-02-26,1604.388
2021-03-31,1683.188
2021-04-30,1736.424
2021-05-31,1787.97
2021-06-30,1765.601
2021-07-30,1762.261
2021-08-31,1793.984
2021-09-30,1741.192
2021-10-29,1808.736
2021-11-30,1738.297
2021-12-31,1843.979
2022-01-31,1816.275
2022-02-28,1790.978
2022-03-31,1824.101
2022-04-29,1730.023
2022-05-31,1761.735
2022-06-30,1607.317
2022-07-29,1677.309
2022-08-31,1631.882
2022-09-30,1487.198
2022-10-31,1612.624
2022-11-30,1737.071
2022-12-30,1695.146
2023-01-31,1785.649
2023-02-28,1730.756
2023-03-31,1717.267
2023-04-28,1743.731
2023-05-31,1671.166
2023-06-30,1767.924
2023-07-31,1844.64
2023-08-31,1786.371
2023-09-29,1736.524
2023-10-31,1672.831
2023-11-30,1797.633
2023-12-29,1901.934
2024-01-31,1894.337
2024-02-29,1940.537
2024-03-29,2024.207
2024-04-30,1962.143
2024-05-31,2021.544
2024-06-28,2009.182
2024-07-31,2102.967
2024-08-30,2154.816
2024-09-30,2199.896
2024-10-31,2144.008
2024-11-29,2214.606
2024-12-31,2098.251
2025-01-31,2182.152
2025-02-28,2207.341
2025-03-31,2182.615
2025-04-30,2159.326
2025-05-30,2232.479
2025-06-30,2318.688
2025-07-31,2332.121
2025-08-29,2414.475
2025-09-30,2465.93
2025-10-31,2464.426
2025-11-28,2509.883
2025-12-31,2555.866
2026-01-30,2689.627
