Date,ACWI IMI VALUE IMI (Large+Mid+Small Cap)
2001-06-21,477.414
2001-06-22,477.293
2001-06-25,476.531
2001-06-26,475.142
2001-06-27,474.151
2001-06-28,475.368
2001-06-29,478.845
2001-07-02,481.227
2001-07-03,479.909
2001-07-04,478.774
2001-07-05,475.522
2001-07-06,468.995
2001-07-09,469.74
2001-07-10,468.297
2001-07-11,466.73
2001-07-12,471.213
2001-07-13,472.091
2001-07-16,470.132
2001-07-17,470.359
2001-07-18,470.419
2001-07-19,471.983
2001-07-20,471.001
2001-07-23,466.481
2001-07-24,461.885
2001-07-25,464.895
2001-07-26,467.707
2001-07-27,469.452
2001-07-30,469.826
2001-07-31,473.18
2001-08-01,475.837
2001-08-02,478.426
2001-08-03,476.58
2001-08-06,473.615
2001-08-07,474.45
2001-08-08,470.362
2001-08-09,468.718
2001-08-10,471.285
2001-08-13,471.647
2001-08-14,474.896
2001-08-15,476.595
2001-08-16,475.764
2001-08-17,471.661
2001-08-20,471.931
2001-08-21,472.215
2001-08-22,475.2
2001-08-23,473.445
2001-08-24,477.273
2001-08-27,476.112
2001-08-28,472.285
2001-08-29,470.045
2001-08-30,464.752
2001-08-31,464.857
2001-09-03,461.893
2001-09-04,463.843
2001-09-05,460.744
2001-09-06,454.655
2001-09-07,449.288
2001-09-10,446.008
2001-09-11,440.491
2001-09-12,435.768
2001-09-13,437.55
2001-09-14,434.64
2001-09-17,423.361
2001-09-18,422.092
2001-09-19,418.154
2001-09-20,405.567
2001-09-21,394.794
2001-09-24,405.677
2001-09-25,410.377
2001-09-26,410.542
2001-09-27,414.283
2001-09-28,423.133
2001-10-01,421.503
2001-10-02,425.312
2001-10-03,428.377
2001-10-04,432.065
2001-10-05,431.237
2001-10-08,428.728
2001-10-09,427.338
2001-10-10,432.542
2001-10-11,435.894
2001-10-12,434.527
2001-10-15,432.068
2001-10-16,435.446
2001-10-17,435.098
2001-10-18,429.41
2001-10-19,427.243
2001-10-22,430.207
2001-10-23,431.901
2001-10-24,432.186
2001-10-25,433.888
2001-10-26,436.973
2001-10-29,432.34
2001-10-30,426.194
2001-10-31,426.21
2001-11-01,431.154
2001-11-02,431.645
2001-11-05,435.816
2001-11-06,438.576
2001-11-07,438.538
2001-11-08,440.81
2001-11-09,440.015
2001-11-12,437.016
2001-11-13,441.398
2001-11-14,442.351
2001-11-15,442.52
2001-11-16,443.755
2001-11-19,447.536
2001-11-20,446.501
2001-11-21,444.466
2001-11-22,445.329
2001-11-23,447.462
2001-11-26,449.551
2001-11-27,446.965
2001-11-28,441.214
2001-11-29,443.363
2001-11-30,444.635
2001-12-03,441.287
2001-12-04,444.89
2001-12-05,452.618
2001-12-06,453.935
2001-12-07,451.524
2001-12-10,445.974
2001-12-11,444.144
2001-12-12,444.953
2001-12-13,439.839
2001-12-14,439.454
2001-12-17,443.155
2001-12-18,444.6
2001-12-19,445.212
2001-12-20,444.186
2001-12-21,444.803
2001-12-24,444.785
2001-12-25,444.96
2001-12-26,446.0
2001-12-27,450.789
2001-12-28,453.083
2001-12-31,452.575
2002-01-01,452.577
2002-01-02,453.591
2002-01-03,457.119
2002-01-04,460.459
2002-01-07,458.836
2002-01-08,455.369
2002-01-09,453.652
2002-01-10,452.572
2002-01-11,450.318
2002-01-14,447.071
2002-01-15,448.482
2002-01-16,443.386
2002-01-17,445.891
2002-01-18,445.29
2002-01-21,445.611
2002-01-22,443.393
2002-01-23,445.994
2002-01-24,447.553
2002-01-25,446.793
2002-01-28,448.47
2002-01-29,440.406
2002-01-30,440.538
2002-01-31,445.663
2002-02-01,444.221
2002-02-04,438.529
2002-02-05,434.863
2002-02-06,432.126
2002-02-07,433.202
2002-02-08,437.143
2002-02-11,441.78
2002-02-12,442.17
2002-02-13,445.064
2002-02-14,446.79
2002-02-15,444.94
2002-02-18,444.172
2002-02-19,437.367
2002-02-20,438.774
2002-02-21,438.784
2002-02-22,441.096
2002-02-25,445.232
2002-02-26,446.084
2002-02-27,448.938
2002-02-28,449.408
2002-03-01,456.092
2002-03-04,466.536
2002-03-05,464.497
2002-03-06,469.905
2002-03-07,472.685
2002-03-08,472.893
2002-03-11,474.707
2002-03-12,472.445
2002-03-13,470.287
2002-03-14,471.925
2002-03-15,476.183
2002-03-18,475.68
2002-03-19,478.728
2002-03-20,475.338
2002-03-21,474.781
2002-03-22,473.024
2002-03-25,468.686
2002-03-26,470.434
2002-03-27,472.907
2002-03-28,474.653
2002-03-29,473.577
2002-04-01,473.431
2002-04-02,473.433
2002-04-03,471.821
2002-04-04,471.624
2002-04-05,471.851
2002-04-08,470.842
2002-04-09,470.04
2002-04-10,475.027
2002-04-11,469.304
2002-04-12,470.349
2002-04-15,470.287
2002-04-16,477.927
2002-04-17,479.619
2002-04-18,479.997
2002-04-19,480.782
2002-04-22,477.66
2002-04-23,476.726
2002-04-24,475.259
2002-04-25,474.36
2002-04-26,471.678
2002-04-29,469.034
2002-04-30,472.426
2002-05-01,475.549
2002-05-02,476.599
2002-05-03,477.369
2002-05-06,472.498
2002-05-07,469.47
2002-05-08,476.582
2002-05-09,473.992
2002-05-10,471.058
2002-05-13,475.06
2002-05-14,478.2
2002-05-15,479.712
2002-05-16,481.111
2002-05-17,484.178
2002-05-20,481.221
2002-05-21,479.441
2002-05-22,481.06
2002-05-23,482.958
2002-05-24,481.884
2002-05-27,481.543
2002-05-28,480.024
2002-05-29,478.749
2002-05-30,477.516
2002-05-31,478.644
2002-06-03,472.452
2002-06-04,469.619
2002-06-05,468.847
2002-06-06,463.851
2002-06-07,463.091
2002-06-10,463.069
2002-06-11,459.756
2002-06-12,459.283
2002-06-13,454.834
2002-06-14,450.338
2002-06-17,458.545
2002-06-18,460.119
2002-06-19,453.957
2002-06-20,450.376
2002-06-21,447.813
2002-06-24,445.689
2002-06-25,443.883
2002-06-26,440.546
2002-06-27,444.877
2002-06-28,452.161
2002-07-01,448.277
2002-07-02,439.94
2002-07-03,436.391
2002-07-04,437.813
2002-07-05,449.279
2002-07-08,448.887
2002-07-09,444.037
2002-07-10,432.271
2002-07-11,427.293
2002-07-12,425.104
2002-07-15,418.781
2002-07-16,414.632
2002-07-17,418.124
2002-07-18,414.688
2002-07-19,402.375
2002-07-22,387.82
2002-07-23,377.526
2002-07-24,385.697
2002-07-25,390.57
2002-07-26,391.931
2002-07-29,408.137
2002-07-30,411.276
2002-07-31,414.404
2002-08-01,404.065
2002-08-02,398.805
2002-08-05,388.407
2002-08-06,394.161
2002-08-07,399.142
2002-08-08,409.461
2002-08-09,413.868
2002-08-12,411.222
2002-08-13,407.281
2002-08-14,414.142
2002-08-15,418.677
2002-08-16,418.559
2002-08-19,424.72
2002-08-20,420.405
2002-08-21,425.365
2002-08-22,429.937
2002-08-23,423.476
2002-08-26,426.424
2002-08-27,427.576
2002-08-28,419.187
2002-08-29,416.941
2002-08-30,417.846
2002-09-02,416.385
2002-09-03,403.228
2002-09-04,405.057
2002-09-05,401.633
2002-09-06,406.419
2002-09-09,407.167
2002-09-10,409.798
2002-09-11,411.63
2002-09-12,403.732
2002-09-13,401.551
2002-09-16,400.211
2002-09-17,395.597
2002-09-18,391.007
2002-09-19,384.26
2002-09-20,383.562
2002-09-23,377.668
2002-09-24,370.86
2002-09-25,375.299
2002-09-26,384.763
2002-09-27,378.523
2002-09-30,372.774
2002-10-01,380.5
2002-10-02,376.064
2002-10-03,371.919
2002-10-04,364.5
2002-10-07,357.227
2002-10-08,357.214
2002-10-09,349.833
2002-10-10,358.632
2002-10-11,371.064
2002-10-14,371.287
2002-10-15,387.336
2002-10-16,382.555
2002-10-17,389.982
2002-10-18,390.508
2002-10-21,395.071
2002-10-22,390.797
2002-10-23,390.152
2002-10-24,389.463
2002-10-25,392.245
2002-10-28,393.252
2002-10-29,386.483
2002-10-30,391.577
2002-10-31,392.642
2002-11-01,396.597
2002-11-04,401.368
2002-11-05,404.801
2002-11-06,405.544
2002-11-07,399.539
2002-11-08,397.449
2002-11-11,391.129
2002-11-12,392.626
2002-11-13,390.019
2002-11-14,395.396
2002-11-15,399.358
2002-11-18,398.26
2002-11-19,397.386
2002-11-20,400.301
2002-11-21,408.991
2002-11-22,409.426
2002-11-25,409.745
2002-11-26,402.946
2002-11-27,410.988
2002-11-28,413.5
2002-11-29,413.402
2002-12-02,412.656
2002-12-03,407.553
2002-12-04,405.099
2002-12-05,401.512
2002-12-06,403.587
2002-12-09,396.805
2002-12-10,400.312
2002-12-11,401.492
2002-12-12,400.285
2002-12-13,397.557
2002-12-16,405.294
2002-12-17,403.617
2002-12-18,398.028
2002-12-19,396.582
2002-12-20,401.117
2002-12-23,401.464
2002-12-24,400.674
2002-12-25,400.549
2002-12-26,401.472
2002-12-27,395.661
2002-12-30,398.114
2002-12-31,399.572
2003-01-01,399.576
2003-01-02,408.62
2003-01-03,409.501
2003-01-06,418.117
2003-01-07,413.332
2003-01-08,407.809
2003-01-09,413.258
2003-01-10,414.13
2003-01-13,414.631
2003-01-14,416.84
2003-01-15,413.112
2003-01-16,412.477
2003-01-17,408.692
2003-01-20,407.021
2003-01-21,401.61
2003-01-22,396.892
2003-01-23,398.793
2003-01-24,392.123
2003-01-27,384.148
2003-01-28,386.787
2003-01-29,387.943
2003-01-30,384.674
2003-01-31,388.033
2003-02-03,391.846
2003-02-04,387.729
2003-02-05,387.958
2003-02-06,383.758
2003-02-07,380.482
2003-02-10,380.566
2003-02-11,379.783
2003-02-12,376.086
2003-02-13,376.026
2003-02-14,380.74
2003-02-17,382.765
2003-02-18,387.034
2003-02-19,384.076
2003-02-20,381.852
2003-02-21,385.016
2003-02-24,380.033
2003-02-25,377.663
2003-02-26,374.799
2003-02-27,377.838
2003-02-28,379.928
2003-03-03,380.584
2003-03-04,376.008
2003-03-05,377.421
2003-03-06,373.588
2003-03-07,372.947
2003-03-10,364.844
2003-03-11,361.997
2003-03-12,358.486
2003-03-13,367.932
2003-03-14,371.398
2003-03-17,379.324
2003-03-18,380.651
2003-03-19,383.697
2003-03-20,384.926
2003-03-21,392.086
2003-03-24,382.872
2003-03-25,385.822
2003-03-26,385.323
2003-03-27,383.84
2003-03-28,382.61
2003-03-31,376.082
2003-04-01,380.72
2003-04-02,387.576
2003-04-03,386.292
2003-04-04,388.298
2003-04-07,392.382
2003-04-08,390.464
2003-04-09,387.678
2003-04-10,388.95
2003-04-11,388.005
2003-04-14,393.279
2003-04-15,397.471
2003-04-16,394.448
2003-04-17,398.683
2003-04-18,398.863
2003-04-21,398.191
2003-04-22,404.89
2003-04-23,409.09
2003-04-24,406.172
2003-04-25,400.825
2003-04-28,406.869
2003-04-29,407.849
2003-04-30,411.009
2003-05-01,411.407
2003-05-02,415.494
2003-05-05,415.96
2003-05-06,420.728
2003-05-07,419.574
2003-05-08,415.492
2003-05-09,419.89
2003-05-12,424.179
2003-05-13,423.907
2003-05-14,424.302
2003-05-15,426.536
2003-05-16,427.374
2003-05-19,419.697
2003-05-20,419.971
2003-05-21,421.04
2003-05-22,424.744
2003-05-23,427.733
2003-05-26,428.408
2003-05-27,432.579
2003-05-28,433.785
2003-05-29,434.256
2003-05-30,438.125
2003-06-02,442.853
2003-06-03,442.661
2003-06-04,447.828
2003-06-05,451.257
2003-06-06,452.411
2003-06-09,448.095
2003-06-10,450.211
2003-06-11,456.71
2003-06-12,458.436
2003-06-13,455.258
2003-06-16,462.319
2003-06-17,463.638
2003-06-18,462.093
2003-06-19,456.196
2003-06-20,457.254
2003-06-23,451.442
2003-06-24,450.333
2003-06-25,450.015
2003-06-26,450.376
2003-06-27,448.822
2003-06-30,447.478
2003-07-01,449.395
2003-07-02,454.842
2003-07-03,454.611
2003-07-04,453.917
2003-07-07,460.084
2003-07-08,460.099
2003-07-09,458.504
2003-07-10,453.421
2003-07-11,455.704
2003-07-14,459.701
2003-07-15,456.605
2003-07-16,453.051
2003-07-17,448.151
2003-07-18,452.253
2003-07-21,448.762
2003-07-22,451.636
2003-07-23,452.268
2003-07-24,453.927
2003-07-25,458.169
2003-07-28,459.54
2003-07-29,457.183
2003-07-30,455.053
2003-07-31,455.929
2003-08-01,452.586
2003-08-04,452.557
2003-08-05,449.114
2003-08-06,448.42
2003-08-07,451.093
2003-08-08,452.729
2003-08-11,454.826
2003-08-12,458.002
2003-08-13,457.982
2003-08-14,462.047
2003-08-15,462.351
2003-08-18,465.285
2003-08-19,465.969
2003-08-20,466.804
2003-08-21,468.105
2003-08-22,463.524
2003-08-25,462.714
2003-08-26,461.714
2003-08-27,462.627
2003-08-28,464.567
2003-08-29,466.726
2003-09-01,469.162
2003-09-02,472.659
2003-09-03,476.088
2003-09-04,476.409
2003-09-05,475.4
2003-09-08,479.334
2003-09-09,477.411
2003-09-10,472.838
2003-09-11,473.405
2003-09-12,475.5
2003-09-15,474.797
2003-09-16,479.407
2003-09-17,480.178
2003-09-18,485.571
2003-09-19,485.309
2003-09-22,481.222
2003-09-23,481.987
2003-09-24,478.277
2003-09-25,474.773
2003-09-26,471.298
2003-09-29,473.266
2003-09-30,470.635
2003-10-01,480.325
2003-10-02,483.211
2003-10-03,487.989
2003-10-06,490.029
2003-10-07,492.189
2003-10-08,490.475
2003-10-09,493.846
2003-10-10,495.12
2003-10-13,498.073
2003-10-14,499.352
2003-10-15,498.853
2003-10-16,500.6
2003-10-17,497.086
2003-10-20,498.309
2003-10-21,498.224
2003-10-22,492.741
2003-10-23,489.443
2003-10-24,489.46
2003-10-27,491.546
2003-10-28,495.965
2003-10-29,498.468
2003-10-30,499.285
2003-10-31,498.497
2003-11-03,500.916
2003-11-04,502.044
2003-11-05,500.57
2003-11-06,500.206
2003-11-07,502.222
2003-11-10,500.309
2003-11-11,497.534
2003-11-12,502.026
2003-11-13,504.377
2003-11-14,503.205
2003-11-17,496.838
2003-11-18,496.15
2003-11-19,496.264
2003-11-20,494.821
2003-11-21,496.027
2003-11-24,499.779
2003-11-25,502.548
2003-11-26,506.116
2003-11-27,506.712
2003-11-28,506.925
2003-12-01,513.318
2003-12-02,514.768
2003-12-03,515.91
2003-12-04,516.48
2003-12-05,515.177
2003-12-08,517.618
2003-12-09,517.462
2003-12-10,515.271
2003-12-11,518.604
2003-12-12,521.98
2003-12-15,522.142
2003-12-16,523.314
2003-12-17,523.988
2003-12-18,528.628
2003-12-19,530.165
2003-12-22,532.754
2003-12-23,534.318
2003-12-24,534.648
2003-12-25,534.622
2003-12-26,535.393
2003-12-29,540.421
2003-12-30,542.948
2003-12-31,544.57
2004-01-01,544.594
2004-01-02,546.304
2004-01-05,553.307
2004-01-06,553.903
2004-01-07,552.225
2004-01-08,555.184
2004-01-09,553.518
2004-01-12,554.298
2004-01-13,553.154
2004-01-14,555.607
2004-01-15,554.658
2004-01-16,555.541
2004-01-19,556.073
2004-01-20,559.033
2004-01-21,563.469
2004-01-22,563.762
2004-01-23,562.644
2004-01-26,563.555
2004-01-27,562.179
2004-01-28,558.567
2004-01-29,554.066
2004-01-30,553.077
2004-02-02,554.768
2004-02-03,555.088
2004-02-04,550.264
2004-02-05,552.026
2004-02-06,558.078
2004-02-09,559.905
2004-02-10,561.852
2004-02-11,566.26
2004-02-12,567.509
2004-02-13,566.063
2004-02-16,566.972
2004-02-17,572.108
2004-02-18,570.439
2004-02-19,569.138
2004-02-20,564.696
2004-02-23,565.511
2004-02-24,563.873
2004-02-25,564.101
2004-02-26,563.76
2004-02-27,566.167
2004-03-01,572.812
2004-03-02,570.462
2004-03-03,568.183
2004-03-04,570.628
2004-03-05,575.28
2004-03-08,572.658
2004-03-09,570.57
2004-03-10,561.932
2004-03-11,552.687
2004-03-12,555.05
2004-03-15,549.455
2004-03-16,554.108
2004-03-17,560.187
2004-03-18,561.487
2004-03-19,558.339
2004-03-22,550.806
2004-03-23,550.351
2004-03-24,548.21
2004-03-25,554.086
2004-03-26,555.004
2004-03-29,561.707
2004-03-30,564.16
2004-03-31,566.837
2004-04-01,571.487
2004-04-02,572.638
2004-04-05,574.055
2004-04-06,574.349
2004-04-07,574.057
2004-04-08,573.194
2004-04-09,572.437
2004-04-12,573.985
2004-04-13,567.866
2004-04-14,562.236
2004-04-15,561.3
2004-04-16,566.587
2004-04-19,565.633
2004-04-20,561.994
2004-04-21,560.312
2004-04-22,565.173
2004-04-23,565.179
2004-04-26,565.519
2004-04-27,566.094
2004-04-28,558.942
2004-04-29,554.838
2004-04-30,551.677
2004-05-03,554.906
2004-05-04,559.092
2004-05-05,560.9
2004-05-06,554.36
2004-05-07,543.64
2004-05-10,529.712
2004-05-11,533.388
2004-05-12,536.574
2004-05-13,535.032
2004-05-14,534.501
2004-05-17,528.455
2004-05-18,532.081
2004-05-19,538.158
2004-05-20,535.734
2004-05-21,540.452
2004-05-24,542.176
2004-05-25,547.74
2004-05-26,550.665
2004-05-27,555.685
2004-05-28,555.471
2004-05-31,555.816
2004-06-01,555.694
2004-06-02,557.892
2004-06-03,553.9
2004-06-04,556.831
2004-06-07,566.423
2004-06-08,566.447
2004-06-09,561.127
2004-06-10,563.742
2004-06-11,561.533
2004-06-14,556.101
2004-06-15,559.77
2004-06-16,562.402
2004-06-17,563.944
2004-06-18,566.04
2004-06-21,565.934
2004-06-22,564.954
2004-06-23,568.6
2004-06-24,571.719
2004-06-25,569.448
2004-06-28,571.75
2004-06-29,570.288
2004-06-30,571.716
2004-07-01,569.324
2004-07-02,568.863
2004-07-05,567.506
2004-07-06,565.045
2004-07-07,566.738
2004-07-08,564.646
2004-07-09,566.974
2004-07-12,568.31
2004-07-13,567.557
2004-07-14,566.52
2004-07-15,563.607
2004-07-16,565.4
2004-07-19,565.593
2004-07-20,565.634
2004-07-21,560.991
2004-07-22,558.576
2004-07-23,554.344
2004-07-26,552.463
2004-07-27,554.354
2004-07-28,555.908
2004-07-29,559.655
2004-07-30,561.066
2004-08-02,562.485
2004-08-03,562.223
2004-08-04,559.625
2004-08-05,555.293
2004-08-06,551.1
2004-08-09,550.031
2004-08-10,555.1
2004-08-11,553.012
2004-08-12,549.288
2004-08-13,549.864
2004-08-16,555.021
2004-08-17,555.599
2004-08-18,559.307
2004-08-19,560.599
2004-08-20,563.035
2004-08-23,561.976
2004-08-24,561.552
2004-08-25,564.394
2004-08-26,566.229
2004-08-27,568.011
2004-08-30,565.7
2004-08-31,567.818
2004-09-01,570.466
2004-09-02,574.301
2004-09-03,572.536
2004-09-06,574.498
2004-09-07,577.796
2004-09-08,576.756
2004-09-09,576.219
2004-09-10,579.325
2004-09-13,580.384
2004-09-14,581.399
2004-09-15,576.639
2004-09-16,579.662
2004-09-17,581.61
2004-09-20,579.472
2004-09-21,584.354
2004-09-22,578.767
2004-09-23,576.538
2004-09-24,576.985
2004-09-27,574.144
2004-09-28,577.315
2004-09-29,578.816
2004-09-30,580.494
2004-10-01,588.557
2004-10-04,590.379
2004-10-05,591.544
2004-10-06,594.463
2004-10-07,591.565
2004-10-08,592.225
2004-10-11,592.564
2004-10-12,588.526
2004-10-13,584.285
2004-10-14,582.005
2004-10-15,584.609
2004-10-18,584.725
2004-10-19,583.169
2004-10-20,581.878
2004-10-21,583.677
2004-10-22,582.366
2004-10-25,581.377
2004-10-26,586.472
2004-10-27,591.674
2004-10-28,593.84
2004-10-29,594.231
2004-11-01,596.282
2004-11-02,597.22
2004-11-03,603.598
2004-11-04,610.701
2004-11-05,613.444
2004-11-08,613.058
2004-11-09,612.569
2004-11-10,613.237
2004-11-11,617.094
2004-11-12,622.842
2004-11-15,623.108
2004-11-16,620.473
2004-11-17,625.141
2004-11-18,624.237
2004-11-19,622.023
2004-11-22,622.044
2004-11-23,623.784
2004-11-24,626.873
2004-11-25,630.054
2004-11-26,630.585
2004-11-29,630.409
2004-11-30,629.075
2004-12-01,635.113
2004-12-02,634.753
2004-12-03,636.305
2004-12-06,635.474
2004-12-07,631.257
2004-12-08,628.304
2004-12-09,627.118
2004-12-10,627.145
2004-12-13,633.762
2004-12-14,635.556
2004-12-15,641.06
2004-12-16,638.566
2004-12-17,635.046
2004-12-20,638.924
2004-12-21,641.47
2004-12-22,644.631
2004-12-23,646.982
2004-12-24,648.836
2004-12-27,648.384
2004-12-28,650.868
2004-12-29,650.034
2004-12-30,652.345
2004-12-31,652.266
2005-01-03,647.406
2005-01-04,641.08
2005-01-05,636.662
2005-01-06,636.993
2005-01-07,635.149
2005-01-10,637.427
2005-01-11,635.788
2005-01-12,638.122
2005-01-13,635.341
2005-01-14,636.725
2005-01-17,637.777
2005-01-18,640.288
2005-01-19,637.97
2005-01-20,632.86
2005-01-21,631.95
2005-01-24,632.755
2005-01-25,632.59
2005-01-26,637.624
2005-01-27,637.621
2005-01-28,635.111
2005-01-31,641.1
2005-02-01,644.717
2005-02-02,647.841
2005-02-03,645.612
2005-02-04,652.103
2005-02-07,651.552
2005-02-08,650.583
2005-02-09,648.585
2005-02-10,652.504
2005-02-11,656.287
2005-02-14,659.666
2005-02-15,661.274
2005-02-16,660.524
2005-02-17,659.841
2005-02-18,661.189
2005-02-21,660.943
2005-02-22,656.935
2005-02-23,656.334
2005-02-24,659.619
2005-02-25,667.136
2005-02-28,667.665
2005-03-01,668.819
2005-03-02,667.736
2005-03-03,668.512
2005-03-04,677.022
2005-03-07,676.553
2005-03-08,677.075
2005-03-09,672.344
2005-03-10,670.676
2005-03-11,670.882
2005-03-14,670.751
2005-03-15,668.713
2005-03-16,665.565
2005-03-17,664.843
2005-03-18,664.283
2005-03-21,659.963
2005-03-22,656.647
2005-03-23,649.822
2005-03-24,649.241
2005-03-25,649.692
2005-03-28,648.948
2005-03-29,645.225
2005-03-30,649.725
2005-03-31,653.073
2005-04-01,652.686
2005-04-04,649.166
2005-04-05,652.049
2005-04-06,654.831
2005-04-07,658.295
2005-04-08,654.705
2005-04-11,655.859
2005-04-12,655.511
2005-04-13,652.976
2005-04-14,645.342
2005-04-15,637.174
2005-04-18,633.57
2005-04-19,639.472
2005-04-20,634.676
2005-04-21,639.803
2005-04-22,641.288
2005-04-25,644.376
2005-04-26,640.331
2005-04-27,638.611
2005-04-28,633.329
2005-04-29,638.687
2005-05-02,639.889
2005-05-03,640.145
2005-05-04,647.444
2005-05-05,648.202
2005-05-06,647.995
2005-05-09,648.983
2005-05-10,644.514
2005-05-11,643.693
2005-05-12,637.709
2005-05-13,632.853
2005-05-16,634.02
2005-05-17,636.301
2005-05-18,642.792
2005-05-19,646.674
2005-05-20,644.537
2005-05-23,648.367
2005-05-24,648.344
2005-05-25,646.312
2005-05-26,648.344
2005-05-27,650.285
2005-05-30,651.23
2005-05-31,647.311
2005-06-01,651.792
2005-06-02,652.468
2005-06-03,650.962
2005-06-06,651.741
2005-06-07,653.579
2005-06-08,654.35
2005-06-09,652.79
2005-06-10,653.625
2005-06-13,653.295
2005-06-14,655.363
2005-06-15,657.925
2005-06-16,661.166
2005-06-17,667.001
2005-06-20,664.58
2005-06-21,664.464
2005-06-22,665.798
2005-06-23,661.908
2005-06-24,658.149
2005-06-27,656.881
2005-06-28,660.305
2005-06-29,660.559
2005-06-30,658.114
2005-07-01,658.598
2005-07-04,658.229
2005-07-05,660.384
2005-07-06,659.048
2005-07-07,656.185
2005-07-08,662.197
2005-07-11,668.996
2005-07-12,672.216
2005-07-13,671.316
2005-07-14,673.044
2005-07-15,671.759
2005-07-18,669.696
2005-07-19,670.737
2005-07-20,672.759
2005-07-21,674.12
2005-07-22,676.969
2005-07-25,675.272
2005-07-26,674.654
2005-07-27,677.434
2005-07-28,681.384
2005-07-29,680.062
2005-08-01,682.002
2005-08-02,686.905
2005-08-03,688.525
2005-08-04,684.434
2005-08-05,677.86
2005-08-08,678.596
2005-08-09,681.961
2005-08-10,687.43
2005-08-11,692.146
2005-08-12,690.213
2005-08-15,690.093
2005-08-16,685.446
2005-08-17,683.795
2005-08-18,679.003
2005-08-19,680.401
2005-08-22,685.352
2005-08-23,682.503
2005-08-24,680.139
2005-08-25,680.49
2005-08-26,677.761
2005-08-29,677.418
2005-08-30,675.918
2005-08-31,684.025
2005-09-01,691.252
2005-09-02,692.016
2005-09-05,693.735
2005-09-06,698.388
2005-09-07,699.28
2005-09-08,696.813
2005-09-09,702.621
2005-09-12,701.042
2005-09-13,696.612
2005-09-14,697.98
2005-09-15,697.623
2005-09-16,702.031
2005-09-19,699.852
2005-09-20,699.758
2005-09-21,695.785
2005-09-22,693.689
2005-09-23,692.647
2005-09-26,697.278
2005-09-27,695.768
2005-09-28,699.372
2005-09-29,704.686
2005-09-30,704.945
2005-10-03,703.217
2005-10-04,699.918
2005-10-05,690.305
2005-10-06,685.734
2005-10-07,686.352
2005-10-10,682.671
2005-10-11,683.251
2005-10-12,679.257
2005-10-13,673.12
2005-10-14,678.472
2005-10-17,678.784
2005-10-18,671.262
2005-10-19,672.038
2005-10-20,666.802
2005-10-21,667.545
2005-10-24,675.429
2005-10-25,678.063
2005-10-26,677.633
2005-10-27,673.595
2005-10-28,677.788
2005-10-31,684.381
2005-11-01,685.417
2005-11-02,691.647
2005-11-03,694.755
2005-11-04,690.866
2005-11-07,692.104
